Mixture	Malignant	B	Endothelial	Mono	CD4Tconv	Myofibroblasts	Fibroblasts	Plasma	CD8Tex	Tprolif	Mast	P-value	Correlation	RMSE	Absolute score (sig.score)
spot_52	0.429974131984598	0.00433279838378076	0.175463133469301	0.00451698752188382	0.112379882552437	0	0.28972499866301	0.000296192472310876	0	0.0028590766125892	0.0042701982739307	0	0.914775526050575	0.51448436446527	1.02381739993384
spot_53	0.144701810801009	0.0068185342115086	0.0087025301980479	0.308822564572041	0	0	0.342900234635445	0	0.285457952078169	0.0121295153341171	0.012531032830594	0	0.918424670112962	0.461767389653038	1.12206417466093
spot_54	0.39105707273324	0.128685530633291	0.0079097675476816	0.0322420451546954	0.253294063068546	0.155098717775826	0.232428049118219	0	0	0.01675412206395	0.00846513405473228	0	0.406581360615834	0.917443051237484	1.22593450215018
spot_55	0.555698582485314	0	0.015760846697565	0.010070242954232	0.0847071450231542	0.0982739875158897	0.345643616391917	0	0	0.019390810175905	0.0153439516868866	0	0.730151957645924	0.686881386604723	1.14488918293086
spot_56	0	0.137477869675586	0.156239328514119	0.138441965603709	0.229930614433232	0	0	0	0.0966236943407634	4.02189955646601e-05	0.0139886174016307	0	0.919217682403648	0.577106364636984	0.772742308964605
spot_57	0.00338050352876707	0.103320004146791	0.00210363640805887	0.93477657532574	0	0	0.0802517434883243	0	0.0826518956350285	0.00759816446241269	0.0187987208024292	0	0.964835622464099	0.268435916747414	1.23288124379755
spot_58	0.85336437437767	0	2.77633006392916e-07	2.47827684328304e-05	2.29656877838771e-05	9.40050368109986e-06	3.51788509278745e-06	9.64758105599315e-06	4.88369260035917e-05	0	0	0	0.706185861981096	0.748718847089298	0.853483803362726
spot_59	0.0422499219714072	0.0595330189270347	0.152061711498882	0.348000709653492	0.0878056073500934	0	0.14458346589825	0.00517429480047376	0.0681725824845704	0	0.0470994680972393	0	0.674096306324357	0.741133089712416	0.954680780681442
spot_60	0.0805694980845152	0	0	0	0.572419490332354	5.2822143441805e-06	5.86922976733425e-06	0	0.000812347194023008	0	6.14348784091262e-05	0	0.758095229854044	0.828022224529746	0.653873921933413
spot_61	0.661872226810585	0.017058676857021	0.00123510624224202	0.00127274434536785	0.00731597355682988	0	0.07815085335902	0	0	0.0216030633064808	0.00110432277352829	0	0.798185530906167	0.69929746485702	0.789612967251075
spot_62	0.10472043437557	0	0	0.372504745229618	0.037655405562028	0.00275201757092288	0	0.309077341709725	3.54036184491793e-06	0	0.00722631009601433	0	0.687126958418153	0.748098171972378	0.833939794905723
spot_63	0.00465232830520551	0.0801605937232902	0	8.95199220238781e-05	0.447676195494184	0.421215858288685	0.00393118337050063	0	0	0.0934653531516969	0.000668507600552461	0	0.618924739170661	0.819961254170534	1.05185953985614
spot_64	0.351380828601797	0.000716520985073859	0	0	0.0300133655581493	0	0.766363946087941	0	0	0.0248308032449609	0.00764061557500489	0	0.940426702872351	0.447347529686082	1.18094608005293
spot_65	0.0638309636239729	0.110736473220532	0.00966978627405648	0.00625878712874859	0.229895223981807	0	0	0	0.366230196986401	0.0814627157574505	0.00686338116002839	0	0.584220196651021	0.845422994676208	0.874947528132996
spot_66	0.494864838846767	0	0	0.150693158925343	0.0773695854643534	0	0.00154808715221395	0	0.0513218150634441	0.0438809009123457	0.0152538002051658	0	0.774151858584957	0.749241604672543	0.834932186569633
spot_67	0	0.0046651967236101	0	0	0.476188489015812	0	0.991148268852946	0	0	0.0619407690993924	0.0314922734157756	0	0.958101227597016	0.369850320695301	1.56543499710754
spot_68	0.165172971363634	0.0549655437655353	0.019313467938446	0.252738326446305	0.0962130588248183	0.176191482925925	0	0	0	0.110455615255162	0.0336495004004528	0	0.797730642049063	0.689192458557366	0.908699966920278
spot_69	0	0.152022286109692	0.00615979412622173	0.00804194494675072	0.120740435908713	0	0	1.22595106210216	0	0.00552655827651772	0.00856620912620728	0	0.591933411865284	1.22986832304639	1.52700829059626
spot_70	0	0.0119756131515848	0	0	0.381468993777821	0	1.16876443771964	0	0.00738956258112254	0.091203783187251	0	0	0.94841545083814	0.489522041718506	1.66080239041742
spot_71	0.281733903196575	0	0.0756852847424541	0.0250228831750269	0.0563730047141133	0.218545479234188	0	0.000386562342922093	0.0956214727704094	0	0.0104421938137259	0	0.704291593584805	0.79372226486233	0.763810783989414
spot_72	0.118797162923673	0	0.197851584414925	0.356940254941396	0.145019539903243	0	0	0.00233426506884537	0.16011939027078	0	0.0447399857387985	0	0.427141845670885	0.906244646352838	1.02580218326166
spot_73	0.434899293997035	0.127360944981596	0.0087322963701324	0.170999102707555	0.0117367222986935	0.0072326134831895	0.00282399437618011	0	0.0658544628143986	0	0	0	0.910033061751051	0.601541162192611	0.829639431028779
spot_74	0.482366736348714	0.0223442358142218	0.00106017885194537	0.00505600675738099	0.00750019991628303	0	6.20184769155692e-05	0	0.182093297990962	0.0334002344359385	0.0745855002730039	0	0.796649916666284	0.76834930774287	0.808468408865366
spot_75	0	0	5.1720065320941e-06	0	0.824944282752195	0	1.06128103550948e-05	0.00124045762421902	0	0	2.6588642318382e-06	0	0.621577482947533	0.858518324923915	0.826203184057533
spot_76	0.447670872646341	0	0.0155161911224733	0	0.0482229063333673	0.18417835022285	0.0821029180539071	0	0.155634661020474	0	0.0289632173720068	0	0.551638631063921	0.851611166158804	0.962289116771419
spot_77	0.150585614506986	0.00121889846203548	0.125369276676184	0	0.0155559290438134	0.0169593059795766	0.495863659750406	0.0136245018814482	0.35326163574757	0.0570399024906826	0.0384670247170041	0	0.9088313399395	0.443424304827523	1.26794574925571
spot_78	0.255048290753262	0.172881204335021	0	0	0.166017685727908	0	0.14004240277938	0	0	0.167742930626476	0.00895223602605049	0	0.742327670844545	0.737026311852543	0.910684750248098
spot_79	0	0.0245758059363397	0	0	0.0287129686613308	0	1.78018111556239	0.00228898729161354	0.000343695872546722	0.00842273266321389	0	0	0.967088345000898	0.876027485232612	1.84452530598743
spot_80	0.00212808299079981	0.517610851139427	0	0.072521077459978	0	9.82809881779556e-05	0	0	0.275627887763338	0.0498728475194609	0.00118579000740739	0	0.880413408919692	0.494011692878088	0.919044817868588
spot_81	0.0949552076916208	0	0	0.0194241197294512	0.245145808085258	0.528693304628825	0.643966806568789	0.0178763575697302	0	0.0351186802119359	0	0	0.935914955321869	0.355854419846162	1.58518028448561
spot_82	0.0905120015780902	0	0.000169412688380429	0	0.00106495634533194	0	0	0.00123856326405163	0.681233087374972	0.0362139565689111	0.00770262826721892	0	0.629116193214361	0.826785807089024	0.818134606086956
spot_83	0.383827002641618	0.0781659618681945	0.0979111113769183	0.200405864620245	0	0.0212553024492431	0.101227391712629	0	0.00333734405496096	0.0102783689038149	0.0632343913733687	0	0.868138064071752	0.631595631546094	0.959642739000992
spot_84	0	0.168118243493086	0.359476093723353	0.0169065241852014	0.254820718914432	0	0.000177308565250474	0	0	0.121128267958703	0.00387873940940323	0	0.866009241718301	0.665802940498246	0.924505896249429
spot_85	0.0342173909831748	0.155178182167242	0.00162213145351393	0.0839388583015302	0.0713194629027393	0	0.00317788657645044	0.456579051163454	0.0893471693904102	0	0.00538070067048328	0	0.289826490627133	1.20262852434965	0.900760833608998
spot_86	0.189765160761639	0	0	0.173149357499036	0.0660027681747341	0	0.728246776455527	0.00204850416928124	0.199643540751557	0.103150679366424	0.0328658558915996	0	0.936779957774974	0.352792195907753	1.4948726430698
spot_87	0.0159900356937397	0.272059035795067	0	0	0.0575263188959999	0.0248866769424934	1.26995655939051	0	0.0241583867916995	0.0714468038904218	0	0	0.95522767550195	0.525228881046324	1.73602381739993
spot_88	0.46375740044753	0.131885609093685	0	0.012073362980762	0.0303910747275145	0.0855452144495289	0.0239932148833261	0	0.112531202937627	0	0.0111428013930272	0	0.0779019174360374	1.03612762422646	0.871319880913
spot_89	0.45953855616926	0	0.140913133119652	0	0.00724878148932696	0.0283968123298143	0.180047357821614	0	0.0407944566728211	0.0196847434381191	0.00263517318367259	0	0.790565749443897	0.676778873253859	0.879259014224281
spot_90	0.00842796829506497	0.0512585632229436	0	0.000915522598992016	0.609580225495434	0.000891032892390681	0	0	0.0149554194463917	0.00143790930029574	0.00316960788027849	0	0.76682148085988	0.800755500946956	0.690636249131791
spot_91	0	0.0600751464299542	0.0366457849183962	0.0193861850599425	0.298006990924529	0.157627596440514	0	0.00112879043265964	0.278766243976913	0.22353241619507	0	0	0.224139617410595	0.978531777836454	1.07516915437798
spot_92	0.434391662664685	0.0128576002889496	0	0	0.0314286645625143	0	0.650537616632296	0	0	0.0211189893181031	0.018372049398156	0	0.959558473673175	0.303044552720915	1.1687065828647
spot_93	0.278507444774609	0.0885103709096444	0	0.0698882029231952	0.0528408629149251	0.0156423134207803	0	0	0	0.016593568804816	0.132003342768736	0	0.842230878543889	0.693936608826815	0.653986106516705
spot_94	0.0187332084487925	0	0.223839322722251	0.609996598982942	0	0.573169724843319	0	0	0.000327966041399334	0	0	0	0.851061987811039	0.569362027763998	1.4260668210387
spot_95	0.494659734371459	0.0916584086235148	0	0.0714954244419851	0	0.00699976316253453	0	0.00346382328117001	0	0.0546563823974994	0.0157366588921977	0	0.0644151574455607	1.05870925002641	0.738670195170361
spot_96	0.0042804738635835	0.248585896748357	0.00697917883615412	0	0	0.00924146570151274	0.157994218006589	0	0.423997700119878	0.262384513630971	0	0	0.894221831614419	0.608937705458331	1.11346344690705
spot_97	0.230205732722882	0	0	0	0	0.427293925505216	0.133820602528507	0	0.156432015262845	0.0689857394764686	0.000463440011855529	0	0.799882633897576	0.651385226816188	1.01720145550777
spot_98	0.0146989848253089	0.0239899333475576	0.000964191498997322	0	0.449159409897081	0.124100698699712	0.984734885809881	0	0	0.00119998750760041	0.00750321506288588	0	0.96062923226488	0.36030831085579	1.60635130664902
spot_99	0.0214997760592041	0.101019396458503	0	0.00389138625524172	0.223737869352878	0.0415869652768504	0.0739010367065655	0.532059740942407	0.172541600245866	0.00164759551733426	0.0169998465493583	0	0.423963468867244	1.0131151074018	1.18888521336421
spot_100	0.0480920428096813	0.0517255169126419	0.0562407840270829	0.0210620833816763	0.0595937697659008	0	0	0.410105782341228	0.0882997312327124	0.0340782572524655	0.0151222439868329	0	0.879025550402798	0.494249751815569	0.784320211710222
spot_101	0.0296869064489579	0.0239384701169648	0	0.0161788764522491	0.0949890075662523	0.859438846264772	0.58023630142455	0.00154266713822945	0	0.0554671077929208	0	0	0.836223609496938	0.564095523458296	1.6614781832049
spot_102	0.258419717822014	0.066953111475501	0.00745436729009208	0.105780388061227	0.191767306234971	0	0.299744239866918	0	0.0250537889236194	0	0.01141656097402	0	0.90435850822739	0.500420977281978	0.966589480648363
spot_103	0.578448278816127	0	0.0139938119996737	0	0.063143759945975	0	0.0681051986023681	0	0.0925625371813763	0	0.00114634729503525	0	0.87406579970815	0.692971416844427	0.817399933840556
spot_104	0.300191219348524	0	0.0323969007908783	0	0.197099817486316	0	1.03820492586337	0.000380772637187099	0	0.0230566045475623	0.0613326769576563	0	0.882045714449505	0.560999619026507	1.65266291763149
spot_105	0	0.655134539706715	0.00585946864959411	0.000244246408679329	0	0	0.427320826823203	0	0.0693320545707286	0	0	0	0.899943366062341	0.43714445571745	1.15789113615892
spot_106	0.00462458989393516	0.0756198090461478	0.022758904025613	2.91675558980657e-06	0.0225876042465214	0.239457787068859	0.514173455989452	0	0.0944578530605134	0.292591420481504	0.0364051169244218	0	0.932660035163965	0.372546470835271	1.30267945749256
spot_107	0.0181554806674968	0.056022639744573	0	0.413413765060289	0.0182196040140383	0.0884918697536624	0.452834272380778	0	0.0372622713508987	0.0712801313086258	0.0100493735926124	0	0.927395048202451	0.378544836945131	1.16572940787297
spot_108	0.118327298354062	0.253961800892303	0.0171182154052402	0.0226288900300736	0	0	0.0181511420352269	0	0.909411166369249	0.104112939832594	0	0	0.356009424051463	0.935606572812531	1.44371145291875
spot_109	0.140719728437281	0.0577861742058323	0.00447059632638306	0.000331341120093454	0.0802967318484007	0.132738473998824	0	0.350074579742663	0.00301671107209374	0	0	0	0.903209155385481	0.429495878194852	0.769434336751571
spot_110	0.441927278456284	0.153317874559927	0	0.00480289180351498	0.0455440977294227	0.153936259094009	0.0158867488695769	0	0	0	0	0	0.884253902855692	0.677448070236482	0.815415150512736
spot_111	0.0395261640836056	0.20054635466153	0	0.0107092318740529	0.0226448789185435	0	0.923687146331062	0	0	0	0.0076497041179741	0	0.855661517525005	0.786293915932136	1.20476347998677
spot_112	0.312037978150076	0.0880482880124335	0	0.449144505126987	0	0	0.261716090689677	0.000987919856360364	0.0110148230577865	0.0272323335783966	0	0	0.791952484391993	0.620574100898548	1.15018193847172
spot_113	0.0198574221440735	0	0.0419647810389904	0	0.297230103907815	0.538342532472686	0.814960559972293	0	0	0.00485234336198628	0.0343635439033472	0	0.393800106529784	1.1209317025463	1.75157128680119
spot_114	0.0838393140369461	0.224380342051312	0.193144672463892	0	0.218196670564149	4.68207517979009e-05	0	0	0.0519773856601241	0.00919940676922559	0.00452799107668495	0	0.883963084839987	0.64181639975538	0.785312603374132
spot_115	0.148595674840417	0.110626674804014	0.000176179082088619	0	0.312348912536284	0	0.555107447135817	0	0.0121700457306155	0.0012186468401247	8.33798087680635e-05	0	0.947624630460084	0.32209871770373	1.14032696077813
spot_116	0.372279381122382	0	0.0065729402740176	0.0100699314016046	0.0506074693795087	0	0.654166223051185	0	0.112512163015175	0.00228917372563764	0.000235764672897768	0	0.934752030947181	0.37019624466974	1.20873304664241
spot_117	0.0297673462252313	0	3.97612924351575e-06	0	0	0	0.0138460690515169	0.000208240198280138	0.696126823623874	0.0871901751755823	0.000999343462097197	0	0.801858058238239	0.741063630478967	0.828141973865825
spot_118	0.0127325878967733	0.0641873831148149	0	0.531261709231159	0.0564948880012189	0	0.303622247661975	0	0.0256956091732292	0.0744673223248513	0.0377241606343511	0	0.930441986160375	0.390779900737074	1.10618590803837
spot_119	0.0125441278384593	0.0612719796564909	0	0	0.336897050596671	0	0.944733146913706	0	0	0.137094670650899	0.018871528478739	0	0.970862273292762	0.318530139603406	1.51141250413497
spot_120	0.612776098178491	0	0	0	0.227589284265028	4.59759603076578e-05	0.408027046334514	0.00275747692284692	0.00285638429977829	0	0	0	0.740669070038735	0.676553598734816	1.25405226596097
spot_121	0.0140831069907508	0.304936124942	0	0	0.211953477830558	0	0.584365925232098	0	0.0300278256294327	0.0456203385660152	0.00834332882797296	0	0.919748673778562	0.396337316852789	1.19933012801883
spot_122	0.236502333470537	0	0.00668282155381776	0.378722440784899	0.240552874403093	0	0	0	0	0.0832696017625647	0.00799103828032919	0	0.833052367624506	0.648843296858145	0.953721110255241
spot_123	0.662956168558644	0.0653189409787569	0.000894883114935721	0.00753797593585212	0.045610183265838	0	1.72765283743401e-05	0	0	0	0	0	0.915400063075537	0.64319279698433	0.782335428382402
spot_124	0.22037394123834	0.0559798980270379	0.381225340220723	0.0101733741039032	0	0.0511802264762296	0	0.000937029148390347	0	0.0449333664387003	0	0	0.554545503363268	0.8461705308759	0.764803175653324
spot_125	0.0892551069014772	0	0.00303302773350043	0.534985823272473	0.164175168257252	0	0	0.00732424057564341	0	0.0535273338111197	0.0143880192632869	0	0.826694002629503	0.577271987013458	0.866688719814753
spot_126	0.0627309443563974	0.123260241302577	0.0103511158251645	0.0210856370319032	0.282572784891704	0	8.25211242496184e-05	0	0	0.0372434588549133	0	0	0.547257160091987	0.851559191075824	0.537326703386909
spot_127	0.410143321360023	0	0.0219245525821856	0.0256577161397731	0.118057983592598	0.0214078331584789	0.204972279880788	0.00377912887973657	0.170029102490447	0.0111269902851396	0	0	0.810636922384039	0.677163758080841	0.98709890836917
spot_128	0	0.181374794281856	0.0160466694177129	0.383748726665469	0.281155549089118	0.14764818173596	0.0394968855417667	0	0.00892841090494256	0.0735208375223503	0.0228930444107877	0	0.90666871239058	0.530973367512081	1.15481309956996
spot_129	0.759242790525313	0.130671244243727	1.3598119158118e-05	0.000651530380927523	0	0	0	0	9.08477033650965e-05	2.75126212626852e-05	0.000139393376144661	0	0.768436590472217	0.722067720576738	0.890836916969897
spot_130	0.101080604185637	0.114987997606603	0.00633235259963882	0	0.223996160217044	0.206591117158855	0.102548590845598	0	0	0.0793221419276739	0.0103279358889852	0	0.804060533769142	0.694011699630562	0.845186900430036
spot_131	0.584410274216607	0.00218843660582107	0.00012825830035038	5.75178637848073e-05	0.0185390093004733	0	0	0	0	0.00010322435427605	0.00147994814984253	0	0.850476586780567	0.662799098790397	0.606906668791156
spot_132	0.00512199183153433	0.119984222194708	0.00446162479766923	0.00669952068479262	0.354650220741899	7.15105727405686e-05	0	0	0.284937801558889	0.0074281747968494	0	0	0.70096505996206	0.789748002277015	0.783355067179082
spot_133	0.519156646799372	0.0307847198674294	0.00624048967150198	0.00680984377303557	0.0459598790426715	0	0.000184207500967103	0	0.214897667405461	0.0684995931448875	0.0052506114119414	0	0.872736589487733	0.738270644277957	0.897783658617268
spot_134	0.105272468638074	0.155170634681351	0	0	0.0828534614209449	0.392239369580051	0.240890876570398	0	0	0.130445114925219	0.00328354887797468	0	0.946414352953547	0.438844784209475	1.11015547469401
spot_135	0	0	0.00488085111517972	0.0944325808829441	0	0	0	0	0.383601785118943	0.288577567120607	0.0401396397682261	0	0.705428335431875	0.778765490242928	0.8116324240059
