Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16
SYVN1	0.00022744524176232517	0.0005033861380070448	0.000161407733685337	0.00013772968668490648	0.00013678331742994487	0.00045446219155564904	0.00038466491969302297	0.0001473818119848147	0.0016488342080265284	0.00013554062752518803	0.00023176101967692375	0.00021562665642704815	0.0007298853597603738	0.0009732554899528623	0.0002612600801512599	0.00015532554243691266
ZAP70	0.0010398244485259056	1.7063608538592234e-05	0.0004646048182621598	6.035600677023467e-07	9.067062637768686e-05	6.672883614555758e-07	0.0015098984586074948	3.6995229493186343e-06	6.834150099166436e-06	1.7152592590718996e-07	1.5076313957251841e-06	2.3844149836804718e-06	2.0964282612112584e-06	1.9528859411366284e-05	6.765964144506142e-07	0.0008703533676452935
ANXA6	0.000670377688948065	0.0004690510977525264	0.0006327329901978374	8.765194070292637e-05	0.0003009416104760021	0.00038601725827902555	0.0009270208538509905	0.00013624236453324556	0.0002807598502840847	0.00020958609820809215	0.0006554300198331475	0.0003128595126327127	0.0002468660823069513	0.0002593224635347724	0.0003238123026676476	0.0007542159291915596
PDE5A	1.019989326778159e-06	8.048289600992575e-06	7.939849638205487e-06	7.121511202967667e-07	4.376629658509046e-05	3.7219931527943118e-06	4.704297225543996e-06	9.894765753415413e-07	1.789121029105445e-06	3.585075683076866e-05	0.0015033656964078546	0.0008422255632467568	0.0002624743792694062	2.2590067601413466e-05	0.0001687257463345304	2.2568392523680814e-06
TP53INP1	0.000468202808406204	0.00025052871205843985	7.286636537173763e-05	0.00013198613305576146	0.00011861090752063319	0.00014666412607766688	7.200977415777743e-05	0.00016404037887696177	0.0013215987710282207	0.0003053388500120491	0.00010254264634568244	0.00012314558262005448	0.001964147202670574	0.0006144135259091854	0.00013941718498244882	0.00018060757429338992
CD9	7.843697858334053e-06	2.4734437829465605e-05	1.2467524356907234e-05	0.0005308190011419356	0.0001612704072613269	0.0004643340071197599	2.3076407160260715e-05	0.0003762355772778392	7.288860797416419e-05	0.0016259527765214443	0.0001936104235937819	6.821957504143938e-05	0.00016139137733262032	0.00015169203106779605	0.00014087528688833117	6.745797873008996e-05
ANAPC16	0.0013070902787148952	0.0006120501784607768	0.0011702022748067975	0.0003147499228361994	0.0005896117654629052	0.0006254466716200113	0.0008549573831260204	0.000345296342857182	0.0006181770586408675	0.000983246136456728	0.00041120656533166766	0.00034520914778113365	0.00022135583276394755	0.0004879336920566857	0.00025584589457139373	0.0010179674718528986
C9orf152	4.327318947616732e-08	7.807634005985165e-07	2.7881833730702965e-08	4.8510273131796566e-08	1.0507794286240824e-05	1.3775002116744872e-07	7.273245046235388e-07	3.466828104592423e-07	2.1067981492706167e-07	0.0014623247552663088	2.4333706960533164e-07	8.847351296026318e-07	0.00012479287397582084	5.757432973041432e-06	1.630073597880255e-06	7.353847877311637e-07
TXNDC5	1.056528446952143e-07	5.6614077038830146e-05	3.535824433242851e-08	9.340861652162857e-06	2.6880341465584934e-05	2.1068281057523564e-06	7.096385843397002e-07	1.4274632121669129e-05	0.005254282616078854	4.344083663454512e-06	1.7996439055423252e-05	1.5407867977046408e-05	3.550305791577557e-06	0.003629395505413413	3.803070285357535e-05	1.2453997442207765e-06
ZWINT	1.387731208524201e-05	0.0025869898963719606	3.4699301068030763e-06	3.609933628467843e-05	9.223319648299366e-05	1.7544909951539012e-06	4.677935066865757e-05	1.4823362107563298e-05	1.055357643053867e-06	0.00011048394662793726	1.2580742804857437e-05	2.1901520085521042e-05	1.4952253877709154e-05	2.369526555412449e-05	1.2623853763216175e-05	6.177279828989413e-06
LINC00861	0.0005789361312054098	3.4827842227969086e-06	0.0004088208079338074	2.7483727649268985e-07	6.317433144431561e-05	6.578071634066873e-07	0.001491872826591134	3.648764561603457e-07	4.381317012303043e-06	8.141066842881628e-08	1.1703604059221107e-06	1.6347705695807235e-06	1.0797353979796753e-06	3.1871582905296236e-05	2.873205744435836e-07	0.0002628703077789396
TNFSF14	0.0002367427368881181	9.922590834321454e-06	9.284026600653306e-05	8.305370283778757e-05	7.365508645307273e-05	1.7864695109892637e-05	0.0006333239725790918	1.5884897663909214e-07	2.522533122828463e-06	1.1104948072215848e-07	5.663105753228592e-07	2.3853064703871496e-05	1.8830714907380752e-06	9.012522241391707e-06	3.9457572711398825e-06	0.0006876323604956269
GSAP	2.0496288925642148e-05	0.00019812359823845327	0.00014807672414463013	0.0004588094016071409	3.299561649328098e-05	0.00046998573816381395	0.00014399626525118947	4.101770173292607e-05	4.903705121250823e-05	8.263748895842582e-05	1.6337635315721855e-05	1.4228238796931691e-05	0.0005305536324158311	3.875347465509549e-05	0.0001268995983991772	0.00012927080388180912
CCL14	1.0349635886086617e-06	2.301528780890294e-07	1.6894636019060272e-06	1.2679545591254282e-07	8.709542453289032e-05	1.5435578859523957e-07	2.387105269008316e-07	0.0008458597003482282	9.771617897058604e-07	1.9453075594810798e-08	6.665598561994557e-07	1.0050792297988664e-05	2.0099086839309166e-07	2.8723807190544903e-05	4.779868163495848e-07	1.3100482476602338e-07
TK1	2.756841922746389e-06	0.0021940432488918304	5.020034450353705e-07	2.9113547498127446e-05	0.00013331924856174737	1.126394749917381e-06	3.5514356568455696e-05	2.2594800611841492e-05	1.784192500053905e-05	9.343939018435776e-05	1.1981271200056653e-05	2.4269863843073836e-06	1.6282120895994012e-06	6.983320054132491e-05	3.4756560580717633e-06	5.138081542099826e-05
DIO2	8.125263093461399e-07	8.480516839881602e-07	1.3961014246888226e-06	2.4529545044060796e-06	0.00010254843800794333	2.7617923024081392e-06	6.566853585354693e-07	3.43540250469232e-07	1.0349393051001243e-05	4.479668405110715e-07	7.242926130857086e-06	0.0003791860362980515	4.1712595702847466e-05	4.534585605142638e-05	0.0011871503666043282	1.1846467486975598e-06
CLEC14A	1.0871951872104546e-06	4.6934326292102924e-07	4.199976046947995e-07	5.711236212846416e-07	3.0546179914381355e-05	1.218448005602113e-06	3.94784962054473e-07	0.0021914090029895306	1.762299689289648e-06	1.0556043150700134e-07	7.147252176764596e-07	8.878983499016613e-05	2.460971302298276e-07	2.7049891286878847e-05	5.384449082157516e-07	3.954882856760378e-07
CADPS	9.644860909929776e-08	3.40804092502367e-07	1.6388604251460492e-07	6.089273938414408e-07	1.7827123883762397e-05	0.0014885449782013893	1.6701100946647784e-07	1.0868090782878426e-07	1.4917576663719956e-05	7.814571745257126e-07	1.0489565056559513e-06	1.7777885659597814e-05	3.52511960954871e-05	5.1276572776259854e-05	9.921329910866916e-05	1.0047734377849338e-07
ADAMDEC1	1.5789341034633253e-07	5.387870260165073e-06	7.815341263039954e-08	0.0005461726686917245	1.0301320799044333e-05	1.5085805898706894e-05	2.097076503559947e-07	2.5996729391408735e-07	4.121227163977892e-07	1.8976107796220276e-08	6.31350701496558e-07	2.440662910885294e-06	8.056134248590752e-08	4.349086339061614e-06	7.4591466727724764e-06	1.5097589312063064e-07
SEPT4	1.6113800711536896e-06	2.2021731638233177e-06	4.997836185793858e-06	1.4202569218468852e-05	0.00013572648458648473	7.126732270990033e-06	1.726779146338231e-06	5.69914082007017e-05	1.0548526006459724e-05	3.4174503525719047e-05	0.0030726382974535227	0.0002860826498363167	3.412178921280429e-05	2.7945863621425815e-05	0.00021363722044043243	1.33653429656988e-06
OXNAD1	0.0010107463458552957	4.1623847209848464e-05	0.0003406959876883775	1.0186290637648199e-05	8.930559852160513e-05	0.000120336095278617	0.0009444518946111202	2.9919920052634552e-05	4.5710388803854585e-05	3.214133903384209e-05	1.4435151570069138e-05	2.2472206183010712e-05	0.00010019529872806743	3.3393229387002066e-05	1.224454626935767e-05	0.0005597787676379085
GPRC5C	2.5286240088462364e-06	4.069961505592801e-06	4.351152711024042e-06	3.717935396707617e-05	2.9895256375311874e-05	5.387007331592031e-05	9.86606210062746e-07	0.00011640318552963436	1.7533155187265947e-05	0.00024032339570112526	0.0013179752277210355	5.67745155422017e-05	2.526968455640599e-05	9.009674249682575e-05	5.12980886924197e-06	1.3676490198122337e-06
SPC24	9.029203056343249e-07	0.0017230813391506672	1.2703329730356927e-06	1.8074504168907879e-06	3.804932930506766e-05	1.9496513914418756e-07	6.953509910090361e-06	3.6753797303390456e-06	1.4223961670722929e-06	1.0093592209159397e-05	1.5538878983534232e-07	2.3545342173747486e-06	5.027583327432694e-08	4.698143584391801e-06	2.504046960893902e-06	5.562226306210505e-07
SGIP1	1.4004687898250268e-07	1.4723161712026922e-07	9.071102624602645e-08	3.218954134354135e-06	1.6304353266605176e-05	5.218893193159602e-07	1.0523554294650239e-07	1.866368984337896e-05	2.24756627176248e-06	5.925338442125394e-08	0.00038649130146950483	3.406255200388841e-05	0.00014567008474841714	8.242954208981246e-06	0.0009889815701171756	1.302229861721571e-07
PTPN6	0.0004103424143977463	0.0005741718923673034	0.0006546234362758696	0.0004775268316734582	0.00017052277689799666	0.001177765429019928	0.0005227026413194835	2.0491326722549275e-05	0.00015332609473261982	7.178539817687124e-05	1.218306442751782e-05	4.393639301270014e-06	0.00015647239342797548	7.252724026329815e-05	9.667569429439027e-07	0.0009356297086924314
YWHAB	0.0015407144092023373	0.0007012725691311061	0.0010688088368624449	0.0007613275083713233	0.0007408850942738354	0.00059984385734424	0.0014418527716770768	0.0008161230362020433	0.00037440788582898676	0.0005446257418952882	0.0005294766742736101	0.0003963839262723923	0.00021123785700183362	0.000302724918583408	0.0003456848207861185	0.001226760447025299
C7	5.622072194455541e-07	1.111686515287147e-06	1.879987507891201e-06	5.989592182231718e-07	4.760870797326788e-05	5.269015446174308e-07	6.481612899733591e-07	0.00014809398271609098	8.180851978067949e-07	1.936423814186128e-06	5.838367542310152e-06	0.0016024301294237375	1.8497596101951785e-05	5.6056665926007554e-05	3.2680388812877936e-06	3.270402828547958e-07
CCDC50	0.00031428024522028863	0.00046404972090385854	2.3486029022024013e-05	0.00018972829275298864	0.00018543159239925444	0.0009059464791789651	2.7868396500707604e-05	0.0005943049327470362	0.0004272941150702536	9.343257261207327e-05	0.0003550778783392161	0.00033128398354165256	0.0003614281304180622	0.0003044063050765544	0.0002667117223609239	0.00018885743338614702
CHEK1	6.170300912344828e-05	0.0013139537768438458	9.05928300198866e-06	2.1399202523753047e-05	3.509378802846186e-05	3.1774513900018064e-06	0.00010023227514466271	9.676062290964182e-06	3.425046452321112e-05	7.551637827418745e-05	0.00014936603838577867	2.0813735318370163e-05	2.2480355255538598e-05	1.3637665688293055e-05	4.360375532996841e-05	4.319491199566983e-05
BICC1	4.729789395696571e-07	8.800074056125595e-07	2.1587488845398184e-06	2.111534058713005e-06	4.727943814941682e-05	1.3738590496359393e-06	6.490602117992239e-07	4.357492002782237e-07	2.0210745788062923e-06	1.267301854568359e-06	1.3374902664509136e-05	0.0011209981748834252	2.8843836844316684e-05	2.1036385078332387e-05	0.0009975587017834187	6.402194685506402e-07
CD69	0.0003865463368128985	0.00017512628983240575	0.0007460035267286003	1.2958656952832825e-05	7.83607320045121e-05	0.0003189665440004319	0.0006677185883745551	6.092226954024227e-07	3.875965376209933e-06	1.0885305812280421e-07	8.264923394563084e-07	1.354280584564549e-06	6.984448077673733e-07	1.5898553101578727e-05	1.9653175797884614e-07	0.0005532610812224448
RARRES1	1.6832984783832217e-06	2.884934474423062e-06	4.37252265328425e-06	7.165766874095425e-05	4.519147478276864e-05	4.149229062022641e-05	3.197400246790494e-06	4.808966423297534e-06	7.646916856174357e-06	8.561211870983243e-05	6.558474069606746e-06	0.000729528721421957	1.248167609446682e-05	5.4848744184710085e-05	0.00012489946675486863	2.3889892872830387e-06
SERPINE2	7.816395373083651e-05	8.657468242745381e-06	7.014276434347266e-06	1.1825352430605562e-06	1.9023913409910165e-05	1.2893355005871854e-06	2.633233179949457e-06	3.211238072253764e-05	6.526326615130529e-06	3.739306339411996e-05	7.19370655133389e-05	0.0005611966480500996	2.6309542136004893e-06	2.285320260853041e-05	0.00043202174128964543	1.0462979844305664e-05
SLC38A1	0.0006361387204378843	0.00035201438004150987	0.0006719980156049132	1.404524141435104e-06	0.0001747401838656515	0.0001581297256052494	0.0009659714996814728	5.468661765917204e-05	0.0001669531047809869	0.0006515582790598273	5.107486867927946e-05	7.948829988890793e-06	0.001012394786812365	9.601227066013962e-05	2.8494874641182832e-05	0.0005335601745173335
CLEC11A	7.807721885910723e-06	4.779978098667925e-06	3.355963053763844e-05	0.00018652873404789716	0.00038931143353693187	1.7301888874499127e-05	6.551422302436549e-06	1.9818833607132547e-05	6.853397735540057e-06	9.890751971397549e-05	0.0006141766207292676	0.000996258924715221	0.0006443435559049249	8.629581134300679e-05	0.0014215472619980574	2.3656290068174712e-05
NYNRIN	3.9760485037731996e-07	2.1653361272910843e-06	2.246034000563668e-06	9.765144932316616e-05	0.0034986380487680435	5.2237464842619374e-06	5.144631245457276e-07	0.0006952077383175492	6.277676675381372e-06	2.8556214601849206e-05	0.0003306946309749037	0.000728278246242553	6.614725134568289e-05	2.3485055862693116e-05	0.00012697580677922815	1.5061317526487983e-07
PLSCR4	8.410312375417561e-07	2.00875388145505e-06	3.8005898659321247e-06	1.0268392998113995e-06	0.00013153190957382321	1.3513988960767165e-05	5.860006808688922e-07	0.0003320378891658038	1.4688602050227928e-06	9.45320243772585e-06	0.000350763468304649	0.0013908243272453547	3.511987597448751e-05	2.982248224725481e-05	0.0006271672900766134	6.980665716582735e-07
GNG5	0.00074770423816517	0.0009360354160889983	0.0003037608985323459	0.0010933615267276764	0.001430986332707107	0.000677894102409482	0.0004468292754609138	0.0006664874963462353	0.0008322384674102068	0.0017742811469361186	0.00045315627357922494	0.00037462738691829145	7.50674880691804e-05	0.00048764763050712645	0.00056759815197438	0.0009324201964773238
MITF	4.457916702449438e-07	4.1250073081755545e-06	1.7577665403223364e-06	0.00038419922930188477	8.080890256678686e-05	0.0009474199032410979	9.744742328621214e-07	8.536231689504348e-06	5.217902980803046e-06	6.769589526811615e-05	0.0001409465476172045	0.0010294876992702484	0.00019559553766157478	2.4458824555040337e-05	0.0006087247165851295	5.158142357686302e-07
ST13	0.0005519211990758777	0.00040938329766504467	0.0010867469245567918	0.0004071565344929695	0.00034875606070272624	0.0006769490428268909	0.00037046358920633793	0.00041129972669295967	0.0002374873438384384	0.0007510908762924373	0.0005105324671603739	0.0008522286079823971	4.680422352976166e-05	0.0003913779801223427	0.00037664559204131365	0.0004515511682257056
GZMK	4.121610618312843e-05	2.222375314886449e-06	9.071037493413314e-05	3.1449863513444143e-07	3.7415527913253754e-05	4.361425283150311e-07	0.001783811952918768	3.553913927589747e-07	5.301932105794549e-06	6.17890663079379e-08	8.93986907612998e-07	1.270287498300604e-06	5.193846845941152e-07	1.2904322829854209e-05	2.554412219524238e-07	0.00036544230533763766
TCF7	0.0006356576923280954	7.127473054424627e-06	0.0015729931183159351	9.283245390179218e-07	6.363449210766703e-05	1.920520162457251e-06	0.0006895573460496962	2.241137053715647e-06	9.287158718507271e-06	1.7519242874186602e-06	2.4768037292233203e-06	3.6475555589277064e-06	1.590679312357679e-05	1.8170296243624762e-05	8.856480235408526e-06	6.957802543183789e-05
MLLT3	0.00043694250052794814	3.786632078117691e-05	0.00027341581881046295	9.075919479073491e-06	7.446134986821562e-05	3.005779581144452e-05	0.0006782212294638157	9.123556083068252e-05	4.190932304481976e-05	5.3824020142201334e-05	9.742707334225997e-05	0.0001709405769361183	0.0002508496691007167	4.1004775994224474e-05	9.730904275784269e-05	0.0003268951550126076
SMC2	0.00014953345817048103	0.0014621190493926406	9.029966167872772e-05	0.0001250889035873115	0.00015926633204799145	0.00010589369048830122	0.00027331337332725525	0.000175147972186096	8.868331497069448e-05	0.00021635409211739898	0.00010163490514969453	0.00013635224604513496	7.234486110974103e-05	4.366507346276194e-05	9.869618952507153e-05	0.00012086458445992321
NFATC2	0.0006370269111357629	0.0001198350073536858	0.0002561559376772493	0.00011242057371418923	0.00010680475679691881	0.00011428846482886001	0.0012060810113325715	7.156223728088662e-05	9.39240344450809e-05	2.5353385353810154e-05	5.09082165081054e-05	3.473262404440902e-05	0.0002379709912929684	7.263050065375865e-05	3.7956599499011645e-06	0.0007903525256551802
GINS2	5.406786294770427e-05	0.001238627708517015	8.362036169273779e-06	1.909841193992179e-05	5.0892722356365994e-05	3.713097612489946e-05	5.0597755034687e-05	1.0085186659125611e-06	1.1999535445283982e-06	0.0005803906242363155	2.066851038762252e-06	1.9619490558397956e-05	1.549613443785347e-06	1.017191243590787e-05	6.2468729993270244e-06	8.484641875838861e-05
DRAM1	3.95192219002638e-05	5.498277459992096e-05	1.8398734027869068e-05	0.0007756733684800565	5.263198181637563e-05	0.00024603985366411507	5.321450953488238e-05	0.00015066933701746166	0.00023969118774402887	2.2214328055270016e-05	5.5547323427163064e-05	0.0003029068175237626	5.029876047046855e-05	0.00020868543651886284	0.00043993693543598056	4.9107133236248046e-05
CORO1B	0.0015399145195260644	0.0002490080369170755	0.0003122272028122097	0.00036207292578183115	0.00021394723444245756	0.00015274996985681355	0.0004695643438026309	0.00015241761866491288	0.00020936709188390523	0.0003224691317882389	0.00017699541058391333	0.00012975062418263406	0.00010863364150281996	0.00017177108384203166	9.220919309882447e-05	0.0007075043395161629
SH2D1A	0.0009971314575523138	2.5205486963386647e-05	0.00014611802180297673	3.5970481349067995e-07	5.322731885826215e-05	4.7489544385825866e-07	0.0013141869567334652	2.5613010734559793e-07	3.7540323774010176e-06	8.093117997987065e-08	1.3900468047722825e-06	1.2102044593120809e-06	5.984424547023082e-07	8.93941250978969e-06	4.421808057486487e-07	0.0008685345528647304
VGLL4	0.00014388289127964526	0.00011296651791781187	0.00015600826009176672	0.0001432963035767898	0.0002950411580968648	0.00013685646990779787	0.0002609369985293597	0.0005756760947406292	4.427119711181149e-05	0.0004341335443314165	0.00025758889387361705	0.00043821590952575207	0.00040816227556206286	0.00022233901836443692	0.0010927155381068587	0.00019846908980980515
TATDN1	0.0003036155831068754	0.00011456332867965102	0.000356396398274228	0.00015453844389412552	0.00013817494618706405	0.00018885052122641355	0.00020166223112028092	0.00014061908586882055	0.0001211163544212468	0.0007045879610814154	0.00012319558300077915	0.00014657981228083372	0.00012634802260436118	0.0003847033076453954	0.00011984520097030327	0.00018809150788001716
ZKSCAN1	0.00024317405768670142	0.00010134548210771754	0.00021496826957445592	0.00016247158055193722	0.00013660508557222784	0.0001920176000567153	0.00034010710078291595	0.0002868301817215979	0.00012223618978168815	0.0006995396688580513	0.00021322452812455595	0.0004732125671580434	0.003084713127464056	0.00015209530829451978	0.0003273707116022706	0.00022614578483626246
IDS	0.0008415074553340673	0.000223240684135817	0.0005456428043544292	0.00024149732780642807	0.0002123665763065219	0.0006675828481093049	0.0008742177160456777	0.00011671196261886507	0.00027180445613339543	0.00013949685671832412	0.00023153785150498152	0.00030088252970017493	0.0006505606579594314	0.0002218936278950423	0.0004232414357829839	0.0006576859159395099
PIM2	0.0014505431754514575	0.00016536314797122031	0.00035070505691692233	1.3627655789605342e-05	0.00015378862735815346	7.50814942875877e-05	0.00024398315872531384	2.3830543796066195e-06	0.0033103572204709053	2.6735580831882544e-05	1.0176768228120636e-05	4.933565378451021e-06	0.00010877489694394171	0.0018273971509188414	5.87277781960438e-06	0.0002958037657663226
CASKIN2	3.997002295363927e-06	8.198671821446624e-06	1.5904641941233422e-06	1.8354721760260873e-05	3.7355071981437504e-05	1.8498622011975385e-06	9.738428161654156e-07	0.0012910842197015882	9.127819794230163e-06	0.00010307133197784424	7.025602099020034e-05	0.00010316865518689156	0.00035400662454776466	3.582007411750965e-05	9.573410352459177e-05	9.407847755937837e-06
HLA-DRB5	8.82223539520055e-05	0.0002730234118644148	1.3013416719331872e-05	0.0014383556554093957	8.95678240340203e-05	0.0017296194564551115	0.0001462709333281964	0.00021475667017512023	4.0963419451145455e-05	3.94656672142446e-06	2.3341249288932886e-06	5.149228400114225e-06	1.3951929531685892e-06	6.863049202365801e-05	1.0989152769980137e-06	0.00033647470991127193
SEL1L3	0.0003017779381480068	0.0005541855935007334	0.00012079901352990419	5.12414044351317e-05	0.00010522039519855753	0.0003297876683063805	0.0002882337139453739	6.589815893676132e-05	0.0027602054178714752	6.71668749419041e-06	2.4305459191964474e-06	3.0601645448768977e-06	3.4169090213254094e-05	0.0012484834296628833	9.456990483158734e-06	0.0005577665870077908
PLEKHH3	4.599402529947838e-07	1.8341606846661307e-06	5.542556209547911e-06	1.0774799193313811e-05	7.311393710551783e-05	9.328774467576295e-06	1.0659090321496478e-06	0.00011578916746657342	0.00010423891217214987	0.00017864526307675987	0.0005345724057406187	0.00022415128478314728	0.0009545459179207683	0.00013272458454594016	0.00019096198957413435	2.06511867872905e-06
ARPC1A	0.0004091851587872952	0.0004009071853943169	0.000416923692682758	0.00030624098144471645	0.0004639961989596486	0.0002436233771732077	0.00027902520378120244	0.0004932981682941318	0.0003977696178480983	0.00120770453941077	0.0009691902087070048	0.0004985036794096231	9.904792386805639e-05	0.0004234006046317518	0.00033427789458073676	0.00036048999754711986
MT2A	0.00019249279284849763	0.00029413646552711725	4.181571057415567e-05	0.0004333512333687395	0.0001128895310102962	0.000112645146145951	0.00014916382497176528	7.468682451872155e-05	1.1874609299411532e-05	0.00019997527124360204	0.0005526161403395236	0.00032563204877078533	1.1425177035562228e-05	5.057014641351998e-05	0.000463370350189507	0.0007068908307701349
GMNN	0.0001351879764115438	0.0008276468142867088	4.602385888574645e-05	9.248419519281015e-05	0.00011886600259458646	5.1879444072255865e-05	0.00020158903498668224	8.718085882719606e-05	0.00012506413622759283	0.00012785372382495552	4.986383282812312e-05	8.766891551204026e-05	3.5907902201870456e-05	0.00015810081094969064	6.725618004566059e-05	0.00013418373418971896
IPO11	0.0001015737434499897	0.00018106924835592508	0.00011141475988551974	6.379614933393896e-05	7.372066465904936e-05	5.3637373639503494e-05	0.00015299077495001256	0.0009509790106676519	7.493633893318474e-05	0.0001032268992275931	7.869290129747242e-05	0.00010322260641260073	0.00047452066792175174	7.965691474964842e-05	5.803993917652406e-05	6.99071679264307e-05
PDE4B	0.0007278247503563762	0.00034890559618361294	0.00036184105556458235	0.00014542299322783947	7.210994226625189e-05	0.0003884525503963232	0.00035272695822641253	7.399824244203046e-05	0.0005611516535282135	1.6679303371347487e-05	4.575150342134293e-06	5.4142725275596604e-05	4.3634267058223486e-05	0.00024579852470196784	1.6724490706110373e-05	0.0004363394982647151
NAMPT	0.0003661125083453953	7.524225657107309e-05	4.3341420678189024e-05	0.0008276458247564733	0.00010266908793710172	0.00019431262626312673	5.865458297193982e-05	0.0003027496859431267	6.870541255921125e-05	0.0004006819217465818	0.00015368951426353306	0.00017105582810472697	0.00020578777184709907	6.4976149587892e-05	5.0385493523208424e-05	0.0001957369240699336
ARHGAP21	5.242191764409654e-05	3.06421316054184e-05	1.429464464308694e-05	0.00024389891768805683	0.00047823518980294466	3.250471854698844e-05	2.8551545256050304e-05	0.0002350750146433711	5.732189310947433e-05	4.564079063129611e-05	8.838847134029493e-05	0.0007677505491301417	0.00047147940495051444	9.836885874392465e-05	0.000802272348664701	5.279892138787545e-05
S100A4	0.0016307104378938675	0.0001495787873864174	0.0006529144593514502	0.0008423023391515017	0.0005407328717410564	0.0007483321242034435	0.0008701090118847787	6.871108325867681e-06	8.738972246646881e-05	1.4402315173356328e-05	0.0007814384298399091	0.00037002324825152755	8.899603017198388e-06	0.00012789457105100155	0.000539622560609132	0.0014082109555602074
KRT14	2.57612623499881e-06	3.344473498145817e-06	1.1619688848441001e-05	1.2679104202106828e-06	1.9439283278188668e-05	3.6291110063757515e-06	1.7259148989978712e-06	2.4540654521842953e-06	2.6508712380746147e-06	0.0002146447222912684	0.00011967429600190371	4.0533508581575006e-05	9.255157237930689e-06	5.025655627832748e-05	6.785095365557936e-07	1.484133775875307e-07
TNFAIP8L2	0.000392527028452605	1.9488257748889737e-05	0.00027542724274098873	0.0007247526664286852	2.5003593691508286e-05	0.00025573960738256574	0.00020960626716259867	2.564495957813051e-07	2.5456154162384337e-06	1.265453875021194e-07	7.563714348179928e-07	2.727917944866931e-07	1.6182098079298157e-06	1.1106691999884788e-05	5.465057029141462e-07	0.00012041340960422531
ARHGAP29	2.5592250949557638e-06	3.0515150228893617e-06	4.105650987185072e-06	8.853501185512869e-07	4.9201353249372914e-05	4.322950644564116e-06	3.957812168664532e-06	0.0016078747576102614	2.641313813001034e-06	0.00030038878321647644	0.0009260718361474574	0.00010505980026209727	0.00011618489952525124	5.584586688200943e-05	1.6130157746374607e-05	4.033658569824183e-06
ITGA1	1.0223936442343984e-05	1.0104644388775341e-05	6.986502285144525e-06	1.3988544651510892e-06	6.183036020956933e-05	8.275204663732438e-07	0.00015954748960211873	0.000636351469438523	2.6045731829071883e-06	9.978668202847985e-08	0.001889972249045968	0.00021838770771864802	7.731774530839175e-05	1.7146627214970067e-05	0.0003172077122144401	0.00026499753585085273
BUB3	0.0007161820540204644	0.0008472344488836825	0.0005268256645649672	0.00012659397907555103	0.0005876991781406105	0.00015471364895347506	0.0007212052005343139	0.0001793883420759812	0.0002724218356888741	0.00039186165668070316	0.00019450327090453357	0.0001878275361377746	0.0003437650157138705	0.00016387029609177262	0.00011597127740969881	0.0008113588555715978
IGKV3D-11	5.178119408810744e-07	1.2324296676524682e-06	1.6267936189251486e-06	1.392281205880863e-07	5.806498847960029e-06	2.0127181414864026e-06	3.881550014739332e-07	1.0610039424818751e-07	0.000673452508635819	7.912660748843336e-09	1.1033588975806197e-07	2.1017946494339412e-07	3.700609951806655e-08	3.386061280252761e-06	1.2361792300907837e-07	4.0378628796133853e-07
VSIG4	5.049769811193983e-07	2.381518697802676e-06	1.4081300037105393e-07	0.0017194363754242659	8.64145749801537e-06	7.889486369094811e-06	1.6342066828656243e-06	9.278204515794641e-08	1.7549826907270472e-06	8.36900770906368e-09	1.5977958867097186e-07	2.3315533326240256e-07	1.0902650871003061e-07	3.3549479212524602e-06	1.0933832328419157e-07	2.5516130790492753e-06
WAS	0.0008943536086007953	0.0002296867169206962	0.0005710860132239759	0.0005673118866980076	0.00017326640954706818	0.0005010986351408064	0.0011754481820389628	5.509349421117804e-07	0.00018547868239693344	1.5311263723560842e-06	2.5250890303141205e-06	3.245243760829908e-06	1.3745405340159778e-05	0.00013890107220504433	1.0916693327089888e-06	0.0008637679275125265
COL1A2	1.285569169340306e-06	1.212294137076242e-06	1.5833945781196235e-06	1.964047442015726e-06	6.241870869416744e-05	1.357153905701125e-06	2.338022795811412e-06	7.935722123875166e-07	5.857073574588867e-06	2.168968364912871e-07	8.243725460488349e-05	0.000138987903483212	2.7189427783014253e-05	2.3360153136309236e-05	0.0022926281671971083	1.3204282822698588e-06
CCL7	3.13128332152246e-08	5.420298165859094e-08	2.3656211212141898e-08	3.0512381954395096e-08	3.8250973375397734e-06	4.030953704159401e-08	3.446123741923657e-08	3.229630962664487e-08	1.797285733573517e-07	3.8000869118093306e-09	6.697865018168159e-08	9.523086674789738e-08	2.543134947075032e-08	1.3833546290697996e-06	2.6887368775874165e-08	2.4406430654266842e-08
FCRL2	2.41217833263363e-07	0.0007414215360768139	5.619077683149953e-07	1.4063768105643248e-07	7.374244160018861e-05	0.00023559258261229843	3.732256175226212e-07	6.057075552234892e-08	0.000840168388094753	1.2564159490580096e-08	8.710645147402829e-07	3.0439113629654457e-07	3.4260727943546954e-07	5.496944140759297e-05	2.1387894832969323e-07	1.3064352799574408e-07
SMC4	0.00035923640825785697	0.001914799795486033	6.469106301665306e-05	9.228837734553963e-05	0.00021801119146402925	0.00015063595492392778	0.0003255467163398862	0.0001033704393194057	0.00010637292143655941	0.00016570714069530368	0.00011521829583216459	6.273583130678162e-05	0.0003644980024546385	0.00018598428869154304	0.0002024013811023906	0.0002794286410789937
