Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33	Topic34
MFAP4	5.749741944782727e-07	1.0934528518191655e-06	7.240437844302505e-05	5.260644229565514e-06	0.00017668618238531053	6.134738441687659e-07	0.0005280315526761115	7.700078276684508e-05	0.00031721373670734465	8.442385706075584e-07	2.7754239795285685e-07	1.2602187098309514e-06	2.0342721995803004e-07	1.7662309801380616e-06	0.002663488034158945	1.2102143500669627e-06	6.567181003447331e-07	3.2278630897053517e-06	2.9176148018450476e-05	3.9321486838161945e-05	0.0016154665499925613	8.496372743138636e-07	5.028509986004792e-05	9.039071301231161e-05	1.6361439065804007e-06	4.379912752483506e-07	1.7514101273263805e-05	8.999052079161629e-05	2.0404173483257182e-05	9.22388608159963e-06	5.44155318493722e-06	1.5615844972671766e-07	6.768340767848713e-07	8.8395381681039e-08
AC093642.3	4.1406298834090194e-08	4.102005490835836e-08	2.051016053883359e-06	0.00035256671253591776	2.2264832296059467e-05	7.259815504312428e-08	1.9530752979335375e-05	4.844636805501068e-06	4.546042328001931e-05	1.3601403452412342e-06	2.6732433155984836e-08	8.267087991953304e-08	2.0771729225543822e-08	2.5024885275115594e-08	1.0257877391950387e-07	3.5363328265702876e-08	3.093212797011802e-08	5.568565342173315e-08	2.4051344098552363e-06	2.8224818038324884e-08	6.994962831186058e-08	9.307799700764008e-06	4.714651822723681e-06	3.5208131521358155e-08	6.435089744627476e-06	3.3149608498206362e-06	1.8753379436020623e-06	3.074029791605426e-06	4.553636756554624e-08	7.174669462983729e-07	8.12678592865268e-07	3.706552161020227e-05	7.791763323439227e-08	0.0011603618040680885
CENPN	4.7038396587595344e-05	7.085424294928089e-05	5.717138719774084e-06	3.836094947473612e-06	4.985824853065424e-05	0.0005815364420413971	8.85456393007189e-06	1.3877931451133918e-05	0.00026398684713058174	4.3606560211628675e-05	9.459901775699109e-05	3.4772823710227385e-05	6.833842780906707e-05	5.642510222969577e-05	3.844437742372975e-05	7.608090527355671e-05	3.226991248084232e-05	0.00010569956066319719	9.494116966379806e-05	3.7150097341509536e-05	3.543000275385566e-05	9.070714440895244e-05	1.078595596482046e-05	3.169934279867448e-05	5.461180626298301e-05	0.0019240813562646508	2.55004324571928e-05	6.993742772465339e-06	1.651476304687094e-05	0.0014695292338728905	1.23411064123502e-05	0.00010912252037087455	6.77486095810309e-05	5.269818757369649e-06
FANCI	2.8855251002823934e-05	1.0438916433486156e-06	0.00022491776326205581	0.00013830556417815387	3.579257827368565e-05	0.0023243685718625784	8.166936822817661e-06	1.0892282261920627e-05	8.123408770188689e-05	2.1630030460073613e-05	0.00012634991435334086	2.223006276835804e-06	5.548888293560594e-05	0.00014236000424716622	1.0946297152258921e-05	3.1920757464831695e-05	5.0920702051371336e-05	1.755335870257113e-05	1.1491359146020841e-05	1.4082158486417029e-05	3.002072116942145e-05	4.74958069389686e-05	8.370199793716893e-06	1.3368347026698757e-05	1.8786646251101047e-05	0.0019932843279093504	5.748592593590729e-05	5.8798136706172954e-06	1.068063170350797e-06	3.385732270544395e-05	5.427025826065801e-05	3.9595561247551814e-05	1.4697095139126759e-05	6.217550253495574e-05
RPL5	0.0006242232047952712	0.001416827435605228	0.0007105349213816226	0.00022997714404482394	0.0009125241776928306	0.00041800469625741243	0.0001566284045111388	0.0009254580363631248	0.0011536803795024753	0.0030664242804050446	0.0006393924704752862	0.0008283196366392076	0.000990097876638174	0.0029780033510178328	0.001383292837999761	0.0022372608073055744	0.0009213010780513287	0.001451105228625238	0.0016177977668121457	0.00046976798330433667	0.0011552588548511267	0.0017099098768085241	0.0009385885205119848	0.000781818525865674	0.002132092136889696	0.00024675289751030505	0.00037619078648276627	0.0008974004886113107	0.004741784185171127	0.0009424937306903303	0.00017734852735884488	0.002290784614160657	0.0003738724044524133	0.0008929845062084496
GNG11	2.020819010795094e-06	1.518977114756126e-06	3.252382521168329e-05	1.1737861314031761e-05	0.00019896011508535594	1.4398930261450005e-06	5.507961759576574e-05	0.00015185224765446037	0.0004306099144741893	9.415040835847321e-07	6.274358952396142e-07	1.5844173049117671e-06	2.837283773260424e-06	3.6770557017007377e-06	0.00043610346619971097	3.4163037980761146e-06	0.0032076453790068626	5.686819349648431e-06	4.2066563764819875e-05	0.00028223288245499134	0.00042176764691248536	4.100884689250961e-05	2.939347359642852e-05	0.000245432835072279	1.711707045615185e-05	2.121494844686822e-06	8.333568985108286e-05	6.678548379568383e-05	0.00013351043162401766	4.2355222831247374e-05	0.0013288232730701566	5.74291675548011e-07	3.791849621848087e-06	1.0758275266198325e-06
SLC39A13	0.00017107915482483804	1.9588054783525877e-05	0.00021209137048572302	0.0001266618783120066	0.00016718429105821997	0.0001476134202675894	0.001220639911480248	0.0001558988296892494	0.00041632368811406195	0.00012869758938904852	0.00020699379092548043	0.00010286596807418391	0.0001479048078181222	0.0003091164107900113	0.00024499205756001174	0.00013834357378073037	0.0001147536386270076	0.00015606021042913198	0.00010719155397964641	0.001045821700245142	0.0005161609733477235	5.262051854515448e-05	0.0001578823139425367	0.0003080051392316818	0.00010081408254336566	2.989942004205659e-05	0.0004424614307936281	0.0007017302559688687	0.0001858903851825744	0.0004673241637647152	0.00035803293576464057	4.7851579438429326e-05	0.00016530853463336825	0.00016365146439056844
HSPE1	0.0004634919750969857	0.000292012671707198	0.00038070997106842697	0.00013927054533269256	0.0004822718328796327	0.0006407012697309256	9.982232586480677e-05	0.0001786557404557243	0.00041753865662030876	0.0005271314294077456	0.0005072006024420261	0.0003983125207014382	0.00044223308213986456	0.0005270311376079917	0.0002962708240374923	0.0004772086685989052	0.000241220070165582	0.0004784873453900218	0.0004897657781839371	0.0003765802248381078	0.00045905719161964953	0.000515559921041131	0.0001831165427574888	0.0002187475038226694	0.0004367132787592709	0.0010749736102297902	0.0001372836559312418	0.0001818257151171565	0.0003510891110636294	0.0009387602331116796	0.00019034952856600285	0.0019567804411053658	0.0003309197199996561	0.0009818912949413061
TNFRSF9	0.0004128938599023968	2.781622185921151e-07	6.801636573072756e-06	5.172691089683212e-06	4.3510564864845946e-05	0.00017813924932852387	1.0239316907245666e-05	8.609225005784538e-06	6.593763828277588e-05	1.5231072438837145e-06	0.0015225585084408522	8.341162356373388e-07	0.00030584860360249877	6.122874310676707e-06	1.4360277589275938e-07	1.1386611731722951e-05	1.4556557914602308e-07	2.5015613573486917e-05	3.923580879927613e-05	9.41706730372971e-06	4.669143436331069e-06	5.446193245006725e-05	1.106945001083659e-05	6.790278206381117e-08	5.295363507684669e-07	2.5856584215944167e-06	3.545460458553862e-07	6.1789105529896915e-06	2.119339796990971e-07	0.0012513429392129183	1.6320001350322855e-07	1.5196288671859293e-08	1.6388181393267587e-05	4.935973407782512e-09
COL10A1	1.6296595504172728e-06	1.0352192703066976e-06	6.226047844393179e-06	5.36580103016604e-07	6.181616481626406e-05	5.566328695749689e-07	0.0011894775088876486	2.2211042960407212e-05	0.0001225226151291281	1.6906207633837766e-07	8.890561957741738e-07	4.357808620625292e-07	1.2472235084715066e-06	4.453751216715318e-07	2.781134071483393e-06	1.175056240754202e-06	3.6494336086434487e-07	5.72630369788385e-07	1.1174563951499294e-05	0.0028479136526584625	0.00028745669987984	6.596018806703796e-07	1.7684989870758727e-05	1.0289331839885563e-06	3.3876330007842625e-07	8.949558036874805e-07	1.4439600590776536e-06	1.0114902579516638e-05	1.096413325285539e-05	4.2413616938574705e-06	6.6206011979375035e-06	2.0771066644442726e-08	1.5296376432161196e-07	2.1724893883856566e-07
DTYMK	0.00019600574159994721	7.707579788984731e-05	4.336624624556862e-05	1.8572847693576477e-05	8.60574800753966e-05	0.0006204117089509964	0.0001053108717314899	0.00012062562018400058	0.0002432119072182104	0.0001467880792915821	0.00011748480756068602	0.00012978991435375065	0.00025966158136725426	0.00021835412189830095	0.00011678889131871983	0.00021401894628070295	0.0001967828575288877	0.0002833413891494274	8.740533667150885e-05	0.00013297690020408481	0.00019255411461926997	0.00013923761434853077	2.926106571976561e-05	0.00016449933173134923	0.00013485814270097762	0.002233494073152542	0.0001083415700122714	2.3751090338919312e-05	0.00013675529044121504	0.0001918665220728144	0.00014528908650390804	0.0005617230199277401	0.00015751201135572046	0.0004008658870588988
CD3D	0.001710492535494268	5.380563266044192e-07	0.00040030069067142904	0.000226930424105376	0.00031591422157362103	0.000549955409951508	9.949573041012627e-07	8.814414468361065e-05	0.00034194724867120385	0.0009523905464448035	0.0016296433750540018	5.811309620185057e-06	0.0020977810490876436	0.0015102477045729756	2.1925600321992533e-06	0.001188440714031458	7.228914000734221e-07	0.0002540430868975818	0.00020043303084094077	3.9460917378164595e-07	1.1895421039298526e-06	2.3969681933522224e-05	7.779179577482864e-05	7.302443236767431e-07	6.846707037766464e-06	1.0573231520538684e-05	2.2098556655691937e-06	9.113080886891112e-05	1.3249447192720254e-06	9.548828529659659e-05	4.72390695449576e-07	1.6865196528215165e-07	5.274762884255324e-07	8.763397829625319e-08
CDKN2C	9.801983105717227e-05	0.0001229903573403135	0.00014745641965419054	3.7412988604046404e-05	0.00015608577814418823	0.0002782412339001894	7.24395431461744e-05	4.8334004532080144e-05	0.0002632848918437958	0.00010229554027318954	0.00018970809469465166	0.0004471836728043854	8.127306500682607e-05	0.00010462112550158054	0.0011254660785198212	0.0002649058005772531	4.20887881773524e-05	0.00011906314466614276	0.00015359024109784514	0.00010213170753559098	0.0010002542985603213	0.0002548509219195694	6.144056533230469e-05	0.000214584288187325	6.859196673758561e-06	0.001518316799774766	0.00011509319301694632	0.00012425388558767736	0.0004075892211403698	0.00014387843839358538	4.574852573568933e-05	6.597808533115312e-05	3.7162506487220526e-05	3.819704943452962e-05
TJP2	1.0635246326273773e-05	5.980545211059507e-06	6.200514235388255e-06	6.272647442528978e-05	0.00012043654714943841	2.0820600184379146e-05	9.104821401706431e-06	3.95151182601694e-05	0.0001906517136376351	2.0305686120991595e-05	2.3815564418327995e-05	1.3688999388250522e-05	4.555410214379663e-06	4.4587941374629736e-05	2.4782397304079495e-05	1.4846268641122151e-05	0.0007306759944185615	4.502202136791311e-05	0.00011390622239559889	9.577295713825151e-06	4.930494924337836e-06	1.6372276149922982e-05	1.4083766473049764e-05	0.00013414934801403433	4.542037459032144e-06	6.475098780356348e-05	0.00044684295426122844	1.379716741212178e-05	9.69225584412925e-06	4.06775006922544e-06	0.0007961150840856135	0.00016710555064491928	6.281681271502748e-05	0.00048547907499596477
CKAP2L	2.5852239105006447e-07	7.496255705063959e-08	3.0070048069319455e-06	1.4812241033723694e-07	3.1018418667372316e-05	0.00011198447464266792	1.268744398430499e-07	8.42421650304459e-06	9.954872075468302e-05	4.9843460914189563e-08	1.0139112305296294e-07	1.4309946436696919e-06	1.0010473516786078e-07	1.0282273166239975e-07	1.0593312538276223e-07	1.1709114033919832e-07	4.0238923304514174e-08	1.8320739059163316e-07	3.575467417249456e-06	1.2038478303111333e-07	1.5945049369747721e-07	6.72789155942155e-07	6.484651294158539e-06	1.3728478052144055e-06	5.907457989451359e-08	0.0027219243347644806	5.048291882303602e-07	4.8453516683366615e-06	6.29922425332552e-08	4.1577201045583934e-05	3.570495721305633e-07	1.0719266363423685e-08	7.751368116259982e-07	8.051422639709926e-09
SPCS2	0.0005973370862193406	0.0005290979752317071	0.00023571177734993398	0.000577916216570884	0.00046182292862795293	0.0005843302351422608	0.00031149270944297314	0.00020995078375563025	0.0004472231667023152	0.000470483471872285	0.000567199953366071	0.0035371435806155205	0.0006249297293834388	0.0005080642295069993	0.0005286752711981535	0.000608073896728456	0.0003539209719747305	0.0005265759536996484	0.0010766253108158708	0.00032046690466813743	0.00047860032645985484	0.0004676198586821556	0.000549341959413141	0.0004508122510742396	0.0003763195127248764	0.00025881108012981713	0.00042096167453564703	0.00037793052615597844	0.00028785894392058253	0.0004038675397168845	0.00043977683526463807	0.0005054916255176067	0.0003759755054488778	0.0005626995698548853
RPS25	0.00117034453433007	0.0008353491430170834	0.0007943924865685403	0.00036485824966803193	0.0008978446130640805	0.0007231602212414145	0.000222065020352602	0.0011041155084967613	0.0010016743326559663	0.003530006157234311	0.0008802227675914764	0.0007569448789581656	0.002010432304814458	0.00282106501981616	0.0010844134958460927	0.0027808810118585825	0.0007623350829817355	0.0015872996300458908	0.0012517105787992477	0.0006556922453455627	0.0008913633646443486	0.0015773065388202667	0.0008080803090706468	0.0006007042829878628	0.002332796109840274	0.0003439326537773013	0.0003464373294264078	0.0010939108906313777	0.0037772918585687876	0.000887104484718293	0.00022787302441429347	0.00134751433506608	0.0004968792200088501	0.000841895118355751
GSTM3	1.0430514521431178e-05	1.733785575197544e-05	1.1116227142338175e-05	1.2717169738607481e-05	3.908717553713359e-05	2.2983278540777974e-05	8.702256309334189e-05	1.759393126121722e-05	0.0002812525781337172	7.295675459317863e-05	1.5050450201670174e-05	2.938086436188314e-05	2.3420916477334686e-05	4.516287663136609e-05	0.0003368888865225017	3.3466756576672196e-05	1.1595734576985706e-05	6.21278786638868e-06	8.286810043500736e-05	0.00010398657468613237	0.00024780232342891395	1.675050225458108e-05	8.573667582822964e-05	0.00022261841513682157	2.9032223665126367e-06	0.00015807138697709888	0.00011961439304286614	1.492199044150766e-05	0.00015592342242598534	0.00013394682900980115	3.702775575220585e-05	0.00034434624831192195	5.157526629773201e-06	0.001910588820464909
NDUFA6	0.0005440865643322468	0.0003065178170800209	0.0002960615383926779	8.483837882522494e-05	0.00036130580701865256	0.0008344871457666159	0.0001326321653323248	0.0003348163445480168	0.00059192517073825	0.0003258039359934628	0.0008465132559649646	0.0006980792968533933	0.0006172855501063168	0.0004949680296704173	0.0003092878614552319	0.00046538462629541755	0.000278777937637642	0.0005787299014627934	0.0006593448924832046	0.0005140227149240673	0.0003535286814440042	0.00048103919834829867	0.0005786031251773238	0.00046176527393981814	0.0002630403032526374	0.0010289892088621855	0.00017778808251023293	0.0004487879341468215	0.0005056084482930601	0.0010118108475580812	0.0003729727177415043	0.0011015742784366012	0.0004674124647863209	0.00023516989313066006
HMGB3	1.3420443792711012e-05	5.544308123717201e-07	4.660179001803044e-06	3.1826749591346015e-07	4.829503450309858e-05	6.842729635536671e-05	2.2125374016468413e-05	4.174512650934048e-05	0.00020141246204730123	3.848230790026719e-06	3.977885717176832e-05	8.097945101326331e-05	1.562857869430445e-05	2.3700358724454418e-05	5.825350399391027e-06	1.0242781172564719e-05	2.3088385205483064e-05	7.331082542805234e-06	2.0705278075183742e-05	0.00013213063357397914	7.551418821094558e-05	3.081530667259358e-05	1.979254921025131e-05	8.07902051747078e-06	3.2610910238872748e-06	0.0033343839459121227	7.403337076539174e-05	7.0019832492107525e-06	1.7828668205766007e-05	0.00017310495604760945	9.743378177518025e-05	0.0013200317043811083	5.0719121645670384e-05	0.00027100523584522307
APOBEC3C	0.0008848098223097622	0.0001466500252718106	9.199664054904133e-05	0.00010558266512816772	0.00025982403894886374	0.000749619270209223	3.6376590287545696e-05	0.00014059733075555414	0.0001828405074775219	0.00016061523638200015	0.0006889799260534346	0.00021996418945491314	0.0010973530588671565	0.00017070832836907357	0.00010388726514065638	0.00033026831806637347	4.249136509315576e-06	0.0003929023805540055	0.0002477408852428198	4.5757496991427615e-05	8.061021071625873e-05	0.00019894041179213673	6.558269524248317e-05	4.8162542952923104e-05	0.00036181893665343523	3.7360536225605756e-05	2.9304590498213656e-05	4.2544383177300915e-05	0.00021172685956116766	0.00017539464170113206	4.333232482167659e-06	1.5948353393469006e-05	0.00010492299770703539	1.9297587641631253e-05
C1orf186	2.461688382027205e-07	0.004531663376837969	4.912740223517176e-06	2.928011781477835e-06	0.00011388318671379238	2.751403940237651e-07	7.934831813827259e-08	1.0425116670376156e-05	0.0001685838942648843	5.956459972367156e-06	1.0966035546289277e-07	0.0005752001889050007	6.356357573622518e-08	3.4080574096151395e-07	3.0287898766800936e-07	3.767902967410919e-07	5.510075311576657e-07	5.622601975119323e-07	3.6074350646231323e-05	4.136977906910033e-07	6.157764573799795e-07	0.0016115355538204312	1.042971052811481e-05	1.8108370625213865e-07	0.0004993860493414104	1.911780418595299e-05	1.786261464076233e-06	5.575468549068319e-06	8.32459761568316e-07	4.583287227433175e-05	2.3149705441483093e-07	1.40987131089787e-05	1.9861418820710242e-07	8.312236587926236e-08
FAM177B	6.979524869166198e-08	6.363485738347663e-08	2.5124932108155917e-06	3.203840037713235e-07	3.0466491807601415e-05	1.4800855296925874e-07	4.72496104464426e-08	8.051751137827523e-06	6.486944766948e-05	6.25950491439653e-08	3.386749369838071e-08	1.1480725703449934e-07	3.1892273710809604e-08	3.486022137622058e-08	1.2110372438201011e-07	5.727425644863615e-08	5.2046491560986397e-08	1.5713345646872767e-07	3.6159133287583245e-06	3.278067950418517e-08	7.147490777015264e-08	2.3409456844092347e-06	5.798490747110918e-06	5.5658595954355405e-08	0.0014899708330631256	7.661541445713738e-08	3.034303688309592e-07	4.912654276267858e-06	7.981324046113514e-08	1.0588620398266357e-06	3.8078503905580874e-08	6.847110256558153e-08	3.0234743917390006e-06	4.723849311716322e-09
LMAN1	0.00023820142087060958	0.00014542102871928364	0.0005143698072060943	0.0006977420998737216	0.0003236684715375304	0.00027914211386814713	0.000872718810569495	0.0002205175842391327	0.0003960373578593135	0.0002765963727142662	0.0004584226117003709	0.0024271283764392138	0.000327741086948663	0.00032362437923438847	0.00044653553050011396	0.00034902471816167235	0.0003800216072704643	0.00031300997943617404	0.00031286702142097056	0.0009497706778347492	0.000516655738465488	0.00027878518449142575	0.0004090745933353901	0.00038964927080087364	0.00016256402886938304	0.00020276434952393174	0.001181035884656012	0.0003099928726442158	0.00013184992712922394	0.00028833741089329123	0.00035243472666479647	0.000475601147627458	0.00020775668963324279	0.0003218773636035621
HIST1H4C	0.00023781968047842383	0.0001200731421704404	0.00015414756489917636	6.352060881908983e-05	0.00022878566232975572	0.0005214530392549932	5.234449781710282e-05	0.00018594140419736505	0.000339908292517066	0.0008518172544427216	0.0002625429187901318	0.0002707882958929986	0.0003067288489546627	0.0004344646295066923	0.00048117406549863517	0.0005420984816737473	0.0001754017866915092	0.0004820918256882578	0.00030781165696680546	0.0001573886547703296	0.0002549806085880846	0.0003846710897050798	0.00012321883696131408	0.00019758912094403058	0.0005796502227894962	0.003920368384569883	0.00015593567513860762	0.0001542863028589636	0.0005146422772668302	0.0002356840850552544	8.516825619153678e-05	0.00011450445163063705	0.00010027366079157218	0.00012114801938878372
LAX1	0.0003936472930945456	0.0006151901907287538	0.00020216564007569104	0.00043038229341618717	0.00016078498447313905	0.00010816986468853429	2.919246639976336e-07	2.2023345081834123e-05	0.00015392420755233616	0.00031795952236279845	0.0005436987266875803	0.001060442067682743	0.0004050279676448554	0.0002557982807047665	3.678180178212642e-07	0.00023250427329912782	4.6023558297747513e-07	0.0002133247908204794	0.0002067820605589077	2.972308550397429e-07	4.7577657369402004e-07	4.71013163405587e-06	3.402806032681838e-05	5.010816948924912e-06	0.00014425854897126555	1.112698896577058e-06	2.1524010662687942e-06	2.3802693249308504e-05	2.918201289503486e-07	0.00013550622679758817	9.925476973648983e-08	2.3543201166376093e-07	7.885552690822806e-07	5.551352089128159e-08
MRC2	5.710154255211819e-06	2.591024895082228e-06	0.00011283841013209894	1.892296495498158e-05	0.0001121841705753468	4.061664731125347e-05	0.0030785640701651573	0.00021372881019487977	0.00022536424512509257	7.128425068003708e-07	4.938208803650923e-05	1.7710250403979444e-06	5.802215810035705e-07	1.277039154956583e-05	0.000572231481783092	4.809773145098006e-06	1.0269949370922404e-06	5.512190000445116e-06	3.310086322017014e-05	0.0012517889263108373	0.0005121079157106578	2.2781739971833304e-05	0.00013643289275933057	3.5281991586089134e-05	9.131642855209066e-07	4.2859297536779195e-05	0.00023852020967751741	3.963375274906866e-05	6.700628728140146e-05	6.157853204058483e-05	9.340250107925385e-05	1.0652744094841182e-05	0.00010226685117231682	1.691607280918106e-06
PCOLCE	1.244813665834954e-05	3.532448999976623e-06	0.00012835263623856008	3.947217555833049e-05	0.0002479033428244293	7.378477221209323e-06	0.001833787770010531	0.00042856507934629917	0.00040178396739065647	4.181768417765852e-06	2.909290742536541e-06	3.0629701086581917e-06	1.3605635103886016e-05	1.315567351412028e-05	0.0010647471062839031	1.8793320123222657e-05	2.748888846326736e-06	3.947073855670169e-05	3.725550413946621e-05	0.0005387788987718523	0.0016154733020812273	3.1175720778264804e-06	0.00016902042261790484	0.0010377628495916724	7.492033091693884e-06	2.831046913343016e-05	4.362410618341528e-05	0.00040413058013655245	9.382348071085289e-05	7.286814070539549e-05	2.59025655395817e-05	1.4013770851306617e-05	1.7292201164309517e-06	3.117276355624199e-05
HILPDA	5.326116479409393e-06	7.5680673035094514e-06	1.0035418199549895e-05	1.1547694157343358e-05	4.329709190642461e-05	3.326377191115171e-05	6.341818516375497e-05	1.1222953617107123e-05	0.0001670947385719046	8.91861600393895e-06	9.0753082986339e-06	1.2972957847523503e-05	1.1203026588191278e-05	1.102637907024473e-05	5.090952254249714e-05	2.5344870664412156e-05	2.5164878024952486e-05	2.198222318838816e-06	2.7615429644356482e-05	0.00017289129027631134	0.00018640831694938242	1.2654745660256594e-05	1.6847803635755554e-05	7.47052690712735e-05	1.1243027984164655e-05	8.783323573879898e-05	0.000162121606990695	3.2553438359173015e-05	0.00023225316544994712	0.00853629969060421	4.879506741417572e-05	0.0005513630458153784	5.404428520705551e-05	0.00030484297894872725
TTC3	0.0002145224279956892	0.00016181146202143282	0.0006858360138721764	0.0007766570779494941	0.0005183842149563134	0.0001630331971682608	0.0011513748904690146	0.0004488223639782518	0.0006859586574137211	0.0005070227198302746	0.00020632887026295066	0.00044185438309796154	0.00024991246755234897	0.00042847637087106705	0.0006382507854141295	0.00031976320315152407	0.00021857609681319445	0.0002921321429312229	0.0003689737059175968	0.0011161232832819223	0.0007803395274095237	0.00029549942701123655	0.00027373945340514183	0.00016211549518629909	0.00032271211966872215	0.00016474341100547463	0.0005189523217268288	0.00026030148728750646	0.000594455108512193	0.0002054799406323582	0.0003368368197698146	0.0005606687627732754	0.00019770498329307884	0.0011928585590794683
LGALSL	3.171131481849443e-07	3.9686623495072126e-05	4.438818905327935e-06	1.9787613325661368e-07	6.850805220892653e-05	6.878165095258737e-06	4.712293593911454e-05	1.3722801668336615e-05	0.00011646880011539906	2.7153603809892957e-07	2.3196005258796504e-06	5.288087413646281e-05	2.7089757281828497e-07	3.752718839677982e-06	0.00024036272952798754	1.4571833162335679e-06	0.0002846128190867603	1.1319185659885989e-06	2.240018147858791e-05	0.00012331111065577716	0.00016876943118404597	6.095530807215255e-06	2.1173795175855048e-05	0.0007645227597095072	3.240118985559093e-06	4.305703623685986e-05	0.0006681817467324436	8.589790922997054e-06	9.846010652836412e-05	2.7616721126833e-05	0.00017509258759673685	0.0003641662187874317	3.427252750043408e-06	5.724690345232375e-05
HERC5	0.0014916583895683289	3.171599473716924e-06	1.2020488611597102e-05	7.031676796032116e-05	7.756848935969174e-05	0.00046653489698655903	0.00015912771050352603	2.182175376219675e-05	9.24285632208921e-05	0.00013288187619764358	0.0007077328045852482	0.00021192805434111506	6.160255725262687e-05	5.601054726867005e-05	0.00012471892114263028	5.72831449972e-05	0.00012259875074960291	6.531004328280687e-05	0.00010667782771633938	5.2105482609476894e-05	5.621487071039155e-05	0.00013287320325616747	1.5336114302044734e-05	5.4898093367228284e-05	9.91108754533343e-05	0.00010442992788739502	6.165341619635001e-05	1.5547877410426736e-05	1.3225094335211907e-05	7.821884355507791e-05	1.5069584151206072e-05	7.349723091465421e-06	0.0002226947690360248	4.720769084087806e-06
LY9	0.00041238582343794405	6.28961288384744e-07	0.00013258562830742449	0.0009242462110705674	0.00046896262210793793	4.299424836062826e-05	1.9396209438582446e-07	4.802139665116556e-05	0.0002518762194085866	0.0006784437573514879	0.0001344457414234057	0.00027288985438644886	0.0006768380990251899	0.00031445661443285644	9.362914283883583e-07	0.0006963253836147487	6.826122103120724e-07	0.000264378177234903	0.0001759235019562766	2.3358956013908028e-07	7.826161549928656e-07	0.00024132893304340541	5.2090959798078984e-05	7.514249773521442e-07	0.0005378490895964205	1.3901072861699504e-06	1.2389145922497846e-06	3.8369638787116855e-05	9.391725939167372e-07	2.9116188670741394e-05	2.2175737512952765e-07	8.388563088601586e-08	1.8313043256057426e-05	2.5740302334043008e-08
ARHGAP9	0.0012359278043732047	5.981206049909815e-05	0.0005459481035359204	0.0009125056676566601	0.00036299650673754513	0.00040414449176751077	6.264107810238784e-07	7.988389552338049e-05	0.00031437946017831564	0.000572152144741267	0.0009633766021579504	0.00010468492837389931	0.0010229687904939055	0.00040949342655949295	1.6717013977540773e-06	0.0006160453194752336	4.3545838934733183e-07	0.0012203017249703407	0.00025644703418947756	3.476668553048512e-07	9.966836387320654e-07	0.0005257576121948659	0.0002547285403124988	2.8776821636711247e-07	0.00047031979192979634	1.3683059478353243e-05	1.8916747421826585e-06	0.00010835118155227974	1.0284619520462002e-06	0.00013557013880927116	1.9416995655774372e-07	3.104699146661005e-07	0.00019676430383697152	5.529526347913816e-08
ING2	0.0001472611038479954	0.0004870951233897358	0.0002221716713393107	0.0001215121810673736	0.00013377904542721808	0.00025811127852648497	0.00011592645751079544	0.0001865598896984011	0.0001768881338648498	0.00024333325563929975	0.00017227882926817983	0.0001235350064234808	0.00015849388728383929	0.00017815355386119336	0.00017454464978072792	0.0001821334008127451	2.771357867459301e-05	0.00012255091860424727	0.0002577181439846754	0.00014550602645613253	0.0001531348389107734	8.543308649677783e-05	5.532963768928312e-05	0.0001017407194012776	0.00011468736192910001	0.00026001696824096143	0.00010886965173995122	0.00010077781917061657	0.000231824247748591	0.0006786516751162708	6.67114436510019e-05	0.0002100999845424667	0.00013251187920104712	0.00015706180420238525
NOTCH1	0.0004598221566993743	1.1078819625254255e-05	0.0002748531987890601	0.001024268683977425	0.0001744256296660751	0.00031383559689857066	0.00012805759615730494	8.765443635638803e-05	0.00027112787938676775	0.00010778890282381326	0.00025434576673433185	7.872243259043898e-06	0.0002134660753654316	0.00021615595323964953	1.1474606253614184e-05	0.00014352897414937615	0.0004035034799017012	0.00028329974156804383	5.449587479233742e-05	0.0001582636614330113	1.0454506082169246e-05	6.184672383824363e-05	3.294736961834133e-05	0.00045307958498597145	0.00010849224781850353	7.020425255177543e-05	0.00028064061189070344	4.421507765073329e-05	2.511620732548181e-05	0.00011779331543948501	0.001751209725625813	2.991629662574269e-05	0.0001693389640422538	3.251666930736974e-05
IL2RB	0.0012527640210464597	1.7898012174555333e-06	0.0001237301476066932	0.00016205529391299933	0.00016233477799687535	0.0004601309192366898	9.284772204409819e-07	5.0324822950642556e-05	0.00037865928607061505	0.00026870559668168426	0.001661511487327516	6.772659617126919e-06	0.0008577166008763015	0.0002018837258219719	1.22201686281187e-06	0.0003594675799831748	3.114873550202901e-07	0.0022271720226854086	0.0001881320058600977	7.273779829120031e-06	2.03146396415832e-06	1.7068585293600336e-05	6.098267112975009e-05	1.121816603699699e-05	5.797629000880988e-06	6.324034075078089e-06	1.6837196881169803e-06	6.48673958494328e-05	2.560856501077069e-06	0.00010885777010116726	3.3365293461429246e-07	1.4168256257107714e-06	4.334371510594792e-07	3.888874999802283e-08
