Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22
PCDH7	1.634311729503679e-06	2.7310961741022766e-06	4.7910275497997645e-06	0.0007476587197743356	3.455961177678546e-06	6.406442025763681e-07	2.4288594431709498e-05	1.4049634046386927e-05	3.8825450587864907e-07	1.1215118433938187e-07	0.00019734061788767576	3.570532953744987e-07	8.331276717399305e-07	9.490349475527182e-05	1.3670838825419196e-06	3.332854134896479e-07	3.01846466754796e-06	1.430905172128405e-06	4.6349489934982557e-07	3.888832452503266e-06	0.00149556586984545	9.909609843816725e-07
ZBTB48	9.650098945712671e-05	0.00013145196135155857	6.70384761178866e-05	4.9058162403525785e-05	0.0002580141881480813	8.996832912089303e-05	0.00011041444668080658	9.040550503414124e-05	0.0002920429687947035	0.00015821603301446885	0.00020741937623824924	0.00022769883798900992	0.0004888707189820707	0.0002591111115179956	0.00024044590827543288	0.00013792872778140008	0.0002112538059009239	0.00019102083751931787	0.0002593736571725458	0.0007926481775939465	0.00014424412802327424	6.246194971026853e-05
NEIL3	3.3877677196869627e-07	1.357288681447244e-07	3.5029181333356973e-08	2.760617405783705e-07	1.256671424698652e-07	2.115804953461975e-08	5.2301829782663845e-06	3.683728891701321e-06	3.688917047384166e-07	9.279207802137535e-07	2.701949313177465e-07	8.70665672891846e-08	8.081725866304623e-08	1.2978466656932142e-05	2.422708007543406e-07	1.560728378535714e-06	9.901989415084245e-07	4.080801772943232e-06	7.190425822045654e-05	1.8895705977683974e-07	4.365978725218156e-07	0.0014682739274576306
AR	0.00014785373059567064	6.827202014392242e-06	2.4096349079627544e-05	0.00013632005720864981	0.0025204909034073353	1.770658855093643e-05	0.00016132938617374748	5.812064955534879e-06	1.216881059917796e-06	7.737287432973972e-07	0.0004671180504374206	2.4817634312057635e-06	4.912295025860658e-06	2.5531277060508728e-05	3.310347437945893e-06	1.0596329957479611e-05	5.436508217826486e-06	4.1084658164436405e-07	3.2180832931771874e-07	2.771282015601173e-05	0.00011377024202374741	4.064196673425613e-06
NDUFB7	0.0007236595847643912	0.00039244871004484594	0.0017687524668872356	0.0008622267050668597	0.0009268776630051434	0.000978246214799583	0.0005461859400384128	0.0006375072407536209	0.0004968885914422572	0.0004975844058208168	0.0003955425345338881	0.00033037146204151213	0.0003510241804178804	0.0006194003508426249	0.0009122342453338206	0.0008102690917439759	0.0012226116377860308	0.0005979508860036731	0.000601353298407048	0.00014134004595689476	0.00036451732739806175	0.0008341300417669117
RPL38	0.000413079367717728	0.0004240043926984072	0.0012885858304798603	0.0007721561705693603	0.0007630084292031825	0.0020793729927390814	0.0007667075260542333	0.0004294718673918396	0.001605706987902522	0.00045993764069862664	0.0005417923675850034	0.0013434833381325006	0.0006535617867484689	0.0006016416009515524	0.000611304712947458	0.0005690025864169002	0.00026267790235579014	0.0005525024607777596	0.0003899805888067931	0.0004973303293809295	0.0003680027148220688	0.0005138624110259116
PDIA4	0.0002696434676181525	0.0004030721029266715	0.00048601426533423364	0.00029382354114204645	0.0002960467245429754	7.30056781321764e-05	0.0007016989984549582	0.0006709136650897563	0.0002775242901407182	0.0003955617139581591	0.00037394292303361	5.984023300698027e-05	0.00017536411178298295	0.0009944620542228222	0.00030057321419008076	0.001575715490616858	0.0016275550005957484	0.00031551485881209373	0.0002986247418448329	0.0004122277023270726	0.0006663670646958053	0.0003393113147467375
KCNJ3	5.0958792741084835e-08	2.4062492443022165e-08	1.4716675877934904e-08	4.796427788278379e-08	3.5093534744845556e-09	1.3639985141367106e-08	3.163472229061881e-06	2.579485681053484e-06	9.941173217953292e-09	2.060611237197918e-08	7.433034454606968e-08	4.679885634573111e-08	5.458196028484963e-08	7.577901669719722e-06	1.211454048188898e-07	9.65581179457331e-08	6.753090247002547e-07	3.372033674509112e-08	3.172133489215412e-08	1.5402449093926407e-07	2.969629164795151e-08	4.257688601683185e-08
PLVAP	7.920130883576348e-06	0.002564673312008381	6.494329909401131e-07	3.127016952930717e-06	1.724226308397192e-07	1.4252181244955864e-05	2.0858762582065538e-05	1.5884803360677324e-05	2.621055159579555e-07	8.805999641481321e-06	1.3090418633510126e-06	2.1737132556154393e-06	1.1354161415511044e-06	3.684129114844836e-05	8.78652099345345e-06	2.6143483410123736e-05	3.889274921675678e-06	6.367728246914339e-07	3.163762301028328e-07	1.4877193279971834e-05	1.5680484466429334e-06	9.390154218635871e-07
ANKH	8.819999493425712e-06	0.00021786997967865318	5.680984759237617e-05	0.0006565783987753093	2.4341809421457583e-06	4.698398697655648e-05	0.00017875796766020358	8.681274630362168e-05	0.00033468808396719396	0.0003578835166990757	0.00017032312462106347	0.00013484623923432082	8.046823495533317e-05	0.00012477360724005848	9.446473995922133e-05	8.200739102903754e-05	0.00017439269868191332	0.0003244734543841332	0.00012160431651864201	0.00036439462564885616	0.0010853786952793598	3.787501555052586e-05
SAMD9L	5.095250890008174e-05	0.00014832959277555346	1.3266859241412021e-05	7.379494491033256e-05	1.1969666957156733e-05	4.929296210320899e-06	5.008834705222398e-05	0.00016310741193592548	0.00016825934289954603	0.00029782866477034986	0.00012813250941690058	0.000186827004654333	0.00014101984561420977	7.908591942396015e-05	4.9019683501683176e-05	0.00039004857535474	4.613741839420982e-05	0.0007038514013402164	0.0008764835656620562	0.00011659754090942442	0.00026130879996344447	6.163046782603487e-05
PLN	0.0013021202757954597	1.7013321951253602e-07	1.5492827287744149e-07	2.2919646653463133e-05	2.606328308729644e-08	9.447437321341567e-08	1.1565452950890176e-05	9.791121556190774e-06	7.761595099964325e-08	7.831155102167031e-08	6.231271072465461e-06	2.0852890258993284e-07	4.3800403659588483e-07	3.881868542521261e-05	3.383372131793294e-06	4.019690891254868e-07	2.910708190029254e-06	2.3203644161640113e-07	3.603677214414347e-07	1.0275150543748168e-06	0.0001112612517317757	2.91538782448697e-07
TGFBR3	0.00018272854504175484	0.0005890770116820931	2.7393982236390002e-05	9.512130782241002e-05	2.0330955976533005e-06	4.1543673432897776e-05	5.291448542266153e-05	6.315497012110427e-05	0.00018056141561828554	3.871520277698437e-07	0.0012840430717915297	4.67529480374651e-06	1.4145438399282284e-05	8.107002213364467e-05	0.0012150835245847702	6.038553692633286e-06	2.0977053281967528e-05	8.115025411825627e-05	0.00010177745571127161	0.00025219362578354776	4.186237129033543e-05	6.391667739080731e-06
ARHGEF40	0.00035450884024612606	0.00017377968470100313	6.40241414657794e-05	0.0007045197999104857	1.3709742233913857e-05	5.531101851374842e-05	0.00017123849829658866	0.00018454132077749819	8.249159691331442e-06	0.000355584459612146	0.0006352903437800705	1.1449813428043853e-05	0.0007254084339365363	0.00043800953426398337	1.7716301954351366e-05	2.9744123821728863e-05	5.8810321206692606e-05	4.265753432264319e-06	2.380271780566545e-06	0.0002646871726028621	0.0006663776584900916	2.0471068637561984e-05
PAG1	0.0002061673440039158	3.5805862808047095e-06	6.015919097990263e-06	3.552101770765148e-05	2.4604221948720806e-07	2.151115950255189e-05	0.00011516559607116506	0.00021483510499820113	0.0006147287786006927	0.00017877174832392484	6.997512537054718e-05	0.0001684998715063557	0.00021854075021110475	0.00014159295824356377	6.011947334627621e-05	0.0002470077888574451	3.0252647775341757e-05	0.0006297953077591956	0.0010022753849625587	0.0011792503064498305	7.226932211779058e-05	3.9853446651250124e-05
PTP4A2	0.00011288866517134011	0.00013151286111678928	0.0002696600859053433	0.0003476094570942223	0.002036897698417306	0.0002349077840335667	0.00022958178305998445	0.0002116801479132846	0.0005266834050416946	0.0003068256191909313	0.00017806494724936783	0.00023612384393345565	0.00022627673752140254	0.00019377066928427666	0.0005082418792881072	0.0002905278524849564	0.0002578165731392801	0.00037556476308964193	0.00043350530904717743	0.00021752374595962465	0.0002477953094057739	0.00025496812304481864
ANKRD22	8.776839166557693e-08	3.9793792439013487e-07	6.724003469571471e-06	1.1957556012021087e-07	1.4867325262457598e-05	1.6374388067674772e-08	5.231680461292854e-06	5.978622539259959e-06	1.5071931557031348e-05	0.0006037913844920695	4.269099918019492e-07	7.702990956204303e-08	1.3639299822898465e-07	9.100447641685605e-06	1.4951062610180088e-07	4.799028829438612e-06	8.347727202817623e-07	5.309131302055903e-05	2.4228763777500717e-06	1.9462306966033793e-07	4.17628847060314e-08	3.003840902238153e-06
C2orf40	0.0006569697870872915	3.867811756208539e-05	0.00011474935308797285	8.869542398315389e-06	5.4200103960511115e-08	7.418613222398562e-06	4.93684274260886e-06	6.843107712484198e-06	3.6634594380302588e-06	1.353167249362741e-07	1.7684515114524402e-05	4.5485123223443225e-07	1.2316604625084437e-06	1.3898625184083357e-05	1.259473151549173e-06	1.6534472990770155e-07	9.20981733543158e-07	2.0060369365637598e-07	7.724477768533689e-08	1.7333560435872641e-06	1.8499464431442902e-06	7.468465241800004e-07
MTFR2	3.6122852975495334e-07	7.809539965819567e-07	6.209730827322346e-07	3.7257618146213645e-07	1.0840239156095777e-05	8.347013249476731e-07	6.185448910400737e-06	5.9116073316545226e-06	4.739035375678213e-06	2.612302159832325e-05	5.84878932841093e-07	6.590139946638374e-06	6.608618423342705e-05	1.2901679838250857e-05	3.7549435205619375e-07	6.485760968644172e-05	1.9109106688119937e-06	1.6501757045261911e-06	7.850920519558713e-05	1.6885960576473735e-06	2.4832902454363648e-06	0.001751827308908105
CXCL16	6.587163807125762e-05	3.6078388802707195e-05	0.0006232594605535269	9.887917985906824e-05	0.00011846739653265104	5.156576298759319e-05	9.043110912898555e-05	2.817980021063704e-05	1.8028631529887207e-05	0.001714915269985795	0.00013666141603607684	4.7243414883269e-05	0.0006795950466766953	8.845654519973323e-05	3.6765570257557556e-05	2.5180985176120885e-05	3.123361966572702e-05	5.0449689297238365e-06	3.834892595477868e-06	5.0848451792262495e-05	6.22667939751409e-05	2.7942420274484903e-05
RPL28	0.00040239086956717074	0.00039347264100797474	0.0016477127792313695	0.001152530894614756	0.0006924198241904378	0.005553533788770437	0.0012875787215307355	0.0006808286416344345	0.0029488487634807825	0.0007733257953077555	0.0005186121561564505	0.002424970269203186	0.0009795798687264323	0.0009711913880892098	0.0012398713734000921	0.0010988502763211727	0.0005688744131475687	0.0014196690171957016	0.0012024900643154979	0.000499192567076534	0.000587369198910892	0.0006515083950944245
COA3	0.00039844689308665693	0.0002885831636376679	0.001044165575876832	0.0006114254938438535	0.0011208098148927093	0.0010746250627562404	0.0005658010486513376	0.0006385812885127962	0.000264333444647491	0.00031268634484149516	0.0002756367903202772	0.00028229373856447637	0.00029134456417523324	0.00022533949231728911	0.00043814737000502646	0.0003588570689316839	0.0005288693937472999	0.0003901863528881222	0.000422091456130147	3.38670943165198e-05	0.00024124734045471996	0.0005358416819944978
BAD	0.0003444533795118332	0.0002379272336838767	0.0006995780859142542	0.0007223582360893488	0.001113573438487947	0.001039115129970014	0.0005033265915699303	0.00028415664564818144	0.0002621221647132188	0.0001640536356717348	0.00033608119701966643	0.0001414932921761647	0.00023221923038363457	0.00017065061547327787	0.00015268988499883562	0.0002813322062138468	0.0004115239134989679	0.00037078920286148787	0.0003563235222827643	8.199735748348758e-05	0.00020795848104171455	0.00035610469058156013
GSTO1	0.00033138415892608464	0.00031292159110307693	0.00023180163407232612	0.0005707642994821072	9.135002619586885e-05	0.0006013696547597647	0.00035742041654884815	0.00017689810192678124	0.0003233789757359773	0.0010618689702823758	0.0002645421482156962	0.0003000394790433347	0.00046057248255237937	0.00013933709124103189	0.00024199896142818034	0.00018203246872872114	0.000313619093503803	0.0004616756341420114	0.00043671345338225365	0.00030144682386890054	0.00028117577312514186	0.0003546039806678891
ST14	1.5322593753808178e-06	4.261969479557592e-06	0.0007220375118777156	4.8287247409462e-06	0.000510415353346616	7.809948101566988e-07	7.192250450316351e-06	7.989928235474508e-06	3.4242722790622793e-07	0.0008722626371309161	2.834500207882229e-07	0.00010769369691843167	2.8165535695734434e-05	8.932396303862333e-05	3.6521089441521326e-07	0.00020028323342557997	2.1680336885765428e-06	7.876658969507844e-07	1.0420471880934201e-06	4.005050868727267e-07	1.8063173001792165e-06	0.00014393264427781105
RNF152	0.001969521399587393	4.66143355879467e-05	2.3341935957432725e-05	7.622246630489826e-05	1.9781184164457954e-05	1.2392281689699303e-07	1.1983397598669399e-05	7.806605026416946e-06	3.1640246334063704e-07	1.741802293508954e-07	0.00014816733892075717	9.669204814599652e-08	6.342656320157403e-07	2.4564636987634003e-05	4.791954779648222e-07	2.7836017579829786e-07	1.590954752828111e-06	2.426821993140038e-06	3.633981862094515e-07	3.176431391693768e-06	0.0001845164952101186	1.8839800759451464e-06
GPR35	5.788083399238531e-07	3.1429606224264717e-06	3.6037620247952873e-06	1.740584025355929e-06	1.4449117770709563e-05	8.620362450528773e-07	1.735056866891682e-05	8.238417649408802e-06	1.51200256368611e-05	0.00029287420329637825	1.8455573354003718e-06	4.4898519035996287e-07	0.002618691185489297	1.6436271835118532e-05	5.293730282573961e-06	2.9125878882041434e-06	1.064456046151463e-05	2.9738209832430584e-06	2.9294662454049103e-05	7.133768576750299e-06	4.1710856748977676e-05	8.198379873647355e-06
PPP1R15A	0.0003297082439530641	0.00019150882144458592	0.00017324501823168248	0.0001634337822906673	0.0007181273540481925	0.00045891792979091406	0.00026591692585498095	0.0005651107057929039	0.0005793554591946304	0.0005707195377908647	0.00045041556586511433	0.0007353073451668024	0.0008393522584810853	0.00043265888234600425	0.0003946496872231364	0.0008886201540008187	0.00044162216363474727	0.00033805708517320454	0.00019862200133502483	0.0005811446462757885	8.18378830444999e-05	5.524722655536607e-05
HNRNPA2B1	0.0006468155770562589	0.0006542854243889451	0.0007547476561740041	0.0003926368081010878	0.0009499028674326837	0.00046734220813959837	0.0008868233417160809	0.0004973262548446655	0.0010420042090117931	0.0005520785925909877	0.0006996069569140673	0.0011434867046773434	0.0007675657980144024	0.0006085712229833007	0.0010412642732262611	0.000548550917301327	0.0003162922221235931	0.001127466093748808	0.0010378097649663687	0.002041151514276862	0.00045569692156277597	0.0017811455763876438
ATP2B1	0.0002910090843215585	0.00025764916790649295	9.100748866330832e-05	0.00013054008013568819	0.00016287920880131423	0.00020842213416472077	0.00015573797281831503	0.00013432541163638234	0.0004449442494660616	0.00040338028338737786	0.00022724625887349248	0.0007559743244200945	8.631601667730138e-05	0.0001801476755645126	0.00034872774267569184	0.00031228436273522675	0.00010167229629587382	0.00034902244806289673	0.00010768649372039363	0.0014181568985804915	0.00011604323663050309	9.452923404751346e-05
HGF	0.0005225753993727267	7.529210961365607e-06	6.60766232840615e-08	9.074420086108148e-05	1.9935029627049516e-08	1.0580233720247634e-06	2.1126352294231765e-05	1.979813168873079e-05	2.1322850329852372e-07	0.00023332066484726965	0.0007193527417257428	5.0873213695012964e-06	0.00013375520939007401	1.999655069084838e-05	1.5053529978104052e-06	1.2535180076156394e-06	0.00014299969188869	2.463742134750646e-07	1.3378725327584107e-07	2.688964514163672e-06	9.648053674027324e-05	1.2389415360303246e-07
RP11-25K19.1	2.0997026695113163e-06	3.21450897899922e-07	1.434024943591794e-05	3.0131108360365033e-05	4.277532994478861e-08	1.9465700461296365e-05	2.4538849174859934e-05	0.00014100455155130476	0.00022473162971436977	5.243797431830899e-07	2.0337174646556377e-06	7.833407289581373e-05	0.0002453878114465624	3.902718526660465e-05	0.0002772253064904362	5.454244092106819e-05	2.956639764306601e-05	0.000612308329436928	0.0011719012400135398	2.186572237405926e-05	9.977567060559522e-06	3.582434146665037e-05
SH3D19	0.00023443441023118794	0.0002321241336176172	7.837305020075291e-05	0.000949584471527487	0.00011786033428506926	9.256185876438394e-05	0.00017190424841828644	0.00016405513451900333	7.362889391515637e-06	3.82724510927801e-06	0.0011412038002163172	6.7503601712815e-06	2.5910263502737507e-05	7.132413884392008e-05	7.48576785554178e-05	1.1511297998367809e-05	2.1204814402153715e-05	2.2696051019011065e-05	4.1413491089770105e-06	6.68072680127807e-05	0.0006963189807720482	1.1731034646800254e-05
CBX3	0.00022588283172808588	0.00031091508571989834	0.0006786193698644638	0.0003887649218086153	0.00047500873915851116	0.00046815985115244985	0.0002698460593819618	0.0002903201093431562	0.0006352309719659388	0.0002424537087790668	0.0001998297229874879	0.0004561829846352339	0.0005822138045914471	0.0003936362045351416	0.0004991135792806745	0.0002797346969600767	0.0001721412845654413	0.0007832353585399687	0.0007393269916065037	0.0005123905139043927	0.0002833600447047502	0.0010640680557116866
PKP4	7.17042712494731e-05	0.0013165556592866778	0.0001414276921423152	8.191022061510012e-05	0.000573732249904424	0.00010975560871884227	0.00011998158151982352	3.964799179811962e-05	3.113339334959164e-05	3.01138552458724e-05	9.927152132149786e-05	3.0503617381327786e-05	6.72488022246398e-05	4.321296728448942e-05	8.033018093556166e-05	9.319723176304251e-06	7.374589768005535e-05	4.361921673989855e-05	1.2978695849596988e-05	0.0004399335302878171	0.00014791112334933132	0.000192471852642484
ADAM19	8.743593207327649e-05	6.944860069779679e-05	6.116065947026073e-07	7.822074985597283e-05	1.0606890299413863e-07	4.815270131075522e-06	5.4292730055749416e-05	0.00014727709640283138	0.00014930104953236878	7.525551336584613e-05	6.300029781414196e-05	0.0007204472203738987	7.40979385227547e-06	9.349386527901515e-05	4.092959443369182e-06	0.0006762343691661954	2.359324207645841e-05	0.0005496801459230483	0.00039447369636036456	0.00042948039481416345	0.00029764577629975975	1.673874066909775e-05
GPX3	0.0009504391346126795	0.0002604536130093038	4.108618668396957e-06	9.403344301972538e-05	2.9755160539934877e-06	3.455596015555784e-05	4.299799547879957e-05	1.92595998669276e-05	6.756461061740993e-07	0.00025365088367834687	0.0012985434150323272	6.6854067881649826e-06	1.1972989568675985e-06	5.726181188947521e-05	5.260877514956519e-06	3.820328856818378e-06	3.421597648411989e-05	7.528970513703825e-07	1.5321541013690876e-06	8.900991815607995e-06	1.1094619367213454e-05	2.0403278540470637e-05
EEF1D	0.0004942273953929543	0.00021773396292701364	0.0022547089029103518	0.0005031299078837037	0.0006761361146345735	0.0050140246748924255	0.001011525047942996	0.0008034170023165643	0.001325783901847899	0.00025388295762240887	0.0003100644098594785	0.0010884678922593594	0.0006479823496192694	0.0005232206312939525	0.0008152176160365343	0.0007195903453975916	0.0008560433052480221	0.00068908731918782	0.0006210285937413573	0.00030447475728578866	0.00026031388551928103	0.0007791575626470149
CNTRL	5.6731223594397306e-05	5.724691436626017e-05	1.937937122420408e-05	2.855294951586984e-05	8.61520238686353e-05	0.0001138093211920932	0.0001254174712812528	6.811328785261139e-05	0.00044823679490946233	0.00018036388792097569	9.384637814946473e-05	0.0006037804414518178	0.00018006580648943782	7.489934068871662e-05	0.00020177270926069468	0.00023316261649597436	3.8167741877259687e-05	0.000498193665407598	0.000474783853860572	0.001479291240684688	4.71762141387444e-05	0.00026207498740404844
IGLV3-21	1.3945043519925093e-07	4.660446847992716e-06	2.934929099751571e-08	9.407812484596434e-08	3.858779962229164e-08	1.9894166314315953e-08	0.0005047274753451347	3.961005859309807e-06	2.119801365552121e-06	6.953106890250638e-08	1.882240098893817e-06	4.813540726900101e-06	1.569766254760907e-07	8.282187081931625e-06	1.5247735518642003e-07	0.0011561769060790539	0.0031997847836464643	4.5956024763427195e-08	5.7552004051331096e-08	3.731104527560092e-07	3.6219802268533385e-08	5.951362140876881e-07
EAF2	2.4991632017190568e-05	1.3785217561235186e-05	2.3319355022977106e-05	4.147204163018614e-05	0.00013491528807207942	1.9152421373291872e-05	0.0002952019276563078	0.00025952106807380915	5.416484782472253e-05	0.00019253705977462232	1.2316957509028725e-05	0.00122093188110739	0.00011648170766420662	0.00014767367974855006	8.303643699036911e-05	0.0031358813866972923	0.0005913620116189122	3.4751745261019096e-05	2.3667973437113687e-05	8.32715886645019e-06	1.3234066500444897e-05	0.00011376250768080354
SMCHD1	0.0001630545302759856	0.00014520554395858198	6.486145866801962e-05	7.19333256711252e-05	9.056731505552307e-05	9.954439883586019e-05	0.0002502079005353153	0.00013793259859085083	0.0007053303997963667	0.00016748564667068422	0.00017696531722322106	0.0007452814024873078	0.00020940769172739238	0.0002895731304306537	0.00034254411002621055	0.00041272430098615587	0.00012559600872918963	0.0008693320560269058	0.0005966310272924602	0.0012102884938940406	0.00015441766299773008	0.00015135934518184513
UBE2T	2.3888031137175858e-05	1.5860518033150584e-05	0.00026953680207952857	1.4736704542883672e-05	5.7197459682356566e-05	1.3648012100020424e-05	1.2868122212239541e-05	1.0886838936130516e-05	6.0110029153293e-05	1.1567313777050003e-05	9.133509593084455e-06	5.186671842238866e-05	1.055609027389437e-05	6.148192915134132e-05	5.827873337693745e-06	1.953493119799532e-05	7.526040462835226e-06	7.495110185118392e-05	8.914689533412457e-05	2.7312778911436908e-05	1.6009769751690328e-05	0.0031971021089702845
MPRIP	0.0011695815483108163	0.000574702222365886	0.00010866590309888124	0.00041984207928180695	0.00020560678967740387	0.00016879902977962047	0.00038421456702053547	0.00010909708362305537	0.00028757532709278166	8.615178376203403e-05	0.00024815037613734603	0.00017336875316686928	7.474514859495685e-05	0.00022619716764893383	0.00011654714035103098	0.00010444577492307872	2.9492497560568154e-05	0.0004546770651359111	0.0003377260873094201	0.0017086903098970652	0.0005193798569962382	0.00016229796165134758
MDFI	3.066665885853581e-05	0.00022113400336820632	0.003767942311242223	0.0005192114040255547	0.00018585803627502173	0.00017143646255135536	1.6030560800572857e-05	3.8534857594640926e-05	9.644381862017326e-07	7.388965173049655e-07	3.1913928978610784e-05	4.996998086426174e-06	3.0353874080901733e-07	5.907359445700422e-05	1.772503537722514e-06	7.16925796950818e-07	2.5981280487030745e-05	5.46798219147604e-07	1.0191448609475628e-06	7.703068695263937e-05	0.00020973953360226005	0.00021917013509664685
ATOH8	0.00014118007675278932	0.0006380372797138989	2.55224705369983e-07	2.490692349965684e-05	1.774317759384303e-08	3.363548967172392e-05	2.1597925297101028e-05	9.036042320076376e-05	6.404115993063897e-08	2.874362689908594e-05	0.0001866872189566493	1.8899763176705164e-07	2.385000925642089e-07	2.3246289856615476e-05	2.6272493869328173e-06	2.742436038261076e-07	2.250935040137847e-06	2.984345996992488e-07	2.3213478925754316e-06	1.9368802895769477e-05	1.4487194675893988e-05	2.7155331281392137e-06
OAS1	0.00012346856237854809	7.35600697225891e-05	3.121782356174663e-05	0.00016543087258469313	2.751423562585842e-05	8.980085112852976e-06	5.952751962468028e-05	0.00011545585584826767	8.377258927794173e-05	0.0005456007784232497	0.00011041328980354592	0.00014983085566200316	2.2349675418809056e-05	9.560383477946743e-05	1.4855741937935818e-05	0.00045155681436881423	5.2698873332701623e-05	0.0008406094857491553	0.0008258096058852971	1.1430570339143742e-05	0.00023152533685788512	7.104055839590728e-05
RUNX3	2.7367343591322424e-06	3.9380046246151323e-07	9.064228834176902e-06	8.41782457428053e-06	1.08309279767127e-06	1.2265562872926239e-05	9.555910219205543e-05	5.8730678574647754e-05	0.0005006957799196243	0.00014983302389737219	1.3504869684766163e-06	0.00015551761316601187	9.692002640804276e-05	0.00010069645213661715	0.0007464526570402086	8.336365135619417e-05	4.445700324140489e-05	0.0004533141909632832	0.0012566224904730916	0.00032995754736475646	1.5184808944468386e-05	3.668542194645852e-05
PRDX2	0.0002995343820657581	0.00019992227316834033	0.0020589816849678755	0.00034374077222310007	0.0009151767590083182	0.0011714630527421832	0.0004382512124720961	0.0007163776899687946	0.00048293021973222494	5.9841579059138894e-05	0.00040351247298531234	0.00015014766540843993	9.837948164204136e-05	0.0006036599515937269	0.00022517223260365427	0.0003737494698725641	0.00102964136749506	0.000613716256339103	0.00016718899132683873	0.00022519314370583743	0.00010803397162817419	0.0009699363727122545
FLT1	1.6511385183548555e-05	0.002163184341043234	3.437448867771309e-06	3.822362486971542e-06	6.014312958768642e-08	1.946840711752884e-05	2.0075593056390062e-05	1.4818127965554595e-05	4.139219527132809e-06	5.095652522868477e-05	1.1621026487773634e-06	4.980056473868899e-06	3.7141503526072484e-06	2.154240064555779e-05	1.280722926821909e-06	2.232700353488326e-06	7.1762228799343575e-06	1.4799697964917868e-05	1.670578603807371e-05	6.080073944758624e-06	2.0316483642091043e-06	7.579223165521398e-06
PPP1R16B	1.8315132592761074e-06	0.00021038296108599752	3.1920134802021494e-07	6.327632036118302e-07	1.7319537448656774e-07	8.501578122377396e-06	5.9200992836849764e-05	4.4744705519406125e-05	0.0004089496214874089	4.873018497164594e-06	8.488273124385159e-07	0.0005444432026706636	1.2869323654740583e-05	6.307339936029166e-05	0.0003978961904067546	0.00023264304036274552	2.3236711058416404e-05	0.0007377980509772897	0.0006315686623565853	0.00048484481521882117	1.890205965082714e-07	1.171539679489797e-05
BIN1	4.0803879528539255e-05	4.871664714301005e-06	0.00011603044549701735	8.819783397484571e-05	1.9458118458715035e-06	0.00017636304255574942	0.00024829222820699215	0.00013483880320563912	0.0007699864800088108	0.00021426257444545627	0.00021986180217936635	0.0006060512969270349	3.347488382132724e-05	0.00023406541731674224	0.000625672924797982	0.00013315322576090693	4.727305713458918e-05	0.0004627339367289096	0.000934553099796176	0.00018981793255079538	3.652230589068495e-05	0.00010732140799518675
KIF2C	6.282867275331228e-07	2.326963794985204e-07	1.305580212829227e-06	8.146167601807974e-06	1.085343299678243e-07	3.648681285994826e-07	6.2596859606856015e-06	3.503834477669443e-06	1.2989575282063015e-07	1.4618555042034131e-06	2.434360794723034e-06	1.1577420622188583e-07	1.200892683073107e-07	3.531799666234292e-05	3.129589174477587e-07	8.817049774734187e-07	3.160135293001076e-06	6.752925969522039e-07	9.310686436947435e-06	4.914791702503862e-07	1.8816897863871418e-05	0.002294578356668353
C1orf198	0.00034851982491090894	6.299706728896126e-05	0.0008106658351607621	0.0005906266742385924	0.0001325444900430739	5.5634471209486946e-05	8.56908955029212e-05	3.7238638469716534e-05	1.395956951455446e-05	2.3984384824871086e-05	0.00031223430414684117	8.187232197087724e-06	5.728467385779368e-06	9.526462235953659e-05	3.4408960345899686e-05	7.534435553679941e-06	5.871913890587166e-05	3.0284005333669484e-05	2.8813747121603228e-05	5.9138234064448625e-05	0.0009458913700655103	0.00014837246271781623
MFNG	1.5750562170069315e-06	0.00035846963874064386	2.653943340646947e-07	7.446433301083744e-07	1.896497110465134e-07	6.93986366968602e-05	0.00016461833729408681	0.00012309431622270495	0.0009417346445843577	0.00017729165847413242	4.18484523834195e-06	0.0004757661954499781	0.0002476497902534902	0.0001037697002175264	0.0003581637574825436	0.0002350992726860568	0.00024089084763545543	0.00045337685151025653	0.0003202406514901668	0.00024441408459097147	6.227259632396454e-07	2.0609237253665924e-05
RGL4	2.3451161723642144e-07	1.1723133042096379e-07	1.5338197556502564e-07	2.833402561464027e-07	4.590129520920527e-08	4.208416157780448e-06	0.00019664893625304103	5.823488027090207e-05	0.0008226282661780715	2.0138639911237988e-07	3.301660456145328e-07	5.747293107560836e-05	2.0598808987415396e-05	5.922877971897833e-05	0.000364738138159737	8.673884622112382e-06	1.2569138561957516e-05	0.0003551321860868484	0.0005267165252007544	6.468971696449444e-05	4.107779432160896e-07	3.1193824270303594e-06
ZNF552	3.9068418118404225e-05	1.723606874293182e-05	8.669470844324678e-05	2.632264295243658e-05	0.0015983886551111937	8.944463843363337e-06	2.2210731913219206e-05	5.457315637613647e-05	7.412624108837917e-05	1.902804615383502e-05	1.8902797819464467e-05	5.249804962659255e-05	6.450506771216169e-05	2.1635649318341166e-05	7.4891941039823e-05	3.1118917831918225e-05	3.7286696169758216e-05	9.981991024687886e-05	3.660506627056748e-05	0.0006855818792246282	5.434680497273803e-05	3.228192508686334e-05
