Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10
E2F8	4.706082847860671e-07	9.17540319278487e-08	3.546648713381728e-06	3.2788357202662155e-05	2.131146629835712e-06	4.966002597939223e-05	4.6328017333507887e-07	7.00912181628155e-08	7.077107147779316e-05	7.00474274140106e-08
SUSD2	5.7952242059400305e-05	9.037089512275998e-07	3.5196014778193785e-06	2.2356794033839833e-06	4.941203428643348e-07	8.779527433944168e-07	1.6955272030827473e-06	0.0002522447903174907	8.573631930630654e-05	0.00044468045234680176
PIM3	0.00015054356481414288	0.0002373449970036745	0.00018288280989509076	0.0006005868781358004	0.00030672451248392463	0.0006687704008072615	0.00042675482109189034	4.5474393118638545e-05	0.00016568573482800275	0.00011277828161837533
GMPPB	0.00039737101178616285	0.0001551839814055711	0.0020429580472409725	8.704351057531312e-05	0.0001686083123786375	0.0001604502904228866	0.00023976009106263518	0.0002172699460061267	0.0003801572311203927	0.00010093684977618977
RBPJ	0.00026947795413434505	0.0003676685446407646	0.00014625470794271678	0.00016827057697810233	0.00011486627045087516	0.0009776961524039507	0.00022568019630853087	0.0002382126695010811	0.0002023584529524669	0.00023051918833516538
CKAP2	9.709763980936259e-05	0.00011272234405623749	0.00014281996118370444	6.114709685789421e-05	0.0001937369379447773	0.000512746162712574	0.00018279076903127134	4.252248254488222e-05	0.00018227050895802677	7.52160995034501e-05
HRC	8.203618335755891e-07	6.21103595221939e-07	7.805094810464652e-07	3.6120499657954497e-07	3.1536811206933635e-07	1.1539411559624568e-07	6.798327234491808e-08	2.7666012556437636e-06	1.2261374649824575e-05	0.0006473499233834445
SUMO2	0.0005386639968492091	0.0005906201549805701	0.0004646098241209984	0.0005728571559302509	0.0007922474760562181	0.0014476528158411384	0.0009348526946268976	0.0005563261220231652	0.0014462645631283522	0.0010891014244407415
FPR3	1.6351646081602667e-07	0.001017275033518672	3.1293991469283355e-06	3.5640346141008195e-07	1.2634340009753942e-06	7.042153811198659e-07	5.340953634913603e-08	2.4519247290299973e-06	9.933876299328404e-08	3.636964720499236e-07
NELL2	0.0002562686859164387	8.011479053493531e-07	3.0406210953515256e-06	1.227250209012709e-06	1.1295471267658286e-05	0.0003381971037015319	0.000692681351210922	1.4466028233073303e-06	3.120220935670659e-05	4.989306489733281e-06
VPREB3	3.4607344900905446e-07	1.600061381168416e-07	1.513082406745525e-05	1.5116343377030717e-07	0.0019654768984764814	8.216713354158856e-08	2.593185683963384e-07	1.4089990827415022e-06	4.209524888665328e-07	8.795998951427464e-07
CPA3	5.717167005059309e-05	1.0721346370701212e-05	7.694953865211573e-07	3.339417276038148e-07	8.209798579628114e-06	2.4791538066892826e-07	5.170234089746373e-07	6.307214306389142e-08	6.484688697128149e-08	0.0019179037772119045
EPB41L1	4.374913623905741e-05	5.4799846111563966e-05	5.445726856123656e-05	5.692139166058041e-05	5.050179424870294e-06	2.370934680584469e-06	6.250278943298326e-07	0.0002689915127120912	0.0006791359628550708	0.000917040160857141
FLT3LG	9.751348261488602e-05	2.9850714781787246e-05	4.382434781291522e-05	3.828646003967151e-05	9.115240391111001e-05	0.0003337619127705693	0.0011004923144355416	7.484132220270112e-05	2.7873773433384486e-05	0.00011963913129875436
HCLS1	0.0005330972489900887	0.0007014723960310221	0.000258188956649974	0.00013545383990276605	0.0007239411352202296	0.0009638126939535141	0.0009426897740922868	5.778390004707035e-06	2.148847443095292e-06	1.246485498995753e-05
HEYL	9.188074727717321e-07	1.768068500496156e-06	6.69514201945276e-06	4.938063966619666e-07	3.713221872203576e-07	1.973966874402322e-07	1.3253496433662804e-07	0.0002835994237102568	6.093301294640696e-07	0.0011430401355028152
SPC25	4.7099516109483375e-07	1.8712549376687093e-07	9.657027248977101e-07	1.1864240150316618e-06	9.136798325926065e-06	3.647199991974048e-05	5.570423127210233e-07	1.1049748138702853e-07	9.963862976292148e-05	8.873233525719115e-08
ASPH	5.032963599660434e-05	0.00018645322415977716	7.622317207278684e-05	0.00025718726101331413	3.103105700574815e-05	1.5722795069450513e-05	2.1549067241721787e-05	0.00038443083758465946	0.0002584757748991251	0.00027466638130135834
BCL2A1	3.303421181044541e-05	0.0010158043587580323	8.552061444788706e-06	1.0664925866876729e-06	0.0003629070124588907	4.2871270125033334e-05	0.00018517093849368393	6.831671157669916e-07	1.3915041563450359e-06	3.088558742092573e-07
PRCP	8.194805559469387e-05	0.00025905200163833797	0.0002116910764016211	0.0018196817254647613	0.00013945346290711313	5.3809922974323854e-05	9.484748443355784e-05	0.00013599652447737753	4.2290575947845355e-05	0.00019028547103516757
WIPI1	0.0003794071089942008	0.0001795177668100223	0.0012417719699442387	0.00014829059364274144	5.1507911848602816e-05	0.00018257460033055395	0.00011203612666577101	0.00038613128708675504	0.00025471378467045724	0.00019171263556927443
MFGE8	5.6061755458358675e-05	4.034335688629653e-06	2.6988440367858857e-05	3.576277231331915e-05	5.781209438282531e-06	1.7127045794040896e-05	1.9687549865921028e-05	0.00054591876687482	9.134168067248538e-05	0.0007539015496149659
RGS17	0.0016923606162890792	2.6422390874358825e-05	4.9898794713953976e-06	7.5976822699885815e-06	4.409770099300658e-06	2.0303132259869017e-06	5.094368134450633e-06	0.000361715821782127	1.7471603541707736e-06	0.00029698043363168836
MTPN	0.0004741372831631452	0.0005445242277346551	0.0001233475049957633	0.0003687907010316849	0.0007736677071079612	0.0003607515536714345	0.0004180219548288733	0.000363376660970971	0.00033907743636518717	0.0003365781158208847
TUBB	0.00018876607646234334	0.0004201996198389679	0.00010553737956797704	0.000359111261786893	0.0004617476661223918	0.0005891138571314514	0.00038867737748660147	0.00043217165512032807	0.0007897581090219319	0.0006973784766159952
ITGAE	0.00039239588659256697	0.00012773837079294026	0.00018970496603287756	0.00010712299263104796	0.00021966558415442705	0.000985373044386506	0.00020152538490947336	0.00013352469250094146	0.00019643543055281043	0.00011489910684758797
RPL37	0.0006741555989719927	0.0006186802638694644	0.0007221797131933272	0.0006569969700649381	0.0022855375427752733	0.0008413788164034486	0.002723208162933588	0.0008063346613198519	0.001293824170716107	0.0011429687729105353
CDC14A	0.0007829700480215251	3.25123910442926e-05	1.006345610221615e-05	0.000157100148499012	0.0001216166274389252	0.00017076337826438248	0.00048497054376639426	4.128368163947016e-05	1.8833045032806695e-05	2.034273711615242e-05
OLFM1	2.031204530794639e-06	1.3807851246383507e-05	2.9507996259781066e-06	0.0006677218480035663	4.025564521725755e-06	1.0782322306113201e-06	8.892453706721426e-07	8.015684579731897e-05	7.246926543302834e-05	0.0001956372580025345
COL14A1	6.926763035153272e-06	1.1941723414565786e-06	7.424507657560753e-06	1.2408755765136448e-06	2.4796997877274407e-06	6.82237896398874e-07	1.5968588513715076e-06	0.0008023114060051739	1.3423750715446658e-06	0.0008094801451079547
TMEM255B	2.925057924585417e-05	0.0003802936989814043	1.442258962924825e-05	0.0012933859834447503	6.597969786525937e-06	7.253068474710744e-07	3.673676189919206e-07	6.540128379128873e-05	3.0505011636705603e-06	0.0001314518740400672
MYO9B	0.0009215565514750779	0.0006777035305276513	7.814190030330792e-05	0.0002495761727914214	0.00030148160294629633	0.0003555042203515768	0.0002840991073753685	0.0004012062563560903	9.227066038874909e-05	8.655747660668567e-05
CDH11	2.528185723349452e-05	1.0469483413544367e-06	6.420551926566986e-06	2.2982638256507926e-05	1.0716652241171687e-06	1.911465915327426e-06	1.2858592981501715e-06	0.001986436080187559	7.678366091568023e-05	0.0001705511676846072
SCARB1	4.0049562812782824e-05	0.00020900242088828236	6.186104292282835e-05	0.0007190385367721319	4.434207585291006e-05	7.013337835815037e-06	7.2285561145690735e-06	7.03248952049762e-05	0.00022319027630146593	3.2934400223894045e-05
GNAI1	5.127036274643615e-05	7.18609444447793e-05	2.062241492239991e-06	0.0007196877268142998	8.869695193425287e-06	9.746246405484271e-07	9.97684765025042e-06	0.00012701460218522698	1.1139843081764411e-05	0.0006202231161296368
LRMP	0.0001665585150476545	9.60380639298819e-05	0.0002002418477786705	0.00013205411960370839	0.0009576759766787291	0.00021820818074047565	0.00026011859881691635	6.360648967529414e-06	1.1098767060957471e-07	5.972854637548153e-07
EPHA4	0.0003701289533637464	5.629062229672854e-07	5.5457298913097475e-06	0.00045751172001473606	9.962105832528323e-05	9.599547411198728e-06	0.00029307976365089417	0.00011828586139017716	1.990718737943098e-05	3.5054101317655295e-05
RRM1	0.00010976099292747676	0.00012029048230033368	4.345766865299083e-05	0.00015198068285826594	0.0001432649587513879	0.0002783773234114051	0.00024085813493002206	8.900539251044393e-05	0.0003639194183051586	9.726251300889999e-05
MSN	0.0005951746134087443	0.0005803594831377268	0.00010142072278540581	0.0011134152300655842	0.0005019888048991561	0.0009278056677430868	0.0006678072386421263	0.00033378275111317635	4.342096144682728e-05	0.00025831753737293184
NDUFB3	0.00019904733926523477	0.00046406281762756407	0.0007200346444733441	0.00029578962130472064	0.0004090893780812621	0.00076397939119488	0.000443108263425529	0.00021340373496059328	0.0006858792621642351	0.0003700230154208839
EPHB4	8.973945114121307e-06	4.128934051550459e-06	3.205375378456665e-06	0.0011885807616636157	3.3324729429295985e-06	1.750592673488427e-06	1.303161411669862e-06	0.0001919600908877328	0.00039854421629570425	3.7138979678275064e-05
ADAMTS2	8.781239557720255e-07	2.722071258176584e-06	5.926692665525479e-06	3.428151273965341e-07	1.0631749773892807e-06	2.168084620279842e-06	7.230247547340696e-07	0.001547306776046753	2.965745352412341e-06	0.00014847105194348842
RP11-731F5.2	1.7810158681186294e-07	1.222501566644496e-07	5.487802354764426e-06	8.230760073502097e-08	0.0016379980370402336	6.654069295564113e-08	1.304543530977753e-07	7.084255315703558e-08	8.872354406719296e-09	9.90608128859094e-08
FERMT2	2.120650970027782e-05	8.8215838331962e-06	7.579205430374714e-06	0.0005182448076084256	2.3802836039976683e-06	3.642764568212442e-06	2.8227018447068986e-06	0.0008864443516358733	2.653393312357366e-05	0.0008183224708773196
PAX5	1.9047968180530006e-07	2.1843871422788652e-07	1.438837807654636e-05	9.519356325426998e-08	0.0016632319893687963	5.641071609829851e-08	1.6148183590303233e-07	7.516036504284784e-08	8.980670429536985e-09	9.974456105510399e-08
PTP4A3	2.4478071281919256e-05	4.253445240465226e-06	0.0005800846265628934	0.000601508654654026	7.249806367326528e-05	0.00013780029257759452	9.288432920584455e-05	2.9242255550343543e-05	0.00015425639867316931	0.0007564822444692254
TNS1	2.9786851882818155e-06	0.00020303127530496567	1.3887683053326327e-05	0.00037446265923790634	1.318836325481243e-06	1.6314173763021245e-06	1.249151750926103e-06	0.0006932258838787675	3.9503007428720593e-05	0.001041508512571454
ACKR1	3.142058858429664e-06	3.815321178990416e-07	1.4659299267805181e-06	0.00082236691378057	2.5254814772779355e-06	3.3978548685809074e-07	1.034360707308224e-06	3.418257392695523e-07	6.010225206409814e-08	2.1097362150612753e-06
NOVA1	2.8663116609095596e-05	3.064330371671531e-07	2.7831385978061007e-06	4.1151030018227175e-05	2.044417442448321e-06	7.858024986262535e-08	9.197819963446818e-07	0.0001901352225104347	0.0011747544631361961	0.0002986721519846469
ELAVL1	0.00021938032296020538	0.00022249555331654847	0.00036928182817064226	0.00018223890219815075	0.00037739728577435017	0.0006109895766712725	0.00041661167051643133	0.0002088437177008018	0.00020974189101252705	0.0002500777773093432
GIMAP2	0.00026277860160917044	0.0001539555232739076	2.2248837922234088e-05	0.00010818804730661213	0.00010722529259510338	0.00031921270419843495	0.0006729624001309276	7.254626325448044e-06	9.41159942158265e-06	3.8818412576802075e-05
GCSAML	1.6386618995056779e-07	1.1630781955318525e-05	3.981628822202765e-07	6.771072946776258e-08	8.927317480811325e-07	5.041738404543139e-08	3.312234042596174e-08	5.22382244128039e-08	6.112724548756887e-09	0.001344761229120195
SLC11A1	2.0135727027081884e-05	0.0012160197366029024	2.2987387637840584e-06	1.5541907316674042e-07	3.1848258004174568e-06	4.195782821625471e-06	8.013570550247096e-06	1.3793346624879632e-06	1.7713873603497632e-05	5.240037808107445e-06
GRIP2	5.335969035513699e-07	6.46178295937716e-06	2.474780785632902e-06	2.794141948925244e-07	9.974143040381023e-07	1.1027177038158698e-07	7.581854077898242e-08	0.0003566612140275538	8.473058983327064e-07	0.0004350497620180249
MERTK	2.4098226276692003e-06	0.0009627504041418433	0.00011399341019568965	0.00010999901132890955	1.163354909294867e-06	3.0849673748889472e-06	2.022990628347543e-07	3.031573760381434e-05	1.361742533845245e-06	9.413922089152038e-05
LAMA2	3.0576932203985052e-06	4.868775818067661e-07	4.306507889850764e-06	9.613518159312662e-07	1.3758068462266237e-06	7.164868293330073e-06	3.980246219725814e-06	0.0006529042148031294	7.895193334661599e-07	0.00045105296885594726
CXCL9	7.745368861833413e-07	0.00030408299062401056	9.135617801803164e-06	9.369962754135486e-06	2.4369333004869986e-06	3.0568253350793384e-06	1.3026615306444e-06	0.00010886674135690555	1.5903716530374368e-06	0.00012191345012979582
PPP1R1B	2.7818801754619926e-05	1.129083102568984e-06	3.3449277907493524e-06	1.072822897185688e-06	3.059172115627007e-07	4.221311940000305e-07	1.8366092717769789e-06	9.803694638321758e-07	0.00013771398516837507	4.308325969759608e-06
CEP68	0.00018223345978185534	6.265999400056899e-05	3.308642408228479e-05	0.0008293863502331078	0.00015829989570192993	5.377038905862719e-05	0.0002856705687008798	0.00015617546159774065	0.0001040252682287246	0.0001573183253640309
TPP1	0.0005617443239316344	0.0009723640396259725	9.523431799607351e-05	0.00029746603104285896	0.0003709002339746803	0.0003142312925774604	0.00028251970070414245	0.0004109591245651245	0.00011687097139656544	0.00019231265468988568
RPS20	0.00013864839274901897	0.00014087685849517584	0.00010550015576882288	0.00013859098544344306	0.00040113573777489364	0.0001413969148416072	0.0004141843819525093	0.00012532465916592628	0.0002541512076277286	0.00020105102157685906
FAU	0.001013410510495305	0.0008869882440194488	0.0012439147103577852	0.0006284536211751401	0.0028214396443217993	0.0012862288858741522	0.0028570073191076517	0.0004791362152900547	0.0009973625419661403	0.0013451875420287251
EPS8L2	0.00027866629534401	4.012899353256216e-06	0.0001305041805608198	1.2771754882123787e-05	8.776479080552235e-05	0.0003252619062550366	0.0002132698573404923	0.00017045732238329947	0.0006384315202012658	2.3205384422908537e-05
CERS6	0.00015183258801698685	0.00020080231479369104	2.2447069568443112e-05	8.789420826360583e-05	0.00011064309364883229	9.48426459217444e-05	4.0050024836091325e-05	0.0001743080938467756	0.0011909196618944407	7.620915857842192e-05
CR1	2.643057541718008e-07	0.0002967139007523656	7.521042562075309e-07	1.1453281700823936e-07	0.000857985345646739	1.4838985862297704e-07	1.0499660447749193e-06	3.8854005879329634e-07	2.7768949806272758e-08	1.7447071058995789e-06
RASGRP1	0.000309693074086681	5.271380359772593e-06	4.428191459737718e-05	4.3579566977314244e-07	6.077931902837008e-05	0.0006425422616302967	0.0004946647095493972	2.7398364181863144e-06	6.485075573436916e-05	9.64970922723296e-07
NAPSA	1.7997534769165213e-06	0.00010642531560733914	9.053368557943031e-06	3.2644941256876336e-06	0.001860286807641387	1.4418324099096935e-06	1.312185418100853e-06	6.262190254346933e-06	6.4388718783447985e-06	2.173693019358325e-06
RPLP2	0.0008114844094961882	0.0006500630988739431	0.0008145035244524479	0.0005923255812376738	0.002263227477669716	0.0007420980255119503	0.0027422497514635324	0.0007064767414703965	0.0008296659216284752	0.0007929637795314193
ANXA1	0.0006496538408100605	0.0006107656517997384	1.3194461644161493e-05	0.00021868782641831785	1.9353103198227473e-05	0.0001298390852753073	0.0007460646447725594	0.00037589497515000403	4.431995694176294e-05	0.0005298486212268472
MICAL3	0.0004234239167999476	7.896676834207028e-06	5.8007593906950206e-05	0.0003329302417114377	0.0005261555779725313	0.00013557249621953815	9.525695350021124e-05	0.00018887854821514338	4.637971142074093e-05	6.208562263054773e-05
PSMB9	0.0005780230858363211	0.00047044819802977145	0.0005104508018121123	0.00027410563779994845	0.0009900048607960343	0.001985918963328004	0.0009139305911958218	0.0001034186570905149	4.091946539119817e-05	0.00022247518063522875
ID3	3.988761454820633e-05	5.408817742136307e-05	3.755826401175e-05	0.002008682582527399	0.0003134915023110807	0.00020265355124138296	7.677098619751632e-05	0.0004466148966457695	1.826227889978327e-05	0.0006295847706496716
CXCL12	4.788120349985547e-06	2.294894147780724e-05	6.228783149708761e-06	0.00037619200884364545	2.098397544614272e-06	1.0279204616381321e-06	1.698847427178407e-06	0.0005511626950465143	6.09285450536845e-07	0.0009942001197487116
MYH9	0.0005450568860396743	0.00023602084547746927	5.1849649025825784e-05	0.000881810556165874	0.000277609855402261	0.0006744079873897135	0.0006049510557204485	0.0014788920525461435	0.00020047451835125685	0.0005606237100437284
NDUFB4	0.0002914876095019281	0.0004916159668937325	0.0011176337720826268	0.0004993521724827588	0.0004886728129349649	0.0007487926632165909	0.0006225935649126768	0.00041900621727108955	0.0012512365356087685	0.0007274323725141585
CALM2	0.00026910111773759127	0.0005933155189268291	0.00017167608893942088	0.00031803431920707226	0.0005497258971445262	0.000544685055501759	0.000550437718629837	0.0005580067518167198	0.0009286333224736154	0.0009301646496169269
KLRG1	0.0009461955050937831	7.380600891337963e-06	1.546930434415117e-05	1.500987582403468e-05	2.4984065021271817e-05	6.691510498058051e-05	0.000635201227851212	3.4005799989245133e-06	5.586584393313387e-06	5.696541393263033e-06
HSPB11	0.00035914109321311116	0.00020535511430352926	0.00036533153615891933	0.00012964883353561163	0.00033519533462822437	0.0007184598362073302	0.00044685849570669234	0.00010925091191893443	0.0004625107685569674	0.0001694972743280232
ARHGAP10	0.00034125425736419857	0.0003335740475449711	7.237971203721827e-06	4.6063418267294765e-05	6.6946672632184345e-06	0.00013077235780656338	9.021981531986967e-05	0.0002255196013720706	3.396305692149326e-05	0.0007290273206308484
NT5DC2	4.799031012225896e-05	0.00014054383791517466	0.0002881499531213194	7.80411355663091e-05	3.2052616916189436e-06	2.11675123864552e-05	2.0957768356311135e-06	0.0005165374604985118	0.0002357673947699368	0.00047416958841495216
GNG12	2.8302802093094215e-05	3.3253203582717106e-05	1.2401068488543388e-05	0.0002983127487823367	4.895559868600685e-06	2.897963895520661e-06	1.5157947927946225e-06	0.0007371520041488111	0.00032968816231004894	0.0005909852916374803
UXT	0.0003533019043970853	0.0003530113317538053	0.0005833245813846588	0.00026541523402556777	0.0009742269176058471	0.0005028366576880217	0.0011635083938017488	0.00022972181614022702	0.0005326092941686511	0.00045947806211188436
ACER3	0.0005397318745963275	0.0005050033796578646	6.879666034365073e-05	0.00022222472762223333	0.00014813100278843194	0.00013786535419058055	9.766211587702855e-05	0.00015470314247068018	9.105889330385253e-05	0.0002625377383083105
GRINA	0.00014529444160871208	0.0008397734491154552	0.00026683378382585943	0.00020551397756207734	0.00035678865970112383	0.0003672153106890619	0.0001710041397018358	0.0003023947065230459	0.0004180225951131433	0.0004087661800440401
MYO1F	0.0012553338892757893	0.0006221006624400616	2.4473863959428854e-05	6.312701316346647e-06	0.00014478657976724207	0.0005160528817214072	0.0005332442233338952	4.675583113566972e-06	4.078912297700299e-06	4.286353942006826e-06
KDM4B	0.0008199889562092721	0.00011624220496742055	0.00014280540926847607	0.00011596074182307348	0.0004095294571015984	0.00012846656318288296	0.00010363218461861834	0.0002169831859646365	0.001099133980460465	7.448326505254954e-05
HES4	3.936515349778347e-05	0.0001185582295875065	2.2924299628357403e-05	0.00016868501552380621	7.229444690892706e-06	2.5454701244598255e-05	4.0325403460883535e-06	0.0005923604476265609	0.00011630734661594033	0.0004708030028268695
ASF1B	2.7072652301285416e-05	3.5094479244435206e-05	1.2005703865725081e-05	4.549677669274388e-06	5.1853276090696454e-05	0.0002530248020775616	3.610617932281457e-05	3.207403835858713e-07	0.00014104120782576501	2.2789251374888408e-07
GULP1	6.8884569373039994e-06	7.43518796753051e-07	3.6730741612700513e-06	0.00023381174833048135	2.9137677302060183e-06	8.211730460061517e-07	5.065534764980839e-07	0.0006852353690192103	5.633213277178584e-06	0.0003231880837120116
AC104699.1	2.522746740396542e-07	1.114068936658441e-06	0.003549563465639949	2.2817570766164863e-07	0.0006965420907363296	5.548886505835071e-08	5.6299622741562416e-08	7.58620828378298e-08	1.2404671956289803e-08	3.760474101e-07
KLHL6	0.00037145841633901	0.00022900369367562234	0.0006605378584936261	0.0001664793526288122	0.0004950703587383032	0.0001998798834392801	0.0003334007633384317	7.506317274419416e-07	1.552938044824259e-07	1.4685479072795715e-06
RAI14	1.211818653246155e-05	4.679836274590343e-05	4.1548191802576184e-06	0.0007480342173948884	1.188875648949761e-05	2.331328232685337e-06	7.609979093103902e-06	0.001099511981010437	8.232777327066287e-05	0.00012122041516704485
CALB2	0.00025623900000937283	1.529871042293962e-05	4.096400061825989e-06	2.6933037133858306e-07	3.7330992199713364e-05	1.574644784341217e-06	2.3263770287940133e-07	3.82260259357281e-05	0.0001143640183727257	0.0006758068921044469
LSM2	0.0004484520177356899	0.0002778007183223963	0.00030724136740900576	0.0003778537211474031	0.0005236077704466879	0.0008524017757736146	0.0004638771351892501	0.00021337400539778173	0.0006945283967070282	0.0004816489527001977
ABCG2	1.5939882359816693e-05	3.127473610220477e-05	1.2546501238830388e-05	0.0017172482330352068	2.6942001341012656e-07	1.0020371519203763e-05	1.9061856164626079e-06	1.659961708355695e-05	1.0434783916934975e-06	2.7812244297820143e-05
MARCH1	4.338407109116815e-07	0.0009263899992220104	1.6720822486604447e-06	1.998743528019986e-06	0.0012608910910785198	5.049232640885748e-07	2.2385218301224086e-07	1.4383269899553852e-06	4.90909997097333e-07	8.870924261827895e-07
ARAP2	0.0005993952509015799	5.424371556728147e-05	6.870823654026026e-06	2.4919361749198288e-05	0.00023146538296714425	0.00040255748899653554	0.00048525503370910883	1.3790004231850617e-05	5.411124675447354e-06	1.5224023854898405e-06
PRKG1	1.875688940344844e-05	3.8417306313931476e-07	3.369280193510349e-06	8.788795184955234e-07	1.2209773103677435e-06	2.1726454235704296e-07	2.532705138946767e-07	0.0008216890273615718	3.58081997546833e-05	0.0005405864212661982
MTUS1	5.483841596287675e-05	5.8939654991263524e-05	4.765585617860779e-05	0.0009666304104030132	8.644862646178808e-06	3.6081881262362e-05	3.3763622923288494e-05	0.00033825080026872456	0.0005664113559760153	0.00036737279151566327
AEBP1	5.344973033061251e-06	1.622322542971233e-06	9.94134916254552e-06	8.45353406475624e-06	7.956880835990887e-06	1.4642990890934016e-06	1.551678678879398e-06	0.002076823264360428	9.199556529893016e-07	0.0001225569285452366
IGHV6-1	1.0246385784284939e-07	5.57833637060412e-08	0.0017498113447800279	5.082248222265662e-08	4.5286110434972215e-06	3.644251123091635e-08	1.93322300390264e-08	3.9390855022247706e-08	5.167108962922384e-09	6.731073654009379e-08
SH3BGRL2	1.1474390703369863e-05	1.5538685147475917e-06	3.370046215422917e-06	0.0006469335639849305	2.1500331968127284e-06	4.401949991006404e-05	1.3372988178161904e-05	0.00012678236817009747	1.755422454152722e-05	2.5736821044120006e-05
FABP7	1.7260168760913075e-06	6.858482493043994e-07	2.5493710609225673e-07	7.070587315638477e-08	6.210683523022453e-07	1.6915215894641733e-07	2.601426331239054e-06	1.2142561445216415e-06	6.110571121098474e-05	4.027362138003809e-06
IGLV1-40	4.1918156057363376e-07	3.0281394174380694e-06	0.0011781270150095224	5.870881523151184e-07	1.1588675079110544e-05	1.34527692807751e-06	2.823034890298004e-07	1.7787837691685127e-07	2.8183936962022926e-08	6.953055162739474e-07
MBD4	0.00046272051986306906	0.00026418903144076467	0.00023692713875789195	0.00021489443315658718	0.0007164411363191903	0.0002840396191459149	0.00032094656489789486	0.00023054488701745868	0.00031179198413155973	0.0001661536080064252
TBCC	0.0005498732789419591	5.6381362810498103e-05	0.00016244413563981652	8.32625082693994e-05	0.0002810476580634713	0.00038948023575358093	0.000628087786026299	8.275527943624184e-05	0.00012497746502049267	0.00014415262558031827
SLC39A4	0.00010700113489292562	0.00014708544767927378	0.00028430382371880114	7.606856524944305e-05	0.00013043948274571449	0.0001266221806872636	0.0001292309316340834	0.0001111647579818964	0.0007179927779361606	0.00011047444422729313
RHOJ	4.971861017111223e-06	3.516968831718259e-07	2.822038368321955e-06	0.0010555860353633761	5.990434601699235e-07	5.272476073514554e-07	1.4915454471520206e-07	0.00011164323223056272	6.40863959233684e-07	0.0003936082648579031
EMP2	2.55591185123194e-05	6.171673157950863e-05	1.2376629456412047e-05	0.00074725755257532	3.8511316233780235e-06	2.4192413548007607e-06	5.927359325141879e-06	0.0005336336325854063	0.0005477496888488531	0.0005652512772940099
VAMP5	9.825293818721548e-05	0.0006544013740494847	0.00027306482661515474	0.0010700940620154142	0.0001954706822289154	0.0006759301177226007	0.00033282878575846553	0.0003754118224605918	5.976072770863539e-06	0.0005611424567177892
NDUFA4L2	4.561198068131489e-07	1.098285451917036e-06	1.3027612112637144e-05	4.120450739719672e-06	3.3105668535426958e-06	1.4420905927181593e-06	8.980965162663779e-07	3.734256461029872e-05	2.92107361019589e-05	0.0015283613465726376
FBLIM1	1.862353747128509e-05	4.755917416332522e-06	1.798092489480041e-05	0.0002996046969201416	8.99073165783193e-06	1.395517301716609e-06	1.4561640000465559e-06	0.0005436145584098995	0.00024934893008321524	0.0008045935537666082
RAB27A	0.000383321923436597	7.642785931238905e-05	0.00010020337504101917	8.40003413031809e-05	0.0001111916863010265	0.0011179259745404124	0.0003544793580658734	8.476061339024454e-05	7.14313646312803e-05	6.588565884158015e-05
KREMEN1	8.421936399827246e-06	0.00011452216131146997	2.8795004709536443e-06	2.7828014026454184e-06	4.021204347282037e-07	1.1373998631825089e-06	8.242030276051082e-07	0.0005885734572075307	3.5462020605336875e-05	0.000471405015559867
GPSM3	0.00035599444527179003	0.0005596451228484511	0.0002540041459724307	4.495550456340425e-05	0.0011825881665572524	0.0009425836615264416	0.0014355790335685015	1.3326301996130496e-05	2.8252930860617198e-05	4.306064511183649e-05
KIAA1033	0.0005138462875038385	0.0004126282874494791	0.0001245082967216149	0.00020708864030893892	0.0006979863392189145	0.00015879936108831316	0.0002375865151407197	0.00036771391751244664	0.00014970522897783667	0.00021133902191650122
PODNL1	6.438566515498678e-07	1.4784855011384934e-06	2.5168519641738385e-06	1.7011402633215766e-06	4.6249408569565276e-07	8.727506042305322e-07	4.2148809598074877e-07	0.0011672148248180747	6.400722213584231e-06	8.380664803553373e-05
MRVI1	3.0354619866557186e-06	5.176910781301558e-05	2.5761216875253012e-06	2.6504264951654477e-06	1.4725127357451129e-06	5.242454221843218e-07	3.2088999546431296e-07	0.0006926485220901668	2.8051917979610153e-06	0.0007253328221850097
PLPP2	8.984157466329634e-05	6.735803594892786e-07	3.531535912770778e-05	0.0001780795573722571	7.9138471846818e-06	7.657984497200232e-06	7.900518539827317e-06	7.841929800633807e-06	0.0011050949105992913	6.3013731050887145e-06
TMX1	0.00027055563987232745	0.0003011500521097332	0.00020185111497994512	0.00023348777904175222	0.000320974737405777	0.000589871546253562	0.00034094913280569017	0.00014812419249210507	0.0002665517677087337	0.000253409642027691
MYADM	0.0003861991863232106	0.00029345322400331497	0.00021791437757201493	0.0001736884005367756	0.00020658572611864656	9.109787788474932e-05	0.0003450959629844874	0.00073078996501863	0.0001854686561273411	0.000598779006395489
APP	4.57993992313277e-05	9.420585411135107e-05	3.4045013308059424e-05	0.0013774991966784	0.00013675761874765158	7.777223800076172e-06	5.487569796969183e-05	0.0007952477899380028	0.00022626371355727315	0.0003706847783178091
IGLV1-51	1.4535518175762263e-06	3.42486202953296e-07	0.0015200820052996278	2.527218612158322e-07	8.74502984515857e-06	1.9728838651644764e-06	8.88007832600124e-07	1.760777905701616e-07	2.0756581875502889e-07	3.4034113127745513e-07
