Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26
SEC61B	0.0009414256201125681	0.0006846963078714907	0.0016139501240104437	0.00048183841863647103	0.001012869761325419	0.003458325518295169	0.0004872337158303708	0.0006515146815218031	0.00024328898871317506	0.0009988941019400954	0.001164030283689499	0.00047600932884961367	0.0004911698051728308	0.0009823903674259782	0.0012466658372431993	0.0011774608865380287	0.0005975752137601376	0.0010653049685060978	0.0009037271956913173	0.0003968283417634666	0.0009247725247405469	0.0006738481461070478	0.00250362791121006	0.0006766201695427299	5.2382169087650254e-05	0.0006492567481473088
H2AFV	0.00040284215356223285	0.002814726671203971	0.0003972043632529676	0.000729404273442924	0.0004246625176165253	0.0005441706744022667	0.00019190878083463758	0.0004024757363367826	0.0003424480673857033	0.0007616407820023596	0.00046731915790587664	0.0001866514649009332	0.00023608557239640504	0.0006342711858451366	0.00045074158697389066	0.0007302538142539561	0.00037624011747539043	0.0006450915825553238	0.0002714928414206952	0.0002651811228133738	0.0003284956037532538	0.00046025088522583246	0.0005891617620363832	0.0005862744874320924	0.00012994500866625458	0.0006708340952172875
TOR3A	0.0001963474933290854	0.00038702753954567015	0.00022286154853645712	0.0002412406902294606	0.0003138433094136417	0.0017963132122531533	8.989630441647023e-05	0.00027619884349405766	0.00040543987415730953	0.00042830657912418246	0.0002757323090918362	0.00011648613144643605	0.00015258371422532946	0.00024350914463866502	0.00012019011774100363	0.0005266295047476888	8.546080061933026e-05	0.0014865223783999681	0.00010586350981611758	9.481534652877599e-05	0.0003328596940264106	0.00032942680991254747	0.0008381896768696606	0.0003833907830994576	0.00010877293243538588	0.00038218277040869
HVCN1	0.00010156977805308998	1.8961087334901094e-05	3.251097950851545e-05	2.517974098736886e-05	7.040549462544732e-06	7.771680429868866e-06	0.00014612977975048125	0.00021896048565395176	0.002297826809808612	2.7876225431100465e-05	2.5475699658272788e-05	7.607488078065217e-05	9.387502359459177e-05	0.0002265402436023578	1.0640143045748118e-05	6.373552605509758e-05	6.346198915707646e-06	1.704670285107568e-05	2.8938346076756716e-05	4.200951661914587e-05	6.218064072527341e-07	1.2470709407352842e-05	0.001374229439534247	4.7232621000148356e-05	4.7659733581895125e-07	7.092444866430014e-05
IFT57	0.0002909556496888399	0.00012803338177036494	0.0005101002752780914	0.0002261279441881925	0.0006354626384563744	0.00022220438404474407	0.00038069282891228795	4.270842327969149e-05	0.0009669843129813671	0.00021612810087390244	0.0002749115810729563	0.00018172251293435693	0.00041236693505197763	0.00016320747090503573	0.00011649117368506268	0.0002275877195643261	7.674590597162023e-05	0.00020074316125828773	0.00019803708710242063	0.00012441429134923965	0.00016971270088106394	0.0002957578981295228	0.00020457409846130759	5.428778604255058e-05	0.00011281445040367544	0.00010072459554066882
CHD7	5.4502619605045766e-05	4.066568726557307e-05	6.219327769940719e-05	0.00040104755316860974	0.00035966874565929174	0.00018133730918634683	4.2832278268178925e-05	9.428861812921241e-05	0.0007375046261586249	3.547087908373214e-05	8.650981908431277e-05	0.00046364328591153026	5.7212387218896765e-06	0.00013110582949593663	0.00015667648403905332	5.5098462325986475e-05	0.0005071921041235328	9.53398848650977e-05	4.154398266109638e-05	0.00014590020873583853	0.00020409972057677805	9.705138654680923e-05	0.00017892202595248818	0.0002909087052103132	0.0005397371714934707	5.863733167643659e-05
GPC1	0.0002632416726555675	4.2846400901908055e-05	1.9784019968938082e-05	3.728980800588033e-06	0.0007475642487406731	1.9095748939434998e-05	0.00012380938278511167	1.8766148741633515e-06	8.525070143150515e-07	3.232645212847274e-06	5.527985194930807e-06	5.802039027003048e-07	0.00018026256293524057	8.098054422589485e-07	1.5447647456312552e-05	5.731414148613112e-06	1.8954337974719238e-06	1.7149282939499244e-05	0.0009076843853108585	2.533854785724543e-05	0.00031502352794632316	4.905352398054674e-06	5.906470619265747e-07	0.00024266389664262533	0.0006643522647209466	2.5281519810960162e-06
DNAJC3	0.00031838653376325965	0.0001233977236552164	0.00021815916988998652	0.0003326664736960083	0.00024096679408103228	0.0014887470752000809	0.00034235065686516464	0.0004117237403988838	0.00010596997162792832	0.00030698845512233675	0.0001643944124225527	0.00042639204184524715	0.0004832363629247993	0.00040949054528027773	0.0002484516298864037	0.0005338826449587941	0.00036079136771149933	0.0002766699471976608	0.0003832195361610502	0.00020305230282247066	0.0003667038690764457	0.00036456831730902195	0.00046367361210286617	0.0002542177971918136	0.0007091512670740485	0.0003458870342001319
SLAMF7	0.00012886653712484986	5.408325705502648e-06	5.777981186838588e-07	2.105864041368477e-05	8.258327284238476e-07	0.0023534137289971113	8.155180921676219e-07	0.00026155891828238964	1.3697583199245855e-05	1.532955593575025e-06	2.227948016297887e-06	1.8693367564992514e-07	5.587282885244349e-07	0.0009119051392190158	5.0181821279693395e-05	0.0015137388836592436	3.911554244950821e-07	9.148263779934496e-05	2.425372258585412e-07	1.7261438188143075e-05	5.4947435046415194e-08	0.0003230506554245949	0.0008177178679034114	2.4161254259524867e-05	2.4005591967579676e-06	0.0005007339641451836
ZFAS1	0.0003353282227180898	0.0002657510922290385	0.0011723523493856192	0.0008849564474076033	0.0012461455771699548	5.5118365708040074e-05	0.00024039510753937066	0.0002697417512536049	0.001212508068419993	0.00038839865010231733	0.0025231901090592146	0.00016124825924634933	0.0007534563192166388	0.0004950887523591518	0.00015661829093005508	0.00033414748031646013	0.00045816597412340343	0.0003320452233310789	0.0003096969739999622	0.00024136969295796007	0.0010222119744867086	0.00043719931272789836	0.0007212517084553838	0.0004612350894603878	6.118550663813949e-05	0.0005102435825392604
CDH13	3.175577876390889e-05	3.6716349427479145e-07	3.267815918661654e-05	3.5078194571269705e-08	7.336780527111841e-06	2.026201855187537e-06	0.0003383195144124329	7.434865892719245e-06	1.79030934077673e-07	5.279057972984447e-07	2.007803061587765e-07	0.0018668791744858027	2.1160747564863414e-05	6.112626920184994e-07	5.282723577693105e-05	2.6002948061432107e-07	1.6720741768949665e-07	2.2637512302026153e-05	0.00013462267816066742	1.1177278793184087e-05	4.828602868656162e-07	3.5084431715404207e-07	1.402409111506131e-06	8.448996595689096e-06	8.252750944848231e-07	5.948260906052383e-08
CENPH	3.5467597626848146e-05	0.0012987488880753517	0.00022180777159519494	0.00012174875155324116	0.00010512561129871756	2.618842336232774e-05	4.208173413644545e-05	2.694695649552159e-05	0.00019134687318000942	0.00012210200657136738	0.0001715724793029949	8.614640137238894e-06	6.126311200205237e-05	9.465113544138148e-05	8.143736340571195e-05	0.00017073801427613944	6.142951315268874e-05	3.985995499533601e-05	1.7061689504771493e-05	2.0283638150431216e-05	0.00011067830200772732	3.1872947147348896e-05	7.508786075050011e-05	1.3655707334692124e-05	2.254277205793187e-06	7.928566628834233e-05
LMO7	3.6734098102897406e-05	0.0002203233598265797	1.18427878987859e-05	0.00015211227582767606	2.0335464796517044e-05	1.3497019608621486e-05	3.84916493203491e-05	2.481407136656344e-05	6.487758219009265e-05	1.4456665667239577e-05	3.618533082772046e-05	6.238668447622331e-06	0.00010173059126827866	3.5759298043558374e-05	3.1670664611738175e-05	4.831039041164331e-05	5.028040686738677e-05	3.0093850000412203e-05	0.0010725156171247363	3.415142055018805e-05	4.8392055759904906e-05	0.00034411047818139195	5.926368248765357e-05	0.00019184239499736577	0.00010088333510793746	3.642103183665313e-05
TCEAL3	0.00013654369104187936	8.80080770002678e-05	0.000497414031997323	0.00013323068560566753	0.00036202819319441915	0.00020433506870176643	0.00033446200541220605	0.00028143415693193674	0.00012212801084388047	4.735162656288594e-05	0.00025436896248720586	0.000147791433846578	0.000528261240106076	0.000231525584240444	0.00010504123929422349	0.00013290699280332774	0.00045471490011550486	6.390272756107152e-05	0.0003397595719434321	6.74414259265177e-05	0.0008932267664931715	0.00010449349065311253	4.175848880549893e-05	0.00010635639046085998	3.445264883339405e-05	9.013419185066596e-05
SEMA4D	6.493977707577869e-05	7.36477377358824e-05	5.734821570513304e-06	0.0009534293785691261	4.889327556156786e-06	0.0002875304489862174	8.445054504591099e-07	0.00017329810361843556	0.0003227482084184885	0.0006478758295997977	0.00015141787298489362	6.49356252324651e-06	3.674268737086095e-05	0.000867280235979706	8.277139568235725e-05	0.00043169528362341225	0.00045824627159163356	0.0001634413783904165	3.6682911286334274e-06	0.0002877161605283618	2.1667137843905948e-05	0.0009096084977500141	0.00020643147581722587	0.0008884852868504822	0.0005626083584502339	0.0011100933188572526
FUS	0.00042273043072782457	0.00043134030420333147	0.00021587093942798674	0.0013264653971418738	0.000351734139258042	0.00013806138304062188	0.0003941922332160175	0.0003023037570528686	0.0009379319963045418	0.0005955761880613863	0.000453197251772508	0.0004237468237988651	0.0007347307400777936	0.0009265471016988158	0.00043350685155019164	0.0009282751125283539	0.00034784720628522336	0.0005014827474951744	0.0004802063631359488	0.0009197090985253453	0.0005372481537051499	0.0010179037926718593	0.0005826522246934474	0.0006213961751200259	0.005946689750999212	0.0007382887997664511
AHR	7.27845763321966e-05	2.1928790374659002e-05	0.000310274277580902	0.00016252623754553497	4.5740445784758776e-05	8.063896530074999e-06	0.00036461552372202277	0.0005335257737897336	8.539600821677595e-05	0.0004347471985965967	6.640704668825492e-05	0.0005130614736117423	0.00022094718588050455	0.0001287073828279972	0.00017997820395976305	0.00015234747843351215	0.0010522977681830525	4.985391569789499e-05	0.00028507757815532386	0.00015850315685383976	3.461666346993297e-05	0.0001819614553824067	0.00013561312516685575	7.250720955198631e-05	0.00013057331671006978	0.00015496039122808725
IQGAP2	0.00016136934573296458	3.5642686270875856e-05	1.0597106665954925e-05	0.000694619957357645	2.7296437110635452e-05	0.0001309344224864617	5.119078196003102e-06	0.00028814052348025143	3.357690729899332e-05	0.000170093888300471	0.0001624876313144341	5.84599983994849e-05	0.00012692580639850348	0.0004812719998881221	0.00015324096602853388	0.00051224505295977	0.0002904822176788002	0.00022462982451543212	3.5757984733209014e-05	0.0002182692987844348	0.00026071842876262963	0.0007687400793656707	0.0002922038547694683	0.0010000268230214715	0.00021520763402804732	0.0006760349497199059
SEPT11	0.00040582095971331	0.0001893951412057504	0.000436325091868639	6.403996667359024e-05	0.00014750547416042536	5.311026325216517e-05	0.0005557256517931819	0.00011402556265238672	2.17240558413323e-05	0.00014873052714392543	8.655474812258035e-05	0.000138766088639386	0.00036144990008324385	0.00023044442059472203	0.00027392891934141517	0.00010957126505672932	0.00026212172815576196	9.531270188745111e-05	0.0016317308181896806	0.00016088603297248483	5.403688919614069e-05	0.0003757466620299965	0.00022167578572407365	0.00019037758465856314	0.00018344931595493108	0.00010362189641455188
NBL1	3.2412535801995546e-05	2.6699908630689606e-05	0.0001495207689004019	1.2584606338350568e-05	5.764390152762644e-05	1.0693934200389776e-06	9.631662396714091e-05	5.14589146405342e-06	3.1663732897868613e-06	0.00014512082270812243	1.2581477676576469e-05	2.7271524231764488e-05	0.0002301809872733429	6.085665154387243e-05	5.242917177383788e-05	2.0166429749224335e-05	1.8587514887258294e-06	2.1532061509788036e-05	0.0015305746346712112	6.82081954437308e-05	3.08270136883948e-05	1.973122198251076e-05	2.047735506494064e-06	0.00023699697339907289	2.6350207917857915e-06	7.635357178514823e-05
P2RY14	0.00020660797599703074	7.889061066634895e-07	2.667594344529789e-06	1.9192837498849258e-05	8.734917173569556e-06	7.984083936207753e-07	0.000831489625852555	3.1740753911435604e-05	1.127724135585595e-05	1.8797164784700726e-06	3.680177542264573e-05	3.4915416335934424e-07	3.855622708215378e-06	1.8189190086559393e-05	4.011297733086394e-06	1.26081176858861e-05	0.0006996785523369908	0.0004479754134081304	8.694330063008238e-06	9.756849976838566e-06	8.857705680043182e-09	4.5540768951468635e-06	0.0028175502084195614	7.462095709342975e-06	3.5914644058721024e-07	1.8783297264235443e-06
ESRP1	1.454548691981472e-05	0.00011628161882981658	1.3415589137366624e-06	1.8500510634567036e-07	0.0003354171058163047	1.967998514373903e-06	1.4447891771851573e-07	2.206780436608824e-06	2.144693382888363e-07	2.4907224087655777e-06	6.103231697807132e-08	4.2357027041362016e-07	3.5140201362082735e-06	5.698275344911963e-06	4.1220550883735996e-06	1.487340227868117e-06	2.859789560716308e-07	7.394867225229973e-06	3.0380908810911933e-06	2.681276782823261e-06	0.000697980634868145	2.539438128223992e-06	6.858572874079982e-07	3.1697579743195092e-06	4.3301479308865964e-05	1.96093810700404e-06
PSD3	2.0208983187330887e-05	1.4875121451041196e-05	7.00238706485834e-06	1.3419110473478213e-05	7.968435966176912e-05	2.2477200900539174e-07	3.8405225495807827e-05	8.892057667253539e-05	2.821566340571735e-05	1.7427666534786113e-05	1.267923835257534e-05	1.6174275515368208e-05	0.0003087666700594127	2.8461531087486946e-07	3.0842149953969056e-06	2.2448111849371344e-06	6.225311039997905e-07	6.96761662766221e-06	0.00018484967586118728	3.6944115890946705e-06	0.001664409996010363	5.911272182856919e-06	4.729457214125432e-05	1.2854387023253366e-05	0.0011078068055212498	4.758979684993392e-06
LINC-PINT	8.927359886001796e-05	1.8848269974114373e-05	9.796738595468923e-05	0.0007016776944510639	3.599452611524612e-05	0.00025416960124857724	7.032600842649117e-05	5.350218998501077e-05	0.0004077723133377731	0.00032876452314667404	0.0001570574240759015	8.428507862845436e-05	0.00019028437964152545	0.0004086200788151473	0.00012201586650917307	0.00037103256909176707	8.703233470441774e-05	0.0002228617377113551	6.338785169646144e-05	0.0002978138218168169	4.197512680548243e-05	0.000558122934307903	0.00035970163298770785	0.000623960979282856	0.0008573710802011192	0.0005014224443584681
MATN2	2.6386214813101105e-05	2.061349277937552e-06	0.001381680485792458	1.8075111256621312e-06	3.637737609096803e-05	5.697411324945278e-07	3.655115142464638e-05	6.063886530682794e-07	1.906120985495363e-07	2.1929186004854273e-06	1.47484411172627e-06	0.0005251318798400462	0.0011085342848673463	3.002885250680265e-06	2.8850228773080744e-05	2.5537581223034067e-06	6.530376026603335e-07	1.6103638699860312e-05	1.8420181731926277e-05	1.7716865841066465e-05	4.11621749663027e-06	6.7338555709284265e-06	5.44851843642391e-07	7.29167277313536e-06	2.566273678894504e-06	5.851420041835809e-07
NRN1	6.124297942733392e-05	1.0752165735539165e-06	0.0032808848191052675	6.933993290658691e-07	6.222215688467259e-06	2.652596549523878e-06	0.00011116659879917279	1.160597093985416e-05	1.0849557838810142e-06	2.9447102178892237e-07	2.0399188542796765e-06	0.00042134575778618455	6.338409730233252e-05	2.531451855247724e-06	8.435500785708427e-05	1.5621459397152648e-06	4.2539178934930533e-07	3.949236634070985e-05	0.0003710475575644523	0.00010866187221836299	5.416562203208741e-07	3.487919002509443e-06	1.0656902986738714e-06	1.327411246165866e-05	2.4607015802757815e-06	8.792891321718344e-07
PIK3R3	4.4986241846345365e-05	0.00010145805572392419	0.00011339474440319464	1.5525365597568452e-05	5.632798274746165e-05	7.30794490664266e-05	5.467921801027842e-05	2.805201438604854e-05	4.729571173811564e-06	0.00011703303607646376	1.5686024198657833e-05	0.0007690911879763007	4.744118996313773e-05	0.00011176015686942264	0.00014623971947003156	3.9590755477547646e-05	0.00014371497672982514	6.012394806020893e-05	1.907578371174168e-05	3.4472708648536354e-05	0.000740878633223474	7.168781303334981e-05	6.498295988421887e-06	1.482822608522838e-05	0.0019115726463496685	5.1313334552105516e-05
MMP11	5.9823916672030464e-05	1.070343955689168e-06	8.754062037041876e-06	7.796001568749489e-07	2.7612666144705145e-06	1.29768420720211e-06	3.527677336023771e-06	3.8395887713704724e-07	2.9168581932026427e-06	1.244345867235097e-06	1.0946898783004144e-06	3.75892625470442e-07	1.0773088661153452e-06	8.855218425196654e-07	1.0376062164141331e-05	2.950495172626688e-06	1.3423895097730565e-06	1.3481287169270217e-05	0.0014055093051865697	2.2200034436536953e-05	9.255386856921177e-08	6.565267085534288e-06	9.869168025034014e-06	1.6615182175883092e-05	7.165595548030979e-07	9.043501449923497e-07
GUCY1A2	0.00025338222621940076	3.3178031344505143e-07	8.353595148946624e-06	5.6997848218998115e-08	1.3910796042182483e-05	4.359864362868393e-07	0.002443455858156085	3.6522143886941194e-07	3.512074044920155e-07	2.236013330048081e-07	3.5272145737508254e-07	4.79648463169724e-07	3.348382506374037e-06	1.4109389212535461e-07	6.485743142548017e-06	2.055683552271148e-07	5.991778948555293e-07	2.7631271223071963e-05	0.00011323628859827295	1.0705407476052642e-05	1.9881408661603928e-06	4.0931388411991065e-07	1.0268224741594167e-06	1.558291660330724e-05	8.589644494350068e-06	1.0550763818173436e-07
EDNRA	0.00023479698575101793	8.982431722870388e-07	1.084499126591254e-05	3.1335173389379634e-07	5.356521432986483e-05	2.4124203719111392e-06	0.0024048874620348215	1.209459270512525e-07	1.6258454138551315e-07	5.25443113019719e-07	1.5913041124804295e-06	1.215949509969505e-07	0.0002356561744818464	3.868993587730074e-07	3.196868783561513e-05	4.1516236137795204e-07	7.428889716720732e-07	1.7208278222824447e-05	0.000722152239177376	6.214267341420054e-05	1.4890107422615984e-06	1.2406159157762886e-06	5.974708301437204e-07	4.717437332146801e-05	1.9784238247666508e-05	1.2661571702210495e-07
OSMR	8.352273289347067e-05	1.342312543783919e-06	0.00030382844852283597	1.6260392499134468e-07	0.0003368584730196744	2.5659128368715756e-06	0.000540656503289938	2.0508050511125475e-06	6.979263957873627e-07	4.901893930764345e-07	4.4292784195931745e-07	0.0003301086544524878	0.0005550167406909168	5.829008955515746e-07	4.7658115363446996e-05	5.310187134455191e-07	1.196754396914912e-06	2.8402533644111827e-05	0.0006177501636557281	7.233967335196212e-05	2.9347682357183658e-05	1.0658259270712733e-06	3.267936563133844e-06	3.263174949097447e-05	0.0009691858431324363	6.058159556232567e-07
GRID1	6.721035606460646e-05	1.7894731740852876e-07	2.8583290259120986e-05	2.3028380269352056e-07	3.4826585761038586e-05	3.921904010439903e-07	0.0010096082696691155	5.1909278653283764e-08	1.1382046949393043e-07	1.0926701321523069e-07	2.2716982073234249e-07	8.25470749532542e-07	0.0004149028391111642	2.1207347344898153e-06	5.190055162529461e-06	6.119292379480612e-07	8.309645522786013e-07	1.528857319499366e-05	0.0001909847342176363	6.884818958496908e-06	1.2395102721995954e-08	1.5158757378230803e-06	3.948604785364296e-07	1.11091603685054e-05	4.411007921589771e-06	7.152511471986145e-08
HIST1H2AM	8.992002221930306e-06	0.0005717086023651063	6.002018835715717e-06	6.612653669435531e-05	6.549589670612477e-07	1.7389074855600484e-05	1.1423757939610368e-07	7.923968041723128e-06	5.4012205509934574e-05	3.5040793591178954e-05	1.2443153536878526e-05	1.4346951502375305e-06	9.553134532325203e-07	6.969265541556524e-06	9.632985893404111e-06	1.4178614037518855e-05	1.0070447586940645e-07	5.581514415098354e-06	2.0158498870159747e-08	2.8808942715841113e-06	0.00019711237109731883	7.347353675868362e-05	1.5136029105633497e-06	2.9116640689608175e-06	1.1308679148669398e-07	9.032528032548726e-05
RRBP1	0.000496102380566299	8.425972919212654e-05	0.00022234457719605416	7.833610288798809e-05	0.0007922532386146486	0.0014151933137327433	0.00018717300554271787	0.00028470015968196094	1.2514708032540511e-05	9.434614912606776e-05	3.029527397302445e-05	0.00031654146732762456	0.0003052050597034395	0.00019333937962073833	0.0003496455028653145	0.00010725046740844846	0.00013391552784014493	0.0001965614501386881	0.0012615569867193699	0.0001999983942368999	0.00023657515703234822	9.593943104846403e-05	0.00031565219978801906	0.0001912392908707261	0.0009936613496392965	4.053707743878476e-05
NRP2	4.2124454921577126e-05	1.003482611849904e-05	0.0005872371839359403	8.648681273371039e-07	0.00031556663452647626	1.6696114926162409e-06	2.5905430902639637e-06	0.00036980205914005637	7.996431122592185e-06	6.525905519083608e-06	2.528910499677295e-06	0.0008898546802811325	4.6917793952161446e-05	2.177305077566416e-06	8.622578752692789e-05	2.423033492959803e-06	3.741632463061251e-05	1.8682501831790432e-05	0.0010471866698935628	3.9237864257302135e-05	4.470951353141572e-06	1.987043788176379e-06	4.7076133341761306e-05	0.00025075842859223485	5.758923725807108e-05	1.5590253497066442e-06
MZT1	0.00010800120799103752	0.0012621285859495401	0.00023815932217985392	0.0003244006948079914	0.00022032599372323602	0.00021320594532880932	0.00010407891386421397	0.00013229898468125612	0.00039714478771202266	0.0003852762165479362	0.0006215727189555764	0.00012895157851744443	0.00019031752890441567	0.00044958762009628117	0.00023703230544924736	0.00041732806130312383	0.0002552395744714886	0.0002407448919257149	0.00011908644228242338	0.00019337965932209045	0.0004855995357502252	0.00023943046107888222	0.00026756947045214474	0.00016081547073554248	9.774172940524295e-05	0.0003734643687494099
TIMP1	0.00015201432688627392	5.551351478061406e-06	0.000547340139746666	2.6486313799978234e-05	0.00027226758538745344	1.996175524254795e-05	0.0006012986414134502	0.0006963870255276561	4.916329544357723e-06	1.4583504707843531e-05	7.182180706877261e-05	4.366136636235751e-05	0.0005282482015900314	1.7688676962279715e-05	0.00021834361541550606	1.786317261576187e-05	0.00012632462312467396	5.4188931244425476e-05	0.0003658550849650055	7.602194818900898e-05	3.009402826137375e-05	5.259609315544367e-05	4.636301127902698e-06	3.137896055704914e-05	4.5564222091343254e-05	6.278597084019566e-06
DMXL2	6.069395749364048e-05	2.3705093553871848e-05	2.6810586859937757e-05	1.3581895473180339e-05	3.476438723737374e-05	9.618900094210403e-07	8.424201951129362e-05	0.0008492181659676135	2.760412826319225e-06	9.127065823122393e-06	9.913901521940716e-06	7.093197928043082e-05	0.00017083899001590908	1.4680050298920833e-05	1.6650683392072096e-05	7.703080882492941e-06	0.00034699830575846136	1.7641907106735744e-05	9.339832467958331e-05	0.0003432480152696371	0.00047256078687496483	6.650549767073244e-05	0.0001339246373390779	1.689691089268308e-05	0.004236060660332441	1.0082417247758713e-05
MALAT1	0.000441108422819525	8.317737956531346e-05	8.337667532032356e-05	0.0014000554801896214	0.00025752262445166707	0.0006548792589455843	0.0005226810462772846	0.0002747917897067964	0.0008237143629230559	0.0005114928935654461	0.00015004009765107185	0.00042949357884936035	0.0004965480766259134	0.0006242786766961217	0.00042773931636475027	0.0005665200878866017	0.001091531477868557	0.0004293485835660249	0.0004949358990415931	0.000673513684887439	0.0006109793321229517	0.0012420102721080184	0.0006925626075826585	0.0009008375927805901	0.012340967543423176	0.0007810122915543616
SRI	0.00045313843293115497	0.00035108288284391165	0.0007072596345096827	0.0003566394734662026	0.0002972432994283736	0.00014696129073854536	0.00031146936817094684	0.0002335683529963717	0.0002649255911819637	0.0005307068349793553	0.0006297079962678254	0.00029468940920196474	0.0005619826843030751	0.0005617553251795471	0.0003162913490086794	0.00047262071166187525	0.0005385683616623282	0.00018507523054722697	0.00021790135360788554	0.0003333777713123709	0.0013467364478856325	0.0005913705681450665	0.0002743953082244843	0.0003068918304052204	0.0001178333186544478	0.000556700979359448
HSD17B12	0.0002892162883654237	9.993117419071496e-05	0.0003396085521671921	0.00022737357357982546	0.00014432548778131604	0.0003325400175526738	0.00022559703211300075	0.00027847691671922803	0.0002517609391361475	0.00013766220945399255	0.0002582735614851117	0.0003958422166761011	0.000377802352886647	0.00018461368745192885	0.00020078626403119415	0.00014296646986622363	0.001275621703825891	0.0003335224755574018	0.0002294195001013577	0.0004360110324341804	0.0003170837298966944	0.000332460185745731	0.00033729325514286757	0.00038804172072559595	0.000793171173427254	0.000155371380969882
LTBP3	0.00043050653766840696	6.20788341620937e-05	0.00012286721903365105	0.00030223402427509427	0.0001242516009369865	0.0001967720891116187	0.00026671442901715636	5.7338238548254594e-05	0.0001843727077357471	0.00033963608439080417	8.962080028140917e-05	0.00046894964179955423	0.0007301251753233373	0.000257571431575343	0.0008201057207770646	0.0001588090817676857	0.00014040854875929654	0.00014333300350699574	0.001145636779256165	0.0006199321360327303	0.00032356695737689734	0.00020918868540320545	0.00014749904221389443	0.000366819032933563	0.0016853936249390244	0.00014229152293410152
RP11-182L21.6	0.00011513480421854183	3.5001663491129875e-05	2.9442226150422357e-05	0.00020664905605372041	9.377611422678456e-05	0.00011476596409920603	0.0002520299458410591	7.534665201092139e-05	0.00016362291353289038	0.00015500483277719468	8.93199976417236e-05	0.00011075053043896332	0.0002582476881798357	0.000293095683446154	0.00010102892701979727	0.0002308022667421028	0.0010528304846957326	6.757704977644607e-05	0.00010725856554927304	0.0009893185924738646	0.00019957960466854274	0.0021601207554340363	0.00022136600455269217	3.220065264031291e-05	0.00014379726781044155	0.00015332247130572796
TSPAN5	0.0001718688290566206	8.038405940169469e-05	0.00023366938694380224	0.00032291433308273554	0.00016040456830523908	8.126754983095452e-05	3.165339512634091e-05	7.337034730880987e-07	5.627458813250996e-05	0.0011172833619639277	4.883010478806682e-05	0.00016050483100116253	0.00023204981698654592	0.0003998240572400391	6.855258834548295e-05	0.00025206632562913	3.10833797811938e-06	0.0001629777834750712	0.00016246724408119917	5.518894613487646e-05	2.3002654415904544e-05	0.00012333526683505625	2.766526677078218e-06	0.00014934911450836807	8.750685810809955e-05	0.0004893983132205904
NOSIP	0.00023587177565786988	0.0002300651540281251	0.0003960552276112139	0.0014021415263414383	0.00017115776427090168	0.00020985500304959714	0.0002778324414975941	0.00016181106911972165	0.0002993753587361425	0.0002302389475516975	0.0011387316044420004	0.00032814726000651717	0.00027271651197224855	0.00032711937092244625	0.00028233430930413306	0.0003514333220664412	0.00022976692707743496	0.0005962845752947032	0.00013545877300202847	0.0003910738741979003	0.0002841316454578191	0.0004041567735839635	0.00010755362018244341	0.0002319647028343752	0.00011834655015263706	0.000355210475390777
IGKC	7.315725088119507e-05	5.495070126926294e-06	6.148996817501029e-06	5.598124516836833e-06	6.439453500206582e-06	0.005909761879593134	2.198817810494802e-06	3.4027766560029704e-06	2.460065297782421e-05	9.577267519489396e-06	1.6040652326410054e-06	2.8788435884052888e-06	3.0085561775194947e-06	5.476375008584e-06	3.965185896959156e-05	4.769753650180064e-05	4.427297881193226e-06	0.0004058587073814124	1.37353367790638e-06	5.765950845670886e-06	7.521390443798737e-07	6.640510491706664e-06	3.778408790822141e-05	5.0280586947337724e-06	4.289071512175724e-06	6.544782991113607e-06
TPSAB1	1.1450890269770753e-05	7.686025327302559e-08	1.6940180103119928e-07	1.1738643479475286e-07	3.4187618780379125e-07	1.4347783405810333e-07	6.546744657498493e-08	8.739788626144218e-08	1.8223731785838027e-06	1.0705515052222836e-07	3.2634229683026206e-06	2.572014352608676e-07	1.0460337307449663e-07	1.0151987339668267e-07	1.8134603578801034e-06	1.7206218672072282e-07	0.006221093703061342	4.799511316377902e-06	4.6764128569520835e-08	2.1996397663315292e-06	1.3525650821577528e-08	2.0954337287548697e-07	1.7727370504871942e-07	2.7840578695759177e-06	1.1717468595406899e-07	1.751017748574668e-07
PRKCD	5.0151273171650246e-05	0.00020797393517568707	1.2199587217764929e-05	0.00014926801668480039	0.000289294112008065	0.0006915742997080088	7.728464697720483e-05	0.0006211331347003579	0.0004906306276097894	0.00031656204373575747	8.610263466835022e-05	5.295706614560913e-06	8.298186730826274e-05	0.00017487419245298952	4.2597133870003745e-05	0.00030419891118071973	0.0002590185613371432	8.256195724243298e-05	6.157315510790795e-05	7.92891387391137e-06	0.0001870548294391483	0.00023215192777570337	0.0012272408930584788	4.5874519855715334e-05	2.600707193778362e-05	0.0001714354002615437
GGA2	0.0001186163499369286	0.00011723431816790253	0.0001037623078445904	0.00021076663688290864	0.00020304588542785496	0.00021958221623208374	5.69196417927742e-05	0.0003538557793945074	0.0010647769086062908	0.00022079070913605392	0.00014455961354542524	0.00011909949535038322	0.00020598521223291755	0.00022304957383312285	0.0001663230505073443	0.0007017157622613013	8.997361146612093e-05	7.837544399080798e-05	0.0001593398192198947	0.00012213349691592157	0.0003171666758134961	0.0005492826458066702	0.0009594152215868235	0.0002540427085477859	0.001833975431509316	0.0005417443462647498
