Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30
EDEM2	0.000376529322238639	0.00022830844682175666	0.00021464019664563239	5.614335532300174e-05	0.0001626185403438285	0.00019079254707321525	6.023197420290671e-05	0.00020995098748244345	0.00025047114468179643	0.00010169320012209937	5.950385457254015e-05	7.73661959101446e-05	5.686124859494157e-05	0.0002214818960055709	0.000263886438915506	0.00024708453565835953	8.79243016242981e-05	0.00017405551625415683	0.00022346862533595413	0.0002322377695236355	0.0006015695980750024	0.00020348197722341865	0.00011906715371878818	0.0002446038415655494	0.00035319148446433246	0.0004797764995601028	9.186357783619314e-05	8.886711293598637e-05	0.0002552279329393059	0.0010486383689567447
ROBO4	1.403069518346456e-07	1.5834759281574406e-08	1.582066215632949e-05	6.969577952986583e-06	2.8171820304123685e-05	0.001942884991876781	6.564281420651241e-07	5.149940562887423e-08	1.1194768489986018e-07	8.201250523143244e-08	3.354118973675213e-07	1.1256756806687918e-05	4.607335085893283e-06	7.699949122752514e-08	9.519782793177001e-07	4.972233824673822e-08	5.514353347280121e-07	7.714003913861234e-06	1.2455888054319075e-07	1.3945576426976913e-07	1.61549763788571e-07	1.201500339220729e-07	2.3703927581664175e-05	1.748826980474405e-05	2.3396252800012007e-05	8.657245416543446e-06	2.544568928897206e-07	1.8325426935916767e-05	2.633875055835233e-06	1.4266635162130115e-06
SF1	0.00023647806665394455	0.000393405876820907	0.0007440101471729577	0.00022062058269511908	0.00042088713962584734	0.00035164711880497634	0.0002939341648016125	0.0005836934433318675	0.0007283969898708165	0.0027890419587492943	0.0005613162647932768	0.0005103226867504418	0.000716073380317539	0.0015344381099566817	0.0005953540676273406	0.0009975425200536847	0.0002274824510095641	0.0005900819087401032	0.0011205371702089906	0.0010555277112871408	0.00044625496957451105	0.00027454111841507256	0.0003048499347642064	0.0006000749999657273	0.0006216781330294907	0.0002983190061058849	0.0003106961667072028	0.00045951857464388013	0.00039355200715363026	0.00020968994067516178
RP11-536O18.1	3.0554750196643e-07	8.042104582273168e-07	3.1331253467214992e-06	9.641576980357058e-06	8.347347488779633e-07	0.0005565370665863156	3.883892532030586e-06	1.5538115860636026e-07	7.257004597249761e-08	6.833129617689337e-08	2.420518740109401e-06	1.3568535905505996e-05	8.510976840625517e-06	3.011009255260433e-07	9.317534477304434e-07	1.1633144936240569e-07	2.6802081265486777e-06	1.0095464858750347e-05	1.222399532707641e-07	1.5524783236742223e-07	2.443728703838133e-07	8.961607704804919e-07	1.6466969100292772e-05	1.8459537386661395e-05	3.995768929598853e-05	9.165739356831182e-06	5.040213864049292e-07	0.04483408108353615	3.6828866996074794e-06	3.64499811666974e-07
EEF1G	5.533128933166154e-05	0.00011797312618000433	5.3950498113408685e-06	1.7327976820524782e-05	1.2532135770015884e-05	2.0317354938015342e-05	6.056121492292732e-05	0.00011536390957189724	6.70833615004085e-05	6.641441245847091e-07	7.801967876730487e-05	1.2848762708017603e-05	1.3160645721654873e-05	0.0002676020376384258	0.00020498040248639882	0.00017767549434211105	3.070762613788247e-05	1.736213562253397e-05	7.534142059739679e-05	0.00027289026184007525	9.923251491272822e-05	4.4647862523561344e-05	3.4526172385085374e-05	0.0003812943759839982	2.6300862373318523e-05	0.00011379575153114274	6.0855309129692614e-05	1.2233694178576116e-05	7.499778439523652e-05	0.0001676325045991689
RBL1	4.7505069233011454e-05	4.914031524094753e-05	8.490338223055005e-05	1.5124828678381164e-05	5.909576793783344e-05	3.708801159518771e-05	2.8550488423206843e-05	0.000297003862215206	0.00018128518422599882	0.0002673663548193872	9.50924149947241e-05	2.801918708428275e-05	6.762193515896797e-05	0.0005428105359897017	0.00015967230137903243	0.00020337100431788713	3.955368811148219e-05	6.885724724270403e-05	0.00012747084838338196	0.00013976999616716057	1.621689079911448e-05	1.4013965483172797e-05	2.6942259864881635e-05	8.794411405688152e-05	3.7313468055799603e-05	5.556245378102176e-05	0.000342437851941213	7.664584700250998e-05	2.547906660765875e-05	3.0314071409520693e-05
JSRP1	7.691750397498254e-06	2.6807651920535136e-06	4.1202173406418297e-07	6.660727194685023e-06	1.5969310425134609e-06	6.67915571739286e-07	1.6260401025647298e-06	4.841475401917705e-06	1.9373808299860684e-06	9.36856991984314e-08	2.303789415236679e-06	1.651310594752431e-05	5.97792040935019e-06	6.022925390425371e-06	2.539630486353417e-06	1.0646224382071523e-06	1.6882995623745956e-06	5.0007743084279355e-06	7.942412594275083e-07	3.644634261945612e-06	1.2610365729415207e-07	2.03444486146509e-07	0.00022688927128911018	5.025402788305655e-05	1.9468039681669325e-05	0.001178376143798232	5.409126515587559e-06	1.2247751328686718e-05	2.2003037884132937e-05	0.007249516434967518
HPRT1	0.00026036251801997423	0.0001535068586235866	4.8067035095300525e-05	0.0001529022556496784	0.0005190119845792651	0.00014283238851930946	0.00037834193790331483	0.0005440755048766732	0.0003446284099482	2.0848605345236138e-05	0.00011296216689515859	0.0002195099223172292	8.875485218595713e-05	0.00023457490897271782	0.00012277098721824586	0.00046513849520124495	0.00010049665434053168	0.00021995420684106648	0.0002974148083012551	0.00019099393102806062	0.00027914924430660903	0.00026530164177529514	0.00022056774469092488	0.00020156508253421634	0.0004524713440332562	0.00012700293154921383	0.000811945996247232	0.00010345688497181982	9.174570732284337e-05	4.4392250856617466e-05
CYP1B1	0.00013049184053670615	1.135474394686753e-05	0.00026749770040623844	2.2700456611346453e-05	7.476095197489485e-05	0.00016836314171086997	0.000569994852412492	6.457065069298551e-07	1.0093912123920745e-06	1.094390063371975e-05	0.0011938558891415596	3.451962402323261e-05	0.00017798715271055698	1.1368871355443844e-06	3.5757429941440932e-06	3.4397726267343387e-06	0.0008658056030981243	2.6453124519321136e-05	1.4886775261402363e-06	2.3209347546071513e-06	2.1995861061441246e-06	4.300594810047187e-06	4.3845746404258534e-05	4.790837920154445e-05	7.785193156450987e-05	2.7002039132639766e-05	8.733865797694307e-06	0.00011908803571714088	2.2528507543029264e-05	2.1615319383272436e-06
SNRPD1	0.00033723158412612975	0.0006712534814141691	9.161051275441423e-05	0.00015158214955590665	0.0005308002000674605	0.00027930166106671095	0.0010326998308300972	0.0006918131839483976	0.0004856429295614362	7.766647468088195e-05	0.0002726856037043035	0.0002054492651950568	0.0004521755618043244	0.0004204172582831234	0.00036947193439118564	0.0005539905978366733	0.00027244709781371057	0.0002584840403869748	0.00038137822411954403	0.00043482970795594156	0.0002715745649766177	0.0003533669514581561	0.00021767370344605297	0.00031773580121807754	0.000210060941753909	0.0006457772688008845	0.0016470457194373012	0.0001413314457749948	0.0004027879622299224	0.00025042175548151135
ADORA3	0.001061548595316708	5.3820783385560844e-09	2.3067818233357684e-07	4.128484761167783e-06	5.109655376145383e-06	1.5551779597444693e-07	1.1074352102014018e-07	2.4363882289435423e-07	4.678540932445685e-08	6.928330265054683e-08	8.678718899091109e-08	5.8531340982881375e-06	4.240767339069862e-06	8.64259916966148e-08	7.089944915605884e-07	9.024311253824635e-08	1.5822995180769794e-07	5.363355285226135e-06	7.265834511827052e-08	7.484688069325784e-08	0.00012309494195505977	9.020187263786283e-08	8.484974387101829e-06	2.825816955009941e-05	1.5362493286374956e-05	5.9146314015379176e-06	1.3779737173535977e-06	7.34536706659128e-06	1.5713555967522552e-06	1.9231926273732824e-07
KIAA0226L	0.0004782896430697292	1.2777351230397471e-06	0.0001024128359858878	8.313972102769185e-06	4.490924766287208e-06	7.231424348219662e-08	9.647226761444472e-06	4.4648373886957415e-07	4.764950034541471e-08	2.0770353330590297e-06	4.022464054287411e-06	1.2883840099675581e-05	4.960754813509993e-05	1.5018516705822549e-06	0.0023791841231286526	1.6599355490143353e-07	0.00014254443522077054	1.5120553143788129e-05	9.232036290995893e-08	0.0015017921105027199	1.8098528187238117e-07	5.609525146610395e-07	1.5573761629639193e-05	2.5220622774213552e-05	1.6188254448934458e-05	7.524246484535979e-06	4.274061666365014e-06	9.290797606809065e-06	5.496826815942768e-06	2.1043931610620348e-06
MAN2B1	0.0007497555343434215	0.00023915957717690617	0.0001561237295391038	0.00014916853979229927	0.002187769627198577	9.368823521072045e-05	0.00018200348131358624	0.00030736264307051897	0.00014582168660126626	0.0004158953088335693	0.00018643811927177012	0.00021890464995522052	0.00017147866310551763	0.00040370685746893287	0.0016111723380163312	0.0004987389547750354	0.0001563912956044078	0.0004357635334599763	0.0004563482361845672	0.0004875635786447674	0.00023049490118864924	0.0001528952707303688	0.0005821622908115387	0.000361701037036255	0.00014502942212857306	0.00043890299275517464	8.424199768342078e-05	8.79470826475881e-05	0.0008412573952227831	0.0010712973307818174
ITGAM	0.001285129925236106	5.99944542045705e-06	2.739704711984814e-07	1.0418597412353847e-05	0.00023609136405866593	2.794222382362932e-07	1.3535787957152934e-06	2.198470065195579e-05	0.00024361209943890572	9.958793089026585e-05	2.9114471544744447e-07	5.4526026360690594e-05	2.5367364287376404e-05	1.229567078553373e-05	5.2100291213719174e-05	1.8420985725242645e-05	7.72824648720416e-07	0.00013740494614467025	7.67335222917609e-06	0.00021142809418961406	0.0005485482979565859	2.794295426156168e-07	2.551297984609846e-05	0.0001265540486201644	3.180627027177252e-05	2.2551073925569654e-05	5.9673093346646056e-06	2.2920032279216684e-05	8.64994726725854e-05	3.929450826944958e-07
FAM3B	2.0033980035805143e-05	0.001877249451354146	3.9438926791035556e-08	2.8987119549128693e-06	1.929189039628909e-07	1.811059036072038e-08	8.019562613981179e-08	1.724437659333944e-08	1.778132485696915e-08	3.105888168875026e-08	5.324943685991457e-08	3.722454493981786e-06	2.9782363526464906e-06	2.777954399846294e-08	2.8885079927931656e-07	1.5969973787832714e-08	2.2671695205644937e-06	2.3546269858343294e-06	3.034742590557471e-08	3.384931801519997e-08	4.493290362006519e-08	4.660708441406314e-08	3.980418114224449e-06	7.250638191180769e-06	7.798936167091597e-06	2.952053591798176e-06	1.6716505797376158e-06	4.960161732014967e-06	6.347136718432012e-07	1.0283842755143269e-07
RGS1	0.0004507661797106266	3.662635350565324e-08	2.7679314484885253e-07	1.4819821444689296e-05	0.00010885441588470712	2.835018904079334e-07	1.2385238505885354e-06	0.0015311904717236757	0.00021565912174992263	1.575580972712487e-05	9.366833637614036e-07	4.334308687248267e-05	2.5263294446631335e-05	0.0007644680445082486	0.0007047017570585012	0.0002323982771486044	2.3005476634807565e-07	7.424504292430356e-05	0.0003860763681586832	6.882900925120339e-05	0.0003727452422026545	3.1301576086661953e-07	0.0003062242758460343	0.00026990912738256156	3.636108885984868e-05	0.0001863106881501153	1.7898617443279363e-05	2.7364445486455224e-05	0.0009434655075892806	0.0005939374095760286
SORT1	0.0003907127247657627	0.0005345424870029092	0.0005515374941751361	1.2832503671234008e-05	0.00010198181553278118	0.00020277391013223678	8.071369848039467e-06	3.443756213528104e-06	1.254631297342712e-05	0.00014149188064038754	8.518161394022172e-07	1.2882705050287768e-05	7.526848639827222e-05	1.6733916936573223e-06	9.826817404245958e-05	1.469996277592145e-06	0.0003049293882213533	1.0727904736995697e-05	9.446395779377781e-06	8.649039955344051e-06	0.00013477247557602823	0.0009509515948593616	1.2914693797938526e-05	2.3996846721274778e-05	4.25008220190648e-05	1.958362918230705e-05	0.0001708299678284675	6.104339263401926e-05	2.44883540290175e-05	1.5668167179683223e-05
KIAA1551	0.0001541620586067438	0.00012799937394447625	0.00011442848335718736	0.00017043354455381632	9.275460615754128e-05	0.00013560947263613343	2.44704497163184e-05	0.0006432190421037376	0.0006751256878487766	0.002373072551563382	7.063211523927748e-05	0.00045479871914722025	0.00038216376560740173	0.0014314415166154504	0.00016039509500842541	0.0005118997069075704	2.551407305872999e-05	0.00042348160059191287	0.0005815891781821847	0.0004625000583473593	4.4734733819495887e-05	6.662166561000049e-05	0.0001281794538954273	0.0003915091510862112	0.00013245228910818696	0.00016241664707195014	6.647796544712037e-05	0.0004024452646262944	6.097121877246536e-05	7.17945076758042e-05
SERPINI1	2.0167537513771094e-05	3.6423574783839285e-05	0.00027055302052758634	9.19780541153159e-06	2.5431272661080584e-05	9.582872735336423e-05	1.1231228199903853e-05	2.5404715415788814e-05	5.5439380957977846e-05	7.224524597404525e-05	0.00013450669939629734	2.895497345889453e-05	8.703591447556391e-05	8.225255442084745e-05	1.5558767699985765e-05	3.3928503398783505e-05	2.6306537620257586e-05	9.115273860516027e-05	0.00013636157382279634	8.81344240042381e-05	2.869561103580054e-05	0.0008103862637653947	0.00010543725511524826	0.0010349786607548594	0.0003515362332109362	6.956452853046358e-05	2.097265223710565e-06	1.6716005120542832e-05	8.170798537321389e-06	0.00037904654163867235
PLCG2	0.00015486771007999778	0.00021468033082783222	7.702150469413027e-05	7.437511521857232e-05	0.00020735147700179368	0.00032879895297810435	5.669529127771966e-05	5.1141789299435914e-05	0.00029195609386079013	0.0007811826071701944	8.746798994252458e-05	4.768525832332671e-05	3.034752626263071e-05	0.00012268150749150664	0.0003341136616654694	3.6028915928909555e-05	3.793653741013259e-05	3.3483869628980756e-05	2.3560702175018378e-05	0.0010923041263595223	0.0002794405445456505	0.00010396655125077814	9.293008042732254e-05	0.00010958349594147876	3.1991985451895744e-05	4.79769405501429e-05	4.812152837985195e-05	4.0524802898289636e-05	4.719846765510738e-05	0.0005507057067006826
SLC37A2	0.0014639506116509438	4.572654688672628e-06	1.593341721672914e-06	5.439185315481154e-06	0.0001721005537547171	7.275787652361032e-07	1.2671292779486976e-06	2.038448428720585e-06	1.4221477329101617e-07	4.631748652172973e-06	1.6171125594155455e-07	9.21564696909627e-06	9.808746654016431e-06	7.441352067871776e-07	1.104780221794499e-05	6.269117136525892e-08	3.6104308946960373e-06	8.752337635087315e-06	1.4249951618694467e-07	9.129266254603863e-05	1.8346668184676673e-07	2.2587537387153134e-06	7.451108831446618e-05	2.5319694032077678e-05	1.7156517060357146e-05	5.732981662731618e-06	2.147666054952424e-05	8.505473488185089e-06	1.807204171200283e-05	2.6036610506707802e-05
CYTIP	0.00012767189764417708	7.455297179603804e-08	6.823385092502576e-07	3.996632221969776e-05	0.00030084565514698625	2.613675746943045e-07	4.449865173228318e-06	0.0007598001975566149	0.0007518687634728849	0.00011484440619824454	2.242443997602095e-06	0.00023260903253685683	4.3706593714887276e-05	0.0009324148995801806	0.00019927413086406887	0.0009300353704020381	2.3788007297298464e-07	0.0001825295912567526	0.0011123851872980595	0.0005411981255747378	2.936306373158004e-06	4.269273631507531e-06	0.0003163306973874569	0.0006375089869834483	7.507363625336438e-05	0.00019138253992423415	1.181116203952115e-05	6.97205905453302e-05	0.0008177318959496915	0.000729436578694731
SLC18A2	4.0866467543310137e-08	4.334616278356407e-06	5.4021299433770764e-08	3.6174665183352772e-06	4.334726781962672e-06	8.191783962274712e-08	3.4614998867255053e-07	3.83979994467154e-08	5.240178424514852e-08	8.082907498874192e-08	7.050988415358006e-08	4.981976871931693e-06	4.189478659100132e-06	4.348785864749516e-08	7.00532655173447e-06	7.673671831298634e-08	3.646391917300207e-07	2.7284177122055553e-06	1.8486133512851666e-07	5.325841101466722e-08	0.011708403937518597	5.6040729390360866e-08	5.537885954254307e-06	1.6018026144593023e-05	1.157644874183461e-05	3.5774098705587676e-06	2.4711107471375726e-07	8.534976586815901e-06	7.129187338250631e-07	2.0163922442861804e-07
ALDH2	0.000850584649015218	0.0002104402956319973	7.227676542242989e-05	1.1231660209887195e-05	0.0027230374980717897	0.00024841525009833276	7.36704096198082e-05	1.406588467034453e-06	2.892957127187401e-07	1.487344616180053e-05	0.0004475315799936652	3.509469024720602e-05	2.7890768251381814e-05	1.6208152828767197e-06	0.0006820787093602121	6.1330256357905455e-06	0.00012614850129466504	8.00734487711452e-05	4.421414359967457e-06	6.754581409040838e-05	1.802533915906679e-05	0.00026774188154377043	0.0001749596412992105	9.252183372154832e-05	6.704142288072035e-05	4.9509613745613024e-05	7.980837835930288e-06	4.577279833029024e-05	0.002728837775066495	0.00017341080820187926
PHGDH	2.7398600650485605e-06	0.00013842576299794018	8.702299237484112e-05	1.1737765817088075e-05	1.8077963659379748e-06	9.313319537795905e-07	0.0001368439698126167	3.406676114536822e-05	4.557600914267823e-05	1.5791791838637437e-06	0.0002653880510479212	1.1889242159668356e-05	4.6249326260294765e-05	1.0002988346968777e-05	1.3153876352589577e-05	1.6534630049136467e-05	9.390409104526043e-05	3.077477231272496e-05	4.0814697968016844e-06	2.0256884454283863e-05	2.6068147462865454e-07	0.00013073632726445794	4.6546178054995835e-05	0.00011626845662249252	0.00010381950414739549	0.0003094162093475461	0.0006485058693215251	1.597955633769743e-05	1.0668897630239371e-05	0.00040607311530038714
ARF6	0.000355950731318444	0.00024263122759293765	0.00010387644579168409	0.00013018024037592113	0.0003117210289929062	0.00017632752133067697	0.00022479626932181418	0.0008322153589688241	0.0008050696924328804	0.00022771111980546266	0.00014420562365557998	0.0004878051404375583	0.0001716874830890447	0.0005240857717581093	0.0003767170710489154	0.00036580744199454784	0.00016111164586618543	0.0003011823573615402	0.0007328787469305098	0.0005306503735482693	0.00019671749032568187	9.078647417481989e-05	0.00022846042702440172	0.00039886441663838923	0.0006812710780650377	0.0001699550630291924	0.00033086465555243194	0.00031260529067367315	0.00031137667247094214	0.0001357895089313388
IFITM10	0.00025021153851412237	2.7379639504943043e-05	6.984022911638021e-05	8.010375495359767e-06	1.2804996003978886e-05	1.0839341939572478e-06	3.539922317941091e-06	0.00031515915179625154	0.00019513716688379645	8.258251909865066e-05	1.7420837821191526e-06	4.43242461187765e-05	1.3582992323790677e-05	2.364634156037937e-06	0.00010305007890565321	2.707014573388733e-06	2.940702142950613e-05	2.458001472405158e-05	3.488711627142038e-06	4.595030418386159e-07	0.0009955374989658594	2.8683532946160994e-05	1.581311516929418e-05	3.15333491016645e-05	2.7270065402262844e-05	1.8297574570169672e-05	8.785205864114687e-05	2.7079946448793635e-05	4.130841261940077e-06	4.3382301555539016e-06
OLFML2B	0.0002691533009056002	1.3348567051707505e-07	0.0018312198808416724	8.803304081084207e-05	3.142833520541899e-05	1.871098476158295e-07	4.84983429487329e-05	2.6662971208679664e-07	2.4673030907251814e-07	1.9275723843747983e-06	0.00016062108625192195	2.5925230147549883e-05	0.00023998906544875354	4.849150059271778e-07	3.3229036944248946e-06	1.6687217794242315e-06	0.0008928269380703568	1.9603843611548655e-05	8.96509106951271e-07	6.819738018748467e-07	1.3568718486567377e-06	0.0007280137506313622	3.919110895367339e-05	6.812820356572047e-05	7.441595516866073e-05	2.3089221940608695e-05	1.1688484846672509e-06	9.514390694675967e-05	9.529358067084104e-06	2.364246483921306e-06
HPN	9.115505577028671e-07	0.001363588497042656	9.323263839178253e-06	4.26465612690663e-06	2.5905688971761265e-07	1.7444987179260352e-06	4.4060202526452485e-06	6.902359359628463e-07	4.7356158461298037e-07	5.6950084399431944e-05	7.724333045189269e-06	5.381995379138971e-06	5.345976205717307e-06	2.9891132271586685e-06	4.0783191934679053e-07	6.028229222465598e-07	9.092475920624565e-06	4.11185192206176e-06	1.5687431869082502e-06	4.916616944683483e-07	1.4854980179279664e-07	4.404900664667366e-06	7.537978490290698e-06	1.9454999346635304e-05	1.303301178268157e-05	8.173675269063096e-06	3.702356116264127e-05	1.3447122000798117e-05	1.005039734991442e-06	1.9124911432299996e-06
STAC3	0.000930389272980392	1.4628187273046933e-05	1.1859727237606421e-05	6.934835255378857e-06	0.00027861574199050665	3.6892464549964643e-07	2.9306770557013806e-06	2.864740054064896e-05	5.752875949838199e-06	2.574973041191697e-05	1.597200935066212e-06	9.345564649265725e-06	7.636060036020353e-05	1.1567765341169434e-06	0.00047556552453897893	8.147482731146738e-06	1.544909355288837e-05	0.004835189785808325	1.8818107037077425e-06	9.411360952071846e-05	0.0004300672735553235	1.8593399886412953e-07	1.4052854567125905e-05	1.820339275582228e-05	3.289485175628215e-05	5.445660463010427e-06	4.801878458238207e-05	7.073400865920121e-06	0.00013604997366201133	1.6316263895532757e-07
CX3CR1	0.0007024731021374464	8.634474824020799e-08	9.165557202095442e-08	7.294520855793962e-06	0.004279253073036671	4.249923435395431e-08	2.282220492588749e-07	6.186309292388614e-06	0.00044184474973008037	3.858505806419998e-06	2.4904767315092613e-07	1.390807028656127e-05	6.692521310469601e-06	4.697168662914919e-07	4.37507733295206e-05	6.318353484857653e-07	1.0474611400468348e-07	8.840669579512905e-06	4.7561709948240605e-07	1.4642618850757572e-07	2.3935126591823064e-07	1.4478348475677194e-06	1.8556360373622738e-05	1.7859016224974766e-05	0.00034990141284652054	6.835387011960847e-06	1.6991217535178293e-06	1.5950672604958527e-05	9.057704119186383e-06	1.653026231451804e-07
TM7SF2	1.987524956348352e-05	0.0010939768981188536	7.902382640168071e-05	0.00026973173953592777	4.023738074465655e-05	5.379731010179967e-05	2.852994214208593e-07	8.626480848761275e-05	0.0001605833531357348	0.0006442828453145921	3.79384687221318e-06	3.537776501616463e-05	8.052316115936264e-05	6.676896737189963e-05	0.00015874691598583013	9.693924948805943e-05	1.626240737095941e-05	0.0002480041002854705	0.00012567664089147002	9.654914902057499e-05	7.57338129915297e-05	1.0268763617204968e-05	2.2970874852035195e-05	0.00010292750084772706	2.701887206058018e-05	0.0005592211964540184	3.2784791983431205e-05	3.686833588290028e-05	2.7750969820772298e-05	0.00041739322477951646
CLEC12A	0.0005346420221030712	7.435155602308896e-09	9.958353786032603e-08	4.722943231172394e-06	0.0005886217695660889	6.834957844148448e-08	2.48736864705279e-06	4.3372278014430776e-05	3.30128132191021e-05	3.847546395263635e-06	5.524822199731716e-07	6.233433850866277e-06	4.8719389269535895e-06	2.9158827601349913e-06	9.477381536271423e-05	8.663466388725283e-08	1.6628946468699723e-06	7.732853191555478e-06	2.651714510193415e-07	1.881484195109806e-07	0.0014670961536467075	4.117296441563667e-07	1.3607087566924747e-05	3.2879011996556073e-05	1.8579021343612112e-05	5.2194122872606385e-06	4.201735919195926e-06	9.613117981643882e-06	3.6671619909611763e-06	4.4162811718706507e-07
RPS4X	0.0003373072831891477	0.0020191636867821217	0.0001472457079216838	0.0008524428703822196	0.0019756737165153027	0.0005812636809423566	0.004051073454320431	0.0009798500686883926	0.0012232252629473805	0.00020428234711289406	0.0013687660684809089	0.0007499438361264765	0.0007807200308889151	0.0010745711624622345	0.0016905985539779067	0.0038456085603684187	0.0007340200245380402	0.0008258075686171651	0.002872328506782651	0.001847457024268806	0.001406048540957272	0.0009710177546367049	0.0013803615001961589	0.0012044176692143083	0.001274200389161706	0.0008713232236914337	0.00035089076845906675	0.0012151732807978988	0.000854120182339102	0.0011787605471909046
FADS3	7.592229667352512e-05	5.7135552196996287e-05	0.0003342778654769063	2.496190063538961e-05	1.092849015549291e-05	0.0002869439485948533	2.653476440173108e-05	2.909884824475739e-05	3.810483394772746e-05	0.0002835686318576336	0.00015423564764205366	1.8737311620498076e-05	0.00015204156807158142	4.721990626421757e-05	3.224602551199496e-06	2.8775029932148755e-05	8.067788439802825e-05	7.964910037117079e-05	0.00013149996811989695	0.0008814801694825292	0.00024077467969618738	0.0004303944588173181	3.958170782425441e-05	4.2617022700142115e-05	3.071149694733322e-05	1.4013697182235774e-05	6.624042725889012e-06	0.00021127908257767558	6.641018262598664e-05	6.430463690776378e-05
FAM65A	0.0003104560310021043	0.00010366657079430297	0.0004761677992064506	0.00013968381972517818	0.0002150725049432367	0.0007026791572570801	0.0003438137355260551	5.887462248210795e-05	5.248358866083436e-05	0.0001547833380755037	0.00024190991825889796	0.00027644241345115006	0.00017845959519036114	0.0001091005397029221	0.0008931457414291799	0.0001195177246700041	0.00036921200808137655	0.000362332328222692	0.00019894432625733316	0.0006181008066050708	0.0001433801808161661	0.0002779709466267377	9.943457553163171e-05	0.0001753269461914897	0.00010707209730753675	5.410211451817304e-05	4.523537791101262e-05	0.0003051499661523849	0.00034767514443956316	0.00013156546629033983
NR2F1	1.8363498099915887e-07	7.246198219945654e-05	0.00034629195579327643	0.00010133644536836073	1.4174157740853843e-06	1.5162308955041226e-05	0.0001650047197472304	8.679787555365692e-08	4.6322912794494187e-07	0.00020838328055106103	0.003953816834837198	6.31815055385232e-05	8.118047117022797e-05	8.399987336815684e-07	1.4865888715576148e-06	1.2813227385777282e-06	8.863735274644569e-05	2.0526564185274765e-05	3.6941298731107963e-07	6.015030180606118e-07	3.111669002464623e-07	4.426760278875008e-05	2.0792564100702293e-05	3.188118716934696e-05	2.880224747059401e-05	1.386439998896094e-05	5.633683031192049e-07	8.471961336908862e-05	7.935551366244908e-06	2.670413323357934e-06
SEC31A	0.00019772652012761682	0.00031327668693847954	0.0010851181577891111	0.0001193353600683622	0.0001680070854490623	0.0003036880516447127	0.000366799853509292	0.00020622616284526885	0.00022983190137892962	0.0009282625978812575	0.0006573892896994948	0.00017517778906039894	0.0007076002075336874	0.00025134810130111873	0.00045320583740249276	0.00028906416264362633	0.0011731014819815755	0.000375511561287567	0.00021784204000141472	0.00019493154832161963	0.00016695137310307473	0.00036190456012263894	0.000190307546290569	0.0002900402178056538	0.00047249451745301485	0.00025436567375436425	0.00014104964793659747	0.00019394299306441098	0.00025660914252512157	0.0005289115360938013
TCL1A	8.24050800929399e-08	4.4419867784029066e-09	6.710932609621523e-08	4.260981768311467e-06	1.7866891255380324e-07	2.2294189250260388e-07	1.2010467287382198e-07	2.0968059288861696e-07	6.21598132966028e-08	1.6524273860341054e-07	9.695335734249966e-08	6.396046501322417e-06	6.3975326156651136e-06	2.8262164164516435e-07	0.0027390550822019577	1.3169115220534877e-07	3.488458588662979e-08	1.1875365999003407e-05	1.5183684354269644e-07	0.0022317643743008375	1.5390922669666907e-07	2.282347537629903e-07	9.011325346364174e-06	1.2437595614755992e-05	1.777988472895231e-05	4.373939646029612e-06	1.4308881191027467e-07	6.42625809632591e-06	1.3151476423445274e-06	3.657481784102856e-07
MAP3K1	0.00031321210553869605	0.00022097166220191866	6.202264921739697e-05	2.080686499539297e-05	0.00026436810730956495	0.00018339035159442574	3.886586273438297e-05	0.0002281976048834622	5.5628719564992934e-05	0.0007036313181743026	4.417015952640213e-05	0.0002918546670116484	3.573645153664984e-05	0.00042100599966943264	0.00026601256104186177	0.0001954160979948938	1.1107579666713718e-05	4.8667003284208477e-05	0.0004490607534535229	0.0007062832592055202	0.0003031830710824579	0.00010469772678334266	7.15757196303457e-05	0.00019459689792711288	5.084466465632431e-05	2.7922256776946597e-05	3.612698128563352e-05	7.171116885729134e-05	0.0006804383592680097	0.00011278651072643697
PPP1CA	0.0005325500969775021	0.00047947707935236394	8.35189493955113e-05	0.0003266581625211984	0.0009480260778218508	0.0002696480951271951	0.0004559414810501039	0.0012903300812467933	0.0013569690054282546	8.066259761108086e-05	0.0001284759200643748	0.0006756535149179399	0.0004206968005746603	0.0006498924340121448	0.0005598161369562149	0.0008098181569948792	0.00015110132517293096	0.0005169257638044655	0.0008652812102809548	0.0007406687363982201	0.0003174578014295548	0.0002963064762298018	0.00047018832992762327	0.0007570867892354727	0.0005273263668641448	0.0004344227199908346	0.0011600627331063151	0.0003865188919007778	0.0005510144983418286	0.0004463382065296173
