Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32
CFP	7.476791779481573e-06	2.2748134142602794e-05	1.4138267943053506e-05	3.619690232881112e-06	6.086485882406123e-05	7.733192433079239e-06	9.552909432386514e-06	1.8414301905522734e-07	5.613477696897462e-06	1.0661559826985467e-05	2.5511826606816612e-05	1.986798991993055e-07	0.000537716259714216	3.0429706043832994e-07	8.379394103030791e-07	4.2726853166641376e-07	2.3729946860839846e-06	1.273595984230269e-07	2.9545988127210876e-06	2.7214267902309075e-05	6.338588718790561e-05	1.3335430537608772e-07	1.8546346609582542e-06	3.590509777495754e-06	0.0001409040269209072	9.622681318433024e-06	1.5193121726042591e-05	3.5549198855733266e-06	1.4371171346283518e-05	8.248628660112445e-07	0.003399735549464822	1.049947400133533e-06
RPL6	0.001974322134628892	0.0013705120654776692	0.000714369467459619	0.0014022048562765121	0.0005901759141124785	0.0011629756772890687	0.001277064555324614	0.0010473671136423945	0.0014124794397503138	0.0026642249431461096	0.001536110881716013	0.0012946826172992587	0.0005499348626472056	0.0002475481596775353	0.0015241833170875907	0.0007568206056021154	0.0015995485009625554	0.0015974034322425723	0.0011559344129636884	0.0004472718865144998	0.0017763181822374463	0.0019973567686975002	0.00018911327060777694	0.0008662037434987724	0.0035845665261149406	0.0018493884708732367	0.0008565567550249398	0.0006098478916101158	0.0015798304229974747	0.0004337563004810363	0.0026977146044373512	0.0011582178995013237
SPI1	0.0006113346316851676	1.3245510217529954e-06	7.053495210129768e-05	1.2459024219424464e-05	7.438939974235836e-06	6.0822872910648584e-05	1.0468917025718838e-05	9.95687742033624e-07	4.905120476905722e-06	1.454076709705987e-06	2.720123120525386e-06	2.767183104879223e-06	0.002381442580372095	8.321570931002498e-06	1.4579103435607976e-06	2.6927964427159168e-06	2.9178636395954527e-06	0.000475717824883759	0.00010633601777954027	2.0023669549118495e-06	7.830432195987669e-07	6.317845873127226e-06	6.939369541214546e-06	1.3879384823667351e-05	8.758817671150609e-07	2.8059997930540703e-05	2.893866076192353e-05	6.793613920308417e-06	9.199316264130175e-05	1.3825049791194033e-05	0.0007285919855348766	0.00013744253374170512
KCTD3	1.2090908967365976e-05	1.7370128944094176e-06	3.1802235753275454e-05	0.0007287891930900514	1.4967082506700535e-06	5.060563125880435e-05	4.005465598311275e-05	0.00017202598974108696	2.0092224076506682e-05	0.00022876361617818475	1.5116564100026153e-05	9.142245858129172e-07	5.153810707270168e-05	0.0031504977960139513	0.00019570374570321292	0.00027297684573568404	1.2935355471199728e-06	2.607628402984119e-06	1.396611060044961e-05	0.00021115172421559691	3.949388883484062e-06	0.0005174913094379008	0.00036093671224080026	6.457233325818379e-07	2.7075518573838053e-06	2.409549051662907e-05	0.00012511956447269768	1.1038037882826757e-05	2.0347413737908937e-05	8.761168282944709e-05	1.8178523532697e-05	5.5922031606314704e-05
GLG1	0.00021054568060208112	0.0003365403681527823	0.0004842367779929191	5.5784843425499275e-05	0.0015179394977167249	0.0003411606012377888	0.00018536024435888976	0.0002917241072282195	0.00022020407777745277	0.00017606274923309684	0.000622087565716356	0.00036397739313542843	0.00024207808019127697	0.0004378979792818427	0.0005702825146727264	0.0008085154113359749	0.0003548711247276515	3.998752163170138e-06	0.00036342887324281037	0.0005177639541216195	0.0006202625227160752	0.00010438874596729875	0.001108977128751576	0.00032045168336480856	0.00038179068360477686	0.00023908994626253843	0.0003225556283723563	0.0003176157479174435	0.0006084016058593988	4.7346165956696495e-05	0.0003426041512284428	0.0003872983215842396
PLEKHB2	0.00022202324180398136	0.00040264285053126514	0.00020166697504464537	0.0006860379362478852	0.0004149954183958471	4.639517646864988e-05	0.0005608409410342574	0.0001740562729537487	0.0001228075270773843	0.00022242192062549293	0.0003428158233873546	0.00024441105779260397	0.0007148293661884964	0.0003542361664585769	9.23663392313756e-05	0.00011952072236454114	0.00037182800588198006	0.000211443766602315	0.00014598846610169858	0.00024508958449587226	0.00030514170066453516	0.0002138395793735981	0.00018205605738330632	0.00027684084489010274	0.00025451715919189155	5.454759957501665e-05	0.00020679527369793504	5.732724821427837e-05	0.00017424297402612865	0.00020040389790665358	0.0002948912442661822	9.045788465300575e-05
PSMA7	0.0005041412659920752	0.0011842147214338183	0.0006329328753054142	0.00018926184566225857	0.000294809986371547	0.0003564926446415484	0.00071317347465083	0.0005496275844052434	0.00042158030555583537	0.0008270780672319233	0.0014736290322616696	0.0007106955163180828	0.0006978854071348906	9.775043145054951e-05	0.0003759870305657387	0.000349421490682289	0.0014218002324923873	0.0005463115521706641	0.0004366956418380141	0.00043731118785217404	0.0006684637628495693	0.0011900031240656972	0.00021980250312481076	0.000984210055321455	0.0007846122607588768	0.0007557615754194558	0.00045529904309660196	0.00024775214842520654	0.00047118240036070347	0.0012607916723936796	0.0006979986792430282	0.0004806711513083428
OGN	8.659206400807307e-07	1.0800875315908343e-05	1.531037560198456e-05	2.742665401456179e-06	9.36106971494155e-06	2.3778855393175036e-05	3.2829913834575564e-05	4.442214049049653e-06	3.820659185294062e-05	5.674109502251667e-07	8.489985702908598e-06	7.320809913835546e-07	1.0678239732442307e-06	3.4289674658793956e-05	0.0011373626766726375	0.0010940450010821223	1.8407554307486862e-06	5.755226197834418e-07	1.0223519893770572e-05	1.19535934572923e-06	3.4811559999070596e-06	8.739617101127806e-07	5.3544528782367706e-05	1.2800892363884486e-05	5.674690783052938e-06	1.1548248039616738e-05	2.51331821345957e-05	4.173599518253468e-05	2.05830110644456e-05	1.820074658098747e-06	3.9426731746061705e-06	2.0732084067276446e-06
MPZL1	0.00013592954201158136	4.091919618076645e-05	5.872834663023241e-05	0.00010484750237083063	6.911563832545653e-05	0.00028534510056488216	0.0005112206563353539	0.0001795337302610278	4.249755511409603e-05	0.00014196820848155767	4.983876715414226e-05	7.92400969658047e-05	0.0001948531426023692	0.0009127890225499868	0.00049731251783669	0.0008933896315284073	3.75707822968252e-05	3.907515747414436e-06	0.0001257767726201564	0.0005345458048395813	6.554520223289728e-05	0.0005529823829419911	0.0007267549517564476	3.5905588447349146e-05	2.7731301088351756e-05	0.00015628190885763615	0.0001660643465584144	0.00024987896904349327	9.371789928991348e-05	9.986197255784646e-05	0.00020933945779688656	0.0002461758558638394
PTPRCAP	0.0006022848538123071	0.0003495601122267544	2.9034406907157972e-05	8.524582995050878e-08	0.00010346719500375912	0.0001052365405485034	3.977020242018625e-05	2.2638546681719163e-07	2.428727202641312e-05	5.680049639522622e-07	0.0006853115628473461	0.00031326888711191714	4.447629180504009e-07	6.756860670975584e-08	3.271029243023804e-07	1.4511105916881206e-07	0.0011105084558948874	1.5385774077003589e-06	8.943764260038733e-05	1.2707405971923436e-07	0.00040129804983735085	8.411220164816768e-08	1.7098597027143114e-07	0.0009607543470337987	0.0005216008285060525	4.907502079731785e-05	6.208985723787919e-05	1.4839516552456189e-05	0.00013981148367747664	1.6046158634708263e-05	7.715604624536354e-06	9.759436943568289e-05
TRBC1	4.9628924898570403e-05	0.0013382664183154702	0.00032024175743572414	2.8093012360841385e-07	0.001406211405992508	4.017993342131376e-05	0.00019987272389698774	6.062251145522168e-07	9.5779359980952e-05	4.895366600976558e-06	0.00109250342939049	0.0013685818994417787	7.014675134087156e-07	2.27468035518541e-07	2.824796183631406e-06	3.8120842305033875e-07	0.00129625853151083	1.2763102859025821e-06	3.758823004318401e-05	5.296145104694006e-07	0.0008436957141384482	2.0902803044009488e-07	4.876477532889112e-07	0.0009960854658856988	0.0007317190757021308	0.00010482886136742309	0.00013879113248549402	5.511021663551219e-05	0.00015295585035346448	1.9674538634717464e-05	1.9495721517159836e-06	5.38190261067939e-06
C1QC	1.4731523378941347e-06	3.682811666294583e-06	3.095106876571663e-05	4.078275139818288e-07	1.0236386742690229e-06	7.3941641858255025e-06	1.3261276762932539e-05	1.0928745552973851e-07	3.1787574243935524e-06	5.091966954751115e-07	4.498762336879736e-06	1.8059603235087707e-06	0.002057944657281041	7.60480929784535e-07	9.000945624393353e-07	5.77264700041269e-07	2.0084187326574465e-06	1.0979823628076701e-07	8.57522536534816e-06	2.717386678341427e-06	1.6524820694030495e-06	1.000996348921035e-06	7.764540896459948e-06	7.123086561477976e-06	2.2873437046655454e-06	8.755749149713665e-06	8.693570634932257e-06	6.623455647059018e-06	8.090471055766102e-06	6.522793682961492e-06	4.463332743398496e-07	5.959357622487005e-06
HMGN1	0.000917923403903842	0.0013055780436843634	0.0004670060588978231	0.0020798700861632824	0.00032773500424809754	0.0003264330152887851	0.000881125102750957	0.0002046426961896941	0.0008226421196013689	0.0006300534587353468	0.0007109342841431499	0.0006585877854377031	0.0003921950701624155	0.0008480561664327979	0.000389174441806972	0.00037854761467315257	0.0009613169822841883	0.0007891174755059183	0.0003569906111806631	0.00025942089268937707	0.0005562860169447958	0.0013259556144475937	0.00026740756584331393	0.0009733944898471236	0.0008396488265134394	0.0005411429447121918	0.0006305076531134546	0.00042344912071712315	0.00045784597750753164	0.0015389850595965981	0.0007400293834507465	0.0004127537540625781
TCF7L2	8.671548812344554e-07	6.988348673075961e-07	5.31398291059304e-05	3.6215117233950878e-06	3.822900907834992e-05	5.665573917212896e-05	0.00020724536443594843	0.0003153095312882215	0.0004187013837508857	0.00014073641796130687	1.1587591870920733e-05	4.758985232911073e-05	9.809665061766282e-05	6.567974924109876e-05	0.0019530074205249548	0.0005219566519372165	2.0211884475429542e-05	1.5528014500887366e-06	2.8309923436609097e-05	0.0003579826152417809	1.017297381622484e-05	7.896342867752537e-05	0.0007171877077780664	1.0134579497389495e-05	1.550267916172743e-05	4.41714764747303e-05	3.982729685958475e-05	4.758665454573929e-05	4.467902545002289e-05	1.1712502782756928e-05	5.514229997061193e-06	6.014433893142268e-06
SEL1L	0.0001840138138504699	0.0002452427870593965	0.000540819950401783	0.0006331736803986132	0.0005742659559473395	0.0011723010102286935	5.6608085287734866e-05	0.00019602369866333902	0.00029987271409481764	8.841251110425219e-05	0.00041720859007909894	0.0002718117611948401	0.0002480488910805434	0.0009509246447123587	0.000169826511410065	0.00040962002822197974	0.00018880434799939394	0.0003093618724960834	0.001856563612818718	0.00026882224483415484	0.00034950795816257596	0.00013012597628403455	0.0005112218204885721	0.0002750465355347842	0.00016817879804875702	0.0004542192618828267	0.0004206033772788942	5.551596041186713e-05	0.0004882717039436102	2.93636076094117e-05	0.00013180059613659978	0.002700500888749957
COL18A1	2.9026646188867744e-06	1.3864643733541016e-05	2.7528960345080122e-05	6.3590377976652235e-06	1.5547282600891776e-05	3.33690841216594e-05	8.148993947543204e-05	0.001673154765740037	0.00018941161397378892	5.846157728228718e-05	5.0453792937332764e-05	2.84346842818195e-05	2.4180199034162797e-06	4.8687532398616895e-05	0.00018700056534726173	0.000186809673323296	1.767378307704348e-05	0.00012368822353892028	1.3939556083641946e-05	0.0003853292728308588	2.354679054406006e-05	4.226441433274886e-06	0.002706381492316723	8.618118044978473e-06	2.051333649433218e-05	5.110686834086664e-05	7.164521957747638e-05	0.00014749745605513453	2.5892995836329646e-05	4.537568202067632e-06	1.695518585620448e-05	4.576449100568425e-06
MCM6	7.877137250034139e-05	0.00018997052393388003	5.9108373534400016e-05	2.3305830836761743e-05	0.0004960839869454503	1.270662232855102e-05	5.958911424386315e-05	0.00013897503959015012	0.00015994209388736635	8.675170101923868e-05	0.00020681436581071466	7.166760042309761e-05	4.178960443823598e-05	4.488013655645773e-05	0.00011186135088792071	0.00015917059499770403	0.00022780013387091458	2.586087975942064e-05	4.642806379706599e-05	9.090243838727474e-05	0.00012793402129318565	8.374104072572663e-05	0.0001133457335527055	0.0004548623983282596	0.00013848126400262117	0.0003117006563115865	7.452206773450598e-05	0.00012735859490931034	7.764145993860438e-05	0.0009119004826061428	0.00011407102283556014	3.994068902102299e-05
CYTH3	5.089408205094514e-06	0.00015221573994494975	0.00012046864139847457	5.5153336688817944e-06	0.0003779703110922128	2.4907838451326825e-05	0.00018267390260007232	0.0004941029474139214	6.591217970708385e-05	1.2853641237597913e-05	0.00010041311907116324	0.00010451574780745432	4.026678652735427e-05	3.4893622796516865e-05	0.0003746708680409938	0.0007883475045673549	0.00011106173769803718	8.675351273268461e-05	1.0875675798160955e-05	0.00023016416525933892	0.00010826250945683569	5.995179890305735e-06	0.0013782448368147016	0.00016757824050728232	3.738404484465718e-05	5.3293322707759216e-05	4.2154613765887916e-05	1.7112271962105297e-05	3.294245107099414e-05	3.338609167258255e-05	0.0001293827808694914	1.3802361991110956e-06
ATF3	5.1939482546004e-06	1.1145273674628697e-05	2.8224499146745075e-06	0.0009545846260152757	5.416748990683118e-06	6.88358923071064e-05	6.397681772796204e-06	0.0003243892570026219	8.843813702696934e-06	6.615838356083259e-05	5.1093225010845345e-06	3.733437552000396e-05	0.0006182833458296955	0.0008202740573324263	5.186368798604235e-05	7.113164883776335e-06	1.6857693481142633e-05	1.597614937054459e-05	5.5021770094754174e-05	1.0471676432644017e-05	7.726387593720574e-06	0.0003062068426515907	1.504822739661904e-05	2.589335235825274e-05	8.758533112995792e-06	2.3556951418868266e-05	2.6713723855209537e-05	3.727338707903982e-06	3.829475099337287e-05	2.3460554075427353e-05	7.450201519532129e-05	0.0003876852279063314
WFDC1	5.974617778292668e-08	1.0935121252941826e-07	3.1826166377868503e-06	1.4481082999395767e-08	1.807357250527275e-07	4.825983069167705e-06	5.154763584869215e-06	0.0016562705859541893	1.0696739082050044e-05	2.1189707695157267e-06	8.328749458996754e-07	1.420522437456384e-07	1.5733070313217468e-07	4.048624759889208e-06	6.877428859297652e-06	5.2994673751527444e-05	6.825258935805323e-08	1.0728302157758662e-07	2.6915167836705223e-06	7.738919521216303e-06	1.0696822982936283e-07	3.5589744129538303e-07	9.147216769633815e-05	2.161877858952721e-07	2.421255373974418e-08	5.432536454463843e-06	1.8689888747758232e-05	4.028882358397823e-06	1.3093978850520216e-05	8.106455425149761e-06	1.621166006771091e-06	1.7535457175199554e-07
GCA	0.0005504123400896788	0.00027992966352030635	0.00011869080481119454	9.495065023656934e-05	0.00010375049168942496	3.293464396847412e-05	0.0001427125243935734	0.00011018411169061437	9.015537216328084e-05	0.0003353932988829911	0.00016445144137833267	8.885792340151966e-06	0.0007764662732370198	0.00011062828707508743	8.370734576601535e-05	4.156295835855417e-05	9.723356924951077e-05	0.00020580500131472945	0.00017098759417422116	9.844970190897584e-05	9.68035965343006e-05	9.008569031720981e-05	5.993506056256592e-05	0.00014317927707452327	0.0001650206686463207	5.990354111418128e-05	9.62925550993532e-05	1.9015546058653854e-05	6.912784010637552e-05	0.00010643125278875232	0.0008458933443762362	0.000126615195767954
EHF	1.5430096311774832e-07	9.364807738165837e-07	1.821275304791925e-06	0.0004362476756796241	2.843846914402093e-06	4.985619398212293e-06	3.071887022088049e-06	4.21892906388166e-07	2.4287583073601127e-06	2.100038955177297e-06	4.98492545375484e-06	2.316819376346757e-07	1.9745813915506005e-05	0.0012282624375075102	1.3882349492178037e-07	1.7279534176850575e-06	9.159015235127299e-07	5.497550148447772e-08	2.2834710762253962e-06	1.0986638017129735e-06	8.923761356527393e-07	0.0007134340121410787	1.861739110609051e-05	1.4218177057045978e-05	1.5734154601432238e-07	5.0203780119773e-06	8.3322938735364e-06	5.169111773284385e-06	6.637082151428331e-06	4.9262973334407434e-05	2.538867738621775e-05	5.097202802062384e-07
SPNS2	1.8038913651707844e-07	3.454248826528783e-06	7.974133040988818e-06	1.3454813370117336e-06	2.031914846156724e-06	8.405514563492034e-06	4.908613846055232e-05	7.070147694321349e-05	1.0938323612208478e-05	0.0003299926465842873	8.923587301978841e-06	1.9036153844353976e-06	4.7462922339036595e-06	5.830375448567793e-05	1.1120865565317217e-05	1.3512093346434995e-06	3.7510193351408816e-07	7.223279112622549e-07	1.703473571978975e-05	0.001034483197145164	8.724403414817061e-06	5.7298435422126204e-05	6.501281404780457e-06	8.182283863789053e-07	4.433027527284139e-07	7.5343345997680444e-06	1.8490987713448703e-05	8.71104475663742e-06	1.774655538611114e-05	7.652744898223318e-06	3.6091390143155877e-07	3.816919615928782e-07
LURAP1L	7.113817446224857e-08	6.951737532290281e-07	5.0760631893354e-06	0.0016658884705975652	5.305938429955859e-06	1.310584138991544e-05	3.0201421395759098e-05	0.0007016847375780344	9.744991075422149e-06	3.146120798191987e-05	5.825644620927051e-06	3.3880331784530426e-07	1.0952079492199118e-06	0.0010225690202787519	0.0003919805749319494	0.00015562225598841906	4.521483845110197e-07	2.5205956717400113e-06	3.3774113035178743e-06	2.873849734896794e-05	1.1344891390763223e-06	0.0002237939479527995	0.00011214057303732261	7.656670959477196e-07	5.734330557061185e-07	7.3860292104654945e-06	3.462553650024347e-05	6.744801339664264e-06	1.3750158359471243e-05	5.532369868888054e-06	4.050996722071432e-06	1.2310068768783822e-06
FHL1	4.8703517677495256e-05	5.0849113904405385e-05	7.321108569158241e-05	1.1790900344976762e-07	6.88449727022089e-05	8.041811088332906e-05	0.0001727306516841054	0.0009196462924592197	0.0001598973321961239	0.00026249929214827716	5.455606878967956e-05	1.1098766663053539e-05	9.000675163406413e-06	3.6847941373707727e-06	0.0012060386361554265	0.0004139868833590299	5.724720267608063e-06	0.00017576479876879603	8.666865323903039e-05	0.00016989481810014695	0.0001356982538709417	1.2059666914865375e-05	0.00010233810462523252	7.014289167273091e-06	0.00022528406407218426	9.327979933004826e-05	5.68398208997678e-05	8.443826664006338e-05	0.00010244260920444503	5.258939927443862e-05	8.61942971823737e-05	2.0535517251119018e-05
MGST1	2.9951634132885374e-06	1.3033019968133885e-05	1.5461668226635084e-05	0.0004217361274641007	2.478423084539827e-05	4.905377500108443e-05	1.7372372894897126e-05	6.1041791923344135e-06	6.120414127508411e-06	3.12953234242741e-05	2.2301555873127654e-05	4.819168225367321e-06	8.258087473222986e-05	0.00038479664362967014	0.00022263883147388697	1.800719473976642e-05	9.929058251145761e-06	6.126556399976835e-07	1.898387745313812e-05	1.0907710930041503e-05	5.3670246416004375e-06	0.0014686697395518422	2.646268330863677e-05	1.3530472642742097e-05	5.245934971753741e-06	3.3449032343924046e-05	2.3458396753994748e-05	0.00011334218288538978	2.3189752027974464e-05	0.0002520183043088764	2.7907239200430922e-05	1.1836479643534403e-05
RNASE6	0.0007782559841871262	3.5603216019808315e-06	2.602199856482912e-05	2.53758599910725e-07	2.2488047761726193e-06	0.0001490039867348969	1.5001458450569771e-05	1.7556223497194878e-07	1.1912360605492722e-05	1.1887712389579974e-05	1.2397369573591277e-05	8.917750164982863e-06	0.0012041410664096475	6.148102897896024e-07	6.161693022477266e-07	1.0626703783600533e-07	1.9375051124370657e-05	2.17599705365501e-07	0.00037084746873006225	3.494233396850177e-06	3.3526674087625e-05	1.3434279821922246e-07	9.30234023144294e-07	9.218674676958472e-06	2.022844819293823e-05	5.014063572161831e-05	4.9555746954865754e-05	8.658417755214032e-06	0.00017230183584615588	5.09175015395158e-06	0.003300071693956852	0.0008822781383059919
SLF1	0.000114772206870839	0.0001082375820260495	0.00018486479530110955	0.00010132729221368209	0.0013305116444826126	5.102937211631797e-05	0.00021699081116821617	4.2590541852405295e-05	0.0005237563163973391	5.9794670960400254e-05	0.0005632888642139733	0.00029165850719437003	2.150652107957285e-05	5.055534711573273e-05	0.0001464823872083798	3.488879156066105e-05	0.0009734858176670969	0.00010937915794784203	5.782520383945666e-05	4.5481960114557296e-05	0.00046333306818269193	1.2225154023326468e-05	0.00011234239354962483	0.0006265158881433308	0.00014044292038306594	6.641782965743914e-05	0.00030597136355936527	0.00027018453693017364	9.143583156401291e-05	0.00014732808631379157	3.941834802390076e-05	3.6410216125659645e-05
USP15	0.00043395673856139183	0.0006774321664124727	0.0007649925537407398	0.00015721579256933182	0.0017097961390390992	0.00013626703002955765	0.00023315507860388607	0.00013818203296978027	0.0002569556818343699	0.00011378349154256284	0.0008966050809249282	0.0003315391659270972	0.00027709719142876565	0.0003820679266937077	0.00013269903138279915	0.0001059304631780833	0.0004473363806027919	0.00025125674437731504	9.883564052870497e-05	0.0001786214270396158	0.0008217418217100203	4.9977348680840805e-05	0.00028413740801624954	0.0006536042201332748	0.0005072983331046999	0.00023928626615088433	0.00032613848452456295	0.0001310123916482553	0.00018877648108173162	4.689600973506458e-05	0.0003455042897257954	0.00020593714725691825
SMC6	0.000606263114605099	0.00024984561605378985	0.00023308937670663	9.240550571121275e-05	0.0010731262154877186	0.000128005092847161	0.0005028340965509415	0.00038169839535839856	0.00017681824101600796	9.253276948584244e-05	0.00029660662403330207	0.00014677795115858316	7.781191379763186e-05	0.0003359093680046499	0.00016761632286943495	0.00020887277787551284	0.00029129814356565475	6.039242725819349e-05	6.114495045039803e-05	0.00027706040418706834	0.00018890392675530165	0.00010897627362282947	0.0007371060783043504	0.0003047477512154728	0.00016645742289256305	9.313080227002501e-05	0.00015238113701343536	0.00022833682305645198	0.00020441939705051482	0.0002486147277522832	0.0005639848532155156	0.00011217073915759102
MARCKSL1	0.0003999921027570963	6.678132194792852e-05	5.0825608923332766e-05	0.00030452036298811436	5.073085776530206e-05	7.147323049139231e-05	0.00020539747492875904	8.699433237779886e-05	0.00010913965525105596	0.0006325113354250789	4.425621227710508e-05	4.7582660045009106e-05	0.00014162142178975046	6.26079345238395e-05	8.295202860608697e-05	6.48508794256486e-05	8.369015995413065e-05	4.33873719885014e-06	0.00013051432324573398	0.0004221992567181587	0.00012899879948236048	0.0013133687898516655	0.00018358723900746554	6.28048728685826e-05	0.00012488187348935753	5.528416295419447e-05	0.0001094425970222801	7.577082578791305e-05	0.00016774974938016385	0.00022241973783820868	0.0007267420878633857	0.00011444843403296545
SMAD9	2.2209540873063816e-07	1.1001234270224813e-06	5.227245310379658e-06	8.830779165691638e-07	7.49457058191183e-07	1.0507646948099136e-05	0.010232518427073956	5.939304901403375e-05	6.38078699921607e-06	0.0008029660675674677	8.326776423928095e-07	8.316814614772738e-07	4.3150876649633574e-07	5.014549060433637e-06	0.0004744725301861763	0.0002611222444102168	2.269176206937118e-07	4.6484686322401103e-07	4.105618700123159e-06	0.0005961740971542895	1.8182571466240915e-06	2.8393806132953614e-06	4.1060477087739855e-05	1.828906306400313e-07	7.77813454533316e-07	9.850299647951033e-06	1.9820719899144024e-05	6.796500656491844e-06	1.418257124896627e-05	1.598934886715142e-06	1.1167521734023467e-06	1.1679139788611792e-06
QDPR	4.687161708716303e-05	9.386491001350805e-05	2.101459540426731e-05	0.002902059582993388	4.196866211714223e-05	3.132711208309047e-05	2.6465037080924958e-05	0.00021656103490386158	8.909736789064482e-05	8.650741801830009e-05	7.14696288923733e-05	5.42517336725723e-05	0.00010447364184074104	0.0003811489441432059	0.00014122843276709318	8.082648855634034e-05	0.00014191750960890204	8.599943976150826e-05	0.00010046810348285362	5.200785744818859e-05	7.64571304898709e-05	0.0007828439120203257	3.977455708081834e-05	0.00012678559869527817	0.00010566107812337577	8.69593204697594e-05	3.0024668376427144e-05	1.1404492397559807e-05	0.00016923305520322174	0.00020557455718517303	0.00018902162264566869	0.00011243104381719604
RPS9	0.002223016694188118	0.0010714916279539466	0.000991020817309618	0.001527446205727756	0.0002897641679737717	0.0009160684421658516	0.0013867092784494162	0.0010678537655621767	0.0009847867768257856	0.002672435948625207	0.0012164496583864093	0.0010178519878536463	0.0007255905657075346	0.0003314698114991188	0.0018370465841144323	0.0007701174472458661	0.0012374272337183356	0.00042301713256165385	0.0008467243751510978	0.0004380675090942532	0.0014776529278606176	0.0025378530845046043	0.0001696774852462113	0.0009486280614510179	0.002978129778057337	0.0014711546245962381	0.0009135481086559594	0.0007362221949733794	0.001073088264092803	0.0005419221706688404	0.002447770908474922	0.0008667190559208393
ST3GAL4	1.0238283721264452e-05	3.7771507777506486e-05	0.00018210968119092286	4.362718391348608e-05	8.750843699090183e-05	3.2623462175251916e-05	0.00013979958021081984	0.00018272743909619749	0.00042617443250492215	9.135715663433075e-05	7.222837302833796e-05	0.00016024608339648694	7.070719584589824e-05	0.00010355631820857525	0.0008147195912897587	0.000436442467616871	5.9747897466877475e-05	0.000994496513158083	1.5858242477406748e-05	9.97171810013242e-05	1.2438519661372993e-05	0.0008200237061828375	9.789391333470121e-05	0.000154740599100478	2.3358737962553278e-05	5.0641963753150776e-05	3.648358324426226e-05	0.0005446907598525286	9.304203558713198e-05	0.00036351196467876434	0.0006255973130464554	1.9379171135369688e-05
WIPF1	0.00041207560570910573	0.0007601426332257688	0.0007438856991939247	7.850073302506644e-07	0.0012745715212076902	0.00018318905495107174	0.0005427380092442036	6.326127186184749e-05	0.00041858747135847807	6.972509436309338e-05	0.0010888602118939161	0.0009742745896801353	0.00032362708589062095	2.056700168395764e-06	0.00028751263744197786	0.00030314046307466924	0.001239403965882957	0.0002530881902202964	0.00010068047413369641	0.00011510818876558915	0.0009803834836930037	1.5151775869526318e-06	0.00030138311558403075	0.0009579876787029207	0.0006741279503330588	0.00035675332765094936	0.0002319467457709834	0.0007597867515869439	0.00033813310437835753	7.172382902354002e-05	0.00012881260772701353	0.00014428296708501875
CLEC3B	2.1295099372764525e-07	2.4365445483454096e-07	7.062641543598147e-06	1.3611114582090522e-06	3.4245050528625143e-07	1.961038651643321e-05	1.0717127224779688e-05	0.0003977549495175481	3.266558633185923e-05	0.0010870060650631785	1.2945549769938225e-06	4.759342573379399e-07	5.757029271080683e-07	2.09211748369853e-06	0.0008221028838306665	8.031554898479953e-06	2.1147917550479178e-07	8.753301017350168e-07	7.674392691114917e-06	0.002293058903887868	3.1944804845807084e-07	1.649891942179238e-06	2.156829577870667e-05	3.697556394399726e-07	2.1888949675030744e-07	1.3905973901273683e-05	1.6974785467027687e-05	1.0854862011910882e-05	1.1967985301453155e-05	2.7824864901049295e-07	4.3548484995881154e-07	9.393161803927796e-07
GAS1	2.82596062106677e-07	1.1511325510582537e-06	2.1222029317868873e-05	1.1523788145950675e-07	5.186752787267324e-06	2.095521085720975e-05	1.9969749700976536e-05	1.4661026398243848e-05	0.00013695946836378425	2.9709846785408445e-05	4.0921836443885695e-06	1.6034126019803807e-05	2.178246859330102e-06	9.204421985486988e-06	0.0004230224003549665	0.0016228803433477879	9.831184115682845e-07	7.355362185990089e-07	5.078820777271176e-06	1.480347418691963e-05	2.4095666958601214e-05	4.6620962166343816e-06	0.00041826243977993727	7.842705258553906e-07	4.773906312038889e-06	2.1690450012101792e-05	3.244321851525456e-05	1.3973211935081054e-05	1.8143869965570047e-05	5.140209850651445e-06	3.980069323006319e-06	2.442289087412064e-06
FAM20A	1.722751221677754e-07	5.54149494291778e-07	4.295092367101461e-05	3.32683463000194e-08	4.839926987187937e-06	6.540679169120267e-05	5.11191610712558e-05	1.528319671706413e-06	2.3319122192333452e-05	3.6165576602797955e-05	2.6596007955959067e-06	2.2920052344943542e-07	0.0002748480183072388	5.511122708412586e-06	0.001786084147170186	0.0003928104415535927	3.2239546499113203e-07	2.466472608375625e-07	1.1534979421412572e-05	2.1879159248783253e-05	2.5898027615767205e-06	7.580249075544998e-06	0.0008606190676800907	8.236168582698156e-07	7.812322451172804e-07	1.3339090401132125e-05	2.1130810637259856e-05	1.3718959053221624e-05	1.654493826208636e-05	2.196659579567495e-06	1.4850111256237142e-05	9.354783401249733e-07
