Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32
CPNE5	0.0012233216548338532	1.3150279301044066e-06	0.0001036815156112425	4.2561353552628134e-08	5.23526580309408e-07	0.0005175158148631454	1.4415359146369155e-05	2.1051047838227532e-07	2.1335838027880527e-05	1.8954948245664127e-05	3.4943973332701717e-06	3.0932631034374936e-07	1.7270168655159068e-06	3.059787104575662e-06	9.388020885126025e-07	2.8431163627828937e-06	3.0070577849983238e-06	0.00027437438257038593	0.0004818992456421256	0.0006774774519726634	7.733334314252716e-06	8.81741186731233e-07	2.5664046461315593e-06	3.023460294571123e-06	1.169739107353962e-06	1.5021088074718136e-05	5.501884515979327e-05	6.529907295771409e-06	0.00010003354691434652	1.3552944437833503e-06	1.5578731336063356e-06	0.002847840776666999
FAM92B	3.68183457055693e-08	2.399073650849459e-07	1.307345655732206e-06	4.217923343929897e-09	1.2215392075631826e-07	0.0003248764551244676	2.8186805138830096e-06	4.3169237073925615e-08	2.56341422755213e-06	1.002651615067407e-07	1.532505962131836e-07	6.169857869053885e-08	9.831729386178267e-08	4.8396245233561785e-08	5.835394034647834e-08	2.7675866931531345e-07	3.343229337815501e-08	4.433602640574463e-08	0.0008635871345177293	1.3860103535989765e-06	1.090564182959497e-06	5.289671367592064e-09	7.117870381989633e-08	9.046294735526317e-08	1.1774011987597532e-08	3.291283792350441e-05	4.769195584231056e-05	2.28851308747835e-06	8.313816215377301e-05	2.9246878696653766e-08	1.312879049919502e-07	0.003594568930566311
TNFRSF17	0.00040146210812963545	4.1777272485887806e-07	4.319298568589147e-06	1.192187237819553e-08	1.859163916151374e-07	0.0028329293709248304	5.75893000132055e-06	9.456972094312732e-08	2.711236447794363e-06	2.0453330762393307e-07	7.223438842629548e-07	1.2589620723701955e-07	2.3941464633026044e-07	6.042247235882314e-08	1.3069974613699742e-07	6.170775463942846e-07	1.2380745317841502e-07	7.528775114451491e-08	0.003130164695903659	1.6518649204044777e-07	2.318503931064697e-07	2.0209000695103896e-08	2.0151770740994834e-07	1.0252460924675688e-06	2.9340796459109697e-08	2.9658516723429784e-05	1.469339713366935e-05	4.8266547310049646e-06	0.0005121003487147391	8.795617389978361e-08	9.455112035539059e-07	0.00626059714704752
IGLV3-10	2.9018883296316744e-08	2.55508325608389e-08	1.1583578043428133e-06	3.648765956043576e-09	9.504515219305176e-08	2.81759321296704e-06	2.5515250854368787e-06	3.922969682434996e-08	1.930955477291718e-06	8.912034132890767e-08	1.4571847373190394e-07	5.4558011441940835e-08	1.488782341851902e-08	1.0952808437991735e-08	5.2610339196235145e-08	1.6171194161529456e-08	1.8928552947272692e-08	4.282414778344901e-08	1.3614658200822305e-06	1.8720076155887e-08	3.563461348221608e-08	4.41060965528095e-09	4.678413745295984e-08	4.795612795760462e-08	1.022273110606875e-08	2.4869143544492545e-06	5.039632014813833e-06	1.7613806448935065e-06	4.018685558548896e-06	2.8858815781518388e-08	1.1533580845934921e-07	9.250127419591081e-08
CDCA2	6.051794798622723e-08	1.0385689108716178e-07	1.810548724279215e-06	1.1204058125713345e-08	3.432230869293562e-06	9.695940207166132e-06	4.581036137096817e-06	1.795914045032987e-06	3.180217163389898e-06	2.2730573334683868e-07	3.7269095628289506e-05	1.759826204761339e-07	1.013072164823825e-06	2.5297920728917234e-05	3.5133899700667826e-07	3.842256148800516e-07	7.826187697901332e-08	7.866515261412133e-08	2.3290756416827207e-06	9.161266234514187e-08	9.422335267572635e-08	1.4066295079828706e-05	1.363772980766953e-06	2.948029077742831e-06	4.751757387566613e-08	3.2693002140149474e-05	1.0473134352650959e-05	3.680126155813923e-06	6.645158464380074e-06	0.0028216105420142412	9.016759577207267e-06	1.7971472061617533e-06
IRAK3	4.774754779646173e-05	2.5849687517620623e-05	2.132011650246568e-05	7.954480452099233e-08	3.5995365124108503e-06	1.6362197129637934e-05	1.6630008758511394e-05	8.184881153283641e-05	9.475310434936546e-06	0.00024921458680182695	0.0001108974902308546	9.6819703685469e-06	0.0005249423556961119	7.404174084513215e-06	0.00031057297019287944	9.92158311419189e-05	7.089910241120378e-07	0.00022763617744203657	3.241336889914237e-05	0.0004014507576357573	1.355915287604148e-06	2.2020960841473425e-06	0.000449424289399758	2.59185708273435e-06	6.085096174501814e-06	1.2384949513943866e-05	1.9661867554532364e-05	6.2023736973060295e-06	1.69684826687444e-05	5.032678473071428e-06	5.285999577608891e-05	1.3439711210594396e-06
SLC44A1	5.361517105484381e-05	6.904292240506038e-05	0.00011245423229411244	0.00045441536349244416	0.00022013696434441954	0.0005215185810811818	0.00022935628658160567	0.00015427172183990479	0.0002125200117006898	0.00014511682093143463	8.300406625494361e-05	8.347744733328e-05	0.00018980032473336905	0.0005600951844826341	0.00046285908319987357	0.0011385019170120358	5.209333176026121e-05	0.0009405550081282854	0.0004747304483316839	0.00027868433971889317	0.0002245362993562594	9.462788875680417e-05	0.0007600423996336758	1.6498894183314405e-05	0.00010617373482091352	0.0002945260494016111	0.00015597554738633335	0.00015522853937000036	0.0003482375177554786	5.045161015004851e-05	0.00013271192437969148	0.0009193361620418727
TRAF4	0.0006126842345111072	0.00024354901688639075	4.4745080231223255e-05	0.00012357733794488013	5.80038467887789e-05	0.00014986131282057613	5.192432945477776e-05	5.1475853979354724e-05	6.336541991913691e-05	0.00012676000187639147	8.820294169709086e-05	2.8555135941132903e-05	2.9898617867729627e-05	0.0003860319557134062	4.8276997404173017e-05	9.168176620732993e-05	6.657053745584562e-05	0.0001825956132961437	5.3462619689526036e-05	8.631448145024478e-05	4.35932342952583e-05	0.00044014945160597563	0.000210531463380903	8.418148354394361e-05	0.00011168907803948969	0.0002533729712013155	0.0002192969259340316	0.00010671649215510115	0.00011554868251550943	0.00019300170242786407	0.0011631367960944772	0.0001339278678642586
EDIL3	3.416982679027569e-07	4.0823616132001916e-07	8.215117304644082e-06	2.384286190704188e-08	9.230631690115843e-07	8.784999226918444e-05	4.3843319872394204e-05	0.0003968533128499985	2.0717325242003426e-05	1.2457261618692428e-05	1.2911649491798016e-06	2.956173261736694e-07	2.3566479967485066e-07	1.797348704712931e-05	1.3469383702613413e-05	0.0015706773847341537	8.530731747669051e-07	7.538033241871744e-05	5.3986782404535916e-06	0.00018469284987077117	3.496229226129799e-07	1.1417986200967789e-07	0.0008225258789025247	4.777996878146951e-07	2.307912581045457e-07	1.5640311175957322e-05	2.481281444488559e-05	1.7980490156332962e-05	1.82616277015768e-05	3.729460331669543e-07	4.6270620259747375e-06	1.1419031125114998e-06
RPL10	0.0023666811175644398	0.0012010254431515932	0.000818500469904393	0.0012439839774742723	0.0005440894747152925	0.0013544238172471523	0.0014041201211512089	0.0010656398953869939	0.001850660890340805	0.0028723927680402994	0.0013211664045229554	0.0014700420433655381	0.0005821102531626821	0.00017831545847002417	0.0019189283484593034	0.0009651092696003616	0.0016514062881469727	0.0015394969377666712	0.0014738811878487468	0.00041914291796274483	0.0017333298455923796	0.0021635987795889378	0.00017625390319153666	0.0007481803768314421	0.004274757578969002	0.0010133975883945823	0.0006353019271045923	0.001119085936807096	0.0012397022219374776	0.0003354509826749563	0.0026202676817774773	0.0014062407426536083
CST7	3.3144085591629846e-06	0.000503499002661556	0.00012423576845321804	3.759020614779729e-07	0.0002827053831424564	4.5268432586453855e-05	0.0002363086532568559	5.728238079427683e-07	0.0003031256201211363	1.6654101955282385e-06	0.0003304487618152052	0.0031720607075840235	5.192942353460239e-06	1.3213598037964402e-07	2.062085968645988e-06	3.279644442955032e-05	0.0026300421450287104	7.968393038026989e-05	2.8923879654030316e-05	2.0647708254273311e-07	0.00048366989358328283	1.0577481646123488e-07	2.3712093479844043e-06	0.0009028609492816031	0.00014340117922984064	8.952499774750322e-05	0.00010079836647491902	0.00019351228547748178	0.00012270383012946695	8.65417405293556e-06	0.00026733012055046856	7.565697160316631e-06
HIGD1B	2.945739652204793e-07	9.898646169403946e-08	5.412767222878756e-06	4.0292826497534406e-07	5.854643632119405e-07	8.490071195410565e-06	1.3608161680167541e-05	0.0037582870572805405	9.410062375536654e-06	3.495054215818527e-06	8.323818292410579e-07	2.2506939956201677e-07	1.1306809710731613e-07	5.091831098980037e-07	2.2655949578620493e-06	9.053795935187736e-08	1.15639373632348e-07	2.0080445040093764e-07	3.9112837839638814e-06	4.2643000597308856e-06	2.3954038397278055e-07	1.1355493967357688e-07	4.4791715481551364e-05	1.868616692490832e-07	3.0658874550226756e-08	1.5328820154536515e-05	4.562538015306927e-05	7.853905117372051e-06	1.6681204215274192e-05	1.2367635804366728e-07	5.839786467731756e-07	3.2528700444345304e-07
PPP3CC	0.000621605955529958	0.0003889328218065202	0.0006312075420282781	0.00021621552878059447	0.0008824073011055589	0.0003528671804815531	0.00023491508909501135	0.00018340529641136527	0.00010778183786896989	0.00015263415116351098	0.000630043214187026	0.0008147230837494135	7.701907452428713e-05	0.00020865471742581576	0.00011568670743145049	0.0001180628314614296	0.0005241429316811264	0.0001731767551973462	0.00029948417795822024	0.00019686725863721222	0.0006993058486841619	1.8603639546199702e-05	0.00025935654412023723	0.0005107395118102431	0.000538499210961163	0.0003107224474661052	0.00034622702514752746	0.0003001961740665138	0.00038429896812886	2.9915217965026386e-05	8.756150782573968e-05	0.0004123175167478621
NTRK2	9.529555882181739e-07	3.289760570623912e-05	8.809935025055893e-06	1.746876563402111e-07	1.2925115697726142e-05	1.340733069810085e-05	1.859571784734726e-05	0.0013391765533015132	1.881994649011176e-05	0.00022179182269610465	6.480354386440013e-06	2.5601175366318785e-06	4.5884266342000046e-07	4.450020787771791e-05	0.00021822727285325527	2.350373506487813e-05	2.651360318850493e-06	2.719598910516652e-07	6.537317858601455e-06	1.811928314054967e-06	5.3583371482091025e-06	5.023884659749456e-05	2.92995864583645e-05	2.561414112278726e-05	3.5366318229534954e-07	1.977440479095094e-05	4.489455750444904e-05	9.112722182180732e-06	2.1775373170385137e-05	3.306442522443831e-06	1.71410908933467e-06	1.6987496564979665e-06
SIL1	3.204389940947294e-05	0.0001683923474047333	0.0001191441624541767	0.0005821953527629375	0.0001466297690058127	0.0003421284491196275	0.00011189474753336981	0.0001686825416982174	6.233673047972843e-05	7.747281051706523e-05	0.00025593547616153955	0.00018166325753554702	0.0003687198623083532	0.0004774388507939875	0.0004317915008869022	0.0003118180320598185	0.00012200197670608759	0.00034433972905389965	0.0007674724329262972	0.0002165983314625919	0.00012798864918295294	0.00042845308780670166	0.000336383847752586	0.0001438372564734891	8.575685205869377e-05	8.729098772164434e-05	0.0002993448870256543	0.00019578701176214963	0.0004097500641364604	5.158709973329678e-05	0.00012019562564091757	0.0016031304839998484
