Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18
NTRK2	0.0012607916723936796	1.0346374210712384e-06	0.00011952903878409415	2.5889030439429916e-06	4.84263182443101e-07	0.00040186126716434956	5.341752853382786e-07	7.854091563785914e-07	3.1075278457137756e-06	1.1277873454673681e-05	1.1361142924215528e-06	4.7083899517019745e-06	1.1204588190594222e-05	4.763655306305736e-05	1.261971647181781e-05	1.8526005078456365e-05	1.7928622355611878e-06	3.161335553159006e-05
SIL1	0.00020737432350870222	3.3433196222176775e-05	0.0003419314743950963	0.00019541858637239784	0.00031802835292182863	0.0002597403363324702	0.00035706136259250343	9.552131086820737e-05	0.0006222681840881705	0.00013690622290596366	0.000190309903700836	8.565867756260559e-05	0.00017128605395555496	0.0003863701713271439	0.0010937219485640526	0.00013937171024736017	0.0013615032657980919	0.0003367976169101894
ARPC5	0.0009146608645096421	0.0006039151339791715	0.0002886804286390543	0.0003185370296705514	0.0004961415543220937	0.000256262777838856	0.0010244398145005107	0.000640624959487468	0.00025499105686321855	0.0004414297582115978	0.000761523493565619	0.0008663437911309302	0.0008975854143500328	0.0006424866733141243	0.0002480552066117525	0.0006960793398320675	0.00023165694437921047	0.00034233840415254235
MBP	5.3440862757270224e-06	0.0004670438647735864	0.0001341318420600146	1.7047667597580585e-06	0.0005162530578672886	0.000936910102609545	0.00020450631564017385	0.0009660329669713974	0.00011660991731332615	0.0007685297750867903	0.0010844215285032988	5.30513352714479e-05	8.971906208898872e-05	6.8452070991043e-05	9.895188850350678e-05	0.0005141876172274351	5.615402915282175e-05	7.936303882161155e-05
LEPROTL1	0.00010868808021768928	0.000131916138343513	7.471108256140724e-05	0.00017164098971989006	0.00038330265670083463	0.0003392505459487438	0.00018132197146769613	0.0013589729787781835	0.00015544872439932078	0.00040618341881781816	0.0004953634925186634	0.00010343547910451889	0.00021943806495983154	0.0001682916918070987	0.0001963348186109215	0.0007141054375097156	0.00014387306873686612	6.648514681728557e-05
MPEG1	2.529263269934745e-07	0.0005031230975873768	8.304368179778976e-07	2.1337746147764847e-06	3.451995667091978e-07	1.0226526683254633e-06	0.0012504084734246135	5.0546709928767086e-08	1.688894428752974e-07	6.52175640425412e-06	3.0627652449766174e-06	1.1135757631564047e-06	1.2471315358197899e-06	2.2810624500380072e-08	4.1651846913737245e-06	4.980824996891897e-07	0.0004647844471037388	2.234079090612795e-07
ELN	0.0001814041315810755	1.1363425755916978e-06	0.0004087474080733955	0.00024857581593096256	4.306006644583249e-07	1.9903436623280868e-05	6.293229830589553e-07	3.226454907689913e-07	1.4855170775263105e-05	2.9221957447589375e-05	2.932765426066908e-07	4.266840733180288e-06	3.612688306020573e-05	1.277071532967966e-06	1.619896102056373e-05	2.0107374893996166e-06	3.400256218810682e-06	0.0012432622024789453
SELP	2.5731506525517034e-07	1.6835114365676418e-05	1.9016383703274187e-06	0.0008481870754621923	1.2826026249967981e-06	1.78631380549632e-05	2.159495977593906e-07	3.3934371458599344e-05	2.5757193711228865e-08	1.9573864847188815e-05	3.0976261768955737e-06	1.7013771866913885e-06	1.2075468021066627e-06	1.084297238662657e-07	1.7019825463648885e-05	2.603813845780678e-05	8.382510827686929e-07	2.8859989242846495e-07
C1orf21	0.00014642598398495466	5.1646675274241716e-06	0.000695319555234164	0.0002771260333247483	0.00015400114352814853	9.533854608889669e-05	6.575352017534897e-05	3.717231084010564e-05	0.0010065087117254734	0.00014591627405025065	0.0004753287648782134	0.00012313949991948903	3.2888543501030654e-05	0.0005008461885154247	2.6677766072680242e-05	1.5234374586725608e-05	5.352495008992264e-06	9.779981337487698e-05
STX7	0.00015870202332735062	0.0014347260585054755	0.0001546473358757794	0.00018394485232420266	0.00032191970967687666	0.0003934713313356042	0.0005723616923205554	0.00013483913789968938	0.000265742331976071	0.000771788414567709	0.0002314885496161878	8.446333959000185e-05	0.00019491823331918567	0.00016899894399102777	0.00018446358444634825	0.0001473412849009037	0.0002524987212382257	0.000374181370716542
PFN1	0.00035890270373784006	0.0009081120952032506	0.0002952895301859826	0.0003349476319272071	0.00035970451426692307	0.00020058943482581526	0.0011416495544835925	0.001214293879456818	0.0001373432023683563	0.0005425804411061108	0.002446230035275221	0.001770764123648405	0.002647446235641837	0.000912149844225496	0.00037690807948820293	0.0020151303615421057	0.0002447043370921165	0.00030139132286421955
TIAM1	1.3295048120198771e-06	1.6127032722579315e-05	1.4371683391800616e-05	8.961593266576529e-05	0.0004964695544913411	0.0011701679322868586	0.00015332190378103405	0.0003805992892012	3.360518530826084e-05	0.00010696712706703693	6.473546818597242e-05	5.195921767153777e-05	6.934601697139442e-05	1.1775671737268567e-05	3.0098364732111804e-05	0.0005141896544955671	9.741432222654112e-06	3.581588316592388e-05
PPIF	6.982400373090059e-05	0.00016095057071652263	0.00015568180242553353	2.4842118364176713e-05	4.112897295271978e-05	8.49113566800952e-05	0.0006335309008136392	0.00015858365804888308	0.00016485809464938939	0.00020790543931070715	0.00035843512159772217	0.0004743856843560934	0.00011756040476029739	0.00017750984989106655	0.00022515155433211476	0.0003833821101579815	0.00019417976727709174	7.067494880175218e-05
SGCB	0.0009002371807582676	0.000101860860013403	0.0006931450916454196	0.00027032275102101266	3.408746579225408e-06	0.00023034063633531332	2.8682911761279684e-06	0.00010260185081278905	0.00010665231093298644	0.0002120883291354403	7.669851038372144e-05	0.00014454088523052633	0.00027605611830949783	0.00013036768359597772	7.47866797610186e-05	0.0002142190933227539	2.764412056421861e-05	0.0006747517618350685
SGCD	1.3161929018679075e-05	5.718802071896789e-07	0.0001311825617449358	7.313420269383641e-07	3.360722075740341e-06	8.806417099549435e-06	3.6876920717077155e-07	3.6075647358302376e-07	3.8932234929234255e-06	1.6127329217852093e-05	6.611753065044468e-07	3.017722463027894e-07	3.4317046811338514e-05	3.9942199236975284e-07	6.803910309827188e-06	2.4116516783578845e-07	1.0404212389403256e-06	0.001287806429900229
HOXD9	3.026329977728892e-05	8.345070341420069e-07	4.665411779569695e-06	0.001309686340391636	3.616319474986085e-07	2.1897585611441173e-06	2.2195864346485905e-07	6.122257190099845e-08	1.4638909817676904e-07	4.2897700041066855e-06	4.540866029856261e-07	1.3677879451279296e-06	5.2630846766987815e-05	1.3258062381282798e-07	3.2521832054044353e-06	1.6372342770409887e-07	4.934445883009175e-07	4.002561036031693e-05
NRROS	5.230500619290979e-07	0.0003296606591902673	1.8953290918943821e-06	0.00046886218478903174	0.0005196740967221558	0.00042309306445531547	0.0005312230787239969	0.00019616344070527703	2.6564379140836536e-07	0.0001646339806029573	0.00031554303131997585	4.317776983953081e-05	1.5601939594489522e-05	1.0711971754062688e-06	0.00015342327242251486	0.00019440184405539185	0.0001643389550736174	3.064777160943777e-07
TCF4	0.000662298290990293	0.0005758104380220175	0.0010398280574008822	0.0014460926176980138	1.0827298865478951e-05	3.309601379442029e-05	0.00016064848750829697	1.025529854814522e-06	2.71377430181019e-05	0.000142574732308276	9.04552416614024e-06	1.0505734280741308e-05	0.00022009268286637962	1.3658315083375783e-06	6.099954043747857e-05	7.85073916631518e-06	0.0005713169230148196	0.001213541836477816
PRC1	1.206157321576029e-05	4.242724025971256e-05	2.574211248429492e-05	1.7632053641136736e-05	3.4814860327969654e-07	0.00014902658585924655	8.97006339073414e-06	3.5497472708811983e-05	5.39591237611603e-05	8.175942639354616e-06	5.164173126104288e-05	0.002819613553583622	1.38422692543827e-05	6.486164238594938e-06	2.7552707251743414e-05	3.971869227825664e-05	3.1910585676087067e-05	1.0316492080164608e-05
GALNT18	0.00010144214320462197	2.938523948614602e-06	1.7176727851619944e-05	0.0013382101897150278	8.419456207775511e-07	3.6142523640592117e-06	8.620940548098588e-07	5.956507607152162e-07	1.5896885088295676e-05	4.516562330536544e-05	3.05261835364945e-07	2.3217242414830253e-05	7.054398338368628e-06	9.337715891888365e-05	5.186259386391612e-06	1.373586968611562e-07	1.1495607168399147e-06	2.3174474335974082e-05
PAQR4	3.708214353537187e-05	1.2081749446224421e-05	4.903729973193549e-07	9.947720536729321e-05	1.995017555600498e-06	2.1489427126653027e-06	0.00010908368858508766	9.712415703688748e-06	9.471485100220889e-05	4.910428287985269e-06	3.617389302235097e-05	0.0007605990977026522	2.169470099033788e-05	8.728652755962685e-05	3.025855903615593e-06	0.0002811929734889418	3.842911246465519e-05	3.7328540201997384e-05
TACC3	6.416344604076585e-06	0.00017688263324089348	1.8506266314943787e-06	4.3742107664002106e-05	3.979878601967357e-05	0.0007773250690661371	0.00020276413124520332	0.0005822131643071771	9.571278496878222e-06	0.00018098448344971985	0.00018005649326369166	0.0010335834231227636	2.923088140960317e-05	2.961562358905212e-06	2.7558191504795104e-05	0.0003558157477527857	1.810965477488935e-05	9.302516446041409e-07
MICAL2	0.00024408743774984032	7.966677003423683e-06	1.3620931895275135e-05	8.275557775050402e-05	2.7391255571274087e-05	0.0004733641690108925	8.547212200937793e-05	0.000131064880406484	0.0005531907081604004	0.0006591448909603059	0.000134775327751413	6.543546624016017e-05	0.0005911120679229498	4.2058556573465466e-05	2.3459615476895124e-05	0.0005607528728432953	6.90162050887011e-06	0.0010947497794404626
HCST	1.1357187759131193e-06	0.00013425749784801155	3.4822480756702134e-06	1.005962644740066e-06	0.00023027601127978414	0.00010716378892539069	0.00045056306407786906	0.0010869037359952927	1.3536549658965669e-06	0.0004301959415897727	0.002452894113957882	2.071625021926593e-05	2.6052040993818082e-05	1.6195245962080662e-06	0.00016797079297248274	0.001023327000439167	4.5739496272290125e-05	1.0289239753547008e-06
C4orf48	8.254930435214192e-05	0.00021114146511536092	0.00010131167073268443	0.0001563803816679865	0.0009444738388992846	0.0001623244897928089	0.0006841422291472554	0.0003377645625732839	4.4865792006021366e-05	0.00021214627486187965	0.0005773178418166935	0.000321445259032771	0.0011402398813515902	0.00024116630083881319	0.0004531620361376554	0.0009338631643913686	0.0003197295300196856	0.0007146896095946431
SOCS2	0.000129509178805165	2.128135020029731e-05	0.00032876242767088115	0.0005760911735706031	0.00016064138617366552	4.501812509261072e-05	1.8728173017734662e-05	6.0043024859623984e-05	0.00031430504168383777	8.902746776584536e-05	7.710714999120682e-05	1.1590266694838647e-05	0.0002039785758825019	5.265927029540762e-05	3.5559729440137744e-05	0.00011267617082921788	2.1369529349613003e-05	8.211073145503178e-05
ABI3BP	9.741455141920596e-05	3.726536306203343e-07	0.0014876987552270293	4.468526185519295e-06	1.4410848052648362e-06	6.641401705564931e-05	1.0494289881535224e-06	4.6533025965800334e-07	3.574402853701031e-06	5.0511971494415775e-05	2.4357282768505684e-07	5.423871698440053e-07	2.2735212041880004e-05	2.1852608256267558e-07	1.0578275578154717e-05	3.7994917079231527e-07	9.687837518868037e-07	0.0004430569242686033
EFCAB14	0.0002331628929823637	0.0003373343497514725	0.0003443448222242296	0.000736451183911413	0.0009023496531881392	0.000638648692984134	0.0002915234654210508	0.0003495526616461575	0.0006952164694666862	0.0005934343207627535	0.0003344710567034781	0.0001239813573192805	0.00023925791902001947	0.00018677084881346673	9.404840966453776e-05	0.00047026245738379657	0.00014385544636752456	0.00024294399190694094
APOA1BP	0.0002952584472950548	0.00022739788983017206	0.00035950838355347514	0.00010019302135333419	0.00024206939269788563	0.00022058933973312378	0.0001985274429898709	0.0002887965820264071	0.0009231257135979831	0.0002629745868034661	0.00041964714182540774	0.0006732019246555865	0.0001446531096007675	0.00220768665894866	0.0007248297333717346	0.00033078124397434294	0.0007963864482007921	0.0001505412074038759
SFRP2	1.55288271344034e-05	2.047160933216219e-06	0.0009089035447686911	7.33867125290999e-07	1.2700819524980034e-06	1.654843617870938e-05	1.193428943224717e-06	1.1557187917787815e-06	2.3313430119742407e-06	7.192225893959403e-05	7.496375360460661e-07	8.610729196334432e-07	6.684700201731175e-05	2.6786531748257403e-07	1.7931104594026692e-05	1.1304574627502006e-06	1.6881301689863903e-06	0.0013210164615884423
C19orf66	0.0002993465168401599	0.0004129855369683355	0.00024522814783267677	0.00022751935466658324	0.00020776559540536255	0.0008131236536428332	0.00017768758698366582	0.0005987752811051905	0.00013809632218908519	0.0003872057714033872	0.0006820098496973515	0.00018285844998899847	0.0005035123904235661	0.0001404155627824366	0.00026895274640992284	0.0011808519484475255	0.0003194774908479303	0.00039798871148377657
RAB10	0.0003252707829233259	0.0002918422978837043	0.00027092252275906503	0.0003194465534761548	0.000189981481526047	0.00030785001581534743	0.0006912001990713179	0.00031010963721200824	0.0011252384865656495	0.0004196391673758626	0.000379017845261842	0.00042049179319292307	0.0004593018093146384	0.0011759055778384209	0.0001849086256697774	0.00047695543617010117	0.0003470843657851219	0.00028800556901842356
SYNPO	0.0003063385665882379	3.96264877053909e-05	0.0001013350993162021	0.0011040755780413747	1.8749942682916299e-06	6.162441422929987e-06	8.351381438842509e-06	2.1508553516014217e-07	6.752637546014739e-06	4.160490425419994e-05	6.070573590477579e-07	3.4928275454149116e-06	0.004218325484544039	9.629264241084456e-06	4.62241041532252e-05	2.843449919964769e-07	1.7339960322715342e-05	0.000474276312161237
