Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18
GGA2	6.663108797511086e-05	0.001020043739117682	0.00015686974802520126	0.00011991254723398015	0.000120675285870675	0.0006329602911137044	0.0003523053019307554	0.00027227174723520875	0.0004652367497328669	0.00026687385980039835	0.00041195127414539456	0.00011330650158924982	0.00011568237823667005	0.0001943526731338352	0.00015527676441706717	0.00034571142168715596	0.0002548624179325998	0.00016872998094186187
ALDOA	0.0005209174705669284	0.00037168373819440603	0.00043536900193430483	0.0002016593498410657	0.0004458310722839087	0.00014933719648979604	0.001053030719049275	0.0006337222293950617	0.00035111673059873283	0.00041876320028677583	0.0006540943286381662	0.0009030083892866969	0.0004732848610728979	0.0016830640379339457	0.00044419479672797024	0.000738796719815582	0.00032535806531086564	0.00031036915606819093
DSTN	0.0013882983475923538	3.831462890957482e-05	0.0004372602270450443	0.0002851009485311806	0.00015285737754311413	9.925100312102586e-05	8.343937224708498e-05	0.00015512635582126677	0.0008069953182712197	0.00022698499378748238	0.00018734674085862935	0.0004118177748750895	0.00044065574184060097	0.0018008012557402253	0.00020432719611562788	8.955872908700258e-05	0.00020927120931446552	0.0005629051593132317
WBP1	0.0001586765720276162	0.00029135984368622303	0.00041036572656594217	0.00014524512516800314	0.00039874311187304556	0.00020975810184609145	0.00012516787683125585	0.00034172754385508597	0.0009550058748573065	0.00032398925395682454	0.00046300425310619175	0.00019565138791222125	0.00018565966456662863	0.0012075155973434448	0.0006171799032017589	0.000501082104165107	0.0005144159076735377	0.0001587767037563026
RPL7	0.0003800789709202945	0.0007153003243729472	0.0010931212455034256	0.0002627436479087919	0.000423877383582294	0.0001733223907649517	0.00026477602659724653	0.000858656654600054	9.56246949499473e-05	0.00044579696259461343	0.00033534111571498215	0.0007755679544061422	0.00023449334548786283	0.0019149105064570904	0.0003271896857768297	0.00022965618700254709	0.00030552269890904427	0.00019656492804642767
RASL11A	0.0015090731903910637	7.853047281969339e-05	0.00012046724441461265	1.4460517377301585e-05	1.0320954970666207e-06	5.8844671002589166e-05	1.4085198927205056e-05	1.937379602168221e-05	0.00014457330689765513	0.00014605528849642724	2.0532970665954053e-05	1.7084449837057036e-06	2.1105990526848473e-05	5.2237563068047166e-05	5.932751082582399e-05	9.589675755705684e-07	8.08949553174898e-05	9.017195225169417e-06
PCDH1	0.00047730974620208144	1.3565900189860258e-06	6.698351739942154e-07	0.0006765283178538084	4.1526931227053865e-07	8.255436114268377e-06	6.328091330942698e-07	4.505750439420808e-07	0.0002465203288011253	2.881508225982543e-05	1.446226406187634e-06	1.0593642400635872e-05	0.00013508113624993712	0.00013999735529068857	9.22191611607559e-06	2.046307372438605e-07	2.5747096970007988e-06	3.8802299968665466e-06
PGAM1	0.0004688733897637576	0.0003425150061957538	0.00048330723075196147	0.00022112735314294696	0.0002815466723404825	0.00016865668294485658	0.0006185972015373409	0.0004668152832891792	0.00018424629524815828	0.00022708243341185153	0.0007521098596043885	0.0010265011806041002	0.0006780678522773087	0.0006378752295859158	0.0005193890538066626	0.0015171971172094345	0.00035865098470821977	0.0003697903302963823
TYMP	0.0002137211849913001	0.00019784858159255236	0.00011058238305849954	0.00011112519860034809	0.00013756455155089498	0.0001000808333628811	0.0015805430011823773	6.88166546751745e-05	0.00020211127412039787	6.434346141759306e-05	0.0003260491357650608	0.0001709013886284083	0.00038788581150583923	0.0001073212843039073	0.0004756580456160009	0.0008846608106978238	0.0004913212032988667	0.00031210738234221935
ADCY4	0.00020221494196448475	6.4834466684260406e-06	2.7370098905521445e-05	0.001758611761033535	1.4203982573235407e-05	7.93058643466793e-06	1.4220117918739561e-05	6.9968446041457355e-06	0.00016539636999368668	0.00019657831580843776	1.3881101949664298e-05	2.4426740310445894e-06	0.00029947058646939695	1.6123847672133707e-05	2.0954688807250932e-05	3.802903620453435e-06	3.706492861965671e-06	4.942049145029159e-06
HNRNPDL	0.0006045622867532074	0.0011718637542799115	0.0007505441317334771	0.0004078533675055951	0.0007303539314307272	0.0012982705375179648	0.00039117454434745014	0.001288705738261342	0.000772699189838022	0.0006760760443285108	0.001053315820172429	0.0005662519834004343	0.000603238120675087	0.0005566431791521609	0.0004857816966250539	0.0009363932185806334	0.000441844662418589	0.00043947200174443424
RPS3A	0.0007105428958311677	0.0021915656980127096	0.001855010399594903	0.0005565391038544476	0.001032907865010202	0.0005178887513466179	0.000479870563140139	0.002813472878187895	0.000410126696806401	0.0014954344369471073	0.0009994172723963857	0.0005410586600191891	0.0012050664518028498	0.002562581794336438	0.0007552714669145644	0.0004736148111987859	0.0006947620422579348	0.000450955267297104
SUZ12	8.338319457834587e-05	0.0002404297119937837	0.00015386515588033944	0.0002303460641996935	0.00017236462736036628	0.0006880101864226162	0.00015445033204741776	0.00027858774410560727	0.00040078326128423214	0.00034111307468265295	0.00030005633016116917	0.0004349229275248945	0.00023684844200033695	0.00016302932635881007	0.0001761765161063522	0.0003431130026001483	0.00014299983740784228	0.00013634491187985986
GALNT16	0.0008707223460078239	1.8251722622153466e-07	0.0018520053708925843	3.115486322258221e-07	1.715035296001588e-06	1.2718127209154773e-06	1.0208334089156779e-07	2.521226747376204e-07	3.609688792494126e-05	5.26808025824721e-06	1.0786278181740272e-07	1.7596291854715673e-06	4.628290753316833e-06	2.031534222624032e-06	6.60707701172214e-06	8.35059452697351e-08	3.5904304240830243e-06	2.7459491320769303e-05
DDB2	0.00011940588592551649	0.00019855213759001344	0.0002085079759126529	0.00014451741299126297	0.0002595205442048609	0.0007221521809697151	0.0001412507554050535	0.00034101164783351123	0.00028572429437190294	0.0002427544677630067	0.00024770645541138947	0.00024411958293057978	9.767622395884246e-05	0.00016540696378797293	6.685608968837187e-05	0.00048148821224458516	5.9907837567152455e-05	0.00024096635752357543
CELF2	1.4333765648189e-05	0.0004435417940840125	0.0003241316007915884	1.6977004634100012e-05	0.000387187406886369	0.0010264961747452617	0.00025629604351706803	0.0006765617290511727	2.3158920612331713e-06	0.0003702472895383835	0.0006255173939280212	3.463595567154698e-05	0.0001648363977437839	4.159778200119035e-06	0.0001743856555549428	0.0008403394022025168	8.332558354595676e-05	0.00014030722377356142
CYTH1	2.40091703744838e-05	0.0005760853528045118	4.439787153387442e-05	0.0002240335161332041	0.00014011327584739774	0.0015095805283635855	0.0002767115365713835	0.0007582061225548387	0.00014515468501485884	0.00024102967290673405	0.00034705971484072506	6.235289765754715e-05	0.00023434872855432332	2.2868594896863215e-05	0.00014976943202782422	0.00040196001646108925	0.00017645266780164093	0.00010442186612635851
ANXA4	0.000322117906762287	0.00021900645515415817	0.00036322022788226604	0.00022830993111710995	0.0010747365886345506	9.205097740050405e-05	0.00042382461833767593	9.196747851092368e-05	0.0002094629016937688	0.0001058908601407893	0.00027225122903473675	0.0002523317525628954	0.00014853278116788715	0.00047456991160288453	0.00020684432820416987	0.00014860443479847163	4.0040555177256465e-05	0.000506750657223165
IGHV3-48	6.016324505253579e-08	7.279425062733935e-06	2.0835079794778721e-07	2.9180215577184754e-08	6.896766535646748e-08	4.682127041633066e-07	5.578667483518984e-08	1.180005337886314e-08	6.1102176651672835e-09	1.3228049056124291e-06	1.8715536498348229e-07	3.67762622772716e-05	3.4629255196705344e-07	6.171470445792693e-09	0.006351950578391552	2.9696304082449387e-08	0.00038283393951132894	3.8138058044978607e-08
SGOL2	1.934563806571532e-05	5.585900726146065e-05	6.562977796420455e-05	7.884010119596496e-05	7.962865493027493e-05	9.177707397611812e-05	4.9905560445040464e-05	7.077450572978705e-05	0.00023436684568878263	2.6800295017892495e-05	9.941275493474677e-05	0.001368079800158739	3.5823406506096944e-05	1.2768397027684841e-05	6.251075319596566e-06	8.392393647227436e-05	6.352471973514184e-05	3.901292075170204e-05
CLEC10A	1.9208442836315953e-07	5.226665507507278e-06	1.6716976460884325e-06	1.3797986184727051e-06	5.592278853328025e-07	7.983004479683586e-07	0.0007033407455310225	6.080092873617104e-08	9.887589413892783e-08	1.0024802577390801e-05	1.1444326446508057e-05	4.3203209543207777e-07	9.84197981779289e-07	3.513089552598103e-08	6.018058229528833e-06	1.0675476147525842e-07	8.177492532013275e-07	8.920270033740962e-08
PPP1R12B	0.0008960162522271276	6.842806760687381e-05	5.00054593430832e-05	6.980335456319153e-05	7.524946704506874e-05	0.0006585200317203999	4.955790063831955e-05	8.553147199563682e-05	0.00033649965189397335	9.792650962481275e-05	6.421753641916439e-05	2.6448964490555227e-05	4.731143417302519e-05	2.7379723178455606e-05	4.9330006731906906e-05	9.50588655541651e-05	5.2996161684859544e-05	0.00026968837482854724
HIC1	0.00036604469642043114	5.418246018962236e-06	0.0009341940749436617	0.0001091656886273995	3.906878646375844e-06	2.3746530132484622e-05	2.444558049319312e-05	4.339861789048882e-06	4.100122623640345e-06	0.006977309938520193	3.475321500445716e-05	5.040434416514472e-07	0.00035255926195532084	1.8258131717630022e-07	1.3665540791407693e-05	1.1313623872410972e-05	3.096963610005332e-06	0.0007295061368495226
RASGRP3	2.699910055525834e-07	0.0003384142473805696	4.860585818278196e-07	0.0013491070130839944	2.147044324374292e-05	9.984808457375038e-06	0.0002089338522637263	2.4805163775454275e-05	2.278326064697467e-06	2.9037661079200916e-05	5.314228110364638e-05	2.6073577828356065e-05	1.5467972843907773e-05	2.40725239564199e-06	7.693428051425144e-05	7.19869858585298e-05	0.0005265030777081847	1.0251586672893609e-06
PTPN4	6.488504004664719e-05	0.00013582089741248637	5.822139428346418e-05	0.00012141042680013925	5.262560080154799e-05	0.0007336969138123095	8.955439625424333e-06	0.00039315028698183596	0.00013461487833410501	0.0003706674324348569	0.0006764903664588928	3.9179558370960876e-05	0.0001292760280193761	3.81092686438933e-05	0.00022945496311876923	0.0002819743240252137	8.90364171937108e-05	4.3894830014323816e-05
ITGB4	1.1388237908249721e-05	6.313015092018759e-06	1.9684455764945596e-05	0.001022351672872901	8.511289706802927e-06	1.5154392713156994e-05	3.095443616984994e-06	6.935626970516751e-06	0.00047884861123748124	1.894188426376786e-05	5.47274294149247e-06	7.682784053031355e-05	3.553856686266954e-06	0.00017595650570001453	2.948555993498303e-05	6.898811079736333e-06	4.4249361963011324e-05	1.1873850780830253e-05
AIF1	1.3142982879799092e-06	2.209170452260878e-05	8.198269938475278e-07	5.258474175207084e-06	2.55236700468231e-05	6.5605295276327524e-06	0.0025557931512594223	3.835209281533025e-05	1.7151215843114187e-06	6.592004501726478e-05	4.720923607237637e-05	1.6333049643435515e-05	4.971105681761401e-06	2.5801693936955417e-07	5.632859483739594e-06	1.6878440874279477e-05	5.188273917156039e-06	1.7611491784919053e-06
PSIP1	0.00026004441315308213	0.00045971956569701433	0.0004654413496609777	0.00020470206800382584	0.00010861574264708906	0.0005644603515975177	6.912956450833008e-05	0.0008582296431995928	6.824407137173694e-06	0.0004522611270658672	0.00034962111385539174	0.0005379542708396912	7.626973820151761e-05	4.88647747260984e-05	0.00025184074183925986	0.0005286788800731301	0.00013808834773954004	0.00017644009494688362
ARHGAP4	4.065911525685806e-06	0.0006071107345633209	1.0603048394841608e-05	0.00015995610738173127	0.00015478921704925597	0.0017205077456310391	0.0004870553966611624	0.0008365551475435495	1.9074903320870362e-05	0.0008370561408810318	0.0007841518963687122	7.333912799367681e-05	4.802615876542404e-05	8.685217835591175e-06	0.00019034845172427595	0.0005723894573748112	0.00016077107284218073	3.5478965401125606e-06
PSMB8	0.00020788460096810013	0.0007595453062094748	0.0002118067059200257	0.0004171170585323125	0.0005681317998096347	0.00013032513379584998	0.0004060230276081711	0.000760475464630872	0.00011689215170918033	0.00022754598467145115	0.001137878862209618	0.0003964767383877188	0.0008874622290022671	0.0002380901569267735	0.0004905823152512312	0.0015663987724110484	0.0005767791881226003	0.00017340022895950824
RIC3	2.281088563904632e-05	0.0007077641785144806	3.388852201169357e-05	1.3374109357755515e-06	7.44520002626814e-05	0.0011615300318226218	1.7231309357157443e-06	0.0005028309533372521	4.0610641008242965e-05	0.0003106800140812993	4.1072584281209856e-05	4.586438990372699e-06	2.1325124635040993e-06	3.807119719567709e-05	0.00012598614557646215	0.0001352832914562896	0.00013642047997564077	2.918536097240576e-07
RAPGEF3	1.9407736544962972e-05	1.1162790087837493e-06	4.369098678580485e-05	0.0012802822748199105	5.773221346316859e-05	1.9630053429864347e-05	2.2930107661522925e-06	1.422956415808585e-06	5.1691848057089373e-05	1.3686996680917218e-05	1.335275328528951e-06	3.178248334734235e-06	3.5820160064758966e-06	5.9135099945706315e-06	4.403941784403287e-05	2.5887835363391787e-05	8.52036610012874e-05	1.0601054782455321e-05
IGKV1-16	5.988219697883324e-08	3.951663984480547e-06	9.46815035263171e-08	2.9141908441943087e-08	7.165620985460919e-08	2.9642239951499505e-07	2.552893718643645e-08	1.7137294250346713e-08	7.3640675779529374e-09	1.3186700016376562e-06	1.1850054306705715e-06	4.358797411896376e-08	3.267697366027278e-07	6.132701457772782e-09	1.1218206736884895e-06	2.9195415862659502e-08	0.0008268285309895873	3.302719875364346e-08
CXXC5	0.00012330221943557262	0.0008880738168954849	0.0005030237371101975	0.0002311418647877872	0.00034124121884815395	7.989818550413474e-05	0.0001901268697110936	1.2937830433656927e-05	0.0007886432576924562	0.0003354651271365583	0.00026405570679344237	0.00013157341163605452	0.0003161959466524422	0.0002627874491736293	0.000184544813237153	5.4418898798758164e-05	0.0006766545702703297	0.00024290342116728425
CD96	9.513778422842734e-07	6.52135131531395e-05	1.5705992382208933e-06	3.946110780361778e-07	1.4863884644000791e-05	0.0004350263625383377	4.87166744278511e-07	0.000627269851975143	5.5658951225723285e-08	0.00022485746012534946	0.0008979560807347298	1.5358249584096484e-05	5.41023018740816e-06	1.517797869610149e-07	4.378070298116654e-05	0.0008544738520868123	5.044593308412004e-06	7.138640398807183e-07
FOXP1	0.0003107244847342372	0.0006669250433333218	0.0002308151888428256	0.0004251955833751708	0.0011592232622206211	0.001265158993192017	0.000119965618068818	0.0006368948961608112	0.001328982412815094	0.0006230472354218364	0.000128597705042921	5.609642175841145e-05	0.00021964935876894742	0.00017720651521813124	3.8450198189821094e-05	0.00020109994511585683	2.676908661669586e-05	0.0006151703419163823
FCRL1	1.1988012715846708e-07	0.001771282171830535	3.443441869421804e-07	9.543524726041142e-08	1.5276668818842154e-07	9.577780701874872e-07	1.3216937588822475e-07	8.310343702078171e-08	1.67742744139332e-08	6.160453267511912e-06	7.444462539751839e-07	2.14699383604966e-07	1.2339284012341523e-06	2.3319465469739953e-08	2.3995871742954478e-06	1.4605387832489214e-07	2.4067863705568016e-05	4.657203334090809e-08
A2M	0.0012402761494740844	2.7547127956495387e-06	0.00015587799134664237	0.0016919791232794523	5.618402610707562e-06	6.610213313251734e-05	0.00027771489112637937	4.033654477098025e-06	5.166953997104429e-06	8.031131437746808e-05	5.035638423578348e-06	2.0631792722269893e-05	0.00027888553449884057	2.2074640583014116e-05	1.2969746421731543e-05	1.7577366406840156e-06	2.9409670787572395e-06	0.00014234610716812313
GNA15	1.630422588050351e-07	2.4169290554709733e-05	1.5850681620577234e-06	1.0379507102697971e-06	0.00020829121058341116	4.505996548687108e-05	0.0009748393204063177	0.00011284825450275093	6.711375317536294e-05	2.8115195163991302e-05	0.0001066208424163051	0.00015452502702828497	1.8659507077245507e-06	4.493262167670764e-05	1.7445005141780712e-05	0.0005345050594769418	9.110119572142139e-05	5.5540922971886175e-08
SIDT1	6.412947186618112e-06	0.0005930081242695451	3.988177013525274e-06	8.768877705733757e-06	2.3894099285826087e-05	0.0003215859178453684	1.2495725059125107e-05	0.00029444461688399315	0.0006434943643398583	0.00012469956709537655	0.00031611984013579786	1.273289217351703e-05	9.254204996977933e-06	3.221533916075714e-05	5.3358569857664406e-05	0.0002702527563087642	0.00010332122474210337	4.0243270404971554e-07
IFIT3	0.0002872234908863902	0.00011399306094972417	7.144395931391045e-05	0.00015522359171882272	0.00022266981250140816	2.5138981527561555e-06	0.0005171302473172545	2.075199518003501e-05	1.921100920299068e-05	1.0007179298554547e-05	7.092260057106614e-05	6.470338848885149e-05	0.00026754787540994585	5.58053761778865e-06	1.4569838640454691e-05	0.0005892142653465271	1.983376932912506e-05	0.00023594466620124876
SUPT4H1	0.0002987859188579023	0.0004076211480423808	0.00040519743924960494	0.00029077354702167213	0.0006705343839712441	8.018777589313686e-05	0.0005497991805896163	0.00039788353024050593	0.0002933204814326018	0.00044382220949046314	0.0006049931980669498	0.00034557771869003773	0.0005770737770944834	0.0006115916185081005	0.00027551804669201374	0.0005044976132921875	0.0002753069275058806	0.0002995421818923205
ATOX1	0.00036579283187165856	0.00014650211960542947	0.00041405513184145093	0.0005609580548480153	0.00027031416539102793	0.00012073023390257731	0.0009270231239497662	0.00016698888794053346	0.0007416625157929957	0.00018467186600901186	0.00021773387561552227	0.0005122946458868682	0.001246246974915266	0.0011803756933659315	0.0006088768132030964	0.0004387518856674433	0.0006163319922052324	0.0005430256715044379
PRKCH	2.716712060646387e-06	3.2293512049363926e-05	5.187360329728108e-06	0.00034998657065443695	1.3082648365525529e-05	0.0005421286914497614	2.319446502951905e-05	0.0007290906505659223	3.511902832542546e-05	0.0003080964961554855	0.0008595403633080423	1.9326989786350168e-05	1.9403902115300298e-05	8.115617674775422e-06	4.6794117224635556e-05	0.0009661412914283574	6.467027105827583e-06	1.1076884902649908e-06
MAPK12	1.2620806046470534e-05	8.513857210346032e-06	4.1272680391557515e-05	0.0004940018989145756	0.00010154555639019236	0.00015197800530586392	8.875923413143028e-06	2.9706772693316452e-05	1.9030178009415977e-05	9.98998002614826e-05	4.896325845038518e-05	7.88763354648836e-05	5.543162478716113e-05	4.951101800543256e-05	1.7940687030204572e-05	7.417440792778507e-05	3.7095633160788566e-05	0.00018875458044931293
IGHG2	1.158688746727421e-06	1.707582123344764e-05	1.9367387267266167e-06	1.1980210956608062e-06	3.0885344131093007e-06	1.9377739590709098e-06	1.3959386251372052e-06	3.4857373520935653e-06	1.1603242455748841e-06	3.1857089197728783e-06	4.245333002472762e-06	7.3788755798886996e-06	4.4733550907949393e-07	2.50703294568666e-07	0.00294737727381289	6.653615855611861e-06	0.0035292371176183224	4.2585060100464034e-07
MCOLN2	3.22554342346848e-07	0.0005107761826366186	9.190063792630099e-06	5.509006655302073e-07	5.687143129762262e-06	0.0001641979324631393	0.00010190052853431553	0.00020824185048695654	4.6505218165293627e-07	9.349526226287708e-05	0.0003006521728821099	1.9010307369171642e-05	6.342959750327282e-06	2.647281007739366e-07	1.249319757334888e-05	0.0004705391183961183	3.4865613997681066e-05	1.295979586757312e-06
GNS	0.00022464306675828993	7.151639147195965e-05	0.0004275929823052138	0.0006774984649382532	0.00048537785187363625	0.00022214562341105193	0.0008532015490345657	0.0001324498007306829	0.000332508294377476	0.00029525262652896345	0.0001320240698987618	5.722591231460683e-05	0.00016533801681362092	0.00010451512935105711	0.00011959961557295173	9.537531150272116e-05	0.00011828974675154313	0.00047684114542789757
ACSL3	0.0001519666111562401	0.0001745634654071182	0.00019985796825494617	0.00020450261945370585	0.00019065623928327113	0.0003182310319971293	0.0002192138199461624	0.00017333796131424606	0.0019228662131354213	0.00020386457617860287	0.00014841811207588762	0.00010958624625345692	6.0880174714839086e-05	0.0004099484358448535	0.00010234503861283883	0.00013146612036507577	0.00010741821461124346	0.00024178932653740048
GRASP	2.001018037844915e-05	0.0001993197074625641	0.00010810561798280105	0.000669729255605489	3.080352325923741e-05	3.099601235589944e-05	0.00010533366730669513	8.574348612455651e-06	4.070816146395373e-07	0.022843513637781143	5.064564447820885e-06	3.25113660437637e-06	9.185321687255055e-06	1.4781732033952721e-06	5.978655281069223e-06	6.180047762427421e-07	7.254114461829886e-05	8.806576806819066e-05
MCM10	4.766132769873366e-05	6.075537726246694e-07	1.4693776506646827e-07	3.3832048984550056e-07	1.786728915931235e-07	3.983826388775924e-07	3.5988981039736245e-07	2.366415259302812e-07	5.9565042676013036e-08	1.753856054165226e-06	4.801462637260556e-06	0.0012648390838876367	6.585190135410812e-07	2.7949770498025828e-08	1.7724287317832932e-06	9.920555385178886e-06	5.54543987618672e-07	3.5684063703911306e-08
FMOD	0.0003430010983720422	6.648776889051078e-07	0.0007025376544333994	1.4942972939024912e-06	4.503016839407792e-07	2.650363967404701e-06	3.6012079362990335e-07	4.5797224856869434e-07	0.00015856434765737504	5.334343950380571e-05	2.0925792796333553e-06	2.012267395912204e-05	2.6753563361125998e-05	0.00010231486521661282	7.895519956946373e-06	1.5693012755946256e-06	9.83719360192481e-07	0.0011293780989944935
LSM7	0.0003171559365000576	0.0011612228117883205	0.0005371717270463705	0.0004152669571340084	0.0003818766854237765	0.0001300246367463842	0.0004360114398878068	0.000733666296582669	0.0004075047327205539	0.000489402620587498	0.0009362571290694177	0.0009597052703611553	0.0013416701694950461	0.0012102186447009444	0.0004132867616135627	0.0007326978957280517	0.0004691344511229545	0.000487902550958097
RASGEF1B	6.693632894894108e-05	0.00036001738044433296	0.00012499628064688295	1.7071572074200958e-05	0.00014421730884350836	8.006417920114473e-05	0.0003535418363753706	6.200492498464882e-05	9.88677675195504e-06	7.965242548380047e-05	0.00013207262963987887	2.0425763068487868e-05	0.00017874019977170974	9.536955076328013e-06	2.1184929209994152e-05	0.00013449987454805523	4.6865981857990846e-05	7.054662091832142e-06
INCENP	7.009846740402281e-05	7.693818042753264e-05	4.214204818708822e-05	5.6322205637115985e-05	6.23802188783884e-05	0.00015900762809906155	4.814993008039892e-05	7.556095806648955e-05	6.445472536142915e-05	0.00015962234465405345	0.00013483008660841733	0.000984271289780736	3.8514343032147735e-05	2.6266825443599373e-05	0.0001087782729882747	9.976157889468595e-05	4.2765303078340366e-05	5.143120142747648e-05
CTTNBP2	0.00012139428872615099	1.0069805966850254e-06	8.083741704467684e-05	0.0002112932997988537	0.0023054832126945257	4.669992449635174e-06	8.835538028506562e-05	5.118663182201999e-08	1.91131402971223e-05	8.790932952251751e-06	1.9989631994121737e-07	1.6449600082069082e-07	5.120277364767389e-06	1.0008752724388614e-06	3.9635688153794035e-06	8.776062543347507e-08	6.46640103241225e-07	0.00013947338447906077
RPS6KA2	6.26781620667316e-05	4.438154064700939e-05	0.00011456666106823832	0.0008900734246708453	3.154314254061319e-05	0.00013016388402320445	0.00014690823445562273	3.674539038911462e-05	0.0001803569757612422	8.255041029769927e-05	2.2498306861962192e-05	8.336695827892981e-06	0.00030471841455437243	4.5394659537123516e-05	2.26253268920118e-05	1.600563155079726e-05	7.004529470577836e-05	0.000418792013078928
RPS15A	0.0004732912057079375	0.002103367354720831	0.0013795045670121908	0.0004578464722726494	0.0009442447335459292	0.00037185856490395963	0.0004073110467288643	0.0030356503557413816	0.00016648809832986444	0.0010095603065565228	0.0019213308114558458	0.0006400077836588025	0.0017839407082647085	0.0016314247623085976	0.0010628241579979658	0.0010799396550282836	0.0008103925501927733	0.00045228158705867827
CDCA4	8.814677130430937e-05	0.00015361569239757955	0.0001451156276743859	8.34240490803495e-05	0.00012228016566950828	9.499207226326689e-05	5.3688410844188184e-05	0.00027068029157817364	9.627235704101622e-05	8.029739547055215e-05	0.0002768842678051442	0.000976469018496573	6.698740617139265e-05	0.00018292045569978654	0.00012083048204658553	0.00032502590329386294	3.910830491804518e-05	6.801179551985115e-05
ARHGAP24	0.0001783989428076893	0.0012921533780172467	0.0002857013896573335	6.136324373073876e-05	7.733372626717028e-07	1.5848339899093844e-05	0.00018677111074794084	5.946148462498968e-08	4.52550648333272e-06	2.0931374820065685e-05	1.8815866269505932e-06	2.585754600659129e-06	7.414110586978495e-05	1.8705005686570075e-06	7.923154043965042e-06	7.164307476159593e-07	2.1603436834993772e-05	0.00017013763135764748
LCP1	2.737488784987363e-06	0.0006772037595510483	7.489697964047082e-06	3.170023092025076e-06	0.00031445748754777014	0.00027779830270446837	0.0006129680550657213	0.0007602229597978294	3.6685738450614735e-05	0.0005070412298664451	0.0014177791308611631	0.00022326917678583413	3.358608591952361e-05	5.33730853931047e-05	0.00010454143193783239	0.0008333559380844235	5.8388781326357275e-05	1.2822087001040927e-06
INPP1	0.0001622951531317085	5.81146523472853e-05	0.00035780659527517855	0.00043076195288449526	0.0002059572871075943	0.0004992969334125519	0.00011880920646945015	5.863791739102453e-05	2.5118626581388526e-05	6.224930984899402e-05	0.0001844372891355306	5.342449730960652e-05	0.00017356027092318982	3.0819075618637726e-05	0.00018561852630227804	0.00035824786755256355	9.010593930725008e-05	0.0002622464089654386
CD40LG	3.845149478820531e-07	8.98561756912386e-06	1.7679404891168815e-06	2.8255959705347777e-07	5.709093784389552e-06	0.00027786861755885184	2.452709395583952e-07	0.0006785998702980578	2.890216599382711e-08	0.00013658140960615128	2.6465606424608268e-05	2.8901306450279662e-06	5.157216492079897e-06	9.503505538077661e-08	4.755183181259781e-05	0.00022531516151502728	2.353150421186001e-06	1.1956528567225178e-07
FXYD1	0.0007819003076292574	7.974179607117549e-05	0.0029139777179807425	1.4747453860763926e-05	0.0002790030848700553	0.0002538585977163166	4.249093763064593e-06	0.00023361403145827353	2.87429393210914e-05	0.0002528877230361104	3.1795752875041217e-05	1.1285360415058676e-05	1.422202603862388e-05	5.628945473290514e-06	6.861465953988954e-05	3.9206053770612925e-05	3.960197773267282e-06	7.101811934262514e-05
NCOR2	0.00021574602578766644	0.00013562441745307297	0.0002573907549958676	0.0001648759498493746	0.00024831612245179713	0.0003956264117732644	0.00046004829346202314	0.00014146202011033893	0.0007941246149130166	0.00032572864438407123	0.00021957895660307258	9.455130930291489e-05	0.0005106020253151655	9.318177035311237e-05	0.00015845143934711814	0.0002904341963585466	9.698112262412906e-05	0.0011318688048049808
SCARB2	0.00046694083721376956	7.963964162627235e-05	0.00040640856605023146	0.0004182759439572692	7.563924009446055e-05	0.00016402940673287958	0.0006446540937758982	8.340440399479121e-05	0.0007064046803861856	0.00017524785653222352	9.010003850562498e-05	9.857607801677659e-05	0.00029323945636861026	0.00017173937521874905	0.0003120828478131443	0.00012349682219792157	0.00047172632184810936	0.0009004031890071929
RASA4	7.255987293319777e-05	4.165339851169847e-05	0.00012564644566737115	0.0007153255282901227	6.953173397050705e-06	0.00013493024744093418	0.00022387101489584893	4.342788815847598e-05	9.684948599897325e-05	0.00024499421124346554	2.0477466023294255e-05	9.149875950242858e-06	5.846143903909251e-05	3.2882162486203015e-05	2.0007768398500048e-05	2.6579715267871507e-05	5.045703437644988e-05	4.732392335426994e-05
ICAM3	1.7301190382568166e-05	0.0007296044495888054	6.624891830142587e-05	5.170749136595987e-05	0.00021841649140696973	0.00022650758910458535	6.110182584961876e-05	0.0010411175899207592	6.396407843567431e-05	0.0004714774840977043	0.0010419657919555902	8.906566654331982e-05	0.0002504671283531934	0.0001123700785683468	0.0010712537914514542	0.00083506153896451	0.0009531546384096146	3.7802430597366765e-05
RPL26	0.00034316457458771765	0.0013193906052038074	0.000844435126055032	0.0003694593033287674	0.0006182640208862722	0.0002782632946036756	0.00043233626638539135	0.0013837595470249653	0.00011470453318906948	0.0009048233623616397	0.0009789667092263699	0.0005648465012200177	0.0010905618546530604	0.0013961392687633634	0.0006505511701107025	0.0007396036526188254	0.0005169841460883617	0.0003636001783888787
PLEKHF1	3.8837424654047936e-05	6.904477049829438e-05	0.00015985425852704793	5.4388539865612984e-05	5.450261596706696e-06	0.00015368238382507116	6.249850230233278e-06	0.00032326619839295745	2.1827293039677897e-06	0.00012473233800847083	0.001110043958760798	4.250814890838228e-05	0.00012947467621415854	2.0555939045152627e-05	6.721492536598817e-05	0.0007425901130773127	2.3855809558881447e-05	0.0001566848804941401
