Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20
KCNS3	3.5004079109057784e-05	0.00016553443856537342	1.341821644018637e-06	7.50582557884627e-07	1.6584878892444976e-07	0.00020314083667472005	0.0007224333821795881	5.3869666771788616e-06	9.528009104542434e-05	1.7165339158964343e-06	2.3455168047803454e-05	0.0004521809460129589	7.587586424051551e-06	1.3832031982019544e-06	0.0002208720106864348	1.115244685934158e-06	1.9314313249196857e-05	9.634604793973267e-07	0.000560575514100492	3.878779534716159e-05
CLEC7A	0.0001506942935520783	6.6372354012855794e-06	6.340477739286143e-06	3.59914383807336e-06	1.3022010989516275e-06	8.130082846946607e-07	3.295085377885698e-07	4.478001471852622e-07	5.337683251127601e-05	7.01362409927242e-07	7.408418241539039e-06	3.642385593138897e-07	1.4845057876300416e-06	1.2540039051600615e-06	4.71365092380438e-06	0.0015651641879230738	1.9036080630030483e-05	0.0001600650284672156	7.225065701277344e-07	6.717491032759426e-06
FRMD6	7.564698080386734e-06	0.00011401507072150707	8.423822873737663e-05	3.5047185065195663e-06	7.665867087780498e-06	0.00039884704165160656	0.0003863282036036253	4.17331830249168e-05	0.00019723994773812592	2.519893678254448e-05	5.568183769355528e-05	0.0012865548487752676	8.869414159562439e-06	3.4553233945189277e-06	0.00011658520088531077	5.7441170611127745e-06	8.362989319721237e-06	2.4234199372585863e-05	2.9433507734211162e-05	6.57477939967066e-05
DEK	0.0007914194720797241	0.00021575398568529636	0.0004543080285657197	0.0005842774407938123	0.00044780143070966005	0.0003551631816662848	0.0002878547238651663	0.0004878344770986587	0.000552611134480685	0.0003694819752126932	0.0004024124064017087	0.00036505074240267277	0.0008893422200344503	0.0006586972158402205	0.00017981526616495103	0.0005252909031696618	0.0005796728655695915	0.0009547567460685968	0.0005288303946144879	0.0003106287040282041
IGLC3	1.7742029001510673e-07	1.545108858636013e-07	1.7477796632192621e-07	9.379646144225262e-06	4.7116613131947815e-05	5.994703769829357e-06	1.0199142934652627e-06	2.7558057809073944e-06	1.948601067169875e-07	1.1392499800422229e-05	5.056662303104531e-06	4.3210621925027226e-07	0.0011974311200901866	7.0174278334889095e-06	9.240582130587427e-07	1.3827473139826907e-06	2.6986531338479836e-06	4.607188657246297e-06	1.8311243366042618e-06	1.6271912954834988e-06
FADS1	0.0006707515567541122	3.1050756660988554e-05	4.114280818612315e-05	8.163406164385378e-06	2.148992098227609e-05	9.665206016507e-05	0.0003634252934716642	4.616764636011794e-05	0.0003996971936430782	7.17104267096147e-05	0.0002734792069531977	0.00027904153103008866	0.00011791670840466395	1.8102706235367805e-05	0.0005544047453440726	0.00044558258377946913	3.575851224013604e-05	2.056924313365016e-05	0.00032518134685233235	0.00013131622108630836
LY6K	0.001309038489125669	0.0001592889311723411	3.7714045220127446e-07	3.112843103281193e-07	1.1880700867550331e-07	2.8515662052086554e-05	1.661817259446252e-05	3.16450268655899e-07	0.002365554217249155	3.772030368054402e-07	4.39521227235673e-06	7.669722435821313e-06	4.112368969799718e-06	4.904965749119583e-07	1.193706521007698e-05	5.002199031878263e-06	1.3582366591435857e-05	6.167986725813535e-07	0.00012059685832355171	1.7514286810182966e-05
HYAL2	5.050552499596961e-05	7.883450598455966e-05	2.510403874111944e-06	1.0657495295163244e-05	1.571631946717389e-05	6.591947749257088e-05	0.00019459053874015808	1.886290920083411e-05	0.00012200509809190407	1.980259366973769e-05	3.470520459813997e-05	0.0001521189697086811	2.4138917069649324e-05	2.4115526684909128e-05	0.0018037958070635796	5.256417716736905e-05	3.4121690987376496e-05	1.804447492759209e-05	3.960782123613171e-05	0.001759437844157219
CD33	0.0003719962842296809	4.386019369917449e-08	1.8615208318806253e-05	1.0867814381754215e-07	1.1369678531991667e-06	3.459894742263714e-06	2.662667100139515e-07	3.816225842001586e-07	2.880486817957717e-07	4.2794240471266676e-06	4.117608114029281e-06	1.3088971684283024e-07	1.1541811772985966e-07	5.299455665408459e-07	4.877992978435941e-07	0.0016935669118538499	6.071462053114374e-07	1.3726603356190026e-06	4.4863469383926713e-07	6.571637101160377e-08
LHFPL2	5.3378749726107344e-05	2.3246107957675122e-05	2.3134316506912e-06	8.163016786966182e-07	4.571283352561295e-05	0.0005976192187517881	0.00016186088032554835	3.366438249940984e-06	0.00018853088840842247	2.190961822634563e-06	0.00015189779514912516	0.00043843331513926387	5.701256668544374e-06	1.733365934342146e-06	6.464758916990831e-05	0.000846908544190228	4.254598024999723e-05	5.259536806079268e-07	7.562688551843166e-06	0.00012743572006002069
RP1-313I6.12	4.896086102235131e-05	0.00014088049647398293	0.0003109520475845784	0.0002770897117443383	0.0006990879774093628	8.70538133312948e-05	5.921916454099119e-05	0.0009288200526498258	5.298394171404652e-05	0.0003212767478544265	0.00012756291835103184	2.493625652277842e-05	3.3005664590746164e-05	0.00014791164721827954	2.391889938735403e-05	4.7593468480044976e-05	3.075633867410943e-05	1.6474126823595725e-05	2.7038406187784858e-05	1.5312436516978778e-05
IGLV2-11	5.3438885316836604e-08	2.0812715106899304e-08	1.368245534649759e-07	9.502024909124884e-07	6.5210447246499825e-06	1.42189932716974e-07	8.24456023451603e-08	3.4007378246769804e-08	1.2516768777004472e-07	1.4780124502067338e-07	3.1263416531146504e-06	2.2440129754386362e-08	0.0004623207787517458	6.150513058855722e-07	1.5790668328463653e-07	2.297918832994128e-08	3.887565469540277e-08	2.0197116157305572e-07	1.1455137638449742e-07	3.488738187229501e-08
PHLDA3	3.489500159048475e-05	0.00011905542487511411	5.587326995737385e-06	1.275582326343283e-05	1.1053450634790352e-06	0.0003808232431765646	0.00015006015019025654	2.270580989716109e-05	0.0004504694079514593	4.374551281216554e-06	0.00010259699774906039	0.0008583478047512472	2.977396252390463e-05	1.723250898066908e-05	3.2430823921458796e-05	5.851189052918926e-05	3.433551319176331e-05	4.809771780855954e-05	0.00048196528223343194	0.0002486622252035886
DNAJC12	9.554306643622112e-07	0.0017132987268269062	3.4280432714695053e-07	9.162104674942384e-07	1.0154808478546329e-06	0.0003856048861052841	8.254932618001476e-05	2.297617669455576e-07	1.9435936337686144e-05	1.7131799268099712e-07	4.303361947677331e-06	3.479430961306207e-05	1.2424799024302047e-05	1.961626594493282e-07	1.356550143327695e-07	1.4638392713095527e-05	8.476220682496205e-05	9.153009017381919e-08	5.370098369894549e-05	4.955783424520632e-06
IL27RA	2.285125810885802e-05	1.58432394528063e-05	0.0006822150899097323	0.0009425731841474771	0.00032135721994563937	2.414440496067982e-05	4.394217739900341e-06	0.0003384060983080417	6.526905053760856e-05	0.0006208982667885721	0.0003000168362632394	1.5206900570774451e-05	5.670763130183332e-05	0.0005168302450329065	0.00011494163481984288	8.354175952263176e-05	5.102623254060745e-05	0.000763699586968869	4.027322574984282e-06	0.00011593820818234235
FBN1	3.015514494109084e-06	5.580214406109008e-07	7.041937806206988e-06	1.0401377039670479e-06	1.1838687896670308e-06	2.0685529307229444e-05	0.00028680608374997973	6.742047389707295e-06	6.0327006394800264e-06	4.377664936328074e-06	0.00010190781904384494	0.0017916257493197918	6.418847078748513e-06	1.2786482557203271e-06	0.0002454168861731887	1.3734902495343704e-06	8.96586243470665e-06	1.3900414614909096e-06	4.4483553210739046e-05	0.00016094636521302164
COL8A2	1.2078024838046986e-06	9.121364428210654e-07	1.2524483281595167e-06	6.828306595707545e-07	1.0858858559004148e-06	9.361407933283772e-07	2.4894527541619027e-06	3.2170169106393587e-06	4.933579475618899e-05	5.254048005554068e-07	2.8682741685770452e-05	0.0016720538260415196	5.40261726200697e-06	8.140753493535158e-07	2.4315872906299774e-06	5.2541632612701505e-05	2.82683981822629e-06	2.4188963720916945e-07	5.584638984146295e-06	2.156285290766391e-06
PLOD1	0.00036273832665756345	0.00011920343968085945	4.16007287640241e-06	2.66252914116194e-06	1.3929843589721713e-05	6.367626338033006e-05	0.0007018084288574755	8.891763172869105e-06	0.001988332951441407	7.488657865906134e-05	6.932491669431329e-05	0.0006690003792755306	8.748866093810648e-05	2.0976098312530667e-05	0.0006809004698880017	0.0002121997531503439	7.949035352794454e-05	4.042887667310424e-05	9.807883179746568e-05	0.0002769610728137195
DUT	0.0007130555459298193	0.0006532014813274145	0.00040123797953128815	0.0005956406821496785	0.0004473853041417897	0.0006606827955693007	0.00043526734225451946	0.0008601406589150429	0.0005173937533982098	0.0002691078116185963	0.00036701609496958554	0.0005132246296852827	0.0009084711782634258	0.0005252487026154995	0.00020562534336932003	0.0001938160421559587	0.0013996569905430079	0.0006390385678969324	0.0006333318306133151	0.000449141749413684
KIF26B	4.805016942555085e-05	9.778323874343187e-05	1.40894280775683e-05	4.78766366995842e-07	1.347211878055532e-06	2.087183474941412e-06	0.00010233154171146452	4.285567683837144e-06	6.70085137244314e-05	1.0246214515063912e-05	0.0015501446323469281	0.00106151239015162	2.767644900814048e-06	7.923763973849418e-07	2.2252401322475635e-05	6.7414493969408795e-06	7.89680634625256e-05	1.322490106758778e-06	9.685208169685211e-06	2.0783249965461437e-06
AC092580.4	7.143165134948504e-07	8.152690611495927e-08	6.2816670833854005e-06	7.429644028889015e-05	2.9409184776341135e-07	7.658447316316597e-07	2.013405122625045e-07	2.8641508833970875e-05	5.440074914986326e-07	5.6309359933948144e-05	2.0167777620372362e-05	1.4508104584365356e-07	1.4298665519163478e-05	0.0006919673760421574	1.6021617739170324e-06	1.7706881294543564e-07	1.3204574997871532e-06	0.001106053008697927	1.2893533494207077e-06	1.620320375650408e-07
KIAA1462	2.1376833956310293e-06	7.386931883957004e-07	7.704791642026976e-06	8.606511983089149e-07	1.9466356206976343e-06	2.5077054033317836e-06	2.615760240587406e-05	1.5204700503090862e-05	1.826871812227182e-05	6.5121489569719415e-06	1.931837323354557e-05	0.0007514601456932724	2.2353464146362967e-07	6.573264954568003e-07	0.0013538748025894165	6.880355272187444e-07	9.645586942497175e-06	4.814965564037266e-07	2.3235152184497565e-06	0.0018225028179585934
DDR2	6.268796278163791e-05	1.0096186997543555e-05	1.991474346141331e-05	1.136868945650349e-06	9.81787161435932e-06	0.00024270950234495103	0.0011889573652297258	1.1465082025097217e-05	0.0009305088315159082	8.241347131843213e-06	0.0007839268655516207	0.0010734685929492116	8.460150638711639e-06	3.4238994430779712e-06	3.4754777971102158e-06	4.123141479794867e-06	5.7591732911532745e-06	2.7805442641692935e-06	0.0004989269655197859	1.0976315024890937e-05
LAPTM4A	0.0008943954017013311	0.0004873544385191053	0.000288042618194595	0.000189738129847683	0.00020717305596917868	0.0019151297165080905	0.0012093647383153439	0.00023580876586493105	0.0012154915602877736	0.0002966018801089376	0.0009960051393136382	0.0008409505244344473	0.00014441675739362836	0.00016830246022436768	0.0001979661319637671	0.0004108915163669735	0.00010295902757206932	0.0001308237697230652	0.0009304828708991408	0.0006671983865089715
GTSE1	9.037552081281319e-05	7.683556901838529e-08	3.2704650720916106e-07	1.4529261704865348e-07	7.188319273154775e-08	3.096884029218927e-07	2.521966280255583e-06	5.565303951016176e-08	5.0591203034855425e-05	2.4938356091297464e-07	4.173686193098547e-06	2.0884638729512517e-07	0.00276952120475471	4.795106747224054e-07	1.0417935300210956e-05	7.712179694863153e-07	1.0950394425890408e-05	2.955258651127224e-06	3.46340726764538e-07	4.3505747271410655e-07
IL1B	6.681595010604724e-08	1.4398666259296533e-08	1.7821828350861324e-06	4.980581138624984e-07	2.0678291434705898e-07	1.0064810567200766e-06	9.869618367019939e-08	2.25943949772045e-06	5.029745011597697e-07	3.494683369353879e-07	2.8680767627520254e-06	7.306495319880923e-08	4.0082375107886037e-07	1.6920583334467665e-07	5.154878408575314e-07	0.0010338160209357738	3.250054021464166e-07	7.964956125761091e-07	2.0222944385750452e-07	2.464190060891269e-07
LTBP1	1.7187343473779038e-05	3.698358705150895e-05	8.708861969353165e-06	6.160906309560232e-07	4.089923493211245e-07	9.362070704810321e-05	0.00015342146798502654	1.318772956437897e-05	0.0001402395573677495	4.073935997439548e-06	4.7134464693954214e-05	0.00048482080455869436	4.38395227320143e-06	1.0726523669291055e-06	0.00019477329624351114	7.676633686060086e-06	2.23249708142248e-06	4.485313525037782e-07	0.0015613778959959745	0.00011881455429829657
TMEM14A	0.0007249062764458358	0.0013289233902469277	4.059448110638186e-05	0.00022696312225889415	0.00012960360618308187	0.00043450092198327184	0.00016661359404679388	0.0002207698707934469	0.0003308660234324634	0.00013276483514346182	0.00012424594024196267	0.00027949101058766246	0.00022322795120999217	0.00032276773708872497	0.00014192145317792892	3.373810977791436e-05	0.0007090547005645931	0.0005788985290564597	0.0005452214973047376	0.0002693276619538665
ANGPT1	3.357726018293761e-05	3.749238658201648e-06	6.981269393691036e-07	1.1451746217971959e-07	1.328958489921206e-07	0.0002743183868005872	0.0008917181403376162	3.901050433796627e-07	0.00012432601943146437	9.068579061022319e-07	1.5551540855085477e-05	8.129412162816152e-05	3.413590775380726e-06	4.991871378479118e-07	8.035062251110503e-07	1.0430826478113886e-06	9.747531294124201e-06	1.712767584649555e-06	0.002117893658578396	2.8952317165931163e-07
MXRA8	6.1611272030859254e-06	3.6463727155933157e-05	1.6270716514554806e-05	1.3895942174713127e-06	9.231495141648338e-07	0.0003698186483234167	0.0005139498389326036	6.573423888767138e-06	0.0004822044284082949	4.169651674601482e-06	0.00012734752090182155	0.0020518857054412365	3.164927647958393e-06	1.5142859410843812e-06	2.196887407990289e-06	1.1047195584978908e-06	6.5700060076778755e-06	2.8725346510327654e-06	0.0001657835819059983	8.395400641347806e-07
PLPPR4	6.835250587755581e-07	7.286184455779221e-08	4.176445997927658e-07	1.2964886764166295e-07	7.955345893151389e-08	1.70793391589541e-05	0.0024530815426260233	8.232533446062007e-07	3.0281928502517985e-06	2.2919580544566998e-07	6.1273863138922025e-06	1.1376322618161794e-05	1.042194242018013e-07	5.8901303390257453e-08	3.266538328716706e-07	4.802614128607274e-08	9.097583841821688e-08	6.312870937108528e-08	3.0593902920372784e-05	6.219200440682471e-05
PRNP	0.00028303259750828147	4.1841100028250366e-05	0.00040754026849754155	0.00036185054341331124	0.00018207443645223975	0.0016328723868355155	8.221146708820015e-05	0.0002218554582213983	0.0011399697978049517	0.0005220536841079593	0.0004220444243401289	0.00044906119001097977	5.285163570079021e-05	0.0003875827824231237	0.00014720112085342407	0.0003632988955359906	3.54402327502612e-05	0.0007202565902844071	0.0001493903691880405	0.00010538633068790659
RP11-693J15.5	1.0046021969856156e-07	3.8292728987698865e-09	2.713148887778516e-07	3.227816876005818e-07	0.0016626437427476048	5.060286412117421e-07	1.5672293329771492e-07	5.4052481601729596e-08	2.2290018364401476e-07	2.773609821815626e-07	3.2224079404841177e-06	3.7416061360318054e-08	9.238091479346622e-06	4.546194887211641e-08	1.8886246834881604e-05	8.82533367985161e-06	7.955424734973349e-06	4.5115766624803655e-06	6.861823180770443e-07	9.904206166311269e-08
FAM102A	8.478426025249064e-05	0.0003907585341949016	0.0009463386377319694	0.0009274495532736182	0.0002579409920144826	6.840801506768912e-05	2.431155735393986e-05	0.00039642961928620934	9.048666834132746e-05	0.00012434256495907903	0.0003080155292991549	0.00018309713050257415	5.465479989652522e-05	0.0007154810009524226	9.379848779644817e-05	4.699144028563751e-06	3.6243058275431395e-05	0.00012207079271320254	1.2641573448490817e-05	1.264375987375388e-05
LILRA5	5.4920423764315274e-08	3.5616096738522174e-09	1.5204022929538041e-07	1.9255356420444514e-08	5.268993277240952e-07	1.850119701884978e-07	8.5341149258511e-08	3.800251846541869e-08	1.4224353606095974e-07	1.6319167173151072e-07	2.5666124656709144e-06	2.2390542753214504e-08	6.248320971735666e-08	2.593571757358859e-08	1.4162216643853753e-07	0.0007764343172311783	3.5730855074689316e-07	1.7223756287876313e-07	1.2461745768632682e-07	7.309421334866784e-08
GPR171	1.438821641386312e-06	1.1374353192650233e-07	0.00016356811102014035	0.00034372301888652146	2.5863466817099834e-06	8.89165562512062e-07	2.6467389488971094e-06	9.356838563689962e-05	7.550569876002555e-07	9.919540025293827e-05	6.61814701743424e-05	2.033879269447425e-07	5.883033281861572e-06	0.0007253927760757506	1.7966758605325595e-06	8.895288488020014e-07	7.480935892090201e-06	0.00023473287001252174	8.142877163663798e-07	2.1580879661087238e-07
IL17RA	1.349944341200171e-05	6.069555092835799e-05	0.0011269953101873398	0.0006435605464503169	0.00016599131049588323	0.00013493470032699406	0.0002830725279636681	0.00018819363322108984	8.007230644579977e-05	0.00030621307087130845	0.0001642944844206795	0.00010934884630842134	7.512760203098878e-05	0.00031961683998815715	0.00019158862414769828	0.0006268485449254513	2.0256309653632343e-05	0.00022524195082951337	5.587900523096323e-05	0.00016003781638573855
TSPAN3	0.0004741875163745135	0.00015666280523873866	5.2012488595210016e-05	5.439169399323873e-05	0.0006579379551112652	0.0008615120896138251	0.0006562309572473168	7.922938675619662e-05	0.002506081247702241	0.000203846168005839	6.701717938994989e-05	0.0003335764049552381	0.0002500717237126082	3.344881042721681e-05	0.00025256758090108633	0.0002503310388419777	0.0001643046853132546	5.900092946831137e-05	0.0008711200207471848	0.0004344132903497666
HMGA1	0.0017567097675055265	0.00023835906176827848	4.401234400575049e-05	0.0003332452033646405	0.0005199720617383718	8.678841368237045e-06	1.3789725699098199e-06	0.0002930664049927145	0.0007117133936844766	6.507844955194741e-05	0.0001374491985188797	4.838607310375664e-06	0.0003007246123161167	0.00041154507198370993	1.5191771126410458e-05	0.00031773847877047956	0.0011774786980822682	0.00014679937157779932	1.2789771062671207e-05	3.9186211324704345e-06
CLNK	0.0001314708060817793	8.192292000330781e-08	0.00013418977323453873	8.268042620329652e-06	0.0001846180675784126	7.112365665307152e-07	6.553393632202642e-07	1.141364805334888e-06	3.565040742614656e-07	0.00019763835007324815	1.8140652173315175e-05	1.9331451994730742e-07	3.976443622377701e-06	5.124606468598358e-05	3.964835741498973e-06	4.228477337164804e-06	9.972680345526896e-06	0.0007417065207846463	2.8606640967154817e-07	1.375257312474787e-07
BMPR1A	0.00016353621322195977	0.00016595404304098338	0.0009684067917987704	0.00010122115054400638	3.4762590075843036e-05	0.0004406374064274132	0.0004693545342888683	3.157821629429236e-05	0.00015466126205865294	0.00019832102407235652	0.0006290945457294583	0.0004883826477453113	8.646122296340764e-05	0.0001623244897928089	1.5410827472805977e-05	3.388872210052796e-05	4.667336270358646e-06	0.00011140172864543274	0.00027112284442409873	5.664132913807407e-07
EMILIN1	1.4507849300571252e-05	3.7297954236237274e-07	1.1152638762723655e-05	5.114265491101833e-07	2.0514114567049546e-06	0.00034892186522483826	0.0006228263373486698	3.947102413803805e-06	0.0002276127052027732	5.326896371116163e-06	6.008352283970453e-05	0.0012551104882732034	2.382502088948968e-06	5.503860620592604e-07	1.9007989067176823e-06	2.375422809564043e-05	4.8455162868776824e-06	4.854150006394775e-07	9.230477007804438e-05	5.914313305765972e-07
GAS7	0.0001628376339795068	2.4896505124161195e-07	1.7543879948789254e-05	2.960001893370645e-06	1.82016083272174e-05	0.0013287793844938278	7.818261110514868e-06	2.069917718472425e-05	0.0003667721466626972	0.0012114972341805696	0.00011885262210853398	0.0008904063724912703	7.748078132863156e-06	5.7703899074112996e-05	5.232524472376099e-06	0.0004324598703533411	7.62937906984007e-06	7.822091902198736e-06	4.252714916219702e-06	2.0106635929550976e-05
HINT2	0.00045043378486298025	0.001132665784098208	0.0001358197769150138	0.00032016885234043	0.00025606597773730755	0.0003468803479336202	0.0001301919692195952	0.0005040170508436859	0.0001606689183972776	0.00021523862960748374	0.00022889352112542838	0.0001816985459299758	0.0007925265817902982	0.0004104013496544212	2.8567223125719465e-05	0.00024518929421901703	0.001212014933116734	0.0005068097962066531	0.0004469006962608546	0.00015383797290269285
AKR7A3	3.260524579218327e-07	0.0019012270495295525	1.3247533559024305e-07	2.033664259215584e-06	4.676426215155516e-07	1.547133763324382e-07	1.0451241649889198e-07	4.455926827517942e-08	5.734950718760956e-07	1.4415509497212042e-07	2.445422978780698e-06	8.792102562438231e-06	5.3819359635554065e-08	5.197667007905693e-08	1.6094253396659042e-07	9.681180017651059e-07	3.2013527828667065e-08	3.060577682845178e-06	1.2253543957285729e-07	2.829071661381022e-07
IL4I1	2.88897331301996e-06	7.494945748476312e-07	0.0004957005730830133	0.00011110949708381668	2.497555578884203e-05	1.743369580253784e-06	1.2595825864991639e-05	0.0001019878254737705	6.065216439310461e-06	8.662580512464046e-06	1.8359663954470307e-05	1.9556126062525436e-05	4.543049726635218e-06	9.492145181866363e-06	1.998353582166601e-05	0.0009296336793340743	3.607567850849591e-05	5.0563507102197036e-05	4.0747119101069984e-07	1.1471782272565179e-05
H3F3B	0.0012220345670357347	0.0016396262217313051	0.0005868053995072842	0.0013381624594330788	0.0012345376890152693	0.0018262831727042794	0.0004931490984745324	0.001126601011492312	0.0009547029621899128	0.0018670611316338181	0.000729289255104959	0.0004143857513554394	0.0006530617247335613	0.0013763037277385592	0.00026424910174682736	0.0008557685068808496	0.0011448723962530494	0.0014821836957708001	0.001182703534141183	0.0005637076683342457
TEX41	2.2317212255984487e-07	2.1909812630838132e-08	4.7280670401050884e-07	6.362500215573164e-08	2.681937019133329e-07	3.848140113404952e-05	0.002055965131148696	2.9225813591438055e-07	2.0544682683976134e-06	7.738461249573447e-07	1.3251470591058023e-05	1.6790057998150587e-05	6.654267963313032e-07	9.617811258522124e-08	3.08454360720134e-07	2.2749798063159687e-06	7.896784950389701e-07	2.498104265669099e-07	0.0007387461373582482	1.7243448269255168e-07
CDCA7L	0.0001408775569871068	4.0817365515977144e-05	4.500054274103604e-06	5.10104582644999e-05	0.000903078296687454	0.00010018650209531188	7.19484087312594e-05	1.3510090866475366e-05	0.00017438328359276056	2.736532451308449e-06	1.089342731575016e-05	6.99956581229344e-05	0.00019547056581359357	2.862068413378438e-06	1.863377656263765e-05	5.540307392948307e-05	0.0006120848120190203	6.898067658767104e-05	8.089289622148499e-05	1.8341596330628818e-07
PFDN2	0.0016983231762424111	0.0005573516828007996	8.853714098222554e-05	0.0004051830619573593	0.00024450686760246754	0.000330897921230644	0.00016297477122861892	0.00038983015110716224	0.0005381832015700638	0.00021629405091516674	0.00012618728214874864	0.0001898315385915339	0.00020569353364408016	0.00041622421122156084	0.00021054419630672783	0.0002627343055792153	0.0014775065938010812	0.0004706065228674561	0.00031245365971699357	0.00022184701811056584
PTP4A1	0.00048769975546747446	0.0011002890532836318	0.00011649981752270833	0.0003291504399385303	0.0003049854130949825	0.00017206820484716445	0.00015264710236806422	0.00027409204631112516	0.0006357753882184625	0.00040222445386461914	0.00016169590526260436	0.0002147353661712259	0.00033197281300090253	0.0002646898210514337	0.0001226419408340007	0.0002793741296045482	0.0007965012919157743	0.00034497733577154577	0.00013301066064741462	9.707545541459695e-05
AXL	8.701886144990567e-07	9.141618306784949e-07	6.683359515591292e-06	2.635902376368904e-07	1.5447693613168667e-06	0.0001403425121679902	0.0007974181789904833	2.1604043922707206e-06	2.2192616597749293e-05	9.78928346739849e-06	5.642946052830666e-05	0.0010600881651043892	1.1193135378562147e-06	3.909802046564437e-07	9.215033287546248e-07	0.0005804880056530237	6.648102953477064e-06	1.7119862150138943e-06	0.0004573280457407236	6.649451051998767e-07
ANKRD12	4.151147368247621e-05	0.0004196802619844675	0.0015599369071424007	0.0012021140428259969	0.000789702869951725	0.00043557322351261973	0.00025983809609897435	0.0004824762581847608	0.0001413418067386374	0.0005811331793665886	0.000780516944359988	0.0002524257870391011	0.00035571696935221553	0.000950635876506567	0.0003103199996985495	0.00024175515864044428	0.00012347839947324246	0.0006432717200368643	0.0002620344457682222	0.000241964720771648
GNG7	2.7076659534941427e-05	1.3685922567674424e-05	1.1925133549084421e-05	2.4663353542564437e-05	0.0015749994199723005	7.460959750460461e-05	4.643553438654635e-06	4.842034468310885e-05	0.0005165163893252611	2.5031308723555412e-06	1.1641061064437963e-05	5.326423342921771e-05	0.00048740406055003405	1.6442303376607015e-06	0.0008804054814390838	0.00011310746776871383	0.00018994462152477354	3.0095332022028742e-06	2.0281442630221136e-05	0.00018893783271778375
ASPN	7.492502618333674e-07	4.878301069766167e-07	5.829632755194325e-06	8.260343520305469e-07	1.0907076557487017e-06	3.003236088261474e-06	0.0004982086247764528	3.236094698877423e-06	2.075273869195371e-06	2.2425704173656413e-06	9.794829384190962e-05	0.001491634757257998	7.815273761480057e-07	1.7296106307185255e-06	3.3949099815799855e-06	7.291160386557749e-07	3.629618731793016e-06	1.7255438251595479e-06	7.495669706258923e-05	9.032463026414916e-07
VASH1	2.2304911908577196e-06	3.7239346966089215e-06	9.410017810296267e-05	5.241485996521078e-05	9.307195227847842e-07	1.324235836364096e-05	0.0004184291756246239	4.253965016687289e-05	1.1172447557328269e-05	5.0580445531522855e-05	6.220124487299472e-05	0.00020733480050694197	7.38952030587825e-06	3.0137500289129093e-05	0.0022284069564193487	0.0007912651053629816	1.912877633003518e-05	4.864816946792416e-05	5.4315274610416964e-05	0.00034710176987573504
PRDM1	8.276279004348908e-07	1.6702297500614804e-07	9.97359020402655e-05	0.0003695990308187902	6.119650606706273e-06	9.72386114881374e-05	0.00012865303142461926	4.1715698898769915e-05	5.426915322459536e-06	0.00011239381274208426	7.442844071192667e-05	0.00019080430502071977	0.0005980389541946352	0.00035922895767726004	0.00051756581524387	0.00017416628543287516	1.0169344022870064e-05	0.001151246135123074	1.6717362086637877e-05	6.060149098630063e-05
IL18	7.233813084894791e-05	2.7768369363911916e-06	4.585840360959992e-05	2.0821116777369753e-06	2.885842877731193e-05	1.4546702914230991e-05	9.016718649945688e-06	4.1586081351852044e-06	4.856296527577797e-06	0.0009402100113220513	2.4184064386645332e-05	2.4530636437702924e-06	2.1089613255753648e-06	2.8375677629810525e-06	1.5146937357712886e-06	0.0014785861130803823	7.435110092046671e-06	2.5748531697900034e-06	5.083017526885669e-07	4.7278436454689654e-07
TRAM1	0.0005436864448711276	0.0004048166738357395	0.0003365862648934126	0.0005814380710944533	0.0003038524300791323	0.0004408961976878345	0.0003231494629289955	0.0004911350551992655	0.0013786833733320236	0.00041045190300792456	0.0002667638473212719	0.0004379870370030403	0.0009695359622128308	0.0005279337055981159	0.0002838620566762984	0.00031542606302537024	0.00048656738363206387	0.00046328178723342717	0.00026250240625813603	0.0004373012052383274
SPHK1	0.0004217767564114183	3.1975319870980456e-05	3.0966421036282554e-06	1.7704632000459242e-06	5.614320343738655e-06	5.6320445764868055e-06	0.00022230748436413705	9.950665116775781e-06	0.0012128717498853803	1.1369519597792532e-05	5.006790888728574e-05	0.0009920825250446796	1.8375454601482488e-05	4.1767357288335916e-06	6.606776878470555e-05	0.00028072751592844725	0.00029122093110345304	7.250133876368636e-06	9.343701094621792e-05	0.0002795355103444308
LINC00649	3.389341827642056e-06	0.00014272166299633682	0.00035148809547536075	0.000540976005140692	7.26117514204816e-06	9.620487981010228e-05	1.6595829492871417e-06	0.00016752297233324498	5.1203169277869165e-05	1.6871708794496953e-05	0.0004080126527696848	1.0044432201539166e-05	0.00011366349644958973	0.0004903385997749865	1.553366382722743e-05	7.56648660171777e-06	4.251609789207578e-05	0.0004218383110128343	8.075418008957058e-06	1.972430618479848e-05
RAN	0.0018242024816572666	0.0004918896593153477	0.00021684388048015535	0.0008702176855877042	0.0006011335062794387	0.0004204227589070797	0.0001981862442335114	0.0008692409028299153	0.0008411102462559938	0.0004540453664958477	0.00033578858710825443	0.00022921217896509916	0.0010418908204883337	0.0006923293112777174	0.00018662572256289423	0.00039182486943900585	0.0028154226019978523	0.0011204939801245928	0.0005681138718500733	0.0003234858450014144
