Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28
KIAA0930	0.00017704242782201618	0.00010787108476506546	7.175063365139067e-05	0.0009804842993617058	0.00011232105316594243	5.331595821189694e-05	0.00019664534192997962	0.00036209344398230314	6.72370515530929e-05	5.8756995713338256e-05	6.681894592475146e-05	0.00010778175783343613	9.194109588861465e-05	9.614719601813704e-05	0.00013301035505719483	0.00014089644537307322	3.249954170314595e-05	0.00046103072236292064	3.83466795028653e-05	4.0618648199597374e-05	6.475785630755126e-05	2.642722574819345e-05	0.0005863334517925978	7.18368828529492e-05	3.7836878618691117e-05	4.290752622182481e-05	6.151267007226124e-05	3.544330320437439e-05
IGKV1-5	0.00421166280284524	2.38169013755396e-06	9.626121766359574e-08	1.124820414588612e-07	0.0004142599063925445	4.538690973276971e-06	1.9409080209698004e-07	9.171597525892139e-07	9.67453601674606e-08	1.1733261089830194e-05	1.524337704950085e-07	1.3224975781156445e-08	2.4289961402246263e-06	1.0879247724915331e-07	6.997580044298957e-07	3.9423659472959116e-05	2.5178925966429233e-07	2.0008725698517082e-07	1.793618480405712e-06	1.1149529655085644e-07	1.6084295566543005e-05	2.248546479677316e-06	1.0078708783112234e-06	6.25232360107475e-07	2.5451473817383885e-08	3.957787612307584e-06	4.827777502214303e-07	7.436401006089e-08
NR1H3	2.202190262323711e-05	7.978325811563991e-06	4.363275002106093e-05	9.612392750568688e-05	1.0401696272310801e-05	1.9766976038226858e-05	1.01875739346724e-05	1.2625914678210393e-05	8.646387868793681e-05	2.247072734462563e-05	0.00011397225898690522	0.00015828850155230612	2.8557917175930925e-05	2.9526063372031786e-05	5.0732895033434033e-05	2.7870151825482026e-05	0.0001704327150946483	0.0007566309068351984	2.545833558542654e-05	9.9761191449943e-06	7.841583283152431e-06	0.00010855704022105783	0.0004924283130094409	4.299596548662521e-05	9.489660442341119e-05	1.6401154425693676e-05	0.0012425828026607633	3.26649023918435e-05
NEXN	9.56797430262668e-06	1.919956412166357e-05	3.740408658359229e-07	0.0009297854849137366	1.4166841992846457e-06	0.0003549523535184562	8.270802027254831e-06	0.0001412152632838115	1.0383548215031624e-05	3.584768273867667e-05	2.5180904685839778e-06	6.500848940049764e-06	2.68768872047076e-05	1.3647104424308054e-05	1.1295240256004035e-05	4.4150940084364265e-05	0.000582879118155688	0.00010805547935888171	7.1831000241218135e-06	1.9617278667283244e-05	8.029897435335442e-05	0.00041415219311602414	0.00025152633315883577	2.1000048946007155e-05	1.2972249351150822e-05	3.434440077398904e-05	7.417188044200884e-06	1.5469226127606817e-05
EXOSC4	0.00019050379341933876	0.00011825144611066207	0.00011013141920557246	0.0001045753961079754	0.00029430666472762823	9.543481428408995e-05	0.0002772573207039386	0.00016619065718259662	0.00021246816322673112	6.573870632564649e-05	0.00013862305786460638	0.0005705502117052674	0.0001269864005735144	0.0002402469253866002	0.00022227286535780877	9.316933574154973e-05	0.00014494980860035866	0.00020273948030080646	0.00010107144044013694	0.00020011358719784766	8.687307126820087e-05	0.0001188454480143264	0.00011972985521424562	0.00014716725854668766	0.000405836442951113	0.00014669304073322564	0.00011409492435632274	0.00020130097982473671
CD163	6.090619990573032e-07	2.97179354902255e-07	8.089494230034688e-08	4.632960042272316e-07	4.254079328802618e-07	4.037557573610684e-06	1.1166051990585402e-05	2.165819751098752e-06	4.122932466543716e-07	8.804291610431392e-06	7.113602009667375e-07	1.3523258957093276e-08	8.91243814749032e-07	6.716372809023596e-07	9.338182849205623e-07	9.88422743830597e-06	9.566904424218592e-08	0.0013948270352557302	1.2734105325762357e-07	3.7486086057469947e-07	7.870607277027375e-08	3.287314029876143e-07	9.994164429372177e-08	2.2886277406541922e-07	2.793445119664284e-08	4.358321803010767e-06	1.6689371022948762e-06	1.2363277335225575e-07
CCDC80	4.40687790614902e-06	1.181751258627628e-06	2.375061740167439e-05	0.0009236147743649781	2.956983962576487e-06	0.0004448205581866205	7.293026555998949e-06	2.807859800668666e-06	4.0798436202749144e-06	0.00010598613152978942	1.305136720475275e-05	4.0215627450379543e-07	4.80014114145888e-06	1.1701608855219092e-06	5.082172265247209e-06	0.000379216973669827	4.0421193261863664e-05	1.1638646810752107e-06	1.5842642824281938e-06	9.052474752024864e-07	2.2632307263847906e-06	2.6778057872434147e-05	0.0015813192585483193	1.3216979368735338e-06	4.252503913448891e-06	4.453451037988998e-05	3.5075016057817265e-05	2.349595433770446e-06
FBXW7	0.0017657048301771283	0.0002722427307162434	0.00019335454271640629	0.00017963346908800304	0.0006535912398248911	3.053552791243419e-05	5.9888036048505455e-05	0.00014240700693335384	0.00016707030590623617	0.0003491962270345539	0.00021455486421473324	8.165719918906689e-05	0.00047068329877220094	9.24977139220573e-05	0.00030480470741167665	9.357479575555772e-05	0.00020098008099012077	9.978830348700285e-05	0.00017310125986114144	0.0002320074854651466	0.00017055615899153054	9.38085067900829e-05	0.0001052649095072411	0.00021554242994170636	0.00010666607704479247	0.00023384093947242945	3.590219421312213e-05	0.00013676739763468504
MCM3	0.0001136533246608451	0.0002995932300109416	0.0002804568794090301	8.146990148816258e-05	2.9089504096191376e-05	0.00013104878598824143	9.518959996057674e-05	0.00018350889149587601	0.000122485522297211	5.721939305658452e-05	0.0002674190327525139	0.00015421902935486287	0.0003053964755963534	0.0011048371670767665	0.00023376281023956835	0.00039468443719670177	0.0002559104759711772	8.912725752452388e-05	0.00023769600375089794	0.00022331821674015373	0.00022397110296878964	0.0003875715483445674	0.00011397821799619123	0.00032705519697628915	9.999030589824542e-05	7.358774018939584e-05	0.00020490141469053924	0.00011460688983788714
NLRC5	8.454425551462919e-05	0.0010717629920691252	0.0002466764417476952	0.00020192597003187984	5.226270513958298e-05	4.039706982439384e-05	7.10207168594934e-05	0.0001798651210265234	0.00030706776306033134	9.69035318121314e-05	9.554724238114432e-05	1.54734752868535e-05	0.0009673972381278872	0.0001794745185179636	0.00016202576807700098	0.0005963065195828676	7.928409468149766e-05	0.00013164560368750244	0.0004322310851421207	0.00034881217288784683	0.000288044277112931	2.9190659915911965e-05	8.503082426614128e-06	0.0005263850907795131	3.2015466331358766e-06	9.263076935894787e-05	0.0003097020380664617	0.00011515682126628235
GPRC5B	1.390504394294112e-06	2.0687353696757782e-07	0.0014013813342899084	8.670781971886754e-05	7.132804853426933e-07	2.9255799745442346e-05	1.2743738807330374e-05	2.212163281001267e-06	2.794341185108351e-07	1.4334137631522026e-05	0.00040094947325997055	5.5894121032906696e-05	6.926183573341405e-07	7.203789209597744e-07	9.134089395956835e-07	3.0553910619346425e-05	0.00022278954565990716	6.230016879271716e-06	7.421819532282825e-07	2.699410970308236e-07	1.9526352446064266e-07	0.0002346886321902275	6.342765846056864e-05	1.1618880790820185e-07	6.363072316162288e-05	1.0366142305429094e-05	0.002176722278818488	3.366540340721258e-06
CMPK1	0.0003615033929236233	0.0005035318317823112	0.00024353296612389386	0.00032362298225052655	0.0004475234018173069	0.0012716029305011034	0.0003394829691387713	0.00036429776810109615	0.00048367673298344016	0.00015018451085779816	0.0002357238990953192	0.00033859003451652825	0.0006015583057887852	0.0003504297637846321	0.00036918686237186193	0.0005119110574014485	0.00024505029432475567	0.0002839804219547659	0.000831269659101963	0.0007889781845733523	0.00041316234273836017	0.00016329380741808563	0.00020096391381230205	0.0004886119859293103	0.0006564024370163679	0.00022786720364820212	0.00043228184222243726	0.0006524082855321467
ITGAX	2.3988739030755823e-06	2.635237069625873e-05	4.673233888752293e-08	6.777795533707831e-07	8.666128792356176e-07	1.8087548596668057e-05	0.0006614615558646619	0.0008089322946034372	0.0002294673613505438	1.9883576896972954e-05	1.9282942957943305e-06	9.502096887104017e-09	6.173859219416045e-07	5.663608590111835e-06	0.0031845697667449713	1.6501293430337682e-05	1.3512007512872515e-07	0.0010707068722695112	4.182386703632801e-07	9.152047277893871e-05	6.466836930485442e-05	4.993314064449805e-07	1.5410610387789347e-07	6.265586307563353e-06	1.7929345119682694e-07	1.0060504791908897e-05	1.4603099316445878e-06	0.0003878427960444242
TTI1	0.0002106778119923547	0.0002155959082301706	0.00011943669233005494	0.00011163065937580541	0.00012764781422447413	8.356496982742101e-05	7.064072269713506e-05	9.439901623409241e-05	0.00021965177438687533	4.369453017716296e-05	4.873583384323865e-05	0.00015074257680680603	0.0001646324380999431	0.00014285880024544895	0.00010786684288177639	0.00011662303586490452	5.0180657126475126e-05	9.413595398655161e-05	0.00015622146020177752	0.00010766605555545539	0.00012680118379648775	4.058273043483496e-05	9.998866153182462e-05	0.00024369604943785816	5.713763312087394e-05	6.0766044043703005e-05	5.025889186072163e-05	0.000602465239353478
EVL	3.730993194039911e-05	0.0014390781288966537	3.9767797716194764e-05	0.00010418755846330896	2.2549560526385903e-05	0.0002545506868045777	0.00012000707647530362	0.00012665068788919598	0.001113962847739458	0.00022060726769268513	8.710560359759256e-05	0.0013540739892050624	0.0017462943214923143	0.00036865167203359306	0.0005989528726786375	0.0006364599103108048	4.9000707804225385e-05	0.00012169405090389773	0.0009781966218724847	0.0013713802909478545	0.0003925228666048497	4.17698101955466e-05	7.741260924376547e-05	0.0005041338154114783	0.00016615995264146477	0.0001503089879406616	8.528118632966653e-05	3.196075704181567e-05
CCDC109B	6.563640636159107e-05	0.0007744698086753488	2.5407833163626492e-05	0.00014226051280274987	7.485441892640665e-05	0.00019311695359647274	0.00018110977543983608	0.00029100809479132295	0.00037033273838460445	0.00016886227240320295	0.0002455901703797281	2.556894105509855e-05	0.0006720912642776966	0.0003153417201247066	0.00027734049945138395	0.00015966329374350607	2.2733856894774362e-05	0.00037144075031392276	0.0014502343256026506	0.00036074593663215637	0.0005540865822695196	0.00018259900389239192	0.00016113305173348635	0.00010581947572063655	8.675167191540822e-05	0.0001270794600713998	6.396776007022709e-05	4.863202320848359e-06
DCHS1	1.1427956451370846e-05	5.365955644265341e-07	0.0015955368289723992	0.0006903867470100522	1.0441679023642791e-06	7.034939335426316e-05	2.085645974148065e-05	2.475791552569717e-05	3.003589654326788e-06	2.1036548787378706e-05	0.000584498280659318	2.4778698843874736e-06	6.472489531006431e-06	2.896360683735111e-06	2.3112197595764883e-06	6.672280142083764e-05	1.945375061040977e-06	2.6148782126256265e-05	1.3585015949502122e-05	7.210689432213258e-07	1.6533388702555385e-07	9.288084402214736e-05	0.00041338978917337954	4.115759395517671e-07	1.0667042261047754e-05	1.616939334780909e-05	0.00021511901286430657	1.2794052963727154e-05
XAB2	0.0001666288444539532	0.00021344807464629412	0.00012536050053313375	0.0001236985408468172	0.00010215038491878659	4.64201184513513e-05	0.00018445748719386756	0.00023878991487435997	0.0003358147223480046	9.649521962273866e-05	0.0001520241639809683	0.0012455334654077888	0.000740285322535783	0.00010176649811910465	7.634593202965334e-05	0.0003797667450271547	0.00021788579761050642	0.00011482277477625757	0.0002245147043140605	0.0002638969453983009	0.00026774994330480695	9.244828106602654e-05	0.00035744596971198916	0.00020161582506261766	0.00034803824382834136	0.00014444471162278205	0.00017653178656473756	6.782716809539124e-05
PRICKLE1	9.999154281103984e-05	1.0932187706202967e-06	0.00028444366762414575	0.0012190444394946098	4.1223956941394135e-05	0.0001948188291862607	1.218745546793798e-05	4.9107424274552613e-05	1.1672310392896179e-05	6.458257848862559e-05	4.8851488827494904e-05	3.099062814726494e-05	7.744782124063931e-06	4.9850850700750016e-06	4.052150870847981e-06	4.616417209035717e-05	1.1688158338074572e-05	1.5424591310875257e-06	2.5898386866174405e-06	2.3367858830170007e-06	0.00013171767932362854	0.00011292468116153032	0.0008055258076637983	2.0365757791296346e-06	3.9045677112881094e-05	0.0001020948839141056	6.687443237751722e-05	2.7965388653683476e-06
JAM2	1.0175602255912963e-05	2.2623818551892327e-07	0.0012330877361819148	0.000196724635316059	2.554445700297947e-06	0.00017138182010967284	9.853927622316405e-06	2.003173676712322e-06	1.1851684575958643e-06	2.3998056349228136e-05	0.0024911444634199142	1.3580070401530975e-07	1.8268111716679414e-06	2.4444859718641965e-06	1.8876003196055535e-06	0.00016099947970360518	8.42321753680153e-07	7.533883035648614e-06	9.339789812656818e-07	6.661997531409725e-07	1.1960920346609782e-05	0.00015421448915731162	0.0006516510620713234	2.05069864023244e-06	1.3014304386160802e-05	1.5108468687685672e-05	0.0011472167680040002	3.6660690057033207e-06
SLC39A6	2.7747977583203465e-05	3.654356623883359e-05	1.1744597031793091e-05	6.655412289546803e-05	2.9049448130535893e-05	5.507714831765043e-06	1.7869906514533795e-05	6.875558028696105e-05	5.0254209781996906e-05	1.920709473779425e-05	8.447394975519273e-06	0.0019504936644807458	5.317559407558292e-05	2.7175019567948766e-05	2.2763302695238963e-05	9.222847438650206e-06	5.265663276077248e-05	1.971144592971541e-05	2.6189745767624117e-05	3.0591287213610485e-05	2.9470747904269956e-05	1.6168003639904782e-05	7.668536272831261e-05	4.041137799504213e-05	0.00011444593110354617	6.102442057454027e-06	6.013137863192242e-06	2.4140252207871526e-05
CYB5R1	0.0002405831473879516	0.00018677998741623014	0.00016652776685077697	0.00013212327030487359	0.00029649343923665583	7.942294905660674e-05	0.0001518417993793264	0.00014935924264136702	0.00017917065997608006	0.00027697719633579254	0.0002928354952018708	0.0010993487667292356	0.00032953365007415414	5.941229028394446e-05	0.00010505977115826681	5.566997060668655e-05	0.0001926029653986916	0.00032635004026815295	0.0003220019571017474	0.00015279315994121134	0.000270173535682261	0.00013080824282951653	0.00038544039125554264	0.0001223895960720256	0.00016815266280900687	0.00019639240053948015	0.00013045163359493017	0.0002851275203283876
RAPGEF4	6.962372572161257e-05	2.8835555099249177e-07	0.0017509679310023785	4.033188361063367e-06	7.874974130572809e-07	6.470211701525841e-06	1.649368357448111e-07	3.4867369436142326e-07	1.2241247304700664e-06	1.1052057743654586e-05	0.0003070026286877692	3.954094790969975e-05	1.4989365126893972e-07	4.6750949422857957e-07	5.937761784480244e-07	1.1553623153304216e-05	3.646981349447742e-05	1.086364562752351e-07	8.533206141692062e-08	1.5373571216059645e-07	2.483972991740302e-07	0.00017150015628430992	1.5067328718032513e-07	7.602459817235285e-08	4.34990488429321e-06	7.987207936821505e-06	8.17349246062804e-06	1.8213796693089535e-06
MLPH	4.412272119225236e-06	3.0593980682169786e-06	3.120686073998513e-07	1.3192247024562676e-05	2.43869612859271e-06	2.297378614457557e-06	3.984972636317252e-07	5.875097031093901e-07	5.934356067882618e-06	9.008520464703906e-06	0.00018186718807555735	0.001982220681384206	7.527154593844898e-06	1.3012304407311603e-06	4.3808742589135363e-07	6.3816955844231416e-06	3.9336671875389584e-07	1.3192640835768543e-05	8.76652939041378e-06	1.3087307024761685e-06	9.469984433962964e-06	1.5216519386740401e-06	2.6216404876322486e-05	7.024386405873884e-08	1.2900974979856983e-05	4.2310880417062435e-06	1.5113437257241458e-06	0.0011691449908539653
SLC9A3R2	1.1135486602142919e-05	1.5230366443574894e-06	0.0025870846584439278	0.00010600118548609316	1.0930386451946106e-05	0.0002382024540565908	1.2822650205635e-05	1.0395166100352071e-05	2.8642643883358687e-06	3.364262738614343e-05	7.872320566093549e-05	0.0003300788812339306	7.053282388369553e-06	1.3407207006821409e-05	4.1148679883917794e-05	2.833777034538798e-05	6.980710895732045e-05	8.515382432960905e-06	3.2624441246298375e-06	3.555259127097088e-06	2.371187264316177e-07	0.0001463859371142462	0.0002759195049293339	1.341829033663089e-06	0.00010422668856335804	1.7165808458230458e-05	0.0012848393525928259	1.8457407350069843e-05
LMNA	0.00011451175669208169	3.072286563110538e-05	0.0008355043246410787	0.0010055351303890347	0.00010032350837718695	0.0004938719794154167	0.0004171457840129733	3.4190816222690046e-05	0.00017339434998575598	0.0001279784773942083	0.000993046909570694	0.000786551390774548	0.0003495673299767077	0.00017796408792492002	1.3480525012710132e-05	0.00025311196804977953	0.0011571915820240974	0.00020068668527528644	8.20478453533724e-05	2.4764165573287755e-05	1.9601760868681595e-05	0.0011925770668312907	0.0007306124898605049	0.00016849390522111207	0.000434376037446782	0.00015965144848451018	0.0003133342834189534	0.00032220137654803693
MARCKS	0.000150881169247441	3.6673370686912676e-06	0.0004284162714611739	0.0011011494789272547	0.00016894255531951785	0.00019728120241779834	0.00032453553285449743	3.3699812775012106e-05	2.2663839445158374e-06	0.00015498045831918716	0.0005282037309370935	0.0003384112205822021	2.730295591391041e-06	5.351262370822951e-05	4.468801307666581e-06	0.00019044701184611768	0.00023257709108293056	0.0011672526597976685	3.0029846129764337e-06	1.4451162542172824e-06	0.00014563709555659443	0.0003199953935109079	0.0005363195668905973	6.539483365486376e-06	0.00010822436161106452	0.0001627306337468326	5.121250433148816e-05	1.2630554238057812e-06
SPINT1	3.5987795854453e-05	2.1880452550249174e-05	4.932323918183101e-07	1.8860080672311597e-05	1.864539080997929e-05	4.318732862884644e-06	0.0003849182103294879	2.4950102670118213e-05	4.412628913996741e-05	1.4011634448252153e-05	1.396897278027609e-05	0.0010936023900285363	2.394139846728649e-05	2.289396070409566e-05	3.449493533480563e-06	9.762772606336512e-06	1.7177966356030083e-06	0.00019232466001994908	6.053555989637971e-05	1.258605425391579e-05	0.0001527498970972374	0.00025228012236766517	5.375362889026292e-06	6.753609341103584e-05	4.5527667680289596e-05	6.9845682446612045e-06	4.337692189437803e-06	6.4597770688124e-05
CTSW	2.712098284973763e-05	0.0016598876100033522	2.557415825776843e-07	3.1085141927178483e-07	4.625388464774005e-05	8.256120781879872e-05	8.571902981202584e-06	3.855622708215378e-05	0.002928785979747772	9.216137550538406e-05	5.527774646907346e-07	4.0970551395957955e-08	0.0002404650003882125	6.202163058333099e-05	0.004193411208689213	0.00014533105422742665	5.183383109397255e-07	9.97736606223043e-07	0.0001550112501718104	0.001350640901364386	3.989884589827852e-06	2.707153043957078e-06	1.8301182080904255e-06	1.2434064046829008e-05	9.037200925376965e-07	0.00013994317851029336	9.579161087458488e-06	0.00020236206182744354
ELOVL7	1.0471018185853609e-06	1.1306727998317001e-07	2.6582987629808486e-05	1.827426530098819e-07	4.3952843498118455e-07	3.128946445940528e-06	0.00011727716628229246	6.70541453473561e-07	3.6946369164070347e-07	1.1046830877603497e-05	0.0012298558140173554	1.5512270692852326e-05	2.57699895200858e-07	5.054439498053398e-07	4.1084547319769626e-07	9.756893632584251e-06	2.4271636789308104e-07	8.213713954319246e-06	1.2922137671012024e-07	1.8911019594725076e-07	7.734836771078335e-08	8.452183828921989e-05	1.0270963457514881e-07	7.972140281253814e-08	7.391219014607486e-07	4.4072508899262175e-05	3.739563226190512e-06	0.0004461008938960731
CALCRL	4.79622167404159e-06	4.386523926314112e-07	0.0030488569755107164	8.94787172001088e-06	1.3481677569870953e-06	5.809904178022407e-05	3.7587025872198865e-05	3.424170063226484e-05	8.74255783855915e-06	2.3619857529411092e-05	0.0011855711927637458	3.964549932788941e-07	2.8383731205394724e-06	4.1206894252354687e-07	2.917990968853701e-06	3.475233097560704e-05	0.0002259459433844313	1.1401558595025563e-06	3.36256834998494e-06	4.336838230756257e-07	8.246529432653915e-07	1.639837137190625e-05	0.00016876748122740537	7.377202564384788e-07	4.546413947537076e-06	0.00014253768313210458	5.9743208112195134e-05	2.2628587430517655e-06
TACC1	0.00010163836850551888	0.0004307731578592211	0.000741130905225873	0.0004012206045445055	6.183615914778784e-05	0.00045030564069747925	0.00019028106180485338	0.0007339940639212728	0.0003214897296857089	0.00016911774582695216	0.0008506659651175141	8.912429620977491e-06	0.0005703612114302814	0.00010656575614120811	0.0004629752947948873	0.00016428172239102423	0.0005636497517116368	0.0004495883476920426	0.00023275785497389734	0.0003105741925537586	0.00018669221026357263	0.00014720892067998648	0.0006910469383001328	0.00030551038798876107	2.4910186766646802e-05	0.00016952124133240432	0.002030676230788231	0.00031683463021181524
RAP1A	0.00017138943076133728	0.0004977184580639005	0.00035258778370916843	0.00015845423331484199	0.000323509011650458	0.0004501701332628727	0.0007257627439685166	0.0003889195795636624	0.0007813152624294162	0.00033525488106533885	0.00033388633164577186	0.0002414265036350116	0.000798572029452771	0.0004121987731195986	0.0008575813262723386	0.00034935728763230145	0.00018994681886397302	0.0006771414773538709	0.0009107466321438551	0.0009207368711940944	0.0003996088926214725	0.00043163614463992417	0.00023215243709273636	0.0014013578183948994	0.0005044451681897044	0.0003628099802881479	0.0005581335863098502	0.00037617702037096024
TEAD4	4.415979219629662e-06	1.2991617950319778e-06	0.000958274700678885	0.0002364538231631741	6.431849215005059e-06	0.0006171530112624168	8.510322118127078e-07	6.805404950682714e-07	5.468553467835591e-07	1.9104596503893845e-05	0.00034626087290234864	0.00013267784379422665	2.232666474810685e-06	0.00012944862828589976	1.2576263088703854e-06	0.00014697050210088491	0.00043018918950110674	1.9268179585196776e-06	5.732446766160137e-07	8.667278962093405e-06	1.590951654861783e-07	0.0004300164873711765	5.950770719209686e-05	3.5510447560227476e-06	9.371595660923049e-05	9.249564755009487e-06	0.00027092042728327215	9.48684714785486e-07
CHST7	1.3599888006865513e-05	0.00015655944298487157	0.00037048125523142517	3.527153967297636e-05	1.736070407787338e-05	1.759764927555807e-05	0.00016111145669128746	3.4834116377169266e-05	0.00019170192535966635	5.056917143519968e-05	0.0004223482101224363	1.8605265722726472e-05	0.0003597730537876487	4.5075819798512384e-05	2.9397499019978568e-05	3.3598502341192216e-05	0.0001875236921478063	7.695950625929981e-05	0.0002739465271588415	7.860067853471264e-05	9.333815796708222e-06	8.789148705545813e-05	4.5063359721098095e-05	0.0007655041990801692	4.680820711655542e-05	5.8109180827159435e-05	0.00026635589892975986	2.793008661683416e-06
RBX1	0.00037435730337165296	0.0006190603016875684	0.00026351818814873695	0.00046944510540924966	0.00046488625230267644	0.000623588333837688	0.0005764829693362117	0.0008317550527863204	0.0005448883748613298	0.00044402742059901357	0.0003790709306485951	0.0004889225238002837	0.00031698119710199535	0.0009915019618347287	0.0003879420692101121	0.0004707163025159389	0.0004871427081525326	0.0006322411354631186	0.0005052140331827104	0.0009378546383231878	0.0004302171873860061	0.0004412239359226078	0.00035711549571715295	0.0009299106895923615	0.0008263820200227201	0.0004263737064320594	0.0005374872125685215	0.00025392547831870615
VCAN	5.104089723317884e-06	1.4037224218554911e-06	3.124518843833357e-05	0.0018409397453069687	1.7797527789298329e-06	0.00020482188847381622	0.0001481426297686994	1.3150755876267795e-05	4.228871148370672e-06	6.215622124727815e-05	0.0002659378806129098	4.937387529935222e-07	5.353525466489373e-06	1.113087250814715e-06	5.769281415268779e-06	8.042684203246608e-05	1.0949895113299135e-05	0.00034741434501484036	1.2136675877627567e-06	1.2755480156556587e-06	1.4859956536383834e-06	5.118620265420759e-06	0.0003522530314512551	9.264086315852182e-07	4.489042112254538e-06	2.3280592358787544e-05	7.890370397944935e-06	1.1952500926781795e-06
UQCC2	0.0005233641131781042	0.00020667363423854113	0.00018016366811934859	0.000358519668225199	0.0005138383712619543	0.0005833622417412698	0.00026675942353904247	0.000275482569122687	0.0002759329800028354	0.0003138469473924488	0.00012173540017101914	0.0010524183744564652	0.00018528928922023624	0.0010579930385574698	0.00027860881527885795	0.00028465292416512966	0.00027640763437375426	0.0003507019719108939	0.00024496938567608595	0.0004602606932166964	0.0001416654558852315	0.00026560862897895277	0.0002651182876434177	0.000423775811214	0.000742796459235251	0.00027926411712542176	0.00012299079389777035	0.00028374185785651207
GRP	1.5196142157947179e-06	1.3154293583284016e-06	7.396619139399263e-08	0.0010543465614318848	1.8391256162431091e-06	0.0003220131038688123	8.189115874301933e-07	1.6283229342661798e-06	4.896651262242813e-07	1.7921882317750715e-05	3.064944564812322e-07	4.6924296270844934e-07	8.48026843414118e-07	1.7735752066982968e-07	1.5189535815807176e-06	4.9651378503767774e-05	1.2271420928300358e-05	4.529826185262209e-07	1.4004497472797084e-07	3.8931406720621453e-07	1.679425878364782e-07	0.00047397648449987173	6.119068711996078e-05	1.1959899381963623e-07	4.789378181158099e-06	7.832370101823471e-06	8.734647281016805e-07	6.200606321726809e-07
RP11-53O19.2	3.2137310768121097e-07	2.396213538702341e-08	2.6938955954847188e-08	1.5418743615214225e-08	1.3492604011844378e-07	1.8858588646253338e-06	8.875970536337263e-08	1.6350662690456375e-07	8.583440802567566e-08	5.887473434995627e-06	7.160711135156816e-08	2.139519672539336e-09	4.132960640390593e-08	3.067745524276688e-08	2.8767163939846796e-07	4.861109573539579e-06	4.242381379526705e-08	1.9794793360006224e-08	1.1116264353461247e-08	2.584941327654633e-08	3.613800458879268e-08	1.7616990533042554e-07	5.168611849626359e-08	3.7927328833120555e-08	1.7226298609784862e-08	2.7200833301321836e-06	3.4563632311801484e-07	4.7747398923547735e-08
APOC2	6.949903195163643e-07	6.028375878486258e-07	3.963255679195754e-08	2.3592335196553904e-08	6.12933945376426e-07	2.410993147350382e-06	7.904685048742977e-07	7.374765687018225e-07	5.681175389327109e-05	6.572715392394457e-06	2.9363641829149856e-07	2.579203517427686e-09	7.756328557206871e-08	8.383022986890865e-07	3.905547032445611e-07	6.084283995733131e-06	6.102499128246563e-08	0.0005995373358018696	5.385856383099963e-08	2.364635292906314e-06	7.50387556536225e-08	2.1562424024068605e-07	6.26372127499053e-08	1.2404392180087598e-07	2.2163222368476454e-08	3.5680400287674274e-06	4.047636821269407e-07	0.0002915860677603632
MAGED1	0.00040634674951434135	0.00016902005882002413	0.00016876104928087443	0.0007613252382725477	0.0005800124490633607	0.00018000010459218174	3.9107006159611046e-05	0.00022333211381919682	0.00015248586714733392	0.00022642868862021714	9.99822877929546e-05	0.00047722499584779143	0.00016565097030252218	7.651362830074504e-05	0.00025545249809511006	0.00019467576930765063	0.0002300428313901648	3.485062552499585e-05	9.4518945843447e-05	9.526481153443456e-05	7.384068157989532e-05	0.00033164594788104296	0.00034797549596987665	7.81496346462518e-05	0.00021909820497967303	0.00031013545230962336	7.852906128391623e-05	1.4671273675048724e-05
EFNB2	2.1981193185638404e-06	3.4657077208066767e-07	0.0019009218085557222	6.298119114944711e-05	6.68180177854083e-07	1.0853970707103144e-05	3.124411023236462e-06	1.0021927892012172e-06	6.268146535148844e-07	2.1558973458013497e-05	3.4957392927026376e-05	2.1768077203887515e-05	1.7662032405496575e-06	2.1636289204707282e-07	1.0787994142447133e-06	0.00011172372614964843	0.00010613213089527562	3.903146250650025e-07	4.7215112886078714e-07	7.536968382737541e-07	1.879037796470584e-07	7.875156370573677e-06	3.537683733156882e-05	3.3104097951763833e-07	6.840386049589142e-06	1.0169242159463465e-05	0.00017360744823236018	9.081675671041012e-06
CHST12	0.0005169507348909974	0.0014078813837841153	0.0003536580188665539	0.0001452955330023542	0.0005958599504083395	7.732244557701051e-05	3.007179475389421e-05	0.00034592373413033783	0.0006308193551376462	0.000643804669380188	0.0002428161387797445	1.47406690302887e-05	0.0002742950164247304	0.00011102726421086118	0.001134330639615655	0.00016010420222301036	8.338867337442935e-05	3.8536509237019345e-05	0.00014277246373239905	0.0011143619194626808	0.00010417673911433667	3.950590325985104e-05	0.00022456972510553896	0.00025465432554483414	4.0762726712273434e-05	0.000372766429791227	0.00014140154235064983	0.00043508116505108774
ANKRD29	3.6058909245184623e-06	1.0836281916226653e-07	0.00029742575134150684	1.6877145753824152e-05	9.566118706061388e-07	3.640156501205638e-05	6.991301120251592e-07	5.93309152918664e-07	5.06180981574289e-07	2.7823565687867813e-05	0.0011891298927366734	5.3601352192345075e-06	5.6018766372289974e-06	1.7064390078758152e-07	2.285961500092526e-06	1.7259038941119798e-05	0.00041425807285122573	3.343501521158032e-05	2.5947776975954184e-06	1.649199106168453e-07	3.1222501206684683e-07	0.00032046972773969173	3.269203079980798e-05	1.2700368756668468e-07	9.454774044570513e-06	1.1212457138753962e-05	0.0011606562184169888	2.342681227673893e-06
