Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14
BMPR1A	0.00014950930199120194	3.628002741606906e-05	0.0005530295893549919	6.937373109394684e-05	0.00010260487761115655	0.00011674661072902381	8.347084076376632e-05	7.4344497988931835e-06	0.0003832494548987597	2.9541288313339464e-05	0.0004583867557812482	3.85045786970295e-05	0.00014253697008825839	2.2130177512735827e-06
EMILIN1	2.179401690227678e-06	1.691123725322541e-05	4.2251424019923434e-05	4.065124358021421e-06	6.325819413177669e-06	6.294136483120383e-07	1.1904129451068002e-06	1.898922710097395e-05	5.46057981409831e-06	2.2325230020214804e-06	0.0009722728282213211	2.4983244657050818e-05	6.674273436146905e-07	8.405339713135618e-07
GAS7	8.217122740461491e-06	0.0001401663030264899	0.0003349549078848213	3.8553986087208614e-05	5.870422228326788e-06	4.186058868071996e-05	5.040327778260689e-06	0.00017341675993520766	0.00036612775875255466	1.456347672501579e-05	0.000717841787263751	0.00045203461195342243	7.08389125065878e-05	1.7725087673170492e-05
HINT2	0.0011048237793147564	0.000414503738284111	0.00021718382777180523	0.0007888088002800941	0.000802492955699563	0.0004989938461221755	0.0004006347735412419	0.00058924121549353	0.0002682982012629509	0.00026159529807046056	0.00021165469661355019	0.0002433361078146845	0.00029942416585981846	0.00013962466618977487
AKR7A3	0.0016665607690811157	2.7044228545491933e-07	1.0820749452022937e-07	8.182837518688757e-08	2.0740684192332992e-07	1.7657512216828763e-06	5.677972580997448e-07	3.039849048036558e-07	5.455775863083545e-06	9.405510468241118e-07	7.56997496864642e-06	1.49002858051972e-06	2.4539710921089863e-06	5.787482564301172e-07
IL4I1	1.964453076652717e-06	0.0006529767415486276	1.0505549425943173e-06	5.324208814272424e-06	8.878106200427283e-06	4.835154686588794e-05	0.00015357111988123506	0.00037846891791559756	0.00018061375885736197	1.7055734133464284e-05	1.4117705177341122e-05	0.000983507838100195	1.3677955394086894e-05	1.3840452083968557e-05
H3F3B	0.0015773802297189832	0.0011861545499414206	0.0014056279323995113	0.0009214543970301747	0.0006083680782467127	0.0014984734589233994	0.0013415825087577105	0.0010590541642159224	0.0008869009325280786	0.0012178500182926655	0.0005716838641092181	0.000795527477748692	0.00127964629791677	0.0005180145381018519
TEX41	6.210933634065441e-07	2.4016251245484455e-06	3.514408604132768e-07	7.515137099289859e-07	9.15027158043813e-07	1.2811277372293262e-07	1.03033912068895e-07	8.320738743350375e-06	7.947525091367424e-07	6.770229106223269e-07	0.00043193111196160316	7.018566066108178e-06	1.2118744052713737e-07	2.983001081702241e-07
CDCA7L	6.22505322098732e-05	0.0004514621978159994	6.663452222710475e-05	0.0004904553643427789	9.352130291517824e-05	4.5683882490266114e-05	8.376590994885191e-05	6.0145583120174706e-05	2.575593271103571e-06	0.0009607749525457621	9.661690273787826e-05	6.138106982689351e-05	9.499332008999772e-06	3.2548327908443753e-06
PFDN2	0.0006706530693918467	0.0005288698012009263	0.0003155524027533829	0.0006105292704887688	0.0002557688858360052	0.00045579957077279687	0.0004201551782898605	0.00041846491512842476	0.0001071551232598722	0.0002658852899912745	0.0002172803069697693	0.00028480024775490165	0.00042146837222389877	0.00025939487386494875
PTP4A1	0.0010626466246321797	0.00032579287653788924	0.0002170697262044996	0.00030745405820198357	0.0003536405856721103	0.0003314377390779555	0.0003101011097896844	0.0001366514916298911	0.0002274976286571473	0.0003220581274945289	0.0001987947034649551	0.0003022506716661155	0.0002842141839209944	0.00011927266314160079
AXL	2.4580524495831924e-06	0.00010137411300092936	5.517433237400837e-06	1.5522796275035944e-06	2.1022501641709823e-06	5.488594752023346e-07	8.094509666989325e-07	0.00010779450531117618	1.4581977666239254e-05	1.8065268250211375e-06	0.0008790623978711665	0.0006621988140977919	4.809284064322128e-07	1.1623844784480752e-06
ANKRD12	0.0003758444217965007	0.0005285817896947265	0.00026703966432251036	0.00016271439380943775	0.000554685655515641	0.0007333376561291516	0.0009820566046983004	0.00023407417756970972	0.001578206429257989	0.0007593217887915671	0.00025990401627495885	0.00023736702860333025	0.0010620602406561375	0.0002430622116662562
GNG7	3.367232784512453e-05	0.0005602955934591591	4.4055559555999935e-05	4.411625923239626e-06	0.001355795655399561	1.1740688705685898e-06	4.516393892117776e-05	0.0003064258489757776	3.50861137121683e-06	0.001564274774864316	5.547307955566794e-05	0.00010024016228271648	7.446278232237091e-06	0.0003556316951289773
ASPN	8.058678986344603e-07	3.18129286824842e-06	2.9604661904159e-06	1.5430591702170204e-06	2.655128128026263e-06	1.4287147678260226e-06	1.093919877348526e-06	3.3009480375767453e-06	5.4544002523471136e-06	1.1995616659987718e-06	0.0010577479843050241	2.778873749775812e-06	1.5261289263435174e-06	1.2663542747759493e-06
VASH1	6.799725724704331e-06	0.0006336247897706926	9.667938684287947e-06	1.660114503465593e-05	2.5344500045321183e-06	4.032607102999464e-05	4.500794966588728e-05	6.722778198309243e-05	0.00017301524349022657	1.4529215377478977e-06	0.0002200337767135352	0.0008453158661723137	3.8168571336427703e-05	0.0007220212719403207
PRDM1	2.710840192321484e-07	0.00011353739682817832	9.114344720728695e-06	5.4720650950912386e-05	0.0013693423243239522	0.000933159317355603	0.0002562719164416194	0.00010484561062185094	0.00022700330009683967	8.62538036017213e-06	0.0001562690013088286	0.0001934728497872129	0.0002592485398054123	0.00016222508565988392
IL18	2.2537874428962823e-06	0.00035594141809269786	0.0013403847115114331	7.014272114247433e-07	2.0311540538386907e-06	5.0995054152735975e-06	1.071331894308969e-06	0.0014679973246529698	0.0001932577433763072	2.1319652660167776e-05	2.9268958314787596e-06	0.001148858806118369	3.0401438380067702e-06	5.745024509451468e-07
TRAM1	0.00044995470670983195	0.00046106247464194894	0.00025292980717495084	0.0002339641359867528	0.0019708320032805204	0.0005235421122051775	0.000515058811288327	0.0004570069722831249	0.00035454382305033505	0.00028040652978233993	0.0004122337559238076	0.00031778629636392	0.0005742550711147487	0.00040504211210645735
SPHK1	8.735554001759738e-05	0.00023187434999272227	1.6085141396615654e-05	5.7903769629774615e-05	9.254888936993666e-06	8.398880709137302e-06	4.981042366125621e-06	2.7027299438486807e-05	9.696878805698361e-06	9.233356649929192e-06	0.0007208174793049693	0.0003348086029291153	4.4030803110217676e-06	0.00023154483642429113
LINC00649	0.00012438393605407327	2.8345843020360917e-05	3.382460636203177e-05	6.296949868556112e-05	0.00012469326611608267	0.0004703350132331252	0.00043588390690274537	3.957615263061598e-05	0.000468049431219697	1.3305402717378456e-05	9.581783160683699e-06	5.958024758001557e-06	0.00046330332406796515	1.58043549163267e-05
RAN	0.0006755244103260338	0.0008910788455978036	0.00033121276646852493	0.002415003953501582	0.00048679919564165175	0.000964453793130815	0.0009211052092723548	0.0006614814628846943	0.00026776452432386577	0.0006776033551432192	0.00030109231011010706	0.00042036265949718654	0.0007446919335052371	0.00035641001886688173
ADRA2A	0.00010465102968737483	1.720209525046812e-06	9.019430581247434e-05	8.582654800193268e-07	1.065778292286268e-06	3.106286214915599e-07	3.6635731248679804e-07	3.6724031815538183e-06	3.975900199293392e-06	3.2143779549187457e-07	0.0005549088818952441	1.8674053308131988e-06	1.309939108296021e-07	6.146573809928668e-07
PLXND1	8.031105244299397e-05	5.36213192390278e-05	7.40409450372681e-05	3.0913019145373255e-05	8.67224662215449e-06	1.588623308634851e-05	3.5085296985926107e-05	8.133688243106008e-05	0.00026064846315421164	8.581461770518217e-06	0.00030435045482590795	0.000619247613940388	0.00013612933980766684	0.001806024694815278
HPGD	2.709662112465594e-06	5.3908843256067485e-06	0.003726944327354431	7.475272923329612e-06	1.1739366527763195e-05	7.299621938727796e-05	3.915394700015895e-05	2.1836403902852908e-06	2.5000583264045417e-05	3.062364726247324e-07	2.3817817691451637e-06	5.695891104551265e-06	1.7255026250495575e-05	2.4139696961356094e-06
LY6E	0.00017246119386982173	0.0007581337122246623	0.00016173157200682908	0.0008664339547976851	0.00036632909905165434	0.0015178448520600796	0.0002098115801345557	0.00010068117262562737	0.00010603917326079682	0.0003054114931728691	0.0005115378880873322	0.0005414272309280932	0.0004922797088511288	0.0002353911695536226
DBNL	0.0002708992105908692	0.001117995474487543	0.000315204233629629	0.00039155257400125265	0.00018167741654906422	0.0006141156773082912	0.0004720348515547812	0.0010821111500263214	0.0005835448391735554	0.0008588640484958887	0.00023147210595197976	0.00048816463095135987	0.0005124544841237366	0.00023908507137093693
ID1	8.514414730598219e-06	7.011866273387568e-06	3.6802432532567764e-06	1.1613590686465614e-05	1.4938887943571899e-05	3.1527385999652324e-06	1.4496164112642873e-05	9.692787898529787e-06	1.3764388313575182e-05	4.921155777992681e-06	0.00010881959315156564	3.77148307961761e-06	6.377926183631644e-06	0.0020890263840556145
JAK3	4.417156560521107e-07	0.0002782785741146654	1.5548308510915376e-05	4.241055285092443e-05	6.172215944388881e-05	0.0007009012624621391	0.0007126780692487955	0.00015575328143313527	0.001057131215929985	0.0002642766630742699	4.124782935832627e-05	4.902634827885777e-05	0.0005635807174257934	9.964887431124225e-05
DUSP2	6.711548394378042e-06	0.00038084862171672285	5.1658673328347504e-05	6.498419679701328e-05	0.00018896044639404863	0.001032946165651083	0.0005234653945080936	0.0002641444734763354	0.00020391863654367626	0.0003457380225881934	3.651440238172654e-06	0.0001323441683780402	0.0015209470875561237	1.096860614779871e-06
DCXR	0.001955136889591813	0.00027983932523056865	0.0002783265372272581	0.00049103848868981	0.00034800171852111816	0.000310828210785985	0.00042935312376357615	0.0003525321662891656	0.0004275816027075052	0.00027221994241699576	0.00016060673806350678	0.00017586890317033976	0.00029982146224938333	6.43432213109918e-05
HAMP	8.828578575048596e-05	9.326036524726078e-05	2.0184987192806148e-07	7.847518901371586e-08	2.3443936925104936e-07	7.855901884568084e-08	2.3583501729262935e-07	2.296818365721265e-06	3.416865638428135e-06	1.0642296501828241e-06	2.557502511990606e-07	0.0005850644665770233	4.9662936874028674e-08	4.319828050824981e-08
NUPR1	0.0003624877135735005	1.0828107406268828e-05	4.264778453944018e-06	1.377983335260069e-05	1.1154064850416034e-05	5.3610965551342815e-06	7.166363957367139e-06	3.0425831027969252e-06	1.865461490524467e-05	4.115357569389744e-06	0.000566519913263619	0.0005633395630866289	4.286564490030287e-06	6.709358422085643e-05
RPL11	0.0014224331825971603	0.0012062258319929242	0.0018321850802749395	0.0004385669017210603	0.00076186383375898	0.0009504061308689415	0.004047956317663193	0.0019483312498778105	0.0004951158771291375	0.0026961418334394693	0.0007321059820242226	0.0005403950344771147	0.0017528434982523322	0.0006631550495512784
RHBDF2	5.26590520166792e-05	0.0006990020046941936	2.4463219233439304e-05	2.2372476450982504e-05	0.0003816433600150049	0.00019317907572258264	6.828513869550079e-05	9.8048934887629e-05	0.0005694165010936558	0.0009897674899548292	2.4057015252765268e-05	0.0005202206084504724	0.00033079105196520686	0.00013804894115310162
NUCB2	0.0014622608432546258	0.00021740612282883376	0.0001864103105617687	0.00027693863376043737	0.0011354298330843449	0.00014414562610909343	0.00026528944727033377	0.00016063159273471683	0.0008257621666416526	3.1492225389229134e-05	0.00018643494695425034	7.885140075813979e-05	0.0004018745676148683	0.000215151347219944
EXOC3L1	2.8528773327707313e-05	4.00074859499e-05	6.42268389583478e-07	7.687342531426111e-07	4.602801254804945e-06	2.6713152578849986e-07	6.368509275489487e-07	5.129599230713211e-06	2.648282872996788e-07	2.124034608641523e-06	1.963313843589276e-05	5.4798783821752295e-05	4.048819448598806e-07	0.0010308816563338041
TRGV9	1.7113039874061542e-08	8.033501217141747e-06	5.955025130788272e-07	5.776128818979487e-05	9.378708796248247e-07	0.0002540607820264995	3.481016619844013e-06	2.79336722996959e-06	0.00015995927969925106	3.909495660536777e-07	1.5038895639918337e-07	2.0967092950741062e-07	0.0004635356308426708	1.7850992151124956e-07
KLHL3	8.29996497486718e-06	3.307694350951351e-05	2.6937310394714586e-05	6.304456292127725e-06	1.1801074833783787e-05	1.763084583217278e-05	6.536709406645969e-05	1.146539125329582e-05	0.0003536534495651722	5.5885466281324625e-05	0.00021228610421530902	7.311521585506853e-06	4.538026769296266e-05	0.0004221331619191915
KLHDC8B	0.00017968827160075307	6.351145202643238e-06	6.803969881730154e-05	1.451826210541185e-05	2.5964358428609557e-05	1.020772378979018e-05	9.121376933762804e-06	3.151217470076517e-06	1.5203408111119643e-05	5.903125838813139e-06	0.0003978277090936899	0.00029213738162070513	6.089182079449529e-06	0.00038431709981523454
TMPO	0.00013914068404119462	0.0003750569303520024	4.3668569560395554e-05	0.0018035441171377897	0.00010959824430756271	0.00046699648373760283	0.0004084754327777773	0.00012616466847248375	0.0003772061609197408	0.00039208121597766876	0.00010482729703653604	0.0001572961191413924	0.00037857648567296565	0.0001598862581886351
CYSTM1	0.0006073769181966782	0.00026615808019414544	0.0009146506199613214	5.8074892876902595e-05	0.0002688103122636676	0.0001040060305967927	9.352041524834931e-05	0.0004168901068624109	6.455849506892264e-05	5.679115201928653e-05	0.0006126221851445735	0.0005397861823439598	0.00011206030467292294	0.0004934929311275482
EFNA1	0.001339470036327839	1.3519510275727953e-06	7.234878580675286e-07	4.936250661558006e-06	1.9119072021567263e-05	3.2078769436338916e-06	8.690695722179953e-06	3.0950852760724956e-06	8.746761523070745e-06	9.948219030775363e-07	3.8769230741309e-06	4.220588039061113e-07	3.030448624485871e-06	0.0008270452963188291
JCHAIN	2.561510257237387e-07	2.098751974699553e-05	1.4784409358981065e-05	1.91998779541791e-07	0.004670662339776754	1.7213384353453876e-06	2.1219705104158493e-06	1.978087857423816e-05	5.141434940014733e-06	3.325409488752484e-05	1.2038409522574511e-06	9.025471854329226e-07	1.48896924656583e-06	6.418334237423551e-07
GABARAP	0.0015687367413192987	0.001418016734533012	0.0010480060009285808	0.0004338543221820146	0.0010665185982361436	0.0010065321112051606	0.0009013789240270853	0.002273315330967307	0.0002670958056114614	0.0009464145987294614	0.0007635509828105569	0.0015730269951745868	0.0006414747913368046	0.00044760070159099996
GPR160	0.0015237429179251194	2.3796630557626486e-05	1.33504654513672e-05	5.440067525341874e-06	0.0003384027222637087	1.5734390217403416e-06	3.0558061553165317e-05	7.867271779105067e-05	1.6247429812210612e-05	0.00014057579392101616	1.6004906910893624e-06	7.570567686343566e-05	1.658779729041271e-05	0.00011030132736777887
SMC3	0.0002716017479542643	0.0002882021653931588	0.00015634916780982167	0.0007081025396473706	0.00017581747670192271	0.0005144327878952026	0.0003874499525409192	0.00019586268172133714	0.00046221399679780006	0.0002030770992860198	0.0001789125963114202	0.00012618987238965929	0.00044902131776325405	0.00023356631572823972
POLR2K	0.001035889727063477	0.0002873933990485966	0.00022204441484063864	0.0009244059328921139	0.0004684321756940335	0.0005118171684443951	0.00034174867323599756	0.000191888990229927	0.00015140666801016778	0.0002968625631183386	0.0001937116903718561	0.00017697493603918701	0.0003579138428904116	0.00022893289860803634
HLA-DOA	1.2174024277555873e-06	0.0009287316934205592	8.380654617212713e-05	7.86297914601164e-06	2.347162762816879e-06	3.0496717954520136e-05	1.499812333349837e-05	0.0007536888006143272	9.891479749057908e-06	0.001501557999290526	9.732401622386533e-07	0.000730446248780936	9.997694724006578e-05	7.474722224287689e-05
PIK3C2A	0.00040538422763347626	0.00020216807024553418	0.00027173120179213583	9.352013876195997e-05	0.00016704088193364441	0.00016743820742703974	0.00014873027976136655	0.00014500931138172746	0.000733867404051125	0.00015893028466962278	0.00020861320081166923	0.00014861674571875483	0.0001879106421256438	0.0009396676323376596
GLUL	0.0009038656135089695	0.0001631411287235096	0.0011930381879210472	8.857268403517082e-05	1.363148658128921e-05	0.0001076346670743078	4.9435184337198734e-05	3.442282832111232e-05	0.00013392145046964288	2.0749315808643587e-05	0.0001161938562290743	0.0017756473971530795	0.00010035718878498301	0.00015112380788195878
TMEM256	0.0012926716590300202	0.00034011961543001235	0.00037155617610551417	0.000424415513407439	0.000994601403363049	0.0004565139242913574	0.0005039796815253794	0.0006723559345118701	0.00018317371723242104	0.00044924329267814755	0.0002636366698425263	0.0003257668577134609	0.0003738655068445951	0.0002871843462344259
COX4I2	1.5960248447299819e-06	5.876648856428801e-07	3.5859378044733603e-07	5.109058065499994e-07	8.60202760577522e-07	1.0504977865366527e-07	6.620620069952565e-07	1.4253081417336944e-06	1.803671580091759e-06	1.9230327552577364e-07	0.0006656598416157067	9.319082892034203e-07	5.974059718028002e-07	1.692446312517859e-05
GIPC2	1.1567581168492325e-06	5.418954742708593e-07	5.349979801394511e-07	6.364613227560767e-07	7.982741863088449e-07	1.0549314310992486e-07	6.664035026915371e-06	7.447691245943133e-07	7.01247643064562e-07	9.529025533083768e-07	3.192332951584831e-05	1.0942644621536601e-06	4.858636657445459e-07	0.0005618770373985171
ITGA4	4.0530403566663153e-07	0.000649995869025588	0.00016000928007997572	6.147594831418246e-05	0.0002088209439534694	0.0004926916444674134	0.0005348600097931921	0.0003660439979285002	0.0006451993831433356	0.00048193862312473357	5.4872598411748186e-05	0.0001737873099045828	0.0009035547263920307	6.807197792113584e-07
FAM110D	1.3985120972392906e-07	6.371665222104639e-07	4.42334027184188e-07	9.094349593397055e-07	1.6011147181416163e-06	2.3754985534196749e-07	7.429521815538465e-07	9.321661309513729e-07	1.3183959026719094e-06	2.5347803784825373e-06	7.708125053795811e-07	2.4298233824993076e-07	4.0895668007578934e-07	0.0008068584720604122
S1PR3	0.0002947225875686854	2.602204631330096e-06	3.868626947678422e-07	5.693915682059014e-06	1.0451927892063395e-06	4.157824662343046e-07	2.7984995085716946e-06	8.965131200966425e-06	9.478510946792085e-06	2.4494252670592687e-07	0.0003506600623950362	3.157171522616409e-05	1.3024654208493303e-06	9.959509270629496e-07
RNASE1	6.070904419175349e-06	1.3265772395243403e-05	4.3937639020441566e-06	4.022805660497397e-05	5.676290129486006e-06	4.022754183097277e-06	2.304573399669607e-06	2.0383592982398113e-06	9.497088285570499e-06	4.221208200760884e-06	1.8221566278953105e-05	0.0013870293041691184	1.7546128674439387e-06	0.0008572773076593876
P3H1	6.66445484966971e-05	0.00010464514343766496	6.945920904399827e-05	5.37851192348171e-05	0.00012266586418263614	0.00016160879749804735	0.00014701401232741773	9.659113857196644e-05	0.0004713676171377301	0.0001407875824952498	0.0006542484043166041	0.0001103759350371547	0.000129189997096546	0.0003624022356234491
APOBEC3B	1.156128473667195e-05	7.515606557717547e-05	3.8748814290556766e-07	0.0011203287867829204	7.947822450660169e-05	3.151718146909843e-06	3.971991588969104e-07	0.0001706810580799356	5.332875048225105e-07	2.010876187341637e-06	1.1070305845350958e-06	4.226173768984154e-05	1.252122274308931e-06	9.556189070281107e-06
S100A6	0.000403495563659817	0.0005781170912086964	0.0011415426852181554	0.00015501599409617484	0.00010577849025139585	0.0004235301457811147	0.000341280538123101	0.0005956197273917496	0.00015783612616360188	8.021475514397025e-05	0.0010114617180079222	0.0008262337651103735	0.00041979123488999903	0.0003635018365457654
RAD21	0.0006702341488562524	0.0002846956194844097	0.00014627727796323597	0.002137845614925027	0.00014201171870809048	0.000421258999267593	0.0003749897296074778	0.00019356307166162878	0.0005373083986341953	0.00029199893469922245	0.00016545366088394076	0.00015192778664641082	0.0005238546873442829	0.00026726184296421707
S100P	0.0008613832178525627	3.455293381193769e-06	4.076104289651994e-07	2.1213329546299065e-06	2.3585469079989707e-06	5.4605493460258e-06	5.1375277507759165e-06	6.74912371323444e-07	3.520223617670126e-05	3.382048987532471e-07	1.4676497812615708e-06	3.818252935161581e-06	4.945394721289631e-06	2.917382062150864e-06
ITGB2	8.388206538256782e-07	0.0007133138715289533	4.967602581018582e-05	8.909796451916918e-05	5.1996226829942316e-05	0.000928193680010736	0.0006678613135591149	0.001339820446446538	0.0010090656578540802	0.00023961409169714898	3.194896271452308e-05	0.0014237331924960017	0.0013765254989266396	2.0371035134303384e-06
C1QTNF3	9.73141777649289e-06	1.677169393587974e-06	4.893609911960084e-06	6.587385996681405e-06	7.002065558481263e-06	1.1273672271272517e-06	2.816979758790694e-06	9.46307523008727e-07	3.809892587014474e-05	2.323504759260686e-06	0.0008291958947665989	3.6274750527809374e-06	7.2446214289811905e-06	5.339502877177438e-06
GGT5	1.0639188076311257e-05	8.806894584267866e-06	1.9998780771857128e-05	3.100164121860871e-06	2.0962652342859656e-06	8.49442301387171e-07	3.3328283279843163e-06	8.536717359675094e-05	1.1468226148281246e-05	1.9333015188749414e-06	0.0008899110252968967	1.0842721167136915e-05	1.0193647312917165e-06	0.0003068135119974613
SESN3	0.0011452300241217017	0.0001573164772707969	7.474853191524744e-05	0.0001272973167942837	5.332835826266091e-06	0.00014086251030676067	0.0004993721377104521	9.816790407057852e-05	0.0009984249481931329	0.0003173351287841797	0.00013894146832171828	5.362933370633982e-05	6.69140717945993e-05	6.808228499721736e-05
PDE2A	1.1106393316140384e-07	1.363416004096507e-06	5.6782475439831614e-05	1.795398389958791e-07	7.468780950148357e-06	4.824312327400548e-07	2.9575431881312397e-07	1.6025868490032735e-06	1.2427011597537785e-06	1.5190717022051103e-06	8.958775651990436e-06	2.244747884105891e-05	3.41867718134381e-07	0.001218842575326562
NR3C1	5.0731978262774646e-05	0.00044422404607757926	0.00034330369089730084	0.00013028596004005522	0.00015881356375757605	0.001136736711487174	0.0007267333567142487	0.00023049481387715787	0.0005953519139438868	0.00038636568933725357	0.00022785992769058794	0.00018626941891852766	0.00047704490134492517	0.00025232075131498277
IGKV1D-17	3.943601001310526e-09	2.0430283598216192e-07	1.8161352954848553e-07	6.454470735661744e-08	5.876771319890395e-05	3.0017229590839634e-08	2.2912470143410246e-08	0.000818990112747997	1.21664584185055e-07	1.1307593013043515e-06	1.8906245458083504e-08	3.904123246911695e-08	3.278815796647905e-08	3.6656498281217864e-08
SNHG18	0.00020544920698739588	4.816158707399154e-06	1.469858602831664e-06	1.3484373084793333e-06	5.943099949945463e-06	4.328338150116906e-07	1.2888613127870485e-05	2.211238779636915e-06	1.3553949429478962e-05	1.825958634071867e-06	0.0008993162773549557	2.218561803601915e-06	7.282926617335761e-07	2.591340034996392e-06
TFAP2A	0.0015297982608899474	1.9669732864713296e-06	3.944588229387591e-07	9.781513199413894e-07	2.775299208224169e-06	5.787738245999208e-06	8.052659723034594e-06	6.696420769003453e-07	3.4761287679430097e-06	1.8535447452450171e-06	4.259248453308828e-05	2.3723630420136033e-06	1.638175490370486e-06	7.253403055074159e-06
MXRA5	7.4424683589313645e-06	3.6923149764334084e-06	3.5776513414020883e-06	3.558998969310778e-06	2.783656327665085e-06	1.8165738993047853e-06	1.948357521541766e-06	5.582136509474367e-06	1.9614779375842772e-05	2.2966858068684814e-06	0.001355315325781703	2.6076629637827864e-06	1.0535512728893082e-06	3.4661330573726445e-05
SFRP4	5.165482548363798e-07	1.8739203824225115e-06	1.636200977372937e-06	6.81190385876107e-07	1.1866968634421937e-06	6.326951620394539e-07	8.684133945280337e-07	3.874207777698757e-06	3.2551206459174864e-06	1.1933462928936933e-06	0.0003708910953719169	1.3584328826254932e-06	3.238052954657178e-07	7.223919737953111e-07
STX3	0.000150770167238079	8.747167157707736e-05	0.002481078961864114	3.2672862289473414e-05	9.889658031170256e-06	2.0618052076315507e-05	5.5140528274932876e-05	9.023434540722519e-05	0.00020498930825851858	5.813223833683878e-05	7.422073394991457e-05	0.0002158566057914868	5.243392297415994e-05	0.00018794539209920913
JAK1	0.0001703038578853011	0.000516201020218432	0.0001237983669852838	0.0002461209078319371	0.00018061138689517975	0.0009384307195432484	0.000882153632119298	0.00045721526839770377	0.001111933495849371	0.0007210804033093154	0.0003187572001479566	0.0002551743236836046	0.0009832372888922691	0.00041748277726583183
SLC25A5	0.0005787570844404399	0.0008307435200549662	0.0003887898928951472	0.0013741377042606473	0.0004205280274618417	0.0005498614045791328	0.0006319478852674365	0.0015707450220361352	0.00016512940055690706	0.0005256365402601659	0.00021499900321941823	0.000524209754075855	0.00041969132144004107	0.000291398202534765
ZFP36L2	7.174925121944398e-05	0.00030654892907477915	0.00020681036403402686	7.20670577720739e-05	0.00023484097619075328	0.0005520407576113939	0.001769488793797791	0.00029646657640114427	0.0007350749801844358	0.0005972669459879398	0.00015663001977372915	0.00020483694970607758	0.0016438913298770785	0.00019861949840560555
SSH2	0.00014427010319195688	0.0003505214408505708	0.0001023709774017334	0.0002509175974410027	0.00011410595470806584	0.0002745447854977101	0.00041603384306654334	0.0002239978639408946	0.0010801284806802869	0.0006445617182180285	7.12746477802284e-05	0.00015338683442678303	0.0005285873194225132	0.00016079175111372024
IGLC2	4.611958672740002e-07	1.0588744771666825e-05	2.602529821160715e-05	5.105769105284708e-06	0.0031475599389523268	6.079068498365814e-06	6.273214694374474e-06	3.0044266168260947e-05	2.93452421828988e-06	4.325438567320816e-05	1.136762307396566e-06	2.1961232050671242e-06	5.978904027870158e-06	1.7056897831935203e-06
ECSCR.1	1.8938706602966704e-08	6.941426704543119e-07	5.9683964082069e-07	1.0346341241529444e-06	2.7251792289462173e-06	2.414550124285597e-07	1.944629133276976e-07	8.142021670209942e-07	5.669296569976723e-07	5.490113608175307e-07	5.958069664302457e-07	7.723313046881231e-07	1.6420985105014552e-07	0.0012012431398034096
CENPL	9.71773115452379e-05	7.239663682412356e-05	5.114808300277218e-05	0.000871724565513432	2.2724983864463866e-05	9.459521970711648e-05	0.00010191070032306015	3.5918124922318384e-05	0.00034668363514356315	0.0001639945403439924	4.211619670968503e-05	7.129086588975042e-05	0.00012630362471099943	1.111197161662858e-05
RPL30	0.0010547229321673512	0.0006812283536419272	0.0008870511665008962	0.00035063838004134595	0.00038286729250103235	0.0006099711172282696	0.002598890569061041	0.0009727631695568562	0.00026364478981122375	0.0016399906016886234	0.00035144499270245433	0.0002648036170285195	0.001444525783881545	0.0003254410403314978
NPL	1.1473480299173389e-05	3.036762063857168e-05	1.8284479210706195e-06	3.06733236357104e-05	2.378781937295571e-05	8.230969251599163e-05	3.802298670052551e-05	4.220420578349149e-06	0.00012105308269383386	3.6288033697928768e-06	3.2258612918667495e-05	0.0014736957382410765	3.7242152757244185e-05	1.2723763575195335e-05
MS4A6A	4.356830913820886e-07	0.00098320038523525	1.7015025832733954e-06	2.4181756543839583e-06	1.5651227158741676e-06	4.181426265859045e-05	3.548029053490609e-05	0.0014741305494681	1.7782724171411246e-05	1.0785480299091432e-05	1.8890032151830383e-06	0.0021817709784954786	3.777817937589134e-06	1.4415350051422138e-06
AMHR2	4.289101962484665e-09	3.1558815294374654e-07	0.0023479440715163946	8.410248142354249e-08	3.273270010595297e-07	3.518652391676369e-08	2.5053587648926623e-08	3.1963904234544316e-07	1.599107832817026e-07	8.750421187642132e-08	9.488660879242161e-08	4.871184501098469e-06	3.253230218547287e-08	4.0441655357881245e-08
LINC00996	7.931820533713108e-09	0.002088560489937663	0.0007828256348147988	1.333765908384521e-06	1.8639862901181914e-05	5.142406007507816e-05	1.451633352189674e-06	4.703768809122266e-06	0.0004882132925558835	0.00015312506002373993	1.7918259231919365e-07	6.362689600791782e-05	3.474808545433916e-05	6.495007198736857e-08
TBC1D9	0.0017669235821813345	0.00010417769954074174	5.061539468442788e-06	1.695736841611506e-06	0.00017515641229692847	1.4925901723472634e-06	3.908508460881421e-06	0.00018752638425212353	7.612639819853939e-06	0.00014441179519053549	5.473133205669001e-05	0.00015609459660481662	5.790736850030953e-07	0.00016932457219809294
NTM	9.385684052176657e-08	1.0564337571850047e-05	0.0009479007567279041	3.499563661080174e-07	1.8006966229222598e-06	4.627035252724454e-07	2.079535761367879e-07	5.496296580531634e-06	1.3850303730578162e-06	1.8339026155445026e-06	0.0008138161501847208	2.2320643893181114e-06	2.931343772161199e-07	1.6737344310513436e-07
