Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14
MPEG1	1.3373771423630387e-08	0.0023092865012586117	7.837371640562196e-07	2.873467224162596e-07	3.4644642710190965e-06	2.195795190118588e-07	9.875510187384862e-08	0.0005788542912341654	1.2980563042219728e-06	0.0003893598623108119	2.7415094905336446e-07	0.0011261703912168741	2.0448464965738822e-07	1.0562107632949846e-07
ELN	5.901465101487702e-06	1.5062961438161437e-06	1.324223717347195e-06	4.430045464687282e-06	7.380777333310107e-06	1.6084679828054504e-06	1.0490202839719132e-06	2.550619228713913e-06	3.6623544019676046e-06	2.1635371467709774e-06	0.0008828320424072444	1.1186455139977625e-06	2.7159521209796367e-07	0.00024514348478987813
SELP	4.820380894443588e-08	1.1855057664433843e-06	4.099756097275531e-06	6.270064432101208e-07	1.7059713854905567e-06	2.49569693551166e-05	4.361194805824198e-05	8.380970939469989e-07	7.610810826008674e-06	1.8247421394335106e-05	8.9469585873303e-07	1.7326372869774787e-07	4.8709898692322895e-06	0.0007931251893751323
C1orf21	0.0007612610934302211	5.473784767673351e-05	0.00016212605987675488	7.268609624588862e-05	1.0594902050797828e-05	2.5231649487977847e-05	7.706391443207394e-06	6.685910921078175e-05	0.0006601052591577172	2.8518416002043523e-06	0.00017491997277829796	7.273635128512979e-05	0.00027466064784675837	0.00028665459831245244
STX7	0.00021417118841782212	0.0009492819081060588	0.00031059933826327324	8.2881044363603e-05	0.00020070165919605643	0.00014754090807400644	9.457465057494119e-05	0.0004344335466157645	0.0004213754727970809	0.001503706444054842	0.0002960127603728324	0.0005679989117197692	0.0002275171282235533	0.00018170203838963062
PFN1	0.0005230933893471956	0.0015814529033377767	0.00025927339447662234	0.0020523779094219208	0.00023439429060090333	0.002300483174622059	0.0012951967073604465	0.0019667823798954487	0.00043900165474042296	0.0007855392759665847	0.0003332342894282192	0.0010404266649857163	0.0014301782939583063	0.0003691907331813127
TIAM1	1.8250530047225766e-05	9.164562652586028e-05	0.0004960609367117286	8.528918988304213e-05	8.217302820412442e-06	0.00039856534567661583	0.0005106147145852447	0.00017244508489966393	0.00048375167534686625	1.7568423800184974e-06	2.617654354253318e-05	0.00015137558511923999	9.139330359175801e-05	8.634454570710659e-05
PPIF	0.00017443079559598118	0.0005759114283137023	2.8627064239117317e-05	0.0004949295544065535	0.00020556652452796698	0.000371553935110569	0.00014214088150765747	0.00038329753442667425	0.00011635797272901982	0.00014804575766902417	7.865719817345962e-05	0.0006234765169210732	0.00025842274772003293	2.9245840778457932e-05
SGCB	0.00012200843775644898	2.4142138499883004e-05	1.1916424682567595e-06	0.0001285907201236114	3.3077441912610084e-05	0.00016841439355630428	8.773005538387224e-05	7.133687631721841e-06	9.602305362932384e-05	0.00010835636203410104	0.0007365861674770713	3.593423116399208e-06	0.0001348630612483248	0.00027325315750204027
SGCD	1.1970654441029183e-06	9.459430430069915e-07	4.0461504795530345e-06	4.908179676021973e-07	1.9022351125386194e-06	2.690442499897472e-07	4.244564024702413e-07	6.398571258614538e-06	1.0119082617165986e-05	7.0171728339119e-07	0.0008247476071119308	8.08743436664372e-07	7.984756962287065e-07	1.633623242014437e-06
HOXD9	6.508692251827597e-08	1.6270338392132544e-06	9.697736231828458e-07	9.760137800185475e-07	1.880298668766045e-06	3.6276935588830383e-07	1.2864380494193028e-07	7.440689842042048e-07	8.459695663987077e-07	1.7472730178269558e-06	3.240706791984849e-05	1.6676335690135602e-07	2.1275845085710898e-07	0.0012318650260567665
NRROS	6.007587671774672e-07	0.000425361969973892	0.000517839624080807	6.268445577006787e-05	0.0001314452529186383	0.0001914643362397328	0.00018412737699691206	0.0006756286602467299	0.00041129786404781044	0.0003263984981458634	5.892873105040053e-07	0.0004946570261381567	0.00023351694107986987	0.0004406520165503025
TCF4	1.1232991710130591e-05	0.000985682476311922	1.6549671272514388e-05	1.3262297215987928e-05	0.0002265352668473497	5.621348918793956e-06	3.407696567592211e-06	9.547021181788296e-05	3.081201430177316e-05	0.0005638858419843018	0.001074477331712842	0.0001348399673588574	2.1856685634702444e-06	0.0013788556680083275
PRC1	2.807091186696198e-05	2.5084731532842852e-05	8.634153800812783e-07	0.0032778626773506403	3.268745422246866e-05	3.126909359707497e-05	2.974392191390507e-05	3.1710005714558065e-05	1.557151881570462e-05	3.350762199261226e-05	1.2388110917527229e-05	1.0381464562669862e-05	5.1094240916427225e-05	2.034956924035214e-05
GALNT18	5.3610554459737614e-05	2.428268999210559e-06	1.566709556755086e-06	2.3563379727420397e-06	2.914369360951241e-06	2.1095996771691716e-07	1.879096771517652e-06	1.3469582881953102e-05	8.020912218853482e-07	2.1269788703648373e-06	3.234103860449977e-05	4.592030791172874e-07	5.902641078137094e-07	0.0012861998984590173
PAQR4	9.18963341973722e-05	0.0001313372777076438	4.301629132896778e-07	0.0008682300103828311	3.448912320891395e-05	0.0002276172599522397	9.374347428092733e-06	1.9911452909582295e-05	3.1500096611125628e-06	4.4308412725513335e-06	3.1212020985549316e-05	0.00010939931962639093	4.845833700528601e-06	0.00010314591054338962
TACC3	3.952588485844899e-06	0.00014041711983736604	2.6168107069679536e-05	0.0012241203803569078	1.1237075341341551e-05	0.0003293249465059489	0.0005778789636678994	0.00019619592058006674	0.00031642557587474585	0.00016988480638246983	1.7836770211943076e-06	0.000203264644369483	0.0003969441168010235	4.089421781827696e-05
MICAL2	0.0002754796005319804	5.6096181651810184e-05	2.4495975594618358e-05	0.00014807160187046975	7.287061180250021e-06	0.0004667931643780321	0.00010910009586950764	0.0001477638870710507	0.0009358359966427088	1.6487009588672663e-06	0.0007835108553990722	8.052252815105021e-05	0.00012421679275576025	9.118700836552307e-05
HCST	6.52318647098582e-07	0.0004702351288869977	0.00017367617692798376	6.245785334613174e-05	3.643539093900472e-05	0.001359070767648518	0.000811734062153846	0.0003178807091899216	0.0006796239758841693	8.053948113229126e-05	7.26091514025029e-07	0.0004561029782053083	0.001949533587321639	9.707424624139094e-07
C4orf48	0.00014423149696085602	0.0004954231553710997	0.0009681201772764325	0.0002441396500216797	0.00031921439222060144	0.0009761587134562433	0.00035454967292025685	0.000402970879804343	0.00011630378139670938	0.0001784680935088545	0.0005060382536612451	0.0007196509395726025	0.0003357910318300128	0.00017062260303646326
SOCS2	0.00018115542479790747	3.181184729328379e-05	0.00016037948080338538	1.9048809917876497e-05	2.0389647033880465e-05	0.00011251111573074013	8.65191759658046e-05	9.878230048343539e-05	0.00016512454021722078	9.1235297077219e-06	0.00012513581896200776	2.22167309402721e-05	2.3494385459343903e-05	0.000577399623580277
ABI3BP	1.925304331962252e-06	2.754052729869727e-06	2.144140808013617e-06	8.626248018117622e-07	1.7753008023646544e-06	4.641422890472313e-07	1.2956152204424143e-06	4.425504812388681e-06	2.0707640942418948e-05	6.89084004079632e-07	0.0005235826247371733	1.362174543828587e-06	5.782042080682004e-07	1.1345000530127436e-05
EFCAB14	0.0004350875678937882	0.0003465456538833678	0.000922777340747416	0.00018625686061568558	0.00011848627036670223	0.0004105539992451668	0.0003156080492772162	0.00013243210560176522	0.0006699732621200383	0.0003350928600411862	0.0002520970010664314	0.00030548154609277844	0.0004070271970704198	0.0007245016167871654
APOA1BP	0.0015765660209581256	0.0002829965378623456	0.00024271254369523376	0.0003639960486907512	0.0008353733574040234	0.00040116478339768946	0.0003000610158778727	0.00020489332382567227	0.0002592217642813921	0.0002346436958760023	0.00019462329510133713	0.00020596434478648007	0.00030397047521546483	0.00012284828699193895
SFRP2	9.544148724671686e-07	3.6564504171110457e-06	3.070640559599269e-06	1.7684296835795976e-06	2.3704224076936953e-06	1.1716845165210543e-06	1.5910582078504376e-06	4.744765192299383e-06	9.631546163291205e-06	2.947413122456055e-06	0.0009648646228015423	1.700401753623737e-06	8.02776582986553e-07	1.5272286191247986e-06
C19orf66	0.00013494814629666507	0.0003827484033536166	0.0001981541427085176	0.0002367351553402841	0.0003340249240864068	0.0010088593699038029	0.00038630288327112794	9.938494622474536e-05	0.0007257869583554566	0.00041181250708177686	0.00035988251329399645	0.00018064740288536996	0.000930486130528152	0.00022938716574572027
RAB10	0.0011527303140610456	0.0004809051170013845	0.0001814730348996818	0.00031800224678590894	0.00033018141402862966	0.0004801725735887885	0.00028266446315683424	0.000733327935449779	0.0005565471947193146	0.00027658219914883375	0.0002933176001533866	0.0006920524756424129	0.0003345459117554128	0.0003332206979393959
SYNPO	1.3381570170167834e-05	2.6292815164197236e-05	5.0364733397145756e-06	2.89907916339871e-06	2.3935834178701043e-05	1.990908003790537e-06	8.128102990667685e-07	5.873745976714417e-05	6.0529632719408255e-06	4.987309512216598e-05	0.0004927993868477643	1.766342575137969e-05	6.546212034663768e-07	0.0011100968113169074
SF3B6	0.001002252334728837	0.00041779191815294325	0.0003362433926668018	0.0007599089294672012	0.00034239451633766294	0.0006019615684635937	0.0005236949655227363	0.00035893070162273943	0.0001908997364807874	0.0004128189757466316	0.0004234967636875808	0.00035629648482427	0.000463062257040292	0.00040444149635732174
LRP2	0.001561244367621839	2.234653067034742e-07	1.0140471573549803e-07	1.1967723878569814e-07	1.99781823084777e-07	3.422811190034736e-08	3.0271706918938435e-08	2.880977376662486e-07	1.2388534287310904e-07	7.625551035062017e-08	1.9717488086712365e-08	3.936475323484956e-08	3.507110335476682e-08	1.7541485703986837e-06
EPB41L4A	0.00020564159785863012	1.8958722648676485e-05	0.0001576541835675016	7.172970072133467e-06	0.0001135573984356597	1.5002643749539857e-06	9.25433141674148e-06	4.566831194097176e-05	0.00016930581477936357	6.280386878643185e-05	7.27079896023497e-05	6.776793952667504e-07	9.427099030290265e-06	0.0007987834396772087
SYDE1	1.1925461876671761e-05	1.7646862033871002e-06	6.294225158853806e-07	7.060967618599534e-06	2.274661937917699e-06	1.3444013120533782e-06	2.3078121103026206e-06	1.9858825908158906e-06	4.578920652420493e-06	7.023753028079227e-07	0.000811853795312345	8.799285069471807e-07	1.1294281421214691e-06	0.00024702944210730493
MIR497HG	0.00017004352412186563	8.655394776724279e-05	2.773041615000693e-06	8.469427848467603e-05	2.243478320451686e-06	7.436751911882311e-05	2.101644167851191e-05	1.3197007319831755e-05	4.091181108378805e-05	1.488959514972521e-05	0.00033408484887331724	6.0703125200234354e-05	3.134606595267542e-05	6.820403359597549e-05
SLPI	7.061482756398618e-05	1.9747660189750604e-05	8.043005550462112e-07	1.0371401003794745e-05	2.274112375744153e-06	5.119489287608303e-06	2.941909770015627e-06	5.259644240140915e-06	4.7562775762344245e-06	1.6537605915800668e-06	4.271662874089088e-06	3.1459046567761106e-06	2.5821743747656e-06	1.4540846677846275e-05
CEBPD	0.0002334143646294251	6.275130726862699e-05	9.986237046177848e-07	3.5779089557763655e-06	6.489129646070069e-06	3.1037870940053836e-05	1.7705877326079644e-05	0.00023575114028062671	0.00015595484001096338	7.232850407490332e-07	0.0002127619372913614	0.0004326054477132857	6.094714626669884e-05	7.61296323616989e-05
TRH	2.5234754730263376e-08	2.033949328961171e-07	9.509361831305796e-08	6.893624515669217e-08	1.9763569980568718e-07	2.9313827809573922e-08	2.172177282488974e-08	2.886777110688854e-07	1.2534971460809174e-07	7.117915856724721e-08	1.8936637147248803e-08	1.310892457695445e-05	2.9634369624886858e-08	3.547826565863943e-08
SFI1	8.917552622733638e-05	0.0001264545280719176	3.868190469802357e-05	9.835068340180442e-05	4.7497149353148416e-05	0.0002426270511932671	0.0004246362659614533	4.309269934310578e-05	0.0017726295627653599	0.00016461650375276804	6.960820610402152e-05	2.794500869640615e-05	0.0005262648337520659	7.315424591070041e-05
ACYP1	0.00021043205924797803	6.99614392942749e-05	8.435075142187998e-05	0.0006157828029245138	4.411754343891516e-05	0.00029541965341195464	0.0002270526165375486	6.539799505844712e-05	0.00034523018985055387	0.00017072638729587197	0.00012403349683154374	4.839566463488154e-05	0.00023772995336912572	9.28526496863924e-05
TMEM9	0.0006936392746865749	6.450714863603935e-05	9.974632848752663e-05	0.0001274576789001003	0.0002755125751718879	0.00011837609781650826	0.00017542926070746034	0.00010113062307937071	0.00011812766751972958	0.0001127471768995747	0.00028328908956609666	0.00010451400885358453	0.0001628894970053807	0.0001494563475716859
TXNIP	0.0001798674202291295	0.00022441592591349036	0.0003424875612836331	2.8162370654172264e-05	0.00035729710361920297	0.00023116906231734902	0.0006818021065555513	0.00043724034912884235	0.0008061444386839867	0.0007986317505128682	0.0002696152951102704	0.0004165105929132551	0.0010668212780728936	0.0006507986690849066
ERGIC3	0.0009187659597955644	0.0003341345291119069	0.00036226402153261006	0.00024867168394848704	0.0019425719510763884	0.0004405236104503274	0.00046568523976020515	0.0005854428745806217	0.00019301378051750362	0.0003027922357432544	0.0004365973873063922	0.00036966323386877775	0.00037079499452374876	0.0003222047525923699
CPNE7	3.8436388422269374e-05	1.7950645997188985e-05	1.675624048402824e-06	9.732954640639946e-05	6.713088623655494e-06	0.0005375529872253537	9.907432104228064e-05	3.813787316175876e-06	0.0004377511504571885	1.7589553635843913e-06	1.1189141559952986e-06	4.7584416051904554e-07	0.0005624062032438815	2.7537728328752564e-06
PTGER2	1.5681803233746905e-06	2.7133266485179774e-05	0.0001358493755105883	1.7548416508361697e-05	1.2318459994276054e-06	8.985234308056533e-05	0.0004735928669106215	3.008885141753126e-05	0.0005663446499966085	7.368852266154136e-07	3.967867814935744e-05	8.07557298685424e-05	0.0006216120673343539	1.2634789072762942e-06
LPL	3.687902562887757e-06	4.959417310601566e-06	1.338058041255863e-06	1.8834891307051294e-05	1.3832120657752967e-06	4.732629349746276e-06	3.788846356655995e-07	9.083717031899141e-07	9.638762321628747e-07	3.2110108350025257e-07	0.0002733267901930958	0.00020927665173076093	5.415249688667245e-07	0.0002453580091241747
IGLV6-57	5.450576878729407e-08	2.0736509043217666e-07	0.00046000684960745275	6.773565530693304e-08	0.0002230590325780213	3.067012244173384e-08	1.9688307020260254e-06	7.207975158962654e-06	5.826172468914592e-07	8.988766239781398e-06	1.958673756519147e-08	4.3951896344651686e-08	2.9672058587948413e-08	3.143732669741439e-07
PLEKHH2	7.453204489138443e-06	1.314225301030092e-06	9.393309596816835e-07	5.533033800020348e-06	5.647969487654336e-07	5.506274192157434e-07	2.6086756406584755e-05	1.0812104846991133e-06	3.779094186029397e-05	4.776405262418848e-07	0.000588422582950443	2.6665497898648027e-07	1.2131532457715366e-05	1.5522706462434144e-06
SLC31A2	0.0003290451131761074	0.00036395815550349653	7.043243385851383e-06	1.3312432201928459e-05	0.00010025509254774079	8.366239489987493e-05	7.33248089090921e-05	0.00047108979197219014	0.0001427258102921769	9.738197149999905e-06	0.00014593818923458457	0.0008382510277442634	3.2578755053691566e-05	4.076656841789372e-05
