Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12
CADM1	0.00016764688189141452	0.0007094254833646119	3.782686326303519e-05	2.0975046936655417e-05	3.3116839404101484e-06	9.746675641508773e-05	0.0005793580785393715	0.00026033970061689615	3.20849176205229e-05	0.00011817985068773851	4.46941121481359e-05	7.86102464189753e-06
PRR16	7.027759920674725e-07	0.00028795425896532834	5.620908996206708e-05	6.65858124193619e-07	3.659948106360389e-06	2.074138137686532e-06	5.356307156034745e-06	1.7542542991577648e-05	1.040149868458684e-06	0.0010461634956300259	8.176057519904134e-08	4.0178210269914416e-07
ANP32E	0.00042287251562811434	0.000128960280562751	0.00013706923346035182	0.0011728426907211542	0.00023844542738515884	7.983544492162764e-05	0.00017877256323117763	0.00012217443145345896	0.00013144448166713119	0.0001691560901235789	0.0003881216107401997	0.000314926786813885
NUCKS1	0.0003691765305120498	0.0006613638252019882	0.000859791471157223	0.0012311909813433886	0.00028662063414230943	0.00034897742443718016	0.00016727560432627797	0.0003108792589046061	0.0003840506833512336	0.0005923097487539053	0.0004726043262053281	0.00044861267087981105
RPL27A	0.0003772893687710166	0.0006416730466298759	0.00044932294986210763	0.0005952895735390484	0.0011880043894052505	0.0002918353129643947	0.0004718911659438163	0.0004307808121666312	0.0005636020796373487	0.00046085091889835894	0.0009099183953367174	0.0013469160767272115
CASP10	6.034037869540043e-05	8.762440302234609e-06	4.887397153652273e-06	5.287060412229039e-05	9.605824016034603e-05	0.0006417399854399264	0.0007716206018812954	0.00024215990561060607	0.0002701684716157615	7.228370122902561e-06	0.00011336542229400948	0.00012567080557346344
RGS10	0.000981782330200076	0.00011746586096705869	0.0003218405181542039	0.0006608613184653223	0.00017740992188919336	1.1618388271017466e-05	6.21963627054356e-05	0.00132461148314178	7.725475370534696e-06	5.49856704310514e-05	0.0007632902706973255	0.0010872139828279614
LTBP4	0.00018959080625791103	0.0006559262401424348	0.00010635182843543589	0.00011265546345384791	0.00012013951345579699	0.00023659430735278875	8.873896877048537e-05	4.150024687987752e-05	0.00041901550139300525	0.0002783680392894894	0.0002804204123094678	0.00024636948364786804
GXYLT2	2.3215544331378624e-07	0.001180214574560523	4.2495639718254097e-07	5.8378981293572e-07	2.0625504930649186e-06	4.423265636432916e-06	4.470961357583292e-06	3.359033826200175e-06	2.126404751834343e-06	5.143981070432346e-06	1.5156041399677633e-07	5.723716753891495e-07
BTNL9	1.0910835953836795e-05	2.2539948929534148e-07	1.828595763697649e-08	5.339889526112529e-07	5.6321929150726646e-05	0.0008171535446308553	3.0120891096885316e-06	5.511298581950541e-07	0.0004700407444033772	2.5971385184675455e-06	1.5115490725747804e-07	5.740303663515078e-07
ATF5	0.00015510906814597547	9.631057037040591e-05	0.0004999145749025047	8.914893987821415e-05	0.0001326625351794064	4.108573557459749e-05	0.0005286813247948885	0.0008957641548477113	6.945045606698841e-05	6.492042302852497e-05	5.1748062105616555e-05	0.00014494273636955768
TMEM45A	1.2062661198797286e-06	0.0005031799082644284	6.209518323885277e-05	4.649996753869345e-06	5.884865913685644e-06	4.054855526192114e-05	0.0003176199970766902	1.420857552147936e-05	2.134566784661729e-05	6.638464401476085e-05	1.3056080661044689e-06	1.4457287988989265e-06
GLTSCR2	0.0004670365306083113	0.0004102697712369263	0.0006592248100787401	0.000385826249839738	0.0015112240798771381	0.00014771960559301078	0.0003442469460424036	0.00018956595158670098	0.00076153693953529	0.000529130338691175	0.0008069816394709051	0.002136870287358761
ITGA6	1.0062777619168628e-05	2.7503410819917917e-06	0.0002257178712170571	7.432964775944129e-05	1.146160502685234e-05	0.0016560060903429985	0.00043507141526788473	5.5259552027564496e-05	0.0011725153308361769	1.3506535651686136e-05	0.00013257469981908798	0.00031289452454075217
CHN1	0.0005021169199608266	0.00027097243582829833	1.899673520711076e-06	0.00010139086953131482	2.707216253838851e-06	8.269607496913522e-05	7.038758667476941e-06	1.3212079466029536e-06	0.0001583559060236439	0.000708147359546274	5.7476776419207454e-05	7.363189797615632e-05
STAB1	6.353072308229457e-07	1.0555912695053848e-06	3.8695202420058195e-07	1.6823739770188695e-06	3.1821886636862473e-07	0.0007234441000036895	7.948230631882325e-06	0.0013339344877749681	0.00027155873249284923	2.2629367322224425e-06	1.7253188389076968e-07	1.8010365465670475e-06
FTL	8.294806320918724e-05	0.000276597507763654	0.0001571355533087626	6.0097150708315894e-05	0.00014259206363931298	3.093720806646161e-05	0.00026343492208980024	0.0018278195057064295	8.74399920576252e-05	8.879363304004073e-05	0.00010298001870978624	0.00016830686945468187
SIVA1	0.000571811106055975	0.0004891062271781266	0.0007045551901683211	0.0015135920839384198	0.00045106603647582233	0.00022844757768325508	0.00045485064038075507	0.00041252095252275467	0.0004688067710958421	0.00056126230629161	0.0005627183127216995	0.0007687387405894697
EPCAM	4.782365067512728e-06	7.807501788192894e-06	0.001034843153320253	1.6709906049072742e-05	4.383707164379302e-06	3.831065623671748e-05	9.555017641105223e-06	4.5272536226548254e-06	3.3754788546502823e-06	3.816053776972694e-06	6.942870641069021e-06	9.150125151791144e-06
ACOT7	0.00041216524550691247	6.557349115610123e-05	8.093916403595358e-05	0.0006554215797223151	1.4850653315079398e-05	0.0002324285451322794	2.3226435587275773e-05	0.00019485736265778542	7.66029188525863e-05	5.9274407249176875e-05	0.00012946098286192864	8.070629701251164e-05
PDGFB	1.1127983270853292e-05	2.645965651026927e-07	9.271401359001175e-05	5.9102883824380115e-05	6.098645826568827e-06	0.0017394117312505841	1.8040651411865838e-05	0.00012141164916101843	0.0003162117500323802	0.00013416068395599723	9.521126048639417e-05	0.00011388732673367485
KIAA0125	2.6919076844933443e-05	2.678082466900378e-07	6.784242145840835e-08	5.558209068112774e-06	0.0015912569360807538	1.4134265029497328e-06	0.0023801650386303663	1.1183558854099829e-05	1.420005901309196e-06	1.6579722341703018e-06	4.708320375357289e-06	1.8667242329684086e-05
HDAC9	0.0002539554552640766	2.690427027118858e-05	9.16134194994811e-06	2.633985786815174e-05	0.0010423052590340376	0.00013335919356904924	0.0003907077480107546	0.0001723583700368181	0.00027974508702754974	0.0001460245402995497	8.117526704154443e-06	2.29496909014415e-05
ELF1	0.0009184785303659737	0.00016073408187367022	0.0004265167226549238	0.0003807801695074886	0.0004406628431752324	0.00018318589718546718	0.00018280780932400376	0.0002789376303553581	0.000255396356806159	8.753558358876035e-05	0.0007412438280880451	0.0005236172582954168
UACA	1.422724494659633e-06	0.0008756491006352007	3.324295539641753e-05	7.5916423156741075e-06	1.8092096070176922e-05	0.0010156839853152633	1.3786089766654186e-05	4.2674109863583e-05	0.0004508928395807743	0.001427179086022079	3.1292836411012104e-06	3.5118332561978605e-06
HIP1	6.985083018662408e-05	0.00021514935360755771	0.00019780588627327234	0.0001979824446607381	9.751348989084363e-05	0.0008127263281494379	0.00010498931806068867	0.00012041009176755324	0.0004672492214012891	0.0007105254917405546	0.0002093006478389725	5.948684338363819e-05
CERS2	0.0002606252674013376	0.00024546190979890525	0.0010686398018151522	0.0002679265453480184	0.00015418443945236504	0.00021987073705531657	0.0001826293155318126	0.00020716656581498682	0.0003680060035549104	0.00016609874728601426	0.00037398553104139864	0.00027528280043043196
PHACTR2	0.0006205994286574423	0.0006448399508371949	1.2679888641287107e-05	0.00013823856716044247	2.4970222511910833e-05	0.0006791374762542546	2.4436119929305278e-05	0.0002599478466436267	0.0007562902756035328	0.0002797763445414603	0.00013784068869426847	0.0001959876826731488
MEF2C	2.9766466468572617e-05	5.148292621015571e-05	1.81691996203881e-06	3.47815262102813e-06	0.0016345195472240448	0.0009621969074942172	0.0007807448273524642	0.0005434446502476931	0.0006023253663443029	0.0009869512869045138	6.290850933510228e-07	8.940278348745778e-06
FLNA	0.00037568481639027596	0.001401991699822247	3.5556713555706665e-05	0.00035293595283292234	0.0001807931694202125	0.0006518380832858384	3.364711665199138e-05	0.0003525558568071574	0.00019837864965666085	0.0010859946487471461	0.0006317923543974757	0.0003301682882010937
S100A9	7.769920671307773e-07	4.1216063095816935e-07	2.8840282539022155e-05	1.2431919458322227e-05	5.666776701218623e-07	5.580523065873422e-06	3.0347559913934674e-06	0.0006921202293597162	2.296866114193108e-06	1.0264424190609134e-06	2.0538577700790484e-06	3.202071184205124e-06
ENY2	0.0002977004915010184	0.00031935670995153487	0.0007485931273549795	0.0004416094452608377	0.0002739186165854335	0.00026054709451273084	0.00035923568066209555	0.0004367652290966362	0.0004281180154066533	0.0002666431537363678	0.00031444805790670216	0.00029758299933746457
TPM3	0.0011374143650755286	0.00020606856560334563	0.0006119111785665154	0.001016288879327476	0.0008185002952814102	0.0004807886725757271	0.00020040753588546067	0.000948794127907604	0.0008131903596222401	9.587711974745616e-05	0.0011350095737725496	0.0007401603506878018
GBE1	0.00010763049795059487	0.00023677994613535702	0.00010418526653666049	9.626331302570179e-05	0.00016216431686189026	0.00018159211322199553	8.964750304585323e-05	0.00026524849818088114	0.00013711531937588006	0.0001689511409495026	8.038964006118476e-05	7.457959145540372e-05
STRA13	0.00034085617517121136	0.00016960773791652173	0.0012378772953525186	0.00098405871540308	0.00021866359747946262	0.0001466307876398787	0.0002620830200612545	0.00026317438459955156	0.0002012473705690354	0.0002067230234388262	0.00031764962477609515	0.00034108461113646626
CYTH4	0.0003814324736595154	5.53288998617063e-07	5.287249109642289e-07	9.678180504124612e-05	0.0003700923116412014	3.5837415452988353e-06	0.00032790773548185825	0.0006214751047082245	2.334239070478361e-06	1.7337746385237551e-06	0.0006493004621006548	0.0002156822447432205
SEC11C	0.0006645151297561824	5.982494622003287e-05	0.0003952010301873088	0.000317470810841769	0.00018656860629562289	0.00011059808457503095	0.006464437581598759	0.0001871147978818044	0.0001996150240302086	7.817594450898468e-05	0.00030015665106475353	0.00041721787420101464
HIST1H2AH	5.247281364972878e-07	1.8136021026293747e-05	4.8876641812967137e-05	0.0007853568531572819	1.0125417247763835e-05	2.034230055869557e-05	1.7593160009710118e-05	7.225937679322669e-06	3.5708706036530202e-06	5.866508672625059e-06	1.249182787432801e-06	8.439650400760002e-07
PEAR1	2.4612165816506604e-07	9.651829896029085e-05	5.1599375439081996e-08	4.566910547509906e-07	2.0655534171964973e-06	0.0004516463668551296	4.4604885260923766e-06	2.1697001102438662e-06	0.0005937630776315928	0.0008578056585974991	1.0448165710386093e-07	2.0120241117638216e-07
BST2	0.0010342851746827364	0.0002733572036959231	0.0004945008549839258	0.0006432234076783061	0.0002870140306185931	0.0007621540571562946	0.0006209479179233313	0.0006213635788299143	0.0009784693829715252	0.0006740019307471812	0.000443707627709955	0.00017686575301922858
HSP90AB1	0.000571324722841382	0.0003948312078136951	0.001191159593872726	0.0005511835333891213	0.0007055948954075575	0.00038143934216350317	0.000255384249612689	0.0005669631063938141	0.0010447183158248663	0.0006937491125427186	0.00046999481855891645	0.0007124728872440755
RARRES3	0.0005916849477216601	9.893703827401623e-05	0.0004797832225449383	0.00048094213707372546	0.00013780784502159804	2.909616887336597e-05	0.00012922738096676767	0.00011943324352614582	9.44454368436709e-05	0.00014820943761151284	0.0017675176495686173	0.0007423909846693277
MRPL14	0.0003860784345306456	0.0003468738286755979	0.0010265563614666462	0.0005765235982835293	0.0002375936455791816	0.00018895399989560246	0.00040937698213383555	0.0004110175941605121	0.0002675627765711397	0.0002657242293935269	0.0003109705285169184	0.0003255393239669502
HAVCR2	0.0008659036247991025	1.8816002921084873e-05	6.639862704105326e-07	0.0001376462314510718	1.0641730341376388e-06	5.69663234273321e-06	1.5912432900222484e-06	0.0006207409896887839	1.3037122243986232e-06	6.172664939185779e-07	0.00015893734234850854	4.62500111098052e-06
KCNMB1	5.281189714878565e-06	8.704890888111549e-07	1.055801931215683e-05	3.851244855468394e-06	6.286634288699133e-07	4.99758571095299e-05	2.8565086722665e-06	0.0004444851365406066	7.850971087464131e-06	0.001082802191376686	1.669516933588966e-07	4.447829837772588e-07
RAB37	0.0003324357094243169	1.6424787645519245e-06	1.8606115190777928e-05	7.118283247109503e-05	0.0004282527952454984	4.497422196436673e-06	3.080259193666279e-05	8.342292858287692e-06	3.6339074540592264e-06	1.616376539459452e-05	0.0006293592159636319	0.000378689932404086
IRF1	0.0007543883402831852	0.00010160481906495988	0.0001409861579304561	0.00030799864907748997	0.0007289581699296832	0.00014308388927020133	0.0005749858682975173	0.00031306242453865707	0.00013256672536954284	0.00016546119877602905	0.0010895727900788188	0.0007242026622407138
IGLV1-47	1.6881152475889394e-07	6.209041458760112e-08	5.033668593057428e-09	8.075030422105556e-08	9.279566256736871e-06	8.000086637593995e-08	0.00244376203045249	3.218070503407944e-07	9.52360750261505e-08	7.146378067091064e-08	5.32916737938649e-06	9.498967301624361e-08
C4orf32	7.704602467129007e-05	1.8332511899643578e-05	0.0002244259521830827	3.7042045732960105e-05	2.0817491531488486e-05	0.0004417169257067144	5.0290447688894346e-05	5.6662451243028045e-05	0.0009169269469566643	0.0003765068540815264	6.118357123341411e-05	0.00018346065189689398
IL18BP	6.652614683844149e-05	0.0001304224570048973	9.52721711655613e-06	3.605387610150501e-05	0.000370494497474283	0.00035377321182750165	1.1478878150228411e-05	0.0004600255924742669	0.00038109577144496143	0.00021422604913823307	0.00014965930313337594	0.00017264278721995652
GZMA	5.526054883375764e-05	4.442001682036789e-07	2.4678163867974945e-07	0.0002139711141353473	1.619221279725025e-06	5.056633085587237e-07	2.1527305307245115e-06	3.636693293174176e-07	6.05367461048445e-07	8.315409445458499e-07	0.0014977570390328765	1.605369834578596e-05
STARD10	4.089489084435627e-05	0.00013948373089078814	0.0015095805283635855	2.3647498892387375e-05	4.461251228349283e-05	8.023028203751892e-05	2.5595067199901678e-05	2.8078799005015753e-05	1.805095780582633e-05	2.52131576417014e-05	3.865659891744144e-05	0.00010151855531148612
DRAM2	0.0003243281098548323	0.00011848920257762074	0.00031232935725711286	0.00021974647825118154	0.0010359486332163215	0.00014632723468821496	0.00029403346707113087	0.0004695819807238877	0.0002478994138073176	0.00014197221025824547	0.00030870773480273783	0.000321723404340446
DPT	6.172662097014836e-07	0.0008660252206027508	5.43043142897659e-07	1.757356244524999e-06	4.055260433233343e-06	2.085614141833503e-06	8.567983968532644e-06	3.687933258333942e-06	6.528774065373e-06	9.29122052184539e-06	1.0457955568199395e-06	1.1019201338058338e-06
WHSC1	0.0004027539398521185	0.00011307469685561955	0.0003036877606064081	0.0011793447192758322	6.340903200907633e-05	0.00021071873197797686	0.00010163505066884682	0.00010677169484551996	8.933475328376517e-05	6.634298188146204e-05	0.00015795665967743844	0.00013711662904825062
SOX18	8.149118571054714e-07	2.267040315473423e-07	1.633809461054625e-07	3.693175187891029e-07	6.595394665964704e-07	0.0016640931135043502	1.4962176919652848e-06	2.0850423254614725e-07	0.001615160028450191	3.2458769965160172e-06	1.707769001768611e-07	4.010118743735802e-07
IL5RA	1.5715751260358957e-06	5.531085776055988e-07	1.4591339095204603e-05	1.918336465678294e-06	0.000611187017057091	4.08495338888315e-07	0.00014423707034438848	3.942465809814166e-06	2.6417504273013037e-07	2.1022320595420751e-07	7.752360033919103e-06	0.00012081191380275413
FMO2	7.39313293252053e-07	0.0003229219000786543	2.512391256459523e-05	3.074218511756044e-06	5.618144314212259e-06	0.00010134709009435028	7.408353212667862e-06	3.4888928439613665e-06	0.0002378169447183609	0.0007659997791051865	1.9669002995215124e-06	7.811243563082826e-07
MNDA	9.373141438118182e-06	2.615558742036228e-06	3.33991664547284e-07	5.99096574660507e-06	0.00014570681378245354	1.993505793507211e-05	1.019638148136437e-06	0.0011881287209689617	2.2230942704482004e-06	1.864269688667264e-05	6.008910986565752e-06	3.063823896809481e-06
CACNA2D1	5.786213819192199e-07	0.0004765565390698612	1.2290331142139621e-05	1.822969693421328e-06	1.5393538888019975e-06	9.152153506875038e-05	6.431584097299492e-06	1.4722939340572339e-05	0.00011060173710575327	0.0006244012038223445	3.509305201987445e-07	1.026057020681037e-06
TBXAS1	0.000289993011392653	1.3960868727735942e-06	5.844489351147786e-06	7.95741580077447e-05	9.638700430514291e-05	1.2306662029004656e-05	0.00028586076223291457	0.0014374845195561647	3.3987507777055725e-06	1.6580070223426446e-06	4.174339846940711e-05	0.00016157473146449775
C1S	2.5541182822053088e-06	0.0013657762901857495	7.213448952825274e-06	7.299181106645847e-06	7.90541434980696e-06	1.528407483419869e-05	1.460633757233154e-05	6.692886017845012e-06	1.3232946002972312e-05	0.00032243129680864513	2.8682136417046422e-06	3.4019296890619444e-06
CSF3R	2.5082707111323543e-07	1.4265968673043972e-07	0.00016564576071687043	1.114156816584e-06	2.624472585921467e-07	1.3080415556032676e-05	3.921253721728135e-07	0.0011553863296285272	6.117098223512585e-07	8.375016022910131e-07	1.6397720514760294e-07	2.8305935302341823e-06
AP1B1	0.00023194517416413873	0.00011433256440795958	0.0001271179353352636	0.00023695062554907054	0.0004275152459740639	0.00025878153974190354	0.00013364040933083743	0.0009392588981427252	0.00012524564226623625	0.00010311591904610395	0.00016323794261552393	0.00015521938621532172
CEP170	0.00020468514412641525	0.0003611388383433223	0.00015934710972942412	9.78465614025481e-05	0.00039329848368652165	0.0005298731266520917	5.612078894046135e-05	0.000677265808917582	0.00018971013196278363	0.0002617606078274548	9.024538303492591e-05	0.00017645581101533026
PPP2R5C	0.00031205598497763276	9.81685661827214e-05	0.0001050056453095749	0.00032704079058021307	0.00011915656068595126	8.663322660140693e-05	0.0001869476691354066	8.398835780099034e-05	6.076709905755706e-05	6.785301229683682e-05	0.0011844102991744876	0.0005242401384748518
CXCL2	1.1292774360072144e-07	4.098392764717573e-06	8.393302778131329e-06	3.053195882785076e-07	1.6048822999437107e-06	5.179567961022258e-05	1.2203644246255863e-06	0.0006909609655849636	3.969233875977807e-05	2.4965664124465548e-05	8.763748127194049e-08	9.244822081200255e-07
IMPDH2	0.00010107575508300215	0.00043116341112181544	0.0012447384651750326	0.00035486742854118347	0.0004964008694514632	9.211983706336468e-05	0.00021302694221958518	0.00015536618593614548	0.00039639027090743184	0.0005932432250119746	0.00015863083535805345	0.0005304620135575533
BTG1	0.0012256128247827291	4.0417926356894895e-05	9.690907609183341e-05	0.00033312529558315873	0.0012859092094004154	6.823345029260963e-05	0.0001114677797886543	0.000296931219054386	0.00024091987870633602	0.00010765494516817853	0.0013676297385245562	0.0016830606618896127
ZEB1	0.0003569796681404114	0.0007371517713181674	3.452190640018671e-07	0.00010233233479084447	0.00011444289702922106	0.0007309979409910738	0.00010226698941551149	1.5134773093450349e-05	0.0005417021457105875	0.0003258325741626322	0.00021957862190902233	0.00020235760894138366
PPIA	0.0008641869644634426	0.0005478516686707735	0.0012733200564980507	0.001873284112662077	0.001076085609383881	0.0004903607768937945	0.0004621617554221302	0.0007909436244517565	0.0010450948029756546	0.0007604790152981877	0.001047234982252121	0.0012232137378305197
DNAJC10	0.0003000762953888625	0.00039526011096313596	0.0003258617944084108	0.00013016554294154048	0.0005615566042251885	0.0004937347839586437	0.0005066076410003006	0.00022430271201301366	0.00026944270939566195	0.0003274783375672996	0.00023472979955840856	0.0001875687448773533
ETV7	0.0011844829423353076	4.423472273629159e-05	5.931128725933377e-06	0.00022912082204129547	2.1699249828088796e-06	6.4661921896913555e-06	4.530990918283351e-05	0.00011636387353064492	1.652427999943029e-05	3.941620889236219e-05	5.2803159633185714e-05	3.4052882256219164e-06
HLA-E	0.0015783198177814484	0.00017837906489148736	4.984789848094806e-05	0.0004191682382952422	0.0012434780364856124	0.0006896274862810969	0.0006007471238262951	0.0006906610797159374	0.0013202640693634748	0.0002524096053093672	0.0018322326941415668	0.0012391576310619712
NOTCH2	0.00022335130779538304	0.0008345589740201831	0.0006632442236877978	0.00016768008936196566	0.0002486981393303722	2.4097334971884266e-05	6.442589074140415e-05	0.00030375641654245555	7.678180736547802e-06	0.00022209818416740745	0.00015945089398883283	0.00016275917005259544
TMSB10	0.0018000085838139057	0.001102638547308743	0.0005055579240433872	0.001384746516123414	0.0009400630369782448	0.0008741778437979519	0.00026677551795728505	0.001497661811299622	0.0013173077022656798	0.0003267065330874175	0.0011126039316877723	0.0013666340382769704
ITGB5	9.207093967233959e-07	0.0016655235085636377	0.0001194282085634768	4.438773430592846e-06	5.712749953090679e-06	0.00012294438784010708	9.57474003371317e-06	0.00011461734538897872	2.847662108251825e-05	0.0001505895343143493	1.274321107302967e-06	2.832890004356159e-06
AGR2	3.578794121494866e-06	1.5196486629065475e-06	0.00044539084774442017	3.5431410196906654e-06	5.809886715724133e-06	5.700333531422075e-06	2.6832481125893537e-06	7.67898018239066e-06	1.1538185162862646e-06	4.897958660876611e-06	7.02516899764305e-06	1.0492610272194725e-05
SERHL2	3.6561408478519297e-07	9.230463547282852e-06	0.0005326708196662366	1.002421981866064e-06	4.6989734983071685e-05	1.0075453246827237e-05	7.109000534910592e-07	3.543380557857745e-07	1.0616662621032447e-05	2.9973563869134523e-05	5.956845143373357e-06	1.0025774827226996e-05
SH3BP1	0.0008095584926195443	1.348958357993979e-05	1.86515517270891e-05	0.00041781432810239494	0.00029751737019978464	2.10716075343953e-06	7.98413238953799e-05	0.0003334969806019217	3.6721385185956024e-06	1.5707679267507046e-05	0.0008419534424319863	0.00043470150558277965
LILRA2	1.528565718444952e-07	4.6359541983065355e-08	7.36311100979492e-09	7.485188007194665e-07	2.261506182321682e-07	8.68887411797914e-07	3.9424190845238627e-07	0.0011007767170667648	2.71952416142085e-07	9.269115253118798e-08	2.1756808621375967e-07	4.812453653357807e-07
RBPMS	3.553735041350592e-06	0.0004140484088566154	0.0001790127862477675	2.8462250156735536e-06	1.825986873882357e-05	0.0006229981663636863	7.0437827162095346e-06	5.37540290679317e-06	0.0007850207039155066	0.0013994303299114108	7.978130156516272e-07	9.04492935660528e-06
HOXD10	1.555291788690738e-07	1.6281322245959018e-07	7.3042651926868984e-09	1.9613243296134897e-07	1.6137090597112547e-07	0.0004548374272417277	6.397777951860917e-07	5.960757221146196e-08	0.0010074364254251122	6.48245872980624e-07	8.326831135718749e-08	6.167623922692655e-08
COL11A1	5.49618903278315e-07	0.0014271722175180912	2.6273269781995623e-07	8.286440333904466e-07	1.8686690737013123e-06	5.883682206331287e-06	2.9808475119352806e-06	2.1837217900610995e-06	3.378924020580598e-07	8.069161481216724e-07	6.61457420392253e-07	8.287686910080083e-07
AC233755.1	5.611880169453798e-07	1.4820244587099296e-07	2.640321561386827e-08	2.0005750229756813e-06	1.1427673598518595e-05	1.3492356742972333e-07	0.001896183704957366	9.007127346194466e-07	1.15514254162008e-07	9.605457762518199e-08	3.743312220194639e-07	1.2237566124895238e-06
CLIC1	0.001533394563011825	0.0003517684817779809	0.0005953270010650158	0.0010315751424059272	0.0010209225583821535	0.0005223838961683214	0.0004932602168992162	0.0012889705831184983	0.0008649371447972953	0.0006959217716939747	0.0014322544448077679	0.0006963567575439811
SKAP2	0.00020636827684938908	0.00030174647690728307	1.729487848933786e-05	8.311340207001194e-05	0.0006199071067385375	0.0003101968904957175	0.00011052603804273531	0.0006282525137066841	0.0003503918997012079	0.00027387880254536867	0.00016022824274841696	7.388169615296647e-05
FERMT3	0.0006171293207444251	1.4894931155140512e-05	3.1200668217934435e-06	0.00026678675203584135	0.00037695205537602305	1.4678287698188797e-05	0.00018989882664754987	0.0007959251524880528	4.6098348320811056e-06	1.623531170480419e-05	0.0007782061584293842	0.00044659184641204774
HN1	0.0007319275173358619	0.00013368391955737025	0.0005217678844928741	0.0019528212724253535	0.0001900162606034428	0.00014655057748313993	0.00023010832956060767	0.00045588883222080767	0.00013561772357206792	5.9848396631423384e-05	0.0004586358554661274	0.0002670746762305498
CYCS	0.000541627174243331	0.00020319480972830206	0.0005713826394639909	0.0008469998720102012	0.00046951675903983414	0.00018887536134570837	0.0006301630055531859	0.00039047905011102557	0.00030971007072366774	0.0004388591041788459	0.00051613908726722	0.0005982266156934202
SEC24D	0.00019735745445359498	0.0007641867268830538	0.0001908315607579425	9.234611934516579e-05	6.243032839847729e-05	0.0002539301640354097	0.0007203751592896879	0.00017690478125587106	9.673860768089071e-05	0.0003830432833638042	0.00016954912280198187	0.00010672643111320212
STAP1	0.00017885580018628389	1.2498455248532991e-07	9.206033269038016e-07	1.3345086699700914e-05	0.0016828177031129599	4.6622938043583417e-07	0.0005138534470461309	5.917254384257831e-05	8.266563895631407e-07	3.56854087613101e-07	2.136455623258371e-05	0.00010256980021949857
ADAMTS4	2.471979996698792e-06	0.0002862824185285717	4.951013124809833e-06	3.646943878266029e-05	1.2115207937313244e-05	0.0008899823878891766	1.1867350622196682e-05	5.094226708024507e-06	6.124233914306387e-05	0.0006870049401186407	4.3757841012848075e-06	4.535694188234629e-06
ARHGEF17	1.4707520676893182e-06	0.00043862793245352805	0.00011302222264930606	2.07927473638847e-06	5.025393875257578e-06	0.00010920095519395545	1.0401538929727394e-05	5.168736151972553e-06	8.564414201828185e-06	0.0017011882737278938	4.0702948922444193e-07	5.55968824755837e-07
KMO	1.7191030565300025e-05	6.6704751588986255e-06	2.0668117940658703e-05	5.591332410403993e-06	0.000923031650017947	1.5907289707683958e-05	7.184942660387605e-05	0.00029152564820833504	8.814887223707046e-06	2.568706804595422e-06	8.708611858310178e-07	1.2233784218551591e-05
GPSM2	1.8876802641898394e-05	0.0002049999457085505	8.23581576696597e-05	0.0015593053540214896	1.2821916470784345e-06	5.457748920889571e-05	9.390810191689525e-06	1.3827838301949669e-05	1.4864637705613859e-05	1.5457759218406864e-05	2.0854091417277232e-05	3.6248943615646567e-06
AHNAK2	6.856738536953344e-07	0.0009229558054357767	4.97501423524227e-05	1.6732082031012396e-06	1.7689419564703712e-06	0.0001521484082331881	5.592106390395202e-06	2.068888716166839e-05	0.00022652329062111676	1.4176835065882187e-05	4.1829272845461674e-07	2.0245824998710304e-06
ARHGAP11B	0.0002425635902909562	1.3127158126735594e-05	1.872305256256368e-05	0.001197736244648695	8.69068899191916e-05	4.914335659123026e-05	3.727738658199087e-05	3.636959081632085e-05	2.7627809231489664e-06	2.0322646378190257e-05	0.00018503924366086721	2.0667825083364733e-05
DOCK8	0.0007356253918260336	1.841290099946491e-06	3.3682254070299678e-06	0.00018938002176582813	0.0006439092685468495	0.00010013401333708316	0.0002359709469601512	0.00045623257756233215	2.1656493117916398e-05	0.00010085306712426245	0.000773996755015105	0.00039372191531583667
PAFAH1B3	0.0003101541078649461	4.408855238580145e-05	0.0013736949767917395	0.0005363467498682439	0.0001109720760723576	8.709076064405963e-05	0.0001386586227454245	7.69885373301804e-05	0.00020890952146146446	5.875910210306756e-05	0.0001902188523672521	0.0002323187218280509
MYH10	8.600555702287238e-06	0.0009646262042224407	0.00027302076341584325	2.1716921764891595e-05	9.419722118764184e-06	0.0005132466903887689	6.765448233636562e-06	5.084767508378718e-06	0.00024845098960213363	7.258962432388216e-05	2.051449655482429e-06	1.0586781172605697e-05
SH2D3C	0.000290149066131562	2.5852802991721546e-06	3.787413618283608e-07	0.0001054313252097927	0.0003343710268381983	0.0006462932215072215	4.4428128603613004e-05	6.702489190502092e-05	0.0006328186136670411	0.0003551393747329712	0.00047608837485313416	0.0001951740268850699
MAP2	1.5882567367953015e-06	1.6050913473009132e-05	3.245976404286921e-05	1.4381480468728114e-06	7.476488099200651e-05	0.0001557052746647969	1.7141755961347371e-06	9.297215001424775e-06	1.2122241969336756e-05	0.0008981858845800161	1.9357742075953865e-07	2.994198951000726e-07
RAD51	1.4879856280458625e-06	6.397091510734754e-06	8.084773980954196e-06	0.0014805120881646872	1.040932374962722e-06	3.3779788282117806e-06	8.404965115005325e-07	7.477037343051052e-06	1.4620992487834883e-06	2.173953816964058e-06	1.2022664463984256e-07	6.336904334602877e-08
