	B	CD4Tconv	CD8Tex	Endothelial	Fibroblasts	Malignant	Mast	Mono/Macro	Myofibroblasts	Plasma	Tprolif
0	0.0042629507320813	0.0024883588649363	0.0016459049439983	0.004956221521184	0.0042510815578926	0.0069726761176063	0.020696935496078	0.7346784417551646	0.002150853070776	0.0027833119010768	0.0020887383838857
1	0.0020553564477971	0.0047194671712236	0.0016863774160314	0.009053376091581	0.0039286217474594	0.6838814145803437	0.0029333827415337	0.0041129882982152	0.0043719869421353	0.0040172338476487	0.0019222165157927
2	0.0006318980560735	0.0014614859180646	0.0003229919370875	0.0095038683780657	0.1534678514303707	0.01217422328775	0.0006273589025323	0.0014366679624364	0.169118036691732	0.001302610289922	0.0040197828749704
3	0.0	2.71970029153874e-05	4.746879964074073e-06	8.949889749979165e-05	0.0001359118200887	6.882097507035995e-05	6.906597660138057e-05	9.511030417238695e-06	0.0002346220982712	0.0012968040650158	4.5413768777016846e-05
4	0.0055577401978919	0.0013578438548645	0.0016422113692418	0.0062002234240585	0.0006730992919921	0.0012138458944614	0.0254251304555397	0.1490984983824674	0.0003587786690087	0.0011662118159035	0.0098090815036958
5	0.0013154691311727	0.0018273765852473	0.000770589897555	0.8190516717289257	0.0027205299838738	0.0108155094071647	0.0005932671003616	0.0021532833616307	0.0033583939749068	0.0018822526498314	0.0017082963456235
6	0.0056024650397678	0.0057507200545754	0.0046295619241702	0.0684951058496509	0.0774670568401423	0.1031205785629827	0.019722103960812	0.0172314309734892	0.0607406089367419	0.006683806046969	0.0065601229569996
7	0.0133260897533372	0.1111391547642287	0.3135405882469192	0.0053901051559036	0.0037147606698005	0.0046248685878356	0.0111294325584402	0.0088728050953089	0.0050667030277976	0.0136251787574753	0.2932216686873316
8	0.0040868235055968	0.1779387871324566	0.3320811771820522	0.0057220231775975	0.0017044596151184	0.0016843183884189	0.0132571792086729	0.0036831324666803	0.0028079337014795	0.0090311115471013	0.0875264664864244
9	0.0087852578152767	0.0192583416488973	0.0066904680738496	0.0065272946355602	0.0036704076207942	0.0353246091490821	0.004616664940348	0.0060567466020019	0.0031531849432838	0.0080200765176691	0.0027708111920355
10	0.0006146261758812	0.0011128388732774	0.0002609247007458	0.0043005769639605	0.2196083170915872	0.0092123074682896	0.0003768058866262	0.0006797558463147	0.0269899648659134	0.000902649243173	0.0006778837558342
