Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24
MMRN1	4.411491681821644e-05	3.1249951462086756e-06	1.9385039706776297e-07	1.3729744807733368e-07	0.0014356973115354776	1.817403017412289e-06	8.04854335001437e-06	3.960049923534825e-07	4.2051399873344053e-07	1.331310528485119e-08	3.421145083848387e-05	6.491637236649694e-07	2.6030505750895827e-07	5.038252197664406e-07	1.3347846561373444e-07	2.4956871129688807e-05	9.324069765170862e-07	2.0692243651865283e-06	8.01591704657767e-06	1.2045255459725013e-07	6.127676442702068e-06	5.069568942417391e-07	5.935655735811451e-07	5.0705270950857084e-06
RP11-598F7.6	2.9724347427873e-07	1.1849312642198129e-07	1.99157298652608e-07	1.0332063027362892e-07	1.0747130119170833e-07	4.69210270637177e-08	4.477138190850383e-06	6.374839358613826e-07	2.0438776004993997e-07	2.5418890103878766e-08	1.0073193834614358e-07	2.983082936225401e-07	3.080944566136168e-07	9.739738793257402e-09	3.900996148331615e-08	3.7565929034144574e-08	4.0214649743575137e-07	9.918798014041386e-07	7.339974672504468e-08	0.0015137045411393046	4.0766277464854284e-08	5.163714149603038e-07	1.2974423668765667e-07	2.4524041464246693e-07
FAM111A	0.00025781523436307907	0.00048506417078897357	0.0007502338266931474	0.00010943876259261742	0.0001791419053915888	0.0005296986200846732	0.0003751685144379735	0.0003717367071658373	0.00010590854071779177	3.282471152488142e-05	0.00022099827765487134	0.0003280076489318162	0.00010958619532175362	0.0005105658201500773	0.00017089146422222257	0.0003485678171273321	0.00014112531789578497	0.00039599527372047305	0.00044064802932552993	8.347009861608967e-05	0.0001178822640213184	0.0010330104269087315	0.0003204246750101447	0.0003271197492722422
BCAT1	4.836037987843156e-05	8.68965798872523e-06	7.871973502915353e-05	9.856632095761597e-05	6.484842742793262e-06	1.9845450879074633e-05	6.97578871040605e-05	0.00032772388658486307	1.5576506484649144e-05	2.86330828203063e-06	0.0001204061700263992	4.588413048622897e-06	0.0008688189554959536	1.300366875511827e-06	0.0008777829934842885	3.505672111714375e-06	1.545045779494103e-05	2.8701893825200386e-05	1.3434020729619078e-05	1.483839878346771e-05	1.2091661119484343e-05	1.4842221389699262e-05	2.8065282094758004e-05	1.8459858210917446e-06
NAT1	1.766376954037696e-05	1.99731675820658e-05	1.8904285752796568e-05	1.1456023457867559e-05	7.557728167739697e-06	3.209766873624176e-05	0.00014553224900737405	1.5643411188648315e-06	9.943923032551538e-06	0.00013454111467581242	1.658135442994535e-05	1.54290250975464e-06	1.4645752344222274e-05	0.003593131899833679	1.6578136637690477e-05	1.6233283531619236e-05	2.5489454856142402e-05	0.0001646676246309653	2.9789531254209578e-05	1.9621991668827832e-05	4.323899338487536e-05	1.3919158845965285e-05	3.7330166378524154e-05	3.5159905564796645e-06
VRK1	0.00023002593661658466	0.0003820805577561259	0.0006969445967115462	6.891216617077589e-05	9.313308692071587e-05	0.00026858554338105023	0.00020707002840936184	7.842703053029254e-05	6.373478390742093e-05	8.428616274613887e-05	4.1177623643307015e-05	0.00014482825645245612	3.041983836737927e-05	0.00014656742860097438	6.853860395494848e-05	0.0002181058080168441	5.480369145516306e-05	0.00016918624169193208	0.0002994215174112469	2.536197098379489e-05	0.0001483455707784742	7.972044841153547e-05	0.0001878121984191239	0.00047913353773765266
GMFG	0.0004321369924582541	0.0009082395699806511	0.0001813505805330351	9.442602276976686e-06	0.0003538083110470325	0.0012067293282598257	0.0006825638702139258	0.0011395051842555404	0.0002659565943758935	2.3739099219710624e-07	0.00023864529794082046	0.0003464280453044921	3.4431438962201355e-06	8.613457112005563e-07	0.0004918270278722048	0.0013496620813384652	7.16620052116923e-05	0.0004929834976792336	0.0017653100658208132	0.0001269562926609069	0.0011139619164168835	8.095698285615072e-05	0.0009111457038670778	0.0010718361008912325
NDST1	8.424177394772414e-06	8.024799740269373e-07	4.514615284278989e-06	0.0003695518826134503	0.0005535988020710647	6.323323873402842e-07	1.4991940588515718e-05	2.365390400882461e-06	4.941642328049056e-05	0.00010803535406012088	0.0017654168186709285	5.067541133030318e-05	0.00040047004586085677	0.00037286378210410476	0.00015716542839072645	3.63704486971983e-07	0.00022971731959842145	3.576562221496715e-06	4.938702886647661e-07	0.00017356875468976796	1.0031172678282019e-05	0.00017947690503206104	4.2584511561472027e-07	1.705876115920546e-06
FXYD3	3.5158557238901267e-06	7.591691428388003e-06	4.1352712287334725e-05	6.214083896338707e-07	1.4053335917196819e-06	4.726498900708975e-06	9.805831359699368e-05	2.832969130395213e-07	1.2026892363792285e-05	0.0022339674178510904	2.2615952275373274e-06	6.403595762094483e-06	8.797503141977359e-06	0.0004972288734279573	4.899618033959996e-06	4.45083560407511e-06	2.1304717847669963e-06	1.8753418771666475e-05	2.7443354611023096e-06	3.093095983786043e-07	1.0258316251565702e-05	5.012595011066878e-06	1.3117343769408762e-05	3.6088972592551727e-06
CARHSP1	0.00016219507961068302	0.00012482482998166233	0.0014139277627691627	0.0008425689884461462	0.0006335129728540778	0.00019957302720285952	0.00033074370003305376	0.00039677906897850335	0.00016671718913130462	0.0004242602444719523	0.0005097231478430331	0.00021704183018300682	0.0005308850668370724	0.0002556024701334536	9.033406968228519e-05	0.000121616008982528	0.00028755085077136755	0.0003660344227682799	0.0003197480400558561	0.00017106709128711373	0.0005134231760166585	0.00012964846973773092	0.0005673088598996401	0.0003639571077656001
LSM3	0.00035922840470448136	0.00037890017847530544	0.0012304165866225958	0.0004531174781732261	0.0003394329978618771	0.0003105043724644929	0.0005808930145576596	0.0007682645809836686	0.0006527675432153046	0.001508195884525776	0.00019655235519167036	0.0004113350878469646	0.00021544207993429154	0.000425519683631137	0.0003690652083605528	0.0004319660656619817	0.00037933088606223464	0.00018556953000370413	0.0003915740526281297	0.00026539532700553536	0.0008800477953627706	0.00010325661423848942	0.0005031256005167961	0.0007059620693325996
MAL	1.1514028983583557e-06	0.00010077051410917193	1.4652526260761078e-05	3.483176556073886e-07	7.978346729942132e-07	4.4941457417735364e-06	0.00025798295973800123	0.0014149631606414914	4.581551820592722e-06	7.330145308515057e-07	2.956979585633235e-07	4.067093755111273e-07	5.345227123143559e-07	2.5496237867628224e-06	2.5346594156872015e-07	0.001574402442201972	5.240653081273194e-06	0.0001258509000763297	0.0008207656792365015	8.833149877318647e-06	6.815703818574548e-05	1.9292981505714124e-06	3.13985365210101e-05	3.3659896416793345e-06
CLEC1A	1.3082674854558718e-07	1.5774628536746604e-07	2.817259598941746e-07	9.412373742634372e-07	0.0010719650890678167	1.243293468178308e-07	9.043791578733362e-06	3.1550291623716475e-07	9.244003535968659e-07	6.184874479231439e-08	0.0006813617656007409	5.025873406339088e-07	7.462471330654807e-06	1.8333091489353137e-08	5.225666973274201e-05	7.962274395367785e-08	5.516315923159709e-06	7.339218086599431e-07	1.6872621699803858e-07	1.1858320903002095e-07	3.046454253308184e-07	2.288010364281945e-06	5.106602429805207e-07	2.536896772653563e-07
EVA1C	3.172021251884871e-06	0.00018491772061679512	5.419549415819347e-05	0.00014736995217390358	0.0007646512240171432	8.154998067766428e-05	0.00010144608677364886	0.0001271937508136034	6.521876457554754e-06	0.00016405648784711957	0.0001814093702705577	9.268462599720806e-05	9.210249845637009e-05	7.384217315120623e-05	3.328584170958493e-06	0.00012862142466474324	0.00025302733411081135	3.2063933758763596e-05	2.8256426958250813e-05	0.00010446050146128982	0.00016863802738953382	0.00045507223694585264	0.00017127320461440831	0.00021061311417724937
RIN3	0.00024481394211761653	0.0001813056878745556	0.000173321008333005	4.979715959052555e-05	0.000143602563184686	0.000320727500366047	0.00044067390263080597	0.0006228713318705559	5.869380402145907e-06	1.2820902156818192e-05	0.00031056031002663076	0.0004690470523200929	3.5714616387849674e-05	3.6164021821605274e-06	0.00047014569281600416	0.0002033947384916246	4.0873128455132246e-05	0.0005223001353442669	0.0002311171847395599	5.631921158055775e-05	0.00015443166194017977	0.00015745651035103947	0.0011789813870564103	0.0009957939619198442
LRP1	2.4220371415140107e-06	4.5097476686351e-06	1.424651600245852e-06	0.0018251820001751184	2.956312300739228e-06	1.986046527235885e-06	1.3597551514976658e-05	2.529492803660105e-06	1.1416051165724639e-05	7.387272489722818e-06	7.166207069531083e-06	4.134598839300452e-06	0.0015489504439756274	3.6126497434452176e-05	0.0004279416461940855	5.491192041517934e-06	0.0014920113608241081	3.0143817184580257e-06	8.225465535360854e-07	9.353885980090126e-05	8.41712699184427e-06	0.002667853143066168	1.2718192010652274e-06	5.195609901420539e-06
MECOM	7.462324447260471e-08	1.562795404197459e-07	1.0519538307107723e-07	3.7496397453651298e-06	0.0005400371737778187	1.8992325578892633e-07	8.743160833546426e-06	6.491819704024238e-07	4.706430445367005e-06	2.7302488092573185e-07	0.001868958817794919	2.5667566205811454e-06	5.89197916269768e-05	9.351830954074103e-07	1.1082839534992672e-07	4.5518980584802193e-08	2.2315730348054785e-06	8.520659093846916e-07	2.1148755990907375e-07	1.606787236596574e-07	1.731551492412109e-06	3.136564919259399e-05	1.3738053894485347e-07	2.0017803592509154e-07
H3F3A	0.0008833912434056401	0.000638792582321912	0.0017868848517537117	0.0007499735802412033	0.000691428198479116	0.0006921326857991517	0.0008041224209591746	0.0011392961023375392	0.0005514791118912399	0.0032890280708670616	0.0006083549233153462	0.0007706755422987044	0.00039011574699543417	0.001191475661471486	0.0008107895846478641	0.0006914610275998712	0.000490864273160696	0.0005300756311044097	0.00093962432583794	0.0005519291153177619	0.0015787839656695724	0.00014348948025144637	0.000755314074922353	0.0011080409167334437
IFI35	0.0002989694767165929	0.0001564627600600943	0.0003010071231983602	0.0003247785207349807	0.00023282358597498387	0.0006659397040493786	0.0002221174509031698	0.0002782875671982765	0.000983571633696556	6.514463893836364e-05	0.00014402199303731322	9.257196506951004e-05	0.00025970692513510585	0.00024093924730550498	0.0004678401746787131	0.00012647798575926572	0.00026014994364231825	0.0003585943195503205	0.0005905915750190616	0.0002640163875184953	0.00017305475194007158	0.00012835374218411744	0.0015995553694665432	0.0003140705230180174
YWHAE	0.00025632345932535827	0.0002196918794652447	0.0008362769149243832	0.00044166462612338364	0.000696313742082566	0.00020573183428496122	0.0004140925593674183	0.00028996221954002976	0.0004517800407484174	0.0022564418613910675	0.0005463605630211532	0.0004742938617710024	0.000280776439467445	0.00036341624218039215	0.0004850310506299138	0.00021568759984802455	0.0005576931871473789	0.0004385870124679059	0.0004161937686149031	0.0003384468436706811	0.0005215310375206172	0.00023088093439582735	0.0003538056043908	0.0002645932836458087
TLR10	0.0017261408502236009	2.5540984438521264e-07	1.6502315247635124e-07	1.2977262997537764e-07	1.705197405499348e-07	1.5120886587283167e-07	1.5952806279528886e-05	9.161822163150646e-07	6.240697985049337e-05	2.2800579202453264e-08	2.883678291709657e-07	1.992199258893379e-07	6.03821419531414e-08	6.909461802706574e-08	3.884935358655639e-05	9.611704143708266e-08	3.0869222200635704e-07	1.5165444438025588e-06	1.6463954466416908e-07	3.1725238613944384e-07	8.042162846777501e-08	7.178364285209682e-07	2.2555228440523933e-07	1.8973919679865503e-07
EBI3	8.973698277259246e-05	6.159613690215338e-07	3.845283117698273e-06	1.7845958382167737e-06	1.3727019165798993e-07	3.960717265272251e-07	7.950691360747442e-05	0.0036420414689928293	7.274270501511637e-06	1.119669867932771e-08	8.8048714985689e-08	1.1233408514499388e-07	5.178254625093359e-08	7.316960193293198e-08	0.0002266311494167894	2.642868537350296e-07	1.7040895272657508e-07	3.3141273888759315e-05	1.2759010132867843e-05	7.386257294683674e-08	1.8780357322611962e-06	3.736740836757235e-07	4.089750746061327e-06	2.3134192872475978e-07
KIRREL	2.301812997984598e-07	8.890808089745406e-07	2.103286760757328e-06	0.0003557623422238976	4.716992043540813e-05	2.474775726568623e-07	1.8314960470888764e-05	1.0914608310486074e-06	7.328935680561699e-07	1.9834340037050424e-06	0.00019891771080438048	2.1983159967930987e-06	0.0009632857982069254	3.9994023381950683e-07	2.2567350299596e-07	1.9731859879357216e-07	0.0003222182858735323	1.14993918032269e-06	3.9553941633130307e-07	0.0009829874616116285	3.776569883484626e-07	0.001682138885371387	2.9156097980376217e-07	3.7007471291872207e-06
KYNU	0.0006939441664144397	1.6891951872821664e-06	2.3844036149966996e-06	1.3433733556666994e-06	0.00011514972720760852	9.151987683253537e-07	6.943114567548037e-05	6.229149676073575e-06	2.3354519726126455e-05	1.2536005669971928e-05	9.658063936512917e-05	3.084042873524595e-06	1.5360216139015392e-06	3.5389161894272547e-06	0.0005788592388853431	5.549774186874856e-07	1.538511583021318e-06	5.421958485385403e-05	1.3240243106338312e-06	3.013207106050686e-06	1.3061796835245332e-06	2.116399400620139e-06	1.1591801012400538e-06	6.349433760988177e-07
RUNX1T1	2.6222429028166516e-07	1.1082804576290073e-06	5.708585035790747e-07	0.001027237973175943	0.00020496142678894103	6.719894258822023e-07	1.268809774046531e-05	2.7043272439186694e-06	1.244785721610242e-06	4.797221890839864e-07	0.00020561124256346375	7.370384196292434e-07	0.00020348571706563234	2.030282217901913e-07	3.2430193641630467e-07	7.74491240917996e-07	0.001300070551224053	2.7437183689471567e-06	4.584776718274952e-07	0.00029800477204844356	4.259229172021151e-06	0.002492535626515746	1.474844566473621e-06	1.9137960407533683e-06
SLCO3A1	2.3308350591833005e-06	0.0001702857407508418	6.274232146097347e-05	0.00013975435285829008	0.000257895648246631	2.4059865609160624e-05	0.000104452898085583	2.2347956473822705e-05	1.6284335288219154e-05	0.00023047208378557116	0.00020961884001735598	0.0002618820290081203	0.00010985782137140632	6.424352613976225e-05	0.00017626097542233765	0.00013661816774401814	0.00014347484102472663	2.5636880309320986e-05	8.766842074692249e-05	0.0008591109071858227	8.332738070748746e-05	0.00021778527298010886	5.873509508091956e-06	0.00015207631804514676
BARD1	0.00023076975776348263	4.9975948059000075e-05	0.0010844634380191565	5.935949957347475e-05	6.311918696155772e-05	0.00019150020671077073	0.0002186464553233236	0.0002672139089554548	0.00014469478628598154	0.00011422406532801688	6.395246600732207e-05	0.00013284824672155082	7.538751378888264e-05	0.000400673714466393	0.00011855123011628166	9.846041211858392e-05	5.9029331168858334e-05	0.0007664024014957249	0.00027025595773011446	6.5453743445687e-05	0.00018900324357673526	0.00017679478332865983	0.0004533773462753743	0.0001472953736083582
RP11-620J15.3	0.00013900603516958654	0.0004299323190934956	0.0003504548512864858	0.00030756182968616486	0.00017378584016114473	0.00011988633195869625	0.00010226533049717546	7.873513095546514e-05	0.000240723806200549	0.00034388850326649845	6.887072959216312e-05	0.0007243244326673448	0.00012639905617106706	0.00016188072913791984	5.0535501941340044e-05	0.0001382776245009154	0.00030196551233530045	0.00014936557272449136	9.602747013559565e-05	0.0001669664343353361	0.00032288566580973566	7.322865712922066e-05	7.945959805510938e-05	0.00019164284458383918
ARHGAP42	6.394572847057134e-05	5.050001163908746e-07	9.862371825875016e-07	0.00020650004444178194	9.64223945629783e-05	4.698012787685002e-07	6.138147909950931e-06	1.2151333521615015e-06	3.274309347034432e-05	9.649428648117464e-06	2.158261304430198e-05	4.595660527684231e-07	0.00030898372642695904	9.066393431567121e-06	9.56058897827461e-07	8.33078246387231e-08	0.00015543270274065435	1.0448407010699157e-06	1.8686004921164567e-07	0.0009434164385311306	8.103284017124679e-07	0.000493790430482477	6.885513812449062e-07	8.783001976553351e-05
FAT1	4.968353550793836e-06	3.3859137147373985e-06	3.3525645903864643e-06	0.00017734528228174895	8.540110911781085e-07	3.0921571578801377e-06	0.00016429847164545208	1.28491201394354e-05	4.005387381766923e-06	0.0001215697338921018	1.703919110696006e-06	0.0002830974117387086	0.0012272900203242898	2.1266479961923324e-05	1.237420974575798e-06	6.658768256784242e-07	0.00010659252438927069	3.0299918307719054e-06	3.9701658351987135e-06	0.0015033157542347908	5.851125933986623e-06	0.0010055627208203077	1.3091526852804236e-05	3.849251243082108e-06
COMP	2.6925454221782275e-07	7.607752650073962e-07	2.4091335149023507e-07	0.00036261859349906445	4.0099322973219387e-07	4.970275995219708e-07	5.510255959961796e-06	9.556679287925363e-07	1.0130643204320222e-06	5.060333023720887e-07	8.229229706557817e-07	1.7543730734814744e-07	0.0013449413236230612	6.089638304729306e-08	1.1571903968388142e-07	2.1626389923312672e-07	1.8228905901196413e-05	1.0010418236561236e-06	2.2477432537471032e-07	1.8297779433851247e-06	1.295369088438747e-06	2.6482754037715495e-05	3.9649970062782813e-07	1.787902419891907e-06
GPM6B	3.843925514956936e-05	4.675678155763308e-06	3.0972680633567506e-06	0.00011943319987040013	6.038510491634952e-06	1.7939028111868538e-05	1.2553039596241433e-05	1.9782999061135342e-06	7.628797447978286e-06	7.796478894306347e-05	3.934483174816705e-06	1.3003801768718404e-06	0.00014581704454030842	4.6104652540179814e-08	1.7346749245916726e-06	1.3783892427454703e-06	0.0006043812027201056	4.582510428008391e-06	2.9672173695871606e-06	0.000675306364428252	8.019538313419616e-07	0.0006132688140496612	9.067137398233172e-06	3.3052358503482537e-06
DOCK10	0.0003682516689877957	0.000760208407882601	4.284104943508282e-05	5.90145391470287e-05	1.8035281073025544e-06	0.0005538847763091326	0.00027733336901292205	0.0001811373804230243	6.93160982336849e-05	2.4328315362254216e-07	6.494365152320825e-07	0.00028256530640646815	3.1756939279148355e-05	5.3841949920752086e-06	0.00043423284660093486	0.00044983963016420603	5.051670814282261e-05	0.0009277305798605084	0.0004946705303154886	0.00023658598365727812	0.00012372992932796478	0.0002522906579542905	0.00037980955676175654	0.0004926037508994341
RPLP0	0.0016202045371755958	0.0008226923528127372	0.0009844332234933972	0.0015387131134048104	0.0009556752047501504	0.000527315482031554	0.0008443903061561286	0.0007002080092206597	0.0016668308526277542	0.0034681588876992464	0.0001403057831339538	0.0006585314404219389	0.0004937269259244204	0.0005204335902817547	0.0004467964172363281	0.002171803032979369	0.0011225036578252912	0.00029124986031092703	0.0006560789770446718	0.0007675890228711069	0.003886182326823473	0.00013010467228014022	0.0005526448367163539	0.0009028404019773006
NID2	7.472806373698404e-07	8.142880574268929e-07	1.4567481230187695e-06	0.0005528718465939164	5.988234988762997e-06	4.499893861975579e-07	1.4853698303340934e-05	2.0182828848192003e-06	1.353751713395468e-06	1.020695435727248e-06	0.0007970469305291772	1.1115810139017412e-06	0.0010136176133528352	8.983841439658136e-07	2.40936458340002e-07	4.1664142713671026e-07	0.00036342028761282563	1.41658119900967e-06	4.862369564762048e-07	0.0007560155936516821	9.019565254675399e-07	0.0019644983112812042	8.53013602863939e-07	3.5382445275899954e-06
NAGA	8.605654875282198e-05	0.0001438686449546367	0.00022389431251212955	9.70114633673802e-05	0.00018838982214219868	0.00013185777061153203	0.00010976417252095416	0.00041063036769628525	0.00019925522792618722	8.910385076887906e-05	0.0001466891699237749	9.625427628634498e-05	0.0002713046269491315	6.77928765071556e-05	0.0008885767310857773	9.696027700556442e-05	0.00022309266205411404	0.0002432332985335961	0.0002853837504517287	0.0001059031710610725	0.00011472185724414885	0.0001623022835701704	0.00020370060519780964	0.0001328827638644725
PYCARD	0.0005544269806705415	0.0002446782891638577	0.00033682669163681567	0.00019317872647661716	0.0002056758530670777	0.0005984960589557886	0.0004218579560983926	0.00017179278074763715	0.00046564405784010887	0.0004251447389833629	7.711798389209434e-05	0.0010513733141124249	5.6333690736209974e-05	0.0006881266599521041	0.0013826937647536397	0.00018284421821590513	0.0002034244971582666	0.000504491850733757	0.0003569783002603799	6.671660958090797e-05	0.0008006644784472883	4.429533873917535e-05	0.0008298834436573088	0.0006210437277331948
CCNI	0.0011492425110191107	0.0006328063318505883	0.000517836248036474	0.0012777050724253058	0.0007411323604173958	0.0007946945843286812	0.0010030543198809028	0.0015489582438021898	0.0005282906349748373	0.0017181946896016598	0.0002519079716876149	0.001646707532927394	0.00047214378719218075	0.0012020387221127748	0.0004660661215893924	0.001459011691622436	0.0011013171169906855	0.0006327454466372728	0.0012804728467017412	0.000641301681753248	0.002559723798185587	0.0001288376224692911	0.0010491188149899244	0.0009095074492506683
TROAP	9.309238521382213e-06	4.7607056785636814e-07	0.003719341941177845	7.433396831402206e-08	3.9544056562590413e-07	4.288592094781052e-07	5.895520644116914e-06	5.851902642461937e-07	1.3092726476315875e-05	4.7017329052323475e-07	8.759351999287901e-08	4.973135787622596e-07	2.3745643318306975e-07	8.57981649460271e-06	5.804623924632324e-06	3.389607741155487e-07	1.6240275613199628e-07	1.0607188869471429e-06	2.252268416214065e-07	6.212944185790548e-07	6.249651107737009e-08	3.322892041524028e-07	2.0637608599827217e-07	7.635151177964872e-07
MAT2B	0.0005507085588760674	0.0005643275217153132	0.00017408425628673285	0.00011559964332263917	0.0003039331641048193	0.000717781949788332	0.0005823077517561615	0.0006109161186031997	0.00019941807840950787	0.00011045377323171124	0.00020309195679146796	0.00028707311139442027	0.00011008976434823126	9.491350647294894e-05	0.000192442093975842	0.0007127163698896766	0.00024882148136384785	0.0005559865385293961	0.001310282968915999	0.00023781169147696346	0.0007200310355983675	9.702199167804793e-05	0.0007514747558161616	0.0006820600829087198
NT5E	0.00048624182818457484	5.091226557851769e-05	2.569613798186765e-06	0.0006216978654265404	0.00025097650359384716	7.94864354247693e-06	6.509204104077071e-05	4.201351202937076e-06	2.4173097699531354e-05	1.0336215382267255e-05	0.00036091465153731406	1.3940539247414563e-06	0.0008496572263538837	8.102070836457642e-08	8.571353100705892e-05	6.0664857301162556e-05	0.001400810549966991	2.5531793653499335e-05	4.49846675110166e-06	4.451586937648244e-05	2.240870708192233e-05	0.00015288453141693026	3.04061049973825e-05	4.4719286961480975e-05
DLC1	1.963922159120557e-06	1.1983761396550108e-06	3.9150481256911007e-07	0.0005004863487556577	0.0005394431063905358	1.0648261650203494e-06	2.975661300297361e-05	1.7574886442162097e-05	2.4083617518044775e-06	4.165015070611844e-06	0.0010310022626072168	0.0006538461893796921	0.00046840106369927526	3.0547806090908125e-05	4.276510935596889e-06	1.4861952877254225e-06	0.0009078863076865673	3.2477778404427227e-06	3.012846491401433e-06	0.0015481642913073301	6.008290711179143e-06	0.001415298436768353	1.3355319197216886e-06	1.1768926015065517e-05
TTC39C	0.0001106815689126961	0.0009149329853244126	0.00022481147607322782	6.575867155333981e-05	9.713236067909747e-06	0.0006406210013665259	0.00043029049993492663	0.00026595781673677266	6.651328021689551e-06	0.00010529295104788616	7.865396582928952e-06	3.837091753666755e-06	3.0793496989645064e-05	0.00035381646011956036	4.606177390087396e-05	0.0006464002071879804	6.433355156332254e-05	0.0003908414510078728	0.0011028361041098833	7.123409886844456e-06	0.0005000948440283537	0.00016980398504529148	0.0005870201275683939	0.00039870693581178784
DPY19L2	1.1040570825571194e-05	3.874488174915314e-05	3.1729945476399735e-05	4.8854151827981696e-05	4.029044430353679e-05	0.00014055179781280458	4.8244826757581905e-05	2.2442993213189766e-05	2.1789121547044488e-06	6.902806489961222e-06	7.073004235280678e-05	0.00016366099589504302	4.101570448256098e-05	0.0001627317542443052	3.44612857361426e-07	3.155530066578649e-05	3.665981785161421e-05	0.0001034521046676673	8.414560397795867e-06	0.0011632504174485803	2.202484211011324e-05	0.0005671554245054722	1.4231596651370637e-05	9.748784214025363e-05
TWIST2	1.080567017197609e-06	9.296625762544863e-07	1.188770511362236e-05	0.0014300171751528978	3.3868064974740264e-07	2.7138665359416336e-07	1.6363455870305188e-05	7.761879032841534e-07	2.347916961298324e-06	7.549351266789017e-06	6.017771170263586e-07	4.103352182482922e-07	0.000316938734613359	4.235069539504366e-08	1.9199089820176596e-06	4.0491732988812146e-07	0.0011366908438503742	1.8226140809929348e-06	4.6968614242359763e-07	2.4972665414679796e-05	1.4407162325369427e-06	0.000503603951074183	3.494088502975501e-07	4.981719143870578e-07
CH17-224D4.1	3.779863178010601e-08	5.10042816870282e-08	1.1754194702007226e-06	5.372061906427916e-08	4.977810874606803e-08	2.999342996190535e-08	0.0017759810434654355	1.238961431226926e-07	4.2166535422438756e-05	4.6259645003488e-09	7.68645094240128e-08	5.5136837318059406e-08	2.5118731983297948e-08	4.595626990067103e-09	2.6225468019447362e-08	1.8025010817268594e-08	8.602156498227487e-08	2.8476767965912586e-07	3.794588465666493e-08	4.6949157450626444e-08	2.48005385117267e-08	2.0210029560985276e-07	4.74645887038605e-08	1.3341286830836907e-07
IGKV3D-20	1.2444644198694732e-05	1.4066245057620108e-06	4.1568959829874075e-08	6.315087119901364e-08	5.041469464117654e-08	3.8981180949804184e-08	3.0778537620790303e-06	2.3781612412676623e-07	0.0005119532579556108	4.724229452079953e-09	1.5993497015642788e-07	6.642184047223054e-08	5.026230454063807e-08	4.671893982788333e-09	1.9606099854740933e-08	2.517257371437154e-07	4.73301184911179e-07	9.546886576572433e-05	7.111344046961676e-08	4.7646754097740995e-08	2.5216003507466667e-08	4.926514066028176e-06	6.733324653396267e-08	9.220958929745393e-08
BRCA2	0.00018591895059216768	1.4914488929207437e-05	0.0010530416620895267	3.801784259849228e-05	1.6486947060911916e-05	6.13644442637451e-05	5.24835595570039e-05	4.237881876179017e-05	0.00021029084746260196	1.0252787433273625e-05	2.0853691239608452e-05	2.707410567381885e-05	7.822608313290402e-05	7.742297748336568e-05	8.221649477491155e-05	1.9578572391765192e-05	2.2366042685462162e-05	0.001440585358068347	8.476291986880824e-05	9.296189091401175e-06	1.6208598026423715e-05	0.00025524391094222665	0.0001037363035720773	1.0382718755863607e-05
ALOX5AP	0.0002848001313395798	0.00025293981889262795	8.769409760134295e-05	5.052656888437923e-06	1.204052523462451e-06	0.001291127991862595	0.00046433688839897513	0.00026221011648885906	1.1014331903425045e-05	4.4582236569112865e-08	6.547066391249245e-07	0.0011668350780382752	2.185574430768611e-06	3.699354351738293e-07	0.0006995165604166687	0.000337171892169863	1.3840359542882652e-06	0.00023592638899572194	0.0006121807382442057	5.58996134714107e-07	0.00017206744814757258	5.664604486810276e-06	0.0024033598601818085	0.0004838551103603095
COL3A1	1.391885916746105e-06	2.249478256999282e-06	1.8808718778018374e-06	0.00164953269995749	9.409463928022888e-07	1.0881888101721415e-06	1.8730694137047976e-05	4.926279871142469e-06	2.4079949980659876e-06	1.2068559271938284e-06	2.1641526473104022e-06	1.8057818351735477e-06	0.0024430968333035707	9.342975317849778e-07	1.0327470363336033e-06	9.446467856832896e-07	8.7196625827346e-05	5.5297086873906665e-06	1.088561475626193e-06	0.00014156389806885272	3.1769732231623493e-06	0.0005247317021712661	1.4221532183000818e-06	2.321133251825813e-06
SEMA5A	4.643672582460567e-06	5.119290108268615e-06	3.7216930195427267e-06	0.000631880306173116	5.492283321473224e-07	8.424169664067449e-07	3.7930272810626775e-05	4.947500656271586e-06	1.3653479982167482e-06	3.8806127122370526e-05	1.310644620389212e-06	1.8150607274947106e-06	0.000615851953625679	9.679917275207117e-05	1.4414869156098575e-06	3.7514760151680093e-06	0.0005845199339091778	2.4135379135259427e-06	8.936127642300562e-07	0.0009929756633937359	4.204615379421739e-06	0.002266980241984129	8.765295547163987e-07	2.156693199140136e-06
RASSF2	0.0006361903506331146	0.00025751502835191786	7.207128510344774e-05	0.00019852536206599325	1.4723605090694036e-05	0.00024874493828974664	0.00020645961922127753	0.0002812576713040471	3.738451050594449e-05	2.9137067940609995e-06	0.0001753167889546603	0.0003607807739172131	0.0001437370083294809	3.170288493947737e-07	0.00043639267096295953	0.00032880419166758657	4.1038787458091974e-05	0.00016177653742488474	0.0001554817135911435	8.255018656200264e-06	0.00030978323775343597	0.00014721024490427226	0.0001044626988004893	0.0001341874012723565
