Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26
MRVI1	4.6614252369181486e-07	5.182807217352092e-05	4.156486284045968e-07	6.928015500307083e-05	0.0009753074264153838	9.307370419264771e-06	5.8355632063467056e-05	4.2396138155709195e-07	7.438376633217558e-05	3.15919851345825e-06	1.3372565490499255e-06	2.0302038592490135e-06	6.146282771624101e-07	1.5809568139957264e-05	7.325504702748731e-05	4.073150421390892e-07	1.130583541453234e-06	0.00011022092076018453	0.0017997733084484935	1.4577082765754312e-05	8.307815733132884e-05	0.00015417643589898944	1.6194309182537836e-06	2.848755968898331e-07	9.036702977027744e-07	4.729441207018681e-05
MS4A1	3.298979572718963e-05	2.0331652194727212e-05	1.9053307198646507e-07	9.101073032979912e-07	6.219399750762022e-08	6.125748313934309e-06	9.061486707651056e-07	6.463775207521394e-05	1.073352109415282e-06	3.2723662002354104e-07	0.0032616108655929565	9.053984513229807e-07	5.114312807563692e-05	1.5836632883292623e-05	3.344737251609331e-07	1.8853762995263423e-08	1.6422812620930927e-07	1.3657006547873607e-06	1.0422683516253528e-07	3.0295421311166137e-05	3.6609492326533655e-07	1.1466958227401847e-07	7.183103889474296e-07	2.7418049285188317e-05	1.1775123311963398e-06	2.0279909222153947e-05
MS4A2	7.776536392611888e-08	1.028961492011149e-06	0.006631426978856325	6.150909257485182e-07	6.319791623354831e-08	5.5162663556984626e-06	3.394050196448006e-08	8.060532508125107e-08	1.5611291814821016e-07	8.472060386566227e-08	5.602246488933815e-08	1.7881805547403928e-07	5.8422354953791e-08	1.1113752407254651e-06	2.9675931045858306e-07	3.483285215821752e-09	3.852626306866114e-08	2.0432204905773688e-07	5.852054485444569e-08	3.348637619637884e-06	1.61297379008829e-07	6.420023623832094e-08	5.81202996841057e-08	5.4321066755846914e-08	2.2077385892771417e-06	2.9081018055876484e-06
MS4A3	2.409479193943298e-08	7.271607955772197e-07	5.677400949366529e-08	2.0061141015048634e-07	2.6554570098369368e-08	2.0014667825307697e-06	2.1403417704846106e-08	3.79536828631899e-08	1.342140194537933e-07	4.0043588001026365e-08	4.325757529954899e-08	1.1823961187928944e-07	4.35890896710589e-08	8.125347790155502e-07	6.140779618135639e-08	2.4025110789693827e-09	2.8736875989920918e-08	1.544649990137259e-07	4.749504256551518e-08	2.6233662993035978e-06	7.831569348581979e-08	3.901356393498645e-08	3.8423401349518826e-08	1.5070019898644205e-08	1.1709009584137675e-07	1.4199966926753405e-06
MS4A4A	1.1812451106152366e-07	9.712630344438367e-06	3.786268962358008e-06	6.393717626451689e-07	7.30515523628128e-07	5.4607089623459615e-06	0.0017124448204413056	3.564296093827579e-07	0.0001637768145883456	4.2144293388446386e-07	1.069902964445646e-06	1.0867865967156831e-06	1.384995300668379e-07	2.3993952709133737e-06	1.8942952806355606e-07	1.1742785410717715e-08	3.122448788417387e-07	4.2806451006072166e-07	1.193854473058309e-06	8.758130206842907e-06	1.4883503354212735e-06	1.2614533773103176e-07	1.0262115210935008e-06	1.59256799747709e-07	4.974549938197015e-06	4.8359675020037685e-06
MS4A6A	2.1387679225881584e-05	8.75619298312813e-06	4.2348892748123035e-07	6.804369832025259e-07	4.537699624052038e-06	1.5958621588652022e-05	0.0022431076504290104	2.4102306269924156e-05	0.0029977422673255205	2.168990477002808e-06	1.510898528067628e-05	1.5426206800839282e-06	4.5493568904930726e-05	2.2839807570562698e-05	1.5962793895596405e-06	9.766639408326228e-08	6.606148872378981e-07	1.2616346793947741e-06	3.180999556207098e-06	4.7665147576481104e-05	8.67034395923838e-06	1.1967202908635954e-06	6.807607132941484e-05	2.6012383386841975e-05	2.381938884354895e-06	8.15319890534738e-06
MS4A7	2.6080840598297073e-06	8.862984941515606e-06	5.964673732705705e-07	1.7893113408717909e-06	4.533303126663668e-06	7.988377547007985e-06	0.002132181776687503	1.125246740230068e-06	8.759046613704413e-05	2.736868054853403e-06	0.00016409879026468843	1.2652077430175268e-06	5.513344603969017e-06	3.5163127449777676e-06	7.952608598316147e-07	8.242217154474929e-05	8.211224553633656e-07	9.646925036577159e-07	1.2782612657247228e-06	3.258304059272632e-05	4.51227679150179e-05	2.6842920419767324e-07	1.3849370361640467e-06	1.345790337836661e-06	5.344191777112428e-06	6.808691978221759e-06
MSC	0.000594944809563458	3.994542930740863e-05	6.720628675793705e-07	7.2004872890829574e-06	0.0003371969214640558	9.129297541221604e-05	3.2334617571905255e-05	0.0007073614979162812	3.8134364785946673e-06	4.4364594941725954e-05	6.237519755813992e-06	1.1590957001317292e-05	5.2774088544538245e-05	1.7979280528379604e-05	0.0003249736619181931	6.7672985437639e-08	4.130343427277694e-07	2.1539211957133375e-05	0.0006155012524686754	0.00015773798804730177	9.879761819320265e-06	0.0006420908612199128	0.00021060329163447022	4.1845756641123444e-05	5.6315133406315e-05	0.00012160460755694658
MSC-AS1	0.00022337256814353168	7.599535456392914e-05	5.217370357968321e-07	1.1412879757699557e-05	0.00046459960867650807	2.1701200239476748e-05	4.238079418428242e-05	0.00037445384077727795	1.3602040098703583e-06	1.2660719221457839e-05	2.327707625227049e-05	1.6488176015627687e-06	4.527288911049254e-05	5.669800520990975e-05	0.0002703323552850634	3.3613810046517756e-07	3.7262162777551566e-07	1.8518710930948146e-05	0.0007093190215528011	4.552488462650217e-05	2.3801785573596135e-05	0.00041740044252946973	0.0001660108391661197	5.670372047461569e-05	5.406428317655809e-05	0.0001018220791593194
MSN	0.0011264868080615997	0.0006773892091587186	0.00033279930357821286	0.0005626450874842703	0.0003522378683555871	0.00013107886479701847	0.0006477374699898064	0.001711923279799521	0.0005241131875663996	0.00035524123813956976	0.0005849185399711132	0.0007862290367484093	0.00037557113682851195	0.0003586455713957548	0.00012441017315723002	2.1572237528744154e-05	0.0012807188322767615	0.0002997411647811532	0.0003367853641975671	0.00025788566563278437	0.0005308056133799255	0.000313997472403571	0.0011520315892994404	0.0007110426668077707	0.00010963257227558643	0.0005781327490694821
MSR1	3.197594651282998e-07	1.3262812217362807e-06	1.7445205457988777e-07	3.6058830232832406e-07	1.9833771602861816e-06	4.113485374546144e-06	0.0016376387793570757	3.143205447031505e-07	8.836505912768189e-06	2.6617800585881923e-07	3.8743178265576717e-07	2.1106053793573665e-07	1.1092753027241997e-07	1.353586753793934e-06	1.44111055533358e-07	2.3907894330932322e-08	5.574524379881041e-07	2.951581450361118e-07	8.928914780881314e-07	8.258370144176297e-06	1.4405901538339094e-06	9.353067298434325e-08	3.228306582059304e-07	2.08633380793799e-07	1.5151963452808559e-06	5.614137080556247e-06
MSRA	0.0004408569075167179	0.0002890070027206093	0.0028814240358769894	0.00018920993898063898	5.6072338338708505e-05	0.00031905973446555436	0.00027712236624211073	0.00019917187455575913	0.0003282780817244202	0.0001075721884262748	0.00026222935412079096	0.00038373295683413744	0.00034439220326021314	6.937028229003772e-05	0.00019252958009019494	3.618824121076614e-05	0.00016729864000808448	8.007957512745634e-05	0.0001279706775676459	0.0002818974608089775	7.298976561287418e-05	7.342474418692291e-05	0.0004042834334541112	0.0002656068536452949	0.000358143646735698	0.00028498913161456585
MSRB3	1.0040284905699082e-06	0.00034666183637455106	0.00011197099229320884	0.0004033475706819445	0.0014268847880885005	1.9641174731077626e-05	2.32286038226448e-06	1.4122599623078713e-06	1.5663750673411414e-05	1.7777746279534767e-06	4.378230187285226e-06	0.0005109452758915722	1.3650422943101148e-06	7.934369932627305e-05	0.0001267261104658246	1.2441515764294309e-06	0.00031669222516939044	0.0004889942356385291	0.0008142840815708041	2.5032366465893574e-05	0.0001751976233208552	0.0011582097504287958	8.880906534614041e-07	1.7874961031338898e-06	6.316462076938478e-06	2.8812073651351966e-05
MT-ATP8	0.001443711225874722	0.0030932303052395582	0.0005650381208397448	0.001206397544592619	0.0011189020005986094	0.0016846302896738052	0.0006679258076474071	0.0018719687359407544	0.0012736336793750525	0.0005804587271995842	0.0018088090000674129	0.0005433797487057745	0.0050560240633785725	0.00253210193477571	0.0009764442220330238	0.001853958354331553	0.0009707569843158126	0.0006192554719746113	0.0010402151383459568	0.0013630195753648877	0.0012949485098943114	0.0004965932457707822	0.001166725647635758	0.0025105259846895933	0.001424596761353314	0.001022498938255012
MT-CO2	0.0015826773596927524	0.0034123531077057123	0.001550953951664269	0.0014272104017436504	0.0011049415916204453	0.002412274945527315	0.0009760623797774315	0.0019341163570061326	0.0014860592782497406	0.0008188644424080849	0.0018932061502709985	0.0007269823690876365	0.004287387244403362	0.0022869615349918604	0.0008473484194837511	0.0019136372720822692	0.001016809605062008	0.000629560963716358	0.0009759091190062463	0.0020582310389727354	0.0017851123120635748	0.0004966453416272998	0.0012798934476450086	0.002129720291122794	0.0019025254296138883	0.0020269521046429873
MT-ND2	0.0009959089802578092	0.002142427023500204	0.0014561712741851807	0.0011896118521690369	0.00113772158510983	0.001413741847500205	0.000978192430920899	0.0010576315689831972	0.0008663877961225808	0.00025242005358450115	0.001396870706230402	0.0008044727728702128	0.0036442812997847795	0.0021024516317993402	0.0009355544461868703	0.0011889203451573849	0.0010251044295728207	0.0004094209580216557	0.0006537169683724642	0.0008666180074214935	0.0014110658084973693	0.00034231913741678	0.0005561495781876147	0.0018725574482232332	0.0012450660578906536	0.0009729035082273185
MT1E	8.434266783297062e-05	2.1528172510443255e-05	2.230681639048271e-05	0.0006840762798674405	0.0002949681074824184	1.6346017218893394e-05	0.0001234998635482043	0.00017214955005329102	1.976953626581235e-06	0.00025510587147437036	3.683001978060929e-06	3.419919084990397e-05	2.397743082838133e-05	5.318841431289911e-05	0.00024749510339461267	0.000500529888086021	5.537724791793153e-05	0.0004159774980507791	0.0003539794124662876	8.009620069060475e-05	3.518406083458103e-05	0.0011346893152222037	0.00032860643113963306	4.1462903027422726e-05	1.1895705029019155e-05	8.074272045632824e-05
MT1M	7.06760772573034e-07	9.798598512134049e-06	3.3902940685948124e-06	0.000586298352573067	0.00011561919382074848	2.5723236831254326e-05	0.00021409579494502395	3.7837614286218013e-07	8.355750082955637e-07	4.785600140166935e-06	3.9924131556290376e-07	1.3912055692344438e-05	1.0853640333152725e-06	2.1167432350921445e-05	0.0005262133781798184	7.4625872912292834e-06	0.0001248202461283654	0.0006095732096582651	0.0005444369744509459	1.6873505956027657e-05	3.194756936863996e-05	0.000582596636377275	1.919913756864844e-06	1.0361447948525893e-06	1.3737584367845557e-06	7.629859283042606e-06
MT2A	0.00024101418966893107	0.00010612807091092691	0.00033331848680973053	0.001055245753377676	0.00020267782383598387	5.190332012716681e-05	0.00043996580643579364	0.0006032753153704107	7.372068921540631e-06	0.0005642941687256098	1.2062949281244073e-05	7.562365499325097e-05	3.352256317157298e-05	4.990104935131967e-05	0.00021387879678513855	0.00016562502423767	6.73409303999506e-05	0.0005382880917750299	0.0004965354455634952	5.732109639211558e-05	9.476994455326349e-05	0.0009423228912055492	0.0013480581110343337	0.00014962602290324867	1.4399191059055738e-05	0.00020548708562273532
MTFR2	5.2658742788480595e-06	1.3182824432078633e-06	1.4864887987187103e-07	2.8304742727414123e-07	2.8096299047319917e-06	8.663868356961757e-06	2.637771649460774e-05	4.070185241289437e-06	6.693463092233287e-06	0.0022033595014363527	8.599831744504627e-06	7.765592044961522e-07	8.541171041542839e-07	9.756820418260759e-07	8.997429290502623e-08	5.108071036374895e-06	1.5580555157157505e-07	2.644236190008087e-07	7.176068379521894e-07	3.939684575016145e-06	2.2369135876942892e-07	5.367974722503277e-07	1.980298475245945e-05	2.6176510345976567e-06	2.2172846001922153e-05	1.8099806766258553e-05
MTHFD1	0.00024558923905715346	9.184297960018739e-05	0.0006259498768486083	0.0002121676952810958	0.00013785135524813086	5.480862091644667e-05	0.00013969452993478626	0.0003046862839255482	8.048187737585977e-05	0.0007217621896415949	0.00021435771486721933	0.00028211678727529943	0.00024269217101391405	9.30495880311355e-05	0.000196409659110941	0.00016569867148064077	9.221367508871481e-05	6.300871609710157e-05	0.00016183980915229768	5.139008862897754e-05	7.347447535721585e-05	0.0001256443647434935	0.0007297817501239479	0.00015713446191512048	8.081068517640233e-05	0.00026161561254411936
MTHFD2	0.00029946703580208123	5.4403910326072946e-05	0.0006720566307194531	2.1214038497419097e-05	1.4117375030764379e-05	0.00021906312031205744	0.0003732806071639061	0.0003102632181253284	0.0004935605102218688	0.0008831197046674788	6.524512718897313e-05	6.803857104387134e-05	0.00016886289813555777	9.762010449776426e-05	1.6010459148674272e-05	0.00034188901190645993	1.186477948067477e-05	0.0013403703924268484	0.0004445845843292773	0.00027201013290323317	3.607170583563857e-05	0.00012646851246245205	0.0010403841733932495	0.00016194858471862972	0.00042418454540893435	0.00022195997007656842
MTPN	0.0006020512664690614	0.0006230229046195745	0.0005710961995646358	0.00040178545168600976	0.00028544384986162186	0.00024377083173021674	0.0005862029502168298	0.000774828193243593	0.0007139135850593448	0.0003266912535764277	0.0009461173322051764	0.000623539846856147	0.00033148424699902534	0.00033862891723401845	0.00031486782245337963	0.0003586393140722066	0.0003430394281167537	0.00045220617903396487	0.0002645874919835478	0.00025649284361861646	0.00033113150857388973	0.0006149488035589457	0.0004579247906804085	0.0005491601186804473	0.00012740337115246803	0.0003211965668015182
MTSS1	0.00021319673396646976	0.002089989837259054	0.00013803424371872097	0.0009772732155397534	9.13080875761807e-05	1.7802016373025253e-05	0.00031931090052239597	0.0003883198369294405	1.3454882719088346e-05	0.00021422922145575285	0.0010451613925397396	3.6886769521515816e-05	0.0005302954814396799	0.0004423041536938399	8.604797039879486e-05	0.000460617447970435	0.00038259144639596343	0.0008915725629776716	2.074071926472243e-05	0.00017558550462126732	0.0027244018856436014	7.60844413889572e-05	0.00025966984685510397	0.00015500609879381955	2.3177723051048815e-05	0.00015723533579148352
MTUS1	3.0261398933362216e-05	0.00012763853010255843	8.497177077515516e-06	0.00041893168236128986	0.00042058105464093387	6.045966438250616e-05	6.298332300502807e-05	1.4769915651413612e-05	0.00014994484081398696	2.4646440579090267e-05	4.672896466217935e-06	0.0007445364608429372	0.0002061025152215734	8.650810923427343e-05	0.0009059057920239866	0.0006524421623907983	0.0011025513522326946	3.231189839425497e-05	0.0003230234142392874	2.4644125005579554e-05	0.0010827024234458804	8.068941679084674e-05	7.142534013837576e-05	5.953801519353874e-05	4.867975439992733e-05	7.705581083428115e-05
MUC1	1.2585875992954243e-05	1.3584217413153965e-06	1.1066083061450627e-05	1.5875379176577553e-05	0.00010910625860560685	3.2167347399081336e-06	8.237519978138153e-06	9.437327435080078e-07	1.717457394079247e-06	1.4221344827092253e-05	1.0753786909845076e-06	3.9322394513874315e-06	2.3392773073283024e-05	0.00024351362662855536	8.668780537846033e-06	0.002079986035823822	3.5686505270859925e-06	2.767523255897686e-06	3.152304998366162e-05	4.890198397333734e-06	0.00028955863672308624	5.054849225416547e-06	3.038998784177238e-06	1.0748752174549736e-05	1.7293037899435149e-06	4.501463536144001e-06
MX1	0.00011139459820697084	1.7710301108309068e-05	9.329103704658337e-06	0.00011403039388824254	0.0002676027943380177	0.00019257847452536225	0.0005226576467975974	0.0005402234965004027	7.016690233285772e-06	0.0003696878848131746	0.00029477456700988114	8.712017734069377e-05	0.00018252868903800845	7.954014290589839e-05	4.038236875203438e-05	1.003625220619142e-05	0.0001772145478753373	2.6501176762394607e-05	8.438162331003696e-05	0.00015651105786673725	0.00012206070095999166	5.512416464625858e-05	0.0029005114920437336	0.00015548709779977798	0.00037438279832713306	0.00021641729108523577
MXD3	1.6480975318700075e-05	6.491426574939396e-06	9.74919839791255e-06	1.7906399079947732e-05	0.0001716402912279591	0.00018750203889794648	8.451698522549123e-05	9.314219641964883e-05	2.0307579688960686e-05	0.002151351422071457	8.199024887289852e-05	4.0436229937768076e-06	0.0004678180266637355	2.5695851945783943e-05	6.065352408768376e-06	2.5576327971066348e-05	5.638031507260166e-05	8.97679910849547e-06	1.777836041583214e-05	0.00010213217319687828	7.387377991108224e-05	7.3730534495553e-06	1.42968810905586e-05	2.0395305909914896e-05	0.0001683662412688136	0.00024255490279756486
MXRA5	2.6830191472981824e-06	3.0208615498850122e-05	7.747529480184312e-07	9.604645310901105e-05	0.002850467571988702	1.576544855197426e-05	9.217374099534936e-07	2.0835809664276894e-06	6.376917099260027e-06	1.4597500239688088e-06	2.187974814660265e-06	5.340823918231763e-06	1.0084337191074155e-05	3.2983483833959326e-05	0.0005985024035908282	3.5003083667106694e-06	2.2837344658910297e-05	5.533723197004292e-06	4.5130207581678405e-05	2.043057611444965e-05	0.00027689887792803347	0.0006131094414740801	3.750446694539278e-06	1.5768359844514634e-06	2.2331357740768e-06	2.347854206163902e-05
MXRA7	4.646817615139298e-05	0.00048686977243050933	5.392339517129585e-05	0.00021111291425768286	0.0015676951734349132	1.7265700080315582e-05	1.2424919987097383e-05	0.000274159770924598	3.486651985440403e-05	2.176010275434237e-05	1.440898995497264e-05	0.0002384136605542153	6.023919559083879e-05	0.00011787944822572172	0.000600579078309238	0.00013821752509102225	0.0003938050358556211	0.00010108965943800285	0.0003510009846650064	4.781259485753253e-05	0.0006077204598113894	0.0011807087576016784	3.3936521504074335e-05	5.19786226504948e-05	1.3594712982012425e-05	3.742371700354852e-05
MXRA8	1.7981942619371694e-06	2.3183149096439593e-05	2.218431973233237e-06	0.0004215722728986293	0.002175347413867712	2.2293177607934922e-05	1.1178503882547375e-06	1.4593809964935645e-06	5.339857125363778e-06	2.81432289739314e-06	5.974931127639138e-07	2.5067395199585008e-06	1.5508998330915347e-05	2.9579368856502697e-05	0.001333865337073803	2.2835842173662968e-05	6.360191946441773e-07	0.00014651549281552434	0.00030686435638926923	3.913719410775229e-05	8.17574473330751e-05	0.0016758162528276443	3.706788220370072e-06	2.548141083025257e-06	3.97456051359768e-06	2.400252560619265e-05
MYADM	0.0005013862391933799	0.0004381382022984326	0.0003066709905397147	0.0008742862264625728	0.000826089468318969	0.00036583622568286955	0.00031174582545645535	0.0003854733658954501	0.00043407149496488273	8.330903801834211e-05	0.00022478059690911323	0.00021927185298409313	0.0005139467539265752	0.0003070152597501874	0.0005853334441781044	0.000184287506272085	0.00012822411372326314	0.00014421412197407335	0.0008248144295066595	0.0001921023358590901	0.00049184774979949	0.0005239726160652936	5.5191339924931526e-05	0.00043405467295087874	0.0002185436460422352	0.0004061687213834375
MYBL2	2.3436838603174692e-07	1.176245859824121e-06	8.373622790713853e-07	1.6636571444905712e-06	3.952987270849917e-08	0.00013412089901976287	1.7274982155868202e-06	6.715528684253513e-07	7.223650868581899e-07	0.0016210261965170503	0.0004998937947675586	8.819941967885825e-07	3.119483835689607e-07	1.0534225793890073e-06	2.0282915613734076e-07	3.247600375289039e-07	7.288337400268574e-08	2.7013807084586006e-06	1.0599851520964876e-06	0.00017180231225211173	8.174026220331143e-07	5.653016899032082e-08	2.674309826034005e-06	5.3035307701065904e-08	0.00025407253997400403	6.884995400469052e-06
MYCBP2	0.000690945191308856	0.00036943904706276953	0.0001823193160817027	0.00014931376790627837	0.00031244923593476415	0.00018237593758385628	0.00021883808949496597	0.0006554833962582052	0.00025870432727970183	0.00012722332030534744	0.0007555217598564923	0.0002049334580078721	0.0020076462533324957	0.00034078414319083095	0.0004140897945035249	9.181488712783903e-05	0.0002736655296757817	2.7128779038321227e-05	0.0002889488823711872	0.0004057085607200861	0.00023648384376429021	0.00012688702554441988	0.0006992191192694008	0.0007884710212238133	0.00040351878851652145	0.0006893560639582574
MYCT1	5.317788804859447e-07	6.154861239338061e-06	3.933108985165745e-07	1.1673166682157898e-06	1.5715856704900943e-07	6.9422640081029385e-06	7.46388977290735e-08	3.1627291718905326e-07	5.416589488049794e-07	1.6333899566234322e-07	1.6714594721634057e-06	0.0008708233362995088	2.2604453420171922e-07	5.047970262239687e-06	1.9758028884098167e-06	1.5182122226065076e-08	0.002305218717083335	5.705830972146941e-07	2.6389710683361045e-07	6.116588792792754e-06	6.731243774993345e-05	3.2348302170248644e-07	2.4531345843570307e-07	4.667873838570813e-07	6.799179459449078e-07	8.884197086445056e-06
MYDGF	0.0004985695704817772	0.0005313752335496247	0.00020434215548448265	0.0002944445004686713	0.0005953824729658663	0.0019162722164765	0.0006715164636261761	0.0007072944426909089	0.0009454035898670554	0.00030249234987422824	0.00028075091540813446	0.0007121109520085156	0.00023410312132909894	0.00028395760455168784	0.0005659532034769654	0.0005740447086282074	0.0005129736382514238	0.0003892110544256866	0.00034098082687705755	0.0006905854097567499	0.00038419669726863503	0.0016843449557200074	0.000585877220146358	0.0004550403100438416	0.0037463807966560125	0.000750698265619576
MYH10	4.228481429890962e-06	3.4769895137287676e-05	3.0781448003835976e-06	0.0002707493840716779	0.0012046790216118097	7.425227067869855e-06	2.7610290089796763e-06	3.0903395327186445e-06	8.066719601629302e-06	7.935672329040244e-05	6.447803116316209e-06	0.0002703012141864747	9.75399962044321e-06	4.438789255800657e-05	0.00043704037670977414	0.00030170046375133097	0.00037744769360870123	0.00014387127885129303	5.950213017058559e-05	2.3912103642942384e-05	0.0009217205224558711	0.0008321230416186154	1.6870169929461554e-05	9.627109648135956e-06	2.3027184852253413e-06	4.780090239364654e-05
MYH11	1.5428802271344466e-06	7.022423687885748e-06	2.01086754714197e-06	0.001090372446924448	1.2727170542348176e-05	1.4225254744815174e-05	3.0346788548740733e-07	3.2864835475265863e-07	5.2004634198965505e-06	8.902371178010071e-07	5.263397270027781e-06	2.709756472540903e-06	2.605046574899461e-06	3.10335963149555e-05	1.0686429732231773e-06	1.000731685962819e-06	8.745534501031216e-07	0.0019879683386534452	0.0010749862994998693	3.407138501643203e-05	1.1257967344135977e-05	1.5254114487106563e-06	5.601833663604339e-07	1.4792728961765533e-06	6.734481985404273e-07	2.488425889168866e-05
MYH9	0.0011608167551457882	0.0011366085382178426	0.00014804651436861604	0.0013534195022657514	0.0018503543687984347	7.759527943562716e-05	0.0002489263715688139	0.0009318225784227252	0.00030278312624432147	0.00041774893179535866	0.0003058887959923595	0.0006138674798421562	0.000970436551142484	0.0006021417211741209	0.00013252139615360647	0.0001689260679995641	0.0009692714083939791	0.0004481495125219226	0.001110703102312982	0.0003818111727014184	0.000944362604059279	0.0008897274383343756	0.0007641431875526905	0.0006541415932588279	4.356881254352629e-05	0.0006774035864509642
MYL6	0.0021045447792857885	0.0010789309162646532	0.000914093921892345	0.002234874991700053	0.0010111882584169507	0.0009180305059999228	0.0012874078238382936	0.0014413997996598482	0.0014356175670400262	0.0011458673980087042	0.000616317440290004	0.0016717335674911737	0.0005457036895677447	0.001145632704719901	0.0004682053695432842	0.0012299629161134362	0.0009136543376371264	0.003154053585603833	0.0014520988333970308	0.0008468354935757816	0.0008337217732332647	0.0023397800978273153	0.002625654451549053	0.0009442309965379536	0.0007774964906275272	0.0013591094175353646
MYL9	3.0315902677102713e-06	4.6955385187175125e-05	1.8634907519299304e-06	0.0017362391809001565	0.0006444061873480678	3.09044226014521e-05	2.8402075713529484e-06	3.047306563530583e-06	1.5298308426281437e-05	8.126138709485531e-06	1.0258478141622618e-05	0.00010183334961766377	9.182965186482761e-06	0.00010368506627855822	0.00015772273764014244	9.618701369618066e-06	7.576394273201004e-05	0.003357695182785392	0.002285502152517438	4.836441439692862e-05	6.724363629473373e-05	0.001188506605103612	5.159603915672051e-06	3.281846147729084e-06	9.642289114708547e-06	4.0125301893567666e-05
MYLK	5.751850949309301e-06	3.5099757951684296e-05	1.0814354709509644e-06	0.009054820984601974	0.000499337911605835	2.3923035769257694e-05	4.659763817471685e-06	3.3575520319573116e-06	1.1696984984155279e-05	1.0412773008283693e-05	5.72420549360686e-06	0.00020954632782377303	1.5893233467068058e-06	7.59515241952613e-05	5.835498086526059e-06	5.7594493227952626e-06	0.00011167816410306841	0.00405934639275074	0.0012401390122249722	3.809826375800185e-05	0.00013163534458726645	0.0002836886851582676	2.189359292970039e-06	2.200311200795113e-06	5.718521151720779e-06	6.1025653849355876e-05
MYO1B	1.809319292078726e-05	4.000908666057512e-05	1.1597649063332938e-06	6.402038707165048e-05	0.0005676681757904589	1.2885914657090325e-05	3.6942772112524835e-06	4.55842018709518e-06	3.823915176326409e-05	2.1366702640079893e-05	2.7138243240187876e-05	4.621372136170976e-05	2.5547131372150034e-05	0.00013119106006342918	0.00035689453943632543	0.00024971007951535285	0.0007302980520762503	4.7584999265382066e-05	0.002596417209133506	4.8574536776868626e-05	0.0012291884049773216	0.0001465489767724648	2.593328281363938e-05	1.5512958270846866e-05	6.349035174935125e-06	5.535571835935116e-05
MYO1C	0.00019743049051612616	8.95545381354168e-05	6.051265518181026e-05	0.0002440465905237943	0.000985011807642877	0.00019159057410433888	0.00017892499454319477	3.937269502785057e-05	0.00013342588499654084	0.00018804025603458285	0.00017221450980287045	0.0002705739170778543	0.0004914002493023872	9.496575512457639e-05	0.0005021459073759615	0.0005929652252234519	0.0008573739905841649	0.0002655799617059529	0.0009359148680232465	0.00014941830886527896	0.0011810214491561055	0.0005931223859079182	0.000138286646688357	5.8319204981671646e-05	0.00016048771794885397	0.00026852599694393575
MYO1D	5.1124476158292964e-05	0.00030499836429953575	0.00014045607531443238	0.00041954839252866805	0.0015530887758359313	0.00019416339637245983	5.687103475793265e-05	3.363505675224587e-05	0.00036484189331531525	4.131582682020962e-05	9.087046782951802e-05	3.39325015374925e-05	0.00018256540352012962	4.202632771921344e-05	0.00023412205337081105	7.494839519495144e-05	0.00019195281493011862	0.00016968531417660415	0.0002605087647680193	0.00017242612375412136	0.0009060721495188773	0.0009078825823962688	3.023624412890058e-05	8.926107693696395e-05	0.00039259091136045754	7.206430746009573e-05
MYO5C	1.9635725038824603e-05	2.4442422272841213e-06	8.897903171600774e-06	1.5210127457976341e-05	1.768433207871567e-06	9.355850124848075e-06	1.788494500942761e-06	2.8165402454760624e-06	3.1100429623620585e-05	1.8533633920014836e-05	9.364949619339313e-06	0.0005797098274342716	0.00023710155801381916	3.0618075470556505e-06	5.008542302675778e-06	0.0008311258861795068	0.000894371944013983	3.8134146507218247e-07	3.245869777401822e-07	9.704376680019777e-06	0.00021552546240855008	5.3136895985517185e-06	0.0001112209793063812	3.419916538405232e-06	1.935428736032918e-05	4.3919073505094275e-05
MYO6	9.677150956122205e-05	0.0003682343813125044	9.214203601004556e-05	7.58314854465425e-05	0.0004178012313786894	1.1422567695262842e-05	6.376854344125604e-06	0.00013322739687282592	9.812636562855914e-06	1.1583141713344958e-05	1.7543470676173456e-06	0.00010463297076057643	0.00022606838319916278	3.280485179857351e-05	9.301257523475215e-05	0.0012513718102127314	0.0004404311766847968	3.3134570003312547e-06	0.00019803213945124298	2.782025512715336e-05	0.001256571034900844	9.94405709207058e-05	3.143064532196149e-05	4.9237642087973654e-05	2.2359748982125893e-05	8.761459321249276e-05
MYO7A	2.0750809198943898e-05	3.512555849738419e-06	2.780288070880488e-07	7.906529049250821e-07	9.607796158661586e-08	6.956040124350693e-06	0.00017474140622653067	0.00084652443183586	4.168524355918635e-06	7.412964623654261e-05	5.990887643747556e-07	3.486569767119363e-05	5.023765697842464e-05	3.033143002539873e-06	6.376548299158458e-06	1.7541347915539518e-05	3.3296923902526032e-06	1.100381268770434e-06	2.0728649019474688e-07	2.8170850782771595e-05	1.599127699591918e-06	2.1977379560667032e-07	0.0013538378989323974	6.275725468185556e-07	2.0787028915947303e-06	3.770167313632555e-05
