Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18
EVA1C	0.00034194026375189424	5.413312464952469e-06	8.396343037020415e-05	0.00020206107001286	2.0541703634080477e-05	0.0001608639577170834	0.0004354126285761595	3.197545447619632e-05	0.0006179118645377457	0.0003280901873949915	3.6857159102510195e-06	0.00018111371900886297	9.920819866238162e-05	0.0003149567637592554	9.254774340661243e-05	0.0001193392527056858	1.7124955775216222e-05	0.00023339013569056988
EVI2A	2.9373691745604447e-07	0.00024697117623873055	0.00011262615589657798	0.0006565327639691532	5.232402600086061e-07	4.272062506061047e-05	3.7579394529529964e-07	3.315051071695052e-05	2.2637170786765637e-06	0.0004068169218953699	0.00021711242152377963	0.00041668544872663915	1.3928179498634563e-07	0.00022668339079245925	0.0004972735769115388	9.595732990419492e-07	0.00015969190280884504	2.144651261914987e-06
EVI2B	1.9730147471364035e-07	0.0003871253866236657	6.0308037063805386e-05	0.0006298464722931385	1.9493691638672317e-07	2.86027398033184e-06	7.667159138691204e-07	6.406330066965893e-05	2.871862534448155e-06	0.00011875863128807396	0.0004227147437632084	0.0003951774851884693	1.5046120438455546e-07	0.00032467226264998317	0.0003058680158574134	4.6661813257742324e-07	1.3530075193557423e-05	3.6846231523668393e-06
EVPL	0.00033174033160321414	4.7173657549137715e-06	0.0011023161932826042	1.5018186161341873e-07	5.8236751101503614e-06	1.9699993458743847e-07	2.5899024080899835e-07	3.7131536373635754e-05	9.551168886900996e-07	7.274870199580619e-07	5.85530301577819e-07	1.223913130843357e-07	0.0007507448899559677	5.316595888871234e-06	1.2296437716941e-06	9.358313036500476e-06	7.367030434579647e-07	1.7700341459203628e-07
EXOC3L1	0.00012238515773788095	5.926751691731624e-05	2.1883613499085186e-07	1.6025840068323305e-06	2.875167047022842e-05	1.9701235942193307e-05	0.0012651487486436963	5.540642291634867e-07	9.74514041445218e-05	7.956528520480788e-07	6.029878818480938e-07	6.328629069685121e-07	1.1830853509309236e-05	5.594177423517976e-07	4.737392487186298e-07	1.2210064596729353e-05	6.795077297283569e-06	6.847718032076955e-05
EXOC3L2	1.8387753470960888e-06	6.204929547948268e-08	2.770438243260287e-07	1.5302695999253046e-07	7.16552563062578e-07	2.4522586272723856e-07	0.0017397915944457054	1.6030726612825674e-07	9.481825145485345e-06	6.290158012234315e-07	3.8423098658313393e-07	4.8059252577559164e-08	1.4336450249174959e-08	4.771599719788355e-07	2.4611696858301e-07	2.6819466825145355e-07	3.130675452212017e-07	2.0383527044032235e-07
EXOSC4	0.000762502895668149	0.0002212959952885285	0.00024523597676306963	0.00021613157878164202	0.0027082099113613367	0.00010530786676099524	0.00011167816410306841	0.0002407022548140958	0.00012157216406194493	0.00039813670446164906	0.0001094177205231972	0.00015343744598794729	0.0001843675272539258	0.00013046525418758392	0.00023219526337925345	0.00015587602683808655	7.720759458607063e-05	0.00015428128244820982
EXTL3	6.625418609473854e-05	0.00010731822112575173	0.0008759332122281194	0.00018859562987927347	2.9646076654898934e-05	0.00036355137126520276	0.00036885609733872116	5.5210479331435636e-05	8.553551015211269e-05	0.00017855958139989525	9.217071783496067e-05	7.28859959053807e-05	0.00011827529669972137	0.00053484330419451	0.00010326049232389778	0.00020632203086279333	0.0001262589794350788	7.98765177023597e-05
EZH2	0.00010779844888020307	5.292459172778763e-05	2.7755240807891823e-05	0.000380832701921463	0.00017743375792633742	2.8754562663380057e-05	4.711834480985999e-05	0.0014397400664165616	3.336150257382542e-05	0.00013357636635191739	8.735836308915168e-05	9.729326120577753e-05	8.494886424159631e-05	0.00023404597595799714	0.00057995441602543	2.580842556199059e-05	3.234655378037132e-05	7.029484550002962e-06
F13A1	1.0731038457834075e-07	0.0006840575952082872	3.9668481122134835e-07	6.29034786925331e-07	1.1027351831671695e-07	0.001234144321642816	1.3268754628370516e-06	6.798048275413748e-07	2.118160864483798e-06	1.1378879207768477e-05	8.781606197771907e-07	5.75001820379839e-07	2.0683735613147292e-07	4.465417987375986e-06	5.239008942226064e-07	1.1791667020588648e-06	7.106060365913436e-05	5.64998117624782e-06
F2R	1.8761296587399556e-06	8.319443622895051e-07	5.8872715271718334e-06	0.0010267107281833887	5.394133950176183e-06	0.0005987412296235561	0.0005362957017496228	1.1945158803428058e-05	7.618367817485705e-05	0.00022395930136553943	3.2799864584376337e-06	0.0001847561215981841	2.266083129143226e-06	0.00023489224258810282	0.00012405596498865634	0.00015488622011616826	0.00023963299463503063	0.0022130408324301243
FABP4	1.063928721123375e-06	2.2321310098050162e-05	4.4076369931644876e-07	1.4788731732551241e-06	9.216722673954791e-07	4.5074204990669386e-07	7.79964029788971e-05	6.237826823962678e-07	0.0066182734444737434	6.783042408642359e-06	2.604393216643075e-07	4.835085860577237e-07	4.7442295425526027e-08	2.761964651654125e-06	1.7327292880509049e-06	5.3130821470404044e-05	4.466289283300284e-06	1.2241280273883604e-06
FABP5	3.557597301551141e-05	0.0002609407529234886	1.405944090038247e-06	0.00017618208948988467	0.0007493036682717502	3.679458313854411e-05	0.00012525795318651944	6.877037230879068e-05	0.0011105391895398498	2.824869443429634e-05	2.1049805582151748e-05	2.0375540771055967e-05	5.346294429386944e-08	7.6439637268777e-06	0.00011587365588638932	7.260839629452676e-05	1.4442494830291253e-05	5.347718342818553e-06
FABP7	4.928557245875709e-06	2.9902007980808776e-08	7.059114977892023e-06	4.0587885052900674e-08	0.0005332900327630341	2.809679244819563e-08	3.421601846298472e-08	5.069754749342792e-08	4.024569761895691e-07	2.5250685098399117e-07	5.5709545421223083e-08	1.5185732138434105e-07	4.7508583733701926e-09	1.7034918187164294e-07	1.2617694267191837e-07	7.347105110966368e-06	9.650607069033867e-08	1.1408638300736129e-07
FADS1	0.00012140304897911847	0.0004682037979364395	0.0006611183052882552	3.3950320357689634e-05	0.0002431831817375496	0.00033879224793054163	0.00024822558043524623	0.00017150169878732413	0.0001017221002257429	8.107721077976748e-05	2.2789645299781114e-05	1.8697024643188342e-05	8.626050657767337e-06	8.321554196299985e-05	2.448379382258281e-05	0.0003589668485801667	0.00012176899326732382	0.00012169070396339521
FADS3	0.00011010463640559465	6.798266258556396e-05	0.0002167621423723176	5.025484279030934e-05	1.2848264304921031e-05	0.0001348931109532714	0.0002640694146975875	2.5463303245487623e-05	0.0006143046775832772	7.312079833354801e-05	0.0009286393760703504	5.959740883554332e-05	6.712235335726291e-05	0.0008542497525922954	3.801152342930436e-05	0.0004314384423196316	8.185234037227929e-05	0.00015944070764817297
FAIM	0.00048333240556530654	6.946310168132186e-05	0.0006659943028353155	0.0003188602568116039	0.0003815182426478714	0.00014016158820595592	0.00013460243644658476	0.00026413530576974154	0.00019802960741799325	0.0005207398789934814	0.00015822412387933582	0.0001597367663634941	0.00015999872994143516	0.00023439450887963176	0.00011807988630607724	0.0004531625017989427	0.00017604675667826086	0.00040333348442800343
FAM102A	0.0001134694684878923	4.1242260522267316e-06	0.00020432447490748018	0.000629143905825913	7.493192242691293e-05	0.00015144994540605694	1.2508640793384984e-05	4.882686698692851e-05	4.954613177687861e-05	0.0001708097552182153	0.0002604049805086106	0.001110082259401679	0.00047356664435938	0.0013022123603150249	0.00044893950689584017	1.2596417036547791e-05	0.00028127204859629273	8.463836275041103e-05
FAM105A	4.485774115892127e-05	0.0008330814889632165	0.00045896985102444887	0.0007236863020807505	1.5116588656383101e-05	0.00013305725587997586	2.418886469968129e-05	5.589119245996699e-05	0.00016996792692225426	0.0006936594727449119	1.555357812321745e-05	0.00043746287701651454	0.00013634013885166496	0.00018436745449434966	0.0002003710687858984	2.5341730633954285e-06	6.344434223137796e-05	8.979192352853715e-05
FAM107A	9.175450395559892e-05	5.193307970330352e-07	2.868648323328671e-07	8.740180135191622e-08	5.869185406481847e-05	1.217582575918641e-05	0.0005951440543867648	4.087957677256782e-06	0.0028029296081513166	1.769325081113493e-06	1.594798391124641e-07	1.9272114570867416e-07	7.846519451959466e-07	2.1888677110837307e-06	3.5369723150324717e-07	1.1253938282607123e-05	1.8685227587411646e-06	5.320269337971695e-06
FAM110D	3.081243903579889e-06	2.5434232497900666e-07	2.0691841484676843e-07	2.1548240169977362e-07	1.1873230505443644e-06	1.454879168250045e-07	0.0009631368448026478	2.77076992460934e-07	0.0003743091656360775	5.278307526168646e-06	2.4452781417494407e-06	3.2507705327589065e-07	7.02882303471597e-08	1.5451581703018746e-06	1.536328397833131e-07	4.1965728314607986e-07	3.4902126344604767e-07	5.110477445668948e-07
FAM111A	4.47615202574525e-05	0.00018455217650625855	0.00032828180701471865	0.0005496453959494829	1.5836445527384058e-05	0.0001759008882800117	0.00021470007777679712	0.0006637172773480415	0.00020227784989401698	0.0004342674510553479	0.00027413442148827016	0.0004819556779693812	0.0003657244669739157	0.0017860120860859752	0.0005108116893097758	0.00010828561789821833	5.6258922995766625e-05	0.00016563264944124967
FAM111B	8.184325997717679e-05	5.348785180103732e-06	1.2167100749138626e-07	2.404040515102679e-06	6.404047599062324e-05	9.693354741102667e-07	3.680074769363273e-07	0.001885156612843275	1.178672846435802e-06	3.1188335469778394e-07	0.00011426406854297966	9.403809286823162e-08	5.077966989119886e-07	5.86464295793121e-07	1.9122224330203608e-05	1.6821935560074053e-06	1.1842001157447157e-07	2.2768539054141002e-07
FAM114A1	0.0005691799451597035	0.00011897335934918374	3.3439824619563296e-05	2.2078811525716446e-06	0.0005888094892725348	0.0012912452220916748	0.00020131570636294782	9.74459107965231e-05	0.00026361169875599444	1.6805799532448873e-05	1.7543581634527072e-05	3.0285334560176125e-06	0.00021301598462741822	4.58690628875047e-05	2.794887677737279e-06	0.0002700256009120494	0.0015813333448022604	0.00040571781573817134
FAM127A	0.00039557748823426664	0.00025124792591668665	0.00022713372891303152	0.00044430309208109975	0.0005262084887363017	0.0010619524400681257	0.00041273640817962587	0.00010632860357873142	0.0006861799047328532	0.00042701547499746084	0.00011639347940217704	0.000282392866211012	0.00027588504599407315	0.0005710055702365935	0.0003090964164584875	0.0007555182673968375	0.0014231333043426275	0.0009241577354259789
FAM129C	1.361161565682778e-07	9.60678903538792e-07	2.2318697290302225e-07	2.038061523990109e-07	1.280924806223993e-07	8.358027514532296e-08	1.1128427104267757e-06	2.4488633698638296e-06	1.2963669178134296e-06	2.508649004084873e-06	0.0022481263149529696	2.2227010276765213e-07	3.193285991187622e-08	6.760836868124898e-07	1.5352273408097972e-07	3.0140546414259006e-07	2.3099296697637328e-07	2.3678057914366946e-06
FAM13C	7.815999083504721e-07	2.73432789299477e-07	5.77121340938902e-07	1.5295506727852626e-07	3.3472787208665977e-07	4.2617146391421556e-05	0.0004348695802036673	1.675306151582845e-07	0.0015770827885717154	1.564769718243042e-06	1.3603500974568306e-06	2.5210778176187887e-07	3.227943068395689e-07	1.0641193739502341e-06	7.474112635463825e-07	0.0010839072056114674	9.833094736677594e-06	0.00016710726777091622
FAM159A	1.7591368361991044e-07	4.021760105388239e-05	9.636108188715298e-06	0.0003280424571130425	2.738941020652419e-07	3.8592497730860487e-07	9.348468097414298e-07	2.7650803531287238e-05	4.399617864692118e-06	0.0005093362997286022	0.0007880008779466152	0.0006597268511541188	9.469055584077068e-08	0.00017676512652542442	0.00011487879964988679	3.005391135957325e-07	1.5006653484306298e-06	8.941657370087341e-07
FAM162B	8.341955037849402e-08	1.4149411242669885e-07	3.23447068240057e-07	2.413012225588318e-07	2.784015293855191e-07	5.831803377986944e-07	2.088189319238154e-07	3.3838338708847004e-07	9.55345603870228e-05	5.98417614128266e-07	2.0871551953405287e-07	6.025196341852279e-08	1.2156641915339605e-08	1.0457237067384995e-06	4.6989237034722464e-07	0.0021099350415170193	6.936730869711027e-07	3.0038207114557736e-05
FAM167B	8.677903679199517e-05	1.4832074839432607e-06	4.3433027485662024e-07	2.3389906345983036e-05	2.630043491080869e-05	9.852638868323993e-06	0.002290290081873536	1.145060195995029e-05	0.00030671959393657744	5.0365226343274117e-05	2.088952214762685e-06	2.595386831671931e-05	1.3634605977586034e-07	2.779866917990148e-05	4.844091108680004e-06	1.6824831618578173e-05	5.213481199461967e-05	3.192488520653569e-06
FAM171A1	0.00011629297659965232	1.1836391422548331e-06	2.4294020477100275e-05	1.1676303984131664e-05	1.8941798771265894e-05	0.0001171878247987479	0.001265553291887045	4.631967021850869e-05	0.00021721822849940509	0.0003053900436498225	1.6100406128316536e-06	0.00010057923645945266	5.0319204092375e-07	0.00010203304555034265	1.3965508514957037e-05	6.02387917751912e-05	0.00014400293002836406	0.0002735398302320391
FAM177B	3.1576895764828805e-08	4.156600425631041e-06	1.5101775829862163e-07	1.1138738642557655e-07	3.770177059436719e-08	5.198829100550029e-08	7.4052870502328e-08	6.917832138242375e-07	3.789012623656163e-07	3.2477586842105666e-07	0.001601387863047421	4.938914699437191e-08	7.165050774915471e-09	2.9065353146506823e-07	7.11498842065339e-08	9.529060207569273e-08	1.5858620372455334e-07	5.051497851127351e-07
FAM198B	7.546099368482828e-05	0.00021741319505963475	1.0389836688773357e-06	6.499766413980979e-07	2.9191782232373953e-05	0.0009115313878282905	0.0013451483100652695	4.868996256846003e-06	0.0004006418166682124	3.2615216696285643e-06	6.018495355419873e-07	1.988761141547002e-06	0.0013251370983198285	2.0756173398694955e-05	1.204587533720769e-06	6.002657755743712e-05	0.0007763694738969207	0.0005520422128029168
FAM20A	2.622557985887397e-05	0.00029340467881411314	3.5789446428680094e-06	8.214022386709985e-07	2.9243901735753752e-06	0.0006612757570110261	1.3862667401554063e-05	1.775816372173722e-06	0.00011183726746821776	1.258111637980619e-06	2.5532673930683814e-07	1.049525508278748e-06	3.3535928878336563e-07	2.3773607608745806e-05	9.124878488364629e-07	1.3946380022389349e-05	1.3222609595686663e-05	0.0020978807006031275
FAM212A	4.759487183036981e-06	6.782790296711028e-05	0.0018930104561150074	1.2145083928771783e-05	1.8320077288080938e-05	0.00010101604857482016	0.0007214841316454113	1.8191709386883304e-05	0.0003376142412889749	4.4851083657704294e-05	0.0005049594328738749	1.3150302947906312e-05	1.231302030646475e-05	5.0764214392984286e-05	5.20277171744965e-06	0.0002668163797352463	0.0002590607909951359	0.00021403089340310544
FAM26F	1.037544097926002e-05	0.0011366140097379684	5.211627922108164e-06	2.250819125038106e-05	6.356898211379303e-06	1.5220634850265924e-05	2.9509508294722764e-06	2.3188782506622374e-05	1.097097083402332e-05	0.00018368189921602607	0.0005091091152280569	3.93780974263791e-05	8.869234591202257e-08	1.689575583441183e-05	3.7336567402235232e-06	3.753215878532501e-06	6.051217860658653e-05	3.648753772722557e-05
FAM3B	0.0002298265608260408	1.8423652363708243e-05	9.367769138179938e-08	4.084222027245232e-08	4.354734301159624e-06	6.002174046670916e-08	3.550842109234509e-08	5.939754146311316e-07	2.966958732031344e-07	2.662027327460237e-07	6.053969059394149e-08	2.5175207696293e-08	0.002629453083500266	1.9874727286151028e-07	5.454579010688576e-08	2.3328004772338318e-07	9.796327304911756e-08	1.1465018445733222e-07
FAM43A	2.299364496138878e-05	2.8816042686230503e-05	0.00012146003427915275	0.00010964036482619122	3.0037903343327343e-05	7.101510709617287e-05	0.0010340417502447963	2.421951649012044e-05	0.0005684135830961168	0.0008228106307797134	0.00022028367675375193	4.320737571106292e-05	1.0525764082558453e-05	3.6330995499156415e-05	0.00016234623035416007	3.8145288272062317e-05	1.0135999218618963e-05	0.0006111406837590039
FAM46A	0.00019304949091747403	0.00045351337757892907	0.001068943995051086	0.00014743827341590077	0.0002431239845464006	0.0004598158993758261	1.6731262803659774e-05	3.043543256353587e-05	8.817309571895748e-05	0.0004448210820555687	0.00020419806241989136	9.073005639947951e-05	0.00015155957953538746	0.0001914372987812385	6.055923586245626e-05	0.00041444849921390414	0.00024215911980718374	0.0007834964781068265
FAM46C	5.360717295843642e-06	3.101698439422762e-06	4.330771844252013e-05	0.0004820827452931553	1.7358141121803783e-05	1.1156184882565867e-06	1.6566262956985156e-06	0.0011069327592849731	3.961451511713676e-06	0.00042903804569505155	0.0004652072093449533	0.0006351421470753849	5.3027331887278706e-05	0.0003676573105622083	0.000586346781346947	4.623358563549118e-06	1.751311901898589e-05	9.362402124679647e-06
FAM49A	5.697679443983361e-05	0.0005737850442528725	0.00015128984523471445	0.00025333574740216136	2.605238296382595e-05	8.496217924403027e-05	0.00016436201985925436	9.82333003776148e-05	0.00019360713486094028	0.001248144661076367	0.0006645401008427143	8.654006705910433e-06	8.380567351196078e-07	5.7531153288437054e-05	5.6476169447705615e-06	0.00016452290583401918	7.879861368564889e-05	0.0003225948312319815
FAM49B	0.0003132702549919486	0.000849731732159853	0.00038373321876861155	0.0012497734278440475	0.0007802490727044642	4.866144809057005e-05	6.499347364297137e-05	0.0003821079444605857	3.874692629324272e-05	0.001269169501028955	0.0006478626164607704	0.0007521543884649873	0.00032499319058842957	0.0013096141628921032	0.0008637435967102647	1.8036407709587365e-05	5.382633753470145e-05	2.729372317844536e-05
FAM60A	0.00038004209636710584	0.00013208134623710066	8.249196253018454e-05	0.00032295470009557903	0.00017242917965631932	4.236686072545126e-05	0.0001898164045996964	0.00018507101049181074	7.176463986979797e-05	0.00044627595343627036	0.0006811079801991582	0.0005351815489120781	6.45913096377626e-05	0.00023037916980683804	0.0004867055104114115	7.953035674290732e-05	0.000101888770586811	1.9160948795615695e-05
FAM65A	9.85408405540511e-05	0.0003350628539919853	0.00014836614718660712	5.0035265303449705e-05	7.048196857795119e-05	0.00041126913856714964	0.000740876654163003	7.581186218885705e-05	0.0006709627923555672	0.00024204122019000351	0.000772583473008126	0.00017933076014742255	0.0001240028504980728	0.00015489525685552508	0.0001115477061830461	0.0003132143756374717	0.0004519088543020189	0.0002463223645463586
FAM65B	9.296341545450559e-07	1.5550733223790303e-05	2.4878676413209178e-05	0.00022949068807065487	3.3524349873914616e-07	2.791877523122821e-05	5.735018930863589e-06	1.064968000719091e-05	4.295740291127004e-05	0.0006765699945390224	0.0012891676742583513	0.0010127447312697768	4.512608882123459e-07	0.000685232924297452	0.00011930948676308617	2.3095803044270724e-05	5.268600580166094e-05	2.0283088815631345e-05
FAM69B	0.00013016536831855774	2.0342164930298168e-07	1.6535109637061396e-07	7.344810626364051e-08	2.6854575480683707e-05	1.006130901259894e-06	0.0010457903845235705	5.662307103193598e-07	0.00017048371955752373	3.3675610211503226e-06	3.735710265573289e-07	5.299512650935867e-08	8.125722160912119e-06	6.900161793055304e-07	1.2304570873311604e-07	5.833059049109579e-07	4.179231609668932e-07	1.6980473446892574e-05
FAM83D	4.562841240840498e-06	6.080490493332036e-07	3.0606628342866316e-07	9.136576409218833e-05	0.0002154450339730829	4.5469514589058235e-06	6.854467642369855e-07	0.0011095559457316995	1.6862912843862432e-06	2.871391416192637e-06	4.421908670337871e-06	1.2046994925185572e-05	1.6777812561485916e-07	5.5593744036741555e-05	2.5813362299231812e-05	1.9629769667517394e-06	3.7781371702294564e-06	1.2719669939542655e-06
FAM92B	2.531734821786813e-08	5.280502932691888e-07	2.0614227480564296e-07	1.5950817555676622e-07	2.702709700486139e-08	7.323070150278e-08	6.398435630217136e-07	0.0011336148018017411	3.2452803111482353e-07	2.819677149545896e-07	1.0475449130353809e-07	1.6987501183507447e-08	5.6544213755671535e-09	2.674204893082788e-07	1.685718160615579e-07	6.774784822027868e-08	1.3156861200513958e-07	1.1731248150681495e-07
FAM96A	0.0004338645958341658	0.0008655533310957253	0.00034302350832149386	0.0006993013084866107	0.0015565279172733426	0.00010880061017815024	0.00018717374769039452	0.0007649953477084637	0.00017503307026345283	0.0002214441919932142	0.001068943296559155	0.00047727307537570596	0.0005105635500513017	0.00013292912626639009	0.0008500578114762902	0.00013761650188826025	0.0003142509958706796	0.0002480635012034327
FANCA	5.718283500755206e-05	5.8539953897707164e-05	0.00011996613466180861	0.0007340962183661759	4.3535033910302445e-05	1.1120975614176132e-05	5.716432133340277e-05	0.00047803777852095664	1.0365407433710061e-05	0.00013927981490269303	0.00031126762041822076	0.00011047713633161038	4.349110440671211e-06	0.00011007721332134679	0.0003184968081768602	4.11198016081471e-06	1.30694627387129e-06	1.66004119819263e-05
FANCD2	3.0935709219193086e-05	3.198134800186381e-05	2.1961372112855315e-05	0.0001731808588374406	4.654945223592222e-05	1.4044927411305252e-05	8.739401891943999e-06	0.0005508189206011593	1.6251478882622905e-05	2.7852085622726008e-05	0.00031221008975990117	0.00020704457710962743	7.423898932756856e-05	0.0010194475762546062	0.00021520799782592803	4.191484094917541e-06	6.459037649619859e-06	1.0529016435611993e-05
FANCG	0.00015048710338305682	2.5778772396733984e-05	6.164097430882975e-05	0.00021233121515251696	0.0001325445919064805	9.150863479590043e-05	6.076130011933856e-05	0.0006005896721035242	0.0001412123820045963	0.00029967835871502757	7.951718725962564e-05	0.0001735884725349024	0.0001605013821972534	0.00015310388698708266	0.0003261297242715955	0.00011218897998332977	5.9216527006356046e-05	0.00021531459060497582
FANCI	1.645386691961903e-05	1.809173591027502e-05	2.8678609851340298e-06	0.00010566726996330544	0.0002411326568108052	2.0390107238199562e-05	5.541775681194849e-05	0.001719025312922895	2.079428122669924e-05	2.2426303985412233e-05	2.1349907910916954e-05	5.50412769371178e-05	6.081283572711982e-05	0.0006562506314367056	0.00037143664667382836	1.725204856484197e-05	2.7266289635008434e-06	1.2435062672011554e-05
FAP	5.19548962074623e-07	5.771382802777225e-07	7.884852493589278e-06	1.7950242181541398e-06	2.9978930342622334e-06	0.0016259158728644252	0.0001850199478212744	1.7830967635745765e-06	3.67173706763424e-05	4.59161037724698e-06	2.3614497877133545e-06	2.1650726012012456e-06	5.199567567615304e-07	7.519663540733745e-06	2.2762349090044154e-06	1.6196527212741785e-05	0.0003159597690682858	0.0001047516634571366
FASLG	9.556733715498922e-08	2.654489321685105e-07	1.4733141142642125e-05	0.002239570487290621	2.0635454234252393e-07	1.0188609422812078e-07	3.0830130981485127e-07	7.878850738052279e-06	1.0245689736620989e-06	0.00014720286708325148	1.406276055604394e-06	4.323415123508312e-05	2.659452036368748e-08	6.729693996021524e-05	0.00010578332148725167	1.914384597512253e-07	4.945517844134883e-07	5.955406550128828e-07
FASN	0.00023111209156922996	2.7355436031939462e-05	1.9103550584986806e-05	7.659385300939903e-05	0.00015625068044755608	0.00011253912816755474	6.555743311764672e-05	0.0001016563837765716	2.918762584158685e-05	5.0203962018713355e-05	3.154769729007967e-05	4.840140900341794e-05	0.0022391106467694044	0.00014658075815532357	6.639109051320702e-05	5.532186332857236e-05	3.4885491913883016e-05	6.645460234722123e-05
FAT1	0.0003731215838342905	1.958705524884863e-06	0.00029331736732274294	6.177634531923104e-06	5.469831376103684e-05	0.0010385297937318683	4.945351292917621e-07	7.385547633020906e-06	2.2333219021675177e-05	9.95687696558889e-06	5.834451258124318e-06	9.743869213707512e-07	2.086409404000733e-05	7.70640981500037e-05	1.0606127034407109e-05	0.0016156714409589767	0.0003418153792154044	3.386277603567578e-05
FAT4	2.114285734933219e-06	1.3921949459927419e-07	4.952343033437501e-07	6.371302561092307e-07	9.391646926815156e-07	0.0005613433313556015	0.0005703731440007687	4.214732598484261e-07	0.0008397938800044358	0.0001167298833024688	3.6188814078741416e-07	6.034085231476638e-07	7.527754405600717e-06	6.665274668193888e-06	4.600310887781234e-07	3.824315353995189e-05	4.320298467064276e-05	0.00047491758596152067
FBLIM1	0.0003987083910033107	5.452849563880591e-06	1.0447906788613182e-06	1.5949412954796571e-06	0.00014117623504716903	0.0005431759636849165	0.0003241701633669436	1.3349158507480752e-05	0.00016663025598973036	1.0950181604130194e-05	6.790961833758047e-06	1.5549131830994156e-06	0.0002886321453843266	2.831138226611074e-05	2.274672624480445e-06	0.0015933990944176912	0.0004053529701195657	0.0002792740997392684
FBLN1	1.1527024980750866e-05	8.362861194655125e-07	3.1912461508909473e-06	2.3407824301102664e-06	1.4329093573905993e-05	0.0016766213811933994	4.968095481672208e-07	1.617315319890622e-05	1.6491065252921544e-05	6.0361571740941145e-06	1.8058146906696493e-06	1.7532319134261343e-06	9.779532774700783e-07	1.3294256859808229e-05	3.625815224950202e-06	2.7646250600810163e-05	4.3556923628784716e-05	0.0013362454483285546
FBLN2	3.346814992255531e-05	5.75218678022793e-07	5.9416172007331625e-05	6.354445645229134e-07	5.298770702211186e-05	0.0021205958910286427	0.00019467146194074303	1.988061058000312e-06	0.0004097265191376209	6.648108410445275e-06	1.7617441699258052e-05	1.832186853789608e-06	2.4490495320605987e-07	1.1979150258412119e-05	1.8970968085341156e-06	2.6744026399683207e-05	0.00018343549163546413	0.000435473135439679
FBLN5	0.00019347795750945807	6.2189556047087535e-06	2.372786184423603e-06	3.0377595976460725e-05	1.923574018292129e-05	0.0006950788665562868	0.00021078069403301924	9.394392691319808e-06	0.00046543890493921936	0.00019723319564945996	4.207366146147251e-06	0.00027566164499148726	3.890257175953593e-06	0.0001181766128866002	4.960377555107698e-05	8.19288379716454e-06	5.451901233755052e-05	0.0020732758566737175
FBN1	1.883104232547339e-06	1.7741101601131959e-06	7.369410013779998e-06	1.6772611388660152e-06	2.909344630097621e-06	0.002123187994584441	0.00019545531540643424	6.744463917129906e-06	6.909036892466247e-05	8.866540156304836e-06	9.301843419962097e-07	1.8627943063620478e-06	7.261304517669487e-07	1.187983616546262e-05	3.0724115731572965e-06	0.00013177563960198313	0.00036971105146221817	0.0001064836687874049
FBP1	7.718431334069464e-06	0.00103466073051095	0.00023526667791884392	9.64001810643822e-06	1.4630877558374777e-06	1.8721005972111016e-06	5.764575689681806e-06	3.198856211383827e-05	2.917994606832508e-06	6.412380753317848e-05	1.4646997442469e-05	2.363759085710626e-05	0.0008548282203264534	2.047759699053131e-05	1.4712922165927012e-05	9.069935913430527e-07	4.0774872900328774e-07	9.798232895263936e-06
FBXO32	0.0015903364401310682	1.0799369192682207e-05	5.872285782970721e-06	0.00016863472410477698	0.00027081361622549593	0.0004417456511873752	1.0717822078731842e-05	5.710550249204971e-05	4.6712961193406954e-05	8.991151844384149e-05	1.5234295460686553e-05	0.00017657822172623128	6.988245877437294e-05	0.00042685470543801785	0.00014673668192699552	0.000295152683975175	0.0002658829907886684	3.723509507835843e-05
FBXO5	5.556560790864751e-05	2.2472213458968326e-05	9.999862413678784e-06	0.00023596614482812583	0.00018331145111005753	4.3911255488637835e-05	3.253116301493719e-05	0.0010056837927550077	5.01805407111533e-05	1.765592060110066e-05	5.658007285092026e-05	0.00011730905680451542	5.679864261765033e-05	9.772882185643539e-05	0.00027674512239173055	0.00010993890464305878	6.671313167316839e-05	9.472708916291595e-05
FBXW7	7.056431786622852e-05	9.649617277318612e-05	0.00013229294563643634	0.0003716200008057058	1.4742988241778221e-05	0.00018072742386721075	0.0002040064864559099	0.00043621001532301307	7.323143654502928e-05	0.00020677327120210975	0.00019630810129456222	0.0002710728731472045	9.239066275767982e-05	0.0014467862201854587	0.00021540239686146379	0.00019299931591376662	6.98759249644354e-05	0.00010094218305312097
FCER1A	7.665448720217682e-08	0.0004973644390702248	0.0007596391369588673	1.9279548268968938e-07	1.2574848540225503e-07	4.534707613856881e-07	2.765955059658154e-06	1.6625016030502593e-07	7.819505754014244e-07	8.263368158623052e-07	2.8694468710455112e-05	1.9974915232978674e-07	3.4300388307428875e-08	1.5245789199980209e-06	9.935607181432715e-08	4.422022925609781e-07	2.705339738895418e-07	1.2500356206146535e-05
FCER1G	7.023523380667029e-07	0.0026378887705504894	0.0014311929699033499	3.157592436764389e-05	1.2924047041451558e-06	1.1463513146736659e-05	2.0188738290016772e-06	4.938893198414007e-06	1.1940501281060278e-06	0.0013800669694319367	4.9184927775058895e-06	3.555861894710688e-06	5.06597132243769e-07	1.721396438369993e-05	4.744792022393085e-06	1.4810552784183528e-06	4.407090091262944e-05	1.9266187791799894e-06
