Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24
ATP2A3	0.0003024501202162355	0.0004486581601668149	9.655655958340503e-06	0.00045556790428236127	0.0017223382601514459	4.492610605666414e-05	0.000478941248729825	0.0006171967252157629	2.0672162008850137e-06	1.924784100992838e-06	3.035956751773483e-06	0.0004221471317578107	0.0007086694822646677	0.00021547821233980358	0.0010034841252490878	0.0003734899219125509	0.0012050607474520802	0.000895829638466239	9.60849502007477e-05	7.797197758918628e-05	9.589933142706286e-06	2.3931690520839766e-05	4.422222627908923e-05	0.0004038373881485313
ATP2B1	0.00014644721522927284	0.00017677365394774824	0.00024368715821765363	0.00016646548465359956	0.0014922524569556117	5.833387695020065e-05	0.0005968930781818926	0.0009066045167855918	0.00014459567319136113	9.92912900983356e-05	0.0004535204207058996	0.00011222470493521541	6.638337799813598e-05	0.0001891143765533343	0.00047963400720618665	0.00011179732973687351	0.0008870986057445407	0.000271467404672876	0.0004235421074554324	0.0001071800070349127	9.089940431294963e-05	0.0004273942031431943	0.0002498436369933188	0.00020100634719710797
ATP5D	0.00020143369329161942	0.0016181026585400105	0.0005058818496763706	0.001595547772012651	0.0005122149013914168	0.0005234667332842946	0.0011932841734960675	0.0014064880087971687	0.00048786078696139157	0.000450023275334388	0.0008900584070943296	0.0007704112213104963	0.0009341847035102546	0.0011416560737416148	0.001471470226533711	0.0007482185028493404	0.0009272604365833104	0.0012326944852247834	0.00020339553884696215	0.0003985393268521875	0.0007672564825043082	0.000541818153578788	0.0003240944352000952	0.00040939092286862433
ATP5E	0.0011574988020583987	0.0009378165705129504	0.0005891141481697559	0.002791274804621935	0.0003805143351200968	0.0022118131164461374	0.0017515773652121425	0.0008662102627567947	0.00030501766013912857	0.0012131655821576715	0.001179769984446466	0.0012455563992261887	0.0009372473577968776	0.0014629883226007223	0.0025272718630731106	0.0006102827610448003	0.0011933359783142805	0.0014757690951228142	0.00023311022960115224	0.0008099282858893275	0.002190240891650319	0.0015510027296841145	0.0007891232962720096	0.0006691418820992112
ATP5G2	0.0020222219172865152	0.0010422825580462813	0.0010972218587994576	0.0020784696098417044	0.00031540350755676627	0.0018199663609266281	0.0033984726760536432	0.00119146634824574	0.00045706506352871656	0.0004613058117683977	0.0013442373601719737	0.000927789369598031	0.0014996950048953295	0.0010609256569296122	0.0019094519084319472	0.000796420790720731	0.0013935677707195282	0.000935459800530225	0.00014624034520238638	0.0004380664904601872	0.0008923723944462836	0.0009350070613436401	0.0005240398459136486	0.0008355486788786948
ATP5L	0.001047590165399015	0.0013931106077507138	0.0007368139922618866	0.002315366407856345	0.0003830902569461614	0.0015485716285184026	0.0030099363066256046	0.0008637785213068128	0.0005114799714647233	0.0005277222953736782	0.0009690368897281587	0.0012721316888928413	0.0008496639784425497	0.0012781115947291255	0.002194784115999937	0.0007080004434101284	0.0012527008075267076	0.001273544505238533	0.00013872931594960392	0.0008341146749444306	0.0015377103118225932	0.000907859590370208	0.00042495899833738804	0.000963748840149492
ATP6V0A1	0.00024628289975225925	4.2776537156896666e-05	0.00017035336350090802	5.347615297068842e-05	0.00030702530057169497	2.5619297957746312e-05	1.8669452401809394e-05	7.443044523824938e-06	0.0003319276147522032	0.000199529153178446	2.1416057279566303e-05	0.0001105539413401857	0.00024213567667175084	0.00011170492507517338	2.216396933363285e-05	0.00016991441952995956	0.00018445546447765082	0.0002463732671458274	0.0008138386765494943	4.133359107072465e-05	0.0001427503302693367	0.0005745014641433954	0.00018294963228981942	0.00011455078492872417
ATP6V0A2	0.00012722454266622663	0.00021303653193172067	5.405013871495612e-05	0.0003270908782724291	0.00085161387687549	2.4805272914818488e-05	0.00012631321442313492	0.00019824065384455025	0.00017235828272532672	0.00020121774286963046	4.6271281462395564e-05	0.00031239711097441614	0.002266622381284833	0.000285150483250618	0.0003639797796495259	6.578616739716381e-05	0.0002022621047217399	0.00015011201321613044	0.00028826441848650575	8.495466317981482e-05	0.0001448048569727689	0.00010879376350203529	0.00013879772450309247	0.00012226276157889515
ATP6V0B	0.0011607499327510595	0.0009476582636125386	0.0003436555271036923	0.0008041480905376375	0.00044982548570260406	0.0013277179095894098	0.0005170858348719776	0.0006822037394158542	0.0002453430788591504	0.0003473865217529237	0.0006033147219568491	0.0003949150559492409	0.0008006755961105227	0.0007117503555491567	0.0006731738685630262	0.0006064382032491267	0.0005719581968151033	0.0012552603147923946	0.00024616875452920794	0.00037115075974725187	0.0002383897954132408	0.0017393686575815082	0.00030497147236019373	0.0005472671473398805
ATP6V0C	0.0008644228801131248	0.0009727473952807486	0.0004481361829675734	0.0009276054333895445	0.0005171280354261398	0.001022005220875144	0.0010021798079833388	0.0009292123140767217	0.0005137455882504582	0.00026591247296892107	0.0008658721926622093	0.0004587418807204813	0.0008524303557351232	0.001368348253890872	0.0009550960385240614	0.0005091560888104141	0.000602623971644789	0.0007295688847079873	5.98547158006113e-05	0.00022740241547580808	0.0003568389220163226	0.0017029476584866643	0.00018903827003668994	0.0006625070236623287
ATP6V0D1	0.0001726838236209005	0.00040296968654729426	0.00033925785101018846	0.0006618414772674441	0.0001539326913189143	0.0003979256725870073	0.0003200872160959989	0.0003491707320790738	0.00033706199610605836	0.0001489897258579731	0.0003210606228094548	0.0004743575700558722	0.00046722477418370545	0.00040280516259372234	0.0005751187563873827	0.0003247122513130307	0.00051492964848876	0.0003120135224889964	0.00018167113012168556	0.0001956375053850934	0.00016429768584202975	0.0011342194629833102	0.0002407736610621214	0.00020881152886431664
ATP6V1B2	0.0003496526915114373	8.092160715023056e-05	0.00015677155170124024	0.000322183856042102	0.00022857525618746877	0.00019145672558806837	0.00021072858362458646	8.286308002425358e-05	0.0003404421149753034	0.0003008283965755254	0.00018688736599870026	0.00023623027664143592	0.00010293872037436813	0.00039360931259579957	0.0002993237867485732	4.379526581033133e-05	0.00012900464935228229	0.00011312670540064573	0.0002428652223898098	8.281445479951799e-05	0.00011652107787085697	0.0012549511156976223	0.00010863113857340068	5.458454688778147e-05
ATP6V1F	0.0006828414625488222	0.0006215771427378058	0.0002883009146898985	0.0009549105889163911	0.00018457230180501938	0.0016056550666689873	0.0006508859805762768	0.00048005481949076056	0.0003422467561904341	0.0003024288744200021	0.0008338833576999605	0.0004508927813731134	0.0015193276340141892	0.00064356584334746	0.0008250281098298728	0.00027954374672845006	0.0004720338329207152	0.00043244921835139394	9.414822852704674e-05	0.0003821524151135236	0.0004921129439026117	0.0016502155922353268	0.00029878001078031957	0.000296414626063779
ATP6V1G1	0.0023857993073761463	0.0006372831994667649	0.000563180074095726	0.0008127611945383251	0.000534809660166502	0.0015770825557410717	0.0015509072691202164	0.0005709666293114424	0.0003632980806287378	0.0004388605884741992	0.0008262295741587877	0.0006508787046186626	0.0006231496226973832	0.0006467487546615303	0.0011120360577479005	0.00045852616312913597	0.0010424013016745448	0.0006414668750949204	0.00014654241385869682	0.00023421502555720508	0.0006544123752973974	0.0005994909442961216	0.00029260298470035195	0.0006298960070125759
ATP8A1	1.316612269874895e-05	2.6510117095313035e-05	2.1711196040996583e-06	0.0002835366758517921	0.0014236012939363718	5.377931756811449e-06	0.00010864625801332295	0.0005620093434117734	5.802689429401653e-06	2.305142743352917e-06	1.0355113317928044e-06	6.445313192671165e-05	4.827397788176313e-05	0.0003739776730071753	0.0006924688350409269	7.301519508473575e-05	0.00033025958691723645	0.00021201212075538933	3.594361987779848e-05	1.3007503184780944e-05	2.9736749638686888e-05	2.134481110260822e-05	0.00021369192108977586	6.664360262220725e-05
ATP8B4	2.2106654796516523e-05	5.563658305618446e-06	7.924925739644095e-05	0.0003025655460078269	8.156411786330864e-05	1.185750534204999e-05	3.817121978499927e-06	0.003077289555221796	3.841169746010564e-05	6.5682916101650335e-06	5.262936156213982e-06	5.189048169995658e-05	0.0006186976097524166	0.000466367433546111	0.00012060630979249254	1.9834880731650628e-05	1.7964378002943704e-06	1.0668516551959328e-05	1.9732071905309567e-06	1.1017829820048064e-05	7.002196525718318e-06	0.00041983078699558973	1.4744561838142545e-07	2.282524474139791e-05
ATPIF1	0.0012088604271411896	0.0010086024412885308	0.000386196217732504	0.0016365787014365196	0.0004941049264743924	0.0018011711072176695	0.0011250650277361274	0.0006528407102450728	0.00038966082502156496	0.0003432670491747558	0.0006087757064960897	0.001189119298942387	0.0005081798881292343	0.0007050000713206828	0.0011143030133098364	0.0006535195861943066	0.0006000965368002653	0.0007386411889456213	0.00019872277334798127	0.0009886148618534207	0.0007602635305374861	0.0003884245525114238	0.0004334899422246963	0.0006142799975350499
AURKA	1.4096520317252725e-05	1.0017067779699573e-06	8.000788511708379e-06	0.0001434787263860926	0.00010148450382985175	5.462270564748906e-06	1.7752503481460735e-05	1.1396893569326494e-05	2.399898221483454e-06	5.563923878071364e-06	1.0483913683856372e-05	7.490411007893272e-06	0.00014118020772002637	5.061563570052385e-05	1.7808475604397245e-05	1.0663134162314236e-05	1.0963694876409136e-05	3.335067958687432e-05	4.0134153778126347e-07	0.002955444622784853	3.7340580547606805e-06	4.290739161660895e-05	1.0003842362493742e-05	8.821068149700295e-06
AURKB	1.7281863051721302e-07	6.804763756917964e-07	8.24489205797363e-08	7.06052451278083e-05	4.28293873255825e-07	5.399677434070327e-07	3.427902584007825e-08	1.1655776006591623e-06	1.2860768094924424e-07	1.234372462022293e-07	2.8924714001732355e-07	6.631476480833953e-06	3.0155669605846924e-07	1.1916931725863833e-06	4.752219950887593e-08	9.358363058709074e-06	4.2857612925217836e-07	4.02044724978623e-06	6.764133786418824e-07	0.003036727663129568	1.7228516924205906e-07	2.6932616492558736e-06	9.133945155781475e-08	1.0407594345451798e-05
AUTS2	0.001953932922333479	2.3191830678115366e-06	6.997452874202281e-05	2.0099334506085142e-05	0.00033815717324614525	0.0001401464978698641	6.67045169393532e-05	0.0006040214793756604	0.00016455163131467998	0.00024074522661976516	5.3366402426036075e-05	7.675261440454051e-05	1.3085355931252707e-05	6.553676485054893e-06	0.00023589939519297332	2.9364993679337204e-05	0.00020542062702588737	3.506177381495945e-05	0.00028319435659796	0.00010732951341196895	0.00018468858615960926	5.750032414653106e-06	6.231792212929577e-05	1.575051646796055e-05
AVPR1A	2.3628377476825335e-08	1.8193563846580219e-06	0.0016694683581590652	2.955419802219694e-07	3.603535105867195e-07	6.755601589247817e-08	2.327962107528947e-07	1.9232068098062882e-06	3.047270524803025e-07	5.04214654029056e-07	6.240492211873061e-07	1.473206066293642e-05	2.5686665594548685e-07	3.8943085201026406e-07	2.600330617497093e-07	2.1128464140929282e-05	3.875826166677143e-07	2.8053378287040687e-07	0.0013090985594317317	2.0743493678310188e-07	6.400545316864736e-06	7.804851520631928e-08	1.2073546429292037e-07	1.694250931905117e-05
AVPR2	9.209402129783939e-09	1.2237529745107167e-06	1.7363471727094293e-07	1.695520381872484e-07	1.9157114650170115e-07	4.887322546665018e-08	1.1920458575787052e-07	1.2659322692343267e-06	1.2290725237562583e-07	5.559561699897131e-08	3.9559864717375604e-07	9.861666512733791e-06	1.255114057130413e-07	1.4850234038021881e-06	3.5411218846093107e-08	1.2848141523136292e-05	2.7873932140209945e-07	2.6011827003458166e-07	1.8997561710420996e-06	1.0605807432284564e-07	2.3232065871070517e-07	1.1011326250809361e-06	0.0009536178549751639	1.0248626495013013e-05
AXL	1.428467498953978e-06	2.6339307623857167e-06	0.0006204333622008562	1.2106231679354096e-06	5.262542799755465e-06	8.699281011104176e-07	2.7943033273913898e-06	1.1660569725790992e-05	0.0006195977330207825	0.0012880597496405244	5.527763642021455e-05	0.00023370303097181022	1.595045091562497e-06	8.89157581696054e-06	4.851502808378427e-07	9.488974319538102e-05	2.4640808078402188e-06	3.5508569453668315e-06	0.0005892744520679116	4.199923751002643e-06	0.00046683120308443904	0.0006709269364364445	2.810002683872881e-07	2.6261936000082642e-05
AZGP1	0.0013705698074772954	2.9505943075491814e-06	6.043832399882376e-06	6.0957281675655395e-06	5.6569948355900124e-05	0.00031589524587616324	1.7179287169710733e-05	9.158790817309637e-06	1.719349529594183e-05	9.847702813203796e-07	2.3417428565153386e-06	6.886352821311448e-06	6.184223366290098e-06	8.83364373294171e-06	8.309501936309971e-06	1.72753534570802e-05	9.263788342650514e-06	3.266132807766553e-06	3.181224747095257e-05	3.56655364157632e-05	1.168488211078511e-06	2.187136487918906e-06	2.757002903308603e-06	1.2827547834604047e-05
BACE2	4.212342173559591e-05	3.840058525383938e-06	0.00016706949099898338	1.9723263449122896e-06	5.707517630071379e-06	0.000344064028467983	2.3497818801843096e-06	4.5167234929976985e-06	0.0002846594725269824	0.0004986944841220975	0.00027446041349321604	4.663786603487097e-05	0.0017959304386749864	6.861614110675873e-06	1.8377705828243052e-06	4.227979661663994e-05	0.00026661859010346234	2.952283466584049e-05	0.00023162990692071617	5.838432116433978e-05	7.087978883646429e-05	8.90385672391858e-06	0.0006017587147653103	2.4702267182874493e-05
BACH2	1.725675701891305e-06	6.12096755503444e-06	7.320258646359434e-06	2.1100702724652365e-05	0.0007524066604673862	8.428700311924331e-06	0.000358905439497903	0.00037821446312591434	9.167328244075179e-05	9.632562432670966e-05	8.350938151124865e-05	7.954959437483922e-05	1.1453512342995964e-05	0.0003592507273424417	0.00013652222696691751	1.690919089014642e-05	0.0014989348128437996	3.0275228709797375e-05	6.308113370323554e-05	5.516336386790499e-06	0.00012134673306718469	7.963557209222927e-07	5.938612048339564e-06	6.605812086490914e-05
BAD	0.0011701751500368118	0.00052891846280545	0.00044292930397205055	0.0006640024366788566	0.00011488143354654312	0.0009930343367159367	0.0006747721345163882	0.00034038120065815747	0.0004208164173178375	0.0003260163648519665	0.0006484995828941464	0.00012470249203033745	0.00024323035904671997	0.00023614965903107077	0.0004080726357642561	0.0003386731259524822	0.00016267926548607647	0.00029578511021099985	6.707564170937985e-05	0.00030381811666302383	0.0008466045255772769	0.0001808340020943433	0.00027767271967604756	0.0003974519204348326
BAIAP2	0.001255603856407106	3.988910066254903e-06	2.2647516288998304e-06	2.351656621613074e-05	4.621739572030492e-05	0.00045286130625754595	0.00019065117521677166	4.041122519993223e-05	0.0002424125123070553	9.613678412279114e-05	0.0001717962877592072	0.0001482742081861943	6.121142359916121e-05	0.000328835187247023	2.855737147910986e-05	6.475450936704874e-05	3.6565061236615293e-06	8.987868932308629e-05	6.955881690373644e-05	6.012414087308571e-05	6.0378264606697485e-05	0.00033717541373334825	0.00036313020973466337	1.989337215491105e-05
BAMBI	0.0003590732521843165	6.312828872978571e-07	1.611344123375602e-05	1.7436780126445228e-06	5.6654207583051175e-05	0.000358507561031729	3.173639561282471e-05	8.678173912812781e-07	1.3633079106512014e-05	1.603785676707048e-05	8.084007276920602e-06	5.946478268015198e-06	4.268979864718858e-06	9.130426042247564e-05	1.4207958884071559e-05	6.917362497915747e-06	2.1490457584150136e-05	1.1152834304084536e-05	3.2160729460883886e-05	2.464963290549349e-05	1.8934117917979165e-07	3.0831699859845685e-06	2.1024400211899774e-06	8.826055818644818e-06
BANK1	2.740991931204917e-07	1.2557740092233871e-06	5.313482347446552e-07	4.5497557721319026e-07	8.715707622286573e-07	7.982978189602363e-08	1.112304744310677e-06	9.604798833606765e-06	2.016160578932613e-06	3.844545062747784e-06	1.036079538607737e-06	1.6667196177877486e-05	5.300962584442459e-07	5.045710167905781e-06	2.067444711428834e-06	8.090224582701921e-06	0.0031295702792704105	0.00022286850435193628	1.0891584452110692e-06	4.0622316532790137e-07	1.0853258572751656e-05	2.374404175498057e-06	1.5265275123965694e-06	5.155492544872686e-05
BARD1	0.00033066622563637793	6.112024857429788e-05	8.548081677872688e-05	0.0008914810023270547	0.000265682814642787	0.00011105803423561156	5.332616274245083e-05	3.250364898121916e-05	6.008063064655289e-05	7.878800533944741e-05	4.747581624542363e-05	9.15745331440121e-05	0.0001527350104879588	0.00010500047210371122	0.00024144283088389784	6.113743438618258e-05	0.0002716450544539839	0.00022002718469593674	9.609067637939006e-05	0.001174682518467307	0.00011654963600449264	0.00013222148118074983	6.287301948759705e-05	9.556485019857064e-05
BASP1	0.000489064899738878	4.9170168495038524e-05	2.3178224637376843e-06	2.4183107598219067e-05	1.2407368558342569e-05	0.0002167764469049871	0.00019997754134237766	5.22122900292743e-05	0.00043564155930653214	0.0007267138571478426	0.0004163048870395869	0.0010357799474149942	0.0002345587417948991	0.0001317469432251528	4.8750830501376186e-06	0.00018653832376003265	0.0011283213971182704	0.0006325635476969182	2.0332114218035713e-05	0.00016439244791399688	0.0008622047025710344	0.000413446658058092	3.027171260328032e-06	0.00013307505287230015
BCAM	0.0017849174328148365	1.9004297428182326e-05	0.0009746474679559469	2.288378254888812e-06	1.5570965842925943e-05	0.0001356954307993874	2.005834539886564e-05	1.226947733812267e-05	5.7355296121386345e-06	2.1395667317847256e-06	6.418867087631952e-06	7.352250395342708e-05	8.884582712198608e-06	2.6171082936343737e-06	3.1645690796722192e-06	5.0704424211289734e-05	1.4808000514676678e-06	3.868954991048668e-06	7.165104761952534e-05	4.402596459840424e-06	9.266777851735242e-06	1.0588060831651092e-05	0.001613110420294106	3.441344233579002e-05
BCAS4	0.00020541744015645236	1.0853295862034429e-05	3.0620107281720266e-05	0.00029888356220908463	0.00021056999685242772	0.0006888487841933966	7.822603947715834e-05	2.8553851734614e-05	7.384070158877876e-06	5.130394856678322e-05	8.38607011246495e-05	0.0001149066592915915	3.4510423574829474e-05	0.00013309174391906708	0.00046887408825568855	1.6818554286146536e-05	0.001152327167801559	0.00014146305329632014	7.703912160650361e-06	0.00019939977210015059	5.03800947626587e-05	8.050757855926349e-07	6.501226152977324e-07	9.661405783845112e-05
BCAT1	1.2819466519431444e-06	1.6299520666507306e-06	1.0021384696301538e-05	0.0001223476865561679	1.8291832020622678e-05	5.810582479170989e-06	1.6705030247976538e-06	6.177318027766887e-06	4.5673685235669836e-05	0.0008160748984664679	0.00016721071733627468	0.00011849340808112174	1.2623265320144128e-05	0.00026507434085942805	1.4364355592988431e-05	1.901781070046127e-05	3.995310180471279e-05	7.255464879563078e-05	0.00020597486582119018	7.58587775635533e-05	0.0002536750689614564	0.0009751021862030029	4.125950363231823e-05	1.027867529046489e-05
BCL11A	9.021198820846621e-06	1.7679152506389073e-06	1.5660137933082297e-06	4.7472454411945364e-07	9.230474233845598e-07	9.020651486935094e-05	4.743268618767615e-06	2.680417128431145e-05	2.092709473799914e-05	2.420025339233689e-06	6.488904182333499e-05	2.2765772882848978e-05	2.1664918676833622e-05	1.5493493265239522e-05	8.020297741495597e-07	2.236927866761107e-05	0.001604027464054525	0.0016121946973726153	3.3529854590597097e-06	2.0318011593190022e-05	1.3280431630846579e-05	2.4160910470527597e-05	2.0709373416138988e-07	4.2197720176773146e-05
BCL2A1	1.2842801311307994e-07	5.267960204946576e-06	3.6335671893539256e-07	2.76896171271801e-05	6.361075793392956e-05	5.50599997950485e-06	9.152280836133286e-05	6.913699053257005e-06	2.924784325841756e-07	6.919118504811195e-07	1.760839381859114e-06	1.623833304620348e-05	0.00010427705274196342	0.000242653870373033	0.00025484609068371356	1.1843360880448017e-05	0.0005195251433178782	6.075384226278402e-05	3.8998319951133453e-07	8.629328476672526e-06	2.154097956008627e-06	0.0012140735052525997	3.577571021651238e-07	2.9024589821347035e-05
BCL2L12	0.00019419440650381148	0.00027688464615494013	6.24373133177869e-05	0.0004968017456121743	9.568277164362371e-05	0.0004764691984746605	0.0003085218195337802	0.00013305855100043118	0.00015969436208251864	0.00011254734999965876	0.00025747992913238704	7.587204163428396e-05	0.00016027777746785432	0.00020734083955176175	0.00028450466925278306	9.858469275059178e-05	0.0002809359575621784	0.0004031527496408671	8.536341920262203e-05	0.0013841267209500074	8.351141877938062e-05	0.0001577874063514173	9.992166451411322e-05	0.0001760882296366617
BCL6B	1.1720636905465653e-08	1.8681717847357504e-05	1.604688577572233e-07	3.406899509172945e-07	1.0006596085077035e-06	6.467636382012643e-08	1.9144702037010575e-06	1.8701142607824295e-06	1.7541664419695735e-05	1.6118276107590646e-05	3.615541572798975e-05	3.928369551431388e-05	2.842799347035907e-07	8.075488153735932e-07	1.1025165491673761e-07	4.47127349616494e-05	1.1124291177111445e-06	4.5737351683783345e-07	0.00014095846563577652	6.150407330096641e-07	1.6518890333827585e-05	3.251857378927525e-06	0.0016734767705202103	9.553436939313542e-06
BDKRB2	1.802474434953183e-05	7.904770882305456e-07	1.9944226892221195e-07	6.569262041011825e-07	3.188107768892223e-07	9.615981070965063e-06	5.088151283416664e-06	1.4627112250309438e-06	0.00022619173978455365	1.9838747903122567e-05	4.518826972343959e-05	1.9937142496928573e-05	9.139999974649982e-07	1.1408234286136576e-06	1.9676927820455603e-07	2.5881317924358882e-05	1.1294269341988183e-07	2.392137901097158e-07	0.00031837550341151655	2.576488896011142e-06	6.023900641594082e-05	1.126189772548969e-06	0.0010394876589998603	1.0580914931779262e-05
BEX4	0.0010300707072019577	0.00019651789625640959	0.00024985105847008526	0.00013168816803954542	0.0002634197298903018	0.0005586303304880857	0.0009938896400853992	0.000433787441579625	0.00045475433580577374	9.895798575598747e-05	0.000351082650013268	0.0005335547029972076	0.0016357403947040439	0.0001760719169396907	0.0003189383714925498	0.00010615604696795344	0.0002214600535808131	0.00017663577455095947	3.7703921407228336e-05	4.843374699703418e-05	0.00029223630554042757	0.0004653447831515223	0.00015588398673571646	0.0001433105644537136
BGN	5.993970830786566e-07	8.09127050160896e-06	0.0010788354557007551	1.6622578868918936e-06	7.49527316656895e-06	3.3973785320995376e-05	3.871411081490805e-06	1.9882765627698973e-05	0.0004338865401223302	0.0015000950079411268	0.005762055516242981	0.0002512166684027761	1.8847678120437195e-06	7.021479177637957e-06	1.126107235904783e-06	6.870352081023157e-05	2.683392949620611e-06	1.2156915545347147e-06	0.0009523029439151287	6.661059887846932e-05	0.0005814246833324432	1.8799669305735733e-06	2.778701309580356e-05	2.297125683980994e-05
BHLHE40	0.0004884463851340115	3.5942728572990745e-05	0.00029198575066402555	0.0006154166767373681	0.0005983433220535517	0.0001621479168534279	0.00013794763071928173	0.0013392455875873566	0.00020530563779175282	0.00060692970873788	0.0004130675515625626	0.00032324015046469867	0.0007121738744899631	0.0036553831305354834	0.0005200635641813278	9.584381768945605e-05	0.000148926890688017	0.00011083423305535689	0.00022110716963652521	7.516269397456199e-05	0.00038540182868018746	0.0002443975827191025	0.00025805679615586996	0.00012524507474154234
BICC1	7.914645152595767e-07	2.0399936602188973e-06	6.525900062115397e-06	7.734690257166221e-07	4.301669378037332e-06	1.0392545846116263e-06	1.6067350543380599e-06	2.9069989977870136e-05	0.0015766132855787873	0.001024496159516275	0.00019376513955648988	0.00014171026123221964	1.2270586466911482e-06	1.241414065589197e-05	3.779471455800376e-07	5.843677354278043e-05	2.4806276996969245e-06	7.004269377830497e-07	0.0001731276570353657	2.6671103114495054e-05	0.0007013295544311404	1.3795793165627401e-06	2.2950162303914112e-07	2.9127822926966473e-05
BID	8.912375051295385e-05	0.00029887710115872324	1.4282772099249996e-05	0.0003869625797960907	7.424245268339291e-05	0.0004215672379359603	0.00023892791068647057	0.0002318210172234103	7.778846338624135e-05	7.294410170288756e-05	0.00026168912881985307	9.810127085074782e-05	0.00018292952154297382	0.00010792144894367084	0.0004980810917913914	0.00013917482283432037	0.0002525470335967839	0.0006321807159110904	8.795141911832616e-05	0.00017117323295678943	0.00016591006715316325	0.0008204940240830183	0.00036792707396671176	0.0003590934502426535
BIRC5	1.3100629985274281e-05	1.8984314920089673e-06	1.3619147409826837e-07	7.681015267735347e-05	3.9461616552216583e-07	2.8697759262286127e-05	2.9180304395026724e-08	1.127995574279339e-06	1.456068190464066e-07	1.992260934002843e-07	3.266742965024605e-07	7.477563940483378e-06	5.040589030613774e-07	2.6406344204588095e-06	2.624372541504272e-07	1.0286017641192302e-05	1.343500457551272e-07	3.6034271033713594e-06	5.402558258538193e-07	0.005450621712952852	3.507642531985766e-07	3.877075869240798e-06	1.2634574204639648e-06	1.0881447451538406e-05
BLK	3.699169326409901e-08	1.949543502632878e-06	1.9944192786169879e-07	3.707656787810265e-06	5.587154191744048e-06	5.381570389317858e-08	1.7294256622335524e-06	4.019480911665596e-06	2.5259208769057295e-07	7.407454205576869e-08	3.2436977903671504e-07	1.1258408449066337e-05	2.1625095314448117e-07	1.5968067600624636e-05	4.847308082389645e-05	9.670435247244313e-06	0.0032107802107930183	0.000255027087405324	3.139867885693093e-07	3.4192422049272864e-07	3.261639847096376e-07	1.8882307983858482e-07	8.608962787093333e-08	6.180944910738617e-05
BLNK	0.00047335957060568035	0.00025446387007832527	2.1812452359881718e-06	8.667506676829362e-07	4.593669927999144e-06	4.286693729227409e-05	3.2793307127576554e-06	0.00016655877698212862	1.2742947319566156e-06	2.2222238840186037e-06	5.707332775273244e-07	1.789122325135395e-05	1.6084529761428712e-06	1.3680695701623335e-05	2.8009797006234294e-06	0.00015673540474381298	0.002027087612077594	0.002160241361707449	1.803385316634376e-06	1.3874270734959282e-05	2.7211215183342574e-06	0.0003694304614327848	2.815699531311111e-07	0.0003889057843480259
BLOC1S1	0.0002470852923579514	0.0003497866273391992	0.0003310731262899935	0.0013370122760534286	9.576472075423226e-05	0.000323212007060647	0.0003063523618038744	0.0006314122001640499	0.00013608373410534114	0.00023195278481580317	0.00036154218832962215	0.0002536476240493357	0.00021814568026456982	0.0007544854306615889	0.0005271919071674347	0.00034521776251494884	0.0003102617629338056	0.00012153832358308136	0.00021255898172967136	0.0005065913428552449	0.0008288081735372543	0.0005867390427738428	0.0001681889407336712	0.00014192811795510352
BLVRA	0.0007398794405162334	0.00020796092576347291	0.000194547712453641	0.0005485641886480153	2.9263597753015347e-05	0.0005714016733691096	0.0003094494459219277	0.0002070723130600527	0.0002622558968141675	0.00018475059187039733	0.0003472154203336686	0.00012307379802223295	0.0012716278433799744	0.00027421695995144546	0.00028082457720302045	0.00045469883480109274	4.053656448377296e-05	0.00014552767970599234	4.780553717864677e-05	0.0002507049357518554	0.00014576787361875176	0.000870363088324666	9.863911691354588e-05	6.316701910691336e-05
BLVRB	0.001030670595355332	0.00046776383533142507	0.0003045375633519143	0.00011077286035288125	0.0001139212617999874	0.0010324454633519053	0.0002133081725332886	0.00022756523685529828	0.00040367001201957464	0.0001247440668521449	0.0002987030311487615	0.00012386908929329365	0.00010099420615006238	0.00023435507318936288	0.00013931244029663503	0.00034422209137119353	9.812694770516828e-05	0.00015858668484725058	3.99966083932668e-05	0.00013486271200235933	0.00030104583129286766	0.0011073414934799075	0.0001021272546495311	0.00024365044373553246
BMP1	4.773346518049948e-06	5.564747425523819e-06	0.0003144717775285244	3.577800089260563e-05	8.557637920603156e-05	5.397742370405467e-06	5.469000370794674e-06	3.5429507988737896e-05	0.0002930716145783663	0.001283251796849072	0.0001124167611123994	0.00026112113846465945	4.18380914197769e-05	0.00012754362251143903	1.869809602794703e-05	9.464019967708737e-05	2.495657554391073e-06	6.184817721077707e-06	0.002598112914711237	2.9821079806424677e-05	0.0005147987394593656	2.8198679501656443e-05	0.00019528511620592326	3.9939131966093555e-05
BMP2K	0.0003258342621847987	2.880645297409501e-06	4.0969425754155964e-05	7.432638813043013e-05	6.812832725699991e-05	1.4956272025301587e-05	1.4244697922549676e-05	4.57614405604545e-05	9.916123963193968e-05	0.00013946638500783592	4.211724444758147e-05	2.719863005040679e-05	0.001643368974328041	7.270038622664288e-05	2.6535268261795864e-05	3.7984613300068304e-05	0.00038835752638988197	0.0002203217300120741	0.0004433469148352742	4.921628351439722e-05	0.000222750473767519	0.0010340004228055477	0.00023676514683756977	6.56006159260869e-05
