Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24
ABLIM3	2.935784141300246e-05	1.6581815316385473e-06	1.602080556040164e-05	3.6143426314083626e-06	4.177862138021737e-06	8.861902642820496e-06	8.054661520873196e-06	1.172489737655269e-05	0.00016337164561264217	5.883090125280432e-06	1.353394145553466e-05	1.9655168216559105e-05	3.203434459919663e-07	1.9479895854601637e-05	6.670063044111885e-07	2.451891850796528e-05	5.557357098950888e-07	4.0230810327557265e-07	0.00011206611816305667	3.8180360206752084e-07	1.4445199667534325e-05	5.0147660658694804e-05	0.0006615801830776036	2.148833118553739e-05
AC004791.2	4.4363237527988986e-09	4.884295208285039e-07	7.472187490975557e-08	4.1239871961806784e-08	8.736356704730497e-08	1.9902564929452637e-08	1.9775709958480547e-08	7.496828402508982e-07	7.267270518696023e-08	3.459844322151184e-08	1.4258215230711357e-07	7.31675800125231e-06	0.0032615771051496267	3.0664867267660156e-07	1.3931108711062734e-08	6.253490028029773e-06	6.120946949295103e-08	1.4673686621335946e-07	1.033249574788897e-07	1.0568816577460893e-07	1.30004337961509e-07	2.741734306255239e-08	2.8900233317585844e-08	6.363356533256592e-06
AC013461.1	5.6338416470680386e-05	3.700798697536811e-05	0.0022002237383276224	5.086103192297742e-05	0.00011446401185821742	9.240132931154221e-05	2.475825749570504e-05	0.00012868928024545312	0.00046647185808978975	0.0002574165991973132	0.0005595817929133773	0.0004434661823324859	2.5831606762949377e-05	9.220259380526841e-05	3.0079019779805094e-05	5.1477054512361065e-05	0.00013209800818003714	3.028630635526497e-05	0.00035427670809440315	0.0002690590044949204	0.0003518889134284109	0.00021627818932756782	0.0001418247411493212	3.7352143408497795e-05
AC017002.1	7.4047807885335715e-09	2.1231755908956984e-06	1.165894218502217e-06	0.0012663272209465504	1.2146463632234372e-05	1.9370972381693718e-07	1.6360456811526092e-07	1.135891238845943e-06	9.691737432149239e-06	1.993042133108247e-05	7.646575795661192e-06	1.1424423064454459e-05	1.4075490980758332e-05	0.00010368311632191762	7.724093302385882e-05	1.104280545405345e-05	6.435413411054469e-07	9.663181117502972e-07	4.633714343071915e-05	1.449079576332224e-07	2.7571715691010468e-05	8.816369700070936e-06	1.7600305000087246e-05	8.885649549483787e-06
AC020571.3	0.00010376581485616043	1.4660298575108754e-06	6.795067406528688e-07	0.00011871683091158047	0.0008439913508482277	1.2639099622901995e-05	0.001933877938427031	1.3122667951392941e-05	5.590789555753872e-07	3.191625000908971e-05	1.7695988390187267e-06	2.1137668227311224e-05	0.0023534009233117104	0.0002871328906621784	0.0002787895209621638	9.36384458327666e-06	3.8548409975192044e-07	5.457648057927145e-07	2.8106507670599967e-05	8.226046475101612e-07	5.188567592995241e-05	1.3450606672904541e-07	1.4224085020941857e-07	4.301392618799582e-05
AC079767.4	5.022867899384664e-09	5.870207360203494e-07	1.3623456140976486e-07	1.1156489421182414e-07	2.6322339863327215e-07	2.974575465941598e-07	1.1706219282814345e-07	1.5767636796226725e-06	1.7265583096559567e-07	6.581117162340888e-08	4.338664041370066e-07	6.847820714028785e-06	2.0384641175041907e-07	1.175846477963205e-06	5.097970756651193e-07	6.19343745711376e-06	0.0023148104082792997	8.671034447615966e-05	1.7874427271635795e-07	2.1629713842230558e-07	2.651239867645927e-07	0.00011828160495497286	8.387299743617405e-08	1.712329321890138e-05
AC092580.4	2.935959386718423e-08	6.302217570919311e-06	5.811984351566934e-07	0.0012043950846418738	3.8219881389522925e-05	3.0814163665127126e-07	2.340194214411895e-06	1.1496025763335638e-05	1.9595397304783546e-07	4.432273783550045e-07	5.443377517622139e-07	3.412745354580693e-05	4.10616803492303e-06	0.0003440093423705548	0.0006563467904925346	1.2248248822288588e-05	2.2226711848816194e-07	3.1265944926417433e-06	1.970128522543746e-07	2.3732045519864187e-06	6.533546184073202e-07	1.1242806863265287e-07	1.1061983684612642e-07	1.3707244761462789e-05
AC093642.3	0.0012289669830352068	4.439887106855167e-07	6.561239729308e-08	7.730411198281217e-06	0.00020082203263882548	4.613807050191099e-06	1.546721861700462e-08	5.95362507738173e-07	9.597591088095214e-06	3.312985796810608e-08	1.49869237020539e-07	0.002883350243791938	5.887208942567668e-08	7.719512723269872e-06	1.0288514204148669e-05	3.833253231277922e-06	1.55620182340499e-05	1.5360747340764647e-07	7.137340617191512e-06	5.837128469465824e-08	1.186872538028183e-07	6.159957024465257e-07	2.562765644142928e-08	4.959728357789572e-06
AC093818.1	1.206322735924914e-06	0.003671754151582718	1.6028560594349983e-06	0.0001272653607884422	0.0002269465767312795	1.3568499525717925e-05	6.0994647355983034e-05	8.827426063362509e-05	9.525599011794839e-07	1.5969879314070567e-05	0.0001883619261207059	2.3371429051621817e-05	8.939913095673546e-05	0.0008364950190298259	0.0003168704570271075	0.00017154094530269504	4.1777781007112935e-05	0.0022929548285901546	5.472242264659144e-06	4.031441676488612e-06	1.1235418241994921e-05	6.664847023785114e-05	0.0001565923885209486	0.0011186640476807952
AC104699.1	6.897964865970607e-09	0.0006281522219069302	1.3337944437807892e-07	1.5060111024922662e-07	3.2776387115518446e-07	2.2014720713059432e-08	2.756223516087175e-08	1.654122343097697e-06	1.0369677028165825e-07	6.962809351307442e-08	2.446915630116564e-07	8.080062798399013e-06	5.555783673116821e-07	4.678503955801716e-06	2.8270960683585145e-07	6.273524923017249e-05	0.00047238217666745186	0.005573848262429237	2.404034376013442e-07	1.300385434888085e-07	2.0603421546638856e-07	3.093296356837527e-07	4.894049254744459e-08	0.00011800159700214863
AC133644.2	5.479556008936015e-08	3.873202149407007e-05	2.416124516457785e-05	0.002202869625762105	4.4612435885937884e-05	8.35271464438847e-07	2.195485876654857e-06	4.439719759830041e-06	2.095322088280227e-06	2.7928854251513258e-05	3.664605537778698e-05	4.993718903278932e-05	1.1251508112763986e-05	0.0007971985614858568	0.00017254629347007722	3.007254417752847e-05	5.184517135603528e-07	7.4832264544966165e-06	0.0001128187432186678	1.7492529877927154e-06	8.554114901926368e-05	3.5156212106812745e-05	1.958641405508388e-05	8.091502968454733e-05
AC233755.1	6.069862390489789e-09	4.78848448892677e-07	8.768068937570206e-08	1.76814364749589e-06	6.046462885933579e-07	4.864064635512477e-07	1.6814189152114523e-08	8.811725251689495e-07	1.710425721057618e-07	3.202343634711724e-08	1.8151035874325316e-07	1.0284980817232281e-05	3.7404925024020486e-07	1.357471660412557e-06	1.1516191307237023e-06	3.297308649052866e-05	7.8300139705334e-08	0.002316464902833104	1.9660988925807033e-07	7.175373895051962e-08	1.3232882167812932e-07	9.220355678962733e-08	4.302627942820436e-08	4.957319561071927e-06
AC245100.1	1.192128002003301e-05	2.336898796784226e-05	5.145642353454605e-05	0.0002860822423826903	0.0007820127648301423	3.2150546758202836e-05	0.0002341120271012187	0.00031031123944558203	2.5401659513590857e-05	4.9731315812096e-05	4.9427078920416534e-05	0.00011588420602492988	0.00013123798999004066	0.00024351161846425384	0.0008000972447916865	1.884636549220886e-05	0.000536939303856343	3.9423572161467746e-05	6.643908818659838e-06	2.214043342974037e-05	0.00010469195694895461	3.78842196369078e-05	3.248197515404172e-07	5.685861106030643e-05
ACACB	6.518592999782413e-05	3.871678200084716e-05	4.0831662772689015e-05	3.059015580220148e-05	0.0005903483834117651	1.6921242149692262e-06	5.8814388466998935e-05	0.0005626759957522154	0.00028891843976452947	0.00010759105498436838	6.887230483698659e-06	0.00014623379684053361	3.200529681635089e-05	6.616333394049434e-06	3.553105125320144e-05	8.148486085701734e-05	2.68625226453878e-05	3.181768624926917e-05	0.0007685865857638419	4.6529044084309135e-06	4.461256685317494e-05	1.7252647012355737e-05	0.0004963334649801254	3.45697881130036e-05
ACAT2	0.00017022780957631767	5.0532235036371276e-05	0.000235887840972282	0.0005745976231992245	0.00027752830646932125	0.0005393951432779431	0.00048277422320097685	0.00039210024988278747	9.50614339672029e-05	5.6745509937172756e-05	0.0002028053713729605	0.0006718398653902113	0.00019083204097114503	6.293989281402901e-05	0.00040240626549348235	5.177876664674841e-05	0.00024243402003776282	6.312123878160492e-05	5.6261036661453545e-05	0.0005202984320931137	0.00014804324018768966	0.00011578891280805692	5.763157969340682e-05	0.00025391700910404325
ACE	1.9006534785148688e-05	1.6139589206431992e-05	5.702929115614097e-07	2.5020137854880886e-06	8.48731942824088e-05	1.2754505405609962e-05	4.308196730562486e-05	9.854647032625508e-06	2.74965786957182e-05	0.00011168162745889276	1.1953608009207528e-05	4.73669970233459e-05	7.18192895874381e-05	1.0955254765576683e-06	1.5522067769779824e-05	7.891816494520754e-05	1.818405763742703e-07	6.4702335293986835e-06	0.0006786000449210405	3.5988989566249074e-06	2.5335255486425012e-05	0.0001527995482319966	0.0012166312662884593	1.2094256817363203e-05
ACER3	0.00010951300646411255	6.317402585409582e-05	0.0001752349635353312	0.0001912657025968656	0.00038503133691847324	7.425674994010478e-05	8.590916695538908e-05	0.00034987772232852876	0.0001937886408995837	0.00013592229515779763	9.911008237395436e-05	9.467509516980499e-05	0.0009889524662867188	6.489748193416744e-05	0.00017142915748991072	8.282751514343545e-05	0.0001439213374396786	0.00010576871136436239	0.0003832016373053193	9.0593341155909e-05	0.00014773564180359244	0.0005095125525258482	0.00023012525343801826	2.979262535518501e-05
ACKR1	5.7468422909323635e-08	1.5886035953371902e-06	7.907897838776989e-07	2.998926049713191e-07	5.3032408686704e-06	1.0174368725301974e-07	3.115583012913703e-06	3.3347921544191195e-06	1.063507284015941e-06	1.0118264270886357e-07	1.5364801129180705e-06	1.7318950995104387e-05	3.2556098972236214e-07	6.346456871142436e-07	4.4987294245402154e-07	4.263145456206985e-05	2.888094968511723e-06	6.043845246495039e-07	7.0334849624487106e-06	1.794673778476863e-07	6.880272280795907e-07	2.021970658461214e-06	0.0009612765279598534	1.1669721061480232e-05
ACOT7	2.857545950973872e-05	1.447867452952778e-05	5.5779903050279245e-05	0.0009465982438996434	3.225355612812564e-05	0.00014995479432400316	8.067147427937016e-05	3.4516328014433384e-05	1.7534826838527806e-05	7.427838863804936e-05	0.00023295874416362494	2.9766521038254723e-05	0.0013288590125739574	0.00018683313101064414	0.00015323658590205014	8.928887837100774e-05	8.308442716042919e-07	9.853018855210394e-05	0.00011930675100302324	0.0006137190503068268	8.947957394411787e-05	0.0001147329094237648	0.00016922756913118064	1.3327316082722973e-05
ACP5	0.0001992569596040994	6.391280476236716e-05	3.4486478398321196e-05	0.0011163235176354647	0.0001255215029232204	4.388024899526499e-05	0.00012700613297056407	3.9746468246448785e-05	0.00025889609241858125	5.136890194989974e-06	6.148799729999155e-05	6.0741625929949805e-05	0.00025632738834246993	0.0003871106309816241	0.0002709793916437775	6.747709267074242e-05	0.0006665642722509801	0.00013146011042408645	9.758833039086312e-05	5.586995484918589e-06	4.103294031665428e-06	0.0009313945192843676	1.1682470812957035e-06	0.00039365794509649277
ACSL1	0.0003292268665973097	1.7906575521919876e-05	8.504408469889313e-05	0.00020778909674845636	0.00020250226953066885	0.00018831661145668477	2.6284329578629695e-05	1.418020656274166e-05	0.00017517013475298882	0.00021958666911814362	5.693305502063595e-05	0.0003257618227507919	5.841354777658125e-06	0.0007721327128820121	0.00011030986934201792	0.00021277726045809686	0.00014002862735651433	4.4013289880240336e-05	0.000267127004917711	0.00013343023601919413	0.00010196936636930332	0.0005679773166775703	3.230465154047124e-05	3.629537968663499e-05
ACSL3	0.0015878848498687148	0.0001074189058272168	0.00012895579857286066	0.00012117343430873007	0.0006089528906159103	0.00027887028409168124	0.00020450974989216775	0.00011826931586256251	0.00030801110551692545	0.00023515461361967027	0.00014462268154602498	0.00010037076572189108	0.00020960194524377584	0.00018358384841121733	0.00023609244090039283	7.613485649926588e-05	0.00021074745745863765	0.00014221022138372064	0.0003841177385766059	0.00015353370690718293	0.0001066501354216598	0.0002391926245763898	0.00019995654292870313	0.0002491461636964232
ACSL4	2.3663430965825683e-06	9.004933235701174e-05	0.00014143981388770044	0.0005537269171327353	0.00025551297585479915	4.144310878473334e-05	3.258282958995551e-05	5.204631088417955e-05	0.0001941740047186613	0.00020952062914147973	0.0001770446397131309	0.0002169843064621091	0.002011215081438422	0.0010040089255198836	0.00023437314666807652	0.0001151748510892503	0.00013359638978727162	0.00017569639021530747	0.0003195427998434752	6.33518720860593e-05	0.00016832404071465135	0.00041217010584659874	0.00020963797578588128	0.0001905200188048184
ACTA2	2.5104939140874194e-06	1.6662028428982012e-05	0.0032256722915917635	4.962157618138008e-05	2.9868682759115472e-05	9.786236660147551e-06	6.280859906837577e-06	0.00010740019934019074	4.6564164222218096e-05	0.0004997496143914759	0.0001096940177376382	0.0007885342929512262	3.866950009978609e-06	5.675338616129011e-05	2.0692996258731e-05	5.708322350983508e-05	4.873197212873492e-06	2.7859662168339128e-06	6.473199755419046e-05	4.342997635831125e-05	0.0011945072328671813	3.886820650222944e-06	7.920172038211604e-07	3.0529728974215686e-05
ACTB	0.00015822361456230283	0.0001978694781428203	0.0009700875380076468	0.003320581978186965	0.00048086384776979685	0.0005840004305355251	0.0011269347742199898	0.0008385402034036815	0.00025209831073880196	0.0006944969645701349	0.0006157754105515778	0.0008468344458378851	0.0006092570838518441	0.0012036097468808293	0.0021475814282894135	0.0002390975714661181	0.0013590765884146094	0.0002591035154182464	0.0001407947129337117	0.0006091228569857776	0.0008913383353501558	0.0015438151312991977	0.00037358535337261856	0.00025928360992111266
ACTG2	2.194967782997992e-05	1.0481577419341193e-06	0.0017436707857996225	0.0001080489601008594	1.2369719115667976e-05	0.0007444504299201071	4.6335985643963795e-06	6.505738565465435e-05	1.446619251055381e-07	1.1110435480077285e-05	6.909178864589194e-06	0.00031946037779562175	2.1522333781831549e-07	3.652020552635804e-07	3.309656449346221e-06	9.142439012066461e-06	2.6424304451211356e-06	1.6747908659908717e-07	5.798908205179032e-06	8.592632366344333e-05	0.00043589569395408034	3.0221265490126825e-08	3.2841477093370486e-08	8.399641956202686e-06
ACTN1	0.00036899151746183634	1.5152715604926925e-05	0.0010652694618329406	2.754488741629757e-05	6.722259422531351e-05	0.00025218102382496	0.00030735606560483575	4.6573786676162854e-05	0.0003062789037358016	0.001535868039354682	0.00039074066444300115	0.0005407700664363801	5.195381618250394e-06	3.7490044633159414e-05	2.16088374145329e-05	0.00015699799405410886	4.2590449993440416e-06	5.374351076170569e-06	0.0007259660633280873	0.00023621864966116846	0.0015798259992152452	0.00032822019420564175	0.00046141870552673936	3.961253969464451e-05
ACTR3	0.000214512983802706	0.00014299644681159407	0.00036876447848044336	0.0016025644727051258	0.0009053953108377755	0.00040734183858148754	0.0007137239445000887	0.000383398262783885	0.00011382943921489641	0.00031864800257608294	0.00033567825448699296	0.0007567142602056265	0.0008607124909758568	0.0007953379536047578	0.001360742375254631	0.00017150241183117032	0.001066107302904129	0.0003274430346209556	0.00017835806647781283	0.00029040282242931426	0.00047684041783213615	0.0007310491637326777	0.00029073466430418193	0.00024860157282091677
ACVRL1	2.743495315371547e-07	6.032085821061628e-06	9.011187648866326e-05	6.081784817979496e-07	5.522922492673388e-07	7.556079140158545e-07	4.701170837506652e-06	6.311825018201489e-06	0.0007495019235648215	0.00015820526459719986	0.0002289048134116456	4.839081520913169e-05	1.097481344913831e-05	4.27296690759249e-05	2.74440481007332e-07	3.8917034544283524e-05	7.107857413757301e-07	9.643135854275897e-07	0.0009691664599813521	1.4585187955162837e-06	0.00010637204104568809	0.00011163681483594701	0.0015849393093958497	1.9214279745938256e-05
ACYP1	0.00022469849500339478	3.814591036643833e-05	0.00030407164013013244	0.0005373625317588449	0.0003720324602909386	0.00020111120829824358	0.00029111187905073166	0.0004539944347925484	0.0002151764347217977	5.0519589422037825e-05	8.634018013253808e-05	6.0108606703579426e-05	0.00010458681936142966	0.00010345647024223581	0.0003534003917593509	5.132555452291854e-05	0.00019258416432421654	5.3051862778374925e-05	0.00015606239321641624	0.0006202490185387433	8.822156814858317e-05	4.444312799023464e-05	8.190086373360828e-05	0.0001546201528981328
ADAM12	1.291846388085105e-06	1.4250056665332522e-05	2.475723158568144e-05	2.2310250642476603e-05	0.00010735228715930134	9.954703727999004e-07	1.6664400391164236e-05	1.2493886060838122e-05	0.0009363722056150436	0.0017258478328585625	0.00010462208592798561	0.00032914409530349076	0.0003315407957416028	6.78511569276452e-05	3.8262305679381825e-06	0.00011690487735904753	4.915957106277347e-06	1.684702397142246e-06	0.0004411835689097643	1.6707541362848133e-05	0.0013753040693700314	7.460040706064319e-06	2.3393494075207855e-07	7.80085101723671e-05
