Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21
EFNA1	8.779495601629606e-07	2.3688132841925835e-06	4.114600415050518e-06	6.426295726669196e-07	1.0141134225705173e-05	0.000232778606005013	3.4855625017371494e-06	1.4134443517832551e-05	8.163320671883412e-06	0.0009258247446268797	1.3657008821610361e-05	2.174345172534231e-05	2.1845306719114888e-07	1.6107467217807425e-06	0.0007262272411026061	0.0012989341048523784	0.00022854596318211406	1.1688203812809661e-05	1.0133585419680458e-05	0.0016887945821508765	0.00016138753562700003
EFNB2	2.5561652705619053e-07	1.9605981549375429e-07	6.918207509443164e-05	6.4085193116625305e-06	1.227041934726003e-06	1.027675170917064e-05	4.2219869555992773e-07	0.00014195023686625063	9.395764209330082e-06	0.0021027487237006426	2.105348903569393e-05	7.36927120215114e-07	8.961980029198457e-07	4.876130697084591e-05	0.00014378209016285837	1.3719107300858013e-05	4.0038344195636455e-06	1.3076663663014187e-06	1.8426870155963115e-05	3.49767433363013e-05	9.454692917643115e-05
EGFL6	8.525492489752651e-07	1.4608249330194667e-06	7.04311896697618e-05	8.411111025452556e-07	7.510453201575729e-07	2.1079207726870663e-05	4.563010406855028e-06	0.0014731492847204208	0.00016854915884323418	2.824311877702712e-07	0.00022914313012734056	5.533530043067003e-07	1.2519100778263237e-07	0.00010779118747450411	4.899895884591388e-07	1.1919122044901087e-07	4.768294274981599e-06	1.6949111341091339e-06	7.55460059735924e-05	7.588532469071652e-08	9.880062862066552e-06
EGFL7	1.3475613513946882e-06	1.139034111474757e-06	2.067333298327867e-05	0.00014785114035476	4.430863555171527e-06	3.9274168557312805e-06	3.1891008802631404e-06	1.0302178452548105e-05	2.4629887775518e-05	0.002328992122784257	2.9176071620895527e-05	7.888351319706999e-06	1.4298465430329088e-05	5.718773991247872e-06	0.0022191088646650314	5.223299012868665e-05	3.0446850360021926e-05	1.1286099834251218e-05	2.6283263650839217e-05	4.5590575609821826e-05	0.00014020188245922327
EGFLAM	1.614068452227002e-07	2.119834192626513e-07	0.000942213402595371	5.931503892497858e-07	3.295863734820159e-06	0.0002192816318711266	1.5472558345663856e-07	0.002100033685564995	1.5331712347688153e-05	1.3325084182724822e-05	3.8434660382336006e-05	7.604957659168576e-07	7.263065526785795e-08	7.356904825428501e-05	1.119497596846486e-06	3.588200706872158e-05	1.1359534255461767e-06	3.4687524021137506e-05	1.993390469579026e-05	0.00023238160065375268	0.00020576811220962554
EGR1	0.00019998893549200147	9.855148528004065e-05	0.0012457598932087421	0.0003756852529477328	0.00015226652612909675	0.0008012315374799073	7.109796570148319e-05	0.00030769660952501	0.0002248796372441575	1.3335216863197275e-05	0.0001725638285279274	0.00021785749413538724	0.00022570525470655411	2.5888140953611583e-05	9.54717252170667e-05	0.0004031144781038165	3.4423159377183765e-05	0.00036629417445510626	0.0002602796594146639	0.0009062234312295914	5.298997712088749e-05
EHD2	2.1971241039864253e-06	7.87257647516526e-07	0.0004678585974033922	5.506219622475328e-06	2.6669904400478117e-06	0.0006159391487017274	9.719229865368106e-07	0.001906597870402038	3.495467171887867e-05	0.0005285862134769559	0.00014890430611558259	4.062800144311041e-06	1.456331801819033e-06	0.0008583493763580918	0.0012390903430059552	1.8824755898094736e-05	1.5127928236324806e-05	2.5979501515394077e-05	0.00015168526442721486	8.684108252055012e-06	0.0010104526299983263
EHD4	0.00010347299394197762	0.00025542121147736907	4.562599860946648e-05	0.00011021332466043532	0.00022242865816224366	0.00021911258227191865	0.0005436958745121956	1.1624855687841773e-05	0.00010356093844166026	0.0017295038560405374	0.00015072221867740154	0.00020826587569899857	0.0004217397654429078	0.00018432603974360973	0.0011116542154923081	4.619780884240754e-05	9.016192780109122e-05	6.809714977862313e-05	0.00019665260333567858	0.0002065437292912975	7.057686161715537e-05
EHF	4.3682907744369e-06	1.763323552950169e-06	1.281982946466087e-07	2.4502756446054264e-07	5.098669362268993e-07	2.3942971893120557e-05	9.39818983169971e-06	5.192473963688826e-06	6.5077233557531144e-06	1.8737645177679951e-06	1.5053058632474858e-05	7.178010491770692e-06	1.1611277841439005e-05	2.5316132905572886e-06	8.283335546366288e-07	0.0007098886417225003	0.000444586796220392	3.135112592644873e-06	8.811643056105822e-06	0.0006984369247220457	1.0231615306111053e-06
EID1	0.000551213975995779	0.001046151272021234	0.0014480027602985501	0.000620056118350476	0.000943887687753886	0.0012455238029360771	0.0011095445370301604	0.0009893602691590786	0.0005300471093505621	0.0006284330156631768	0.0007408771780319512	0.00034241200773976743	0.00038724648766219616	0.0008979786070995033	0.0011291037080809474	0.0009762449190020561	0.00030919950222596526	0.0007013474241830409	0.00044008600525557995	0.0006024920148774981	0.0005184109322726727
EIF2AK3	0.0002657506556715816	0.00013116604532115161	0.00021226814715191722	0.0001275029790122062	0.00024101795861497521	4.636071025743149e-05	0.00037714975769631565	7.206447480712086e-05	0.0004566979769151658	0.0002141296281479299	0.0004789717495441437	0.0014203749597072601	6.522509647766128e-05	0.0001590102183399722	5.401369708124548e-05	4.2362989916000515e-05	5.357902409741655e-05	0.0003698389627970755	0.00026437966153025627	0.0003597059694584459	0.00020293827401474118
EIF2S3	0.0010884689399972558	0.0006294040358625352	0.0004153301124460995	0.0005985568277537823	0.0013880864717066288	0.0007157555082812905	0.0004595219506882131	0.00036803531111218035	0.000462832220364362	0.00012605376832652837	0.0003120755427516997	0.00020117346139159054	0.00024513195967301726	0.00023646189947612584	0.00045964278979226947	0.0009086160571314394	0.0004556999774649739	0.00041613951907493174	0.00026916139177046716	0.00025679884129203856	0.0003927126235794276
EIF3H	0.0007638343959115446	0.0008094949298538268	0.0003231201262678951	0.0003300964890513569	0.0012970694806426764	0.00065164192346856	0.000459768547443673	0.0002312587748747319	0.00041218750993721187	0.0001089957295334898	0.0003111191326752305	0.00023139013501349837	0.0002757418842520565	0.00019495100423227996	0.000367682398064062	0.0019735991954803467	0.0007415233994834125	0.0002329165581613779	0.00026868830900639296	0.00012524522026069462	0.0017071720212697983
EIF3K	0.0012612977297976613	0.0019261890556663275	0.0005977004184387624	0.0012447041226550937	0.002507820725440979	0.0008632430690340698	0.0008076923550106585	0.0007372036925517023	0.0007596314535476267	0.00031350963399745524	0.0006010876968502998	0.000750972714740783	0.0007461800705641508	0.0003101033216807991	0.000789798388723284	0.0013095953036099672	0.0006627751863561571	0.0008587853517383337	0.00047936325427144766	0.0001715629332466051	0.000648355286102742
EIF3L	0.0012294691987335682	0.0008194450638256967	0.0007592603215016425	0.0006106413784436882	0.0020935400389134884	0.001216677250340581	0.0003548962704371661	0.0005063931457698345	0.0005197324207983911	0.00017874703917186707	0.00057283288333565	0.0003559509350452572	0.00034475867869332433	0.00023585969756823033	0.000792037055362016	0.0011025359854102135	0.0004667864996008575	0.00035675117396749556	0.0004481003852561116	9.866827167570591e-05	0.00047209227341227233
ELAVL1	0.0004609432362485677	0.0007428728858940303	0.00023877820058260113	0.00024925265461206436	0.000414934940636158	0.00019958823395427316	0.0008771387510932982	0.00026939940289594233	0.00026644935132935643	0.00017346051754429936	0.00023777909518685192	0.00041672709630802274	0.00022970941790845245	0.00021986092906445265	0.00021450320491567254	0.00020292264525778592	0.0007254667580127716	0.0003517384466249496	0.0002487977617420256	0.00012908430653624237	0.0007454061997123063
ELF1	0.0005671829567290843	0.0011302463244646788	0.00024592061527073383	0.000680204015225172	0.0007154678460210562	9.963378397515044e-05	0.0011629010550677776	7.476818427676335e-05	0.0004808247904293239	0.00016928913828451186	0.0002821933594532311	0.00015885882021393627	0.0002738195762503892	0.00014010805170983076	0.0002782876545097679	0.00024948385544121265	9.691670129541308e-05	0.0003646420664153993	0.00017614172247704118	0.0007606368744745851	5.926184167037718e-05
ELF3	2.4619557734695263e-06	3.4408528790663695e-06	2.8219267278473126e-07	5.325186975824181e-07	8.414147487201262e-06	0.00022728435578756034	1.05633898783708e-06	2.0400841549417237e-06	4.426392479217611e-06	1.2461307505873265e-06	8.392162271775305e-06	2.529589255573228e-05	2.892572865675902e-06	6.776075451853103e-07	2.3483400468649052e-07	0.0005780342617072165	0.0003920013550668955	7.324541002162732e-06	5.33469710717327e-06	0.0028124458622187376	6.5459180405014195e-06
ELK3	0.0002712090208660811	0.00022067576355766505	0.00020909956947434694	0.00010464462684467435	0.0005543960141949356	5.961471833870746e-05	0.00036466101300902665	0.0001137974759330973	0.0003080153255723417	0.0015344138955697417	0.0002453877532389015	0.00020108190074097365	0.00018470760551281273	0.00033954912214539945	0.0013897124445065856	4.369447196950205e-05	3.936872599297203e-05	0.0002147120248991996	0.00018605927471071482	0.00016155929188244045	0.00011448946315795183
ELL2	0.00019110520952381194	6.238407513592392e-05	7.148419535951689e-05	0.0006574152503162622	0.0001490828872192651	0.00015140966570470482	8.076722588157281e-05	4.785401688423008e-05	0.0007476853206753731	0.00011812996672233567	0.0002419759111944586	0.002586881397292018	0.00044444488594308496	0.000223520168219693	5.105916443426395e-06	0.00019511579012032598	7.258460391312838e-05	0.00023977721866685897	0.0009659590432420373	0.0005340620991773903	0.0004716007097158581
ELMO1	0.00055763527052477	0.0004660865815822035	3.5935576306656e-05	0.0005090805934742093	0.0006234806496649981	1.362432522000745e-05	0.0007720125140622258	1.2204732229292858e-06	0.00013351324014365673	0.0006680907681584358	4.956271004630253e-05	0.0001358049048576504	0.0002812854654621333	2.7475458409753628e-05	0.0005437284125946462	1.1504217809488182e-06	1.6913450963329524e-05	0.00043250431190244853	0.00010417489102110267	7.361506959568942e-06	3.205610119039193e-05
ELN	1.3248877621663269e-06	2.9387598488028743e-07	0.0011302907951176167	2.3358807084150612e-06	1.2090299605915789e-06	0.00044569154852069914	2.9355421702348394e-06	0.00012543232878670096	6.413096707547083e-05	0.0002177335845772177	0.0001080622459994629	6.386123914126074e-06	5.752584684159956e-07	0.0011391564039513469	0.0003208225825801492	3.4682038858591113e-06	4.005742994195316e-06	4.446368620847352e-06	0.00011211531818844378	2.479967633917113e-06	0.00019433029228821397
ELOVL7	5.513289238479047e-07	1.7455806755606318e-07	5.619175453830394e-07	0.0004943981766700745	1.1456382509322793e-07	1.7070711919586756e-06	1.769453916722341e-07	2.7798932933364995e-07	6.1790988183929585e-06	5.203620457905345e-05	8.32500427350169e-06	2.7282187602395425e-06	1.8670816643862054e-05	6.25439682266915e-08	0.0008869184530340135	5.112869075674098e-06	2.9536195143009536e-05	4.729081126697565e-07	5.54387406737078e-06	2.422164470772259e-05	6.205176305229543e-06
EMC9	0.00018112936231773347	0.00039184189517982304	0.00013906323874834925	0.00016881473129615188	0.00019167565915267915	0.00023411086294800043	0.0008082804852165282	0.00011032493057427928	0.0005465166759677231	0.00013449964171741158	0.00016788112407084554	0.00033531690132804215	0.00010567882418399677	0.00010519613715587184	0.0001289164792979136	0.00028572650626301765	0.0006857298430986702	0.00027684762608259916	0.00015272950986400247	0.00032687492785044014	0.00026437282213009894
EMCN	1.301259544561617e-06	1.3331808190741867e-07	1.8933453247882426e-05	2.8455295364437916e-07	5.444928206088662e-07	6.5298045228701085e-06	2.3890629563538823e-07	1.3410954124992713e-05	1.50680079968879e-05	0.0022615836933255196	1.6958358173724264e-05	9.90112539511756e-07	9.238024745172879e-08	2.876683140584646e-07	0.002728723920881748	1.1483629691610986e-07	1.7577035293925292e-07	1.0126752840733388e-06	1.9253800928709097e-05	1.1809386251115939e-06	1.2121363397454843e-06
EMILIN1	2.1278997337503824e-06	8.300636409330764e-07	0.0011420809896662831	4.851756966672838e-05	1.3572953321272507e-06	8.554150554118678e-05	1.1557917787285987e-06	0.00035456271143630147	4.8631678509991616e-05	3.747243226825958e-07	0.0004261127905920148	3.980020665039774e-06	2.1064754037070088e-05	0.0012110552052035928	1.2386582284307224e-06	1.401814529344847e-06	2.5365025067003444e-06	3.4359866276645334e-06	0.00022181964595802128	2.8474016744439723e-07	0.0005762850632891059
EMILIN2	0.00010172586189582944	0.0001094944091164507	0.0005682202172465622	0.00039880219264887273	0.0001183746790047735	4.1206869354937226e-05	0.00012318836525082588	8.061740663833916e-05	0.00010628208838170394	1.5479473631785368e-06	1.700055508990772e-05	3.5142331853421638e-06	0.0011685743229463696	6.30272988928482e-05	0.00011137178080389276	1.373228656120773e-06	2.154931507902802e-06	0.0001317202259087935	1.361542035738239e-05	4.877529136138037e-07	1.576660361024551e-05
EMP1	9.308387234341353e-06	4.095266376680229e-06	0.0009902514284476638	4.5133269850339275e-06	1.3456748092721682e-05	0.0002069105685222894	8.27159692562418e-06	9.495522681390867e-05	2.605627196317073e-05	0.001923216157592833	0.00010467215906828642	5.818706085847225e-06	0.0001243626029463485	0.0008332953439094126	0.0008865341660566628	5.756546670454554e-05	7.707818440394476e-05	9.863344530458562e-06	0.00013649706670548767	4.574290142045356e-05	0.0004119143704883754
EMP2	3.7234483443171484e-06	3.841052603092976e-06	0.0009195285965688527	7.191647910076426e-06	1.1890036148543004e-05	0.0010559681104496121	2.416333927612868e-06	0.0005529909394681454	4.131948662688956e-05	0.0006664660759270191	0.0001422135392203927	7.302095582417678e-06	6.816098903072998e-05	0.0004975929041393101	0.0009651220170781016	0.00032076254137791693	0.0003588813415262848	1.0652202035998926e-05	0.00014777726028114557	0.0009229062125086784	0.0008502777782268822
ENAH	4.9513564590597525e-06	5.688675173587399e-06	0.00016006722580641508	1.7128933905041777e-05	9.120058166445233e-06	0.00031939373002387583	5.953284926363267e-06	0.0003440924338065088	5.1862269174307585e-05	0.0001945565891219303	0.00034840323496609926	2.199731898144819e-05	6.843941264378373e-06	0.0011717063607648015	0.00025203294353559613	0.0004266848263796419	0.0004741551820188761	2.273482459713705e-05	0.00015227703261189163	0.00066462776158005	0.00017193070380017161
ENG	2.0808594854315743e-05	5.7815355830825865e-05	0.000324198481393978	3.979940083809197e-05	4.686407919507474e-05	6.890346412546933e-05	4.560751767712645e-05	0.00018722013919614255	2.8967662728973664e-05	0.0028460726607590914	4.2586700146785006e-05	9.069914995052386e-06	0.00040518943569622934	0.00010966818081215024	0.0024743271060287952	2.4083798052743077e-05	1.3099170246277936e-05	0.00017973182548303157	5.2423372835619375e-05	8.806588448351249e-05	0.00011099019320681691
ENPEP	2.960904055271385e-07	2.717917482186749e-07	0.00039145833579823375	6.720754299749387e-07	2.134692067556898e-07	1.8830945919035003e-05	3.45532328083209e-07	0.0028547998517751694	1.2881725524493959e-05	5.942264920122398e-07	3.6955534596927464e-05	7.849257599445991e-07	3.1328539762398577e-07	3.0174140192684717e-05	1.0410874438093742e-06	4.5470673626368807e-07	7.284079401870258e-07	5.298753421811853e-06	2.3856244297348894e-05	1.0014954909820517e-07	7.7202552347444e-05
ENPP2	2.0885272533632815e-05	4.413688259319315e-07	0.0005402828683145344	1.8908242509496631e-06	7.610415650560753e-06	1.3972626220493112e-05	3.0498534897560603e-07	6.319960448308848e-06	1.579725903866347e-05	0.0004107910208404064	2.1419440599856898e-05	2.027328264375683e-06	8.000016532605514e-05	3.047847349080257e-05	0.000729935709387064	8.822388508633594e-07	6.837399837422709e-07	5.3885810302745085e-06	1.3499896340363193e-05	1.126697725339909e-06	0.0006722500547766685
ENPP3	3.083986939600436e-06	1.5115985263491893e-07	2.814571189446724e-07	0.0026759132742881775	8.182146160606862e-08	4.0591234551357047e-07	3.947530728964921e-07	9.760784536183564e-08	5.720235549233621e-06	2.2314415559776535e-07	7.839937097742222e-06	5.093631330055359e-07	3.0645821880170843e-06	4.911379392069648e-08	4.191984771750867e-06	5.432986540654383e-07	1.0397384357929695e-06	6.403058705473086e-07	4.741084012493957e-06	2.3780279661878012e-05	4.6375819806598884e-07
ENSA	0.00045865194988436997	0.000767333316616714	0.00020774395670741796	0.0004846516821999103	0.0003912961110472679	0.0003480461018625647	0.0007080028881318867	0.0002165732003049925	0.0003520560567267239	0.0001523898245068267	0.0004025310918223113	0.00024052307708188891	0.0002695643634069711	0.0001478461635997519	0.0002986565523315221	0.0022901578340679407	0.001060327049344778	0.00039705474046058953	0.0002644817577674985	0.0012755213538184762	0.0004829403478652239
ENTPD1	0.00021962153550703079	5.147677075001411e-05	0.0005231412360444665	3.5795935673377244e-06	8.836881534080021e-06	2.3344984583673067e-05	0.002080012345686555	0.0002653765259310603	0.00013557651254814118	0.0010992423631250858	7.79841429903172e-05	0.00019283275469206274	0.00038550642784684896	0.00028330739587545395	0.0006018530111759901	3.3232774399039045e-07	8.964119842858054e-06	2.2510015696752816e-05	0.000326780864270404	4.58255135526997e-06	7.246248515002662e-06
ENY2	0.00034121592761948705	0.0005015514907427132	0.00020272922120057046	0.0003130875702481717	0.00036348888534121215	0.0005958889960311353	0.00038571382174268365	0.00022076177992857993	0.0002350377180846408	0.00025525238015688956	0.0003560191544238478	0.0004026542592328042	0.0004824683128390461	0.0003399320412427187	0.0004342920146882534	0.0012254349421709776	0.0014797293115407228	0.00035354678402654827	0.0002448806772008538	9.045972547028214e-05	0.002430687425658107
EPAS1	2.4644316454214277e-06	9.582269740349147e-06	0.00011139409616589546	3.902415483025834e-05	1.516027441539336e-05	0.00023472373140975833	4.5862809201935306e-05	0.0016236772062256932	4.435581649886444e-05	0.0018016720423474908	7.365797500824556e-05	1.6996331396512687e-05	6.008409764035605e-05	0.00022594518668483943	0.001594460103660822	5.122466518514557e-06	2.8166676202090457e-05	4.186447404208593e-05	8.347565744770691e-05	2.9079070372972637e-05	0.0002890884643420577
EPB41	0.00041120947571471334	0.0008114586817100644	1.0809593732119538e-05	5.197864811634645e-05	0.001304179197177291	3.0191544283297844e-05	0.00030230803531594574	8.230835192080121e-06	0.0005972176440991461	3.159886909998022e-05	0.00010935650061583146	0.0001252014480996877	6.089176167733967e-05	9.586638043401763e-06	6.0575981478905305e-05	0.00011649316002149135	0.00012400319974403828	0.0004219078691676259	5.4057676607044414e-05	0.0007443331414833665	3.653813837445341e-05
EPB41L1	3.7304071156540886e-06	5.034619334765011e-07	0.0003237539785914123	0.0010920935310423374	2.2943565625155316e-07	0.0002231390681117773	3.972727881773608e-06	0.001183965359814465	5.743190922657959e-05	3.9188780647236854e-05	0.000273961661150679	5.7476951042190194e-05	4.743675890495069e-05	0.00020904786651954055	7.57118541514501e-05	0.0007856849115341902	0.0002971818612422794	6.971630682528485e-06	0.00011135211389046162	0.0007549627916887403	0.00017696792201604694
EPB41L2	9.223933739122003e-05	1.6036257875384763e-05	0.0010832598200067878	0.000126315513625741	4.4051867007510737e-05	0.0002695028088055551	2.518850851629395e-05	0.0008250880637206137	0.0001381964102620259	0.0003220507060177624	0.00025781584554351866	2.777091685857158e-05	0.0004452503053471446	0.0007926573744043708	0.00018709605501499027	1.7536864106659777e-05	7.325529441004619e-05	3.045444464078173e-05	0.00014074155478738248	9.750312528922223e-06	0.0002497795794624835
EPB41L3	3.5338773614057573e-06	5.629303814203013e-07	0.00033140083542093635	7.336422527259856e-07	9.779583933777758e-07	8.30452063382836e-06	1.3127670399626368e-06	2.0365998807392316e-06	3.888542778440751e-05	0.00012973835691809654	0.00011050753528252244	2.9750999601674266e-06	0.0009740125969983637	0.00014058133820071816	0.0007398722227662802	4.9062200560001656e-05	1.3630028661282267e-05	3.44449540534697e-06	2.5034745704033412e-05	8.149435598170385e-05	5.102833893033676e-05
EPB41L4A	6.580277840839699e-05	2.3664977106818696e-06	9.561288607073948e-05	0.00016470110858790576	1.1908447959285695e-05	3.178017141181044e-05	2.2162016648508143e-06	8.727422391530126e-05	0.0002043201820924878	0.0009553078562021255	0.00010476604074938223	0.00011150717182317749	8.752788858146232e-07	5.312769644660875e-05	0.0006749088643118739	3.081456952713779e-06	5.28710188518744e-06	0.0001962297537829727	6.0309164837235585e-05	0.0005200235173106194	5.8150953918811865e-06
EPC1	0.0007148052682168782	0.0008940313127823174	0.00043207083945162594	0.0002558729611337185	0.0012313654879108071	0.00026306265499442816	0.0010996442288160324	0.0003464416367933154	0.0004112499300390482	0.0003381074930075556	0.00021921821462456137	0.00033647703821770847	0.00017384211241733283	0.00029283363255672157	0.00036599821760319173	0.00013792942627333105	0.00010033971921075135	0.0012373592471703887	0.00023931291070766747	0.0009182489011436701	0.000260712142335251
EPCAM	7.3500336839060765e-06	9.475153092353139e-06	6.680887963739224e-06	2.5436786472710082e-06	1.0451010894030333e-05	0.00014824749086983502	5.277579930407228e-06	1.941931259352714e-06	1.7868263967102394e-05	1.0454054063302465e-05	2.4902756194933318e-05	1.1822527085314505e-05	1.2253199201950338e-06	5.379238700697897e-06	7.316349183383863e-06	0.0012511424720287323	0.0008490209002047777	1.2282757779757958e-06	3.702313551912084e-05	0.0009181089117191732	1.13912537926808e-05
EPHA2	7.935146277304739e-05	5.6665911074560427e-08	7.994441693881527e-05	1.1983926015091129e-05	3.903045353581547e-07	0.00014250708045437932	1.1265031929497127e-07	0.0005891750915907323	1.148445880971849e-05	0.000756891502533108	2.5645947971497662e-05	2.6736411200545263e-06	2.9288914447533898e-05	0.0001940203655976802	0.0004601461405400187	1.3929529814049602e-05	8.12116195447743e-06	1.1426665196268004e-06	2.5421650207135826e-05	2.996289731527213e-05	1.6481519196531735e-05
EPHA4	0.00012378089013509452	0.0003989074029959738	4.2666935769375414e-05	2.3772215627104742e-06	0.0003400149871595204	3.6822460970142856e-05	9.220297215506434e-06	4.678263212554157e-05	2.3753396817483008e-05	0.0004488887789193541	0.0002389654837315902	1.7734230368660064e-06	2.305158659510198e-07	0.00011879768135258928	0.0005246953805908561	6.202107670105761e-06	3.3595988497836515e-06	0.0004625950241461396	2.599771869427059e-05	6.019203647156246e-05	9.260771184926853e-05
EPHB4	1.5203646626105183e-06	1.2516104561655084e-06	4.275402534403838e-05	1.3959008811070817e-06	3.2814464248076547e-06	0.00010984471009578556	1.4674011481474736e-06	4.2758489144034684e-05	4.016983075416647e-05	0.001439186162315309	2.5832176106632687e-05	6.110245521995239e-06	4.279602308088215e-06	0.00020286685321480036	0.0008896918152458966	0.0001834027498262003	0.00016034254804253578	1.0454065204612562e-06	2.0402954760356806e-05	0.0007833645795471966	5.914081702940166e-05
EPHX1	1.145200712926453e-05	8.648567927593831e-06	0.001043225871399045	1.7733687855070457e-05	4.217856712784851e-06	0.0002829422883223742	6.026738446962554e-06	0.0009667594567872584	0.00010861214104807004	0.00012798947864212096	0.0003025854821316898	0.00012434832751750946	0.0001470266724936664	0.00022164230176713318	0.0006593283032998443	0.00038625241722911596	0.0003113670682068914	2.1178246242925525e-05	0.00014812135486863554	0.0004634814977180213	0.0004771804378833622
EPS8	8.695980795891955e-06	5.018107458454324e-06	0.00037231389433145523	2.9640680168085964e-06	1.0710795322665945e-05	0.0006401645368896425	3.906632173311664e-06	0.0024770316667854786	2.7845870135934092e-05	0.00013109414430800825	8.282597264042124e-05	9.425642019778024e-06	0.00013107045379001647	0.00017858640057966113	0.0003553248825483024	0.00011659438314381987	0.0002026682923315093	3.12634656438604e-05	6.253281753743067e-05	0.00014999747509136796	0.00013372674584388733
EPS8L2	0.00011217239807592705	0.00039416152867488563	4.734118556370959e-05	2.650324131536763e-05	0.00023844136740081012	0.0002997690753545612	0.0004668832407332957	2.383975925113191e-06	0.00018066052871290594	1.8102789454133017e-06	8.00889465608634e-05	0.00015084672486409545	2.4044918518484337e-06	0.0001596391957718879	2.8241334803169593e-05	0.0005059521063230932	0.00038220692658796906	0.0002223503397544846	0.00010457144526299089	0.0009656146867200732	0.0001111787132686004
EPSTI1	0.0004215013759676367	0.00040880031883716583	0.00016185278946068138	3.9397578802891076e-05	3.10041505144909e-05	6.661270617769333e-06	0.0020242901518940926	0.00012490010703913867	0.00020820516510866582	8.076677477220073e-05	0.0002506736491341144	0.0002081303537124768	0.0005900429096072912	0.0002614525146782398	7.468013791367412e-05	7.451961892002146e-07	1.4719317732669879e-05	3.7978508771630004e-05	0.00037736850208602846	5.31974365003407e-07	2.415910603303928e-05
ERAP2	0.00033483721199445426	0.0005033452180214226	0.00021448926418088377	0.00010215248767053708	0.0005595138063654304	5.660386159433983e-05	0.00019149479339830577	4.606676156981848e-05	0.00014251218817662448	7.96575186541304e-05	6.431229849113151e-05	7.790164090692997e-05	9.229138231603429e-05	0.00018608139362186193	0.0001288977946387604	2.4824980755511206e-06	8.601368790550623e-06	0.00028218020452186465	0.00014383804227691144	1.6908337784116156e-05	3.4989254800166236e-06
ERBB2	6.877408850414213e-06	2.306577471244964e-06	3.3517346309963614e-05	4.4520857045426965e-06	5.9430776673252694e-06	6.363091961247846e-05	7.777684004395269e-06	3.2660740544088185e-05	1.607219201105181e-05	4.429011823958717e-06	2.1296902559697628e-05	8.886725481715985e-06	1.3501687590178335e-06	6.698039214825258e-05	1.2602380593307316e-05	0.00012729792797472328	0.00013936332834418863	8.106327732093632e-05	1.6574533219682053e-05	0.0005048734601587057	9.264293112209998e-06
ERBB3	6.238039532036055e-06	3.169259798596613e-06	1.1255479392957568e-07	2.2600266902372823e-07	1.196591074403841e-05	2.6041623641503975e-05	6.59202328279207e-07	1.6514199785433448e-07	3.78186086891219e-06	5.934828095632838e-07	8.021736903174315e-06	5.439048436528537e-06	1.2034844587560656e-07	5.768450961340932e-08	3.352112685206521e-07	0.00025104222004301846	0.00019886644440703094	6.008036166349484e-07	3.6262563298805617e-06	0.003538884688168764	1.796062633729889e-06
ERBB4	3.3833853763098887e-07	6.483681147528841e-08	9.320964977632684e-08	7.884531783020066e-08	1.7647739980475308e-07	2.147056147805415e-05	4.3897902202161276e-08	3.2568375445407582e-06	3.045802486667526e-06	4.66705891710717e-08	6.262869192141807e-06	5.937591822657851e-07	2.5218694688078358e-08	3.2471607624984244e-08	7.637432730689397e-08	1.8240102761524213e-08	1.3347251297091134e-05	2.7568214022721804e-07	3.2370064673159504e-06	0.0033090668730437756	2.8167329446660005e-07
ERG	2.0434755754195066e-07	3.0531290917679144e-07	6.867681804578751e-06	0.00033395839272998273	5.107213837618474e-06	7.17208968126215e-05	2.3067485699357348e-07	3.2306829780281987e-06	7.5985035437042825e-06	0.001747862552292645	1.5509060176555067e-05	5.713275754715141e-07	2.1653270323440665e-06	4.692265429184772e-05	0.002048560418188572	6.782131123372892e-08	1.425674014399192e-07	1.2371253887977218e-06	1.0787124665512238e-05	5.164902177057229e-07	2.3851072910474613e-05
ERGIC1	0.00035032627056352794	0.00023169581254478544	0.0005717721651308239	0.0003278766234871	0.00014150564675219357	0.00016711100761312991	0.00014213573012966663	0.00013218517415225506	0.0003723255358636379	0.0002696510055102408	0.00016096253239084035	0.0007725754985585809	0.0002780490613076836	0.0004500728100538254	0.00016117912309709936	0.0006807856843806803	0.0001980428642127663	0.0014021487440913916	0.000660542631521821	0.00200279732234776	0.00020740772015415132
ERGIC3	0.00037743052234873176	0.0006075181299820542	0.0006737160729244351	0.0003904059121850878	0.0005979846464470029	0.0006272836471907794	0.0005059036193415523	0.0004066537076141685	0.0009553648415021598	0.00031843845499679446	0.001352368388324976	0.0021148447412997484	0.00039284976082853973	0.00037383276503533125	0.00033061858266592026	0.0015632238937541842	0.0006670660222880542	0.00040983021608553827	0.0010646986775100231	0.00025372582604177296	0.0019747952464967966
ERLEC1	0.000298031372949481	0.0005865339189767838	0.0006268640281632543	0.00032141973497346044	0.0004911085125058889	0.0002734982699621469	0.0005570317734964192	0.0004419719916768372	0.0016426496440544724	0.0004450108972378075	0.0007391335675492883	0.0036307801492512226	0.0002873750345315784	0.0007006354280747473	0.00017743243370205164	0.000622370804194361	0.00031214667251333594	0.000392853282392025	0.001547104213386774	0.0006986409425735474	0.0003939280577469617
