Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21
HM13	0.00029865920078009367	0.0005974433152005076	0.00033477897522971034	0.0001654441439313814	0.00042545603355392814	0.0003238768258597702	0.0008270522812381387	0.0003744686546269804	0.001012075925245881	0.0003770577604882419	0.0007724912720732391	0.0025523395743221045	0.000651352689601481	0.00043383141746744514	0.0001952337333932519	0.00038138532545417547	0.0004081737424712628	0.0005857344949617982	0.0012244607787579298	0.0003078635490965098	0.002127457642927766
HMCN1	5.69586291021551e-07	3.123445139863179e-06	0.0007276662508957088	2.0673421659012092e-06	6.0139432207506616e-06	2.648420377227012e-05	2.9376362817856716e-06	1.2714966942439787e-05	3.446604750934057e-05	0.0001177135927719064	0.00012632191646844149	1.136191372097528e-06	6.690361828987079e-07	0.0012303292751312256	0.00011888000881299376	3.7343545500334585e-07	4.5490665456782153e-07	3.6066389839106705e-06	0.0001635535736568272	1.3373002047956106e-06	7.245360848173732e-06
HMG20B	0.00024830145412124693	0.0005035846261307597	0.00034416618291288614	0.00014851511514279991	0.0002860328822862357	0.0005058002425357699	0.0004248625482432544	0.00028544411179609597	0.0001214069125126116	0.00033000847906805575	0.00022182802786119282	0.0003652293235063553	0.00021312781609594822	0.00030161929316818714	0.00032321937032975256	0.0004900160129182041	0.0006950605311430991	0.0004405529471114278	0.00019257771782577038	0.0016314687673002481	0.00028912516427226365
HMGA1	0.0006952521507628262	0.0006842256407253444	3.5570010368246585e-06	8.743572107050568e-05	0.00036957618431188166	6.176874012453482e-05	0.0001081191367120482	1.5783422213644371e-06	0.00023590952332597226	6.361337455018656e-06	0.0001253672526217997	0.00033979042200371623	0.000387401640182361	6.890383701829705e-06	1.0214117537543643e-05	0.0005732537829317153	0.0012893088860437274	9.381472045788541e-05	7.640730473212898e-05	1.2161776794528123e-05	0.001547178253531456
HMGB1	0.0010810695821419358	0.0016370229423046112	0.0008119904086925089	0.0005992361693643034	0.0012089830124750733	0.0011396652553230524	0.0016040848568081856	0.0006926872301846743	0.0008541257702745497	0.0007315746624954045	0.0007227366440929472	0.0005964351585134864	0.00046432678936980665	0.0005480149993672967	0.000959521799813956	0.0008823429816402495	0.002307907212525606	0.0012069836957380176	0.000521714158821851	0.0007317822892218828	0.0003997616295237094
HMGB2	0.00019474180589895695	0.0006901747547090054	0.0001551175955682993	8.066188456723467e-05	0.0003603654040489346	0.00013091351138427854	0.0005773361190222204	5.089621845399961e-05	9.387217869516462e-05	4.782532050739974e-05	8.722297934582457e-05	8.492904453305528e-05	0.00010300039866706356	4.040440035169013e-05	0.00019650583271868527	3.5789955290965736e-05	0.0025223998818546534	0.00010725806350819767	6.209158163983375e-05	4.720167271443643e-05	6.971231778152287e-05
HMMR	1.231501028087223e-05	3.2107459446706343e-07	2.8338828883534006e-07	1.4526332847708545e-07	5.1564811087700946e-08	3.0050225063860125e-07	3.478641019682982e-06	2.0304460690567794e-07	7.874676157371141e-06	5.437887011794373e-07	2.199450864281971e-05	4.448225809028372e-05	3.142723244309309e-06	1.6159776805579895e-07	1.5995708224636473e-07	8.696948938791138e-09	0.0015667289262637496	5.433973342405807e-07	1.2741639693558682e-05	1.234008362160921e-08	1.6294134184136055e-06
HMOX1	2.7814990971819498e-05	1.127304585679667e-05	1.1680496754706837e-05	3.044314382805169e-07	4.3721021825149364e-07	1.3262203538033646e-05	6.130674591986462e-05	8.915012585930526e-07	3.534881034283899e-05	9.110926839639433e-07	1.916251130751334e-05	1.0599059351079632e-05	0.000852899334859103	1.1573323718039319e-05	4.5061133278068155e-06	3.946606739191338e-06	3.4580487408675253e-05	5.174690045350872e-07	8.282669114123564e-06	8.240641591328313e-08	0.00043474489939399064
HN1	0.00032125625875778496	0.0009535294375382364	5.97424732404761e-05	0.00023721532488707453	0.0001951827434822917	0.00016159708320628852	0.0010744762839749455	4.197610905976035e-05	0.00031914058490656316	0.00013499229680746794	0.00023480730305891484	0.0002583011519163847	0.0005261337500996888	0.00015677967166993767	0.00012761176913045347	0.000675109273288399	0.002359981182962656	0.00016514163871761411	0.00015606671513523906	0.0002165269252145663	0.00014670526434201747
HN1L	0.0001819124590838328	0.000243039132328704	5.1272418204462156e-05	4.304958929424174e-05	0.00025253547937609255	0.00017065696010831743	0.0002108443877659738	0.00011732508573913947	6.186271639307961e-05	8.197544957511127e-05	8.262857591034845e-05	0.00011529096082085744	8.623053872724995e-05	0.00013291029608808458	0.00013657743693329394	0.0006430005887523293	0.0008223203476518393	8.799954230198637e-05	5.887438601348549e-05	0.0013647567247971892	9.357133239973336e-05
HNMT	8.276206244772766e-06	1.6826794535518275e-06	0.0007090395665727556	3.947206550947158e-06	3.382882596270065e-06	0.00029496714705601335	2.9775274015264586e-06	0.000518368964549154	3.807335451710969e-05	1.1626241757767275e-05	0.0002922679123003036	1.9387187421671115e-05	0.0011929291067644954	0.0005859400844201446	8.724994586373214e-06	0.0002360971411690116	8.565869939047843e-05	8.979536687547807e-06	0.00012136893928982317	0.0004342254833318293	8.859120134729892e-05
HNRNPA1	0.00139886443503201	0.0020396753679960966	0.0007681194110773504	0.0006781044066883624	0.002855677390471101	0.0010965489782392979	0.0015821506967768073	0.0005548077169805765	0.0008343033259734511	0.0003554807335603982	0.0008669234812259674	0.00036772992461919785	0.00040706677827984095	0.000490826612804085	0.0009528297814540565	0.00211892812512815	0.0012721758102998137	0.0008123257430270314	0.0006248168065212667	0.0003904018667526543	0.0007772828685119748
HNRNPA2B1	0.0012657430488616228	0.0015294692711904645	0.000666476262267679	0.0007654028013348579	0.001349876169115305	0.0009005595929920673	0.0015701119555160403	0.000634433759842068	0.0005910073523409665	0.0005950105842202902	0.0009013076196424663	0.0004340556333772838	0.0005745331291109324	0.00042939529521390796	0.0007740606088191271	0.0004913508892059326	0.0015082212630659342	0.0013779887231066823	0.0004607294104062021	0.0013776090927422047	0.00033399922540411353
HNRNPA3	0.0006611703429371119	0.0010261290008202195	0.0004799024318344891	0.00038948317524045706	0.0007344471523538232	0.0006687093409709632	0.0012789253378286958	0.0005598774296231568	0.0005006434512324631	0.0005253859562799335	0.0004916574689559639	0.0003329783503431827	0.0004503790696617216	0.00039682432543486357	0.0006093314150348306	0.0005297354655340314	0.0012649890268221498	0.0007635949878022075	0.0003603858349379152	0.0005483849672600627	0.0005624358309432864
HNRNPAB	0.00029626957257278264	0.0006025453330948949	0.00024517360725440085	0.00023262332251761109	0.0003967217926401645	0.00018832692876458168	0.0005085397860966623	0.0002604980254545808	0.00028964452212676406	0.00029402438667602837	0.00036586279748007655	0.0002460066752973944	0.00031086773378774524	0.00031464797211810946	0.00024894686066545546	0.00044252834049984813	0.0012228472623974085	0.0006591018754988909	0.00027830834733322263	0.00020068803860340267	0.0005320305936038494
HNRNPDL	0.0013315092073753476	0.0015551551477983594	0.0006735391798429191	0.0007578420918434858	0.00189812364988029	0.000818167463876307	0.0013274701777845621	0.0006155205774120986	0.00082849629689008	0.00036674831062555313	0.000806143507361412	0.00041161736589856446	0.0004044378292746842	0.0004379439342301339	0.0004945701221004128	0.0004814275598619133	0.0005280353361740708	0.0016764369793236256	0.000536265317350626	0.000983787002041936	0.0005681479233317077
HOOK2	0.00018168101087212563	0.0001630083133932203	0.00018535021808929741	0.00012104649795219302	0.0003074463165830821	0.000342091778293252	0.0001567204890307039	0.00014628515054937452	7.074206223478541e-05	0.00011519318650243804	8.314751175930724e-05	0.00017255185230169445	6.083627522457391e-05	0.00015226226241793483	0.00010733204544521868	0.00025419658049941063	0.00018183626525569707	0.0001235558738699183	0.00010271187056787312	0.0020116681698709726	0.00010090267460327595
HOPX	0.0002822729875333607	0.0012592492857947946	0.00016231488552875817	1.2971484466106631e-05	4.309872747398913e-05	0.0001520321675343439	0.00030916306423023343	0.0005870152963325381	8.631010859971866e-05	2.8851662136730738e-05	0.0001247586915269494	6.181891876622103e-06	6.783296271350991e-07	0.00015432399231940508	7.114729669410735e-05	5.6086410040734336e-05	4.6008364734007046e-05	0.007774423807859421	6.0058682720409706e-05	0.00019479873299133033	3.256195122958161e-05
HOXB-AS1	3.431733784964308e-05	0.00010273871885146946	0.00030009503825567663	0.00020300457254052162	0.00021521946473512799	8.202208846341819e-05	0.00037226034328341484	0.0005455503123812377	8.565828466089442e-05	3.92305628338363e-05	0.0006298781954683363	3.394116720301099e-05	1.8428880139254034e-05	0.0002877639781218022	5.271791815175675e-05	3.2002317311707884e-05	2.5669480237411335e-05	0.00015482906019315124	0.0003267799911554903	0.0005481929983943701	4.457132308743894e-05
HOXB4	6.525898788822815e-05	0.00033812623587436974	0.00028934908914379776	0.0005733717116527259	5.585273902397603e-05	1.851625165727455e-05	0.00034458181471563876	0.000239774672081694	0.0001312921376666054	0.00027480960125103593	3.3910000638570637e-05	7.570972229586914e-05	2.1630950868711807e-05	0.0003391302307136357	0.000351052702171728	2.3121099275158485e-06	1.6267867977148853e-05	0.00032327286317013204	0.0001836231822380796	9.507255526841618e-06	1.0745984582172241e-05
HOXB7	2.4736407794989645e-05	5.647283614962362e-05	9.053235407918692e-05	7.446335075655952e-05	2.338857484573964e-05	0.0004918106715194881	9.778966341400519e-05	0.00041851887363009155	3.941058093914762e-05	0.0004708572814706713	8.044750575209036e-05	0.00012520099699031562	8.676784636918455e-05	0.0004801607574336231	0.001089271972887218	0.00020536532974801958	0.0004778467700816691	1.5034765056043398e-05	0.00011944894504267722	5.037320079281926e-05	6.457415292970836e-05
HOXD10	8.797533723736706e-08	5.287713378265835e-08	6.362284921124228e-07	1.3308789448274183e-07	3.071184906389135e-08	2.206658678005624e-07	1.3727131431551243e-07	2.831427536875708e-07	4.30755244451575e-06	0.0006246765842661262	8.109343980322592e-06	2.7729643647944613e-07	3.7447954071012646e-08	2.4099053916870616e-06	0.001125447335653007	9.318990024098639e-09	4.1961286001424014e-08	3.6314310136731365e-07	4.597127372107934e-06	4.828388000532868e-07	6.936608087926288e-07
HOXD3	1.0522408899760194e-07	6.197173973987447e-08	0.0001433369907317683	4.631025660728483e-07	1.562008264954784e-07	1.6851228110681404e-06	8.66370655216997e-08	5.187588612898253e-05	7.0329447225958575e-06	0.0003269911103416234	1.7289099560002796e-05	6.776780878681166e-07	4.608313375342732e-08	9.379832772538066e-05	0.0007594962371513247	1.3178029689697723e-07	8.882847879476685e-08	7.295185469047283e-07	2.9316979635041207e-05	3.680279041873291e-05	3.163848668918945e-05
HOXD8	6.757267669854627e-07	1.9434949649621558e-07	0.00047969751176424325	8.106491691250994e-07	4.241007331984292e-07	1.6066100215539336e-05	1.6300886329645436e-07	0.00024798818049021065	1.470936604164308e-05	0.0009811335476115346	7.180326792877167e-05	4.899309260508744e-06	8.523518602032709e-08	0.00038104661507532	0.0007543116225861013	8.314567821798846e-06	5.109583071316592e-06	1.0905305316555314e-05	7.483208173653111e-05	7.112652383511886e-05	0.00015019481361377984
HOXD9	1.062832666320901e-06	2.0182790194667177e-07	2.1558718799497e-05	4.960334081260953e-07	6.559413634477096e-08	2.2083952444518218e-06	7.256738854266587e-07	3.955881038564257e-05	8.553480256523471e-06	0.0015466652112081647	1.8222039216198027e-05	7.234492613861221e-07	5.8392370050341924e-08	3.887318598572165e-05	0.0010413976851850748	8.700100551095602e-08	1.6290584881062387e-06	1.4471494296230958e-06	2.7022819267585874e-05	3.351179032051732e-07	7.064411420287797e-06
HPGD	4.994224582333118e-06	4.7185138100758195e-05	6.581272373296088e-06	0.004310132469981909	3.9111084333853796e-05	8.079367944446858e-06	0.00011568037007236853	1.3582645124188275e-06	2.949234658444766e-05	7.239808041958895e-07	1.9393435650272295e-05	1.873266046459321e-05	4.767449354403652e-06	5.942964662608574e-07	1.5134127124838415e-06	4.3068587274319725e-07	2.0011158994748257e-05	1.0185897735937033e-05	9.685883924248628e-06	3.0808598694420652e-06	1.2131192761444254e-06
HPGDS	1.1548002021299908e-06	3.33196140900327e-07	1.318487790058498e-07	0.005803458392620087	3.771478702674358e-07	3.505364247757825e-07	1.2234814903422375e-06	1.0357757673773449e-07	8.46184411784634e-06	1.2370458080113167e-07	7.588412245240761e-06	1.7458717138651991e-06	0.00015315780183300376	3.652437641221695e-08	1.3973877344142238e-07	1.1290597790036827e-08	6.773013438987618e-08	3.2756528867139423e-07	5.964355750620598e-06	1.2033944507550132e-08	3.428124273341382e-07
HPN	1.969865252249292e-06	9.073802402781439e-07	1.0955057405226398e-05	8.669218800605449e-07	2.007697275985265e-06	0.00023583091387990862	2.403886128377053e-06	1.1813364153567818e-06	6.493815362773603e-06	1.4369031759997597e-06	2.0936833607265726e-05	7.861297490308061e-06	8.563345090806251e-07	5.862186185368046e-07	1.1520168641254713e-07	0.00095410889480263	0.0002540544664952904	1.1715691243807669e-06	1.3185579518903978e-05	0.0019293662626296282	0.0001612410123925656
HPRT1	0.0002460522809997201	0.0006511593237519264	0.00010816224676091224	0.00030978178256191313	0.0004121398087590933	0.00019411450193729252	0.0006932084215804935	0.00022622328833676875	0.00010935875616269186	0.00010138889774680138	9.902022429741919e-05	5.519985279534012e-05	0.00030631752451881766	8.66066402522847e-05	0.0002216631983174011	0.00023478515504393727	0.0007421314949169755	8.489174069836736e-05	9.236037294613197e-05	1.9045464796363376e-05	0.0002626545028761029
HPSE	1.2970460375072435e-05	7.065234967740253e-05	3.1466413474845467e-07	1.569767249520737e-07	8.111245551845059e-05	6.727136678819079e-06	0.00027432828210294247	8.314124215758056e-07	1.7748490790836513e-05	2.3072252020028827e-07	1.1988797268713824e-05	5.215799205871008e-07	0.0007309082429856062	9.036176606969093e-07	1.931345877892454e-06	1.4258490921292832e-07	1.036786943586776e-05	1.255688744095096e-06	8.308637006848585e-06	3.207908960689565e-08	4.113142040296225e-07
HRC	1.7401472973688215e-07	5.3388770737683444e-08	3.561708297183941e-07	3.578937537440652e-07	8.462831146971439e-08	8.089020411716774e-06	1.4905263867603935e-07	0.001740558655001223	1.331305338680977e-05	1.4214934651590738e-07	1.8766899302136153e-05	7.135675446079404e-07	1.5199742620097823e-07	1.2083062017609336e-07	3.3094264040300914e-07	1.9906130077629314e-08	1.965928959180019e-06	1.9163323941029375e-06	8.854454790707678e-06	2.2127874217403587e-06	6.418986231437884e-07
HRH1	8.202238177545951e-07	2.0583631510362466e-07	0.00033763039391487837	1.3479681001626886e-05	2.717586312428466e-06	3.073204425163567e-05	3.575584628379147e-07	1.0443221071909647e-05	1.2085484740964603e-05	0.0005127723561599851	4.214944419800304e-05	2.823012891894905e-06	0.00018782906408887357	0.00019154571054968983	0.0007246662862598896	7.453842044924386e-06	5.695166692021303e-06	4.954958058078773e-06	7.039001502562314e-05	3.258039896536502e-06	0.00046819684212096035
HRH2	3.266962812631391e-05	3.478426515357569e-05	7.036603051346901e-07	1.3029352885496337e-06	0.0005580892902798951	0.00010908125841524452	7.126150740077719e-05	0.0005182973109185696	2.049223803624045e-05	4.153571353526786e-07	4.5879885874455795e-05	3.6331282444734825e-06	0.0005893719498999417	2.9819502742611803e-05	2.70002101387945e-06	1.688878001004923e-05	7.38889457352343e-06	9.296833923144732e-06	1.7719205061439425e-05	6.11785872024484e-05	9.254891665477771e-06
HS3ST1	0.0002950453490484506	5.767903985542944e-06	9.259859325538855e-06	0.004987869877368212	4.541238013189286e-06	0.00028664799174293876	7.053000899759354e-06	2.9956683647469617e-05	1.121902732847957e-05	0.00030918908305466175	1.0423040293972008e-05	2.2564213395526167e-06	0.0005272436537779868	1.9155105235313385e-07	0.0001554298505652696	2.777791905828053e-06	1.0151203241548501e-05	6.126162475084129e-07	6.831261543993605e-06	1.263771423509752e-06	3.801875573117286e-05
HS6ST1	4.820575850317255e-05	2.4426324671367183e-05	0.000330327486153692	0.001546605140902102	3.5939752706326544e-05	0.00026541759143583477	1.627093479328323e-05	3.366970850038342e-05	0.00016284473531413823	0.00022145567345432937	7.910571730462834e-05	2.6909459847956896e-05	6.218735506990924e-05	0.00038959598168730736	6.221064541023225e-05	0.0003904154582414776	0.0001424216025043279	0.00011541323328856379	9.110383689403534e-05	0.0009340229444205761	0.00010461929196026176
HSBP1	0.0003227989363949746	0.0003642159572336823	0.0005009997985325754	0.0003093190607614815	0.00023490477178711444	0.0009557709563523531	0.0006156060262583196	0.0004100495425518602	0.0002466452424414456	0.0004469136765692383	0.00031361141009256244	0.0002899250539485365	0.0008309803670272231	0.0006578906322829425	0.0005071962368674576	0.0011985891032963991	0.0011203293688595295	0.0002103401639033109	0.0003881939046550542	0.00014136206300463527	0.0009251314331777394
HSD17B12	0.00031676635262556374	0.0002318530168849975	0.0003664905088953674	0.0013927582185715437	0.0003835059760604054	0.0003221787919756025	0.0001815556170186028	0.0002273183490615338	0.00030645463266409934	0.00039229070534929633	0.0004065044631715864	0.00035123396082781255	0.00030912260990589857	0.00023085209249984473	0.0004526625561993569	0.0002390429872320965	0.00019169411098118871	0.0003479640290606767	0.00020304234931245446	0.00046713330084457994	6.819146074121818e-05
HSH2D	0.001234774012118578	0.00048292838619090617	5.679168566530279e-07	1.8857679606298916e-05	0.00014493051276076585	1.1724051773853716e-06	0.0009746932191774249	2.9630658104906615e-07	0.0003621468786150217	1.1966810234298464e-05	0.0007627496379427612	0.0021165763027966022	5.9064856031909585e-05	3.322851682696637e-07	5.034192440689367e-07	5.667394361807965e-05	4.184308272670023e-05	0.001969909528270364	0.0002407725405646488	0.0005384365795180202	2.1039077182649635e-06
HSP90AB1	0.0007793473196215928	0.0007872716523706913	0.0007640463882125914	0.0011058069067075849	0.0009256161865778267	0.001876993104815483	0.0006458581774495542	0.0005556526011787355	0.0005019339732825756	0.0004389779642224312	0.00041999173117801547	0.00026121435803361237	0.000593493168707937	0.0003040288866031915	0.0010282618459314108	0.001844435348175466	0.0011662287870422006	0.0003396613465156406	0.0002877427905332297	0.0005044261924922466	0.0012381136184558272
HSP90B1	0.0003462915192358196	0.0005109109333716333	0.0006072386167943478	0.0004078760975971818	0.000529431039467454	0.0005629793158732355	0.0004155031929258257	0.0005967361503280699	0.00123328878544271	0.0008122721337713301	0.0008715516305528581	0.004826197400689125	0.0006389999180100858	0.00064228440169245	0.0003691208839882165	0.00044509104918688536	0.0005169048090465367	0.0006502049509435892	0.001774729578755796	0.00038643975858576596	0.001799082849174738
HSPA12B	2.867201658318663e-07	3.02882199321175e-07	0.00041108173900283873	1.5796022125869058e-06	2.360664211664698e-06	8.267782504844945e-06	3.5699883937923005e-07	2.085627556880354e-06	1.3376326023717411e-05	0.0014653479447588325	7.206178270280361e-05	2.455218464092468e-06	2.9121378020136035e-07	0.0002858011575881392	0.0009715742780826986	3.323807322885841e-05	1.675505882303696e-05	9.410037819179706e-06	4.8163368774112314e-05	0.00010826910147443414	0.0002787268895190209
HSPA1A	2.770617174974177e-05	8.890561730368063e-05	0.00020944626885466278	3.752299744519405e-05	4.251603240845725e-05	0.001010048552416265	0.00017060876416508108	9.009585482999682e-05	2.388898610661272e-05	4.077106132172048e-05	2.8079271942260675e-05	3.2515235943719745e-05	0.0001858977775555104	5.552850052481517e-05	0.0001433452416677028	0.00024300059885717928	0.00026254227850586176	4.864381116931327e-05	1.724751382425893e-05	0.0007868214161135256	0.0013806484639644623
HSPA1B	7.348305371124297e-05	8.217024151235819e-05	0.0001418126921635121	4.1230199713027105e-05	0.00010123174433829263	0.0007285207975655794	5.425206109066494e-05	7.278821431100368e-05	0.00010652873606886715	2.6455049010110088e-05	6.988264067331329e-05	9.17085781111382e-05	0.00010835504508577287	2.39462260651635e-05	9.688878344604746e-05	0.0002579997235443443	0.0002905007277149707	3.065642522415146e-05	5.1882270781788975e-05	0.0006976998993195593	0.0008043097332119942
HSPA6	3.0665280519315274e-06	8.075051482592244e-06	2.2049279380098596e-07	9.606343098766956e-08	8.232807857666558e-08	2.289583244419191e-05	1.0709541697906388e-07	7.388396738861047e-07	4.203396656521363e-06	8.757846359230825e-08	6.30257636657916e-06	0.00041234868695028126	0.00020536186639219522	6.37666744296439e-07	3.144153879475198e-07	1.0980069419019856e-05	4.932664887746796e-05	2.9770399123663083e-07	4.336262463766616e-06	7.333311291546352e-09	0.0012714617187157273
HSPB1	9.962598414858803e-05	0.00020532243070192635	0.0003326938604004681	0.00016462973144371063	0.00024194411525968462	0.0012973761186003685	0.00040540206828154624	0.0004821129550691694	0.00014919741079211235	0.00034724079887382686	0.00019909605907741934	0.00010681529238354415	0.0004134240443818271	0.00046543567441403866	0.0008833203464746475	0.0009091983665712178	0.0007920382195152342	0.00012640890781767666	0.00012387923197820783	0.0005968367913737893	0.0029644055757671595
HSPB11	0.0004329781804699451	0.0010290412465110421	0.0001806805667001754	0.0003017233684659004	0.0003569058026187122	0.00031484250212088227	0.0008036413928493857	0.00011537357204360887	0.00035270105581730604	9.892829257296398e-05	0.00032514749909751117	0.00040473745320923626	0.0002066373563138768	0.00010625091090332717	0.00018458293925505131	0.0005394716281443834	0.000775080407038331	0.00045301017235033214	0.0002481937990523875	0.00037947550299577415	0.00030706156394444406
HSPB6	1.2775998357028584e-06	8.573064746997261e-07	0.0019055197481065989	2.108487478835741e-06	3.905712674168171e-06	0.0007942257216200233	3.0567187536689744e-07	0.0006709176232106984	0.00014240284508559853	4.99327541092498e-07	0.00018206390086561441	2.3358618363999994e-06	1.769818283037239e-07	0.00010748330532805994	4.105228526896099e-06	9.53502421907615e-06	7.576643383799819e-06	1.6102805602713488e-05	8.771428110776469e-05	3.7007588105097966e-08	0.0022698030807077885
HSPD1	0.00040741998236626387	0.00047122302930802107	0.0003273195761721581	0.0002158377319574356	0.0005774566088803113	0.0005834084586240351	0.0003943387127947062	0.0002588584611658007	0.0003692502505145967	0.00014445220585912466	0.0003134419384878129	0.0003557773306965828	0.0003390383208170533	0.00018601368356030434	0.0003949059755541384	0.0009294485207647085	0.001328750280663371	0.0001971492456505075	0.0002126130711985752	0.0003064601041842252	0.001288222847506404
HSPE1	0.0005309354164637625	0.0007635456859134138	0.00026128831086680293	0.00031961084459908307	0.0006287911674007773	0.00039049118640832603	0.0006098959711380303	0.00020260570454411209	0.0005355703760869801	0.00017187184130307287	0.0005102146533317864	0.0004475408641155809	0.00034820305882021785	0.00027341459644958377	0.00031146156834438443	0.0017434157198294997	0.0016613705083727837	0.00029153923969715834	0.000308725459035486	0.00059492391301319	0.0018694477621465921
HSPG2	3.8686189327563625e-06	1.242986854776973e-06	0.00033691711723804474	6.881713488837704e-05	3.5634072901302716e-06	7.555798219982535e-05	2.902803998949821e-06	7.464975351467729e-05	5.41481094842311e-05	0.0038823282811790705	9.745830175234005e-05	1.2518691619334277e-05	1.0486963901712443e-06	0.0007211046176962554	0.0007796853897161782	4.6209383981477e-06	5.17642456543399e-06	1.2543618140625767e-05	9.32621696847491e-05	5.690471880370751e-06	0.0002138972922693938
HTRA1	1.5008724858489586e-06	7.917600669316016e-06	0.0012658622581511736	6.5634371821943205e-06	1.2090952623111662e-05	6.81144229019992e-05	1.718254861771129e-05	6.331467011477798e-05	3.725100032170303e-05	0.0004616286023519933	0.0001129762313212268	1.7425827536499128e-06	0.00011175232066307217	0.0012317937798798084	0.00018361031834501773	1.08467656900757e-06	2.384306753810961e-06	2.6535668439464644e-05	0.00015332855400629342	9.679242793936282e-07	4.246225944370963e-05
HTRA3	9.809625680645695e-07	4.124053134546557e-07	0.0004076558107044548	1.9841522771457676e-06	1.7669904650574608e-07	5.763866283814423e-06	5.766187314293347e-07	1.611282459634822e-05	1.4748726243851706e-05	1.6586634956183843e-05	6.184877565829083e-05	3.0268395221355604e-06	1.2366423334242427e-06	0.001336097833700478	8.893950507626869e-06	3.4089595146724605e-07	7.421571126542403e-07	1.3685780686500948e-06	5.85562338528689e-05	3.6824468452323345e-07	0.00016249802138190717
HVCN1	0.0022461595945060253	7.513652235502377e-05	9.013352246256545e-05	1.161003365268698e-05	6.147149542812258e-05	3.371978164068423e-05	8.405660628341138e-05	0.000155484740389511	2.755592140601948e-05	8.006318239495158e-05	2.0748766473843716e-05	8.179880751413293e-06	0.00025060746702365577	2.5234750864910893e-05	6.536260480061173e-05	2.8602394195331726e-06	3.2212028600042686e-06	0.00026539561804383993	3.0154937121551484e-05	1.4255926998885116e-06	1.2562236406665761e-05
HYAL2	1.919033093145117e-05	2.8980224669794552e-05	0.000148496386827901	2.0654253603424877e-05	1.4510314031213056e-05	5.594611502601765e-05	2.6291932954336517e-05	0.00010291985381627455	2.1747917344328016e-05	0.0024448337499052286	2.323124135727994e-05	2.180800038331654e-05	5.9611924370983616e-05	0.00015800066466908902	0.0009226016118191183	6.971346738282591e-05	7.889147673267871e-05	3.2233809179160744e-05	5.032688568462618e-05	8.795540634309873e-05	9.141631744569167e-05
HYI	0.00012396441888995469	4.901349893771112e-05	0.0008358379709534347	0.0008663262124173343	0.00033681688364595175	0.0008575607789680362	0.0001103155518649146	0.0003072159306611866	0.0006964162457734346	7.985249249031767e-05	0.0005490113981068134	0.0009308676235377789	9.411610517418012e-05	0.0003314150089863688	0.00021624767396133393	0.001180614111945033	0.0005176333943381906	0.00023996528761927038	0.0005389906582422554	0.00082729960558936	0.0002940570702776313
ICA1	8.862421054800507e-06	3.333223867230117e-05	1.7941846408575657e-06	0.00013111662701703608	9.90282351267524e-05	1.0853698768187314e-05	0.0007931652944535017	2.4309580112458207e-05	5.037362643633969e-05	0.000535440631210804	4.892537617706694e-05	1.1343970072630327e-05	0.00010130168084288016	8.376052392122801e-06	0.0007095197215676308	0.00034261602559126914	0.00012572589912451804	1.5047217857500073e-05	2.474402208463289e-05	0.0020072797778993845	3.519947995300754e-06
ICAM1	0.0001795563439372927	0.0001054423555615358	0.00018748827278614044	0.00017146163736470044	0.00010293908417224884	0.00024644957738928497	0.00016721950669307262	0.00019986656843684614	6.097876757849008e-05	0.00021542506874538958	0.000149238170706667	0.000243373608100228	0.000647650333121419	9.743781265569851e-05	0.0005146902985870838	4.295516919228248e-05	7.576175266876817e-05	0.00023761778720654547	0.00017798425687942654	7.852009002817795e-05	0.0015242552617564797
ICAM2	0.000275142869213596	0.00031890234095044434	1.0164997547690291e-05	3.0133342079352587e-05	0.0011491890763863921	2.932666575361509e-05	0.00022790167713537812	9.165644587483257e-05	0.00083234190242365	0.0011854597833007574	0.0002539878187235445	0.0009978220332413912	7.397800800390542e-05	3.2229625048785238e-06	0.0009829725604504347	1.8091711808665423e-06	1.8591097614262253e-05	0.0009396388777531683	0.0005879027885384858	1.078224499906355e-06	2.241478614450898e-05
ID1	5.662885996571276e-06	6.790816314605763e-06	5.913975110161118e-05	3.3936171348614153e-06	2.2584588805329986e-05	7.519080099882558e-05	3.2357825148210395e-06	3.455146725173108e-05	2.999794560309965e-05	0.0020401824731379747	2.6418223569635302e-05	1.061955208569998e-05	2.688497716007987e-06	0.0001516796910436824	0.002743579912930727	6.807803401898127e-06	1.3758231943938881e-05	2.5627408831496723e-05	5.7703775382833555e-05	8.609405085735489e-06	0.00019079711637459695
ID2	6.588138057850301e-05	0.0012059960281476378	0.00019315347890369594	0.00023946577857714146	0.00017839479551184922	0.00013038647011853755	0.0011858445359393954	3.387988545000553e-05	0.00015825097216293216	0.00010323066817363724	0.00012863631127402186	2.402358950348571e-05	0.00042630682582966983	7.625728903803974e-05	0.00027589965611696243	0.0002007736766245216	0.00011850453302031383	0.0018769417656585574	8.482987323077396e-05	0.000787947908975184	0.00010955140896840021
