Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31
AP1S2	0.00010009974357672036	0.0002831860911101103	0.00029909051954746246	0.0005491322954185307	0.0006562450435012579	2.4066472178674303e-05	0.00013199445675127208	9.751790639711544e-05	0.00029013448511250317	8.598844578955323e-05	0.00036631725379265845	6.104814383434132e-05	0.00016694121586624533	0.00029291617101989686	0.00023803272051736712	4.8444257117807865e-05	8.912192424759269e-05	0.00040331610944122076	0.00031829168437980115	0.0002592562814243138	0.0010105795226991177	0.0005247985245659947	0.0003398176340851933	7.504213135689497e-05	6.380128616001457e-05	0.000658608740195632	0.00017314331489615142	8.47338669700548e-05	1.648054603720084e-05	0.0004419148026499897	0.0006222600932233036
AP2M1	0.00043721572728827596	0.0014762202044948936	0.0005386162083595991	0.0008754071313887835	0.00034881773171946406	0.0010774441761896014	0.00039862474659457803	0.0005563080194406211	0.0011229068040847778	0.00034530070843175054	0.000615455734077841	0.0005414247862063348	0.0014155460521578789	0.0005308002582751215	0.00048383319517597556	0.00068542460212484	0.0007475129095837474	0.00038070432492531836	0.0008964905864559114	0.0007943562814034522	0.0007247941102832556	0.00038318277802318335	0.0010928481351584196	0.0007824191125109792	0.0003435038961470127	0.0011888602748513222	0.0008298504399135709	0.0004966268897987902	0.00037729364703409374	0.0006129711982794106	0.0008513591019436717
AP2S1	0.00026413629529997706	0.0007073655724525452	0.0004045475507155061	0.0006574083236046135	0.0005748756811954081	0.0014155954122543335	0.00010549973376328126	0.0005205069901421666	0.0023799845948815346	0.000281428248854354	0.0003450234653428197	0.0002202799078077078	0.0007811218383722007	0.00034029880771413445	0.0004758368304464966	0.00023111932387109846	0.0003413905797060579	0.00044935938785783947	0.0006723716505803168	0.0005957920220680535	0.0014132839860394597	0.00028750853380188346	0.0006170956767164171	0.00027824658900499344	0.0001897253969218582	0.00030204260838218033	0.0014750909758731723	0.0003073769330512732	0.00028386208578012884	0.00039993730024434626	0.0009046851773746312
APBB2	4.105479092686437e-05	0.0001093704195227474	9.877611591946334e-05	4.6394256060011685e-05	1.4193915376381483e-06	5.689479075954296e-05	0.00011965576413786039	8.248259109677747e-05	8.650735981063917e-05	6.355412551783957e-06	0.0007142467075027525	0.00026463798712939024	3.9971491787582636e-05	2.064462569251191e-05	1.5627048242095043e-06	0.0005487573798745871	0.000790261197835207	4.6620869397884235e-05	5.581912887464568e-07	9.525863333692541e-07	1.1155962056363933e-05	2.522596150811296e-05	3.282724355813116e-05	2.9142942366888747e-05	2.190984014305286e-05	9.86131681202096e-07	2.7488056730362587e-05	0.0001719412684906274	0.001740699983201921	2.420731789243291e-06	1.1062065823352896e-06
APLNR	2.487398887751624e-05	2.499513129805564e-06	6.903347093611956e-05	0.0001110284574679099	1.4532866998706595e-06	3.190174169276361e-08	1.5237783372867852e-06	7.669143087696284e-06	9.009775567392353e-06	5.385898589338467e-07	0.0026619043201208115	1.968975084309932e-05	4.574295417114627e-06	1.5813029676792212e-05	4.254304428741307e-07	9.451466030441225e-05	1.1095451100118225e-06	4.943105068377918e-06	9.480183962295996e-07	1.7300524746133306e-07	3.3330050541735545e-07	2.224886230806078e-07	0.00016236859664786607	9.58405598794343e-06	1.459062968933722e-05	3.308924192424456e-07	6.513919856843131e-07	3.896541784342844e-06	9.952105273214329e-08	5.304932315652877e-08	3.25975548776114e-07
APLP2	0.00016715953825041652	0.00013457617023959756	0.00018072922830469906	0.00016851180407684296	3.827846740023233e-05	0.00020240583398845047	0.0004274784296285361	0.00031516578746959567	4.694887320511043e-05	7.759722211631015e-05	0.0011394730536267161	0.0005122132133692503	0.0006546314689330757	0.00011940098920604214	0.00010998787911375985	0.00027130928356200457	0.0003538286255206913	0.00014769038534723222	0.00014643173199146986	0.00014063903654459864	0.0011881195241585374	0.00016176798089873046	0.0005725111695937812	6.0720762121491134e-05	6.907650822540745e-05	3.2324085623258725e-05	0.00015427828475367278	0.0007522784871980548	0.0010401122272014618	0.00011213801917620003	0.00023823362425900996
APOA1BP	0.00034311789204366505	0.0006340249674394727	0.00042666614172048867	0.00021250653662718832	0.0005803135572932661	0.002820393070578575	0.00010932093573501334	0.00034948979737237096	0.0006396897369995713	0.0009177231113426387	9.52651898842305e-05	0.00027619695174507797	0.0004646213201340288	0.0003486819041427225	0.0006031359662301838	0.0002759371418505907	0.00015154150605667382	0.00029391274438239634	0.00048018930829130113	0.000558676547370851	0.000221256137592718	0.0002628000220283866	0.00047479465138167143	0.0007011248962953687	0.0002793994499370456	0.00025970835122279823	0.0005285694496706128	0.00035921239759773016	0.0011914456263184547	0.00043361244024708867	0.0005799239734187722
APOBEC3A	7.756424565741327e-06	1.657664654430846e-07	2.8709935577353463e-05	1.8485887665065093e-07	3.5498257489052776e-07	7.0534720286730135e-09	1.2532809989806992e-07	1.111033043343923e-06	3.0098764369768105e-08	1.522698909184328e-07	2.010487776260561e-08	5.6907449419441036e-08	1.018105280081727e-07	2.9743882805632893e-06	8.492627046052803e-08	4.7455447571564946e-08	1.6005090586190818e-08	1.3907866787121748e-06	3.108941726281955e-08	3.1893637952862264e-08	0.0007292713853530586	2.3946418536979763e-07	5.502813564817188e-07	2.664541625563288e-06	2.866217982955277e-06	4.894915051067983e-08	3.5717896196274523e-08	2.473478843967314e-07	3.085356858889554e-09	9.661125233151324e-09	1.9021616992631607e-07
APOBEC3B	1.1856324817927089e-05	2.7539218194760906e-07	0.000791019934695214	2.403855035026936e-07	5.845418490935117e-05	3.528298839228228e-05	3.3127525966847315e-07	2.218506324425107e-06	3.362563560926901e-08	8.93914548214525e-05	5.612826114997915e-08	1.4067262554817717e-07	9.789086107048206e-06	4.332698608777719e-06	1.5155007986322744e-06	3.1977046432984935e-07	1.0406167803012067e-06	2.8645945349126123e-06	3.1375541311717825e-06	9.088006436286378e-07	7.221407577162609e-05	1.4655597624368966e-06	7.172248501774448e-07	7.573207312816521e-06	1.2356065781204961e-05	1.0523815490159905e-06	0.0013171778991818428	4.2240782249791664e-07	1.0646998589436407e-06	9.718336286823615e-07	4.2878282329184e-06
APOBEC3C	0.00024344894336536527	3.9744143577991053e-05	0.00019116584735456854	5.416863587015541e-06	0.00019688734028022736	1.31755359689123e-05	7.907746476121247e-05	0.00015209097182378173	0.0001274507085327059	0.00024688144912943244	3.3027138215402374e-06	9.354141366202384e-05	7.96942986198701e-05	8.368142880499363e-05	0.0005545848980545998	4.6935419959481806e-05	4.727979103336111e-05	6.003981252433732e-05	0.001345534110441804	0.0014951268676668406	0.00010976853081956506	0.00043246583663858473	0.00016184861306101084	0.0003149999538436532	0.0001058264315361157	0.00012756037176586688	8.060175605351105e-05	2.6306342988391407e-05	1.4343781003844924e-05	0.00024867826141417027	0.0008001664537005126
APOBR	0.00016044692893046886	1.8805914123731782e-06	0.00014232053945306689	6.702501309518993e-07	5.824987965752371e-06	3.516854576446349e-07	0.00012022320879623294	1.6425494322902523e-05	4.272328169463435e-06	4.524898940871935e-06	5.831058302874226e-08	2.2038732083728974e-07	6.68376628709666e-07	1.9385364794288762e-05	0.0015450813807547092	2.866799491130223e-07	3.992785835293944e-08	3.933179414161714e-06	0.0001654635270824656	0.0003411388897802681	0.0007406939403153956	1.2208558473503217e-05	2.023830802500015e-06	0.00018764371634460986	1.688047450443264e-05	0.00036412442568689585	1.2323839655437041e-05	8.703478897587047e-07	5.618300292553613e-06	0.00010961441876133904	7.935626490507275e-05
APOC1	1.5273279132088646e-05	3.364450458320789e-05	4.697557960753329e-05	8.170128239726182e-06	3.626826355684898e-06	2.1927180569036864e-06	2.5301528694399167e-06	3.5840832879330264e-06	1.9354254618519917e-05	5.785202574770665e-06	9.628598718336434e-07	0.00023442627571057528	7.309783541131765e-05	7.169242053350899e-06	3.2131222269526916e-06	1.4223327525542118e-05	7.718821507296525e-06	8.440458259428851e-06	5.540623533306643e-06	4.475758487387793e-06	0.001416698214598	3.2014916087064194e-06	7.377016299869865e-05	2.3392469302052632e-05	5.051795142207993e-06	0.00018172874115407467	3.219829295630916e-06	2.043073436652776e-05	1.168036533272243e-06	4.613541932485532e-06	1.0891507372434717e-05
APOC2	8.704466381459497e-06	1.8955236669171427e-07	3.331053812871687e-05	2.689702398583904e-07	8.819060326459294e-07	8.23152035422936e-09	1.8243616750623914e-07	1.3511220231521293e-06	3.67020582814348e-08	5.328048473529634e-07	4.7762473087686885e-08	6.818356723670149e-08	1.2109936164961255e-07	3.979612301918678e-06	5.043161945650354e-05	6.437758770516666e-08	2.0095304975598083e-08	1.7313662965534604e-06	4.249053745297715e-06	3.905086487066001e-06	0.0005658902227878571	7.845954996810178e-08	9.157099043477501e-07	3.477040081634186e-06	3.5535254028218333e-06	0.00029996279045008123	2.734306292495603e-07	2.758671087121911e-07	4.525150476553108e-09	1.4133885173350791e-08	2.2400317902793176e-06
APOD	3.0602706829085946e-05	1.590298234077636e-05	4.207606252748519e-05	1.7723548808135092e-05	2.9590560188808013e-06	7.4853851401712745e-06	1.647935096116271e-05	1.684928429313004e-05	2.252081003462081e-06	1.8718895944402902e-06	1.1706420991686173e-05	0.0017047221772372723	6.183663936099038e-05	2.1440773707581684e-05	3.683210252347635e-06	8.89047157670575e-07	4.8568713282293174e-06	4.719899607152911e-06	9.001947773867869e-07	4.859316504735034e-06	1.760086320246046e-06	3.2748323519626865e-06	0.0033840835094451904	1.2882299415650778e-05	8.35319769976195e-06	1.9813994640571764e-06	8.643938599561807e-06	6.728011794621125e-05	1.7054999261745252e-05	6.874172413517954e-06	8.536077302778722e-07
APOE	2.9166261811042204e-05	4.708487176685594e-05	0.00012375396909192204	6.017704890837194e-06	3.7371585221990244e-06	6.361043460856308e-07	1.8774106138153e-05	6.408340414054692e-05	2.026058609772008e-05	6.1665582506975625e-06	1.399146185576683e-06	0.001201086095534265	0.0002515865198802203	2.4131788450176828e-05	6.465493697760394e-06	0.0003125696093775332	1.846131453930866e-05	2.8264445063541643e-05	3.6805797662964324e-06	3.5568091334425844e-06	0.001423122943378985	3.294810994702857e-06	0.0002907417656388134	3.800822378252633e-05	2.7805130230262876e-05	5.502591375261545e-05	1.4056379313842626e-06	0.00012227131810504943	1.325928678852506e-06	2.6146833533857716e-06	1.1041346624551807e-05
APP	8.794593304628506e-05	0.00013150426093488932	0.00017104146536439657	0.00032919153454713523	0.0008563740993849933	0.00020422512898221612	0.0002403252583462745	0.00019381010497454554	6.0057856899220496e-05	1.4229164662538096e-05	0.0016128172865137458	0.0005733196157962084	0.0020825224928557873	0.00011501365952426568	1.664020419411827e-05	0.00043312771595083177	0.0008998160483315587	8.763864752836525e-05	1.1794089004979469e-05	1.32760824271827e-05	0.00011154702224303037	0.00011787777475547045	0.0003365364682395011	0.00010247313912259415	6.581175694009289e-05	3.3919243378477404e-06	5.971953578409739e-05	0.0007970164879225194	0.00024952596868388355	8.227565558627248e-05	2.042568667093292e-05
APRT	0.0006776924128644168	0.000824929098598659	0.0008370503201149404	0.0010897654574364424	0.0009613650618121028	0.0011874795891344547	0.00026957489899359643	0.0005601086304523051	0.0011169493664056063	0.0005874545313417912	0.00022393990366254002	0.0003734965866897255	0.0006483677425421774	0.0008714981959201396	0.0012010562932118773	0.0002846385759767145	0.00026391205028630793	0.00027084056637249887	0.0014437148347496986	0.001497764838859439	0.0005563498707488179	0.0009185330127365887	0.0006160886841826141	0.0006284945411607623	0.0004219494294375181	0.0002484207507222891	0.0003391647187527269	0.00026824447559192777	0.00025658152299001813	0.0018859863048419356	0.0011217697756364942
AQP1	2.871228934964165e-05	4.8645528295310214e-05	6.91894965711981e-05	0.001597017515450716	2.182031266784179e-06	6.9157800908215e-07	3.0800249078311026e-05	1.6722809959901497e-05	4.137811174587114e-06	1.8701069848248153e-06	0.0020144148729741573	5.0491318688727915e-05	8.216545393224806e-05	3.936764915124513e-05	1.2049981705786195e-06	1.1858271136588883e-05	1.8977780200657435e-05	6.21407025391818e-06	5.178657147553167e-07	1.9180129129381385e-06	1.743161305967078e-06	2.326099320271169e-06	1.3399377166933846e-05	1.5875168173806742e-05	4.065103712491691e-05	1.377688136017241e-06	2.5675569759187056e-06	0.00015093966794665903	1.0337635103496723e-06	1.1512258879520232e-06	4.511904023729585e-07
AQP3	0.0002669176319614053	2.438994670228567e-05	0.0005582384765148163	2.2037982489564456e-05	0.0002054938522633165	0.00010060374916065484	0.00017395826580468565	5.059316026745364e-05	2.7177389711141586e-05	0.0005106566823087633	9.960347597370856e-06	4.625182191375643e-05	0.0005003185942769051	8.361908112419769e-05	0.00014585367171093822	1.25559981825063e-05	1.2555637113109697e-05	8.323978545377031e-05	0.00023401783255394548	6.957024015719071e-05	4.74447642773157e-06	1.480316677771043e-05	8.800593786872923e-05	0.00021566210489254445	0.00042719056364148855	0.00012100413005100563	2.817200766003225e-05	6.574256985913962e-05	0.0006494799163192511	0.0014261207543313503	0.00045276645687408745
AQP9	8.087827154668048e-06	1.8159141745854868e-07	2.2922253265278414e-05	2.0050626403644856e-07	3.9341327351394284e-07	6.597117963025312e-09	1.3048038738361356e-07	1.178614866148564e-06	3.572693429987339e-08	3.164210227168951e-07	2.2655024523032807e-08	6.056941970200569e-08	1.052584011063118e-07	3.177777898599743e-06	9.499967035253576e-08	5.8285774429123194e-08	1.6809716285592913e-08	1.6429339666501619e-06	3.860528252630502e-08	3.4999199982621576e-08	0.0010012215934693813	4.735044356607432e-08	5.847028887728811e-07	2.7729361136152875e-06	3.000945525855059e-06	4.9468845020328445e-08	3.710347584728879e-08	2.5778012968658004e-07	3.4366105516880907e-09	1.7334899737875276e-08	6.493039705901538e-08
AR	3.1530627893516794e-05	3.697905412991531e-05	6.332249176921323e-05	1.3184646377339959e-05	4.3796160753117874e-05	7.782387910992838e-06	6.434578244807199e-05	6.774584562663222e-06	2.7181780751561746e-05	6.961454801057698e-06	3.261897518314072e-06	0.0004618526727426797	4.5902247620688286e-06	1.8241891666548327e-05	1.0165562116526417e-06	0.00017220251902472228	0.00015323162369895726	5.5099273595260456e-05	7.636001555511029e-07	4.803860633728618e-07	3.0222640816646162e-06	6.30500790066435e-06	5.2932715334463865e-05	0.0001569758605910465	8.181544217222836e-06	3.405786173971137e-06	5.825122116220882e-06	3.4711567423073575e-05	0.0031146386172622442	5.597411472990643e-06	7.159008532653388e-07
ARAP3	4.6211611334001645e-05	1.3259910701890476e-05	8.038948726607487e-05	0.0005143225425854325	2.2652482130069984e-06	1.866580760179204e-06	0.0027876123785972595	8.729346518521197e-06	2.974265044031199e-05	4.555791747407056e-06	0.0016833905829116702	7.953873864607885e-05	8.732440619496629e-05	3.554456998244859e-05	1.889150735223666e-05	0.00010621975525282323	2.9005999749642797e-05	6.303368991211755e-06	1.0442289749335032e-05	1.3938812116975896e-05	9.013360249809921e-05	2.120187673426699e-06	1.3140182090864982e-05	2.0577903342200443e-05	1.3192157894081902e-05	4.315936337206949e-07	5.117526598041877e-06	0.0004491409636102617	1.2831840194849065e-06	4.211552550259512e-06	9.268171197618358e-06
AREG	0.00013791254605166614	9.48895035435271e-07	0.00013763934839516878	8.283408533316106e-06	0.00012956671707797796	2.9233362511149608e-05	5.3663166909245774e-05	0.0001369867386529222	9.073204978449212e-07	0.00013786797353532165	6.004151487104536e-07	8.378315783375001e-07	1.6494526789756492e-05	2.059213147731498e-05	0.001799324993044138	3.046154972707882e-07	1.2594375675689662e-07	2.8751295758411288e-05	2.603370558063034e-05	0.0001693870290182531	0.00020542254787869751	0.0003202249645255506	2.2387744138541166e-06	3.58161523763556e-05	0.00011813153105322272	0.000649035326205194	4.0600730244477745e-06	1.4485395922747557e-06	0.00037425634218379855	0.00041459454223513603	3.1766408937983215e-05
ARF4	0.0008717132150195539	0.0011084736324846745	0.0004703601007349789	0.0002636001445353031	0.0006228500860743225	0.001266363193280995	0.00019954123126808554	0.00041975046042352915	0.000711164204403758	0.0012894432293251157	0.0002704692305997014	0.000657847966067493	0.0007680836715735495	0.0003462925087660551	0.00042008442687802017	0.00039833711343817413	0.0008866426069289446	0.00038428176776506007	0.0004466898972168565	0.0003919071168638766	0.00029233412351459265	0.0003062927280552685	0.0005897063529118896	0.0005873501650057733	0.0002632326213642955	0.00012829582556150854	0.00032391169224865735	0.0011105305748060346	0.0004846105584874749	0.0004492657317314297	0.00044868880650028586
ARF6	0.00047906217514537275	0.00021379491954576224	0.0004460275231394917	0.0003054708649870008	0.00023963440617080778	0.00025118031771853566	0.00018962702597491443	0.00016189328744076192	0.0004020174965262413	0.00015705004625488073	0.00016285592573694885	0.00010997380741173401	0.0001113706239266321	0.0003964884381275624	0.000941234698984772	6.608669355046004e-05	0.00014303013449534774	0.00041003082878887653	0.0011960318079218268	0.0012345878640189767	0.00036366746644489467	0.0006180809577926993	0.0001055176107911393	0.0005606765043921769	0.0003440951695665717	0.00018543537589721382	0.00034515897277742624	0.0001828429667511955	0.0002381348895141855	0.000668707478325814	0.00101667910348624
ARFGEF3	3.353824286023155e-05	2.8760956638507196e-07	2.883381057472434e-05	6.36419542843214e-07	4.655393240682315e-06	3.852429654216394e-05	2.332958786155359e-07	2.295812464581104e-06	3.600229447897618e-08	1.6993328245007433e-05	8.393988537136465e-05	1.167097209986423e-07	1.2229234016558621e-05	4.091868959221756e-06	1.4434615422942443e-06	6.914665391377639e-07	3.455107071204111e-05	1.8092878235620447e-06	1.35444020088471e-06	7.913412787274865e-07	1.3691066669707652e-05	4.065833820732223e-07	7.103498091964866e-07	4.246633125148946e-06	3.7264251204760512e-06	1.9360147689440055e-06	2.5199555238941684e-05	5.036618858866859e-06	0.0017761412309482694	1.785438996648736e-07	5.08642301610962e-07
ARHGAP1	0.00019953081209678203	0.00042587073403410614	0.00023206189507618546	0.000169360006111674	0.00029437761986628175	0.00011817179620265961	0.000259886757703498	0.0002600667648948729	0.0002881491673178971	0.00010644896246958524	0.0002072023635264486	0.0003133036952931434	0.0004972298047505319	0.00024389682221226394	0.00029195574461482465	0.001009938307106495	0.0009261903469450772	0.0005574641400016844	0.0004393050039652735	0.0004822449409402907	0.0001262075238628313	0.00017734742141328752	0.0004292172961868346	0.0002761009382084012	9.693995525594801e-05	0.00022042456839699298	0.00011120036651846021	0.000158149836352095	0.00032439015922136605	0.0003581117489375174	0.000389018387068063
ARHGAP10	6.810152990510687e-05	0.00011217967403354123	0.00014318450121209025	0.00010379873856436461	1.3385464626480825e-05	7.12705923433532e-06	0.0011149754282087088	0.0002187010832130909	1.0378047591075301e-05	3.951226517528994e-06	3.262019163230434e-05	0.000871983589604497	0.00020990349003113806	4.162531695328653e-05	0.00023063673870638013	0.0013128489954397082	0.0001651156198931858	2.4241602659458295e-05	0.0001257329568034038	0.00021768170699942857	0.0003762788255698979	7.414869287458714e-06	0.00029938353691250086	6.284726259764284e-05	3.319966344861314e-05	9.764651622390375e-05	5.852533286088146e-05	0.00014974037185311317	5.472059274325147e-05	0.00011203459871467203	0.00020340232003945857
ARHGAP11A	1.6932792277657427e-05	1.4096051472733961e-06	8.118380355881527e-05	2.689146640477702e-06	0.00019996834453195333	2.0840616343775764e-05	0.00010187341104028746	5.683390099875396e-06	9.351102789878496e-07	2.1089410438435152e-05	3.4446270547050517e-06	2.8480346259129874e-07	1.5733488680780283e-06	5.3196818043943495e-06	7.744764297967777e-05	4.6720276714040665e-07	1.444612007617252e-05	3.3435228488087887e-06	0.0001600075192982331	0.00026808830443769693	1.2192910617159214e-05	9.375200534122996e-06	1.2906741631013574e-06	4.966632332070731e-06	8.958435500971973e-06	2.588888855825644e-05	0.0026012719608843327	1.4439740425586933e-06	2.4208675313275307e-06	3.767413363675587e-05	0.00018780810933094472
ARHGAP11B	6.000801295158453e-05	1.6287069684040034e-06	8.792728476691991e-05	3.471291392997955e-06	4.7506182454526424e-05	1.429670646757586e-06	0.0018090715166181326	1.280487504118355e-05	2.6842375518754125e-05	4.199835893814452e-05	8.0262952906196e-06	3.888690116582438e-06	1.6448474298158544e-06	0.00025015787105076015	8.899798558559269e-05	4.305367838242091e-06	5.217024863668485e-06	5.033696197642712e-06	0.0006141739431768656	0.0001284710451727733	2.2116137188277207e-05	0.00011273023847024888	2.315359961357899e-05	0.00011990743223577738	1.2894433893961832e-05	1.5593866919516586e-05	0.0015030637150630355	2.314531047886703e-05	1.5706376871094108e-05	7.946841651573777e-05	3.9070469938451424e-05
ARHGAP17	0.00013941469660494477	0.00022514513693749905	0.00016103681991808116	0.0004339346196502447	0.0004330298979766667	6.486155325546861e-05	0.0004795205022674054	0.0006193917361088097	0.00022659043315798044	1.1502465895318892e-05	0.00030890206107869744	0.00015311379684135318	0.00010461224155733362	0.00035298586590215564	0.0005405386327765882	0.0008238244336098433	0.00025356156402267516	0.00022760195133741945	0.0003744192363228649	0.0003112480335403234	0.00022950710263103247	0.0009544632630422711	0.0005201550084166229	7.753988029435277e-05	0.00014211497909855098	7.746642222627997e-05	9.388550097355619e-05	0.0001325869670836255	0.00016278919065371156	0.00030637666350230575	0.0004594170313794166
ARHGAP18	0.000540149281732738	3.761445259442553e-05	0.0002663663763087243	5.973859879304655e-05	0.00022285908926278353	2.786619916150812e-05	0.00039275625022128224	7.031995482975617e-05	0.0001478273916291073	0.00013933677109889686	0.0006252010352909565	7.829967944417149e-05	3.897797432728112e-05	3.956390719395131e-05	0.00025134888710454106	7.337902206927538e-05	0.00011211079981876537	0.00011106510646641254	0.0003936307621188462	0.0004418072057887912	0.0013145619304850698	7.425549847539514e-05	6.618953921133652e-05	9.012207010528073e-05	0.00031454977579414845	0.0018170237308368087	6.0527436289703473e-05	6.483253673650324e-05	0.00010004412615671754	0.00010765122715383768	0.00025129105779342353
ARHGAP21	8.868602890288457e-05	5.195077756070532e-05	0.0001785416534403339	8.110397902783006e-05	4.043360604555346e-05	0.00011276444274699315	0.0007287609041668475	0.00020190849318169057	4.609136885846965e-05	6.394003139575943e-05	0.00028235948411747813	0.0009412335348315537	9.911530651152134e-05	0.00013457801833283156	7.513506716350093e-05	0.00010127668065251783	0.001017112983390689	0.00010667826427379623	7.587103027617559e-05	6.686567212454975e-05	0.00026247653295286	2.957444121420849e-05	8.713102579349652e-05	6.654908793279901e-05	7.162310794228688e-05	7.467514660675079e-05	8.333720325026661e-05	0.0005451064207591116	6.132179260021076e-05	2.555467108322773e-05	3.5487100831232965e-05
ARHGAP23	3.5038839996559545e-05	2.9110247851349413e-05	7.088803249644116e-05	3.798392936005257e-05	1.8172348745792988e-06	1.5978610008460237e-06	5.504465207195608e-06	1.5270610674633645e-05	0.00011162046575918794	2.3660648366785608e-05	0.0012316957581788301	0.00015225433162413538	0.00023155013332143426	1.5051022273837589e-05	5.710664368052676e-07	4.338177677709609e-05	0.000541728048119694	1.7703549019643106e-05	3.499820877550519e-07	3.1898150609777076e-07	7.962585186760407e-06	2.878712450637977e-07	0.0004949771100655198	5.028949453844689e-05	1.9820474335574545e-05	1.7434580286135315e-06	8.429543959209695e-05	0.00019224113202653825	1.1557351172086783e-05	3.2664516425029433e-07	2.0913398657285143e-06
ARHGAP24	9.573479474056512e-05	2.4184762878576294e-05	9.749205491971225e-05	2.8654258130700327e-05	7.11595275788568e-05	3.645459116796701e-07	1.7912792827701196e-05	1.4633615137427114e-05	1.918105044751428e-05	6.377449153660564e-06	6.743741687387228e-05	0.00044776295544579625	0.0001152867844211869	1.2106894246244337e-05	5.738385766562715e-07	0.0001734267279971391	0.00015899812569841743	2.0402272639330477e-05	4.2165206082245277e-07	1.711818526928255e-07	0.0001965808478416875	0.001668767654336989	1.0007540367951151e-05	1.9836645151372068e-05	3.366987584740855e-05	4.1696355879139446e-07	2.509585783627699e-06	6.551403930643573e-05	3.2399932479165727e-06	1.3508531537809176e-07	6.1245741562743206e-06
ARHGAP29	4.866432573180646e-05	0.00014408575952984393	0.00011746204108931124	0.00020830350695177913	3.9419041968358215e-06	0.0002098105615004897	2.9403610824374482e-05	2.4293003662023693e-05	2.0939976820955053e-05	3.623386874096468e-06	0.0018703305395320058	0.00011780246859416366	0.00022294804512057453	3.794618169195019e-05	3.898293016391108e-06	0.001177369267679751	1.577770490257535e-05	2.8219616069691256e-05	3.7744487144664163e-06	7.062164513627067e-06	2.3175830392574426e-06	1.8354750181970303e-06	8.29217242426239e-05	1.217600038216915e-05	4.7395387809956446e-05	8.889557648217306e-06	2.0236268028384075e-05	8.457285002805293e-05	0.0003828263725154102	2.506471446395153e-06	2.7097285055788234e-06
ARHGAP31	5.978047556709498e-05	3.774663855438121e-05	0.0001467609836254269	0.00030142825562506914	0.0004753093817271292	1.1408801583456807e-05	0.0013395817950367928	0.0009345454163849354	5.324731318978593e-05	3.486436980892904e-05	0.0011163748567923903	5.0010334234684706e-05	9.202423098031431e-05	3.486079367576167e-05	0.00010601688700262457	5.5031974625308067e-05	0.00032515855855308473	0.00011736997112166137	3.170987838529982e-05	5.9839640016434714e-05	0.00035388171090744436	0.00021974365517962724	0.0003825338208116591	0.00028026255313307047	4.9265534471487626e-05	0.00012367208546493202	2.70471991825616e-05	0.00021677390031982213	4.403237653605174e-06	0.00011166250624228269	0.00029379414627328515
ARHGAP42	2.4341883545275778e-05	4.537463610176928e-06	0.00020380676141940057	0.00019868988601956517	6.992161797825247e-05	4.7298221943492536e-06	4.271174930181587e-06	4.2123341700062156e-05	3.2460397051181644e-05	2.8229578674654476e-05	3.915916749974713e-05	0.00020032594329677522	1.0041073437605519e-05	1.5103680198080838e-05	9.786298323888332e-05	0.0012365288566797972	0.00033605884527787566	9.569259418640286e-06	1.434406158296042e-07	5.296901690599043e-06	1.3136705092620105e-06	5.784170571132563e-05	0.00017808414122555405	9.983476047636941e-06	9.575160220265388e-06	2.7900497912014544e-07	1.1736556189134717e-06	2.537271757319104e-05	1.6679261534591205e-05	5.3202587224632225e-08	3.5779726204054896e-07
ARHGAP6	4.096471820957959e-05	1.1439374247856904e-05	0.00010118508362211287	1.8532741705712397e-06	1.546848397993017e-05	3.9728990941512166e-07	4.1920443436538335e-06	1.288558905798709e-05	0.00031462617334909737	7.214520883280784e-05	0.000490284466650337	0.0004950885195285082	1.5587909274472622e-06	2.8736785679939203e-05	2.138567197107477e-06	0.0008931872434914112	1.841125231294427e-05	9.728583791002166e-06	1.0079616004077252e-06	2.115570509886311e-07	0.00016012697597034276	7.975445623742417e-05	6.257435597945005e-05	4.454689405974932e-05	1.2598065040947404e-05	0.0010804746998474002	1.399220082021202e-06	5.974910891382024e-05	0.0005767727852798998	1.259404598386027e-07	7.984418743944843e-07
ARHGDIA	0.0006088160444051027	0.0005553915980271995	0.0005475240759551525	0.0004577551153488457	0.0006330330506898463	0.0004287561750970781	0.0003711913013830781	0.000496103020850569	0.0009482851601205766	0.00043134516454301775	0.00037463728222064674	0.00039057128014974296	0.0004463450168259442	0.0003600799245759845	0.0012544238707050681	0.00040089228423312306	0.0005866040010005236	0.0005991111975163221	0.001468756701797247	0.002005993155762553	0.0006531791295856237	0.0006623523076996207	0.00042405168642289937	0.00048420854727737606	0.000668937515001744	0.00023555566440336406	0.0006430218345485628	0.0003732010954990983	0.0005410799640230834	0.001117449370212853	0.0015409003244712949
