Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31
IGKV1-6	7.934523637231905e-06	1.6617364906323928e-07	2.0464203771553002e-05	1.8417208025311993e-07	0.005849859211593866	6.550211040234899e-09	3.7537851312663406e-05	1.1346292012603953e-06	3.198973175244646e-08	0.0007451580022461712	2.0254137922393056e-08	5.6888140420596756e-08	1.077296047924392e-07	3.054637318200548e-06	1.0656576421297359e-07	1.5495930711040273e-05	2.5800407144060955e-08	1.3998806025483645e-06	3.470458054266601e-08	5.076062734588049e-06	1.703538998754084e-08	4.200416697131004e-06	5.473778514897276e-07	2.7556243367143907e-06	2.8008869321638485e-06	2.167238562833518e-06	3.6812760839666225e-08	3.4051316788463737e-07	3.4204625798395227e-09	7.245379833875631e-07	8.884468115866184e-05
IGKV1-8	1.0795588423206937e-05	1.7144327557616634e-07	4.3982257921015844e-05	2.414649031834415e-07	1.54921999637736e-05	1.5605316150413273e-08	1.9782210358698649e-07	1.477832256568945e-06	3.967156914086445e-08	0.0028909179382026196	4.078571791410468e-08	2.2638032248778472e-07	2.3709458218945656e-06	3.817191100097261e-06	5.618069280899363e-07	2.66659384351442e-07	5.6321095343037086e-08	1.7744126807883731e-06	3.9756577052685316e-07	4.805463049706304e-07	6.98127919918079e-08	1.6355814295820892e-05	1.2778003792845993e-06	5.174291800358333e-06	4.375714070192771e-06	1.42764129122952e-05	1.5686289600580494e-07	1.1205854661966441e-06	4.573279532849028e-09	1.8110272321791854e-06	2.649008138178033e-06
IGKV1-9	1.3427385056274943e-05	1.6642627542751143e-07	2.0232779206708074e-05	1.8468446683073125e-07	6.9561783675453626e-06	6.236345662102849e-09	1.5001471354025853e-07	1.1143125675516785e-06	3.2460146570656434e-08	0.0014532306231558323	2.0240193521203764e-08	5.7162559130574664e-08	1.0272989214854533e-07	2.947289885923965e-06	1.5740792491669708e-07	2.7924951950808463e-07	3.124855751934774e-08	1.770417156876647e-06	3.802987009748904e-07	1.0952281570553168e-07	2.321288050666226e-08	1.71983538166387e-05	6.669743584097887e-07	3.252588840041426e-06	2.824728881023475e-06	1.6945776906140964e-06	1.984405741950468e-07	0.00042420922545716166	8.830605580101292e-09	1.2784291811840376e-06	1.0917940471699694e-06
IGKV1D-12	7.970022124936804e-06	1.660666413272338e-07	2.2058471586205997e-05	1.901708515106293e-07	1.2635553048312431e-06	6.786662343216676e-09	1.3865032144622091e-07	1.1958948107348988e-06	3.2407395877953604e-08	0.0022989059798419476	2.018852640617297e-08	5.90137112510547e-08	1.4361927469508373e-07	3.0678597795485985e-06	9.156330804671597e-08	3.8082700370978273e-07	1.593341103500734e-08	1.5625065543645178e-06	5.467447650175927e-08	4.170901135580607e-08	2.6147597864678573e-08	4.021355337613386e-08	5.92739468174841e-07	8.162470294337254e-06	2.945441110568936e-06	2.7694271921063773e-05	5.209411213513704e-08	2.854149840914033e-07	8.192806433271471e-09	2.286915368188147e-08	8.365162784684799e-07
IGKV1D-16	7.625422767887358e-06	1.6344773712262395e-07	2.0037408830830827e-05	1.830135545333178e-07	2.769696152427059e-07	5.952737414105513e-09	1.260300308558726e-07	1.1027676691810484e-06	2.9921828570422804e-08	1.1129111499030842e-07	1.9838365616919873e-08	5.6419665384055406e-08	1.0097955538412862e-07	2.941866114269942e-06	8.388302319417562e-08	4.686120647079406e-08	1.584860775949437e-08	1.3728486010222696e-06	3.038356410911547e-08	3.169230566868464e-08	1.6610385955573292e-08	3.4449669783498393e-08	5.355127541406546e-07	2.630440121720312e-06	2.7568491987040034e-06	0.0016540155047550797	3.276454307865606e-08	2.458711776398559e-07	3.077384125305116e-09	9.527326483294019e-09	5.3626781237881005e-08
IGKV1D-17	8.613174031779636e-06	1.64523285661744e-07	2.072647475870326e-05	1.8848155036721437e-07	2.776737915155536e-07	6.063207713680185e-09	2.516651136375003e-07	1.1072810366385966e-06	3.1148051249374475e-08	0.000554102414753288	1.986538400444715e-08	5.669555491749634e-08	1.0286562002193023e-07	3.0309527119243285e-06	8.417602259669366e-08	6.519688213302288e-06	1.6052819518108663e-08	1.461566398575087e-06	3.0756766022932425e-08	3.2982015341076476e-08	2.075118388233932e-08	3.5036258339005144e-08	5.583411279985739e-07	2.681957084860187e-06	2.800719357765047e-06	5.933779902989045e-07	3.3463052773186064e-08	2.5755747401490225e-07	3.1809452849529407e-09	1.0543148576402928e-08	9.9076860351488e-05
IGKV1D-39	8.022064321266953e-06	1.644031470959817e-07	2.2754182282369584e-05	1.8531403611632413e-07	0.00717229675501585	5.961059201808894e-09	1.3918318586547684e-07	1.130725650000386e-06	3.0290724595261054e-08	0.0017987873870879412	1.4946407134175388e-07	5.854577977970621e-08	1.1233949948064037e-07	2.9941832053737016e-06	2.31331887334818e-06	4.070629074703902e-06	3.823287642035211e-08	1.409365495419479e-06	6.128639284952442e-08	2.9105149224051274e-06	6.088952630989297e-08	7.226190518849762e-06	5.458970235849847e-07	2.8824349556089146e-06	2.7711482744052773e-06	8.448264310345621e-08	3.033839675481431e-06	5.094851758258301e-07	5.051826956758987e-09	1.0039323115051957e-06	5.66152311876067e-06
IGKV1D-43	7.521909083152423e-06	1.6329731522546354e-07	2.0054643755429424e-05	1.8288811531874671e-07	0.0029460983350872993	5.9529532414615005e-09	1.2340886712536303e-07	1.1047568477806635e-06	2.9907958776220767e-08	1.068319548380714e-07	1.98655349947785e-08	5.6435577988622754e-08	1.0093939550870346e-07	2.9564209853560897e-06	8.395139161621046e-08	3.586798356991494e-06	1.584416509103903e-08	1.3729875263379654e-06	3.039051676978488e-08	3.168341677906028e-08	1.660991877372453e-08	3.4450998498414265e-08	5.355203143153631e-07	2.6001657715823967e-06	2.75236402558221e-06	1.6763571693445556e-05	3.2820643980358e-08	2.45473984250566e-07	3.0748272816794042e-09	9.522540089790255e-09	5.2832888286502566e-08
IGKV1OR2-108	9.60731540544657e-06	1.7964551091154135e-07	3.883280805894174e-05	2.2540572786056146e-07	0.00011542544234544039	6.235417515654262e-09	2.2110836539468437e-07	1.1853992418764392e-06	3.2846752873183505e-08	0.0003175014571752399	2.2064089222340044e-08	5.975936545610239e-08	1.0575713815796917e-07	3.1555575787933776e-06	9.400311284935015e-08	1.2518890457613452e-07	1.7125817208807348e-08	1.4510837900161278e-06	3.780676394171678e-08	3.427892636409524e-08	1.7912881844495132e-08	4.6479080140215956e-08	5.74359034999361e-07	3.525627789713326e-06	3.0043690912862075e-06	5.24175902683055e-07	2.806970769597683e-06	2.7986405370938883e-07	3.5144014365329213e-09	1.0658320448442282e-08	7.462647744205242e-08
IGKV1OR22-5	7.5077832661918364e-06	1.6271614811103063e-07	2.0017032511532307e-05	1.827978053370316e-07	2.7672277269630285e-07	5.9805516094968425e-09	1.2606372479240235e-07	1.1021720638382249e-06	3.021865424557291e-08	1.0708760100897052e-07	1.9822664398816414e-08	5.6402605252969806e-08	1.018516186945817e-07	2.9403104235825595e-06	8.383329941352713e-08	5.4523836297448725e-05	1.5842971379242954e-08	1.371915686831926e-06	3.044727137080372e-08	3.2849531095280327e-08	1.6591265250553988e-08	3.443049578777391e-08	5.351415666154935e-07	2.599472963993321e-06	2.7554324333323166e-06	4.843395728926225e-08	3.2704406294215005e-08	2.4511263063686783e-07	3.109105639609311e-09	9.514309340374894e-09	0.0003265877312514931
IGKV2-30	7.655734407308046e-06	1.6498493948802206e-07	0.0001252670626854524	1.8616771058077575e-07	3.240755177102983e-06	5.973584293883505e-09	1.2364462520508823e-07	1.1140803053422133e-06	4.264320097036034e-08	4.099543730262667e-05	1.1462672944162478e-07	5.7757940652436446e-08	1.020690092445875e-07	2.9572436233138433e-06	8.616357405344388e-08	2.7447569550531625e-07	1.632751178703984e-08	5.532681825570762e-06	3.0746601709097376e-08	1.2792859251931077e-06	1.7520161321726846e-08	4.203483058518032e-06	5.495061259352951e-07	2.626359218993457e-06	0.04226001724600792	5.524828949887706e-08	3.284093708089131e-08	2.4748834448473644e-07	3.0922098215313554e-09	1.461088174892211e-07	1.3610247151518706e-06
IGKV3-11	7.65706045058323e-06	1.6450520945454628e-07	0.0008500974508933723	1.8991997308148711e-07	2.8255388428988226e-07	5.556042026455543e-08	6.783315029679216e-07	5.145701834408101e-06	6.545272981384187e-07	0.0036047929897904396	4.818969046027632e-07	6.344321690221477e-08	1.036082935002014e-07	3.12566953653004e-06	3.711744739121059e-06	1.3173433899282827e-06	1.6235816246989998e-08	1.4211348116077716e-06	2.297610080859158e-06	2.4895009573810967e-06	1.6703912919524555e-08	2.4364560886169784e-05	1.6024109754653182e-06	3.0248450002545724e-06	3.6562707919074455e-06	8.183378668036312e-06	5.541375571738172e-07	1.1480194643809227e-06	3.4021094830194443e-09	1.1510155673022382e-06	6.379301709102947e-08
IGKV3-15	0.00018859071133192629	2.184096103974298e-07	0.008905505761504173	1.1172893437105813e-06	0.0001629887701710686	9.71584057651853e-09	1.6846229300426785e-07	1.570982021803502e-06	3.61958356620562e-08	0.0018372960621491075	2.3278192884390592e-07	8.644006044278285e-08	9.38589096222131e-07	3.2884677239053417e-06	3.2791065223136684e-06	4.795673885382712e-05	3.7738775660045576e-08	1.5112291293917224e-06	7.896744023128122e-07	3.46342297063984e-08	7.315514238825926e-08	1.9145229089190252e-05	6.196175377226609e-07	8.01107489678543e-06	2.832169229805004e-06	5.668835001415573e-07	2.1138845340828993e-07	3.787104958519194e-07	9.637196285439131e-08	1.075705995390308e-06	1.1620980444604356e-07
IGKV3-20	8.995252755994443e-06	1.7997363954691536e-07	0.005541666876524687	1.928276560647646e-07	4.1309645894216374e-05	4.69994567708909e-08	1.560292872682112e-07	2.349668284296058e-05	3.3111325592471985e-07	0.0033979343716055155	4.6559060251638584e-07	6.520201623061439e-08	7.581124350508617e-07	3.295856458862545e-06	1.8832851083061541e-06	5.175997648620978e-05	1.5165262823302328e-07	1.5012634548838832e-06	5.061949195805937e-06	4.5025126382824965e-06	7.719677341810893e-07	1.8151020412915386e-05	7.588025141558319e-07	9.011330803332385e-06	6.139912784419721e-06	3.376376582764351e-07	1.9204110230930382e-06	4.3423139572951186e-07	1.925299919491863e-08	6.487481414296781e-07	2.0368408968352014e-06
IGKV3-7	7.512035153922625e-06	1.6271806657641719e-07	2.241204674646724e-05	1.8301484772109688e-07	2.8256312134544714e-07	5.949197134924589e-09	1.2241787317179842e-07	1.1043746326322434e-06	3.039480844790887e-08	1.0710900966159898e-07	1.983194408694544e-08	5.640393396788568e-08	1.0114478499190227e-07	2.9448483473970555e-06	9.500221409552978e-08	0.0002968171320389956	1.585237185963706e-08	1.3763159358859411e-06	3.081711597019421e-08	3.1995966764952755e-08	1.6601456209741627e-08	3.445311236305315e-08	5.360654995456571e-07	2.6867182896239683e-06	2.755154127953574e-06	4.854645752061515e-08	3.290513461706723e-08	2.4588194946773e-07	3.074111187828521e-09	9.63990309799101e-09	5.32946629050457e-08
IGKV3D-11	8.483848432661034e-06	1.729081731127735e-07	0.0005621372256428003	3.168333648773114e-07	3.9939834550750675e-07	1.7559790066457026e-08	2.5963009875340504e-07	1.522093839412264e-06	3.841314111241445e-08	0.0007618676754646003	7.601260421097322e-08	1.5502880046369683e-07	2.1999657917604054e-07	3.875273705489235e-06	2.831831807270646e-06	6.685328344246955e-07	1.8014015168432707e-08	1.5344410257966956e-06	2.6251629492435313e-07	1.4143182625048212e-06	1.70998912807363e-08	7.276058113347972e-06	1.00646741429955e-06	7.176093276939355e-06	4.535354946710868e-06	3.0235025860747555e-06	4.2972299496568667e-08	8.205369113056804e-07	6.286265286092885e-09	1.0595758936915445e-08	7.753833841661617e-08
IGKV3D-15	2.2175790945766494e-05	1.657534767218749e-07	0.002024703426286578	1.91083501022149e-07	8.558914851164445e-05	5.98100369231247e-09	1.2646057712117909e-07	1.13289900127711e-06	3.0394208039297155e-08	0.0008551592472940683	2.0356592855819144e-08	5.666980129603871e-08	1.3951398614153732e-07	2.9533732686104486e-06	5.260322950562113e-07	3.51471098838374e-05	1.5842971379242954e-08	1.3760551382802078e-06	4.6111789941960524e-08	3.261873260385073e-08	1.6596604979213225e-08	3.444451834866413e-08	5.386786483541073e-07	2.639919557623216e-06	2.760163397397264e-06	8.336353403137764e-07	3.289488859081757e-08	2.5472959919170535e-07	4.633513128737832e-09	9.59571266889725e-09	5.285259874199255e-08
IGKV3D-20	7.73394731368171e-06	1.658192729792063e-07	0.10979469865560532	1.8650750632787094e-07	2.2433846424974035e-06	1.4332223408075606e-08	1.2444233732367138e-07	5.703395072487183e-05	7.184927852676992e-08	0.00013518966443371028	2.0065655803591653e-08	5.725361518216232e-08	1.0451796583765827e-07	2.980273620778462e-06	8.860230309437611e-07	3.7100392091815593e-06	2.0770212216802975e-08	1.413610220879491e-06	1.2939047167037643e-07	1.731972474772192e-06	1.7812077146572847e-08	7.358850098171388e-07	3.3292062653345056e-06	4.398060809762683e-06	1.5697507478762418e-05	1.3679319010861946e-07	4.275223020044905e-08	5.764525781160046e-07	3.1143752021733917e-09	1.1679543554521388e-08	5.5398370335524305e-08
IGKV4-1	1.0053784535557497e-05	3.7566198329841427e-07	0.00010924478556262329	1.8849529226372397e-07	1.6234713257290423e-05	3.0243597848311765e-08	1.0616100780680426e-06	1.3515551700038486e-06	1.3371476370593882e-07	0.0034664354752749205	2.2485355088974757e-07	6.16118782659214e-08	1.1384896225763441e-07	4.356015324447071e-06	2.103829501720611e-06	1.1933032055821968e-06	9.197116668246963e-08	2.700806362554431e-05	3.847144853352802e-06	1.4420446348140104e-07	6.761265325394561e-08	2.6625390091794543e-05	6.671500045740686e-07	5.955989399808459e-05	8.743385478737764e-06	2.5009159799083136e-05	5.536989533538872e-07	5.647738817060599e-06	4.7072397535430355e-08	1.7471036244387506e-06	1.5728929270153458e-07
IGLC2	5.0487891712691635e-05	1.8256032774388586e-07	0.00019623189291451126	1.987455959806539e-07	0.00018520317098591477	1.3604218338514329e-06	5.20298726769397e-06	1.5149356613619602e-06	5.435105165929599e-08	0.0038045155815780163	1.8295272639079485e-06	2.6046609491459094e-07	9.655840358391288e-07	4.014359092252562e-06	1.768932634149678e-05	6.595198556169635e-06	2.0320044313848484e-06	1.6776533584561548e-06	6.807839781686198e-06	5.914521352679003e-06	2.8764975468220655e-06	4.425033330335282e-05	9.119165724769118e-07	0.0005538726691156626	3.7573770441667875e-06	8.687743502377998e-06	5.349703769752523e-06	3.8465818761324044e-06	5.470018749065275e-08	6.711971764161717e-06	2.0016235794173554e-05
IGLC3	1.7391308574588038e-05	2.0371008702113613e-07	0.00010851053229998797	2.419257612018555e-07	0.00012885162141174078	1.2006699989797198e-07	4.814225758309476e-05	3.818353434326127e-06	4.768903139051872e-08	0.00391456438228488	1.6532343352082535e-06	3.1187403237709077e-07	1.2875744914708775e-07	5.079256879980676e-06	1.1495563740027137e-05	4.780286417371826e-06	4.756369662572979e-07	1.9132257875753567e-06	7.055824880808359e-06	4.194917892164085e-06	1.2676406413447694e-06	4.435496521182358e-05	7.930536867206683e-07	3.286605715402402e-05	9.218572813551873e-06	9.335777576779947e-06	5.0601729526533745e-06	1.0148255569220055e-06	8.362156478369798e-08	8.27880921860924e-06	5.843990493303863e-06
IGLL5	1.8727503629634157e-05	2.1302109587395535e-07	7.974543404998258e-05	3.428363584134786e-07	0.00014234456466510892	8.611929835922183e-09	6.305272108875215e-06	1.1879894827870885e-06	4.422834010142651e-08	0.0029497910290956497	2.6239772523695137e-06	1.0585150533870546e-07	1.423608182449243e-06	1.2426135981513653e-05	4.050526513310615e-06	1.7249038137379102e-05	1.1043446335179397e-07	1.7130796550191008e-06	5.747603609052021e-06	1.417132864389714e-07	4.88551563648798e-07	3.096757791354321e-05	6.366238380905997e-07	0.0010572607861831784	4.271724264981458e-06	3.7123693346075015e-06	5.693211278412491e-06	3.876212133491208e-07	4.057596481032988e-09	1.8231713738714461e-06	7.043445293675177e-07
IGLV1-40	8.768935913394671e-06	1.6415924619650468e-07	2.0642157323891297e-05	1.844729666800049e-07	5.975046860839939e-06	6.161563703699358e-08	1.988230025062876e-07	1.3961741842649644e-06	3.0082738078363036e-08	0.0014333600411191583	1.9884090818322875e-08	4.005936204976024e-07	1.3793082587199024e-07	3.2539733183512e-06	2.7010360099666286e-06	1.526978508081811e-07	8.050250954738658e-08	1.4568875030818162e-06	3.045740371021566e-08	2.928577487182338e-07	1.9723960065221036e-07	1.5485487892874517e-05	5.528567044166266e-07	3.1706106256024214e-06	3.237428927604924e-06	6.003187081660144e-05	5.371454676605936e-07	3.114756452760048e-07	4.695866806514459e-09	3.6490138199951616e-07	7.602309324283851e-06
IGLV1-44	7.682567229494452e-06	1.6460771234960703e-07	2.032047268585302e-05	1.874957433756208e-07	3.121691065643972e-07	1.876311550574883e-08	1.2343564037564647e-07	1.1206185490664211e-06	3.025283135116297e-08	1.8724262190517038e-05	1.2994622977657855e-07	5.6877244247743874e-08	1.0159234165030284e-07	0.06963571906089783	3.0711291856277967e-06	5.506588536263735e-07	1.6069138908392233e-08	2.286737753820489e-06	3.082428534639803e-08	3.204671727985442e-08	1.693717166517672e-08	1.9578636056394316e-05	5.407579806160356e-07	2.7709190817404306e-06	2.7763819616666296e-06	7.5034613473690115e-06	4.5505050394467617e-08	3.568705437828612e-07	3.0886457835777037e-09	2.777913366003304e-08	5.701119221157569e-08
IGLV1-47	7.655319677724037e-06	1.6540238334528112e-07	3.7333065847633407e-05	1.834932845667936e-07	2.5455645300098695e-05	5.987244922067703e-09	1.2678367511398392e-07	1.1136154398627696e-06	3.020306849066401e-08	0.0032706644851714373	2.0178612558652276e-08	5.683993364868911e-08	1.0165981478849062e-07	2.9747495773335686e-06	1.843530662881676e-05	3.6710412132379133e-07	1.7421260878336398e-08	1.3901036481911433e-06	3.485542166004052e-08	3.388662861425473e-08	1.6730561824829238e-08	1.1741449270630255e-05	5.377592060540337e-07	2.6209731913695578e-06	2.867258899641456e-06	5.1963628067142054e-08	4.339776182860078e-08	2.461052872604341e-07	3.1111468956623867e-09	1.16616769574307e-08	3.194119699401199e-06
IGLV1-51	1.2648822121263947e-05	2.1078218992442999e-07	3.4168126148870215e-05	1.8313716054763063e-07	0.004938786383718252	1.2785079661625787e-08	7.965100849105511e-06	1.6540707292733714e-06	3.136307213935652e-08	1.0694885332895865e-07	1.9840886267274982e-08	8.567372589141087e-08	1.0096750457933013e-07	4.192726464680163e-06	4.9514969759911764e-06	4.306861956138164e-05	1.5859562552122952e-08	1.3897871440349263e-06	5.176496870262781e-06	3.181827779030755e-08	3.648704591796559e-07	3.451182095659533e-08	6.005506634210178e-07	2.6035097562271403e-06	2.755611603788566e-06	2.048626583928126e-06	4.152260771661531e-06	1.444515055482043e-05	7.3905432884657785e-09	9.556750057981844e-09	2.6732616333902115e-06
IGLV2-11	0.10294794291257858	1.6362984922579926e-07	2.1997091607772745e-05	1.8300200110843434e-07	2.3901968688733177e-06	6.106998995392132e-08	1.2263058124517556e-07	1.120112187891209e-06	3.0287612418078425e-08	7.268547778949142e-05	5.226977606298533e-08	5.771617139771479e-08	1.0099751079906127e-07	2.9505702059395844e-06	2.1334617485990748e-06	2.073962150461739e-06	1.5856945978498516e-08	1.387585257361934e-06	1.0836913588718744e-06	1.437400896975305e-06	1.668473714744323e-08	3.4570799556377096e-08	5.387965984482435e-07	2.8697020297840936e-06	2.9320553949219175e-06	4.890750915365061e-08	3.2796432236636974e-08	2.51168245313238e-07	3.1161906388632588e-09	9.534706357783307e-09	5.696374572039531e-08
IGLV2-14	7.770944648655131e-06	1.6845913819452107e-07	0.000207846678677015	1.8788468025832117e-07	1.0069864401884843e-05	8.770524750900677e-09	7.536463044743869e-07	1.1402950121919275e-06	7.592931439148742e-08	0.0022722575813531876	1.7756620707132242e-07	1.5027646327325783e-07	1.7605402717890684e-06	5.780005722044734e-06	5.464235073304735e-07	3.889569597959053e-06	1.1388948450985481e-07	1.437647938473674e-06	2.870801608878537e-06	1.1410786555643426e-06	2.4362688577639346e-07	2.664746170921717e-05	5.578863806476875e-07	4.453142537386157e-06	1.239474931935547e-05	6.927039635229448e-07	3.874909992873654e-08	2.5880447651616123e-07	3.341603438400398e-09	2.548130851209862e-06	2.987351592764753e-07
IGLV2-18	7.5077832661918364e-06	1.6271614811103063e-07	2.0049448721692897e-05	1.827978053370316e-07	2.7672277269630285e-07	5.929583490882351e-09	1.2223925693888305e-07	1.1021720638382249e-06	2.990898906318762e-08	1.0678274975362001e-07	1.985389097569623e-08	5.6406104675943425e-08	1.0089857482853404e-07	2.9429579626594204e-06	8.384467520272665e-08	0.00044977664947509766	1.5843351519606585e-08	1.3719743492401903e-06	3.033625617376856e-08	3.1651321563686e-08	1.6596359841969388e-08	3.443049578777391e-08	5.351415666154935e-07	2.5995022951974533e-06	2.757825768640032e-06	4.847146328756935e-08	3.270502091368144e-08	2.451163254590938e-07	3.072965215622503e-09	9.515466636855763e-09	5.280486092829051e-08
IGLV2-23	7.581871614092961e-06	1.6398131208461564e-07	2.437095645291265e-05	1.8362598552812415e-07	5.370033022700227e-07	5.9957367959384555e-09	1.238043552120871e-07	4.695205007010372e-06	3.023319550266024e-08	0.0023253171239048243	2.0216859297761403e-08	5.716390205634525e-08	1.0172987430223657e-07	2.971359890580061e-06	4.729155534732854e-06	9.941434342408684e-08	1.827037898749495e-08	1.386269104841631e-06	3.085135347191681e-08	3.242509905021507e-08	3.6744842191183125e-07	3.7749732229030997e-08	5.388965291786008e-07	8.947745664045215e-05	2.8249560273252428e-06	4.870532421819007e-08	3.462336550796863e-08	2.458983203723619e-07	7.582683281270874e-08	9.919814303316343e-09	8.286179763672408e-06
IGLV2-8	7.70213137002429e-06	1.6542269065666915e-07	2.971306093968451e-05	1.8513006239118113e-07	1.6142559616127983e-05	6.643543049023037e-09	1.2877538324573834e-07	1.1316832342345151e-06	3.306849549744584e-08	0.0011132356012240052	7.043973226927847e-08	5.8291607984983784e-08	1.039869843566521e-07	3.015101128767128e-06	1.1806260999946971e-06	3.3202043141500326e-06	1.1834769964025327e-07	1.4041257827557274e-06	6.706906674480706e-07	7.914692332633422e-07	5.094215893564069e-08	9.450943252886645e-06	5.650775847243494e-07	3.4561201118776808e-06	2.8818419650633587e-06	5.063428076823584e-08	6.194028401296237e-08	4.5853050778532634e-07	3.625918054694921e-08	6.667331149401434e-07	5.107698370920843e-07
IGLV3-1	8.413369869231246e-06	1.7196582291489904e-07	0.0001380064059048891	2.1613536205222772e-07	0.009983115829527378	7.589060402324321e-08	1.2924979841955064e-07	1.1245457471886766e-06	9.091674257888371e-08	0.0003550835244823247	3.8759478115935053e-07	6.102450811340532e-08	1.1036757996407687e-07	3.0616135973104974e-06	6.576187843165826e-06	7.532571089541307e-06	1.8979019245080053e-08	1.442107077309629e-06	4.852612889294505e-08	3.264376857714524e-08	2.856539254025847e-07	7.047261533443816e-06	7.077304076119617e-07	2.725448439377942e-06	2.862110932255746e-06	3.384294302577473e-07	7.400988266681452e-08	2.5177592988256947e-07	3.6800706926243265e-09	2.9213680363682215e-07	3.3276544399996055e-06
IGLV3-10	7.518186976085417e-06	1.6302949745750084e-07	2.0045914425281808e-05	1.8312873351078451e-07	2.770195237644657e-07	5.934756686087894e-09	1.225967878326628e-07	1.1035092484235065e-06	2.9924283495574855e-08	1.0726918731052137e-07	1.984095199247804e-08	5.644941936111536e-08	1.0092649915804941e-07	2.943409754152526e-06	8.526102845962669e-08	4.672745390621458e-08	1.5877375858508458e-08	1.3747504681305145e-06	3.037982310161169e-08	3.170885420900049e-08	1.6607588193551237e-08	3.4504278545455236e-08	5.360547561394924e-07	2.633691337905475e-06	2.758698428806383e-06	4.849343326895905e-08	3.2749394307529656e-08	2.4546451982132567e-07	3.0796301064839327e-09	9.549198765057554e-09	5.2916238502120905e-08
IGLV3-19	7.68439258536091e-06	1.6379426881485415e-07	6.175494490889832e-05	1.8418081992876978e-07	2.8387879069669e-07	6.617523418128712e-09	1.2650336600472656e-07	1.1154900221299613e-06	3.008358362421859e-08	5.3737971029477194e-05	2.325194436991751e-08	6.489011639132514e-08	1.0132610128721353e-07	2.9673669814656023e-06	2.1839332475792617e-07	2.805276744766161e-05	2.1229261903954466e-08	1.3833926004735986e-06	2.3773293378326343e-06	3.4282734304724727e-06	2.2760087148299135e-08	1.8515418560127728e-05	5.414996167019126e-07	0.07502949982881546	3.846674189844634e-06	5.3325798887726705e-08	8.836484965968339e-08	2.5240811396542995e-07	3.1324727256532015e-09	1.0558674148342106e-06	2.260876271975576e-06
IGLV3-21	8.0542013165541e-06	1.1330806728437892e-06	0.0002507799072191119	2.8569451160365134e-07	6.058286317056627e-07	1.1182458514724658e-08	0.0002968937624245882	1.3664512152899988e-06	4.3334917876336476e-08	0.0022869445383548737	1.7488606829374476e-07	1.0979620412854274e-07	1.4814570192811516e-07	3.18852607961162e-06	2.1701684715935698e-07	5.076214506516408e-07	1.6768983357451361e-07	1.6018260566852405e-06	3.7737098068646446e-07	5.510814276021847e-07	6.114851913707753e-08	1.6500182027812116e-05	2.1633757114614127e-06	3.703021320689004e-06	3.073535253861337e-06	1.9608787624747492e-06	9.592941978553426e-07	6.336518936223001e-07	3.961051930900794e-08	9.369983899887302e-07	8.269369544677829e-08
IGLV3-25	9.393396794621367e-06	1.7914436512000975e-07	2.3608541596331634e-05	1.97132138168854e-07	3.1244388765117037e-07	6.868402291360098e-09	1.513722196477829e-07	1.4536358321493026e-06	3.58812286549437e-08	3.5756020224653184e-05	3.6302867556514684e-07	6.565971233385426e-08	4.4052811176698015e-07	3.37389519700082e-06	3.5579782888817135e-06	4.938030429002538e-07	7.11330983449443e-07	1.8613491192809306e-06	5.484122993948404e-06	6.468413857874111e-07	5.209273012951599e-07	6.993850092840148e-06	1.5184363064690842e-06	0.0682283565402031	3.129739525320474e-06	9.65845742939564e-07	1.1241750144108664e-06	1.935206455527805e-06	1.8541845392405776e-08	3.1321430924435845e-06	8.935554660638445e-07
IGLV6-57	7.624276349815773e-06	1.650428345101318e-07	2.0322282580309547e-05	1.8422073821966478e-07	2.8036795356456423e-06	5.982944362159515e-09	1.2470398758068768e-07	1.121922537095088e-06	3.028303297014645e-08	0.0014519841643050313	2.115216375386808e-07	5.702137784169281e-08	1.061833501125875e-07	2.9941750199213857e-06	4.120174708077684e-06	3.8648352074233117e-07	1.5949567000461684e-08	1.3919955108576687e-06	3.154208272349024e-08	3.193111908217361e-08	1.9186821020866773e-08	9.069620318769012e-06	5.411376946540258e-07	8.035438440856524e-06	2.7916901217395207e-06	5.073921016673921e-08	1.4866484434605809e-06	2.6979981271324505e-07	3.0941109674387235e-09	9.60062696009345e-09	5.423980553587171e-08
IGSF6	4.9685888370731845e-05	6.59217448628624e-07	9.712843893794343e-05	1.079221760846849e-06	0.00016849071835167706	3.348941746139644e-08	9.840449820330832e-06	3.963363724324154e-06	3.787725688653154e-07	2.2636857011093525e-06	1.7669908913831023e-07	1.5286194354757754e-07	3.635790619682666e-07	6.4166501942963805e-06	1.912581183205475e-06	1.5810869058441313e-07	1.7720703908707947e-06	1.1251158866798505e-05	9.767533128979267e-07	2.66865612275069e-07	0.0018923066090792418	1.7972477508010343e-05	1.5355080904555507e-06	6.094255240896018e-06	7.172391633503139e-06	1.3456389069688157e-07	2.369348067077226e-06	3.9214737057591265e-07	7.555515324497719e-09	3.563044970178453e-07	3.7969430195516907e-06
