Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30
EDEM2	0.00024927264894358814	0.00030077327392064035	0.0003403704322408885	0.0001337446883553639	1.4222114259609953e-05	0.00020020492956973612	0.0006627082475461066	0.0003137500898446888	0.0010956448968499899	0.0003842234145849943	7.879016629885882e-05	0.0003706286661326885	0.00022502698993775994	0.0002797988126985729	0.0001148415612988174	0.00016211268666666	0.00017591823416296393	0.0003825550666078925	0.0001885943056549877	0.00013338906865101308	0.00028845950146205723	0.00034675985807552934	0.00030668210820294917	0.00012464195606298745	0.00018120901950169355	0.00028581530204974115	6.826333265053108e-05	0.0002583722525741905	5.590609725913964e-05	0.00011448220902821049
EDIL3	2.817127324306057e-06	6.817318762841751e-07	1.7760007153810875e-07	2.6009474822785705e-05	0.0006377117242664099	0.0007848510867916048	7.590510358568281e-05	2.7917624834117305e-07	8.753646625336842e-07	1.5053251445351634e-07	0.0017084950814023614	3.3645569601503666e-06	5.112674728025013e-08	4.1926006133508054e-07	0.00016922608483582735	0.0001093360988306813	3.0804608286416624e-06	3.0780523957218975e-05	0.00014481887046713382	2.1844574803253636e-05	1.1779546866819146e-06	5.198008352635952e-07	1.0181810466747265e-05	8.528172656951938e-06	5.149871412868379e-06	0.00030990157392807305	0.00018469519272912294	8.893508493201807e-05	7.971530976647045e-06	4.2396803223709867e-07
EDN1	2.766321813396644e-06	3.1031447633722564e-07	1.1094285667923032e-07	2.3970425900188275e-05	1.679503270679561e-06	3.615142486523837e-05	2.2634273477706301e-07	1.2918121683469508e-06	2.81065638318978e-07	5.774459623353323e-06	5.839394816575805e-06	5.731760097660299e-07	1.889019949885551e-05	1.846535724325804e-06	1.2561313269543462e-05	7.169387117755832e-06	7.182930858107284e-05	1.3690542800759431e-05	0.0007159524247981608	1.6359503206331283e-05	1.2111644309698022e-06	1.0255564575345488e-07	9.501129625277827e-07	2.4558421500842087e-06	0.0002125211904058233	1.8765026652545203e-06	3.7387933844001964e-05	1.036322146319435e-06	1.7824424958234886e-06	1.877377940218139e-06
EDNRA	6.4614614530000836e-06	3.228678053801559e-07	4.829977910958405e-07	6.160746852401644e-05	0.0001807663356885314	0.0023054133635014296	3.463500206635217e-07	8.841312251206546e-07	2.321396323168301e-06	7.639395960268303e-08	0.0006121445912867785	1.31599279029615e-06	1.695406467661087e-06	1.9468252787646634e-07	5.604614852927625e-05	2.2357755369739607e-05	8.427886314166244e-06	1.4506606021313928e-05	8.474189172602564e-08	1.8048165657091886e-05	2.270722347930132e-07	2.186394851833029e-07	2.3069831058819545e-06	1.210192476719385e-05	3.842325531877577e-05	0.0024469171185046434	0.0002712045388761908	3.0218285246519372e-05	0.00017769602709449828	3.7737348179689434e-07
EDNRB	1.6714785999738524e-07	5.173713475414843e-07	2.1291498342179693e-07	1.917632471304387e-05	3.6001783882966265e-06	9.123863856075332e-05	0.00010441763151902705	4.781700795319921e-07	2.4556507582929044e-07	0.00014292214473243803	1.2755116358675878e-06	1.5111880884433049e-06	4.575838730147552e-08	8.794935979494767e-08	2.133343332388904e-05	3.0419707400142215e-05	7.025954573691706e-07	0.00029140571132302284	0.0007520138169638813	8.107585017569363e-06	1.7588787670774764e-07	4.35580830071558e-07	1.1610206911427667e-06	6.3352140386996325e-06	2.332847316210973e-06	0.0006210958235897124	1.4359061424329411e-06	2.957531251013279e-05	0.0011915593640878797	7.283764489329769e-07
EEF1A1	0.0004359753511380404	0.0018395535880699754	0.0053727333433926105	0.0011181067675352097	0.0035638930276036263	0.00017317869060207158	0.001950177364051342	0.0014161223080009222	0.0008486539591103792	0.0004853994178120047	0.0006102235638536513	0.003834625706076622	0.0017555641243234277	0.0026212017983198166	0.0012399581028148532	0.00131688651163131	0.0010906241368502378	0.000981557066552341	0.0006472147651948035	0.0014326591044664383	0.0008724749204702675	0.001087490119971335	0.0017793915467336774	0.0016997948987409472	0.002228753874078393	0.0007214551442302763	0.0009388787439092994	0.002559325657784939	0.0011624101316556334	0.0003727740840986371
EEF1B2	0.00018317674403078854	0.0008864565752446651	0.00382747664116323	0.000897535472176969	0.0022990743163973093	0.00010322571324650198	0.000988239306025207	0.0012318885419517756	0.00125582842156291	0.00043128064135089517	0.0002647412184160203	0.0021286921110004187	0.0007421912159770727	0.0026513240300118923	0.0012279569637030363	0.0005175067344680429	0.0003916069108527154	0.000508817785885185	0.0003774873330257833	0.0008297672611661255	0.0005672549596056342	0.0006183555233292282	0.002115611219778657	0.0007750078220851719	0.0014403614914044738	0.0003705778217408806	0.0012793459463864565	0.001480600913055241	0.0006860620342195034	0.0006124570500105619
EEF1D	0.0002554614911787212	0.0012765356805175543	0.002629897091537714	0.0005194727564230561	0.001710910233668983	0.00011736045416910201	0.000630409806035459	0.001217173645272851	0.0008365319226868451	0.00027939569554291666	0.0002355526085011661	0.0009585130610503256	0.001835373230278492	0.0012839949922636151	0.0006837869295850396	0.0009679928771220148	0.0004017355968244374	0.0005310011911205947	0.0002763863594736904	0.000852000608574599	0.000886374618858099	0.0010068585397675633	0.0008239835733547807	0.0006067798240110278	0.0008822310483083129	0.0005290479748509824	0.0008655334240756929	0.003423271933570504	0.0005037888186052442	0.0007692182553000748
EEF1G	1.125743779084587e-06	7.230851042550057e-05	0.0002852857578545809	1.5836494640097953e-05	7.036480383249e-05	6.077184480091091e-06	0.00010456177551532164	8.919133165363746e-07	0.00018834306683856994	5.014424095861614e-05	2.104205486830324e-05	0.00018389956676401198	0.00012655150203499943	0.0003094474086537957	3.587598621379584e-05	1.27120492834365e-05	3.5713969737116713e-07	2.808890940286801e-06	1.6663747373968363e-05	1.9527184122125618e-05	0.0001423843059455976	0.00018118963635060936	0.0001459863706259057	4.555029590846971e-06	0.00041087809950113297	3.3284140954492614e-05	8.951819472713396e-05	0.00011081667616963387	4.8210513341473415e-05	6.699768709950149e-05
EEF2	0.000728781393263489	0.0013212100602686405	0.003121775109320879	0.0007587772561237216	0.0028709552716463804	0.0003080426249653101	0.0008117069955915213	0.0006746588624082506	0.0011502888519316912	0.00036871558404527605	0.0008363488013856113	0.0018034109380096197	0.0021053345408290625	0.0020807646214962006	0.0011015249183401465	0.000807583739515394	0.0009297683136537671	0.0008356029284186661	0.000581685802899301	0.0011594612151384354	0.0005946706514805555	0.0007614494534209371	0.0012115552090108395	0.0018559710588306189	0.0018378819804638624	0.0009907834464684129	0.0011540482519194484	0.0018405786249786615	0.001476255594752729	0.00029508615261875093
EFCAB14	0.0014142482541501522	0.0004909125855192542	0.0004887281102128327	0.0005251382826827466	0.00021922988526057452	0.00026374010485596955	0.0010185915743932128	0.00045807205606251955	0.00012927429634146392	0.0003179815539624542	0.0002505774609744549	0.00013184684212319553	0.0003217043704353273	0.00039190452662296593	0.00021637952886521816	0.0003355144872330129	0.000963536964263767	0.0003940228489227593	0.0007792093674652278	0.0003450316144153476	0.0006222677766345441	0.0006832114886492491	0.00043009250657632947	0.0005278372555039823	0.00019834759586956352	0.00024641375057399273	0.00026414269814267755	9.765970025910065e-05	0.000396268762415275	0.00014429137809202075
EFEMP1	4.033688674098812e-05	5.830944473927957e-07	8.871655268194445e-07	9.096894791582599e-05	1.7377167750964873e-05	0.00011369746789569035	9.794474635782535e-07	2.9443424409691943e-06	1.4757825738342945e-05	2.965740861782251e-07	0.0002617936988826841	4.787097168446053e-06	5.461448017740622e-05	1.4153084748613765e-06	6.973080598982051e-05	5.7000117521965876e-05	7.342986805269902e-07	0.009572433307766914	6.753202228537702e-07	3.9483740692958236e-05	1.168062681244919e-06	1.1827551134047098e-06	2.324348088222905e-06	1.832344787544571e-05	0.0002991085930261761	2.7451699224911863e-06	0.0013156799832358956	0.0004742179298773408	0.002407117746770382	6.466126706072828e-06
EFEMP2	8.041681576287374e-05	1.3518851119442843e-05	9.775216312846169e-06	0.00022437649022322148	0.0005767956026829779	0.0010197976371273398	2.620357190608047e-05	2.9235739930300042e-05	1.5686060578445904e-05	5.667121513397433e-06	0.0017553215147927403	6.373694759531645e-06	2.3823604351491667e-05	1.3664165408044937e-06	8.619472646387294e-05	0.00027519537252373993	0.00025956507306545973	0.00015180303307715803	0.00015511340461671352	0.0001790239184629172	1.524151139165042e-05	1.0483511687198188e-05	1.2606816198967863e-05	9.103885531658307e-05	6.302800466073677e-05	0.0007478172774426639	0.00019915122538805008	0.0009511297685094178	0.0013198937522247434	6.470090738730505e-06
EFHD1	1.873034125310369e-05	5.045172656537034e-06	2.069579204544425e-05	2.7720549041987397e-05	0.0003068770165555179	3.9208654925459996e-05	1.936429043780663e-06	6.573325663339347e-06	8.373360174118716e-07	5.1733046291246865e-08	1.2685605724982452e-05	1.6756441709731007e-06	0.0012132053961977363	5.7242550610681064e-06	1.7983922589337453e-05	1.2579494068631902e-05	2.404757196927676e-06	1.2222883924550842e-05	2.617219706735341e-06	0.00011054487549699843	3.0208771022444125e-06	1.3093485904391855e-05	7.888654181442689e-06	4.2547748307697475e-05	5.422593676485121e-05	0.0009661786025390029	3.875658512697555e-05	3.4374701499473304e-05	4.744056423078291e-05	5.7155906688421965e-05
EFHD2	0.00022723250731360167	0.001100602326914668	0.000203113624593243	0.00010352950630476698	2.5846398784779012e-05	5.9651640185620636e-05	0.00017338321777060628	0.0023335437290370464	8.219767914852127e-05	0.0007374750566668808	8.061689004534855e-05	0.0005100340931676328	8.54286554385908e-05	0.00013465317897498608	0.0005094938678666949	0.00012094985140720382	0.00012615601008292288	0.00032849711715243757	0.00017284098430536687	0.0003081187605857849	0.0003798522229772061	0.0005514079239219427	0.00018052454106509686	0.00037382723530754447	5.710952973458916e-05	3.197569094481878e-05	9.98383438854944e-06	3.0143060939735733e-05	0.0001006336824502796	0.00020998837135266513
EFNA1	0.000186203615157865	2.9153468403819716e-06	8.482320481562056e-06	1.2556211913761217e-05	1.1104857549071312e-05	1.8129590898752213e-05	3.2775059821688046e-07	1.1962373719143216e-05	1.7582595319254324e-05	2.0434222847143246e-07	1.3767806876785471e-06	1.0281909226250718e-06	0.0017784341471269727	8.971452416517423e-07	4.523654206423089e-05	1.0866138836718164e-05	0.00017717515584081411	0.00011294184514554217	0.0009288269211538136	2.2786553017795086e-05	9.214825695380569e-06	8.15317946489813e-07	8.714865202819055e-07	3.4468009744159644e-06	0.0010051354765892029	3.142289642710239e-05	0.00030715507455170155	3.517095319693908e-05	3.5716034290089738e-06	1.6439387763966806e-05
EFNB2	1.2679495739575941e-05	9.908437732519815e-07	1.1159431778651197e-06	2.6392504878458567e-05	5.281605263007805e-05	0.0004532821476459503	7.312019533856073e-06	4.4365822304825997e-07	7.686087997171853e-07	1.0830721066668048e-06	3.528661545715295e-05	1.1488666586956242e-06	2.006252543651499e-05	2.6351946758040867e-07	2.2123276721686125e-05	6.124470382928848e-05	0.00012076575512764975	0.00014010717859491706	0.0013939673081040382	2.4802413463476114e-05	1.7909809457705705e-06	4.802395210390387e-07	1.1600888001339626e-06	9.076943570107687e-06	0.0001510574365966022	2.3325539586949162e-05	1.8155063798985793e-06	3.0118104405119084e-05	3.759952596738003e-05	6.804705776630726e-07
EGFL6	1.0055179444634632e-07	7.982297915987147e-07	1.732170318291537e-07	3.170604395563714e-05	1.2118479389755521e-05	0.0005319351912476122	4.753419489134103e-07	5.857913834006467e-07	4.3747806444116577e-07	8.29759230214222e-08	9.994365245802328e-05	1.574286216055043e-06	1.326487080177685e-07	1.1328521622999688e-06	2.937828321591951e-05	3.622827716753818e-05	4.2505706687734346e-07	9.000182217278052e-06	1.8052581651772925e-07	1.454081302654231e-05	6.570905497937929e-06	6.747300744791573e-07	1.6352173588529695e-06	5.868291736987885e-06	1.819336716835096e-06	0.0016944307135418057	2.4735957140364917e-06	2.1347344954847358e-05	3.279310840298422e-05	4.433392405189807e-06
EGFL7	3.43097053701058e-05	4.795171662408393e-06	2.9163554700062377e-06	7.423650822602212e-05	1.3339782526600175e-05	3.6946039472240955e-05	0.00014162798470351845	8.622744644526392e-06	6.3642446548328735e-06	1.7463142285123467e-05	4.214883119857404e-06	8.291742233268451e-06	5.3795010899193585e-05	1.0836977253347868e-06	4.469172563403845e-05	0.0001814074203139171	8.664471533847973e-05	0.000254716636845842	0.002402531448751688	5.468599920277484e-05	3.5018540529563325e-06	7.428936896758387e-07	8.19875185698038e-06	1.2918971151520964e-05	6.161209967103787e-06	6.659506198047893e-06	1.7801110516302288e-05	6.343152199406177e-05	1.543372309242841e-05	1.7223021131940186e-05
EGFLAM	0.0007032640278339386	5.143839985066734e-07	3.0151892360663624e-07	5.50265540368855e-05	7.126906712073833e-05	0.0006344455177895725	2.917645929301216e-07	1.8180830920755398e-06	6.06455387242022e-07	8.049801891729658e-08	7.429151446558535e-05	2.0234319890732877e-06	1.8853164874599315e-05	1.5668815933622682e-07	4.025827729492448e-05	2.509087062207982e-05	0.00048775767209008336	2.124322418239899e-05	3.6782617485187075e-07	1.7236616258742288e-05	2.571190123035194e-07	3.4737283272079367e-07	1.3968700613986584e-06	1.0433531315356959e-05	9.791880074772052e-06	0.0025155609473586082	0.0001525615807622671	0.0002583535679150373	0.0011390883009880781	2.2344977423927048e-07
EGR1	0.000475221750093624	4.6306919102789834e-05	0.00011023289698641747	4.620497929863632e-05	0.00030883302679285407	0.00021887484763283283	0.0003906429628841579	0.0004430483968462795	0.00023444651742465794	0.00022999044449534267	2.2569432985619642e-05	3.530989488353953e-05	0.0003719620290212333	0.0002232915721833706	0.00026360416086390615	2.6045023332699202e-05	0.0083721112459898	2.9496257411665283e-05	3.7269310269039124e-05	3.6159748560748994e-05	0.00010062052024295554	9.591470006853342e-05	2.1848582036909647e-05	6.469800428021699e-05	0.0008957343525253236	0.00038183227297849953	0.00040756285306997597	0.0002121801662724465	0.0015649537090212107	1.4491860383714084e-05
EHD2	1.500843427493237e-05	1.4817317151027964e-06	1.7896900317282416e-06	0.0005240964819677174	0.0008462652331218123	0.0004910388961434364	1.2202954167150892e-06	7.427657692460343e-06	2.0931042854499537e-06	9.963480351871112e-07	0.0009018835844472051	4.30094542025472e-06	8.751989298616536e-06	1.3446330058286549e-06	8.219457231462002e-05	0.00019744479504879564	4.7608253225916997e-05	0.00013355283590499312	0.0008186148479580879	0.00033990605152212083	1.1647273367998423e-06	1.112848281081824e-06	4.848138814850245e-06	7.595969509566203e-05	0.0001081780283129774	0.002225467236712575	0.00028163555543869734	0.001024531782604754	0.00039705869858153164	8.772386536293197e-06
EHD4	0.0001918777998071164	0.0002820087829604745	0.0002297914761584252	0.00018484241445548832	0.00018171474221162498	0.00011213919788133353	0.0001269801869057119	0.0001444710069335997	0.00019942088692914695	0.00043653720058500767	0.00019272092322353274	0.00011675569840008393	9.489262447459623e-05	9.404995216755196e-05	0.00011615591211011633	0.00021828764874953777	0.0003927114885300398	0.0003435990365687758	0.0015544758643954992	0.00041272127418778837	0.0004723288875538856	0.00036813775659538805	0.00011369564163032919	0.0006360388360917568	0.00012159221660112962	1.0842511983355507e-05	0.0003455189289525151	5.8619323681341484e-05	3.312738044769503e-05	8.401917875744402e-05
EHF	0.00019387606880627573	1.1453211072876002e-06	8.68644008278352e-07	1.0878116881940514e-05	2.206847398156242e-07	1.886720747279469e-05	2.822964688675711e-07	9.149170665523343e-08	2.583554703505797e-07	6.1628652474610135e-06	2.866260047085234e-07	0.00015676456678193063	0.0008360795327462256	2.8492463570728432e-06	7.18682258593617e-06	4.411026111483807e-06	9.694664981907408e-08	1.910427499751677e-06	6.425723313441267e-07	0.0001060633294400759	8.771769898885395e-06	1.5723514934506966e-06	4.2449673287592304e-07	3.2295874916599132e-06	0.0026173866353929043	9.367900588586053e-07	3.118931772405631e-06	5.769343829342688e-07	7.394889678380423e-08	3.8159374526003376e-05
EID1	0.0007236856035888195	0.0013722602743655443	0.001033949782140553	0.0009647539118304849	0.001537579228170216	0.0003216310578864068	0.0005833967588841915	0.0008715870208106935	0.00034011329989880323	0.0003483192704152316	0.0009351501939818263	0.001256908755749464	0.0007337350980378687	0.0004844254581257701	0.0007461359491571784	0.0013996209017932415	0.0012011557118967175	0.001017460017465055	0.0008168671629391611	0.0008761847275309265	0.0009844853775575757	0.0009370443876832724	0.0006731532048434019	0.0014627837808802724	0.000544985115993768	0.0011391370790079236	0.0007666528108529747	0.0010175479110330343	0.001586390077136457	0.0002760800998657942
EIF2AK3	0.0004219929687678814	0.00011324366641929373	0.00017893651966005564	0.000326543056871742	3.782680141739547e-05	0.0002034397330135107	0.00011129046470159665	0.0002856453356798738	0.0013590571470558643	6.821494025643915e-05	0.00016131009033415467	5.13158920512069e-05	0.0001268614287255332	0.0002656137803569436	7.2975926741492e-05	0.00045432610204443336	0.000982628553174436	9.311364556197077e-05	0.00012258824426680803	8.849603909766302e-05	0.000397702882764861	0.00033124350011348724	0.0003129180986434221	0.0004142032703384757	0.00011775876191677526	6.147973181214184e-05	7.374586130026728e-05	4.993709080736153e-05	0.0002215019048890099	2.9866867407690734e-05
EIF2S3	0.00011699370224960148	0.0005439035012386739	0.0012494437396526337	0.00033397090737707913	0.0008626060443930328	0.00024018702970352024	0.0006003894959576428	0.00044805710786022246	0.00020679138833656907	0.00024325978301931173	0.00023068861628416926	0.0006041234009899199	0.0006373374490067363	0.0012036433909088373	0.0007744654431007802	0.00044053568853996694	0.0007702620350755751	0.0004854660073760897	0.0002379490906605497	0.0009303007973358035	0.0004445114464033395	0.0006033526151441038	0.00032055212068371475	0.0009156039450317621	0.0008297623717226088	0.0004090982547495514	0.0007266734610311687	0.0006399596459232271	0.00045967428013682365	0.0003149657277390361
EIF3H	0.00010291275975760072	0.0008770633139647543	0.0012607099488377571	0.000571944285184145	0.0012370028998702765	7.067267870297655e-05	0.0003140055341646075	0.0003924492921214551	0.0002300940250279382	0.00026711475220508873	0.00017535043298266828	0.0009364733705297112	0.0012662318767979741	0.0007880317280068994	0.0003962380869779736	0.0004328223876655102	9.644796955399215e-05	0.0001767903013387695	0.00020602138829417527	0.0006577060557901859	0.0004968576249666512	0.0004557876382023096	0.000501565751619637	0.0003855063405353576	0.001309327781200409	0.00025445042410865426	0.000607834430411458	0.002040040446445346	0.000356497272150591	0.00039228113018907607
EIF3K	0.00016066631360445172	0.0017264388734474778	0.002556238789111376	0.0007435548468492925	0.001326911966316402	0.00017051601025741547	0.001201217295601964	0.0012586715165525675	0.0007231414201669395	0.0006945093628019094	0.00030983638134784997	0.002206113189458847	0.000784410338383168	0.0012335096253082156	0.0006460057338699698	0.0005108325276523829	0.00033798429649323225	0.0009426510077901185	0.00048153038369491696	0.0007675160304643214	0.0010051797144114971	0.0011077066883444786	0.001147042028605938	0.0010201106779277325	0.0009182324283756316	0.0008882220136001706	0.0010325639741495252	0.0009392871288582683	0.0006722375983372331	0.0004812781699001789
EIF3L	0.0001161114705610089	0.000789554207585752	0.0018678869819268584	0.00044641445856541395	0.0021376749500632286	0.00011335028102621436	0.000588364084251225	0.0004069091228302568	0.00036984210601076484	0.0003098955494351685	0.00021715638285968453	0.001919295871630311	0.0006125519867055118	0.0012248833663761616	0.0006970962858758867	0.00037051571416668594	0.00039518496487289667	0.0002781770017463714	0.0004001015913672745	0.0005112671060487628	0.0003470551164355129	0.000522144662681967	0.0013441246701404452	0.0005292742280289531	0.0013457906898111105	0.0005553521914407611	0.0013482518261298537	0.001469043199904263	0.0008480652468279004	0.0003794979420490563
ELAVL1	3.617772745201364e-05	0.000997752882540226	0.0005245634820312262	0.00012491836969275028	0.00013316955300979316	0.0002331877185497433	0.00025149466819129884	0.00043038511648774147	0.00039792334428057075	0.00021594470308627933	0.00022208101290743798	0.0004227130557410419	0.00020747366943396628	0.00041447055991739035	0.00017861253581941128	0.00016182829858735204	5.61274318897631e-05	0.00019561522640287876	0.0001828381500672549	0.0001832964480854571	0.0007099806680344045	0.00045155329280532897	0.00038474006578326225	0.00019267000607214868	0.00027230099658481777	0.0002788398996926844	0.0002592092496342957	0.0004057862388435751	0.00024258563644252717	0.0007680003182031214
ELF1	0.0012147665256634355	0.0007692301878705621	0.0009141865884885192	0.00031481587211601436	0.00010216877853963524	0.00011338653712300584	0.000703739351592958	0.0005729420226998627	0.00019169418374076486	0.0002731758286245167	0.00014583111624233425	0.00024975682026706636	0.0002922029816545546	0.0005612430395558476	0.00017878410289995372	0.0003749403986148536	0.0012758433585986495	0.00014322649803943932	0.00020927752484567463	0.00012291943130549043	0.0013674756046384573	0.0014413879252970219	0.00029552835621871054	0.00042683177161961794	0.00017125479644164443	6.575255247298628e-05	0.00020965412841178477	6.001034489599988e-05	0.0002839362423401326	6.685958942398429e-05
ELF3	0.0011130589991807938	6.718172699038405e-06	8.84445762494579e-06	1.0926873073913157e-05	2.947428185962053e-07	8.000924026418943e-06	1.9444173915417196e-07	1.7725906786836276e-07	1.1777592590078712e-05	5.01347312820144e-06	1.5926553942335886e-06	3.6872310715807544e-07	0.0018066305201500654	8.005924314602453e-07	5.809359208797105e-06	4.287291176297003e-06	0.00018322811229154468	2.0045865767315263e-06	1.1411807463446166e-06	3.282418037997559e-05	1.6103026609926019e-06	9.719066838442814e-06	3.500337868445058e-07	1.947695409398875e-06	0.001822984078899026	2.73437080977601e-06	0.00011086372251156718	2.9017305678280536e-06	2.5051113539120706e-07	1.4644987459178083e-05
ELK3	0.0002619443694129586	0.00034880146267823875	0.0004318365827202797	0.00015974423149600625	8.490772597724572e-05	0.0002664042985998094	0.00011550667841220275	0.00011880560487043113	0.00024351035244762897	0.0001951996237039566	0.000340761587722227	4.11682776757516e-05	2.8953098080819473e-05	0.000276756240054965	0.00013675402442459017	0.00014370317512657493	0.000674501876346767	0.0007691403152421117	0.0015318525256589055	0.0004482387739699334	0.0001256657124031335	0.0005517391837202013	2.5210892999893986e-05	0.00011766382522182539	3.419870699872263e-05	7.901897333795205e-05	8.658667502459139e-05	0.00012930927914567292	0.0002036399528151378	6.989917164901271e-05
ELL2	0.0011991907376796007	7.152258331188932e-05	0.00011168621858814731	4.0388003981206566e-05	0.00012157889432273805	0.00017561583081260324	0.0007108604768291116	0.00018932137754745781	0.002509624930098653	0.00045449778554029763	0.00022326766338665038	0.00010197320079896599	0.0002280492044519633	0.00017616919649299234	0.00011505905422382057	0.0004215285589452833	0.0002732413704507053	0.00012845327728427947	4.7928358981152996e-05	8.85121917235665e-05	3.984848444815725e-05	0.00014534209913108498	1.6071548088802956e-05	4.056960096932016e-05	0.0002591632364783436	4.414830982568674e-05	6.136376759968698e-05	0.00025310940691269934	5.17359803779982e-05	8.690842514624819e-05
ELMO1	2.6815644105226966e-06	0.00027157875592820346	0.0004385900392662734	9.427698387298733e-05	4.224284566589631e-06	2.6014244213001803e-05	0.000527380034327507	0.00034692930057644844	0.00014617852866649628	0.00028289033798500896	2.875024074455723e-05	0.0002769015554804355	6.00969599418022e-07	0.0005683517665602267	4.434860238688998e-05	0.00013749075878877193	6.446265615522861e-05	4.7326062485808507e-05	0.000646674947347492	0.00014993586228229105	0.0005943031865172088	0.0012535698479041457	0.0003098152228631079	0.00015899351274129003	1.4540182746713981e-05	1.1932421557503403e-06	3.485932757030241e-05	1.5151003026403487e-05	3.729985110112466e-05	5.184492692933418e-05
ELN	1.5728957805549726e-05	3.1830134616939176e-07	2.7870211738445505e-07	0.00014219581498764455	0.0005912083433941007	0.0002839229709934443	6.510282446470228e-07	7.680959015488042e-07	4.0513614294468425e-06	2.520429234209587e-07	0.0012928321957588196	2.6075194909935817e-06	7.114541631381144e-07	1.159964881480846e-06	0.00010001168993767351	0.00039801441016606987	4.750044354295824e-06	0.0001535604678792879	0.00026061691460199654	3.5383865906624123e-05	3.429090838835691e-06	3.5610702298072283e-07	1.4159560123516712e-05	9.6087773272302e-05	4.268974225851707e-05	9.148602111963555e-05	0.00034996672184206545	0.0002236403524875641	0.0010401649633422494	3.431110371820978e-06
ELOVL7	2.1168798980397696e-07	8.031484810544498e-08	5.179334721105988e-07	1.263479862245731e-05	3.426958699037641e-07	5.630769010167569e-06	0.0005409606965258718	1.7178240341308992e-07	3.767732152937242e-07	8.254239219240844e-06	3.6818185833453754e-08	0.0002756889443844557	1.7119238691520877e-05	1.5693518662374117e-07	4.6984256186988205e-05	5.612274890154367e-06	1.8585525367598166e-06	3.322932570881676e-06	0.0003439726133365184	2.8918730095028877e-06	6.59460852148186e-07	7.741639507230502e-08	4.6516285578945826e-07	2.4012649646465434e-06	0.0001434205478290096	1.6277185466151423e-07	0.00013872950512450188	1.1693350643326994e-06	2.0075323448054405e-07	9.661415788286831e-06
EMC9	0.00015585854998789728	0.0007468512048944831	0.0002621560706757009	0.0001309906947426498	0.0001389861572533846	4.632282434613444e-05	0.0001599104725755751	0.0001236373936990276	0.00031948203104548156	9.926003986038268e-05	0.00010987045970978215	6.974123243708163e-05	0.00035040327929891646	0.00016163087275344878	7.563208055216819e-05	0.00010826613288372755	8.980824350146577e-05	1.2993811651540454e-05	0.00013117287016939372	0.0001167882583104074	0.0005819249199703336	0.0003493963449727744	0.0002470538311172277	6.170848064357415e-05	0.00020135777594987303	0.00014032104809302837	0.00024054376990534365	0.0002175666013499722	0.00015047716442495584	0.000831145269330591
EMCN	2.8667702167695097e-07	3.128022285636689e-07	4.1813297002590843e-07	2.233862323919311e-05	5.2112177399976645e-06	1.1651844943116885e-05	2.6290408072782157e-07	1.3809698202749132e-06	7.048910788398643e-07	1.3612422833375604e-07	2.2084698514390766e-07	1.3974193961985293e-06	2.869975901376165e-08	3.1857691737968707e-06	2.0840581782977097e-05	4.371695831650868e-05	2.0531313111860072e-06	8.170771616278216e-05	0.0025730039924383163	5.525932920136256e-06	5.685795372301072e-07	2.529645541926584e-07	1.3662919400303508e-06	2.7692401999956928e-05	1.701178121038538e-06	1.5436362446052954e-05	4.093996267329203e-06	3.998805368610192e-06	2.2740061467629857e-05	2.0323479077433149e-07
EMILIN1	2.2673962121189106e-06	1.1927119203392067e-06	6.509441163871088e-07	0.0001124035770772025	6.537773879244924e-05	0.0015714705223217607	4.1447154217166826e-05	1.872261691460153e-06	2.181901436415501e-06	1.8377504602540284e-05	0.001129138981923461	9.336627044831403e-06	3.039114062630688e-07	1.355268409497512e-06	0.00011778398038586602	9.593275899533182e-05	1.388044665873167e-06	0.0002645798376761377	1.9436646425674553e-07	4.629468094208278e-05	7.882149475335609e-07	7.96705592165381e-07	8.531796629540622e-05	2.195555680373218e-05	6.719538305333117e-06	0.00012056218838552013	3.1298561225412413e-05	0.00041706912452355027	0.0009673203458078206	1.6527827710888232e-06
EMILIN2	8.643941100672237e-07	0.00022497378813568503	9.463592868996784e-05	3.2946907595032826e-05	3.082991725023021e-06	0.00012294248153921217	0.0006669232388958335	3.9214621210703626e-05	7.674004791624611e-07	0.0011392997112125158	6.35104370303452e-05	3.852129157166928e-05	1.7886002012801328e-07	9.515554120298475e-05	1.6227610103669576e-05	2.6587302272673696e-05	1.6312958450726e-06	1.0365533853473607e-05	4.3208274291828275e-05	0.00018691987497732043	3.242428647354245e-05	5.375835098675452e-05	0.00026624940801411867	4.0294300561072305e-05	2.1615012883557938e-05	5.53037752979435e-05	7.759051186440047e-06	4.0341357816942036e-05	0.0006261159433051944	1.9308045011712238e-05
