Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20
AC092580.4	1.1758867003663909e-05	5.830512250781794e-08	1.6455921070246404e-07	0.0026126380544155836	4.968323992216028e-07	0.0006003139424137771	1.2851040992245544e-05	2.5974699383368716e-05	4.712557100106096e-08	2.347096142329974e-06	1.3980933033508336e-07	3.819623088929802e-06	3.077620704061701e-06	1.0262529940519016e-05	2.9790376743221714e-07	1.8107049015725352e-07	2.5526889047000623e-08	3.823193765128963e-06	1.2245338439242914e-05	0.00011713986896211281
AC093642.3	6.845525035714672e-08	9.486196177022066e-06	4.8396596952215987e-08	6.770880389694867e-08	7.076322816601532e-08	3.9219384007083136e-07	5.3322871451655374e-08	0.0019224145216867328	0.0016049052355811	1.27602547195238e-07	6.558101262044147e-08	3.7088952922204044e-06	1.627314532015589e-07	1.0422988907521358e-06	2.1498361093108542e-05	2.6194752535957377e-06	6.696661891680833e-09	5.44252770851017e-07	2.3053896711644484e-06	2.1387331798905507e-05
AC093818.1	0.000418755691498518	9.902952115226071e-06	0.00016620640235487372	0.0003652273735497147	0.00010520254727452993	8.59305146150291e-05	4.113036266062409e-05	6.527064397232607e-05	2.946572294604266e-06	4.064737731823698e-05	1.1952158729400253e-06	7.135226769605651e-05	0.0032494179904460907	0.0009619391639716923	0.00010462149657541886	6.698069228150416e-06	4.172529770585243e-06	6.803534233768005e-06	0.0007002692436799407	0.00023270789824891835
AC104699.1	5.471646318255807e-07	4.847594325951832e-08	9.082602758780922e-08	1.233826623092682e-07	1.6754397336171678e-07	1.8291443382167927e-07	3.855764987292787e-07	2.1960732965453644e-07	6.7983338958299555e-09	8.462757818961109e-07	9.404397616208371e-08	1.217137537423696e-06	0.004187954124063253	2.003176632570103e-06	0.0010145800188183784	3.342786385474028e-07	1.2952229155871464e-07	7.180659054029093e-07	0.000323664047755301	1.2395740611736983e-07
AC133644.2	0.002405966632068157	1.5246612747432664e-05	4.2464300349820405e-05	0.0010054969461634755	6.017208761477377e-06	4.78073452541139e-05	1.2448253983166069e-05	6.104945896368008e-06	1.1192815208005413e-07	1.4825231119175442e-05	2.9022006856394e-05	3.4850792872020975e-05	1.6223242710111663e-05	1.037442507367814e-05	1.2551751069622696e-06	3.609216946642846e-06	3.4640549984032987e-08	5.711857284040889e-06	4.8873866035137326e-05	1.2782505109498743e-05
AC233755.1	1.0879570254473947e-05	5.974808203745852e-08	1.5415439236221573e-07	6.099459710640076e-07	1.8345036778555368e-06	4.9564338411300923e-08	8.37224774841161e-07	5.901235908822855e-07	5.747765818853168e-09	1.9693875685788953e-07	8.579358024007888e-08	8.636899906377948e-08	0.0022429253440350294	1.6824664044179372e-06	1.893597982416395e-05	6.782215677958447e-07	8.882123836428946e-08	5.048032676313596e-07	3.813726607404533e-06	4.228183456689294e-07
AC245100.1	0.000253554608207196	2.9981645639054477e-05	3.858721697724832e-07	0.0004608116578310728	1.8101204659615178e-06	0.0006741274264641106	4.4309679651632905e-05	0.0008739868062548339	2.1113999537192285e-05	0.00012366501323413104	3.867990380967967e-05	3.882454984704964e-05	1.0901643690885976e-05	0.0002884661080315709	0.00046665442641824484	4.1002847865456715e-05	1.1271443327132147e-05	4.480827919906005e-05	0.00013429793762043118	0.0006502287578769028
ACACB	2.5490247935522348e-05	0.00026189780328422785	0.0002857342769857496	4.1660110582597554e-05	0.0008012570906430483	2.7509626306709833e-05	8.243555384979118e-06	0.0005355130415409803	3.394871782802511e-06	1.8031658328254707e-05	0.00010311112419003621	1.8107000869349577e-05	3.714442937052809e-05	6.022169327479787e-05	2.9630191420437768e-05	0.00011892087059095502	0.00011305230145808309	0.00042471056804060936	3.98824195144698e-05	6.042879249434918e-05
ACAT2	0.0005669258534908295	3.537715383572504e-05	4.6054399717831984e-05	0.00025418945006094873	8.681743929628283e-05	0.00043388656922616065	0.0006477753631770611	0.00034613037132658064	0.0003582214121706784	0.00040643051033839583	0.00020429449796210974	0.00011875705240527168	5.803793101222254e-05	0.0005287830135785043	0.00019936919852625579	0.00014307824312709272	0.00010575052874628454	0.0004725653270725161	0.00016660612891428173	0.0004280468274373561
ACE	2.0863710687990533e-06	0.00015558839368168265	0.0019105301471427083	1.318926592830394e-06	0.00021963132894597948	5.3895905693934765e-06	3.4481836337363347e-06	0.0001053441155818291	1.0819727322086692e-05	2.3481450170947937e-06	2.87814395960595e-06	0.0001627393503440544	1.1295034710201435e-05	1.5189492842182517e-05	1.1412923868192593e-06	8.827958481560927e-06	3.014610592799727e-05	1.7771752027329057e-05	1.3017097444389947e-05	4.58405411336571e-05
ACER3	0.00013876892626285553	0.00015501743473578244	0.00019775038526859134	0.00016449010581709445	0.0002868293668143451	0.00024881958961486816	0.0001296277914661914	0.0002268380776513368	3.8378471799660474e-05	0.0006091970135457814	0.00024322347599081695	0.0005024672136642039	7.012733112787828e-05	0.0002540650311857462	0.00016776549455244094	0.0001700997381703928	0.00023211518418975174	4.30984546255786e-05	0.00013704340381082147	0.00012434749805834144
ACKR1	1.8204443676950177e-06	9.639396694183233e-07	5.333449280442437e-06	2.3610238031324116e-07	0.002290496602654457	3.1934035860103904e-07	3.1545121714771085e-07	5.507928563019959e-06	4.309674395130969e-08	2.970372861454962e-06	1.167404775515024e-06	2.4171606582967797e-07	8.304907055389776e-07	2.2485341105493717e-05	2.32395814236952e-06	1.1098076129201218e-06	1.628730643687959e-07	1.8531904061092064e-05	2.9145558073651046e-05	1.4601827160731773e-06
ACOT7	0.0006713858456350863	7.455282320734113e-05	0.00027542139287106693	0.0005964696756564081	4.608543895301409e-05	0.00020197527192067355	0.0006823721341788769	1.8182590793003328e-05	4.1752475226530805e-05	0.0006325352587737143	5.458400119096041e-05	0.00012245583639014512	1.739979416015558e-05	0.00011421270755818114	2.3859893190092407e-05	3.714078775374219e-05	0.00014034658670425415	2.8568136258400045e-05	3.266368730692193e-05	7.675191591260955e-05
ACP5	0.001081933849491179	1.8576176444184966e-05	1.6543806395930005e-06	0.0009709977894090116	2.7398380098020425e-06	0.00022213660122361034	2.5455907234572805e-05	7.766191265545785e-05	3.9410100725945085e-05	0.00013479593326337636	5.577438059845008e-05	0.0009684982942417264	7.553323666797951e-05	4.9847079935716465e-05	0.0006464140606112778	0.00020127417519688606	0.00030434547807089984	0.0003364634176250547	0.00014171951625030488	0.00012484975741244853
ACSL1	0.0003001962322741747	0.00021497817942872643	0.00010152749018743634	0.00028387425118125975	6.612243851122912e-06	6.835065869381651e-05	6.823024887125939e-05	0.00012182412319816649	0.0002522702852729708	8.986471948446706e-05	9.677600610302761e-05	0.0005887455772608519	3.3104959584306926e-05	2.6887897547567263e-05	0.00014026944700162858	0.00012645105016417801	0.0003141023626085371	9.257203782908618e-05	2.307948852831032e-05	7.143912807805464e-05
ACSL3	0.0001859679468907416	0.00025890249526128173	0.00025897391606122255	0.00014859437942504883	0.00014473084593191743	0.00022609297593589872	0.0001338218862656504	0.000572281249333173	0.0005928277387283742	7.320762233575806e-05	0.00014862623356748372	0.00025442024343647063	0.0001157866427092813	0.00012745104322675616	0.00020989736367482692	0.0002200336311943829	0.0020055160857737064	0.00028381263837218285	0.00010391804971732199	0.00023350609990302473
ACSL4	0.0006878604181110859	0.0002166459889849648	0.0002451435721013695	0.0005579893477261066	0.00017700849275570363	0.00024391869374085218	0.00010534930333960801	0.00022516398166771978	1.1904947314178571e-05	0.0006662931409664452	0.00014987179019954056	0.0004228000179864466	0.00014764585648663342	4.4071734009776264e-05	0.00014831988664809614	0.0001830592518672347	0.00013463286450132728	2.8919959731865674e-05	0.0003459240833763033	0.00010593395563773811
ACTA2	5.45579387107864e-05	0.0004791826941072941	5.392170351115055e-06	4.91911887365859e-05	1.4894476407789625e-06	2.219327143393457e-05	6.252906314330176e-05	2.8365750040393323e-05	8.890886419976596e-06	4.757611804961925e-06	0.00265622534789145	5.0230878514412325e-06	7.0893315751163755e-06	4.088856803718954e-05	2.5757042294571875e-06	0.00017093245696742088	2.654626086950884e-06	2.25054936890956e-05	2.595215119072236e-05	9.95975005935179e-06
ACTB	0.002853249665349722	0.0005323124933056533	0.0004137077776249498	0.0022490916308015585	0.0002881077816709876	0.002299850806593895	0.0010743578895926476	0.0005382926319725811	0.0003806516178883612	0.0031038117595016956	0.0007982812239788473	0.0012753597693517804	0.00013464019866660237	0.0006495843990705907	0.0011842612875625491	0.0004770192608702928	0.00011320735211484134	0.0004867782990913838	0.0003310348838567734	0.001603438868187368
ACTG2	8.317422907566652e-05	8.054324098338839e-06	6.009130402162555e-07	1.9980163415311836e-05	1.0226958124803787e-07	6.2347489802050404e-06	0.0005011582979932427	1.1199797881999984e-05	0.0002549980708863586	1.9350391085026786e-06	0.0011578017147257924	1.924254775076406e-06	5.000521014153492e-06	2.2133940547064412e-06	8.12404152839008e-07	6.66301366436528e-06	1.3227865565568209e-05	1.2289006008359138e-06	4.838957465835847e-06	1.6859780771483202e-06
ACTN1	5.824579784530215e-05	0.00151764415204525	0.00017874498735181987	1.680957393546123e-05	0.0009377632522955537	9.105839126277715e-06	0.0001392180274706334	0.00014613146777264774	0.00037348218029364944	0.0001745304325595498	0.0010512187145650387	0.00033708265982568264	9.602853424439672e-06	0.0001302680029766634	4.598421128321206e-06	0.00044596788939088583	0.0003081201284658164	0.00019606413843575865	4.8055553634185344e-05	0.00017203015158884227
ACTR3	0.0014549476327374578	0.00027304256218485534	0.0003093080304097384	0.001362869399599731	0.00024217892496380955	0.0012939291773363948	0.0004737140843644738	0.0007686796016059816	0.00028025454957969487	0.0014446385903283954	0.0003331257903482765	0.0006629374111071229	0.00020133817452006042	0.0006806696765124798	0.0009705918491818011	0.00018415272643323988	0.0002586842456366867	0.00016705776215530932	0.00028298579854890704	0.0011215722188353539
ACVRL1	1.0614085113047622e-06	0.0002583192544989288	0.001956891268491745	1.2964110283064656e-06	0.0009472049423493445	3.9260896755877184e-07	6.933845497769653e-07	1.6708744396964903e-06	2.8980025490454864e-07	3.1776478863321245e-05	0.00018678845663089305	0.00011445736890891567	1.8082733959090547e-06	2.0021208911202848e-05	7.487582820431271e-07	0.0005466645816341043	9.616752549845842e-07	0.0005246428190730512	5.0438644393580034e-05	3.3206180205525015e-07
ACYP1	0.00048733167932368815	7.056819595163688e-05	3.7338973925216123e-05	0.0003099774185102433	0.00015771729522384703	0.00042599739390425384	0.00064830482006073	0.0006341120461001992	0.0002502510033082217	8.314404840348288e-05	0.0002664734493009746	5.824082109029405e-05	5.009075903217308e-05	8.675769640831277e-05	0.00017592536460142583	0.00016864169447217137	0.00017187315097544342	0.00031568616395816207	7.993481267476454e-05	0.00025620139786042273
ADAM12	9.773897909326479e-05	0.0018732458120211959	2.6831296509044478e-06	8.231426363636274e-06	5.746856004407164e-07	2.4059359020611737e-06	1.428948871762259e-05	6.482454045908526e-05	4.3145641370756493e-07	7.426399679388851e-05	6.266722630243748e-05	8.744428669160698e-06	3.1683000543125672e-06	6.381844286806881e-05	5.148068794369465e-06	0.0005732125719077885	2.822020906023681e-05	4.8344809329137206e-05	9.996409789891914e-05	1.067387802322628e-05
ADAM15	0.0001615186338312924	0.00010737064440036193	0.0015526242787018418	8.775129390414804e-05	0.0019104770617559552	6.233808380784467e-05	0.0003208476700820029	0.0001378476299578324	0.0005078493850305676	0.00023237797722686082	7.006929808994755e-05	0.0001342051400570199	6.563645001733676e-05	0.00036720914067700505	2.2082294890424237e-05	5.439293818199076e-05	0.00043865301995538175	0.00023315644648391753	7.970597653184086e-05	6.709123408654705e-05
ADAM19	0.0003089122474193573	0.00025343187735415995	0.00011630289372988045	0.0009430648060515523	4.401328624226153e-06	9.078985749511048e-05	2.4311817469424568e-05	0.0007946747937239707	1.6737229202590242e-07	0.0003590537526179105	8.602630259701982e-05	3.7892034015385434e-05	0.0003531831316649914	7.278850534930825e-05	0.0008990583010017872	2.941216189356055e-05	1.2553206829579722e-07	6.193075387272984e-05	0.0002314154407940805	0.00017084938008338213
ADAM28	1.1376983820809983e-05	8.790209449216491e-07	2.982800708650757e-07	3.1676830985816196e-05	2.3372808755084407e-06	7.493937300750986e-05	9.794808875085437e-07	7.12188830220839e-06	1.0947080681944499e-06	0.0005167553317733109	2.3444462726729398e-07	0.0003520055615808815	0.00025799626018851995	1.8488248315406963e-05	0.0025290767662227154	2.260964492961648e-06	1.513293227617396e-05	4.431892193679232e-06	0.0001246492611244321	1.2407940630509984e-06
ADAM33	4.197158318675065e-07	0.0005728714168071747	8.049698863032972e-07	3.4560764561319957e-07	5.821390800520021e-07	3.987501031588181e-07	5.960527005299809e-07	3.489260507194558e-06	3.628977651715104e-08	3.13714517687913e-05	0.0001108217693399638	1.687340756006961e-07	1.3011072041990701e-06	5.967072866042145e-06	8.804663025330228e-07	0.0008250133250840008	1.7783324324227578e-07	3.088949961238541e-05	1.2927435818710364e-05	2.008052462088017e-07
ADAM8	0.0003939213347621262	6.474269866885152e-06	1.2798051329809823e-06	0.0005865790299139917	5.484237135533476e-06	0.0013502775691449642	3.145002847304568e-05	0.0008668723748996854	7.587735581182642e-06	0.0004091093724127859	2.123557578670443e-06	0.0005778301856480539	4.812609768123366e-05	0.00027138274163007736	0.0003400041605345905	1.0814020470206742e-06	8.692026312928647e-05	5.194594996282831e-05	4.350775998318568e-05	0.0004465004603844136
ADAMDEC1	9.72766997620056e-07	4.316277681937208e-06	5.660255055772723e-07	5.301371857058257e-07	1.9913215965061681e-07	1.536572398208591e-07	5.239800202616607e-07	1.8805168622293422e-07	8.568314768808705e-08	4.131152309128083e-06	1.928837264131289e-06	0.000619041093159467	3.506226278204849e-07	2.6026966679637553e-06	2.6621260985848494e-05	1.3279055565362796e-05	4.920194740520856e-08	1.7765217990017845e-06	4.327032002038322e-06	9.742441875459917e-08
ADAMTS1	2.9904640541644767e-07	3.796110468101688e-05	0.0009506254573352635	4.802719786312082e-07	0.0005222840700298548	7.964408723637462e-06	3.962047401273594e-07	2.0550814952002838e-05	1.3196544159654877e-06	1.1267454738117522e-06	0.0005500257248058915	2.2420179845994426e-07	6.00524060700991e-07	0.0003281711251474917	1.7984683609029162e-07	0.0001642241986701265	1.2313959814491682e-05	0.0002778707130346447	8.123857696773484e-06	4.244730575919675e-07
ADAMTS10	2.946797394542955e-05	0.0004524574032984674	0.00041715684346854687	4.265160532668233e-05	0.0001122876419685781	7.856649608584121e-05	1.8169723261962645e-05	0.00034289801260456443	1.6797994248918258e-05	7.874714356148615e-05	0.0004325729387346655	1.310913467023056e-05	7.243054824357387e-06	0.0017859165091067553	1.6489378822370782e-06	9.15691998670809e-05	2.5971188733819872e-05	0.00019961773068644106	3.349791222717613e-05	5.075649460195564e-05
ADAMTS12	6.891506473039044e-06	0.0015894080279394984	1.4565046058123698e-06	1.005460717351525e-06	1.066237700797501e-06	4.384193346140819e-07	5.611679625872057e-06	2.0271152152417926e-06	2.15886007026711e-06	5.121469257574063e-07	0.00037745534791611135	1.8923395828096545e-07	7.984421586115786e-07	9.881540790956933e-06	4.175568335540447e-07	0.0005126128671690822	7.63658681535162e-06	4.87624311062973e-05	1.292251909035258e-05	4.329806699843175e-07
ADAMTS2	8.585345312894788e-06	0.0019275485537946224	2.441439619360608e-06	2.9593904855573783e-06	4.0545126012148103e-07	8.518238701071823e-07	1.7283353372476995e-05	3.0448122743109707e-06	3.084723175561521e-06	3.0542157674062764e-06	0.00021786523575428873	3.0120188512228196e-06	1.4741289078301634e-06	1.374877683701925e-05	1.0972070185744087e-06	0.0003690997255034745	1.5679799503232061e-07	8.405544576817192e-06	1.5842379070818424e-05	4.4030610979461926e-07
