Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20
FCRL2	4.374071238544275e-07	4.2679317857619026e-08	7.700021598111562e-08	2.0820338875182642e-07	2.2861314619149198e-07	1.0482207102313623e-07	1.8606694140999025e-07	3.123392957604665e-07	8.248683514011645e-09	1.5311547940655146e-06	1.2963867845883215e-07	3.129556489511742e-07	0.0007324012112803757	2.3598302050231723e-06	0.0014095560181885958	7.043100254122692e-07	1.523500436917402e-08	9.719335594127188e-07	0.0002434367052046582	1.625138281724503e-07
FCRL5	7.334544420700695e-07	1.5252486207373295e-07	1.1807185984480384e-07	5.268323093332583e-07	4.049430799568654e-07	2.020138651914749e-07	1.217303292833094e-06	4.159087723110133e-07	1.470095867261989e-08	3.7406955470942194e-06	1.5866434921463224e-07	7.237383101710293e-07	0.0030739139765501022	2.4930375275289407e-06	0.0012017799308523536	1.0198854170084815e-06	4.0636382436787244e-07	1.3985260238769115e-06	0.00037599349161610007	4.0218702679339913e-07
FCRLA	7.695602448620775e-07	7.452668171481491e-08	9.427073166534683e-08	2.1532191851747484e-07	1.2179037867099396e-07	3.049274539534963e-07	7.029368020994298e-07	2.9105132171025616e-07	1.1035054647834386e-08	1.0559811016719323e-06	1.9132517081743572e-07	2.634169504744932e-06	0.0002438423252897337	2.5100537186517613e-06	0.002318124519661069	2.873215976251231e-07	1.7683476016827626e-08	1.0162312946704333e-06	7.152055331971496e-05	1.0498114022539085e-07
FEN1	0.0001968659635167569	3.085650678258389e-05	5.117401451570913e-05	0.0001343118929071352	3.7412726669572294e-05	0.00021595435100607574	0.0018531365785747766	0.0001282839075429365	0.00014224948245100677	4.727053237729706e-05	2.9301905669854023e-05	0.00010263240255881101	0.00028138430207036436	0.0004641497216653079	0.00014940554683562368	4.3596766772679985e-05	2.7207574021304026e-05	0.00018276988703291863	0.00013106773258186877	0.00010887298412853852
FER	2.28932622121647e-05	0.0004180450632702559	0.00020031147869303823	3.3051222999347374e-05	0.00024772173492237926	0.0001468291156925261	2.8226762879057787e-05	0.0002982869918923825	1.195355798699893e-05	0.00012311944738030434	0.00034364196471869946	0.00010991617455147207	0.0001026227546390146	0.00020831322763115168	0.00014319820911623538	0.00016800640150904655	0.0003290484892204404	6.716159987263381e-05	0.00016444848733954132	4.3304717110004276e-05
FERMT2	3.937920610042056e-06	0.0010496480390429497	0.0006917234277352691	7.789129995217081e-06	0.0003872011147905141	7.286286745511461e-06	1.1857574463647325e-05	3.3545161386427935e-06	2.4699847926967777e-05	6.446108272939455e-06	0.0010296710534021258	9.87927160167601e-06	6.839245543233119e-06	0.0005515776574611664	1.6814575474199955e-06	0.0004948977730236948	7.803738844813779e-05	5.565238097915426e-05	3.2787280360935256e-05	3.922201358363964e-06
FEZ1	9.593926506568096e-07	0.0003701115201693028	6.015187864250038e-06	1.4696591961183003e-06	1.5133054148463998e-05	4.248696131980978e-05	2.202472387580201e-05	4.37969429185614e-05	3.119388793493272e-06	5.202914053370478e-06	0.0008968202164396644	2.106554575220798e-06	1.6119004158099415e-06	0.006110356189310551	5.488996634994692e-07	0.0005397769855335355	4.40845070670548e-07	4.346822606748901e-06	1.0849517821043264e-05	1.5841342246858403e-06
FGD2	8.730226909392513e-06	2.1689578488803818e-07	3.1306063874581014e-07	5.192509343032725e-05	1.362146349492832e-06	4.4886055547976866e-05	4.624125153895875e-07	3.5671375826495932e-06	1.0448232501403254e-07	0.0005037488881498575	2.9628844799844956e-07	0.0005632278043776751	0.00024954581749625504	7.111864761100151e-06	0.0017190241487696767	4.882288067165064e-07	4.000739579623769e-07	1.7132360881078057e-06	0.00013514015881810337	4.812185579794459e-06
FGD5	7.765811460558325e-07	0.00015722293755970895	0.0016894267173483968	8.906232551453286e-07	0.0012270327424630523	3.9823800079830107e-07	8.346996196451073e-07	6.645621510870114e-07	3.425823024372221e-06	3.949071015085792e-06	4.036928203277057e-06	0.00013126818521413952	7.949757900860277e-07	1.8677557818591595e-05	7.945818083499034e-07	5.112324652145617e-05	2.6785403406393016e-06	4.815485590370372e-05	1.4890299098624382e-05	2.1895934310123266e-07
FGF7	9.583160135662183e-06	0.000409386440878734	3.447160906944191e-06	1.3658486750500742e-06	2.5931090021913406e-06	2.8149249828857137e-06	2.665850615812815e-06	7.517355243180646e-06	3.146891913274885e-06	9.474821354160667e-07	0.00019495093147270381	1.1765572480726405e-06	5.531974693440134e-06	1.3986217709316406e-05	3.7814322695339797e-06	0.002034232020378113	4.975621777703054e-06	4.827117300010286e-05	2.876200233004056e-05	2.801663413265487e-06
FGFR1	0.00013166980352252722	0.0013607883593067527	0.00046030792873352766	3.129164906567894e-05	0.00021835998632013798	2.2918524337001145e-05	1.661362693994306e-05	0.00015634032024536282	1.9591163436416537e-05	7.4809154284594115e-06	6.821865099482238e-05	1.5263502064044587e-05	9.643681551096961e-06	9.335554932476953e-05	1.2078179452146287e-06	0.0009495987324044108	1.6976851838990115e-05	0.0002740869240369648	2.1834761355421506e-05	5.1967283070553094e-05
FGL2	0.0001718819112284109	2.0256833522580564e-05	1.2555675311887171e-05	9.021889127325267e-05	7.763061148580164e-05	2.129453787347302e-05	4.785176770383259e-06	4.8604335461277515e-05	9.995962813036385e-08	0.0016452708514407277	4.346776677266462e-06	0.0011813848977908492	5.145467002876103e-05	0.00011251951946178451	6.681341619696468e-05	0.0002790444705169648	1.1274551070528105e-06	1.3423922609945294e-05	5.625072299153544e-05	1.5250674550770782e-05
FGR	1.243496512870479e-06	4.3210096123402764e-07	9.51663387240842e-05	6.336417300190078e-06	0.00014572255895473063	0.0006372987991198897	5.889842213946395e-06	6.61282228975324e-06	2.505682061837433e-07	0.002122331177815795	6.836042985014501e-07	0.0009220934007316828	1.9141921256959904e-06	0.00327231059782207	0.00032350525725632906	5.812713652630919e-07	2.7207249786442844e-06	1.2270110346435104e-05	1.2812335626222193e-05	3.3280155093962094e-06
FHL1	8.365255052922294e-05	0.0002758337650448084	0.00019387765496503562	1.558900657983031e-05	0.0002062665589619428	2.3635730030946434e-05	9.637406765250489e-05	0.00017703219782561064	9.418515219294932e-06	4.027440809295513e-05	0.00081709522055462	9.650671927374788e-06	2.5752968213055283e-05	0.0005088029429316521	6.568086973857135e-05	0.0010895958403125405	9.052564564626664e-06	0.00012612710997927934	0.0001467505790060386	0.0002474793582223356
FHL2	1.7093152564484626e-05	0.0003924233606085181	3.735753853106871e-05	1.724735375319142e-05	1.5104104022611864e-05	1.5747795259812847e-05	7.965642726048827e-05	2.3532604245701805e-05	0.0009791996562853456	9.960920579032972e-06	0.0006768435123376548	4.1759913074201904e-06	1.624035030545201e-05	5.4806114349048585e-05	4.901593456452247e-06	0.0007043613586574793	0.0002025783178396523	1.8627270037541166e-05	6.795835361117497e-05	4.771849035023479e-06
FHL3	0.0007652375497855246	0.00052121770568192	0.0005109029589220881	0.0003296101640444249	0.00010117236524820328	0.00019500599591992795	0.00010018364991992712	2.2908177925273776e-05	2.5532101062708534e-05	0.0013655932852998376	0.000626707449555397	0.000346177228493616	4.520418224274181e-05	0.0006316000362858176	5.415429768618196e-06	0.0004699844866991043	7.844879291951656e-05	5.6217257224489003e-05	0.00042335595935583115	5.282459096633829e-05
FHL5	1.454149156643325e-07	2.5275642201449955e-07	7.379342719104898e-07	2.548696897974878e-07	1.9123099548323808e-07	2.1610036071706418e-07	1.1245448661156843e-07	4.1861179056468245e-07	1.8545254221180585e-08	3.1812859901947377e-07	0.0012061599409207702	5.435051519953049e-08	1.2022559303659364e-06	5.12589986101375e-06	2.521085775697429e-07	7.233370524772909e-07	1.2177334696161779e-08	9.576560842106119e-07	6.043238045094768e-06	1.2084593947747635e-07
FIBIN	7.504130508095841e-07	0.0013892739079892635	4.892113452115154e-07	3.988861010384426e-07	5.937404807809799e-07	2.936035343736876e-07	1.2426312423485797e-06	1.4399423662325717e-06	8.984113264887128e-06	3.5791913433058653e-07	6.670525635854574e-06	3.987111085734796e-07	1.2358402727841167e-06	5.1202368922531605e-06	9.186027796204144e-07	0.0008556506945751607	3.0849712402414298e-06	3.110280204055016e-06	9.76029878074769e-06	5.867066192877246e-07
FILIP1	2.2812649547176989e-07	8.082025306066498e-05	0.0012592336861416698	5.826543088005565e-07	0.00043397900299169123	4.251599534654815e-07	1.1823358363471925e-05	2.9080756576149724e-06	4.3086171785944316e-07	8.717317996342899e-07	0.000963773054536432	2.921294708357891e-07	1.1531852806001552e-06	3.193251905031502e-05	2.4080637217593903e-07	8.072439959505573e-05	2.8978399768675445e-06	2.8179934815852903e-05	1.1286564586043824e-05	1.116716134674789e-06
FILIP1L	5.5974567658267915e-05	0.0011559429112821817	0.00012240577780175954	1.598406925040763e-05	0.00023339802282862365	2.5877138796204235e-06	1.7580267694938811e-06	2.2121501388028264e-05	7.086919140419923e-07	0.00023440977383870631	0.0018117951694875956	6.95174967404455e-05	7.347839073190698e-06	1.7765667507774197e-05	2.2173569959704764e-05	0.00045542142470367253	6.348735496430891e-06	2.4442613721475936e-05	1.1964613804593682e-05	2.3909242372610606e-06
FKBP10	3.211712282791268e-06	0.0016884778160601854	0.0002560979046393186	2.5927677143045003e-06	0.0002062635903712362	1.674964892117714e-06	9.22200342756696e-05	1.304409306612797e-05	0.00016025241347961128	5.034088644606527e-06	0.000634947675280273	1.8399431382931652e-06	1.7924348867381923e-05	0.00022471572447102517	1.2653608791879378e-06	0.0007516899495385587	2.4379160095122643e-05	8.279710164060816e-05	4.694380550063215e-05	3.3322135095659178e-06
FKBP11	5.148109994479455e-05	0.00030339747900143266	5.248460001894273e-05	0.0004154116031713784	0.00020552737987600267	0.0007248820620588958	0.0001690454373601824	0.0006868906202726066	0.0001160497049568221	4.899383202427998e-05	6.436669355025515e-05	2.1066342014819384e-05	0.008475631475448608	0.0004210606566630304	6.821210990892723e-05	0.00030022821738384664	3.6447265301831067e-05	0.00015001710562501103	0.0009727832511998713	0.0005687917000614107
FKBP15	0.0003025876358151436	0.00021990013192407787	0.00027206377126276493	0.00024904627935029566	0.00010191200999543071	0.0002710122789721936	6.847333861514926e-05	0.0008229989907704294	7.453525176970288e-05	0.00029249960789456964	0.00014465884305536747	0.0006027737399563193	6.290637247730047e-05	0.0001973007310880348	0.00015581877960357815	8.410729060415179e-05	0.0002741646603681147	0.00029284963966347277	0.0001541382516734302	0.00018346685101278126
FKBP1A	0.0013649353059008718	0.00023601290013175458	0.001442912151105702	0.0012361827539280057	0.0023588219191879034	0.00048060202971100807	0.000603191030677408	0.0001234713854501024	0.0009066138882189989	0.0006619300693273544	0.00031466191285289824	0.0005430064047686756	0.00019260954286437482	0.00045534089440479875	0.0003298931987956166	0.0004941830411553383	0.0001227745960932225	0.0007810482056811452	0.0003921100578736514	0.00046532542910426855
FKBP1C	0.0005633754190057516	5.1044364226982e-05	0.0004090808506589383	0.0005494967335835099	0.0007962056552059948	0.00017213316459674388	0.00021117743744980544	5.5059106671251357e-05	0.0002530838828533888	0.0001399736211169511	9.717466309666634e-05	0.00014257662405725569	5.9762482123915106e-05	0.00018643787188921124	0.00011455525236669928	0.00012648492702282965	3.666854900075123e-05	0.00029358715983107686	0.0002847292635124177	0.00014738737081643194
FKBP2	0.0003477745340205729	0.0005583223537541926	0.0003943790798075497	0.000449940882390365	0.0005596412811428308	0.0007336814887821674	0.0003629990969784558	0.000560295709874481	0.0010317942360416055	0.0005716386949643493	0.0005225377972237766	0.0006384772714227438	0.005095061846077442	0.000395594397559762	0.0002691660192795098	0.0006704319966956973	0.0008783296216279268	0.0007250264170579612	0.0012619300978258252	0.0005266647203825414
FKBP4	0.00015698600327596068	6.669409049209207e-05	0.00011342562356730923	0.0001854277797974646	0.00012156651791883633	0.00017504257266409695	0.0005709257093258202	0.00012394563236739486	0.0019523573573678732	7.076869223965332e-05	0.00030749881989322603	0.0002330389543203637	0.0001338736474281177	2.6620418793754652e-05	0.00012569142563734204	0.00010926461982307956	0.00034968694671988487	0.0002579776046331972	7.059743074933067e-05	0.00018296996131539345
FKBP5	0.0005619454314000905	2.4589831809862517e-05	2.7626778319245204e-05	0.0011136906687170267	6.860445137135684e-05	0.00024169537937268615	9.571269765729085e-05	0.0011160344583913684	5.737482206313871e-05	0.00018478237325325608	8.879243250703439e-05	0.00016128708375617862	5.627768041449599e-05	8.092636562651023e-05	5.590265936916694e-05	4.696672112913802e-05	9.058989235199988e-05	6.889998621772975e-05	6.180156924529001e-05	0.0007028884720057249
FKBP9	3.37934056915401e-06	0.0017131476197391748	0.0009149149991571903	4.710250777861802e-06	0.0006151432171463966	2.8659401323238853e-06	2.8462558475439437e-05	1.2289603546378203e-05	0.0001338688743999228	6.534929070767248e-06	0.0002643584448378533	4.553440885501914e-05	1.4471454051090404e-05	4.68189682578668e-05	1.8067239579977468e-06	0.0007091081351973116	0.0001388781238347292	0.00011808300769189373	3.856143666780554e-05	5.544097348320065e-06
FLI1	0.0006072443211451173	2.6806692403624766e-05	0.00034846720518544316	0.000452293868875131	0.0006634497549384832	0.0009279518271796405	6.909133662702516e-05	0.0008421813254244626	3.396175713987759e-07	0.0007108996505849063	3.1887466320768e-05	0.00023051400785334408	0.00021870553609915078	0.0003747662412934005	0.0007438644533976912	1.0524606295803096e-05	6.6238089857506566e-06	8.230363164329901e-05	0.00030923192389309406	0.0008124725427478552
FLJ21408	5.443175723485183e-06	3.0168923331075348e-05	8.147451808326878e-06	2.4925853722379543e-05	3.0217035600799136e-05	7.818753510946408e-05	1.102226747207169e-06	0.0007275626994669437	2.177572241635062e-06	0.00027671700809150934	5.708023309125565e-06	2.4570610548835248e-05	3.3127653296105564e-05	3.7984891605447046e-06	0.00012270451406948268	3.606062136896071e-06	0.00030867214081808925	1.9682240235852078e-05	5.214801785768941e-05	8.895085193216801e-05
FLNA	0.0004740845179185271	0.0019373612012714148	0.0005594663671217859	0.0006408221670426428	0.0003078622976318002	0.0008776256581768394	0.000270945398369804	0.0011817481135949492	4.4867167162010446e-05	0.00040813596569932997	0.0012330288300290704	0.00038649371708743274	2.7264668460702524e-05	0.0011168147902935743	0.00017903577827382833	0.0004221079871058464	4.8796911869430915e-05	0.00016986043192446232	5.653589323628694e-05	0.0004969755536876619
FLNB	8.135855750879273e-05	0.0005907811573706567	0.000702237244695425	2.308848524990026e-05	0.0009204898960888386	4.096971679246053e-05	0.0001590853207744658	0.0003728122101165354	0.00048204901395365596	5.298097676131874e-05	1.1420983355492353e-05	9.952683467417955e-05	6.258248504309449e-06	7.3305367550347e-05	0.00012703047832474113	7.313914829865098e-05	0.0021540841553360224	8.602932939538732e-05	2.863061126845423e-05	6.36511977063492e-05
FLOT1	0.00020747867529280484	0.00044381082989275455	0.0005972822546027601	0.00026988890022039413	0.0012025508331134915	0.0006976112490519881	0.00035975658101961017	0.0005417133797891438	0.0005960582639090717	0.0007512946031056345	0.0005527554312720895	0.0008590001380071044	0.00038058884092606604	0.0010074295569211245	0.0003032305103261024	0.0004872945719398558	0.001403376809321344	0.0009975172579288483	0.0003414624079596251	0.00046522411867044866
FLT1	1.9931947463192046e-05	1.231623627973022e-05	0.0033005704171955585	2.634707561810501e-05	0.000538522086571902	5.367124913391308e-07	1.3561205378209706e-05	9.203959052683786e-06	1.7287592299908283e-06	2.0927944206050597e-05	1.94065705727553e-06	5.5435892136301845e-05	2.799771436912124e-06	1.1898889169970062e-05	5.279186098050559e-06	2.861930852304795e-07	5.292074092722032e-06	8.146535947162192e-06	1.1637523130048066e-05	6.519007456518011e-06
FLT4	2.778682983262115e-06	3.82679354515858e-06	0.0025569044519215822	2.1309413114067866e-06	0.00041037736809812486	1.2420453458616976e-05	6.362015483318828e-07	0.00036974920658394694	4.735093739327567e-08	4.1059698219214624e-07	3.6894365962325537e-07	1.128702180608343e-07	5.35709034465981e-07	9.646303806221113e-05	1.4169783923989598e-07	2.071699327643728e-07	1.5765365901643236e-07	1.0540715265960898e-05	1.151067317550769e-05	5.336117101251148e-05
FMNL2	6.555091204063501e-06	0.00027273313025943935	0.00022388242359738797	1.4234793752621044e-06	0.0001090924342861399	1.46180775573157e-06	1.0005545846070163e-05	4.676225216826424e-06	1.7295917132287286e-05	1.111454184865579e-05	5.2314695494715124e-05	0.0008628188516013324	2.4805898647173308e-05	1.992752186197322e-05	1.827861888159532e-05	0.00028614449547603726	2.635506825754419e-05	5.2498162403935567e-05	1.7243879483430646e-05	2.0215779841237236e-06
FMO1	4.026866520234762e-07	0.0004070464929100126	3.518783614708809e-06	5.249112859928573e-07	9.336059179076983e-07	3.441795968228689e-07	1.36008566187229e-06	6.402548820005904e-07	2.3764962975292292e-07	4.777903654940019e-07	7.108358204277465e-06	3.312382830245042e-07	1.9466233425191604e-06	3.4707218219409697e-06	1.5996027968867566e-06	0.0018416758393868804	2.8594251944014104e-07	2.7792788387159817e-05	1.1736964552255813e-05	1.3603356308067305e-07
FMO2	1.5737314242869616e-06	8.703890489414334e-05	0.00016122240049298853	1.5715477275080048e-06	0.00015424388402607292	1.3795404356642393e-06	2.5881108740577474e-06	3.861264758597827e-06	4.302087108953856e-05	4.133660695515573e-06	0.0005014392081648111	1.3294420568854548e-06	8.516953130310867e-06	1.0994467629643623e-05	3.3673654797894415e-07	0.0013141782255843282	2.026574657065794e-05	5.8650159189710394e-05	2.5309165721409954e-05	1.5366296111096744e-06
FMOD	2.247921656817198e-06	0.001062585273757577	1.0820324860105757e-05	2.4906960334192263e-06	2.049758904831833e-06	9.337520054941706e-07	8.925487054511905e-05	2.2620856725552585e-06	0.00021760085655841976	1.8600014755065786e-06	0.0003134355938527733	5.253955350781325e-07	2.3253148810908897e-06	0.00015913299284875393	3.195925160071056e-07	0.0011023266706615686	4.314353645895608e-05	0.00030106049962341785	1.7173782907775603e-05	1.8827745407179464e-06
FN1	4.559731223707786e-06	0.002364465966820717	7.54476131987758e-05	2.085361757053761e-06	2.1519785150303505e-05	2.2686369902658043e-06	3.2647305943100946e-06	4.490501396503532e-06	2.1534860934480093e-06	2.181966010539327e-06	7.365573401330039e-05	0.00011956992966588587	2.690342398636858e-06	2.2133957827463746e-05	1.5601173117829603e-06	9.256396151613444e-05	5.760383373853983e-06	1.0394091987109277e-05	1.9090290152234957e-05	1.272092958970461e-06
FN3K	1.9039436665480025e-05	0.0001002308854367584	0.00011530998745001853	2.2615480702370405e-05	0.0002664903295226395	8.034797065192834e-05	2.1769252271042205e-05	0.00020418644999153912	0.0009987734956666827	7.907785766292363e-05	0.0001551288296468556	7.777231076033786e-05	0.000551079458091408	7.116617780411616e-05	3.8006851355021354e-06	0.00039909876068122685	0.0013159707887098193	0.0003846742329187691	5.645773489959538e-05	0.00014902034308761358
FNBP1L	1.0968750757456291e-05	0.0003702920803334564	0.0006151811685413122	7.5129296419618186e-06	0.0006536610308103263	1.4509435459331144e-05	2.8336547984508798e-05	3.015789479832165e-05	0.0007194599602371454	5.367679477785714e-05	0.00021043085143901408	1.5018807971500792e-05	2.2497999452752993e-05	3.08110611513257e-05	7.916332106105983e-05	0.0002522920840419829	0.0011168292257934809	0.0006943175103515387	3.173593358951621e-05	3.1890074751572683e-05
FNDC1	5.165788024896756e-06	0.002082651248201728	9.625958909964538e-07	1.5767102468089433e-06	3.85803218705405e-07	3.0917101412342163e-06	2.959588300655014e-06	2.3858819986344315e-06	3.755461193577503e-06	6.708397108923236e-07	2.343379492231179e-06	5.238297262621927e-07	2.60188858192123e-06	5.2279078772698995e-06	3.8643182165287726e-07	0.00014181328879203647	6.304191515482671e-07	2.572198809502879e-06	1.1384382560208905e-05	9.452044196223142e-07
FNDC3A	0.00036337439087219536	0.00037009152583777905	0.00028569091227836907	0.00035361156915314496	0.0002481901610735804	0.000270963559160009	7.140004163375124e-05	0.0011617379495874047	8.884372800821438e-05	0.00011741470370907336	0.0002480885887052864	0.0002677783486433327	0.0013239915715530515	0.0003020930744241923	0.00020918990776408464	0.00044916264596395195	0.0005583028541877866	0.0004152496694587171	0.0007361186435446143	0.00032973772613331676
FNDC3B	0.00022934099251870066	0.0010552402818575501	0.0006415941752493382	0.00031326391035690904	0.00022799792350269854	0.00011056056246161461	0.00011672960681607947	0.00013477358152158558	9.583960490999743e-05	2.1286999981384724e-05	0.0003175092570018023	0.000566540693398565	0.0013989170547574759	0.00041570040048100054	4.743542376672849e-06	0.00041247045737691224	7.541385275544599e-05	0.00011658182484097779	0.00044402069761417806	4.0659815567778423e-05
FNIP2	2.4938744900282472e-05	0.0006777808303013444	0.00037940495531074703	1.1169147001055535e-05	0.0004831976839341223	6.83834805386141e-05	3.0648840038338676e-05	3.702711910591461e-05	9.340989890915807e-06	0.00020418729400262237	8.748476830078289e-05	0.0005569506902247667	8.127290129777975e-06	0.00023215585679281503	6.0465349633886945e-06	0.00010084552195621654	6.786276935599744e-05	3.9817619835957885e-05	1.698018968454562e-05	6.925605703145266e-05
FOLR2	2.507323415557039e-07	1.749194780131802e-06	7.52824973915267e-07	2.388877646808396e-07	8.298203511003521e-07	2.2703356989950407e-06	5.118758963362779e-07	1.4889176327415043e-06	2.32180553894068e-07	2.900964864238631e-05	9.315365900874895e-07	0.0015595952281728387	1.620719012862537e-05	5.245746706350474e-06	0.0001132200559368357	3.7113099438101926e-07	2.2445166791840165e-07	2.802253675326938e-06	1.2558583875943441e-05	1.1171302958246088e-06
FOS	0.00018222203652840108	2.055713048321195e-05	4.337247446528636e-05	0.0001137675135396421	0.0003142019850201905	0.00047188912867568433	3.712604666361585e-05	0.0012965219793841243	0.00024617815506644547	0.0011866575805470347	0.00035473634488880634	0.000585424539167434	0.0011425066040828824	0.0003225380787625909	0.0004905164823867381	0.0005672420375049114	0.0013235713122412562	0.00486064562574029	0.0006379843107424676	0.0012404588051140308
FOSB	7.480871863663197e-05	3.505609856802039e-05	2.2920919946045615e-05	6.796733941882849e-05	0.00021799431124236435	0.0003125299699604511	2.0658042558352463e-05	0.0017280210740864277	5.910915933782235e-05	0.0007308670319616795	0.00016332443919964135	0.00044507606071420014	0.0005346940597519279	0.00031019365997053683	0.0004928070702590048	0.0001925014948938042	0.0012659956701099873	0.002077682875096798	0.0005675095599144697	0.0005549982306547463
FOSL2	0.0003295972419437021	0.0010592520702630281	0.00036183389602229	0.0002946489548776299	0.00027193984715268016	0.00038190025952644646	0.00011252016702201217	0.00037368343328125775	0.00012975170102436095	0.0002132351219188422	0.00020819572091568261	0.00031573179876431823	2.035460784099996e-05	0.00037722080014646053	1.9604871340561658e-05	0.0003596170572564006	0.0004062857769895345	0.00029794962028972805	0.0001006473321467638	0.0001599064125912264
FOXA1	4.2190363274130505e-06	9.185446003812103e-08	3.436685460656008e-07	1.472488975196029e-07	4.4738487758877454e-07	1.5084643223417515e-07	7.416534231197147e-08	8.261320658675686e-07	0.00021592927805613726	1.7991253287164e-07	1.3803392562294903e-07	1.0029366137587203e-07	1.6253798094112426e-06	1.3408475751930382e-06	5.164632739251829e-07	6.311713036666333e-07	0.003696699859574437	3.177990265612607e-06	3.845174887828762e-06	2.432526798656909e-06
FOXM1	2.379964371357346e-06	2.577677378212684e-07	1.0355848871768103e-06	1.9805884221568704e-05	8.960009836300742e-07	1.4774207102163928e-06	0.0037145873066037893	8.673418392390886e-07	3.236755947000347e-05	3.6272561487749044e-07	4.467251244477666e-07	5.5755146604496986e-05	5.816912107547978e-06	2.8437657419999596e-06	2.1201930167080718e-07	1.0019576990316637e-07	1.9017579688807018e-07	5.612035920421476e-07	6.548828878294444e-06	2.226826865125986e-07
FOXP1	0.0004082374507561326	0.000661821395624429	0.00026633028755895793	0.00024230813141912222	0.0006663724198006094	0.00031730695627629757	8.236266148742288e-05	0.0020085996948182583	6.938759179320186e-05	0.00030628658714704216	0.00029835908208042383	0.00011774137965403497	1.0865600415854715e-05	0.00036823353730142117	0.0007811564719304442	0.0003217629564460367	0.001695524901151657	0.00038534647319465876	9.865069296211004e-05	0.0008338387706317008
FOXP3	0.002724113641306758	6.839485422460712e-08	9.863682493005399e-08	0.0001517772616352886	2.2084334716510057e-07	8.966669156507123e-06	4.7952730710676406e-06	1.4914288840373047e-05	6.925643702970774e-08	2.1047917471150868e-06	1.0822261486964635e-07	9.724449228087906e-07	9.004451158034499e-07	3.3969943160627736e-06	4.6889269356142904e-07	1.0854291332407229e-07	9.028912728581417e-09	6.1796713453077246e-06	5.490146122610895e-06	1.0248009857605211e-05
FOXS1	5.08032599100261e-07	4.2783918615896255e-05	1.676465035416186e-05	1.8695183712225116e-07	2.439284969568689e-07	2.0288533164602995e-07	2.1433007191262732e-07	6.606608735637565e-07	4.4825348766153184e-08	6.503773875010666e-07	0.003366488264873624	8.807939622101912e-08	1.4659102589575923e-06	8.132569746521767e-06	2.1203855737894628e-07	7.478030602214858e-05	3.3715544134338415e-08	1.2395086741889827e-05	2.6626252292771824e-05	1.5952285536968702e-07
FPR1	1.4812606252689875e-07	4.683413123984792e-08	1.0517273807408856e-07	8.715219479427105e-08	1.8137322399525146e-07	1.7232127902389038e-07	8.326421863102951e-08	2.043359899062125e-07	1.1526336862743847e-07	0.0003305834252387285	1.0456185606244617e-07	0.0014525094302371144	2.8043177735526115e-07	1.845277552092739e-06	2.9024488412687788e-06	8.93835121473785e-08	9.251386501318848e-08	9.314156272921537e-07	3.1211013720167102e-06	3.3823322809212186e-08
FPR3	1.3828515648128814e-06	3.6144308523944346e-07	2.824346552188217e-07	2.778023144855979e-07	1.7590788559118664e-07	1.8199700946297526e-07	1.5143312737109227e-07	1.844393153760393e-07	6.606698832456459e-08	1.405502189300023e-05	1.5795585284195113e-07	0.001351345214061439	2.7138864879816538e-06	2.4162864065147005e-06	2.82439282273117e-06	2.3618169961991953e-06	4.438281209218076e-08	6.534907583954919e-07	6.1569571698782966e-06	6.91755346338141e-08
FRMD3	2.2402586807857006e-07	2.2938709207664942e-06	2.033196324191522e-05	3.1511156066699186e-06	0.00023829855490475893	1.7444294826418627e-06	8.444108243566006e-05	3.203512903837691e-07	6.313709309324622e-05	3.955216016038321e-06	0.0009049865184351802	6.740527896909043e-05	1.2794524081982672e-05	2.922605381172616e-05	4.134302798775025e-06	4.613485543814022e-06	3.1724678137834417e-06	1.0827058758877683e-05	4.397320299176499e-05	2.4379080514336238e-06
FRMD4A	1.603391137905419e-05	0.00012605864321812987	0.0007432358688674867	1.3848063645127695e-05	0.00040107432869262993	7.731196092208847e-05	2.501808194210753e-05	0.0001557002542540431	2.379825309617445e-05	2.099004814226646e-05	0.00054992048535496	0.0005958538386039436	1.2025000614812598e-05	6.441428558900952e-05	2.0624571334337816e-05	0.0001243378355866298	0.00013127533020451665	0.00031853673863224685	3.6176970752421767e-05	4.049863127875142e-05
FRMD4B	0.0005593092064373195	1.992324359889608e-05	0.0008428855799138546	0.0002642334729898721	0.0004395644355099648	0.00018133111007045954	5.741966378991492e-05	0.00038025033427402377	1.2475969015213195e-05	0.0005999475251883268	3.8476915506180376e-05	0.0008576445397920907	5.712655820389045e-06	0.00013811634562443942	9.280935955757741e-06	3.2034076866693795e-05	0.0001976767962332815	0.00045955332461744547	3.6835110222455114e-05	0.00015699902724009007
FRMD6	5.96516219957266e-05	0.001380860572680831	8.234728738898411e-05	2.17318010982126e-05	7.00217206031084e-05	5.430769761005649e-06	9.979385140468366e-06	4.328284921939485e-05	3.6197412555338815e-05	1.7869089788291603e-05	0.00012524129124358296	5.084688382339664e-06	1.8376456864643842e-05	0.00018681104120332748	8.18341868580319e-06	0.0008879535598680377	0.00019861102919094265	0.0003727849980350584	6.464483158197254e-05	5.6229041547339875e-06
