Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28
PDE1A	0.0017954593058675528	3.3494601666461676e-05	4.0205348341260105e-05	2.0059651433257386e-06	5.153031452209689e-05	1.2879014832378743e-07	1.1957252354477532e-05	6.829266681052104e-07	3.239608474814304e-07	0.00018699052452575415	2.6604907361615915e-06	2.4592538466094993e-05	0.00022482898202724755	2.3536653316114098e-05	2.988535072745435e-07	2.2081120221173478e-07	0.00010059472697321326	6.247157813277227e-08	1.0904439022851875e-06	3.764599023270421e-05	2.256290088098467e-07	2.561946166679263e-05	1.5402391682073358e-06	3.6615401768358424e-06	3.2528552651456266e-07	1.3068435691820923e-05	9.557854951935951e-08	1.1633105714281555e-06
PDE2A	5.883059566258453e-05	8.706224008392383e-08	1.428137329639867e-05	2.6085106696882576e-07	2.885675166908186e-05	2.128708547388669e-05	1.0157172255276237e-05	0.0015790521865710616	4.440426550900156e-07	2.422649231448304e-06	2.2565014035080821e-07	4.088125479029259e-06	4.896412974630948e-06	1.9176260934727907e-07	4.690941204898991e-05	2.189746055591968e-07	2.014215169765521e-06	7.929497201075719e-07	9.518846013634175e-07	1.4545929843734484e-05	3.364798658367363e-06	5.164171852811705e-06	1.8317524563826737e-07	9.995942491514143e-07	1.0408692787677865e-06	1.8348460798733868e-05	1.6243180311903416e-07	1.441670519852778e-06
PDE3A	0.0019766490440815687	1.0896686717387638e-06	2.0481646060943604e-05	2.2332035598537914e-07	5.2501090976875275e-05	8.022433917176386e-08	8.995362804853357e-06	1.0987984921939642e-07	4.0965372249957e-07	0.0004299406136851758	1.4060125295145554e-06	7.352869943133555e-06	0.00010152080358238891	1.354803647046765e-08	0.0007899863412603736	1.5895675176125224e-07	0.00014469416055362672	7.828401749065961e-08	1.1472358210085076e-06	4.560794332064688e-05	3.978774714141764e-07	3.3878086469485424e-07	4.29432049031675e-07	7.063463840495388e-07	3.3119684417215467e-07	1.62765099958051e-05	1.8285246028426627e-07	1.5878262274782173e-05
PDE4A	0.00023174470697995275	9.071120439330116e-05	0.0001223404542542994	0.0001197612436953932	0.0001877444447018206	0.0003175278543494642	2.433707777527161e-05	0.00011921123950742185	0.0002389684086665511	0.00014467413711827248	0.00010454213042976335	0.0003379259433131665	0.00041399916517548263	0.0001971204619621858	0.0009329121094197035	0.00021913842647336423	0.00043511154945008457	0.00044128228910267353	0.0002537491964176297	0.0009386471356265247	1.5575804354739375e-05	9.449834760744125e-05	7.372207619482651e-05	0.0004894757294096053	0.0001255227398360148	0.0001363824849249795	3.0274099117377773e-05	6.012277663103305e-05
PDE4B	2.167326329072239e-06	4.360006641945802e-05	0.0003412780642975122	0.0003001377044711262	0.00014440591621678323	0.00014364987146109343	0.00016750488430261612	6.913612014614046e-05	0.0005876122741028666	1.805207648430951e-05	2.410854540357832e-05	0.00037928938400000334	6.81337114656344e-05	1.9644647181848995e-05	4.301924036553828e-06	0.0007844968931749463	1.5217619875329547e-05	0.0005931900232098997	0.0001991380559047684	3.105612995568663e-05	0.0011027063010260463	2.380137811996974e-05	4.8667243390809745e-05	0.0012610007543116808	9.536166180623695e-05	0.00013547502749133855	0.0009159201290458441	7.773417019052431e-05
PDE4D	2.0761795894941315e-05	5.3596817451762035e-05	8.704612264409661e-05	0.00014732699492014945	0.0004149770247749984	8.669910130265635e-06	0.0002191551902797073	0.00021867977920919657	6.030580698279664e-05	0.00014834298053756356	6.857060270704096e-06	0.00011157574772369117	9.590235276846215e-05	9.378944014315493e-06	7.069545972626656e-05	0.000327541318256408	9.971848339773715e-05	0.0007980132359080017	3.614876277424628e-06	2.4921377189457417e-05	0.00043352332431823015	2.8186615963932127e-05	6.224474782356992e-05	0.0011886660940945148	0.0001769768277881667	0.00022297428222373128	0.0006514623528346419	0.00011911975161638111
PDE5A	0.0017248123185709119	3.5056041269854177e-07	5.790626164525747e-05	1.534919829282444e-05	2.4562812541262247e-05	1.4929391909390688e-06	1.5175595763139427e-05	2.59587039863618e-07	2.6374277695140336e-06	0.0005156628903932869	2.3307338778977282e-05	1.3504017260856926e-05	0.0008669693488627672	9.630213753553107e-05	2.3922434593259823e-06	1.4739987364009721e-06	6.039623622200452e-05	1.994975491470541e-06	1.9889841951226117e-06	6.870582728879526e-05	7.091915449564112e-06	1.316634825343499e-05	2.1662392100552097e-05	6.925023626536131e-05	7.803561743457976e-07	1.8864973753807135e-05	2.4372066036448814e-06	3.176722748321481e-05
PDE7B	0.0001259167620446533	2.9506019927794114e-05	2.489112739567645e-05	2.122196065101889e-06	0.00021916093828622252	5.737581432185834e-06	2.9865406759199686e-05	0.0003414509119465947	2.144491645594826e-06	0.00017884914996102452	5.600318786491698e-07	6.56804877507966e-06	0.0004445273953024298	1.8973490796270198e-06	0.0005209198570810258	0.0004037638136651367	1.585426252859179e-05	0.000658092787489295	2.065619446511846e-05	3.113459388259798e-05	7.622231350978836e-05	9.278676770918537e-06	1.549416447232943e-05	0.00011018576333299279	8.614180842414498e-05	3.2458756322739646e-05	1.0830168321263045e-05	1.1905934115929995e-05
PDGFA	0.0020623423624783754	0.00013966461119707674	4.010504926554859e-05	1.3155779925000388e-05	0.0004520773945841938	6.370291521307081e-05	5.2207178669050336e-05	7.813112461008132e-05	1.157520182459848e-05	0.00020531093468889594	3.8947342545725405e-05	3.211007424397394e-05	0.00017171551007777452	7.684565207455307e-05	1.5530793007201282e-06	0.0001713129604468122	0.000155904475832358	7.311385706998408e-05	2.0300041796872392e-05	0.00019095136667601764	1.887290181912249e-06	1.0605954230413772e-05	1.042988969857106e-05	2.7238418624619953e-05	4.224444637657143e-05	0.00027971420786343515	2.4906576072680764e-06	0.0005149125936441123
PDGFB	0.0001860715274233371	8.11548852652777e-06	0.0003266830462962389	0.0003078793815802783	0.0010768999345600605	0.00017581251449882984	0.0001565278071211651	0.0013070658314973116	9.529424460197333e-06	1.4897289020154858e-06	1.6411475371569395e-05	8.142760634655133e-06	4.644948035092966e-07	0.0001734229299472645	2.658203186456376e-07	4.0694412746233866e-05	2.516786423711892e-07	2.775036045932211e-05	1.215185875480529e-05	1.802162114472594e-05	7.245989763760008e-06	1.1784638445533346e-05	1.751856689224951e-05	4.833406273974106e-05	7.399292371701449e-05	0.00020310512627474964	0.00021942197054158896	2.6824933229363523e-05
PDGFRA	5.738190793636022e-06	9.491120636084815e-07	4.7452580474782735e-05	8.712760063644964e-06	4.957251439918764e-05	3.396886313566938e-06	1.872582288342528e-05	6.168140203044459e-07	4.8665197027730756e-06	0.0018572385888546705	1.2179832992842421e-05	4.230329068377614e-05	0.0018802930135279894	1.1662185670502367e-06	4.663712900310202e-07	2.207751549576642e-06	0.00048205372877418995	1.21622269944055e-06	5.134310413268395e-06	2.7805113859358244e-05	2.3746486021991586e-07	3.7449810861289734e-06	1.7713362012727885e-06	2.0966921510989778e-05	1.4578362197426031e-06	2.1417345124064013e-05	1.1201972256458248e-06	0.00012119521124986932
PDGFRB	0.002406284213066101	2.715221853577532e-06	7.850660767871886e-05	2.919228336395463e-06	6.675387703580782e-05	1.016623855321086e-06	4.187773083685897e-05	2.969210868286609e-07	8.774032949077082e-07	0.002640577731654048	4.352916675998131e-07	3.832010042970069e-05	0.0006249935831874609	1.7926086570696498e-07	5.1451689841997e-07	1.1310925174257136e-06	0.0005322343786247075	3.138699867122341e-06	2.7451274945633486e-05	0.00036015757359564304	7.676260338485008e-07	4.502730462263571e-06	1.7782217582862359e-06	3.0379833333427086e-05	1.1603342500166036e-06	0.00029649605858139694	1.0908167951129144e-06	3.1200181638268987e-06
PDGFRL	2.803079223667737e-05	1.1719948815880343e-05	4.229124533594586e-05	2.5404669941053726e-06	6.589105760212988e-05	3.5729299270315096e-06	3.0442028219113126e-05	6.7487994783732574e-06	1.159933503913635e-06	0.0011781342327594757	5.728585620090598e-06	1.0977567399095278e-05	0.0015160867478698492	1.634958061913494e-05	6.942796630937664e-07	2.2304864160105353e-06	0.0009605874656699598	7.373415087386093e-07	8.075940968410578e-06	5.8893645473290235e-05	6.215113899088465e-07	1.6949134078458883e-05	5.639455594064202e-06	3.363779342180351e-06	6.169665084598819e-06	1.8028000340564176e-05	6.440299671339744e-07	1.3859030332241673e-05
PDIA4	0.00027319262153469026	0.0006633938173763454	0.0006922661559656262	0.00034551421413198113	0.0006130443071015179	0.00044118042569607496	0.0001940944348461926	0.0003770308685488999	0.00234239106066525	0.0004401029727887362	0.00027928370400331914	0.001019044779241085	0.0003140908374916762	0.0002916732046287507	0.0001472063740948215	0.0004254149680491537	0.0005813111201860011	0.00042059787665493786	0.00030383982812054455	0.0007004248909652233	0.0001348250370938331	0.00015156393055804074	0.00030913008959032595	0.0005597303970716894	0.0003920135786756873	0.0005581717123277485	0.000334977637976408	0.0010100152576342225
PDIA6	0.00029087584698572755	0.0011509732576087117	0.0006451521767303348	0.0003280456003267318	0.00028235107311047614	0.0005789407296106219	0.0003143286448903382	0.0004911944852210581	0.002147678518667817	0.0003537513257469982	0.0006709269364364445	0.0010828134836629033	0.0003878709685523063	0.00022285662998910993	0.00034375820541754365	0.0005818470381200314	0.00040194031316787004	0.0009374103974550962	0.0003839073469862342	0.0006273725302889943	0.0003413204394746572	0.00023824824893381447	0.0006000199937261641	0.000490375910885632	0.0006894629332236946	0.0004339913430158049	0.0005471421172842383	0.0021085329353809357
PDK1	1.5127903679967858e-05	0.00022193088079802692	0.0001298463175771758	0.00025023342459462583	0.00041888185660354793	7.236644887598231e-05	0.0001240127021446824	3.2992793421726674e-05	0.0029262169264256954	0.00012225106183905154	5.379595677368343e-05	0.0007966107805259526	2.412745925539639e-05	2.439565105305519e-05	8.249922393588349e-05	0.0001837994932429865	3.82059151888825e-05	0.0001196594093926251	6.827448487456422e-06	0.00027182098710909486	0.00012240577780175954	7.587516302010044e-05	0.00010598691005725414	0.0013281854335218668	0.00012586601951625198	0.00019836091087199748	0.00019240278925281018	0.00037763838190585375
PDK4	0.0002706649247556925	5.248425622994546e-07	1.612868618394714e-05	1.965716137419804e-06	7.020893463050015e-06	0.0002937351237051189	2.847904215741437e-05	0.0006029290379956365	4.7158053462226235e-07	2.0604329620255157e-05	1.3050786265011993e-06	6.928561560926028e-06	0.0004531554295681417	2.4635770387249067e-05	2.9953193347864726e-07	1.6516978575964458e-06	1.7675674826023169e-06	1.619423414922494e-06	0.00015617227472830564	1.769335358403623e-05	1.535994124424178e-05	1.12902971522999e-05	2.7364316679268086e-07	3.209313945262693e-06	1.4070959650780424e-06	3.931756873498671e-05	7.4159777341265e-07	1.1387879567337222e-05
PDLIM1	0.0011257976293563843	0.00011570064089028165	0.000809564080554992	0.00010828646190930158	0.00010066341928904876	8.843366231303662e-06	0.0003203912347089499	0.0010582002578303218	0.00023473122564610094	9.634743037167937e-05	0.00033781802630983293	0.00024771966855041683	0.000441667070845142	0.0002625783090479672	9.880762263492215e-06	1.717740269668866e-05	0.0002219585148850456	3.481769817881286e-05	1.4369221389642917e-05	0.0006770372274331748	0.0009488859213888645	0.00026003445964306593	5.747070099459961e-05	9.183496149489656e-05	9.317976218881086e-05	0.0003693368926178664	2.3455626433133148e-05	0.0009973406558856368
PDLIM3	0.0008023865520954132	1.60769050125964e-05	0.00028097370523028076	2.5570882371539483e-06	0.0001643882569624111	1.087069722416345e-05	0.00024551598471589386	3.405275856493972e-05	1.7397164810972754e-06	0.00032102951081469655	0.00010663967987056822	4.720552533399314e-05	6.655353354290128e-05	4.986083149560727e-05	3.178563247274724e-06	1.2997832072869642e-06	0.001475744997151196	1.0108349215443013e-06	5.26826488567167e-06	0.0001476741163060069	7.155786647672358e-07	1.2348212294455152e-05	7.086079676810186e-06	1.3720128663408104e-05	3.133104110020213e-05	0.00011463103874120861	1.1055464028686401e-06	0.001770042348653078
PDLIM4	2.499894253560342e-05	7.51450497773476e-05	5.0116737838834524e-05	3.7237734886730323e-06	0.0001806602958822623	8.550261554773897e-05	9.803075954550877e-05	7.415912114083767e-05	2.488836798875127e-06	0.00032603973522782326	0.00018256614566780627	2.4512444724678062e-05	0.0005185827612876892	3.229258436476812e-05	6.822888099122792e-05	8.303863069158979e-06	0.0007277065888047218	0.00017975943046621978	1.5147002159210388e-05	5.677530498360284e-05	6.119917088653892e-07	3.638878115452826e-05	3.099158493569121e-05	2.1257217213133117e-06	6.245979602681473e-05	6.640241190325469e-05	2.3952939045557287e-06	0.003308013081550598
PDLIM5	0.0006570196710526943	4.015786180389114e-05	0.00014273067063186318	0.00020141735149081796	0.0006564070354215801	0.00020590293570421636	0.00023568324104417115	0.0005949535989202559	6.280187517404556e-05	0.001142420107498765	0.00012070341472281143	9.778031380847096e-05	0.0002002163091674447	7.007174281170592e-05	0.00028636521892622113	0.00020446331473067403	0.0013204491697251797	0.00012166539090685546	0.000294919271254912	0.00023175707610789686	0.00012001348659396172	4.955247277393937e-05	5.534299634746276e-05	0.00028538942569866776	7.654169894522056e-05	0.00020602440054062754	0.00016932735161390156	0.0007623808924108744
PDLIM7	0.0008610126678831875	0.0001910232094815001	8.666175563121215e-05	5.04224663018249e-05	0.001534415758214891	0.00033820411772467196	0.00019631064787972718	0.00023941538529470563	1.6186319044209085e-05	0.0013393363915383816	3.260150697315112e-05	6.796036177547649e-05	0.0002275987499160692	6.157242023618892e-05	0.0001641438720980659	8.55087855597958e-05	0.0013755360851064324	0.00018920251750387251	0.0001725091424304992	0.0007136525237001479	9.12013856577687e-05	6.199447670951486e-05	0.00015445597819052637	8.371676813112572e-05	0.0002548541233409196	0.00016200065147131681	4.537924178293906e-05	0.0005198611179366708
PDPN	3.2662935609550914e-06	9.247131629308569e-07	0.0002567691553849727	4.347956803485431e-07	0.0001437471655663103	0.00021497326088137925	3.2665695471223444e-05	8.784891178947873e-07	2.0723045963677578e-06	0.0005418896907940507	1.8252694644615985e-07	2.083920844597742e-05	0.00030255428282544017	3.420550243049547e-08	3.538635155564407e-06	8.944269893618184e-07	0.0015496171545237303	3.912453507837199e-07	4.740316853713011e-06	0.0002108634653268382	6.817473945375241e-07	3.866257429763209e-07	8.985324484456214e-07	1.46970262449031e-06	1.0176191835853388e-06	1.3385637430474162e-05	3.788938158777455e-07	0.00012123552733100951
PDZK1IP1	3.2474663385073654e-06	0.00017603440210223198	1.3288849913806189e-05	1.4699734265377629e-06	4.871175860898802e-06	1.8874347006203607e-05	0.0007514678291045129	2.8820800253015477e-06	5.731816145271296e-06	2.637124907778343e-06	0.0015767363365739584	4.9947502702707425e-06	8.455825991404708e-06	0.0012541469186544418	1.878450348158367e-06	1.1213589459657669e-05	1.2794272379323957e-06	3.946922333852854e-06	2.2229906448956172e-07	5.887370662094327e-06	4.856433974964602e-07	1.049741513270419e-06	1.5660772305636783e-06	3.898810064129066e-06	1.847311796154827e-05	9.284748557547573e-06	8.598298677497951e-07	0.00026662435266189277
PEAK1	0.00115045509301126	3.394687155378051e-05	0.0002435314963804558	8.034946222323924e-05	0.000901993247680366	0.00020379829220473766	5.487769522005692e-05	0.00041504146065562963	3.2262541935779154e-05	0.001581533462740481	1.9464445358607918e-05	3.768782698898576e-05	0.0003513714764267206	3.955128704546951e-05	1.8308855942450464e-05	5.36015686520841e-05	0.00033221396734006703	4.5975790271768346e-05	9.394098015036434e-05	0.00042250953265465796	0.00017457605281379074	1.9098595657851547e-05	1.9766277546295896e-05	0.0003444504109211266	3.959481909987517e-05	7.853867282392457e-05	2.990022585436236e-05	6.869464414194226e-05
PEAR1	0.0010160959791392088	9.979990522879234e-08	6.597275205422193e-05	3.29252003439251e-07	0.00011799827916547656	2.645290578584536e-06	2.4133432816597633e-05	0.00063216348644346	1.3465548818203388e-06	0.00015298834478016943	4.1494894276183913e-07	2.5904379072017036e-05	0.0009001408470794559	2.576515782948263e-07	3.5832289313475485e-07	2.390829365594982e-07	1.9872695702360943e-06	7.702517734742287e-08	1.457050530007109e-06	8.897594670997933e-05	1.2030255902573117e-06	1.7465498558522086e-06	5.50397260212776e-07	1.2352896874290309e-06	5.87571832966205e-07	1.789557973097544e-05	8.291612374478063e-08	1.8940853578897077e-06
PEBP1	0.0005991088110022247	0.0020161911379545927	0.0006924933404661715	0.0010264514712616801	0.00018032785737887025	0.000359441532054916	0.0006766560836695135	0.0002448778541292995	0.000585655274335295	0.00021218543406575918	0.0021549067460000515	0.000597695354372263	0.0012192915892228484	0.0013277920661494136	0.0013853174168616533	0.0013580572558566928	0.0006698499200865626	0.0006683890824206173	0.0006447792984545231	0.0004266705655027181	0.00042697586468420923	0.001712788944132626	0.00034047116059809923	0.00029016099870204926	0.0006711026653647423	0.00044157879892736673	0.0010122820967808366	0.0008604347822256386
PECAM1	1.2393763427098747e-05	2.2708720734954113e-06	0.0001519341894891113	0.0002592688542790711	0.00019425887148827314	0.00025909030227921903	0.00011277927114861086	0.0025479071773588657	0.0005555963725782931	9.514748171568499e-07	1.4736234277279436e-07	0.00024595262948423624	1.2205565553813358e-06	4.983575081496383e-07	1.3334641835172079e-06	4.764203549711965e-05	3.7503957628359785e-07	0.000185948156286031	0.00011611463560257107	4.061793879372999e-05	7.200768595794216e-05	1.623207572265528e-05	6.160048087622272e-06	0.000130537009681575	1.766908826539293e-05	8.621285815024748e-05	4.106246342416853e-05	8.881786470738007e-07
PEPD	0.0003435132384765893	0.0005069702747277915	0.00011277255543973297	0.0003759225073736161	0.00010170025052502751	0.0005868545267730951	0.000275248457910493	0.00032732015824876726	0.0002220656897407025	0.00015567170339636505	0.0003134855069220066	0.0001625049626454711	0.00043261281098239124	0.0001138057341449894	0.0006116633303463459	0.0004890414420515299	0.0002210676611866802	0.00033470935886725783	0.0005039206589572132	0.00038445834070444107	0.00018091779202222824	0.0003504402993712574	5.291015622788109e-05	0.0001949668803717941	0.000278225023066625	0.0005815966869704425	0.00040162430377677083	0.0002583442546892911
PERP	1.3053103430138435e-05	0.0002755416790023446	7.695706153754145e-05	0.00018261706281919032	3.191679934388958e-05	1.743876055115834e-05	0.0002955698291771114	5.683123163180426e-05	3.8944403058849275e-05	0.0002045351138804108	0.0009010556386783719	6.541398033732548e-05	0.0001389020326314494	0.0012060725130140781	3.1575721095578047e-06	0.00014139543054625392	0.0003402861184440553	0.0001257757976418361	3.792089728449355e-06	5.6881995988078415e-05	1.6807168776722392e-06	9.647080150898546e-05	5.365291508496739e-05	0.00010214125359198079	9.215984027832747e-05	4.8819529183674604e-05	0.00012340486864559352	0.0027182050980627537
PFDN2	0.00025405603810213506	0.002103563863784075	0.0005033810739405453	0.0003822778817266226	0.00025705533334985375	0.00033861087285913527	0.0003006762417498976	0.00024454438243992627	0.00026800596970133483	8.985785098047927e-05	0.0020479371305555105	0.00015521903696935624	0.00034681856050156057	0.0002851106401067227	0.0003301027463749051	0.0005910124746151268	0.0002900525869335979	0.0006210469291545451	0.00035499269142746925	0.00028036755975335836	0.00030370368040166795	0.00034675822826102376	0.0005305583472363651	9.95656882878393e-05	0.0006539342575706542	0.0003405703464522958	0.0006628470728173852	0.0008685634238645434
PFDN5	0.0007599540404044092	0.0012340993853285909	0.0013528140261769295	0.0032965962309390306	0.00026774019352160394	0.0009643113589845598	0.0018322919495403767	0.0004669693880714476	0.0007686199969612062	0.0002646468346938491	0.0008103785221464932	0.0009868476772680879	0.0012978825252503157	0.0005543106817640364	0.0011122511932626367	0.002273267600685358	0.0008497886010445654	0.001592824817635119	0.001951441983692348	0.000963307567872107	0.0017363436054438353	0.005167294759303331	0.000247335119638592	0.0009284322732128203	0.0003638688940554857	0.0008484970312565565	0.002934039104729891	0.0007089549326337874
PFN1	0.00033954702666960657	0.003202256979420781	0.0006069627124816179	0.0012706777779385448	0.0004591667384374887	0.0011348668485879898	0.0008667662623338401	0.0003014257235918194	0.0002450734900776297	8.875281491782516e-05	0.000809685152489692	0.0003478811413515359	0.00021882174769416451	0.00010300981375621632	0.00023191147192846984	0.002653067233040929	0.0004987044376321137	0.003001274075359106	0.0019290128257125616	0.0007902251672931015	0.0008691358962096274	0.0009162285132333636	0.0014858391368761659	0.000291698204819113	0.0028864843770861626	0.000994516653008759	0.0018748785369098186	0.0005310412379913032
PFN2	0.00019574869656935334	0.0007443401264026761	5.750054697273299e-05	8.503782009938732e-05	0.0001275351969525218	1.830761175369844e-05	0.00024858873803168535	4.799879025085829e-05	3.0134289772831835e-05	0.00015638496552128345	0.003430253127589822	5.996886102366261e-05	0.0004540866648312658	0.0002867899602279067	1.143115423474228e-05	2.356033473915886e-05	0.0005861581303179264	4.904930392513052e-06	2.739191813816433e-06	8.612616511527449e-05	3.2612842915114015e-06	0.00020368698460515589	0.0001334045227849856	2.565486283856444e-05	8.43894449644722e-05	5.011269968235865e-05	4.1574123315513134e-05	0.001466242247261107
PGAM1	0.0004424552898854017	0.002621554071083665	0.00046415888937190175	0.00025084431399591267	0.00022311002248898149	0.0006546798977069557	0.00039370747981593013	0.00020739954197779298	0.0004003139620181173	9.803170541999862e-05	0.00042613159166648984	0.00030891335336491466	0.00045772234443575144	0.00012766802683472633	0.00020266565843485296	0.0011963273864239454	0.0005617890856228769	0.0015519910957664251	0.0004697957483585924	0.00028286289307288826	0.0003043769975192845	0.00046094326535239816	0.0008755511371418834	0.00018115725833922625	0.0015756605425849557	0.0002825463889166713	0.0007385636563412845	0.0006547038210555911
PGD	9.583806968294084e-05	0.0009875467512756586	0.00015338596131186932	0.00029049080330878496	0.0002043485437752679	0.0010023575741797686	0.00034662202233448625	0.0001522303355159238	0.00029593470389954746	7.851707778172567e-05	0.00037206936394795775	0.0003771316260099411	0.00047067709965631366	0.00032313549309037626	0.000637795717921108	0.0004944184329360723	0.00017462750838603824	0.0002555529063101858	0.0007786331116221845	0.0003402037255000323	0.0002857351501006633	0.00021077711426187307	0.0003984438080806285	0.00013768668577540666	0.000792152073699981	0.00035394009319134057	0.0002561768633313477	0.00023761032207403332
PGF	0.002360226586461067	7.4008089541166555e-06	3.323261262266897e-05	3.0598182547691977e-06	0.0003154166042804718	2.0870643311354797e-06	2.77022882073652e-05	0.0003049416118301451	2.710179842324578e-06	5.6353703257627785e-05	2.3598893676535226e-05	2.1263618691591546e-05	0.0005471009062603116	2.1379821646405617e-07	1.4317168961497373e-06	7.79750394030998e-07	5.125266397953965e-06	3.1252517374014133e-07	3.1950053198670503e-06	6.0817830672021955e-05	9.366589779347123e-07	1.6356852938770317e-05	3.7873539895372232e-06	4.057833393744659e-06	1.3217822925071232e-06	4.2478033719817176e-05	4.097056205409899e-07	0.0005939523107372224
PGK1	0.00019143905956298113	0.0015781851252540946	0.00041192100616171956	0.000708018196746707	0.00016672149649821222	0.0008423186372965574	0.00043163751251995564	0.0002519791014492512	0.00021638147882185876	0.00010985795233864337	0.0005519266123883426	0.0003793171199504286	0.00018687616102397442	0.00014782619837205857	0.00016513314039912075	0.0007440628251060843	0.0003068751539103687	0.0009844762971624732	0.00041358821908943355	0.0002208280930062756	0.00038869085256010294	0.00035038217902183533	0.0005268907407298684	0.0004937048070132732	0.000672956055495888	0.0005108846817165613	0.0005936177913099527	0.0010966567788273096
PGRMC1	0.0003167114919051528	0.00047324722982011735	0.00036770376027561724	0.00016349178622476757	0.00012080678425263613	0.00015749242447782308	0.00012843043077737093	0.0002940586127806455	6.29436326562427e-05	0.00029402601649053395	0.0006195277674123645	4.0395996620645747e-05	0.001132105477154255	0.000594940094742924	6.758789095329121e-05	0.00020860336371697485	0.00038875456084497273	0.00014602670853491873	0.00010291599755873904	0.0001376407890347764	5.271336704026908e-05	0.0001262253208551556	0.00027331506134942174	0.0003492049581836909	0.0004795205604750663	0.00048819108633324504	0.00017881026724353433	0.0009956397116184235
PHACTR1	3.140500484732911e-05	1.8260929209645838e-05	7.101708615664393e-05	4.0935157130661537e-07	9.228665294358507e-05	0.0005895353970117867	2.4346423742827028e-05	0.00015354249626398087	7.686634489800781e-05	0.00017190237122122198	3.890176958520897e-05	0.00018200129852630198	4.041560896439478e-05	4.634700871974928e-06	6.997357559157535e-05	4.782516043633223e-06	5.449565651360899e-05	1.263380568161665e-06	0.0010563512332737446	0.0002017973456531763	0.0016813741531223059	7.06874243405764e-06	2.8178833417769056e-06	9.84350117505528e-06	1.2566028999572154e-05	1.6640571629977785e-05	5.237826030679571e-07	7.97037937445566e-05
PHACTR2	0.0003039744624402374	3.829045090242289e-05	0.00011320431804051623	6.68439461151138e-05	0.0005775968893431127	0.00028349601780064404	0.000244202179601416	0.0007944214157760143	1.3815920283377636e-05	0.0008075981750153005	6.138935987110017e-06	0.00012906112533528358	0.0007025166996754706	1.716263432172127e-05	0.0003280899836681783	0.0007355575216934085	0.0005753543227910995	0.0003293274203315377	0.0002537494874559343	0.00037156406324356794	3.290562017355114e-05	8.685274951858446e-05	6.762109842384234e-05	0.00023177411640062928	0.00017671615933068097	0.000419158284785226	0.00033423464628867805	7.520883082179353e-05
PHF1	0.00017451906751375645	0.00016072180005721748	0.0005041286931373179	0.0014609952922910452	9.26911088754423e-05	7.921687938505784e-05	0.0002666591899469495	0.0001304133329540491	0.000444786564912647	0.0003447611816227436	3.407381518627517e-05	0.0003693471080623567	0.00030794437043368816	0.0002720034390222281	0.0002891701878979802	0.001239684410393238	0.00013796189159620553	0.0005785537650808692	3.363753785379231e-05	0.00012126683577662334	0.0006706335116177797	0.0005438840016722679	4.10828652093187e-05	0.0023024871479719877	5.213552140048705e-05	0.0003911220992449671	0.0011148430639877915	0.00022256858937907964
PHF19	6.660108920186758e-05	0.00026179401902481914	0.00011440517846494913	5.663333286065608e-05	9.325050086772535e-06	8.380365034099668e-05	2.8488811949500814e-05	1.5212159269140102e-05	4.07872830692213e-05	0.00012289508595131338	1.89232832781272e-05	8.331178105436265e-05	0.0001149915624409914	5.3182202464086e-06	1.009819061437156e-05	0.0005744773079641163	7.547003770014271e-05	0.0004515488399192691	6.239247159101069e-05	5.497363235917874e-05	2.1528352590394206e-05	2.35769748542225e-05	0.0019450425170361996	0.0003255512856412679	0.0009542405023239553	0.00010370904783485457	0.00042935082456097007	5.6858967582229525e-05
PHGDH	0.00013767858035862446	7.900611672084779e-05	0.0001699382992228493	3.853205271298066e-05	2.046285771939438e-05	2.247769407404121e-05	4.114648618269712e-05	4.92105300509138e-07	0.0003906627534888685	7.842226477805525e-05	0.0007703984156250954	0.0006748093292117119	0.0003385576419532299	1.3197837688494474e-05	2.8884116431981965e-07	2.0147392206126824e-05	6.826069875387475e-05	5.716430678148754e-05	1.4860557939755381e-06	0.00011160914436914027	1.2168635294074193e-05	1.9036704088648548e-06	0.00042415541247464716	5.885741757083451e-06	0.0005852748872712255	3.734872007044032e-05	9.390368177264463e-06	0.0020483769476413727
PHGR1	4.477485404663639e-08	1.847871189397665e-08	5.759479336120421e-06	5.192180907442889e-08	1.2578423991271848e-07	2.033167056936236e-08	2.6153645649173995e-06	2.2929423693085482e-08	1.096691306656794e-07	4.1515676230119425e-08	1.638866820030671e-08	1.463783974031685e-06	6.592298262830809e-08	3.15507597825615e-09	5.518484513800104e-08	3.881023147300766e-08	2.4594971392843945e-08	1.8852242433808897e-08	1.5029087307993905e-07	2.732945176830981e-06	4.2917950082710377e-08	1.2954060046865834e-08	5.587267182249889e-08	1.2410866645495844e-07	8.042517407602645e-08	2.3787945337971905e-06	1.9391737993146307e-08	1.0041324571830046e-07
