Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29
TROAP	5.992498699924909e-06	3.3729170922924823e-07	6.545705844018812e-08	2.9254417199808813e-07	1.6899902277600631e-07	1.446950221861698e-07	1.0922924076339768e-07	2.3869506549090147e-07	4.64775411046503e-07	4.960355113325932e-07	6.289662337621849e-07	1.0910389391938224e-06	2.088664246002736e-07	8.86947248091019e-07	3.4104371025023283e-06	3.153128034227848e-07	0.0029753197450190783	9.319584393097102e-08	4.1815494000729814e-07	2.3009313281363575e-06	3.0782164230913622e-06	6.711347566579207e-08	1.005516807595086e-07	9.527377642370993e-07	9.399617738381494e-06	4.2641786990316177e-07	3.676454070955515e-06	1.1314340042645199e-07	2.0420844748514355e-07
TRPC6	9.852460607362445e-06	6.757407078339384e-08	7.490578468605236e-08	4.326325779402396e-06	5.115950443723705e-06	9.095129826164339e-06	0.0025580551009625196	3.032178881312575e-07	6.062618354008009e-07	0.00011217174323974177	2.635647433635313e-07	6.9872999119979795e-06	0.00012545567005872726	2.932381903519854e-06	3.81015155426212e-07	1.8710562699197908e-07	9.918225885030552e-08	7.268155286510591e-07	2.1121405779922497e-07	3.179437044309452e-06	1.2043803963024402e-06	1.2514608727087762e-07	5.07868058718941e-08	1.6405650171691377e-07	1.8822186120814877e-07	4.738292318506865e-07	9.8248094104747e-08	5.680711723243803e-08	1.3976872992316203e-07
TRPM2	8.717510354472324e-06	4.178611925453879e-05	4.349374648882076e-05	6.446829956985312e-06	4.767076916323276e-06	2.480220609868411e-05	8.084724072432437e-07	2.0014816982438788e-05	9.500207056589716e-07	1.128574240283342e-06	7.512782030971721e-05	1.741607434269099e-06	2.9411205105134286e-05	0.00024262306396849453	1.861392956925556e-05	1.9089418401563307e-06	0.00011491403711261228	3.163038627462811e-06	1.1880929378094152e-06	3.2328282486560056e-06	0.0010031707352027297	2.0080446120118722e-05	2.1752014163212152e-06	0.00020053765911143273	3.657216439023614e-05	0.0007673559593968093	5.4432970500783995e-05	0.00036146206548437476	3.5077910069958307e-06
TRPS1	3.813267539953813e-05	2.7334093829267658e-05	1.1123894410047797e-06	0.00010340576409362257	0.00014251357060857117	0.0004250235215295106	3.600330455810763e-05	0.00036203334457241	6.086897701607086e-05	1.971680649148766e-05	7.799083687132224e-05	4.131122295802925e-06	3.183693115715869e-05	0.0011840487131848931	0.000177136724232696	0.0003701516252476722	0.00012090758536942303	0.00014633918181061745	0.0003914595872629434	1.2752464499499183e-05	0.00017500491230748594	1.9562246507121017e-06	0.00013306319306138903	9.758736268850043e-05	7.876477866375353e-06	0.00041313678957521915	0.00011438842921052128	0.0012938769068568945	0.0001237578981090337
TSC22D1	5.6058790505630895e-05	5.738223990192637e-05	0.0012427077163010836	0.0007534039905294776	0.000245942355832085	0.00019033520948141813	0.0005946363089606166	5.9859390603378415e-05	0.0011289807735010982	0.0012805905425921082	2.5796705813263543e-05	8.31741708680056e-05	2.413907350273803e-05	0.0004012621648143977	0.00031896246946416795	4.737696872325614e-05	5.18093875143677e-05	0.0004243967996444553	6.334950012387708e-05	4.1885596147039905e-05	5.954028165433556e-05	0.0008876064675860107	1.8866918253479525e-05	7.755756087135524e-05	1.135394904849818e-05	0.0001388386299367994	3.073213520110585e-05	0.001511200680397451	0.00029820375493727624
TSHZ2	9.61630794336088e-05	3.403225855436176e-05	0.0006002477603033185	0.0006046687485650182	0.00037070675170980394	0.000171276435139589	0.00011348610132699832	0.00042941683204844594	6.63945684209466e-05	0.00040271191392093897	1.0385535460954998e-05	0.00013863197818864137	5.879896434635157e-06	0.00010156325879506767	3.5786390526482137e-06	0.0016389419324696064	7.605251994391438e-06	0.0012795769143849611	2.2662843548459932e-05	9.885241161100566e-05	7.976752272043086e-07	0.0010631666518747807	0.0005801882361993194	6.538144134538015e-06	3.6410092434380203e-05	4.473851731745526e-05	5.507920832314994e-06	7.010251010797219e-06	1.5412940683745546e-06
TSPAN1	9.590462468622718e-06	9.929070074576885e-06	6.356915491778636e-06	3.6140193060418824e-07	1.482986817791243e-06	2.5659258540144947e-07	2.034951876339619e-06	8.065291723369228e-08	4.292084838652954e-07	4.7767083742655814e-05	7.201210792118218e-06	8.154553938766185e-07	2.1212723311236914e-07	9.404282536706887e-06	3.958729735131783e-07	1.4382173958438216e-06	5.507432888407493e-06	6.970736308176129e-07	1.971402525668964e-06	2.223491037511849e-06	2.590435421723214e-08	0.00014617743727285415	7.898085527813237e-07	1.341991691106159e-07	1.7354335795971565e-05	8.936560789152281e-07	1.6458180596146121e-07	0.001429308787919581	7.333502338724429e-08
TSPAN12	2.7368811061023735e-05	3.2951313642115565e-06	0.0006541181355714798	1.1937565886910306e-06	2.6997780878446065e-05	1.783887569217768e-06	0.00041491317097097635	2.2790142395479052e-07	0.0009667931590229273	0.00031493595452047884	8.123680572680314e-07	1.5001417523308191e-05	8.894255643099314e-07	0.00014739866310264915	0.001643757103011012	9.101786417886615e-07	1.537737625767477e-05	2.6474788228370016e-06	7.038443072815426e-07	1.904855525936e-05	2.8872992174910905e-07	0.0020183471497148275	3.5347630955584464e-07	5.864620788997854e-07	2.2663485651719384e-05	9.047050752997166e-07	2.313892508709614e-07	1.6724785382393748e-05	6.987253300394514e-07
TSPAN13	6.708963337587193e-05	1.1595694559218828e-05	0.0009480584994889796	2.6706293283496052e-05	1.2148990208515897e-05	1.1838060345326085e-05	3.3428716506023193e-06	0.00012012194201815873	6.0944497818127275e-05	2.3300573957385495e-05	0.0010018215980380774	8.883546979632229e-05	0.0002384807012276724	0.00010367278446210548	0.00013182089605834335	2.3003593014436774e-05	0.0001682058209553361	4.510951384872897e-06	3.4804484130290803e-06	8.538321708329022e-05	1.250222157977987e-05	0.0007591592147946358	6.5527187871339265e-06	1.1884935702255461e-05	0.001060068723745644	1.6683585272403434e-05	5.864349986950401e-06	0.0009132996783591807	2.1655394448316656e-05
TSPAN14	0.00021048290363978595	0.0003713138576131314	0.0005992883816361427	0.00028756356914527714	4.499442729866132e-05	0.0004809838137589395	0.000401262630475685	0.0010424507781863213	0.00013505216338671744	5.726574090658687e-05	6.436932744691148e-05	0.0002406822022749111	0.0001039950511767529	6.018440399202518e-05	7.765027112327516e-05	0.0008875804487615824	9.271071758121252e-05	4.854072176385671e-05	0.000790743506513536	9.583740757079795e-05	0.0002780651266220957	0.0004294679965823889	0.0008314043516293168	0.0010408967500552535	1.4432640455197543e-05	0.0010405003558844328	0.0007747604395262897	0.00013420486357063055	6.779636169085279e-05
TSPAN18	1.8675526007427834e-05	1.4915782230673358e-05	0.0022056023590266705	1.6807045540190302e-05	0.00031228811712935567	6.335066700557945e-06	1.7208958524861373e-06	2.1276187908370048e-05	0.00018421145796310157	2.1163770725252107e-05	1.8431123862683307e-06	4.270702447684016e-06	1.1232907581870677e-06	1.9649150999612175e-05	1.9627199435490184e-05	3.979897155659273e-05	2.528432378312573e-05	2.1199939510552213e-05	1.0202663361269515e-05	7.93694744061213e-06	4.759123726216785e-07	0.000583467714022845	0.0003478819562587887	2.1395901512732962e-06	9.225281587532663e-07	8.037198313104454e-06	1.1731358426914085e-05	4.452111568298278e-07	4.979386858394719e-07
TSPAN3	9.676855552243069e-05	9.34571071411483e-05	0.00036214859574101865	0.0005420908564701676	0.0002720701741054654	3.668848512461409e-05	0.0008699513273313642	6.138600292615592e-05	0.0002067835594061762	0.0008923017885535955	0.0008150801877491176	0.00019888885435648263	0.00015098783478606492	0.003042178461328149	0.0019351139198988676	4.623802669811994e-05	0.0001799977180780843	0.0008667216170579195	5.2575956942746416e-05	0.0002686192456167191	0.00030219840118661523	0.000509240257088095	8.650648669572547e-05	0.0001450969575671479	0.0005936310044489801	9.007535845739767e-05	6.539196328958496e-05	0.0001833647402236238	0.0001208609901368618
TSPAN4	0.00014824728714302182	2.8909074899274856e-05	0.00041481235530227423	0.00034635287011042237	0.0009513449622318149	6.795246008550748e-05	0.000544457696378231	8.178126336133573e-06	7.858057506382465e-05	0.0003868222120217979	2.894048702728469e-05	4.128272121306509e-05	0.0002408819564152509	0.0002892707707360387	4.425156657816842e-05	5.799852260679472e-06	4.3605374230537564e-05	0.0016816636780276895	1.1101288691861555e-05	0.00018264437676407397	0.0006427098996937275	0.0012759664095938206	3.9508999179815874e-05	0.00012607724056579173	6.524808122776449e-05	9.26481225178577e-05	4.8028708988567814e-05	3.3038551919162273e-05	0.0005956200766377151
TSPAN5	5.8000729040941224e-05	0.00013320242578629404	0.00013660795229952782	0.0002328147820662707	0.00014536875823978335	0.0001533188478788361	6.223345553735271e-05	0.0013937115436419845	0.0005703442147932947	3.976968946517445e-05	3.2422267395304516e-05	9.057069109985605e-05	2.5015274331963155e-06	0.0002138905256288126	3.76379321096465e-05	0.0006956257275305688	6.124828360043466e-05	0.00020865398983005434	0.0007978945504873991	0.00015102642646525055	5.415948294285045e-07	0.00015389941108878702	0.0003204772947356105	0.0005831698072142899	7.239300612127408e-05	0.0009749992750585079	0.000205637639737688	2.2543525119544938e-05	5.432216312328819e-06
TSPAN7	1.9634853742900304e-05	1.2035769714202615e-07	0.00025400446611456573	3.3021706258296035e-06	3.0920436984160915e-05	5.130822842147609e-07	2.697501258808188e-06	1.7679299446626828e-07	1.2931498531543184e-05	2.786729237413965e-05	9.081607004191028e-07	1.927187440742273e-06	2.623120781208854e-05	4.256035481375875e-06	3.325788384245243e-06	3.8170639982126886e-07	3.717723018326069e-07	7.300113793462515e-06	3.793557823428273e-07	8.411880116909742e-06	3.4504546420066617e-06	0.0029305482748895884	2.1144532524886017e-07	3.3809405408646853e-07	5.639344067276397e-07	1.188326564260933e-06	1.8842747806502302e-07	1.0030059627297305e-07	5.498561222339049e-05
TSPAN9	4.081844963366166e-05	4.601288310368545e-06	0.0010991948656737804	0.0001244328886969015	0.0009607088868506253	9.976545698009431e-05	0.0004523268435150385	3.227068646083353e-06	6.113712879596278e-05	0.0001653862709645182	2.831249503287836e-06	3.2360647310269997e-05	8.30116550787352e-06	0.00028854593983851373	2.6591560526867397e-05	1.1994322449027095e-05	3.0425955628743395e-05	0.0003843401500489563	1.0971715710184071e-05	1.2399008483043872e-05	8.375650395464618e-06	0.000575767015106976	5.773231350758579e-06	4.835473191633355e-06	2.265603598061716e-06	1.3353386748349294e-05	7.016041763563408e-06	0.00028572158771567047	5.620405318040866e-06
TSPO	0.0003664616378955543	0.0007879186887294054	0.00025632180040702224	0.00014693230332341045	0.0003717207000590861	1.4432391253649257e-05	0.00017464243865106255	0.0009272517054341733	0.0008903994457796216	0.0006644906825385988	0.00024343504628632218	4.4751974201062694e-05	0.000967706146184355	0.0031857138965278864	0.0036024523433297873	0.0006881137960590422	0.0006740864482708275	0.0003668754070531577	0.00041738423169590533	0.00029455279582180083	0.0013017256278544664	0.0005625595804303885	0.0005121114663779736	0.0007556063355877995	0.00020070977916475385	0.0003865351318381727	0.0007465147064067423	0.0003143988724332303	0.0005755845340900123
TSTA3	0.00021475263929460198	0.0006986907683312893	0.00015683798119425774	0.0001305424957536161	0.00013802248577121645	8.632340905023739e-05	0.00011609153443714604	0.0006970117683522403	0.0003819843695964664	0.00029308669036254287	0.00020902063988614827	0.0011344813974574208	0.00027119985315948725	0.0015116934664547443	0.0018609086982905865	0.0003614035667851567	0.0007308021304197609	8.981722203316167e-05	0.0004472637374419719	0.0004359435988590121	0.00015286043344531208	0.00017650052905082703	0.00031038696761243045	0.00039964524330571294	0.00023854685423430055	0.0006196983158588409	0.0007162559195421636	0.0006806637393310666	0.00016387677169404924
TSTD1	0.00020582247816491872	0.0010312276426702738	2.083803337882273e-06	0.00012156659067841247	5.376155058911536e-06	9.791977936401963e-05	9.153510291071143e-06	0.0007483126828446984	5.966091703157872e-05	5.817135752295144e-05	0.0005980523419566453	0.0004389358509797603	0.0001965288247447461	0.0001877819449873641	0.0010742234298959374	0.0009143243078142405	0.0006159729091450572	2.535175735829398e-05	0.0009494607802480459	0.0002724725054576993	7.716935942880809e-05	2.55731220022426e-06	0.0007712341612204909	0.001038418966345489	0.0003676951164379716	0.0002982702280860394	0.0007197196828201413	0.0021643578074872494	0.0005117354448884726
TTC3	0.0003425801114644855	0.0005986890173517168	0.00027909467462450266	0.0009219853091053665	0.0012143203057348728	0.0013560402439907193	0.00015869423805270344	0.0002686091756913811	0.0005450579337775707	0.0002616872079670429	0.00037879389128647745	0.00041277799755334854	0.0002856718492694199	0.0012816865928471088	0.00042596866842359304	0.000376539392163977	0.00019514205632731318	0.0007081404328346252	0.000441584998043254	0.000350526359397918	0.00020924778073094785	0.0002693955902941525	0.0008062742417678237	0.000388423417462036	0.0004931262228637934	0.0009725334239192307	0.0003048806684091687	0.0012083279434591532	0.00018171314150094986
TTC39A	8.423507097177207e-06	5.858631993760355e-06	1.1014737992809387e-06	4.043617536808597e-06	3.393648739802302e-06	1.5669836272991233e-07	4.453718247532379e-06	1.2773193702741992e-07	0.00028195377672091126	6.814978405600414e-06	3.111363184871152e-05	1.232013573826407e-06	3.978268807713903e-07	6.647407280979678e-05	2.008512819884345e-05	3.8573839447053615e-06	8.290381083497778e-05	1.552573303342797e-05	2.3016132217890117e-06	2.7101527848572005e-06	1.0121428886122885e-06	6.611470598727465e-05	1.702974441286642e-05	5.035143431086908e-07	9.3915979960002e-05	6.5420404098404106e-06	1.0735377600212814e-06	0.0016410283278673887	1.318839366604152e-07
TTF2	1.7681199096841738e-05	9.734012564877048e-05	7.50176768633537e-05	0.0001583268604008481	7.55818109610118e-05	0.0010392522672191262	6.129420216893777e-05	0.0002572281227912754	2.4821745682857e-05	3.4435768611729145e-05	0.00013865518849343061	4.655228167393943e-06	0.00041883205994963646	1.9671040718094446e-05	5.081159179098904e-05	0.0004638794343918562	0.0005494698998518288	8.811782754492015e-05	0.0006187473190948367	1.6600652088527568e-05	0.0001027254547807388	6.0529335314640775e-05	0.0001750522933434695	8.70602743816562e-05	7.270604692166671e-05	0.0002266118099214509	0.00016538688214495778	6.508488877443597e-05	0.0001271554356208071
TTI1	3.5206059692427516e-05	3.827417822321877e-05	0.00012744848208967596	0.0003712823090609163	0.00011655037087621167	0.0006925391498953104	3.59924670192413e-05	0.00021329050650820136	7.48666498111561e-05	7.273654046002775e-05	0.00015147252997849137	0.00015405938029289246	0.00012364404392428696	0.00020234081603121012	6.452843808801845e-05	0.00038915700861252844	0.00014285655925050378	6.181327626109123e-05	0.00013182371912989765	0.0001125258713727817	9.665043035056442e-05	5.6214714277302846e-05	0.00034702543052844703	0.0004213609208818525	0.00015678298950660974	0.0003298189549241215	0.00015908574278000742	0.00015680852811783552	0.000650253554340452
TTK	6.760149972251384e-06	1.6258185553397198e-07	5.53923378276977e-08	7.666196779609891e-07	4.638114958765982e-08	2.6757004434330156e-07	2.378846204464935e-07	5.317593831932754e-07	5.571130259340862e-07	1.3956449720353703e-06	9.808962886381778e-07	7.717001722085115e-07	2.522376689739758e-07	2.3136153970426676e-07	3.7300327448974713e-07	5.391991635406157e-07	0.0013103424571454525	7.884426622695173e-08	2.4546591248508776e-07	2.1246023607091047e-06	2.049244471891143e-07	1.5013165466370992e-07	1.0083013535222562e-07	1.7241214891328127e-06	2.1542693957599113e-06	1.8534277614890016e-06	8.990335118141957e-06	5.5486808037130686e-08	2.5910636395565234e-05
TTLL7	1.609908213140443e-05	8.351702263098559e-07	4.595882273861207e-06	2.12087561521912e-05	0.00047750823432579637	0.000147923274198547	0.0004884150694124401	4.339242707374069e-07	3.3819364034570754e-05	0.00030453968793153763	5.695223990187515e-07	4.326296038925648e-05	9.93478010968829e-07	4.45114346803166e-05	2.3373033855023095e-06	4.834739115722186e-07	0.00010585506970528513	0.00010766282503027469	6.021669105393812e-05	2.727894752752036e-05	3.9399631646119815e-07	6.789804956497392e-06	1.5324011428674567e-06	1.1850154805870261e-05	6.087863221182488e-05	3.4531321944086812e-06	1.0212096412942628e-06	8.452813199255615e-05	0.00100983667653054
TTYH3	3.0007930035935715e-05	2.2682432245346718e-05	0.0007007422391325235	0.00019112302106805146	0.00046905636554583907	6.83968246448785e-05	5.01354479638394e-05	0.0002724571677390486	0.00017059342644643039	1.5752862964291126e-05	3.702646790770814e-05	3.186844696756452e-05	8.70743861014489e-06	0.0001607650629011914	7.681920396862552e-05	1.5133216948015615e-05	7.217044185381383e-05	8.025228453334421e-05	4.024748341180384e-05	3.25652290484868e-05	0.00114034756552428	0.000280413223663345	1.1657570212264545e-05	0.00013728321937378496	9.629464329918846e-06	0.0006016269326210022	8.406963752349839e-05	0.00010739439312601462	7.460211782017723e-05
TUBA1A	0.0005715102888643742	0.00045073337969370186	0.0004379396268632263	0.00035116009530611336	0.0005742626963183284	0.0011540113482624292	0.0007785845664329827	0.00025860086316242814	0.0005487434100359678	0.0015881420113146305	0.0003887624479830265	9.711101301945746e-05	0.0010425695218145847	7.43853161111474e-05	0.00022481683117803186	0.0003375546948518604	0.0002699278702493757	0.0007992333266884089	0.0008634314872324467	3.887843922711909e-05	0.0003760175022762269	0.00038779215537942946	0.0006268186843954027	0.0005062445998191833	8.554862688470166e-06	0.00040975981391966343	0.0004918935592286289	0.0002735367452260107	0.00026942003751173615
TUBA1B	0.00022545976389665157	0.0004767404461745173	0.0002481022384017706	0.00023183191660791636	0.00040456579881720245	0.00016907199460547417	0.0005047701415605843	0.0002356537152081728	0.0006094799027778208	0.0008168101776391268	0.0003059474111068994	6.020291766617447e-05	0.0010823877528309822	0.0001008127219392918	0.00034819962456822395	0.00024895890965126455	0.0033075734972953796	0.00035383200156502426	0.00032223458401858807	0.00013133343600202352	0.0009351805783808231	0.00037003206671215594	0.0003211099246982485	0.0003074820851907134	7.965802069520578e-05	0.0001820002362364903	0.0002742134965956211	0.0001376732107019052	0.0001613304193597287
TUBB	0.000575434707570821	0.0010090508731082082	0.00022206416178960353	0.0005357338231988251	0.0004080191138200462	7.810181705281138e-05	0.00033442475250922143	0.0005017928779125214	0.0005590708460658789	0.0012556398287415504	0.00046384509187191725	0.00013506498362403363	0.0006788430619053543	0.0004356886202003807	0.0017242919420823455	0.00038745999336242676	0.0037569738924503326	0.0009385867742821574	0.0004116455966141075	0.00018040076247416437	0.00038373537245206535	0.0005403254181146622	0.0004140250675845891	0.0005599655560217798	9.533239790471271e-05	0.00023131835041567683	0.0005238237208686769	0.000544664217159152	0.0006229672580957413
TUBB6	6.275305349845439e-05	2.894198587455321e-06	0.0005267279921099544	0.0001288575876969844	0.0010711834765970707	2.3750655600451864e-05	0.00035470741568133235	4.47930688096676e-06	0.0007289485656656325	0.0010733568342402577	7.241521234391257e-05	3.5514982300810516e-05	0.0008710665279068053	0.0006608671392314136	0.0002689631946850568	2.774213271550252e-06	0.0002933216455858201	0.000579489569645375	4.140706096222857e-06	5.659160888171755e-05	0.0002556632971391082	0.0006582615314982831	2.5887918582157e-06	3.5285424928588327e-06	5.665575008606538e-05	2.431625580356922e-05	3.2902437396842288e-06	1.3612580914923456e-05	2.979821692861151e-05
TUBG1	9.814379882300273e-05	0.00018399859254714102	0.00019251830235589296	6.63948740111664e-05	0.00014148607442621142	5.590424916590564e-05	0.00023316180158872157	0.00023870781296864152	0.000352456554537639	0.00032149910111911595	0.0001242902799276635	0.0001712300581857562	0.0003082844486925751	0.00011577418626984581	0.00020931758626829833	9.032631351146847e-05	0.0011673521948978305	0.00013434617721941322	6.111106631578878e-05	0.00013932041474618018	0.00016409694217145443	0.0003082428884226829	0.0001879496849142015	0.000190861988812685	0.0003812406212091446	0.00023185915779322386	0.0001949406141648069	0.0004298529529478401	0.00012315125786699355
TULP4	4.2465737351449206e-05	0.00011833105963887647	0.00021678365010302514	0.00024704262614250183	0.000170030485605821	0.00235316576436162	0.00015199878544081002	0.0002131568471668288	4.7359189920825884e-05	5.958969995845109e-05	0.00015851501666475087	7.382792682619765e-05	2.4736706109251827e-05	8.59294377733022e-05	9.592241258360445e-05	0.0008249942329712212	0.0001457747130189091	0.0001166607835330069	0.0006698234938085079	5.925786172156222e-05	9.20911697903648e-05	0.0001594160421518609	0.000258533371379599	0.00010697916150093079	0.00022712891222909093	0.00041355149005539715	0.00017993623623624444	0.001268063555471599	3.2450778235215694e-05
TWF2	0.0002728718100115657	0.0008210658561438322	0.00013108772691339254	0.000142569188028574	0.00011882081889780238	0.00012293925101403147	0.0001602654519956559	0.0011842920212075114	0.0003411481447983533	0.0002412887115497142	0.00044517932110466063	8.422792598139495e-05	0.0010942169465124607	0.00014801953511778265	0.0003537268203217536	0.0008595004910603166	0.00027880113339051604	0.00026443766546435654	0.0010359818115830421	0.0001744908222462982	0.0008032863261178136	0.0003610723069868982	0.0006623846129514277	0.0010579390218481421	9.047184721566737e-05	0.0005889721214771271	0.0011269717942923307	9.010903886519372e-05	0.00018531529349274933
TWIST2	3.670629666885361e-05	8.141707894537831e-07	2.3107446622816497e-07	0.0006935396231710911	0.0004799708549398929	4.399783938424662e-05	2.2129184799268842e-05	6.494552735603065e-07	7.068358536344022e-05	9.782469714991748e-05	1.079784169633058e-06	4.420901404955657e-06	4.387784883874701e-06	0.00046621536603197455	3.875550100929104e-05	4.985864165973908e-07	6.894101261423202e-06	0.0018392455531284213	9.50114042552741e-07	8.829085709294304e-05	2.341814933970454e-06	2.5186872676385974e-07	7.417585834446072e-07	3.239752288664022e-07	1.0103420891027781e-06	1.0739178151197848e-06	5.447305397865421e-07	7.602062623845995e-07	3.477406380625325e-07
TWSG1	0.0002049377071671188	5.897850132896565e-05	0.0001870215346571058	0.000212590501178056	0.0009300749516114593	0.00022843857004772872	0.0006768543389625847	0.00010335394472349435	0.0001663082221057266	0.0005621091113425791	7.619107054779306e-05	0.0001047158075380139	0.00013582996325567365	0.00021807530720252544	3.3985856134677306e-05	3.935476706828922e-05	6.901737651787698e-05	0.0005676381988450885	0.0003653335734270513	0.00012342704576440156	0.00012910128862131387	0.0003516088763717562	7.15520727680996e-05	8.071860793279484e-05	0.00021786621073260903	0.00015465858450625092	7.510014984291047e-05	0.00013463059440255165	0.00023773325665388256
TXN	0.0003082870098296553	0.0007495809113606811	0.00011939878459088504	0.0003191170108038932	0.0002685995423234999	2.7379706807550974e-05	0.00023261005117092282	0.0007273232331499457	0.0008143275044858456	0.0005892502376809716	0.0001675495586823672	9.814961231313646e-05	0.002483917400240898	0.0006059559527784586	0.0016558771021664143	0.0003497020516078919	0.001147608389146626	0.000430523999966681	0.000374327355530113	0.0001962148817256093	0.0005099903792142868	0.000427611346822232	0.00016458571190014482	0.0002963810693472624	0.0007387773948721588	0.00022020042524673045	0.0006000749417580664	0.0009231129661202431	0.0003286905703134835
TXNDC11	0.0001390104735037312	0.0002304197842022404	0.00010179743549088016	0.0001838071912061423	0.0001576048380229622	0.00031243282137438655	8.141565922414884e-05	0.0006771005573682487	8.138878183672205e-05	6.787907477701083e-05	0.00022266550513450056	0.00011249251838307828	0.0001003687793854624	0.00012837724352721125	4.7447603719774634e-05	0.0010005917865782976	8.6784282757435e-05	0.0001193121206597425	0.0005048863822594285	0.001232974580489099	0.00019057923054788262	0.00011282014747848734	0.00033522440935485065	0.0003649206773843616	0.0037741390988230705	0.0005758804618380964	0.0002907660964410752	0.00021145454957149923	0.00014897080836817622
TXNDC15	0.00017688852676656097	0.000543762173037976	0.0001724232715787366	0.00034124526428058743	0.00037239116500131786	0.0002986953186336905	0.0003891059895977378	0.0006916318088769913	7.266473403433338e-05	0.00020658416906371713	0.0001937099441420287	0.0003685002448037267	0.00017379535711370409	0.0004516322223935276	0.0001709647331153974	0.0005309140542522073	0.00010323292372049764	0.000451159750809893	0.0005937850219197571	0.0014876682544127107	0.000161503252456896	0.00027873358340002596	0.0002871334145311266	0.00039095955435186625	0.002698709489777684	0.00020116883388254791	0.0005792095907963812	0.00020430506265256554	0.00032155102235265076
TXNDC17	0.0008659035665914416	0.0009993858402594924	0.00019158567010890692	0.0002725004160311073	0.00021007964096497744	2.6516338039073162e-05	0.00023017126659397036	0.0010897945612668991	0.00112165289465338	0.0005979730631224811	0.00023822915682103485	0.000401173485442996	0.0003660891961771995	0.000526136951521039	0.0023247525095939636	0.0004182755947113037	0.0013486780226230621	0.00023169700580183417	0.00041291944216936827	0.0004791906103491783	0.0006347265443764627	0.0003604784142225981	0.00017504006973467767	0.0004255677049513906	0.000519210530910641	0.00024128833319991827	0.0004270721401553601	0.0012158761965110898	0.00028216044302098453
TXNDC5	5.098308974993415e-06	1.1361217957528424e-06	1.2816174148611026e-06	3.113564889645204e-05	2.5728180844453163e-05	2.780151646675222e-07	1.5105044894880848e-06	2.934690144229535e-07	1.2912614693050273e-06	2.427821300443611e-06	1.8562591321824584e-06	7.633043992427702e-07	2.5510444174869917e-06	2.6534169592196122e-05	5.26381995769043e-07	9.930162292448586e-08	2.842614230758045e-05	3.4653774491744116e-05	1.1651840736703889e-07	0.0003062418254557997	5.6739718274911866e-06	1.6323467207257636e-05	4.558544475230519e-08	7.33002991637477e-08	0.006110463757067919	2.3761049305903725e-07	8.683369401296659e-08	4.913780685456004e-06	1.3370161866532726e-07
TXNIP	0.0005162703455425799	0.00038817088352516294	0.00045658971066586673	0.0015144130447879434	0.00012262756354175508	0.0005354168824851513	0.00022020806500222534	0.00022438736050389707	0.00010679183469619602	0.00031526945531368256	0.0009170075645670295	0.0003471807867754251	0.00046524524805136025	2.334692544536665e-05	2.1102063328726217e-05	0.0006839354173280299	2.688856875465717e-05	0.0005995308747515082	0.001305776764638722	0.000333031261106953	0.0004450963460840285	0.001151188975200057	0.0016954633174464107	0.0009851680370047688	0.00039864107384346426	0.0009831819916144013	0.0012010635109618306	0.00015417176473420113	0.00036381519748829305
TYMP	0.0003009832580573857	8.933211211115122e-05	0.0001010852211038582	0.0001269280182896182	0.000342628569342196	0.0001717667910270393	0.00024432362988591194	0.001786037813872099	0.00014713604468852282	9.090230742003769e-05	0.00022400662419386208	9.743912232806906e-05	0.0001763121981639415	0.00013926740211900324	9.084057819563895e-05	0.0003342615091241896	0.00020772167772520334	0.0001940718066180125	0.0001825032231863588	0.0004754362744279206	0.0018759706290438771	0.00012956967111676931	6.103722262196243e-05	0.00015901605365797877	0.0005585446488112211	0.0005707406089641154	0.0004808924568351358	0.00017026244313456118	0.000136815186124295
TYMS	9.677047273726203e-06	1.0038866093964316e-06	6.870281481496932e-07	1.0897327229031362e-05	1.153615812654607e-05	3.3653529385446745e-07	1.630122096685227e-05	4.009902841062285e-05	4.185915258858586e-06	2.6956700821756385e-05	8.70276721798291e-07	1.1878080385940848e-06	3.260832386331458e-07	6.96065035299398e-05	9.71355038927868e-05	5.87199792789761e-06	0.0023807152174413204	4.673433068091981e-05	1.0048495369119337e-06	8.686255569045898e-06	3.814067895291373e-06	1.7049784219125286e-05	5.803125873171666e-07	7.332612767640967e-06	7.503673259634525e-06	5.45662987860851e-06	1.9240369510953315e-06	3.557534569154086e-07	2.3940867777128005e-06
TYROBP	6.0417904023779556e-05	4.9676300477585755e-06	4.727991722575098e-07	3.1667154871684033e-06	2.2668743895337684e-06	3.1589597710990347e-06	1.8009588984568836e-06	3.6287658531364286e-06	5.133259037393145e-06	1.0860060228878865e-06	6.822133855166612e-06	6.669700269412715e-06	0.0005133931408636272	8.827040574033163e-07	2.4576984287705272e-06	2.9163024919398595e-06	9.873699127638247e-06	6.739454647686216e-07	3.272092726547271e-06	1.0778368050523568e-05	0.003351751947775483	1.5567702575935982e-06	2.1008154362789355e-06	0.0009492960525676608	2.2174073819769546e-05	6.201698124641553e-05	2.3538392269983888e-05	1.1541201416775948e-07	0.0006625386886298656
