Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16
IGF1R	7.161066150729312e-06	0.0039561777375638485	0.00011070413893321529	4.336643542046659e-05	1.3910441793996142e-06	0.00021196313900873065	3.3648149837972596e-05	0.00044378809980116785	0.0001519157231086865	1.5684921891079284e-05	7.341399850702146e-06	0.00015655077004339546	0.0002311282732989639	5.0858429858635645e-06	0.00041644915472716093	2.0484243577811867e-05
IGFBP2	7.340543379541487e-05	0.0005869166343472898	0.00012785223952960223	9.681486517365556e-06	7.152409580157837e-06	0.00033364081173203886	9.348918865725864e-06	0.00021999953605700284	0.0004249887715559453	1.3501534340321086e-05	2.629369873830001e-06	0.00040983702638186514	0.0006155338487587869	6.098290759837255e-05	2.7066440452472307e-05	3.592763960114098e-06
IGFBP3	6.1913469835417345e-06	5.1064466788375285e-06	0.0005852592294104397	5.900202813791111e-05	9.522804248263128e-06	0.0008202894241549075	7.879182703618426e-06	2.215058157162275e-05	0.00036771383020095527	2.0016881535411812e-05	5.277657237456879e-06	5.117232376505854e-06	1.021891239361139e-05	1.102083933801623e-05	0.0004176234651822597	1.556657252876903e-06
IGFBP4	1.3054300325165968e-05	0.00010132911120308563	0.0026986191514879465	5.088012767373584e-05	4.405963863973739e-06	0.0005356842302717268	1.3348821994441096e-05	1.2926619092468172e-05	0.00020948961901012808	3.002506127813831e-05	5.098291239846731e-06	0.000450889696367085	0.0010748110944405198	3.52783827111125e-05	0.0012134354328736663	2.7478063202579506e-05
IGFBP5	5.609952950180741e-06	0.0002090178313665092	0.0003681575180962682	6.258368557610083e-06	6.242941708478611e-06	0.0002654529525898397	5.868183961865725e-06	8.553823863621801e-05	0.0003180235798936337	4.485169847612269e-05	5.837631761096418e-06	0.0006193844601511955	1.6948682969086803e-05	7.04493459124933e-06	0.00037623036769218743	1.389170165566611e-06
IGFBP6	3.817784545390168e-06	1.0127894711331464e-05	0.0014955595834180713	1.7430513253202662e-05	1.0433649549668189e-05	3.2638276024954394e-05	2.09012955565413e-06	6.881738841002516e-07	0.00012098423758288845	8.049746975302696e-05	6.305638180492679e-06	0.00010254864173475653	3.364146323292516e-05	1.5167164747253992e-05	0.00038109353045001626	1.546158159726474e-06
IGFBP7	3.562850451999111e-06	3.5919954370911e-06	0.0010875650914385915	2.8569181722559733e-06	6.311061042652e-06	0.0015538486186414957	3.0377134407899575e-06	9.950113053491805e-07	3.375773303559981e-05	4.674024967243895e-05	7.364976227108855e-06	0.002920539351180196	0.0016194137278944254	4.617772447090829e-06	0.0005195899284444749	7.148929398681503e-06
IGFLR1	8.907311712391675e-05	9.861786566034425e-06	3.603234517868259e-06	0.0003183408116456121	0.0005206664791330695	1.100919121199695e-06	0.0005037731607444584	4.693336904892931e-06	3.6853161873295903e-06	0.00041330044041387737	0.000500205613207072	4.769030397255847e-07	1.1791420547524467e-05	0.0011691749095916748	2.667215767360176e-06	0.00042013023630715907
IGHA1	3.6197736790199997e-06	5.458609280140081e-07	2.938257239293307e-06	5.940475148236146e-06	0.0023745994549244642	1.2104757161068846e-06	3.998720058007166e-05	9.062786716640403e-07	6.2973399508337025e-06	0.0002756670583039522	6.309779791990877e-07	1.307059392274823e-06	2.361057113375864e-06	7.801822903275024e-06	1.2799733895008103e-06	2.1520943391806213e-06
IGHA2	4.940490043736645e-07	5.939934908383293e-07	1.598664994162391e-06	2.4572107122367015e-06	0.0017937857192009687	4.705523224401986e-07	1.0637299055815674e-05	3.6869758446300693e-07	6.83757889419212e-06	0.00022014406567905098	6.0595999684665e-07	1.0064925390906865e-06	6.157519010230317e-07	4.407198957778746e-06	4.1341195355926175e-07	4.369174746443605e-07
IGHD	2.0510753984126495e-07	2.6600281088917654e-08	6.558000222867122e-07	3.3957695677599986e-07	1.7383119484293275e-05	9.95880853338349e-08	0.0019668524619191885	2.3126348835944555e-08	5.533021294468199e-07	1.0905680028372444e-05	7.861257245167508e-07	1.264476878759524e-07	5.151618438503647e-07	1.24440859394781e-07	4.435404932223719e-08	5.080100251575459e-08
IGHG1	6.042660970706493e-06	9.683478197075601e-08	2.686438620003173e-06	9.137566848949064e-06	0.006667624693363905	2.458845301589463e-06	1.7945276340469718e-05	1.638501316847396e-06	6.612109473280725e-07	0.0012786493171006441	1.7350305370200658e-06	1.6921511587497662e-06	4.0865566006687e-06	1.706250805000309e-05	9.262022331313347e-07	4.169071871729102e-06
IGHG2	3.854032456729328e-06	3.505454060359625e-08	1.9762896954489406e-06	4.303924015403027e-06	0.004005575552582741	1.6353766341126175e-06	1.863094439613633e-05	1.013030100693868e-06	2.6563014898783877e-07	0.000518276181537658	1.6190706730867532e-07	9.58010105023277e-07	1.6089364862637012e-06	9.430295904166996e-06	6.453194600908319e-07	1.9374485873413505e-06
IGHG3	5.784044788015308e-06	4.638179973426304e-08	4.129194621782517e-06	1.1610142792051192e-05	0.00549240643158555	7.043980758680846e-07	2.9496293791453354e-05	1.2960902040504152e-06	3.0794484473517514e-07	0.00317019852809608	1.0872496858382874e-07	8.357437195627426e-07	2.105409066643915e-06	2.2728512703906745e-05	3.824990528755734e-07	2.802601557050366e-06
IGHG4	5.788682756246999e-06	3.109039425908122e-08	1.8230514342576498e-06	1.5665551472920924e-05	0.004797611851245165	2.055522145383293e-06	1.3714446140511427e-05	3.4278725706826663e-06	3.622563156113756e-07	0.00034308931208215654	2.162292958018952e-06	9.801486839933204e-07	3.834002200164832e-06	2.3127415261114947e-05	1.0996524224538007e-06	3.211421471860376e-06
IGHGP	1.4082002053328324e-07	1.2404827387513251e-08	1.3234560469754797e-07	7.382055144944388e-08	0.0030697474721819162	6.400520646820951e-08	3.163693520491506e-07	1.7302829746768111e-06	2.4496964101672347e-07	0.001109351753257215	1.0570884256821955e-07	9.639391151949894e-08	2.1279443274124787e-07	2.804496830322023e-07	1.0098553815396372e-07	5.722429250454297e-07
IGHM	1.4868965081404895e-06	1.7612299174629698e-08	3.7070685721118934e-07	1.3663542404174223e-06	0.0024600105825811625	2.1215531376128638e-07	8.024197450140491e-05	8.02225258667022e-07	2.3572081886413798e-07	1.32719269458903e-05	2.4946871235442813e-07	5.274217755868449e-07	7.251839519994974e-07	6.2315925788425375e-06	1.5395491459457844e-07	1.269122776648146e-06
IGHV1-18	5.33950526460103e-07	1.2401152993390951e-08	4.2775965880537115e-07	1.8229441067774133e-08	0.0001239708362845704	1.655678261158755e-07	5.654331403093238e-08	4.4306254665116285e-08	2.419388351881935e-07	0.03286800906062126	2.1704354367102496e-06	2.70662951606937e-07	1.3084034833354963e-07	2.3705968033027602e-06	2.788768505013195e-08	1.7925633244431083e-07
IGHV1-2	5.713616815228306e-07	1.3361772133180239e-08	2.1430457763926825e-07	9.211546512233326e-07	0.0017855431651696563	4.525097949681367e-07	1.6531344954273663e-05	1.057760528055951e-06	2.1943309036487335e-07	5.8837216784013435e-05	9.848032789250283e-08	9.524123356641212e-08	4.3490118173394876e-07	1.8615293129187194e-06	4.7584645557208205e-08	5.024503479944542e-08
IGHV1-24	8.420806807407644e-08	1.066324184506584e-08	6.51931088668789e-07	1.590597875633648e-08	0.0007957775378599763	7.183107442187975e-08	7.2609950620972086e-06	3.7790755413880106e-07	1.998539005398925e-07	5.245417014521081e-06	8.86733033667042e-08	9.867854089407047e-08	1.3082721750379278e-07	5.96925065110554e-06	4.3062819088390825e-08	4.204049375289287e-08
IGHV3-11	1.627804238069075e-07	1.1963563473216254e-08	1.009612589086828e-07	4.3806210214825114e-07	0.0014201805461198092	1.757505287969252e-07	3.116821289950167e-06	1.5759423988015442e-08	2.1295718966030108e-07	1.4592268598789815e-05	9.514611321037592e-08	3.053358739180112e-07	2.450971976486471e-07	4.0244148635792953e-07	7.419090763960412e-08	1.922670520571046e-07
IGHV3-13	5.814486669919461e-08	1.0641844738756845e-08	1.0199727995541252e-07	8.247102982750221e-07	0.0017824878450483084	4.7222705745753046e-08	1.7952298776435782e-06	6.097562899043396e-09	1.9860816280470317e-07	5.23619792147656e-06	8.831336373305021e-08	7.599813045544579e-08	1.6545119763122784e-07	3.3069092353343876e-08	2.7754978759730875e-08	3.125916592239264e-08
IGHV3-15	1.2550836459013226e-07	1.176815533909803e-08	1.0709284481436043e-07	1.3561921150540002e-06	0.0012867598561570048	4.741970727195621e-08	6.024878530297428e-06	1.547879868724067e-08	2.7732767193811014e-07	5.422023150458699e-06	9.301425052399281e-08	8.645857718647676e-08	1.799232052235311e-07	7.292189962981865e-08	5.99060996364642e-08	3.491343747441533e-08
IGHV3-20	7.194687157152657e-08	1.1195758098381248e-08	1.0213300072337006e-07	4.0055107319858507e-07	0.0011508431052789092	6.420469844670151e-08	6.195991318236338e-06	1.1511781750073169e-08	2.0486008622810914e-07	9.976779438147787e-06	8.965437103825025e-08	1.1131403709896404e-07	1.557247486516644e-07	2.015144218603382e-06	4.093136283245258e-07	1.115293386533267e-07
IGHV3-21	4.1015874785443884e-07	1.802253102312079e-08	8.09622690667311e-07	3.473584797575313e-07	0.0009005594183690846	5.254644364072192e-08	5.233497176959645e-06	4.4279776290068185e-08	4.417021841618407e-07	0.0015114749548956752	8.859019118290234e-08	2.8045943167853693e-07	4.951315872858686e-07	1.664556066316436e-06	6.218368042709699e-08	4.9783898248279e-07
IGHV3-23	1.2718332698113954e-07	1.1697592228188114e-08	2.2038005909053027e-07	5.313335691425891e-07	0.00274040293879807	5.4553034090076835e-08	5.729960321332328e-06	3.309033331788669e-07	2.052459393553363e-07	8.996023825602606e-05	8.962603459394813e-08	3.1986243698156613e-07	8.285645094474603e-07	4.48095852334518e-06	1.7739952795636782e-07	1.151900121953986e-07
IGHV3-30	9.791146737825329e-08	1.1626300810974044e-08	1.1219814410878826e-07	1.840528653929141e-07	0.00031884099007584155	4.750000215381078e-08	3.8010653042874765e-06	1.2488429490531416e-07	2.668577394615568e-07	4.842577618546784e-05	9.898845831912695e-08	1.9208387413982564e-07	2.608230170153547e-05	1.7460120034229476e-06	8.804975948351057e-08	8.873204393466949e-08
IGHV3-33	8.958200936604044e-08	1.3574730672871738e-08	4.836234097638226e-07	1.8071390286422684e-06	0.0008498186361975968	2.387155575434008e-07	1.3021678569202777e-05	4.3317913878127e-07	2.351309831283288e-07	0.0007098402711562812	1.0033365782646797e-07	1.898609838235643e-07	8.682602583576227e-07	7.678139013478358e-07	6.221873860567939e-08	4.532561206360697e-07
IGHV3-43	5.7137171438625955e-08	1.0617024592818325e-08	1.0014254314683058e-07	1.5774427097881016e-08	0.0003718260850291699	4.603483105825035e-08	5.6002704695856664e-08	5.5019433453651345e-09	1.9850155297262972e-07	5.238027370069176e-06	8.834305020855027e-08	7.530272227995738e-08	1.3071409910025977e-07	2.7631655186155513e-08	2.7760455267866746e-08	3.119711067256503e-08
IGHV3-48	6.872931379575675e-08	1.0640636816106053e-08	1.0154502660952858e-07	7.803544690432318e-07	0.0013853355776518583	4.697496081007557e-08	6.174655027280096e-06	1.6115725642862344e-08	1.9975281873030326e-07	5.259502813714789e-06	8.865596612395166e-08	1.457619021039136e-07	2.526005289382738e-07	2.8725096967718855e-08	2.8450184430539593e-08	3.942659176914276e-08
IGHV3-53	5.91921391901451e-08	1.0875068845450642e-08	1.0102177583348748e-07	7.361585829812611e-08	0.0008739359327591956	4.756177318654409e-08	7.564760267086967e-07	3.549294547156023e-08	2.0651843612995435e-07	5.5494465414085425e-06	8.90206734993626e-08	7.590600148432713e-08	2.003903034619725e-07	6.524859941237082e-07	3.159795980423041e-08	1.1633362646534806e-06
IGHV3-64	6.023639542718229e-08	1.0986234144638729e-08	1.0906439484870134e-07	7.54176312511845e-08	0.00022399707813747227	4.7450647855384886e-08	3.4759042932819284e-07	3.920415281299938e-08	2.1690172502530913e-07	3.54744479409419e-05	9.143023049773547e-08	1.107175577885755e-07	2.3979522666195408e-05	4.556392241283902e-07	3.922206914808157e-08	1.737451782446442e-07
IGHV3-66	6.027043752965255e-08	1.0993394639058351e-08	1.0182235143929574e-07	1.8852929883905745e-08	0.00036101951263844967	4.8259561680197294e-08	7.635397878402728e-07	2.1332896338321916e-08	2.098277747109023e-07	6.2468525356962346e-06	9.054216576487306e-08	7.868197116067677e-08	5.234304012446955e-07	6.352103696372069e-07	3.083188815367066e-08	1.9689209693751764e-06
IGHV3-7	6.813792765569815e-07	6.235804050902516e-08	1.4527302028000122e-06	5.526802624444827e-07	0.002069974085316062	2.6327742830289935e-07	7.792789801897015e-06	6.6991332481336485e-09	2.3180621155916015e-07	1.1228108633076772e-05	9.830539227095869e-08	8.739154111481184e-08	4.658166687931953e-07	5.220350658419193e-07	4.1173588982701403e-08	8.431555187371487e-08
IGHV3-71	1.151360322637629e-07	1.4089749811319052e-08	4.412121654695511e-07	2.3601312193477497e-07	0.001103663700632751	3.938831412142463e-07	1.939261210281984e-06	1.5804733521918024e-08	2.7511154598869325e-07	3.633898086263798e-05	1.2892830625332863e-07	8.127024102577707e-07	1.1504955637064995e-06	5.730029783990176e-08	1.6311139461322455e-07	3.5848394475124223e-08
IGHV3-72	9.08089532458689e-08	1.1854178971759666e-08	1.05202929034931e-07	2.8356438974697085e-08	7.101526716724038e-05	7.690401560012106e-08	6.715186486871971e-07	1.3174177304620116e-08	5.0435910452506505e-06	0.01061723567545414	9.658108268695287e-08	9.166848968789054e-08	1.3187231218125817e-07	1.0180503551282527e-07	2.7960412651850675e-08	4.985748347507979e-08
IGHV3-74	6.006769126543077e-08	1.0670437866622251e-08	1.0072805878280633e-07	9.279214623347798e-07	0.0013202903792262077	9.77914424993287e-08	7.876083145674784e-06	9.040231816470623e-07	2.0005614942419925e-07	5.284274266159628e-06	8.895742098502524e-08	7.571514970550197e-08	1.3125652742473903e-07	3.7515484052619286e-08	2.7909647926094294e-08	3.133098758212327e-08
IGHV3OR15-7	1.0120201210384039e-07	1.1844968561547375e-08	1.0896134483573405e-07	3.171609463947789e-08	0.000838441017549485	5.99515672661255e-08	2.5970273327402538e-06	8.85942785799898e-09	2.1119569737493293e-07	9.709726327855606e-06	1.0277734929786675e-07	7.956574421541518e-08	2.9162367809476564e-07	5.10990005864187e-08	4.031152300854046e-08	3.5565893341527044e-08
IGHV3OR16-13	5.868504260320151e-08	1.0672124517441262e-08	1.0068240641203374e-07	3.5511366291984814e-08	0.001029288163408637	4.668328656975973e-08	5.974427352839484e-08	7.998531614816784e-09	1.9927287553400674e-07	5.282553502183873e-06	8.889448110949161e-08	8.141623197843728e-08	3.117803828445176e-07	2.7871314145500037e-08	2.7847004702152844e-08	3.141074600421234e-08
IGHV4-31	6.575047706292025e-08	1.1095706575758868e-08	1.2352332134923927e-07	7.749196129225311e-08	0.00026323023485019803	5.403556002647747e-08	6.785329787817318e-06	5.785868140151251e-08	2.025358583068737e-07	5.785342636954738e-06	9.12641482386789e-08	1.0229430813524232e-07	1.4417736338145914e-07	3.4956102012984047e-07	1.0670282080127436e-07	2.1167422801227076e-06
IGHV4-34	1.0761283419924439e-07	1.09807505310755e-08	1.7980711390919168e-06	5.9094322324426685e-08	0.0008523553842678666	4.341964938703313e-07	1.4071276382310316e-05	1.1457684934157442e-07	2.787865582831728e-07	3.0023915314814076e-05	1.8798675682774046e-07	2.859860614989884e-07	1.3363553819090157e-07	1.6082162801467348e-06	4.039650391973737e-08	1.452309419391895e-07
IGHV4-39	1.7247673156361998e-07	4.7613085030207e-08	6.008418154124229e-07	1.5848050907152356e-06	0.0027322813402861357	1.9229590009217645e-07	1.103632621379802e-05	2.696294529869192e-07	2.4423366085102316e-07	1.1894252565980423e-05	1.6998721719119203e-07	1.7105821825680323e-07	6.431253609662235e-07	1.4683887457067613e-06	1.8213479791029386e-07	1.157573819909885e-06
IGHV4-4	5.7732499669782555e-08	1.0646313164386356e-08	1.0383730142393688e-07	1.586481346294022e-08	0.0034956668969243765	4.694967969953723e-08	4.281950623408193e-06	6.099633687028927e-09	2.00176515363637e-07	0.00021886784816160798	8.867636580589533e-08	7.5766493523588e-08	1.315887203645616e-07	5.413939561549341e-06	2.7910894928595553e-08	3.15157286934209e-08
IGHV4-59	2.8575070132319524e-07	2.1495008439842422e-08	4.818172101295204e-07	5.017793114348024e-07	0.0023611122742295265	7.913742905429899e-08	7.4250651778129395e-06	5.065003350068764e-08	2.608511238122446e-07	0.0017021133098751307	1.1772571184565095e-07	1.1443009384493052e-07	2.596912906938087e-07	1.4009370943313115e-06	1.0181980769630172e-07	3.1950395396052045e-07
IGHV4-61	1.5786639551151893e-06	1.0856631149636087e-08	6.643317647103686e-07	1.766332324848463e-08	0.001582409138791263	2.1137734051990265e-07	5.319366664480185e-06	1.0533472050155979e-07	2.0737292061312473e-07	7.122976512619061e-06	9.083794338948792e-08	1.1466525506875769e-07	1.3446617685985984e-07	3.3031241741809936e-07	3.9182076250199316e-08	4.656525121049526e-08
IGHV5-51	2.161203838113579e-07	1.1810526778788244e-08	1.0035768838179138e-07	2.0159261282515217e-07	0.0008686485234647989	4.620796190124565e-08	7.815724529791623e-06	2.235311967524467e-06	2.1193791610585322e-07	2.3592787329107523e-05	9.38973911956964e-08	3.7444178246914817e-07	2.098736757716324e-07	1.1121433090011124e-06	1.348444413906691e-07	2.6356411808592384e-07
IGHV5-78	9.849750881585351e-08	1.7905652072158773e-08	2.0665899569394242e-07	1.4393046399163723e-07	0.00019979679200332612	9.559683178395062e-08	0.0019029973773285747	2.3899684009620614e-08	5.019063564759563e-07	0.0001780838065315038	2.537599925744871e-07	1.7265608676098054e-07	2.1966971530673618e-07	5.536293201657827e-08	4.409770326674334e-08	6.060036383814804e-08
IGHV6-1	5.717895135148865e-08	1.0634222391558978e-08	1.0019959972851211e-07	1.5810693199114212e-08	0.001914508524350822	4.606948067475969e-08	7.141648694641844e-08	5.9364527515981536e-08	1.9863830402755411e-07	6.807626505178632e-06	8.834663844936586e-08	7.542484325995247e-08	1.3080421013000887e-07	1.084804850393084e-07	2.789520614498997e-08	3.1247303411419125e-08
IGKC	4.948653895553434e-06	2.3136742299811885e-07	4.981073288945481e-06	8.062092092586681e-06	0.005832383409142494	2.898852926591644e-06	2.3722477635601535e-05	1.811888637348602e-06	3.3323842671961756e-06	0.0009215241298079491	3.2861914860404795e-06	2.3030172542348737e-06	5.581683581112884e-06	1.670190249569714e-05	1.2684803323281812e-06	4.41005295215291e-06
IGKV1-12	7.524168381678464e-07	1.7401520224780143e-08	1.1144129530293867e-07	3.2487380963175383e-07	0.0015248922863975167	2.39857911310537e-07	3.300945763839991e-06	9.731255801170846e-08	3.9307693100454344e-07	0.0001342683390248567	1.1934784538425447e-07	1.1426300972061654e-07	7.518752340729407e-07	2.2884216832608217e-06	1.0333989308719538e-07	4.508582662765548e-07
IGKV1-16	8.253196170926458e-08	1.0698685493082394e-08	1.0033005537479767e-07	1.741367405827532e-08	0.000608840782660991	4.761043115308894e-08	8.157886441040318e-06	6.824986353848317e-09	1.2267314559721854e-05	0.006611318793147802	8.882662427822652e-08	8.442471965963705e-08	1.3082008365472575e-07	2.0053539628861472e-07	2.7811513092501627e-08	5.632078980966071e-08
IGKV1-17	2.2138335964427824e-07	1.0847128528723715e-08	1.027112617180137e-07	6.631250926147914e-08	1.4442691281146836e-05	6.667001883897683e-08	1.5939543800413958e-06	1.9098264303352153e-08	4.3903048663196387e-07	0.01858554594218731	9.538312895074341e-08	1.0959711715941012e-07	1.3442672752717044e-07	9.036845654009085e-07	1.005451437663396e-07	2.17814616121359e-07
IGKV1-27	6.896954118928988e-08	1.887702794078905e-08	1.1383433218270511e-07	1.2817100980555551e-07	0.0005968236364424229	4.679400689155955e-08	2.520603175071301e-06	2.033296368608717e-06	2.1041920206243958e-07	6.429345376091078e-06	1.19916805374487e-07	1.1710905312156683e-07	1.2185679452159093e-06	2.3225014444960834e-07	4.042895795919321e-08	9.251207444549436e-08
IGKV1-39	6.6475458027071e-08	1.093614443448132e-08	1.01892794646119e-07	3.5909587836613355e-07	0.0013569046277552843	8.810828688865513e-08	8.484058184876631e-07	1.5122479268825373e-08	2.1108623116106173e-07	2.7367215807316825e-05	9.045998439205505e-08	2.847551172635576e-07	1.6097395416636573e-07	7.051028205751209e-07	6.226874660342219e-08	7.215898989443303e-08
IGKV1-5	7.574851679237327e-07	1.1307641756275189e-07	6.650461159551924e-07	2.0852814941463294e-06	0.0015940670855343342	1.5745830239666248e-07	1.2649196833081078e-05	2.2690533896252418e-08	1.4776459238419193e-06	6.5562276176933665e-06	2.195439066099425e-07	3.397314003450447e-07	2.1539767658396158e-07	1.5533455552940723e-06	2.2294176460491144e-07	2.5948719439838897e-07
IGKV1-6	6.065876334560016e-08	1.0759724666797865e-08	1.0203181233237046e-07	3.045046923944028e-06	0.00038434495218098164	4.661741925815477e-08	3.7313457141863182e-06	6.1293334852052794e-09	2.1114414039402618e-07	0.06832897663116455	8.975586496262622e-08	1.17578160541143e-07	1.3257006514777459e-07	8.887496733223088e-06	5.589674287875823e-07	3.3055233217282876e-08
IGKV1-8	6.709060471621342e-07	1.8768760767784443e-08	2.3150312244979432e-07	1.8844651776817045e-06	0.0024313631001859903	8.814730989570307e-08	1.2117995538574178e-05	1.2442555430425273e-07	4.473198771393072e-07	6.211653089849278e-05	1.2997629994515592e-07	1.7263262463984574e-07	4.856100872530078e-07	3.2845767350409005e-07	1.2272937510715565e-07	7.944497326661804e-08
IGKV1-9	9.290025815289482e-08	1.0747731593596654e-08	1.0337134170868012e-07	9.823205573411542e-07	0.0013635311042889953	8.86754492057662e-08	1.4460631973634008e-05	1.9487407243445887e-08	5.4786764849268366e-06	8.028247066249605e-06	9.197080430567439e-08	1.5057381119731872e-07	1.3878199922601198e-07	4.528058354935638e-07	1.1325807491857631e-07	7.623311404358901e-08
IGKV1D-12	8.33189872651019e-08	5.076949705085099e-08	1.0318991172653114e-07	2.1087807056119345e-08	0.001960977679118514	4.936982378467292e-08	9.927545363552781e-08	1.644046854210046e-08	2.374126495396922e-07	0.00012525478086899966	9.6915393044128e-08	8.713599441989572e-08	1.38080082479064e-07	4.391105079548652e-08	3.487280508807089e-08	5.356128340849864e-08
IGKV1D-16	5.878906250700311e-08	1.0628594004913339e-08	1.0018541729550634e-07	1.5802990915858572e-08	0.003067789599299431	4.609453796433627e-08	5.6539832371527154e-08	5.506268774269074e-09	1.9883660229425004e-07	5.241099643171765e-06	8.83593500589086e-08	7.531991030873542e-08	1.3079053928777284e-07	2.769071727470873e-08	2.7801657864756635e-08	3.121274616546543e-08
IGKV1D-17	5.886742471261641e-08	1.0669363170734414e-08	1.0224466961972212e-07	1.7951885311617843e-08	4.033530058222823e-05	4.677409393138987e-08	6.708251021336764e-08	6.546454489608777e-09	2.1532297012072377e-07	0.018264103680849075	9.064631711908078e-08	7.61218572620237e-08	1.4053883035103354e-07	4.9029900139885285e-08	3.1374305820008885e-08	9.486277008363686e-08
IGKV1D-39	8.091219001471472e-07	1.0757230661795347e-08	1.0788508575387823e-07	9.400499720868538e-07	0.0037990184500813484	1.6604536767772515e-07	5.725490154873114e-06	3.866384474804363e-07	2.1028155572366813e-07	6.534125532198232e-06	8.996943989814099e-08	1.4318763419396419e-07	2.708322597300139e-07	2.8328283860901138e-06	1.2173747165888926e-07	1.2878736299626325e-07
IGKV1D-43	5.727325103066505e-08	1.0623916857355198e-08	1.0021656748904206e-07	1.5783825801918283e-08	0.0009766584262251854	4.6110095297535736e-08	5.6042981810833226e-08	5.517952761380229e-09	1.9857698418945802e-07	0.0002644338528625667	8.83841195786772e-08	7.541113689057966e-08	1.308987407355744e-07	2.76507119423286e-08	2.7781847933283643e-08	3.131131975919743e-08
IGKV1OR2-108	6.197652879791349e-08	1.2165997986812727e-08	1.1025000645759064e-07	2.4281284538574255e-08	0.0003069720114581287	5.604254837976441e-08	1.3286506828080746e-07	6.4851084502492995e-09	2.3328759368723695e-07	5.78587196287117e-06	9.510339538110202e-08	8.069682877476225e-08	4.007114284831914e-07	3.26948885742695e-08	2.983054869787338e-08	3.345552102018701e-08
IGKV1OR22-5	5.7360733052291835e-08	1.0614865431080034e-08	1.0010921158709607e-07	1.5771624006788443e-08	1.7176702726828807e-07	4.60276332603371e-08	5.617692266923768e-08	5.576074713076196e-09	1.9965743547345483e-07	0.01995067484676838	8.830922837432809e-08	7.54592761609274e-08	1.3069940507648425e-07	4.4321684100623315e-08	2.9417815738952413e-08	3.11933625596339e-08
IGKV2-30	5.969945959805045e-08	1.074063415984483e-08	1.0152674434493747e-07	3.936259673764653e-08	0.0013414908898994327	4.638266304368699e-08	8.507419806846883e-06	1.365869284342125e-08	2.0323318494774867e-07	9.372521162731573e-06	8.939549189790341e-08	8.107432591941688e-08	2.9346701921895146e-05	1.3882870462111896e-06	2.8016724940016502e-08	1.1314445202970091e-07
IGKV3-11	7.686616498858712e-08	1.2976085983495977e-08	1.3448222944134613e-06	1.324552840742399e-06	0.0030257748439908028	7.476600103473174e-07	1.5468445781152695e-05	1.9361431213837932e-07	2.0132029021624476e-07	1.0734823263192084e-05	9.932026046044484e-08	4.526103793978109e-07	1.3296524059569492e-07	2.427468871246674e-06	7.79813262852258e-08	2.4474675797137024e-07
IGKV3-15	1.0071114786569524e-07	1.1508517694380771e-08	1.2240913349614857e-07	1.2244984191056574e-06	0.0017028326401486993	7.813152791413813e-08	1.3856896657671314e-05	3.449247287790058e-08	2.1180551357247168e-07	5.9570797930064145e-06	1.0736461319993396e-07	1.4530277780977485e-07	3.684949092530587e-07	7.809146609361051e-07	1.0133620520491604e-07	3.2129364626598544e-06
IGKV3-20	5.373741487346706e-07	1.3271897358890783e-08	1.5484937421206268e-07	6.93123297423881e-07	0.0029135756194591522	5.337747097655665e-07	1.3453036444843747e-05	1.7115139598899987e-06	2.32603937888598e-07	6.836128886789083e-05	7.009472824393015e-07	6.575863267244131e-07	1.3752787708654068e-06	4.915129011351382e-06	1.6348865017334901e-07	8.294959457089135e-07
IGKV3-7	5.748004383576699e-08	1.0640894387847766e-08	1.0024468366509609e-07	1.4497857137030223e-07	0.0005714744911529124	4.6142709209107124e-08	7.498240393033484e-06	1.4762687072789049e-08	1.9881845503277873e-07	5.333241915650433e-06	8.891361602536563e-08	7.55209299541093e-08	1.5122540730772016e-07	2.808781296437246e-08	2.7795229229354845e-08	1.817591481767522e-07
IGKV3D-11	7.486236341947006e-08	1.9531150030616118e-08	2.9781551802443573e-07	1.3456904071063036e-06	0.0006428390624932945	9.234103970356955e-08	4.648657977668336e-06	7.641278898518067e-08	2.263101066546369e-07	3.7874557165196165e-05	9.864908179224585e-08	1.1911091490901526e-07	1.518699832558923e-07	4.438019232111401e-07	5.218325327405182e-08	5.680261239149331e-08
IGKV3D-15	5.7667040920250656e-08	1.0659960025805049e-08	1.0158738206200724e-07	3.4864842746173963e-07	0.0008126925094984472	4.6336090520071593e-08	5.7427520516739605e-08	2.4445215629498307e-08	1.990330673606877e-07	5.31028399564093e-06	8.890212654932839e-08	7.744020535938034e-08	1.329723176013431e-07	5.061393437699735e-08	2.834469015056129e-08	4.795222139364341e-07
IGKV3D-20	1.2872996535406855e-07	1.0874740219435353e-08	1.2710356145362312e-07	2.052586438594517e-07	0.0005733164725825191	2.0946313838976494e-07	6.59478064335417e-06	5.465777235258429e-07	2.2327284909806622e-07	1.0779900549096055e-05	9.541338386043208e-08	2.01886621198355e-07	1.359011463364368e-07	5.294132279232144e-07	4.125985597625004e-08	5.587977014442913e-08
IGKV4-1	2.8793769502044597e-07	1.5746676851335906e-08	1.0855568888246125e-07	1.2582056569954148e-06	0.002921066014096141	4.9282988356935675e-08	2.084795050905086e-05	6.269287950999569e-07	7.909626447144547e-07	8.719927791389637e-06	2.2198643989668199e-07	3.8252557033047196e-07	2.880742385968915e-06	2.4905018563003978e-06	1.5305553802136274e-07	2.672110213097767e-07
