Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16
AP1S2	0.00021267699776217341	2.56727453233907e-05	0.0001025976162054576	0.00045487438910640776	0.00011433015606598929	0.0003491803363431245	0.0005180594162084162	3.295803617220372e-05	0.00014292108244262636	0.0001110055745812133	0.0006304658600129187	7.549407018814236e-05	0.0004937833873555064	0.0003120342444162816	0.00010810999083332717	0.0010158293880522251
AP2M1	0.0008727280655875802	0.00014695682330057025	0.000616504461504519	0.0006303430418483913	0.00036637845914810896	0.0006731182802468538	0.00040930116665549576	0.0008802202646620572	0.0015059048309922218	0.000491513404995203	0.0011631384259089828	0.0007781764725223184	0.0006348946481011808	0.0008487125160172582	0.0007843742496334016	0.0007220151601359248
AP2S1	0.0014868731377646327	7.369332888629287e-05	0.0003574886650312692	0.00043258813093416393	0.0003084745549131185	0.00047457238542847335	0.0003279117518104613	0.0010716872056946158	0.0007450307020917535	0.0003682009701151401	0.00031796746770851314	0.0003553458082024008	0.0004233246436342597	0.0006996247102506459	0.00044911407167091966	0.0014097819803282619
APBB2	1.6620653696008958e-05	0.003023457946255803	0.00013959757052361965	1.1096136631749687e-06	7.743286005279515e-06	0.0007001982885412872	1.1883075785590336e-05	9.732127364259213e-05	0.0001160761239589192	3.99454656871967e-05	4.123960934521165e-06	0.0004435307055246085	0.0004112375609111041	6.069653863960411e-07	0.0006921953754499555	9.050706466950942e-06
APLNR	4.0964010850075283e-07	3.1576374226460757e-07	1.145968144555809e-05	2.2097138696608454e-07	2.1973728507873602e-06	0.00287561840377748	3.2229911539616296e-07	2.65730157877897e-08	5.3444305194716435e-06	1.532784699520562e-05	4.0003757817430596e-07	9.13686235435307e-05	0.00094880216056481	2.443411801777984e-07	3.5300424769957317e-06	8.456073601337266e-07
APLP2	0.0001220028570969589	0.0009861787548288703	0.0004938895581290126	0.00012528349179774523	7.329432264668867e-05	0.0012180060148239136	0.0001561239769216627	0.0005671018152497709	0.0007711359648965299	0.0001272103691007942	3.3209049433935434e-05	0.0002628252550493926	0.0005188490031287074	0.00015500349400099367	0.0003284417325630784	0.0011557136895135045
APOA1BP	0.0005271703121252358	0.00028713716892525554	0.0003433282836340368	0.0003998159372713417	0.0008678507874719799	0.00010093281889567152	0.00030036605312488973	0.0023833613377064466	0.0002551117504481226	0.0006501094321720302	0.00026297199656255543	0.0003028281789738685	0.00013461628986988217	0.0005852504400536418	0.00016249787586275488	0.00021927394845988601
APOBEC3A	5.838006345015856e-08	1.1102596175760482e-08	1.015831827544389e-07	2.738378768185612e-08	2.7698973781298264e-07	4.7183586815435774e-08	7.670855097785534e-07	5.736371377906835e-09	2.0145810708527279e-07	5.303438229020685e-06	9.133700018537638e-08	7.761978082498899e-08	1.3561806611050997e-07	3.375557255935746e-08	4.7304073547138614e-08	0.0007074169698171318
APOBEC3B	0.0011773910373449326	4.361246297435173e-08	4.385458396427566e-07	8.681845429237001e-07	0.00010293126979377121	7.711660998666048e-08	4.459451702132355e-06	1.880443778645713e-05	1.3231073126007686e-06	1.956824962690007e-05	1.4635071465818328e-07	2.131600695065572e-06	4.0716690818953793e-07	2.142470520993811e-06	6.910553906891437e-07	6.967640365473926e-05
APOBEC3C	0.00014167262997943908	2.6216701371595263e-05	0.000103812686575111	0.00033056893153116107	0.00023721334582660347	3.160794904033537e-06	0.00044527777936309576	2.140957622032147e-05	8.566548058297485e-05	0.00025734480004757643	0.00017380878853145987	4.741858356283046e-05	5.267762844596291e-06	0.0013222566340118647	4.2786308767972514e-05	0.00010576755448710173
APOBR	2.4449936972814612e-05	6.8637077674793545e-06	3.707103530814493e-07	0.000155410059960559	5.1109445848851465e-06	1.4594591846162075e-07	1.7202224626089446e-05	3.4631730159162544e-06	1.1052953823309508e-06	4.154129055677913e-05	0.0003602590586524457	5.527131179405842e-07	6.078905130380008e-07	0.00039087803452275693	8.886995317425317e-08	0.000730803469195962
APOC1	4.435474693309516e-06	1.5203812608888256e-06	0.00023680608137510717	6.0637735259660985e-06	5.265307208901504e-06	2.2312365217658225e-06	4.484806595428381e-06	2.9869859190512216e-06	4.463476943783462e-05	1.4419607396121137e-05	0.000147996935993433	1.912720654217992e-05	2.0106692772969836e-06	4.163228368270211e-06	1.0217781891697086e-05	0.0013810042291879654
APOC2	5.49606227195909e-07	1.8389435751942074e-08	1.269071532306043e-07	9.856225346993597e-08	4.1588495491851063e-07	1.1582035597257345e-07	3.866744293645752e-07	2.2115390407861923e-08	2.4307533408318704e-07	8.381975931115448e-06	0.0002408906730124727	2.311348055172857e-07	1.9429626263445243e-07	1.2042017260682769e-05	4.41219754065969e-08	0.0005639900336973369
APOD	3.4362712995061884e-06	3.1676077014708426e-06	0.001747988280840218	7.98439941718243e-06	2.8911074423376704e-06	1.3260243576951325e-05	3.5834082154906355e-06	2.7843843781738542e-05	6.9420279942278285e-06	1.2308113582548685e-05	4.6851469051034655e-06	1.800534050744318e-06	1.3893365576223005e-05	9.554084954288555e-07	7.841673323127907e-06	7.134138968467596e-07
APOE	2.597671254989109e-06	2.2347151116264286e-06	0.0011164552997797728	4.0880904634832405e-06	7.2813304541341495e-06	2.4769556148385163e-06	4.426800387591356e-06	1.4069548797124298e-06	0.00022940347844269127	3.254192051826976e-05	5.752189827035181e-05	0.0002827147545758635	1.6195748457903392e-06	4.427918611327186e-06	3.3340755180688575e-05	0.0013782101450487971
APP	3.790200935327448e-05	0.00014777921023778617	0.0005102769355289638	7.950053259264678e-05	4.854968938161619e-05	0.0017017788486555219	0.00015261705266311765	0.00027092345408163965	0.0020199439022690058	0.00012005928147118539	1.674167469900567e-05	0.00042850678437389433	0.0008082149433903396	1.1869048648804892e-05	0.00083185825496912	0.00011556480603758246
APRT	0.00046893555554561317	8.045585855143145e-05	0.0005276678130030632	0.001815026975236833	0.0006619219784624875	0.0002189211518270895	0.0009454229730181396	0.0008660940802656114	0.00048040287219919264	0.0005029670428484678	0.000304733170196414	0.0003646602272056043	0.0005449688178487122	0.0013824907364323735	0.00028985459357500076	0.0005499297985807061
AQP1	7.921323685877724e-07	3.1611014037480345e-06	5.475665966514498e-05	1.3628789474751102e-06	4.312977580411825e-06	0.001701087923720479	1.9014207737200195e-06	5.097602411296975e-07	0.00013788983051199466	1.5691410226281732e-05	1.3956997690911521e-06	1.6543888705200516e-05	0.0025867465883493423	6.136007755230821e-07	2.5356592232128605e-05	3.712595798788243e-06
AQP3	5.798944766866043e-05	0.0006278729415498674	5.359753777156584e-05	0.0011845168191939592	0.0004707367916125804	1.0279586604156066e-05	5.631092062685639e-05	0.0003654966421891004	0.00041895831236615777	0.00032928871223703027	0.0001379704917781055	1.0742003723862581e-05	1.258988049812615e-05	0.00015272638120222837	9.551636139804032e-06	3.238874114686041e-06
AQP9	8.083905811417935e-08	1.3122020803280066e-08	1.1282416068070233e-07	5.851195084005667e-08	2.363803446314705e-07	1.0819960039043508e-07	2.8044215127920324e-07	6.594710111329505e-09	2.12530565590896e-07	6.297626441664761e-06	1.0237053515993466e-07	8.940348550368071e-08	1.6003680514131702e-07	1.1147595557758905e-07	2.99795281932802e-08	0.000971249071881175
AR	2.855839738913346e-06	0.005171690136194229	0.0003538248420227319	2.2051324322092114e-06	6.950559509277809e-06	4.4618673200602643e-07	5.2608716032409575e-06	0.00021376220684032887	5.511989456863375e-06	2.1488698621396907e-05	4.346095920482185e-06	0.0001394178398186341	9.392087122250814e-06	4.7146332349257136e-07	0.0001356969733024016	1.1465380111985723e-06
ARAP3	7.86043528933078e-06	9.187459909298923e-06	0.00011592636292334646	6.196916365297511e-05	7.647417078260332e-06	0.001866728882305324	3.7384832012321567e-06	2.097340257023461e-06	0.0002476316294632852	1.401383360644104e-05	5.425643848866457e-06	0.00014749172260053456	0.0008525336743332446	9.170633711619303e-05	4.7101879317779094e-05	0.00012768368469551206
AREG	8.214394256356172e-06	0.000557022460270673	1.7614285070521873e-06	0.00038335734279826283	0.00013868787209503353	1.117413603424211e-06	0.0002785234828479588	8.859734225552529e-05	4.232956143823685e-06	0.00022355251712724566	0.0006968087400309741	3.561420669484505e-07	2.8477143132477067e-06	0.00022611320309806615	2.0902027131342038e-07	0.00021966527856420726
ARF4	0.0003498465521261096	0.00030670283013023436	0.0006927319336682558	0.0004509544523898512	0.0012001493014395237	0.0002977647236548364	0.0003330576291773468	0.0009658797644078732	0.0008407198474742472	0.0009452108643017709	0.00014418145292438567	0.00045795628102496266	0.00025224548880942166	0.00039951701182872057	0.0008995475945994258	0.0002883986453525722
ARF6	0.0004268781340215355	0.00021381520491559058	0.0001438440231140703	0.0007014115690253675	0.00017094747454393655	0.00015350725152529776	0.0006626331596635282	0.0002663095365278423	0.00011179702414665371	0.0001387371012242511	0.00020575273083522916	9.381428390042856e-05	0.00024526339257135987	0.0012210299028083682	0.0001442963839508593	0.0003589361731428653
ARFGEF3	7.1629292506258935e-06	0.0023587162140756845	6.312419031928584e-07	4.971005864717881e-07	1.1440908565418795e-05	4.6618853957625106e-05	1.3101429203743464e-06	0.00043892988469451666	3.468222712399438e-05	4.831606929656118e-05	7.802760251252039e-07	2.1316934635251528e-06	0.00017387475236319005	1.0250831792291137e-06	2.9291704777278937e-05	4.602736680681119e-06
ARHGAP1	0.00013586760906036943	0.0003924814227502793	0.00028115694294683635	0.0003689051663968712	0.00012768969463650137	0.0002239675959572196	0.00019478156173136085	0.00018483135499991477	0.0005613326211459935	0.00013984416727907956	0.00023307270021177828	0.0009356529335491359	0.0001527357817394659	0.0004350104427430779	0.0008599943248555064	0.00012710242299363017
ARHGAP10	6.70812078169547e-05	0.00010453470167703927	0.0007271658396348357	0.00015800271648913622	5.5635691751376726e-06	3.9997161366045475e-05	3.88295047741849e-05	1.3156779459677637e-05	0.0001354943378828466	7.529242429882288e-05	0.00011228746006963775	0.0011355620808899403	5.910070467507467e-05	0.00018252313020639122	0.00017572703654877841	0.0003791407507378608
ARHGAP11A	0.0023258966393768787	1.2943722140335012e-05	8.593621600994084e-07	4.280550638213754e-05	2.759905328275636e-05	1.518973817837832e-06	3.4765107557177544e-05	1.7693446352495812e-05	3.2509894936083583e-06	4.630198236554861e-05	2.79453433904564e-06	1.0339394975744653e-06	4.435210485098651e-06	0.00020811650028917938	1.0323838068870828e-05	1.133489149651723e-05
ARHGAP11B	0.001361775561235845	6.739386299159378e-05	9.230963769368827e-06	0.00014754429867025465	3.8131154724396765e-05	1.5326717402786016e-05	0.00012286475975997746	2.2365009044733597e-06	5.925524874328403e-06	5.115009844303131e-05	7.246086170198396e-05	6.614261110371444e-06	7.414884748868644e-06	0.00029944651760160923	7.159226697694976e-06	3.0291143048088998e-05
ARHGAP17	0.00010507630213396624	0.000268361356575042	0.00016540221986360848	0.00032225894392468035	3.717164872796275e-05	0.000298032391583547	0.0008939202525652945	7.06940918462351e-05	8.417998469667509e-05	6.892896635690704e-05	0.00011537581303855404	0.0007467795512638986	0.0003731015312951058	0.00039118833956308663	0.00025015167193487287	0.0002364666579524055
ARHGAP18	7.516124605899677e-05	0.00017722594202496111	6.020996443112381e-05	0.00014083860151004046	0.00016147940186783671	0.0007318627322092652	8.95283228601329e-05	3.3996828278759494e-05	3.0842831620248035e-05	0.00013480884081218392	0.0016793303657323122	7.205913425423205e-05	0.00010809669038280845	0.00039722045767121017	0.00010816882422659546	0.0012955258134752512
ARHGAP21	7.637903036084026e-05	0.00010211223707301542	0.0006846251781098545	3.87512736779172e-05	6.557004962814972e-05	0.00032634951639920473	2.9595028536277823e-05	6.867121555842459e-05	0.00020854534523095936	0.00013251719065010548	7.261608698172495e-05	0.00010869571997318417	0.00013403547927737236	8.161411824403331e-05	0.0009949663653969765	0.00025921646738424897
ARHGAP23	3.7844361941097304e-05	3.389702396816574e-05	0.00014180316065903753	3.3180873515448184e-07	1.8629752958077006e-05	0.0012404046719893813	3.693960195505497e-07	1.9099159089819295e-06	0.000525035837199539	4.9107024096883833e-05	2.3460036118194694e-06	5.236460128799081e-05	0.0006704053957946599	6.000546477480384e-07	0.0005047789891250432	8.767254257691093e-06
ARHGAP24	1.8135198160962318e-06	5.1343677114346065e-06	0.0003437014820519835	2.3938372351040016e-07	1.3700123417947907e-05	7.956705667311326e-05	0.0013651958433911204	8.432127742707962e-07	0.0001915063476189971	3.7459634768310934e-05	1.7746012872521533e-06	0.00016008340753614902	2.2871416149428114e-05	2.149728288713959e-07	0.00016171848983503878	0.00021359921083785594
ARHGAP29	1.592528678884264e-05	0.0004258687549736351	0.00010588963777991012	2.8484630547609413e-06	5.491664978762856e-06	0.0019721209537237883	1.219885120917752e-06	0.00023994495859369636	0.00017506672884337604	7.065857062116265e-05	9.29548878048081e-06	0.0009889997309073806	0.0008453601622022688	5.652554591506487e-06	1.8907163394032978e-05	2.7611572477326263e-06
ARHGAP31	3.2615596865070984e-05	1.868162325990852e-05	5.634929402731359e-05	0.00015566666843369603	4.9721791583579034e-05	0.00116204924415797	0.000254039594437927	6.163623766042292e-06	0.00028747605392709374	4.5615768613060936e-05	0.0001632723433431238	0.0001055318207363598	0.0006840563146397471	7.830549293430522e-05	0.0003171446733176708	0.0003711935132741928
ARHGAP42	8.204384016607946e-07	2.1292424207786098e-05	0.0001899002236314118	1.925942285652127e-07	4.041086867800914e-05	1.7884325643535703e-05	4.221320341457613e-05	7.438264219672419e-06	2.3163882360677235e-05	2.6411829821881838e-05	1.1485311006254051e-05	0.0011035604402422905	0.0001597437949385494	2.174555902456632e-06	0.00030800473177805543	2.2858723696117522e-06
ARHGAP6	5.176721060706768e-07	0.0010815465357154608	0.00041499524377286434	4.933748414259753e-07	6.871022924315184e-05	0.0006251194863580167	6.503987970063463e-05	1.0967461321342853e-06	2.7416206194175174e-06	5.815562326461077e-05	0.0009782789275050163	0.0007327646017074585	5.200129180593649e-06	9.673486829342437e-07	3.236722113797441e-05	0.00015731414896436036
ARHGDIA	0.0007288834312930703	0.0005314756999723613	0.000437020295066759	0.0012259621871635318	0.0004460911441128701	0.000410368200391531	0.0007154218619689345	0.0005176884005777538	0.00036445833393372595	0.0004267678887117654	0.0002828461001627147	0.00043573303264565766	0.00033783461549319327	0.001628044294193387	0.0005879442323930562	0.0006448040367104113
ARHGEF15	3.063758242660697e-07	4.773073669639416e-07	1.6198096091102343e-06	2.903293250255956e-07	2.5513706987112528e-06	0.0018742276588454843	2.1279318218603294e-07	1.6167994942861696e-07	8.347154107468668e-06	1.4061371985008009e-05	3.345110997088341e-07	6.368740059770062e-07	0.0008905288414098322	2.623057469008927e-07	6.487127279797278e-07	4.503673380895634e-07
ARHGEF17	6.720163128193235e-06	0.00034499139292165637	0.00022116769105196	4.1510554638080066e-07	7.349217867158586e-06	6.534689600812271e-05	4.403018465382047e-06	3.8574060454266146e-05	0.00015567830996587873	3.368798934388906e-05	1.8604434899316402e-06	0.002041851868852973	5.307658739184262e-06	5.448696356324945e-07	0.0005262818885967135	4.080360668012872e-06
ARHGEF25	3.946739070670446e-06	3.4353197406744584e-05	0.0009268773137591779	1.6364425619030953e-06	2.284216316184029e-05	7.151259637794283e-07	1.412932306266157e-06	2.5938537874026224e-05	0.00018648347759153694	3.628503327490762e-05	1.1063651754739112e-06	0.000895106524694711	8.522587222614675e-07	2.0105521798541304e-06	0.0007291260408237576	2.765866895515501e-07
ARHGEF39	0.0019665774889290333	7.851254486013204e-05	1.32108937123121e-06	3.926536737708375e-05	1.2541055184556171e-05	1.3583199631739262e-07	2.568722629803233e-05	2.9273995096446015e-05	1.6574895198573358e-06	1.1370799256837927e-05	3.2262067861665855e-07	2.4785680579952896e-05	2.600872051061742e-07	7.014055881882086e-05	4.256487954990007e-06	7.828743946447503e-06
ARHGEF40	1.2071341188857332e-05	5.9732585214078426e-05	0.0005076443194411695	2.724061232584063e-05	6.328242307063192e-05	0.00023019465152174234	6.489682618848747e-06	1.5251338481903076e-05	0.0003221157821826637	3.076238135690801e-05	0.0009353141649626195	0.0003811778442468494	2.199007576564327e-05	7.897160685388371e-06	0.0007365064811892807	0.0003930896637029946
ARHGEF6	8.496735972585157e-05	2.0613179003703408e-05	5.5316857469733804e-05	0.0005068813916295767	7.117802306311205e-05	0.00011865201668115333	0.0002615817356854677	1.1963073120568879e-05	1.084823361452436e-05	0.00011004620318999514	0.002091367729008198	0.00013432686682790518	4.1531842725817114e-05	0.0006651071598753333	2.709058935579378e-05	0.00017596257384866476
ARL15	2.788738493109122e-05	0.00019875993893947452	5.21669426234439e-05	0.00014847051352262497	2.383263927185908e-05	0.0012421603314578533	0.00010732228838605806	6.54298901281436e-06	0.0001061337607097812	0.00010272928193444386	5.2103743655607104e-05	2.6136089218198322e-05	9.033513197209686e-05	0.0001830274995882064	5.4151980293681845e-05	7.135530177038163e-05
ARMT1	0.00010651536285877228	0.0023545459844172	0.00013036193558946252	0.0002491141203790903	0.00010299592395313084	5.971678547211923e-05	0.0001730744115775451	0.0004974560579285026	5.5296692153206095e-05	3.2781754271127284e-05	5.708381286240183e-05	8.803543460089713e-05	0.00010327490599593148	0.00020198937272652984	6.550035323016346e-05	0.0001941971422638744
ARPC1A	0.0006652938900515437	0.0001594883215148002	0.0006060865707695484	0.0005203910986892879	0.00042461423436179757	0.00043282369733788073	0.0004025661910418421	0.0016391451936215162	0.00085882080020383	0.00030333371250890195	0.00020945353026036173	0.0009732811595313251	0.000711869157385081	0.0005280702607706189	0.00031528586987406015	0.00032464307150803506
ARPC1B	0.0005165960174053907	6.818682595621794e-05	0.00014730833936482668	0.0008925882284529507	0.00016688264440745115	0.00040877220453694463	0.0008380871149711311	0.00013944206875748932	0.00012878687994088978	0.0003111452970188111	0.00033697616891004145	0.00014770915731787682	0.0005221554893068969	0.0014866444980725646	0.00030186152434907854	0.0011895986972376704
ARPC2	0.001102576614357531	0.00013534525351133198	0.00017691524408292025	0.0013439839240163565	0.0007652833010070026	0.0003708846925292164	0.001292146393097937	0.0004149816231802106	0.0006649199640378356	0.0004223540017846972	0.0005861309473402798	0.00048322929069399834	0.00028456258587539196	0.002598517807200551	0.0003451117081567645	0.0011994822416454554
ARPC3	0.0007382412441074848	0.00015917445125523955	0.00029548772727139294	0.0013607919681817293	0.000503901275806129	0.00038452516309916973	0.0017929119057953358	0.0007618447416462004	0.00031639798544347286	0.0005333708832040429	0.0013775454135611653	0.0004158487427048385	0.00044713151874020696	0.0018663338851183653	0.00026833245647139847	0.0017050507012754679
ARPC5	0.000988872954621911	0.0001255882962141186	0.0003190987335983664	0.0009065172052942216	0.00024388733436353505	0.0003478975559119135	0.0007617919472977519	0.0006327160517685115	0.0008127914043143392	0.00028419963200576603	0.0005255858995951712	0.0009718645014800131	0.0002874263154808432	0.001015551039017737	0.0003528144443407655	0.0011023451806977391
ARPC5L	0.0008654584526084363	0.00014111418568063527	0.0001484933018218726	0.000855449412483722	0.0006475268746726215	0.00030019728001207113	0.0008077881648205221	0.00047894357703626156	0.00018508097855374217	0.00030433529173024	8.802714728517458e-05	0.00012930728553328663	0.0003048006328754127	0.0016424066852778196	0.00011967487807851285	0.0001403411733917892
ARSA	0.00012839956616517156	0.00046871439553797245	0.0001808243105188012	0.0004964216495864093	0.0022447456140071154	0.00013882704661227763	0.00023669486108701676	0.000159467090270482	0.00024215741723310202	0.001961759990081191	0.00027433206560090184	9.374310320708901e-05	8.8783614046406e-05	0.0006510502425953746	0.0003217543417122215	0.00036389040178619325
ASAH1	2.4085658878902905e-05	0.0026418527122586966	0.00015636674652341753	8.982815779745579e-05	7.098154310369864e-05	4.703314698417671e-05	6.0625377955147997e-05	0.0017698094015941024	2.9943119443487376e-05	7.724442548351362e-05	0.0003255009651184082	0.0001419147738488391	6.075271448935382e-05	4.2755335016408935e-05	4.052194708492607e-05	0.00023886014241725206
ASAP1	0.00010860768816201016	0.0003386614553164691	0.00025997840566560626	0.0001683337177382782	7.718129199929535e-05	0.0009927909122779965	0.00011939094838453457	8.397262718062848e-05	0.0001816242147469893	0.00015077748685143888	3.468847353360616e-05	0.0005521307466551661	0.000796603737398982	0.00011667608487186953	0.0007027433603070676	0.0003844098828267306
ASCL1	5.9143989261656316e-08	1.103424018822352e-08	1.0033683395249682e-07	1.627931922598691e-08	1.8554310088347847e-07	4.659069574586283e-08	0.009558848105370998	5.668598479502407e-09	1.990427875853129e-07	5.256913482298842e-06	8.907541371172556e-08	7.559651749033947e-08	1.3179483460135089e-07	2.9653516975258754e-08	2.7788537693140825e-08	3.207440002483963e-08
ASF1B	0.0029748105444014072	1.0601058420434128e-05	6.487770178864594e-07	3.0436724046012387e-05	2.9597180400742218e-05	5.551440267481667e-07	4.6420198486885056e-05	1.2982796761207283e-05	2.251081241411157e-06	1.2371007869660389e-05	2.7050634798797546e-07	2.936315866008954e-07	5.018552201363491e-06	5.203397086006589e-05	1.4313590668280085e-07	2.8312342692515813e-05
ASGR1	3.6741796520800563e-06	8.221150892495643e-06	2.970598188767326e-06	3.658195737443748e-07	7.359790288319346e-07	0.00021910750365350395	3.1873048556008143e-06	1.1467148397059646e-05	1.589790736034047e-05	7.347431619564304e-06	4.855818929172528e-07	9.067122164196917e-07	0.000281946558970958	3.13038640342711e-07	1.3368827239901293e-05	0.0010537963826209307
ASIC4	5.714245432386633e-08	1.062192378498139e-08	1.0011257245423621e-07	1.5772201322761248e-08	1.717671409551258e-07	4.602824787980353e-08	5.599732588734696e-08	5.5012177035962395e-09	1.985140585247791e-07	5.234344826021697e-06	9.769241415824581e-08	7.528042544890923e-08	1.3070247462110274e-07	2.7628766829934648e-08	2.7758185083825992e-08	3.1198993610814796e-08
ASPH	0.00011222529428778216	0.00010171379835810512	0.0003628839913289994	3.102155460510403e-05	7.506910333177075e-05	0.0002245210635010153	3.742691842489876e-05	0.000371338683180511	0.0003740270039997995	0.00014262640615925193	1.6180638340301812e-05	0.00036333061871118844	0.0004188459715805948	2.7646881790133193e-05	0.00041311545646749437	0.00023078070080373436
ASPM	0.0029801486525684595	1.4474245801920915e-07	2.1635210600834398e-07	4.472749992601166e-08	9.881295227387454e-06	9.923586929971862e-08	5.082848929305328e-06	2.6626421458786353e-06	1.9505539512465475e-06	7.327907042053994e-06	1.222826853108927e-07	2.2495210032502655e-06	6.337069748951762e-07	9.828730753724813e-07	6.047363854122523e-07	1.855161599451094e-06
ASPN	1.4862907846691087e-06	9.509435017207579e-07	3.1237726943800226e-05	7.002641382314323e-07	1.2177948747194023e-06	1.2842817795899464e-06	2.0236782347637927e-06	4.021692632250051e-07	1.0433986972202547e-05	2.7356854843674228e-05	4.234267180436291e-06	0.0003130151890218258	1.39733253945451e-06	1.7974632555706194e-06	0.0016747156623750925	7.028061190794688e-07
ASRGL1	0.00021837778331246227	1.8069747966364957e-05	4.428140073287068e-06	1.573947156430222e-05	0.00010637784725986421	0.0004532494058366865	2.576120550656924e-06	6.790798943256959e-05	9.086949285119772e-05	8.284584328066558e-05	0.0010948940180242062	3.712739498951123e-06	0.00024705188116058707	8.60047930473229e-06	4.9287464207736775e-06	0.0002213647385360673
ASS1	9.820822742767632e-05	7.63464129249769e-07	0.0002582038869149983	1.6316491837642388e-06	0.00010436174488859251	0.0005687358789145947	5.5003733905323315e-06	0.00027520841103978455	0.0005107871838845313	0.00014598773850593716	1.6436218857052154e-06	2.878716441045981e-05	0.0005773462471552193	9.867623703030404e-06	6.564980139955878e-05	2.3940999653859762e-06
ATAD2	0.0029748131055384874	0.0004988813307136297	4.24774807470385e-05	0.0002623115142341703	1.792864168237429e-05	3.8936959754209965e-06	0.000197576402570121	0.0002813109022099525	5.087625322630629e-05	3.9032740460243076e-05	0.00014827669656369835	3.4870619856519625e-05	1.5796147636137903e-05	0.00032855072640813887	3.864229074679315e-05	3.1301897251978517e-05
ATAD5	0.0010130165610462427	0.00022882242046762258	1.1000968697771896e-05	0.0001609228493180126	6.801606650697067e-05	2.104882696585264e-05	0.0001857725001173094	1.124883237935137e-05	2.5513083528494462e-05	2.7146794309373945e-05	4.4286261982051656e-05	1.3356951967580244e-05	3.403952723601833e-05	0.00011599585559451953	2.8361981094349176e-05	4.29262981924694e-05
ATF3	2.2826145141152665e-05	0.0010009155375882983	7.272946822922677e-05	1.440061805624282e-05	0.000363422412192449	4.91454284201609e-06	1.1635618648142554e-05	0.0006003528251312673	2.9040373192401603e-05	0.00015560102474410087	7.378780719591305e-05	0.00028828883660025895	5.599753785645589e-05	2.2886153601575643e-05	8.31246143206954e-06	0.0006419751443900168
ATF5	0.00012924788461532444	0.00048177383723668754	9.933648107107729e-05	0.00014981490676291287	0.0005873218178749084	3.540325633366592e-05	0.00017985924205277115	0.0005776160396635532	6.443948223022744e-05	0.00023098521342035383	4.998754593543708e-05	6.135647709015757e-05	7.645311416126788e-05	0.00012965295172762126	9.891067020362243e-05	0.0010891873389482498
ATG3	0.0005199763108976185	0.00010198372910963371	0.00028047870728187263	0.0005506458110176027	0.00041450813296251	0.0002900248218793422	0.0004007954557891935	0.0005715518491342664	0.000267066468950361	0.0004898753832094371	0.00023854176106397063	0.0003097347798757255	0.0003829297493211925	0.0005889686872251332	0.00018434051889926195	0.0009105922072194517
ATM	5.695705840480514e-05	0.0003412672667764127	0.0001907417899928987	0.0010393349220976233	0.00027748977299779654	7.49254395486787e-05	0.0005106658791191876	1.603526106919162e-05	7.571169408038259e-05	0.00028515091980807483	0.00012731303286273032	0.00012588973913807422	8.696242002770305e-05	0.0004249768680892885	0.00018443536828272045	0.00016944378148764372
ATOH8	2.773567302938318e-06	1.3369943189900368e-05	0.00014105209265835583	1.7684892839042732e-07	1.1321056945234886e-06	0.0007436001324094832	5.379868639465712e-07	2.1916703474289534e-07	5.1139527386112604e-06	1.022201558953384e-05	8.73166413839499e-07	0.0001228607725352049	0.000495503714773804	1.5111126572264766e-07	3.988843673141673e-05	3.4378150303382427e-05
ATOX1	0.0004504364915192127	0.00012534865527413785	0.0003795969532802701	0.00025154167087748647	0.0007028799154795706	0.0006063967593945563	0.00021021836437284946	0.0014906389405950904	0.0001797732838895172	0.00042021440458483994	0.0002871914766728878	0.00042984215542674065	0.0006465187761932611	0.000494029896799475	0.0006235543987713754	0.0010279319249093533
ATP1B1	5.091712955618277e-05	0.0007234201184473932	4.235409141983837e-05	6.64652106934227e-05	2.997076626343187e-05	8.071255251707043e-06	4.7620153054594994e-05	0.00045338034396991134	0.00019599725783336908	4.802199691766873e-05	0.00041616629459895194	2.5542965886415914e-05	1.2856635294156149e-05	0.0001206206507049501	0.0001444826921215281	0.0002660290047060698
ATP1B2	3.695007990245358e-06	4.024240297439974e-06	0.00026938211522065103	3.105265591329953e-07	1.4851625564915594e-05	6.013740971866355e-07	2.370552749653143e-07	1.0119327271240763e-05	1.6451858755317517e-05	1.970101766346488e-05	1.338334868705715e-06	0.001854365924373269	1.0382841537648346e-06	3.7357511928348686e-07	7.874386028561275e-06	1.8277688695889083e-07
ATP2A3	0.00017585056775715202	0.0007767776260152459	5.0730900511553045e-06	0.00078963628038764	0.000685241655446589	6.051042510080151e-05	0.0011259570019319654	4.132224785280414e-05	2.241027141280938e-05	0.0004913819720968604	0.0006433448288589716	3.516358992783353e-05	1.26004224512144e-05	0.0007858143071644008	1.756213237058546e-06	2.503223549865652e-05
ATP2B1	0.00010703827138058841	0.0003233953902963549	0.00024553356342948973	0.0006976856966502964	0.00022680316760670394	0.00027647282695397735	0.0007816785364411771	8.472899935441092e-05	0.00034501671325415373	0.00023413333110511303	6.286209099926054e-05	0.00027559162117540836	0.0002419278462184593	0.0002564987516961992	0.00011145494499942288	0.00043591964640654624
