Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17
PARK7	0.0006131698028184474	0.000822210859041661	0.0005332586006261408	0.0006133270217105746	0.0009772137273102999	0.002062690444290638	0.0007989092846401036	0.0011616275878623128	0.0001263367448700592	0.0006397381075657904	0.0003527486405801028	0.0014218023279681802	0.0012084284098818898	0.0008324942900799215	0.0011268167290836573	0.00041065714322030544	0.0020076511427760124
PARM1	0.0009016201365739107	0.0002773070882540196	0.00022737140534445643	3.0970561056165025e-05	3.0596402211813256e-06	3.48517278325744e-05	0.0001580196840222925	1.0118075124410097e-06	2.2903985154698603e-05	0.00208385125733912	3.8978250813670456e-05	5.588884732787847e-07	2.8475773433456197e-05	9.505258162789687e-07	0.00014851502783130854	1.34926667669788e-05	5.498055770658539e-07
PARP1	0.0005566836334764957	0.0006898372084833682	0.0008263929630629718	0.0001002437638817355	0.0008531007333658636	0.0005246363580226898	0.0002301334316143766	0.0010358638828620315	0.00011217746941838413	0.0001251398352906108	0.00017086380103137344	0.0007768514915369451	0.0005743757938034832	0.0005735629238188267	0.0003452590317465365	0.00020539363322313875	0.000845238275360316
PARP14	0.00015692006854806095	0.0005314659792929888	0.00044292883831076324	0.00017705248319543898	9.353864152217284e-05	2.679535282368306e-05	0.00015532583347521722	0.0009293353068642318	0.0010271104983985424	0.00018698032363317907	0.0005374932079575956	0.0003936772118322551	9.338676318293437e-05	0.00010135083721252158	5.617210626951419e-05	0.0003702924004755914	0.0003843523154500872
PARP15	1.9017292288481258e-05	0.00021275924518704414	0.0008960668346844614	2.9248699320305604e-06	2.2772649117541732e-06	2.4416349333478138e-06	2.772829247987829e-06	0.0008192345267161727	2.2392610844690353e-05	2.0959071207471425e-06	7.628103958268184e-06	0.0005358503549359739	4.224389016371788e-08	0.0002826570125762373	1.9271610653959215e-05	9.563083267494221e-07	0.00030685667297802866
PARP4	0.00010445477528264746	0.00023280928144231439	0.00041897164192050695	0.00017818977357819676	0.00010353949619457126	5.9666177548933774e-05	0.0002154248213628307	0.0008710025576874614	0.0004756100242957473	0.00011659903248073533	0.00027351677999831736	0.0005218342994339764	0.00017670179659035057	0.00038348149973899126	0.00014226505300030112	0.0001973026228370145	0.0004423042992129922
PARPBP	5.224749838816933e-05	0.00013180212408769876	3.362406641826965e-05	8.213974797399715e-05	0.0018215387826785445	9.422476978215855e-06	7.766181079205126e-05	0.0002398274082224816	0.00012678085477091372	2.0447110728127882e-05	1.2643495210795663e-05	7.087305857567117e-05	1.4987215763540007e-05	2.8293648938415572e-05	0.0001086842457880266	1.6085490642581135e-05	6.542597839143127e-05
PARVA	2.6096379315276863e-06	2.2997580799710704e-06	1.9601607164076995e-06	0.0013150761369615793	2.3132994101615623e-05	0.00011098200775450096	0.00031567190308123827	3.130322284050635e-06	0.0009290037560276687	0.0006145475199446082	3.8829339246149175e-06	4.014507339888951e-06	0.00024560451856814325	1.1250038369325921e-05	0.0004298502462916076	0.0002805093245115131	4.181389158475213e-06
PARVB	0.00047140062088146806	0.0004916712059639394	0.000737162190489471	0.0001245500025106594	0.00013734845560975373	0.0004265369789209217	0.00023659611179027706	0.00018392161291558295	0.00011696159344865009	5.4046002333052456e-05	0.0006313973572105169	0.00019869217067025602	2.290092561452184e-05	4.996281131752767e-05	8.68042407091707e-05	0.000555315229576081	0.0006128273089416325
PARVG	0.00014915212523192167	0.0012830431805923581	0.0006274658371694386	4.277231653304625e-07	2.6584670195006765e-05	3.058839502045885e-05	9.84599955700105e-06	0.0007659601978957653	1.8273453861183953e-06	6.733769737365947e-07	0.0004735011316370219	0.0010496681788936257	2.9923231181783194e-07	0.00030903719016350806	1.3642333215102553e-05	2.083658728224691e-05	0.0005120261921547353
PASK	4.7676843678345904e-05	2.2211799659999087e-05	1.5762005205033347e-05	4.712203917733859e-06	7.947290578158572e-05	1.5198022083495744e-05	9.392620995640755e-06	0.0012911579106003046	2.1684254534193315e-05	3.5571702028391883e-06	2.1922633095528e-06	8.78185746842064e-05	6.613652658415958e-06	0.001591319334693253	2.0328738173702732e-05	0.0003086413780692965	7.234031363623217e-05
PAWR	1.2662973858823534e-05	2.714593574637547e-05	0.00020503265841398388	0.00032152599305845797	1.1492527846712619e-05	3.812219074461609e-05	4.1386723751202226e-05	6.039834715920733e-06	0.0011830793228000402	0.0005615323316305876	7.2826842369977385e-06	1.4732147064933088e-05	0.0012048643548041582	2.9410337447188795e-05	0.00022641381656285375	4.687119508162141e-05	4.342214651842369e-06
PAX5	1.3980823496240191e-05	0.00042947803740389645	0.001729226321913302	7.448278438459965e-08	1.309687718276109e-07	1.480100166872944e-07	6.33461638699373e-07	4.549542609311175e-06	1.0778781245335267e-07	1.3294850020884041e-07	7.265557400160105e-08	2.519514055165928e-07	6.2291380942269825e-09	1.9441647509665927e-06	1.962653550435789e-05	5.975349637310501e-08	1.0639226388775569e-07
PBK	3.6357332078296167e-07	2.4914523237384856e-05	7.727211226438158e-08	1.3334576465240389e-07	0.004668705631047487	6.398119012374082e-08	3.760048059575638e-07	4.94603796141746e-07	6.880679848109139e-08	9.44205069686177e-08	5.189290064322449e-08	1.919429735153244e-07	2.21557615986967e-06	2.2712468350505333e-08	2.1949767869955394e-07	9.241936282933239e-08	1.1444157621554041e-07
PBX1	1.4738168374606175e-06	9.453666507397429e-07	0.00016669269825797528	0.00037228953442536294	5.742696885135956e-05	5.710969344363548e-05	0.0009357347153127193	1.1991956853307784e-05	0.00048033089842647314	0.00023616924590896815	1.0715128155425191e-05	2.4205262434406905e-06	0.0021223807707428932	1.6838421288412064e-05	0.00039233441930264235	0.00016553395835217088	9.948387742042542e-06
PBX4	8.09999619377777e-06	9.32810507947579e-06	3.0937246719986433e-06	2.1598800231004134e-05	1.3546229638450313e-05	1.557363702886505e-06	1.628105565032456e-05	0.0009821358835324645	0.00010152420873055235	2.894359113270184e-06	9.535759204482019e-07	0.0002891631447710097	5.60723208309355e-07	0.0004201517440378666	1.0630051292537246e-05	7.342672461163602e-07	0.0006136535084806383
PBXIP1	0.00010921992361545563	5.294953007251024e-05	5.8977679145755246e-05	0.00015917912242002785	2.595982005004771e-05	4.605278081726283e-05	0.00012676758342422545	0.0015495183179154992	0.00024904601741582155	0.00018588143575470895	4.310854637878947e-05	0.0003662277013063431	9.698123903945088e-05	0.0012563777854666114	0.00024459531414322555	8.759823685977608e-05	0.0009225641842931509
PCAT19	1.4160480077407556e-06	4.5444974716701836e-07	9.835664513957454e-07	1.9148913565913972e-07	6.900689641042845e-06	8.186507329810411e-07	1.0203710189671256e-05	1.2321939948378713e-06	2.1287826257321285e-06	6.512130994451582e-07	6.425104857044062e-07	4.001880142823211e-07	3.242199818487279e-05	8.832191724650329e-07	4.041330612380989e-06	0.001235229428857565	5.080721621197881e-07
PCBD1	0.0003375406959094107	0.0003332371124997735	8.135296229738742e-05	0.0003917895082850009	0.000264343514572829	0.0011635302798822522	0.0004979835939593613	0.00020176406542304903	6.147238309495151e-05	0.00017893366748467088	0.000544936687219888	0.0003040158189833164	0.0015224957605823874	0.00015466962940990925	0.00044535082997754216	7.093229214660823e-05	0.000461133400676772
PCBP1	0.0008272503619082272	0.0009380121482536197	0.0006608322728425264	0.00045424175914376974	0.0009381510899402201	0.0013926831306889653	0.0003208076232112944	0.0014117000391706824	0.00012843759031966329	0.00036080850986763835	0.0006506037316285074	0.0021006581373512745	0.00020505541760940105	0.0012496623676270247	0.00020079368550796062	0.00033496570540592074	0.0024245420936495066
PCDH1	3.969800673075952e-06	1.0961394991682027e-06	1.107884031625872e-06	1.4771326277696062e-06	1.0364362424297724e-05	2.2732356228516437e-05	2.7821546609629877e-05	5.374871534513659e-07	1.0988929716404527e-05	0.000552977726329118	9.06279638002161e-06	7.130464041438245e-07	0.0002348694106331095	1.6926643411352416e-06	3.963754352298565e-06	0.0007194704376161098	1.1358522442606045e-06
PCDH12	1.585982658980356e-06	1.692009959697316e-06	3.851431301882258e-06	4.4092962525610346e-07	3.6448843729885994e-06	4.4670574084193504e-07	5.862217676622095e-06	7.137594479900145e-07	5.447764124255627e-06	3.7496520235436037e-06	0.00012714507465716451	8.346916047230479e-07	2.3323470088598697e-07	3.549641292011074e-07	3.7231268379400717e-06	0.002015873324126005	9.230508112523239e-06
PCDH17	6.318733198895643e-07	4.3298774698996567e-07	9.988934834836982e-07	6.687303653052368e-07	1.0768879974420997e-06	1.4356815825067315e-07	3.128312891931273e-05	3.1178092285699677e-07	5.598836651188321e-06	3.8511392631335184e-05	7.318925554500311e-07	3.8127646462271514e-07	2.978781843410161e-08	1.7966183918360912e-07	1.5963288433340495e-06	0.0018459984567016363	7.558919037364831e-07
PCDH18	1.3122925111019867e-06	5.006409651286958e-07	6.245377903724147e-07	0.0005787805421277881	6.766112619516207e-06	4.294714017305523e-06	0.0045259264297783375	7.05814557022677e-07	0.0008289582328870893	0.0009948137449100614	2.0060313090652926e-06	4.1353422375323134e-07	5.796306936645124e-07	2.3570951270812657e-06	0.000677034433465451	3.1727238365419907e-06	1.234342221323459e-06
PCDH7	1.570642666592903e-06	4.4066086957172956e-07	4.3302341623530083e-07	0.0008559380075894296	1.2160493270130246e-06	3.1582758310833015e-06	4.738527877634624e-06	5.310307642503176e-07	0.0016469048568978906	1.7998280554820667e-06	1.391703790432075e-06	1.0357047131037689e-06	4.566276402329095e-06	3.442177387569245e-07	1.0589606972644106e-05	9.03419731912436e-07	1.182792175313807e-06
PCM1	7.593076588818803e-05	0.00027289727586321533	0.00034900757600553334	0.00020603019220288843	0.00028403749456629157	0.00019130196596961468	0.0007042703800834715	0.0007185441209003329	0.0006250431179068983	0.00027615425642579794	0.0001808347151381895	0.0005163184832781553	0.001703403890132904	0.0009537081932649016	0.0009484697948209941	0.00031963756191544235	0.0003487940994091332
PCNA	0.0001259467244381085	0.0003463355533313006	5.063858407083899e-05	0.0001758403959684074	0.0020023214165121317	0.0003205073007848114	8.529280603397638e-05	0.00029403777443803847	5.155553299118765e-05	8.591508230892941e-05	5.24452916579321e-05	0.00024340531672351062	0.00032058689976111054	0.0002448014565743506	0.00018654423183761537	0.00020214731921441853	0.00035033334279432893
PCOLCE	4.811230155610247e-06	3.7798238281538943e-06	4.2851479520322755e-06	0.0011495352955535054	3.709964585141279e-05	3.677737186080776e-05	0.0009230024297721684	8.881595022103284e-06	0.0013145901029929519	0.001004484249278903	6.661745828751009e-06	2.1275602193782106e-05	2.6314846763852984e-05	2.6912464818451554e-05	0.00026352726854383945	5.954390871920623e-06	8.808021448203363e-06
PCTP	0.00012247708218637854	0.0001527595886727795	0.0004084449028596282	8.917247760109603e-05	0.0001206536398967728	0.00022039310715626925	0.000287006376311183	0.00015671462460886687	0.00015260494546964765	9.318996308138594e-05	0.0002454205823596567	0.00020149641204625368	0.00014701788313686848	4.4848966354038566e-05	9.337778465123847e-05	0.00021767619182355702	0.0006596102612093091
PDCD1	1.2898980457975995e-05	3.825459134532139e-05	1.2112602689740015e-06	2.0768014508121269e-07	8.364774657820817e-06	1.6441950947410078e-06	1.019669525703648e-06	0.0009117847075685859	3.2147113415703643e-07	3.2044616204984777e-07	2.7718044748326065e-07	0.0006081420578993857	6.051543266494264e-08	1.1583781088120304e-05	1.0151085234610946e-06	3.2887896850297693e-07	0.002239882480353117
PDCD1LG2	7.809991075191647e-05	0.00028951509739272296	0.0003488929651211947	0.00015649785927962512	6.640232186327921e-06	1.0585072232061066e-05	0.0001407811214448884	6.19449419900775e-05	0.00012804173456970602	1.4643644590250915e-06	0.0005306513630785048	2.161162774427794e-05	6.296589845078415e-07	8.002773938642349e-06	5.231617615208961e-05	3.60945487045683e-05	0.00012473687820602208
PDCD6	0.00029770011315122247	0.0005709086544811726	0.0005405775154940784	0.0003775455988943577	0.0005253874114714563	0.0014465861022472382	0.000467410747660324	0.0011050108587369323	0.0001728456118144095	0.0003594410663936287	0.00026359190815128386	0.0009839782724156976	0.0012377810198813677	0.0008785518584772944	0.0008118099649436772	0.0004175185167696327	0.0012123804772272706
PDE1A	1.2578032055898802e-06	2.3147613603669015e-07	1.612602460454582e-07	0.0001385491486871615	2.685545950953383e-06	2.2694785002386197e-06	0.0008754308219067752	2.403296832653723e-07	0.00013332063099369407	0.0017610759241506457	1.413142626915942e-06	1.2898964030227944e-07	1.626109951757826e-05	5.846549129273626e-07	6.019019565428607e-05	3.643953050413984e-06	2.8996274181736226e-07
PDE2A	2.8481026674853638e-06	1.2004888958472293e-06	1.1255471690674312e-05	2.96973325930594e-06	3.49400522736687e-07	8.005965810298221e-07	3.704932169057429e-05	1.4096539189267787e-06	3.850009761663387e-06	4.1928651626221836e-05	3.945318894693628e-05	4.482201916289341e-07	3.590394825891963e-08	3.3195559012710874e-07	5.547473392653046e-06	0.001386250602081418	1.3142762327333912e-06
PDE3A	1.310719767388946e-06	2.7852954076479364e-07	0.0004416627052705735	0.00013298625708557665	2.0801937807846116e-06	3.489855544103193e-06	0.000225406838580966	1.9703776388269034e-07	0.0003969149256590754	0.0018978849984705448	2.24091286327166e-06	5.683860990757239e-07	2.7397305757403956e-07	7.602456975064342e-08	8.586328476667404e-06	1.702648262380535e-07	2.3400592397138098e-07
PDE4A	0.0002572895900812	0.00011134762462461367	0.00022200384410098195	0.00042795977788046	9.150441474048421e-05	8.641827298561111e-05	0.00047694615204818547	0.00012966242502443492	0.00016683709691278636	0.00024036591639742255	0.00048301639617420733	0.0003820849524345249	0.00017525888688396662	2.7329235308570787e-05	0.00027635370497591794	0.00012692579184658825	0.0005232814000919461
PDE4B	0.000547136936802417	0.0004427395761013031	0.0005794641328975558	1.2989712558919564e-05	3.201156869181432e-05	3.741616092156619e-05	0.0001145092464867048	0.0013630414614453912	3.378853216418065e-05	2.677226802916266e-06	9.267796849599108e-05	0.00048049044562503695	1.3706103345612064e-05	0.00047557734069414437	0.00012691316078417003	8.08073891676031e-05	0.000456051726359874
PDE4D	7.340824231505394e-05	5.553475784836337e-05	0.00027066763141192496	6.532503175549209e-05	6.387136818375438e-05	4.8968286137096584e-05	0.00020694054546765983	0.0007606028812006116	0.0002227866352768615	1.2233969755470753e-05	1.1417371752031613e-05	0.0005340289790183306	7.696407010371331e-06	0.00031097105238586664	6.938009028090164e-05	0.0002502408460713923	0.0007850284455344081
PDE5A	2.0112042875553016e-06	1.741954974932014e-06	5.460829925141297e-06	0.00021984073100611567	2.24387022171868e-05	1.8016620742855594e-05	0.0006588785909116268	4.4770827116735745e-06	0.00040269672172144055	0.0016849146923050284	3.51039921042684e-06	1.899809944916342e-06	6.441666482714936e-05	8.847295248415321e-06	0.0007667430327273905	6.050344723007584e-07	1.5728065818620962e-06
PDE7B	1.508560899310396e-06	2.4263999875984155e-05	0.00022011024702806026	4.2328327253926545e-05	4.135978542763041e-06	3.2668137919245055e-06	0.0008592744125053287	0.00013696614769287407	0.0001713112142169848	0.00010998718062182888	7.3328669714101125e-06	1.7333770301775075e-05	1.508867171651218e-06	5.337902621249668e-06	0.00025046904920600355	0.00032771556288935244	0.001609752420336008
PDGFA	1.2503799553087447e-05	6.5453969000373036e-06	2.42897749558324e-06	0.0001486218679929152	8.130376045301091e-06	5.019917443860322e-05	0.0001328200742136687	2.6172665457124822e-05	0.00018531376554165035	0.0020261993631720543	7.372170512098819e-05	1.637503009987995e-05	7.456594903487712e-05	7.633261702721938e-06	0.0005231204559095204	0.00012109488307032734	0.000293960067210719
PDGFB	1.2134478311054409e-05	9.47203443502076e-06	1.5283732182069798e-06	3.651908571100648e-07	7.310890214284882e-05	4.359722424851498e-06	1.0037236279458739e-05	6.215499161044136e-05	4.049874860356795e-06	0.00017571556963957846	0.00020527964807115495	7.36447109375149e-05	0.00012079255247954279	0.00021164938516449183	5.276967385725584e-06	0.0013039909536018968	8.286217962449882e-06
PDGFRA	7.049034593364922e-06	1.1670929325191537e-06	4.785208602697821e-07	0.0009698873036541045	1.5729611959613976e-06	2.090133239107672e-05	0.0008183280588127673	1.030804469337454e-06	0.0014681072207167745	1.722017827887612e-06	4.291270670364611e-06	1.0280367632731213e-06	2.2174253899720497e-06	2.975877350763767e-06	0.00028071983251720667	9.324473921878962e-07	2.5619524421927053e-06
PDGFRB	1.8133254116037278e-06	3.6391697904036846e-06	6.8492710170176e-07	0.0006813962245360017	1.4022979257788393e-06	4.5866240725445095e-06	0.0006226477562449872	2.61798868450569e-06	0.002149455714970827	0.0022632998879998922	4.239430836605607e-06	3.049277438549325e-06	4.5315991314964776e-07	2.7518753995536827e-06	7.280671707121655e-05	8.697952011971211e-07	3.6130263652012218e-06
PDGFRL	2.5922547592927003e-06	3.681130465338356e-06	3.3165164836646e-07	0.0014424496330320835	1.3494822269422002e-05	3.358796675456688e-06	0.0003200382925570011	8.693469339959847e-07	0.000671752670314163	2.2849388187751174e-05	5.352812422643183e-06	6.556933840329293e-07	1.7233307517017238e-05	2.7279929781798273e-06	5.836444688611664e-05	9.350662367069162e-06	1.6283439663311583e-06
PDIA4	0.002264144131913781	0.0003251397574786097	0.0002017544029513374	0.0005227213259786367	0.00028536998433992267	0.00022995492327027023	0.0002684476494323462	0.00035459676291793585	0.0004905009991489351	0.000292218872345984	0.00043313001515343785	0.0004405784129630774	0.00033444768632762134	0.0002909101021941751	0.0001941690716193989	0.0004104397667106241	0.0004727599152829498
PDIA6	0.0021434929221868515	0.0005702165071852505	0.000399704062147066	0.00045382141252048314	0.0005534585798159242	0.0005380340735428035	0.00040722425910644233	0.0006699065561406314	0.00028478915919549763	0.00032568397000432014	0.0005107397446408868	0.000775675056502223	0.00039850882603786886	0.00029399164486676455	0.00024586429935880005	0.00046922708861529827	0.0011301592458039522
PDK1	0.002812423510476947	3.0308614441310056e-05	0.0001848910906119272	3.459125946392305e-05	0.00011073052883148193	0.00010956123151117936	2.0017843780806288e-05	0.00031603017123416066	0.00017837263294495642	3.1121806387091056e-05	9.823656000662595e-05	9.361677075503394e-05	4.7225603339029476e-05	0.00023988001339603215	2.4843977371347137e-05	7.110182923497632e-05	0.0001647863391553983
PDK4	1.6178214536921587e-06	1.3827954717271496e-05	1.122700496125617e-06	2.611009949760046e-05	5.87175293276232e-07	4.53636675956659e-06	0.0007643252611160278	6.735778583788488e-07	2.8001502869301476e-05	0.0002486364683136344	0.00034887262154370546	1.694492880233156e-06	1.5123358934943099e-05	3.5682792258739937e-06	0.00040833320235833526	0.0005302209756337106	1.9356361917743925e-06
PDLIM1	0.0002308019029442221	7.555930642411113e-05	0.0007176970830187201	0.0002598110295366496	0.00010938333434751257	0.00030705248354934156	0.00019383284961804748	3.2189618650591e-05	8.211895328713581e-05	0.001126307062804699	8.149698260240257e-06	0.00010467789979884401	0.0002606525958981365	4.090304719284177e-05	0.001179422251880169	0.0009464122704230249	4.351599727669964e-06
PDLIM3	7.066029411362251e-06	1.437250148228486e-06	1.198808490698866e-06	0.0011866509448736906	2.983021295221988e-05	0.00010712932999012992	5.88560251344461e-05	1.010401319945231e-06	0.00040801428258419037	0.0008903500274755061	8.228857041103765e-06	1.909181492010248e-06	7.701658614678308e-05	1.0947916280201753e-06	0.00016021243936847895	3.993728751083836e-05	4.0967574932437856e-06
PDLIM4	4.316506874602055e-06	4.617748800228583e-06	1.4790531395192374e-06	0.0007908180705271661	3.772373020183295e-05	0.0003214260796085	6.771093467250466e-05	3.7758707094326383e-06	0.00021225371165201068	4.024509325972758e-05	8.450383029412478e-05	2.2812377210357226e-05	8.364930545212701e-05	2.38269308283634e-06	0.000911826966330409	7.519432983826846e-05	0.0004641976556740701
PDLIM5	6.466052582254633e-05	0.00012120106111979112	0.00017466448480263352	0.001002832897938788	8.711142436368391e-05	0.00013407159713096917	0.00011406399426050484	0.00018215323507320136	0.0013538701459765434	0.0006428221822716296	0.00024442659923806787	0.00016707733448129147	7.855847798055038e-05	0.00013414741260930896	9.191302524413913e-05	0.0005939833354204893	8.732947026146576e-05
PDLIM7	1.8310263840248808e-05	0.00017730346007738262	7.705696043558419e-05	0.0010020287008956075	0.00020434420730452985	0.00015710096340626478	0.0001276822731597349	4.4014668674208224e-05	0.001649457379244268	0.0008824084070511162	0.0003776778466999531	9.436892287340015e-05	6.48144050501287e-05	4.002736022812314e-05	0.0003520457830745727	0.0003574102302081883	0.0003771598276216537
PDPN	4.609117240761407e-06	4.959088528266875e-06	5.289161890686955e-07	0.0013592184986919165	1.6234722579611116e-06	2.4639764433231903e-06	0.00030208556563593447	8.066039640652889e-07	0.0005150241195224226	7.830577715139952e-07	0.0002511963830329478	4.209190933579521e-07	3.498544742797094e-07	4.23219944423181e-07	5.963470903225243e-05	1.219194473378593e-06	4.772725333168637e-06
PDZK1IP1	7.109026228135917e-06	2.898083948821295e-06	5.138066399013042e-07	4.592070126818726e-06	2.2157294097269187e-06	7.52057894715108e-05	1.0852763807633892e-05	4.425625320436666e-06	1.6640808553347597e-06	2.653437832123018e-06	4.2255205698893405e-06	4.910345069220057e-06	0.0011870103189721704	9.64161881711334e-06	2.9710387025261298e-05	6.42795612293412e-07	5.240413429419277e-06
PEAK1	3.9180336898425594e-05	0.00011070305481553078	0.00010662926797522232	0.0003704079135786742	3.197504338459112e-05	2.7959944418398663e-05	0.0006027298513799906	7.175274367909878e-05	0.001414031721651554	0.0011359108611941338	0.00023113285715226084	4.334259210736491e-05	2.8495158403529786e-05	4.8009482270572335e-05	8.594259998062626e-05	0.00046302215196192265	6.130465044407174e-05
PEAR1	1.5127225196920335e-06	5.610216931017931e-07	5.117252044328779e-07	6.47888591629453e-05	7.424513910336827e-07	1.3625009387396858e-06	0.0023441254161298275	2.3079553557181498e-07	0.00015985005302354693	0.0008833809988573194	3.552736870915396e-06	1.1663747301327021e-07	5.5220723993443244e-08	2.1525347904116643e-07	0.00019661775149870664	0.0005434428458102047	5.94544530940766e-07
PEBP1	0.0006036078557372093	0.0004252439830452204	0.0009115035063587129	0.0008141719154082239	0.000493279134389013	0.0015625989763066173	0.0008042404078878462	0.0006393124931491911	0.0001475850003771484	0.0006590853445231915	0.00036943654413335025	0.0007733452948741615	0.0015485936310142279	0.0012286087730899453	0.0019182591931894422	0.00024147263320628554	0.0011017119977623224
PECAM1	0.0005161594017408788	8.509235340170562e-05	4.335229459684342e-05	4.3259680637675046e-07	9.931574822985567e-06	1.4550297464666073e-06	2.6654570319806226e-05	3.239975922042504e-05	3.0739427074877312e-06	1.8257906049257144e-06	0.00029019603971391916	0.000259596505202353	7.176363681082876e-08	5.0041518989019096e-05	4.890222953690682e-06	0.0022575315088033676	2.125917308148928e-05
PEPD	0.00022345474280882627	0.00035672387457452714	0.00029977946542203426	0.00028369997744448483	0.0001105815899791196	0.0004489244311116636	0.0003253845789004117	0.0002718197356443852	0.00012118944141548127	0.00035884740645997226	0.0006736608920618892	0.00042286800453439355	0.00016840914031490684	0.00038000321364961565	0.0005198484868742526	0.0003004227764904499	0.0003904987534042448
PERP	4.8391120799351484e-05	6.578319698746782e-06	3.2507393825653708e-06	0.0003230680013075471	4.377692312118597e-05	0.00022654714121017605	3.756285514100455e-05	6.866263720439747e-05	0.0001869223779067397	1.804202292987611e-05	2.9220670967333717e-06	0.000192940206034109	0.0011084731668233871	0.00011004357656929642	0.00045326806139200926	4.716574039775878e-05	8.977785182651132e-05
PFDN2	0.0002709701657295227	0.0004236147797200829	0.000274791062111035	0.0002999038260895759	0.0006414934759959579	0.0013372998218983412	0.0002701639023143798	0.0005082948482595384	4.993268521502614e-05	0.0002560469729360193	0.0002661787730176002	0.0006690775626339018	0.0006751303444616497	0.0004160521784797311	0.000256661674939096	0.00022858385636936873	0.0007228213362395763
PFDN5	0.0008363876841031015	0.001357733621262014	0.0014917022781446576	0.0009909988148137927	0.000257835810771212	0.00230794376693666	0.0008626664057374001	0.0014300575712695718	0.000255642575211823	0.0009231960284523666	0.0009487434872426093	0.001978259300813079	0.0007693738443776965	0.0043183439411222935	0.0035952965263277292	0.0004911490832455456	0.0015998714370653033
PFN1	0.0002931380004156381	0.0021689063869416714	0.0003083164046984166	0.00043649019789882004	0.0016652509802952409	0.0016547470586374402	0.00022780690051149577	0.001885735196992755	0.00010444333747727796	0.0004086803528480232	0.0008412758470512927	0.0028059259057044983	0.00043586076935753226	0.0012808855390176177	0.00038490098086185753	0.0003368777979630977	0.0037374943494796753
PFN2	3.64187071681954e-05	3.1434858556167455e-06	3.5269301861262647e-06	0.0005943938158452511	0.00020798639161512256	0.0012965247733518481	8.682414045324549e-05	1.2292489373066928e-05	0.0001027338657877408	0.00019979299395345151	4.741488737636246e-06	1.4675834790978115e-05	0.0007298219716176391	4.575197453959845e-05	0.00012901144509669393	3.964567804359831e-05	1.3588208275905345e-05
PGAM1	0.00043584825471043587	0.0007953483145684004	0.00015399280528072268	0.0005533407675102353	0.0009718702058307827	0.001198582467623055	0.0002517167304176837	0.0009885260369628668	9.120802860707045e-05	0.00046892487443983555	0.0005571873625740409	0.0010528749553486705	0.00036985852057114244	0.00046017993008717895	0.0003498133737593889	0.00021120764722581953	0.002498790854588151
PGD	0.00029900652589276433	0.000571751850657165	0.00034730846527963877	0.00021418499818537384	0.0005015628412365913	0.0004033264413010329	0.000545752642210573	0.0002748450788203627	6.614394806092605e-05	0.00010771426605060697	0.0011464053532108665	0.00029356908635236323	0.0003879785945173353	0.00027240312192589045	0.0004101834783796221	0.00015806905867066234	0.0004212245694361627
PGF	6.9582210926455446e-06	8.518625804754265e-07	1.3851558833266608e-06	5.727676034439355e-05	2.5443425329285674e-05	8.096577948890626e-05	0.0014259645249694586	4.7635970190640364e-07	5.6145829148590565e-05	0.002276770304888487	4.679520770878298e-06	3.708401266067085e-07	2.184709046559874e-06	6.590150292140606e-07	0.00025543480296619236	0.00029529465246014297	7.061935889396409e-07
PGK1	0.0002530187484808266	0.0007785189663991332	0.00017181693692691624	0.00025886757066473365	0.0005780169740319252	0.00094611756503582	0.00013629852037411183	0.0005807793932035565	0.00015819325926713645	0.00021533593826461583	0.000755582470446825	0.0009331760811619461	0.00031679021776653826	0.0005396324559114873	0.00017466029385104775	0.00023716030409559608	0.001011963584460318
PGRMC1	7.401534094242379e-05	0.00010403755004517734	5.092969513498247e-05	0.0005972927901893854	0.0002880869433283806	0.00016554020112380385	0.00112893246114254	0.00016261589189525694	0.00021242098591756076	0.0003345225704833865	0.00013841743930242956	0.00018039984570350498	0.000601770356297493	0.0001652653591008857	0.00048055435763671994	0.000273160490905866	0.000237173298955895
PHACTR1	6.254645268199965e-05	0.0011089462786912918	0.0009529163944534957	5.121499270899221e-05	1.2758512639265973e-05	5.330346539267339e-05	2.2023208657628857e-05	1.05096805782523e-05	0.00016737409168854356	2.0313924324000254e-05	0.0005482231499627233	2.9020804959145607e-06	6.322951321635628e-06	2.1517810182558605e-06	7.709027704549953e-05	0.0001427271490683779	6.349634418256755e-07
PHACTR2	2.508842953830026e-05	0.00014792494766879827	4.414034992805682e-05	0.0006249935249798	5.1122449804097414e-05	3.615860623540357e-05	0.0009611345012672246	0.0005777884507551789	0.0007252083159983158	0.00028070042026229203	0.0003384551964700222	0.00012838741531595588	1.4057552107260562e-05	0.00016631120524834841	0.00033686947426758707	0.0007709330529905856	0.0008931554621085525
PHF1	0.00046104248031042516	0.00012530619278550148	0.00045908044558018446	0.0001683301670709625	4.7296605771407485e-05	0.0001401166955474764	0.0002193542750319466	0.0009663531673140824	0.0003502603794913739	0.000188952122698538	8.26673349365592e-05	0.000735184527002275	0.00017320961342193186	0.0015437069814652205	0.0008118905243463814	0.00013706348545383662	0.00044280666043050587
