Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12
AC245100.1	7.930977881187573e-05	0.0006500253221020103	4.653826908906922e-05	0.0004452213179320097	0.0002800835354719311	4.1555220377631485e-05	7.344791015384544e-07	5.257589145912789e-05	3.650583676062524e-05	0.00018550382810644805	1.854815309343394e-05	4.609029565472156e-05
ACACB	3.501663013594225e-05	8.080536645138636e-05	1.6986745322356e-05	9.57329393713735e-05	2.812707498378586e-05	0.00023029181465972215	0.0005201650783419609	1.506679200247163e-05	0.0002459007955621928	4.7023557272041216e-05	4.611348776961677e-05	2.2699077817378566e-05
ACAT2	0.0002677073935046792	0.00043077312875539064	0.00021873610967304558	0.00024559421581216156	0.00016106503608170897	5.873807822354138e-05	6.304781709332019e-05	0.0006235693581402302	0.0001558450167067349	0.00022322214499581605	0.00024913952802307904	0.0001030590501613915
ACE	2.5253202693420462e-06	3.212101728422567e-05	9.118895832216367e-06	3.0754085855733138e-06	4.042149612359935e-06	0.00011619689757935703	0.0012275074841454625	4.141368663113099e-06	3.7260891986079514e-05	3.131070798190194e-06	1.7233107428182848e-05	0.00024029467022046447
ACER3	0.00012179922487121075	0.00015775245265103877	0.00036993829417042434	0.0002615115372464061	8.806180267129093e-05	0.0001574631460243836	0.0002340142527827993	0.00014522625133395195	0.00028504524379968643	0.0006679807556793094	9.429911733604968e-05	0.0006530583486892283
ACKR1	1.8922351046057884e-06	1.1030233508790843e-06	9.117072750086663e-07	6.6045317907992285e-06	1.1008332876372151e-06	5.162033858141513e-07	0.0008809976279735565	2.079061829363127e-07	2.6121012979274383e-06	2.382052798566292e-06	1.367675253050038e-07	8.240334068432276e-07
ACOT7	5.962292561889626e-05	0.00019495785818435252	0.00013479635526891798	0.00012044041795888916	1.9539682398317382e-05	7.254094089148566e-05	0.00017432772438041866	0.0007876093150116503	6.8575085606426e-05	0.0012399706756696105	4.640025144908577e-05	0.00018930959049612284
ACP5	0.00020452565513551235	0.00039977292180992663	0.0003792025672737509	0.00035336363362148404	0.0005514118238352239	4.691195863415487e-05	2.023856950472691e-06	0.00011177891428815201	7.390771497739479e-05	0.00026567952590994537	0.0001510300353402272	0.0010986654087901115
ACSL1	2.210322600149084e-05	0.00012777571100741625	0.0006010978831909597	0.00013339403085410595	9.980257163988426e-05	0.00020908538135699928	5.963286093901843e-05	0.00017619454592932016	0.0001694893289823085	4.7045923565747216e-05	0.00027753954054787755	0.00043931102845817804
ACSL3	9.702614624984562e-05	0.00023901650274638087	0.00018605550576467067	0.0002584506873972714	0.00016297074034810066	0.0002618171856738627	0.0002209736849181354	0.00016152116586454213	0.0003447746566962451	0.00019383114704396576	0.0012694724136963487	0.000267259543761611
ACSL4	0.00014098659448791295	0.0002507914323359728	0.00039351408486254513	0.00016911796410568058	0.00015296274796128273	0.00021924170141573995	0.00021479105635080487	0.00015779001114424318	0.00015656564210075885	0.001360202906653285	8.014232662389986e-06	0.0006319407839328051
ACTA2	0.001201049191877246	2.209052581747528e-05	4.02752129957662e-06	4.028030161862262e-06	6.67245740260114e-06	0.0003823536681011319	2.773245796561241e-06	3.745963113033213e-05	0.0017465815180912614	1.5741894458187744e-05	3.413871354496223e-06	5.6776248129608575e-06
ACTB	0.0009087030775845051	0.001993452664464712	0.0024436863604933023	0.0012061473680660129	0.0008184325997717679	0.0005519272526726127	0.0003689207078423351	0.0012514472473412752	0.0005493951612152159	0.0010137779172509909	0.00025544813252054155	0.0008975436212494969
ACTG2	0.0015591512201353908	1.1391544830985367e-05	3.0067292300373083e-06	2.5952290343411732e-06	8.34311231301399e-06	8.455231181869749e-06	1.1307213299005525e-06	0.0002730479754973203	0.00045594607945531607	8.3313767618165e-07	0.0001242818107130006	6.801594167882286e-07
ACTN1	0.0004957846831530333	9.933231194736436e-05	0.0003738841332960874	2.6565970983938314e-05	5.827258974022698e-06	0.0012667933478951454	0.0004726266488432884	0.0001361226022709161	0.0010041777277365327	1.4377741536009125e-05	0.0003412386868149042	0.0002513627987354994
ACTR3	0.0003208919952157885	0.0012525173369795084	0.0009878899436444044	0.0007299642311409116	0.0007920311181806028	0.00027337242499925196	0.0002891616022679955	0.0005870520253665745	0.00031074939761310816	0.0008257535519078374	0.0002651491085998714	0.0006289085722528398
ACVRL1	0.0002860431850422174	2.998319246216852e-07	5.542113649426028e-05	2.2715553313901182e-06	1.0127730547537794e-06	0.0003363438881933689	0.0015347052831202745	7.503840606659651e-07	0.00017888667935039848	8.957023965194821e-06	4.553624535219569e-07	0.00012511764361988753
ACYP1	0.00024431783822365105	0.0003683595859911293	6.262881652219221e-05	0.00011228575021959841	0.00015691519365645945	8.107396570267156e-05	8.906456787372008e-05	0.0006258566281758249	0.00028255570214241743	0.00018252113659400493	0.00021669517445843667	4.919575076200999e-05
ADAM12	0.00010090339492307976	1.747127498674672e-05	5.1586398512881715e-06	7.152307080104947e-05	2.129864242306212e-06	0.0016216891817748547	8.412193324147665e-07	1.10547834992758e-05	3.946177821489982e-05	0.00024798139929771423	2.2172857825353276e-06	2.9450869988068007e-05
ADAM15	4.709135100711137e-05	8.447939035249874e-05	0.00020982544810976833	1.9136978153255768e-05	4.16717775806319e-05	8.978661935543641e-05	0.0016833554254844785	0.00032758578890934587	0.00014053468476049602	6.739395757904276e-05	0.00048497572424821556	0.0001089720317395404
ADAM19	1.4491719412035309e-05	0.0003449326322879642	0.0002335142926312983	0.0005521454731933773	0.0007706742617301643	0.0002134058449883014	7.08798979758285e-05	5.173258250579238e-05	0.00010549894795985892	4.890176933258772e-05	1.463585874716955e-07	8.513899047102313e-06
ADAM28	1.2440231103028054e-06	1.577538569108583e-05	0.00026595176314003766	0.0016235732473433018	0.001686361851170659	1.0932486702586175e-06	9.204862294609484e-07	5.592865818471182e-06	1.3528996305467444e-06	8.740132761886343e-05	3.4590777886478463e-06	0.0004052860022056848
ADAM33	0.000253140227869153	1.3515249008833052e-07	6.295915682130726e-06	1.5952942703734152e-05	5.77054777295416e-07	0.0006660694489255548	4.4047035885341757e-07	5.359069632504543e-07	9.750419849297032e-05	1.2664721680266666e-06	4.243545959070616e-08	3.294046564406017e-07
ADAM8	5.2390505516086705e-06	0.0006794887594878674	0.0006642787484452128	0.00023211738152895123	0.0003047429781872779	6.8701083364430815e-06	3.0402241009142017e-06	3.70965753972996e-05	1.2385483387333807e-05	0.0009045684128068388	3.170563286403194e-05	0.0004988047294318676
ADAMDEC1	4.085611635673558e-06	1.1359410478917198e-07	3.20997933158651e-05	4.8166534725169186e-06	1.529400105937384e-05	4.708147571363952e-06	1.2875315746896376e-07	1.5766538581374334e-06	4.622238066076534e-06	3.6773607803297637e-07	2.2401833277285732e-08	0.0007437943131662905
ADAMTS1	0.0002934540098067373	1.890555608952127e-06	3.9199557022584486e-07	1.4226984603737947e-06	4.75627530249767e-07	3.6393368645804e-05	0.0007691149949096143	5.315180260367924e-07	0.0005484475404955447	2.5155899493256584e-05	2.58824297816318e-06	6.400944130291464e-07
ADAMTS10	8.372405136469752e-05	5.049779429100454e-05	3.507080691633746e-05	7.930741958261933e-06	5.279717697703745e-06	0.0003545795916579664	0.00029294908745214343	1.194234391732607e-05	0.0005293242866173387	0.00033858470851555467	1.7719112292979844e-05	1.8694390746532008e-05
ADAMTS12	7.480040221707895e-05	3.139640796234744e-07	7.611479304614477e-07	1.3791980109090218e-06	9.231613944393757e-07	0.001380591536872089	6.830818506387004e-07	3.186501771779149e-06	0.0003805428568739444	2.1010457658121595e-06	2.758097025434836e-06	3.455385808592837e-07
ADAMTS2	9.368338214699179e-05	1.2035947065669461e-06	1.3581362736658775e-06	1.6823644273245009e-06	1.0598323569865897e-06	0.001595280016772449	3.279158988789277e-07	9.599058103049174e-06	0.00014136575919110328	3.157058699798654e-06	2.0165937257843325e-06	4.588828232954256e-06
ADAMTS4	4.299183274270035e-05	5.1928450375271495e-06	9.986398481487413e-07	3.6183966585667804e-05	5.984066774544772e-06	0.0003631612053140998	0.000543121132068336	0.00012178102042526007	0.000892122567165643	2.115452389261918e-06	5.195392986934166e-06	7.322455530811567e-06
ADAMTS9	2.2586076738662086e-05	7.044245364795643e-08	2.5725179852997826e-07	4.0648609456184204e-07	2.476712381849211e-07	3.3687265386106446e-05	0.0008898059604689479	9.965201570594218e-07	0.00033494236413389444	1.953977033508636e-07	6.118694955148385e-07	2.740543152413011e-07
ADAMTS9-AS2	0.0005802446394227445	6.06636518796222e-08	2.8394839546308503e-07	8.254669410234783e-07	2.709071225126536e-07	0.00018669261771719903	0.00018463678134139627	2.7076220021626796e-07	0.0007883592043071985	4.969330120729865e-07	1.2153013528859447e-07	1.7520635253731598e-07
ADAMTSL1	1.1442165487096645e-05	8.961180242295086e-08	3.184090928698424e-07	4.3543784045141365e-07	3.5493238215167366e-07	0.00035342411138117313	0.000881085405126214	3.6142560588814376e-07	2.554119873821037e-06	4.638434063508612e-07	2.913070034082921e-07	2.3826356709832908e-07
ADAP2	9.117371519096196e-06	3.6449675917538116e-06	0.0005390213336795568	5.603674799203873e-05	6.207417027326301e-05	3.4928125387523323e-06	2.3940524442878086e-06	4.3750915210694075e-06	0.0007540806545875967	1.6247950043180026e-06	1.0978867521771463e-06	0.0023484984412789345
ADCY3	0.0003724841517396271	0.00013283357839100063	8.583442104281858e-05	0.00019811696256510913	9.217717160936445e-05	0.00022420984169002622	2.5753881345735863e-05	0.00013750127982348204	0.0009598714532330632	0.000334271666361019	5.088630132377148e-06	0.0001659614354139194
ADCY4	1.7767621102393605e-05	8.474951755488291e-06	2.338332706131041e-05	1.949940633494407e-05	2.4719411158002913e-06	5.223197149462067e-06	0.0018556213472038507	2.6762847937789047e-06	0.0004088705754838884	6.277959619183093e-05	8.475712093058974e-05	1.4136332538328134e-05
ADCY7	7.910444765002467e-06	0.0005372997839003801	0.00042843088158406317	0.00022450745746027678	0.0002465966681484133	0.0002116641408065334	6.401402970368508e-06	5.543401857721619e-05	4.316392733016983e-06	0.0004770336963701993	1.1830205721707898e-06	0.0005269335815683007
ADCYAP1	1.1046762438127189e-07	1.4286150928910502e-08	8.969145426362957e-08	4.2227787844240083e-07	9.697232883354445e-08	3.310063334538427e-08	4.480097715031661e-08	6.8151507548464e-08	8.881656299308816e-08	0.0005581057630479336	4.970274858351331e-09	1.3101187334996212e-07
ADGRA2	0.0005364905227907002	3.192807582763635e-07	3.96015047954279e-06	4.885367616225267e-06	1.4981964113758295e-06	0.0008356157341040671	0.0002801158407237381	6.836238526375382e-07	0.0009768885793164372	2.90231105282146e-06	3.5041773571720114e-07	9.603694479665137e-07
ADGRE2	4.419885044626426e-06	3.76265452359803e-05	0.0013103799428790808	2.7292304366710596e-05	1.3704392586078029e-05	1.3401903743215371e-05	1.4542727910793474e-07	3.466535417828709e-06	0.00015277536294888705	0.00044658599654212594	2.0018110262753908e-06	0.001310501480475068
ADGRF5	7.799378181516659e-06	4.786859904015728e-07	3.4391152325952135e-07	1.7915504031407181e-06	7.721482688793913e-07	6.185249276313698e-06	0.0015180243644863367	1.3535244534068624e-06	0.0009823854779824615	1.1871985634570592e-06	2.0004449652333278e-07	3.7065493074806e-07
ADGRG1	5.128733391757123e-06	0.000137748007546179	2.5090879717026837e-05	9.986155191654689e-07	1.5746874851174653e-05	7.447787879755197e-07	0.0006179557531140745	0.00016413490811828524	2.5115630705840886e-05	0.0014754150761291385	0.00012177212192909792	5.896981292607961e-06
ADGRL2	0.00011779752094298601	2.41293378167029e-07	1.3695020015802584e-06	6.772173492208822e-06	9.488716727901192e-07	0.0002777653280645609	0.0010017227614298463	5.986512405797839e-06	0.0007518569473177195	5.4673660088155884e-06	6.858210326754488e-06	1.0565677257545758e-06
ADGRL4	2.06044273909356e-06	5.033301135881629e-07	6.461413590841403e-07	4.169532076048199e-06	1.934498186528799e-06	3.211194098184933e-06	0.0024936008267104626	3.9157032460934715e-07	3.0650353437522426e-06	1.7133023675341974e-06	4.6959269184299046e-07	7.067627620926942e-07
ADH1B	0.000950953341089189	4.0454983718518633e-07	4.2704726865849807e-07	9.694797881820705e-06	5.945762495684903e-07	7.469148113159463e-05	1.8684094982290844e-07	1.8466847961917665e-07	1.546980820421595e-05	8.673176239426539e-07	2.1428766316944348e-08	6.245488179956737e-07
ADI1	0.0007991790189407766	0.0004054579185321927	0.0003064310585614294	0.00027454178780317307	0.0004233055515214801	0.00019330778741277754	0.00014842161908745766	0.0006689018337056041	0.000331305229337886	0.0003259075456298888	0.0007913869922049344	0.00032435826142318547
ADIPOR1	0.0003933372790925205	0.0006054536788724363	0.0004300137225072831	0.00022036675363779068	0.0006589012336917222	0.00020193855743855238	0.00022745876049157232	0.0005631266976706684	0.00018199789337813854	0.0007050598505884409	0.0012047855416312814	0.0005626670899800956
ADIRF	0.0010727663757279515	3.7478714602912078e-06	4.498841008171439e-06	9.622579455026425e-06	2.2206995708984323e-06	6.746208964614198e-05	0.0005711341509595513	5.140519078850048e-06	0.0018943644827231765	1.0477609066583682e-05	0.0005737137980759144	3.121806685157935e-06
ADK	0.00013556548219639808	0.0005261827609501779	0.00012910793884657323	0.0008776203612796962	0.0005860307137481868	0.0001489638671046123	4.603191700880416e-05	0.0002615022240206599	0.00028249635943211615	0.00010650427429936826	0.00038502487586811185	0.00010836477304110304
ADM5	1.0525302059249952e-05	5.190879619476618e-06	8.599009220233711e-07	5.778814011137001e-05	3.2394477784691844e-06	5.909560059080832e-07	0.0005827363347634673	3.626335910666967e-06	1.0731429938459769e-05	7.686409844609443e-06	3.566248051356524e-05	2.695659077289747e-06
ADORA3	3.7083071902088705e-07	1.0466992961255528e-07	5.831521411892027e-05	3.1736550454297685e-07	6.089441626500047e-07	1.8750691310742695e-07	1.0849850013983087e-06	5.193343213250046e-07	1.6511329476998071e-06	2.082175711848322e-07	8.535589124392118e-09	0.0013817353174090385
ADRA2A	0.00020495768694672734	1.23164667797937e-07	1.785695872058568e-06	1.3130370462022256e-05	3.8024771242817224e-07	0.0006255308981053531	9.861548733169911e-07	1.0167665323024266e-06	0.0010101525112986565	6.339756509987637e-05	8.06871394161135e-05	6.933226813998772e-06
ADRB2	4.959520083502866e-06	0.00021799893875140697	6.0081074479967356e-05	0.00014748796820640564	0.0001459947816329077	1.7203676350163732e-07	0.00012707270798273385	7.365988039964577e-06	1.0779557669593487e-05	0.0028304122388362885	3.15616671286989e-06	0.00015658739721402526
AEBP1	7.245902088470757e-05	2.0435195438039955e-06	1.9339731807122007e-06	2.0311443222453818e-05	4.266552878107177e-06	0.002117242431268096	1.0039530934591312e-05	2.3810050606698496e-06	0.00012473500100895762	8.753198926569894e-06	6.500256404251559e-07	2.427286290185293e-06
AES	0.00042681721970438957	0.0014154386008158326	0.00019105216779280454	0.0005623753531835973	0.0002944746520370245	0.0004137644136790186	0.0004314254620112479	0.0004822698247153312	0.00029371140408329666	0.0002689903194550425	0.00031850626692175865	0.0002223999472334981
AFAP1L1	1.799001074687112e-05	6.260523122136874e-08	6.558898917319311e-07	4.82630468923162e-07	4.084419629180047e-07	9.588399734639097e-06	0.0015957111027091742	1.8532109606894664e-06	4.218288813717663e-05	7.292990176210878e-07	2.8904985356348334e-06	1.0686567293305416e-05
AFAP1L2	0.00012218760093674064	0.0001568258594488725	1.183442805086088e-06	1.075102682079887e-05	6.444309110520408e-05	0.00018312377505935729	0.0003462803433649242	9.403145668329671e-05	0.000868956558406353	0.0006918659782968462	2.5033801648532972e-05	5.4165980145626236e-06
AFF3	1.4021846254763659e-05	2.1721574739785865e-05	4.095858093933202e-05	0.0014726055087521672	0.000320033315801993	1.6033402062021196e-05	1.4310066944744904e-05	3.112628292001318e-06	0.00026198019622825086	1.437904666090617e-05	0.0016400943277403712	8.990705282485578e-06
AGR2	3.8450576766990707e-07	1.181020252261078e-05	8.847393473843113e-06	9.721939022711013e-06	2.571900722614373e-06	1.936300350280362e-06	1.3849264632881386e-06	1.281708955502836e-05	0.00011538738908711821	1.6301921732519986e-06	0.0004905814421363175	2.158222969228518e-06
AGTRAP	0.0002204023621743545	0.0005292431451380253	0.000816986954305321	7.91029742686078e-05	0.00012849218910560012	0.0002163882745662704	0.00020710486569441855	0.0002146285551134497	0.00010287590703228489	0.0016163013642653823	0.0003060958406422287	0.00043266129796393216
AHCY	0.0005542905419133604	0.00018809887114912271	0.00037204803084023297	0.00037942573544569314	0.00023532973136752844	0.0001423911307938397	0.0001259151758858934	0.0006740252138115466	0.0001459342602174729	8.393523603444919e-05	0.0006020217551849782	0.0002374140458414331
AHNAK	0.0009189689881168306	0.0009651406435295939	0.0003208456910215318	0.00036013542558066547	0.0001945558178704232	0.0011097207898274064	0.000752609281335026	0.00011795408499892801	0.000599357474129647	0.001019230461679399	0.0007807796355336905	0.0004316010163165629
AHNAK2	0.00010320277215214446	7.172106393227295e-07	2.933262749138521e-06	1.2009919373667799e-05	1.7699712770991027e-06	0.001026776386424899	0.00016889873950276524	2.4606410988781136e-06	1.4440373888646718e-05	4.718725904240273e-05	5.163732566870749e-05	8.982650615507737e-05
AHR	0.00015512562822550535	0.00024955198750831187	0.0005089156329631805	0.0001533150061732158	7.23794219084084e-05	0.0002903699059970677	0.0005214101984165609	5.193079050513916e-05	0.0004776382993441075	0.0007533066673204303	3.0136741770547815e-05	0.0006597996689379215
AIF1	1.020785248329048e-06	4.7409463149961084e-05	0.002771515864878893	1.3323921848495957e-05	1.9262684872956015e-05	2.3451186734746443e-06	4.999046154807729e-07	1.123630499932915e-05	5.307717401592527e-06	3.1573833894071868e-06	3.5914223417421454e-07	0.0020697845611721277
AIF1L	3.3836662623798475e-05	2.2170475233451725e-07	4.115717729291646e-06	1.2760787058141432e-06	1.2574057109304704e-05	3.8820649024273735e-06	0.000758355250582099	0.0001891232532216236	8.967342000687495e-05	5.489597697305726e-06	0.00021498977730516344	1.390442321280716e-06
AIM2	5.495833192981081e-06	0.00016582614625804126	9.79630567599088e-05	0.00017447289428673685	0.0014019549125805497	7.700431524426676e-06	3.061690949834883e-05	5.5783231800887734e-05	5.528404471988324e-07	9.565395885147154e-06	1.1324915050181517e-07	0.00013556625344790518
AK2	0.0002108028857037425	0.0004083445237483829	0.0004900277708657086	0.00019866223738063127	0.00038092397153377533	0.00023026391863822937	0.0003326533187646419	0.000952920934651047	0.0002600916486699134	0.00039637633017264307	0.0007868088432587683	0.00023206125479191542
AKAP12	0.0010984627297148108	6.104220915403857e-07	3.024748366442509e-06	0.00015080871526151896	2.5964507130993297e-06	0.000776697532273829	7.779939915053546e-05	2.263210490127676e-06	0.0002874826604966074	6.434150418499485e-05	7.421601821988588e-07	1.5459243513760157e-05
AKAP13	0.00016347042401321232	0.0009820142295211554	0.0004582651308737695	0.0007460309425368905	0.0004675807140301913	0.000571876298636198	0.0004645120643544942	0.00018698145868256688	0.00041616347152739763	0.0010397391160950065	0.00020781227794941515	0.0004390248213894665
