Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13
CPNE5	2.047351927103591e-06	7.803891094226856e-06	5.4399974942498375e-06	1.616947429283755e-06	1.0577499551800429e-06	0.0006380999111570418	1.4715787074237596e-05	0.00014932149497326463	7.807875590515323e-07	2.05205537895381e-06	4.371549039206002e-06	0.0027961726300418377	4.994416940462543e-06
CPNE7	0.0001439177867723629	0.00012695332407020032	1.7809465134632774e-05	2.700387267395854e-05	3.618883738454315e-06	2.1858882064407226e-06	3.0076009807089576e-06	0.00024320711963810027	1.7759814454620937e-06	3.478893404462724e-06	5.7206780184060335e-06	3.4561937809485244e-06	0.0007237437530420721
CPNE8	2.5547407858539373e-05	8.022089787118603e-06	0.000141529060783796	2.935333213827107e-06	0.00015240268839988858	0.0005925215082243085	0.0002476582885719836	0.00015170079132076353	0.0002126731415046379	0.00016211038746405393	0.0002911245101131499	1.4651011952082627e-05	8.066381997196004e-05
CPPED1	0.00012539835006464273	0.0001519978977739811	9.347593004349619e-05	0.0001241743448190391	0.00013889739057049155	0.00030451948987320065	0.0007665360462851822	0.0008111790521070361	0.0002725988160818815	0.00023286492796614766	0.00012385152513161302	2.6145755327888764e-05	0.00019201377290301025
CPVL	3.4436393434589263e-06	9.096328540181275e-06	6.288916210905882e-06	3.057918320337194e-06	0.00016806604980956763	5.9235764638287947e-05	0.0013859670143574476	1.1709768159562373e-06	1.4474040881395922e-06	2.3780060018907534e-06	1.524807794339722e-05	2.845916469595977e-06	5.908635216655966e-07
CPXM1	1.3045369087194558e-06	1.0048079275293276e-05	1.5860472558415495e-05	1.2965000451004016e-07	0.0013430607505142689	9.51196034293389e-06	4.684475243266206e-06	6.035799015080556e-05	9.444163151783869e-05	0.00034883999614976346	0.0012451295042410493	4.6499342715833336e-05	1.8985258066095412e-05
CPXM2	2.7960134048043983e-06	8.42557074065553e-06	7.217704933282221e-06	1.8618775357026607e-05	0.0006033245008438826	0.0005355990724638104	7.331657343456754e-07	3.430841957197117e-07	1.77807385171036e-06	0.0006614365265704691	0.0003073233528994024	4.7458058816118864e-07	3.2134795446836506e-07
CR1	8.340464319189778e-08	4.0175518734031357e-07	3.754573117475957e-05	4.914857143489826e-08	1.9256997063621384e-07	1.0472717093534811e-07	0.0003999315667897463	2.1831042431585956e-06	5.658895588567248e-06	1.757880880859375e-07	2.5489057975391916e-07	0.0010725465836003423	1.995968659684877e-06
CR2	7.453495953768652e-08	1.0647341497360685e-07	7.361363259406062e-06	4.474387438335725e-08	2.1054353283034288e-07	5.9477134328744796e-08	3.053740147151984e-05	2.077961880786461e-06	4.806669267054531e-07	7.239436428108093e-08	1.7365766780130798e-07	0.0010704492451623082	6.149881528472179e-07
CRABP1	2.9433454784566493e-08	0.00042766620754264295	1.6404792404500768e-05	0.0002439955569570884	9.940034942701459e-05	4.4041406965789065e-08	2.905395149355172e-06	7.52803970271998e-08	3.614486558944918e-07	5.679962811200312e-08	2.7985188353341073e-06	9.824773172795176e-08	1.552427988826821e-06
CRABP2	4.633252046915004e-06	5.741538552683778e-05	2.8230389943928458e-05	0.000694125599693507	0.0009623357327654958	2.4957105324574513e-06	7.01969565852778e-06	3.853826910926728e-06	7.814759555913042e-06	0.00023686548229306936	8.910504402592778e-05	5.752742708864389e-06	7.084882781782653e-06
CRACR2B	0.0014355247840285301	3.443398600211367e-05	8.475513823213987e-06	0.0008531541679985821	2.830359562722151e-06	0.00018534043920226395	2.2619733499595895e-05	8.815036562737077e-05	2.8269580525375204e-06	9.730945293995319e-07	1.9830535165965557e-05	0.00029486676794476807	4.27684499300085e-05
CRAT	0.001345272408798337	0.00021019895211793482	0.00019342037558089942	0.0012581422924995422	0.00029136877856217325	0.00019684118160512298	0.0001134444319177419	0.00016673418576829135	0.00022809028450865299	0.00031965930247679353	0.00027333086472935975	8.595871622674167e-05	0.00016017975576687604
CRBN	0.0006590312113985419	9.89470281638205e-05	0.000635650590993464	0.00014033754996489733	0.00020268623484298587	0.0003732933837454766	0.00013430255057755858	0.0007338565192185342	0.0003019899013452232	0.00011168394848937169	0.00022694256040267646	0.00012796014198102057	0.00048498951946385205
CREB3L1	0.0004575111670419574	4.733561127068242e-06	9.206858521793038e-06	0.00029315377469174564	0.0009047892526723444	4.550645098788664e-05	1.5399361927848076e-06	1.6397569879700313e-06	8.516400157532189e-06	0.0019135974580422044	0.000576543970964849	2.4950272745627444e-06	9.263408742299362e-07
CREB3L2	0.0002538784174248576	0.00010859443864319474	7.888929394539446e-05	0.0001701469736872241	0.00034400750882923603	0.00029846394318155944	0.00024143561313394457	0.0004892327706329525	0.00021251397265587002	0.0005057431408204138	0.0008351030410267413	0.0006425722385756671	0.00031409741495735943
CREB3L4	0.0013911430723965168	6.362490239553154e-05	9.247916023014113e-05	0.0015841302229091525	0.00011747854296118021	5.3513231250690296e-05	2.2116058971732855e-05	5.461090768221766e-05	6.709057925036177e-05	2.980179851874709e-05	8.063424320425838e-05	6.55608091619797e-05	4.433210051502101e-05
CREB5	6.762201792298583e-06	1.2533171684481204e-05	2.2984295355854556e-06	3.175286474288441e-05	0.0003026543417945504	0.0001603464625077322	0.0007611161563545465	4.808865696759312e-07	0.0001257437834283337	0.00012460611469577998	0.0003422626468818635	6.599966127396328e-06	1.2614748357009375e-07
CREG1	0.00019137545314151794	7.978654321050271e-05	0.00016662954294588417	0.000329344387864694	0.0005689383251592517	0.00012466493353713304	0.0011703709606081247	0.000225409195991233	0.0001417546154698357	0.0002050237962976098	0.000253711681580171	8.302805508719757e-05	0.00010913751611951739
CRELD2	4.097982673556544e-05	0.00031246920116245747	0.00018349153106100857	0.00013293264782987535	0.0002525988675188273	0.00019954088202212006	0.0002557555853854865	0.00029451490263454616	0.00020645774202421308	0.00036765780532732606	0.0002351695002289489	0.0015466471668332815	0.000545057060662657
CRIM1	0.0002280386397615075	2.458232847857289e-05	1.15045222628396e-05	0.000135401074658148	8.707220695214346e-05	0.0008430633461102843	1.7488860976300202e-05	9.629388659959659e-05	0.0007963768439367414	0.0001793054980225861	0.0003188784176018089	5.084066742711002e-06	0.00010934688179986551
CRIP2	0.0005683965282514691	8.622085442766547e-05	0.00017643524915911257	0.0010655653895810246	4.1014733142219484e-05	0.002351439790800214	2.503165205780533e-06	9.495061931374948e-06	0.0011703174095600843	0.00019348265777807683	0.00011180801084265113	7.608219220855972e-06	1.6964308088063262e-05
CRISPLD2	1.578195769980084e-05	1.0193384696322028e-05	1.1742346941900905e-05	2.1733271751145367e-06	0.0010746088810265064	8.064419489528518e-06	2.566221337474417e-05	3.679168730741367e-05	0.000529736396856606	0.001228256500326097	0.0013651767512783408	1.8575290141598089e-06	4.59535021946067e-06
CRLF3	0.00019573273311834782	0.0002094621304422617	0.000623344792984426	4.566770439851098e-05	5.640813469653949e-05	7.536432531196624e-05	0.00022027106024324894	0.00041516285273246467	3.773269054363482e-05	3.6707806430058554e-05	9.517588478047401e-05	0.00017884204862639308	0.000759321846999228
CRNDE	5.112698272569105e-05	0.00013790666707791388	2.690542532945983e-05	0.000567381561268121	0.0003686042327899486	6.518168083857745e-05	4.709077529696515e-06	3.1371428121929057e-06	0.00012439643614925444	0.0003607583057601005	0.00029943170375190675	2.769888669718057e-05	4.5381398194876965e-06
CRTAM	6.886002665851265e-07	1.688122756604571e-05	2.1490079234354198e-05	5.137234282415193e-08	3.0196119951142464e-06	3.078276620271936e-07	3.144930815324187e-05	0.0005990677746012807	1.6536681641809992e-06	8.639285624667536e-06	7.022192221484147e-06	1.2313325896684546e-06	0.00045019129174761474
CRTAP	0.00021734274923801422	0.00017693590780254453	0.0007061388459987938	0.0001591924810782075	0.0014939517714083195	0.00035964982816949487	0.0005557862459681928	0.0005644152988679707	0.0009954619454219937	0.001062312861904502	0.00029318250017240644	0.00022529852867592126	0.0002643096959218383
CRYAB	4.25752119781464e-07	2.1667094188160263e-05	8.83098709891783e-06	0.00013999153452459723	0.0001536323834443465	1.3854382814315613e-06	7.218570317490958e-06	2.418274561932776e-06	0.00041246594628319144	0.0001053810483426787	5.442400652100332e-05	6.437262527470011e-07	1.7327871546513052e-06
CRYBG3	0.0001353957486571744	7.167650437622797e-06	8.747327228775248e-05	5.981135473120958e-06	0.0005005938583053648	0.0007974922191351652	0.00014895662025082856	1.4569603990821633e-05	0.00022560289653483778	8.77957500051707e-05	0.0008068360621109605	5.5780466936994344e-05	1.2006038559775334e-05
CSF1R	1.0850168763454349e-07	1.1143459914819687e-06	2.154090879002979e-07	2.9284944247365274e-08	5.071003670309437e-07	8.238771442847792e-07	0.0023329604882746935	4.157322734954505e-07	1.7776698086890974e-06	5.502757176145678e-06	6.52906146569876e-06	2.2550490541561885e-07	8.26822486033052e-08
CSF2RA	7.491823339478287e-07	1.7075503819796722e-06	2.227580580438371e-06	1.1299299558231723e-06	3.4215727282571606e-06	1.200504129883484e-06	0.0012657978804782033	4.914641067443881e-07	5.089785872769426e-07	3.47924537891231e-06	2.2793637981521897e-06	1.3397358316069585e-06	2.935317695573758e-07
CSF2RB	6.7873306761612184e-06	3.334415850986261e-06	2.5670906325103715e-06	4.822081223210262e-07	1.7508783685116214e-06	0.00046778726391494274	0.0005435033235698938	0.0006857871194370091	1.0639000720402692e-06	7.112731168490427e-07	1.9936276203225134e-06	0.00042785925325006247	2.601520645839628e-05
CSF3R	0.00012084818445146084	1.7936959011422005e-06	1.4987033409852302e-06	0.00019902455096598715	4.474844104151998e-07	4.4131192566965183e-07	0.0013073240406811237	8.274653282569489e-07	8.485827152071579e-07	4.1436442188569345e-07	1.137744447987643e-06	2.093218540721864e-07	1.5682289244978165e-07
CSGALNACT1	0.00011266129877185449	5.573406451730989e-05	0.00014862004900351167	1.0527647646085825e-05	5.58360006834846e-05	0.000658731791190803	1.7678474250715226e-05	0.0001648615871090442	7.876062591094524e-05	3.10472387354821e-05	7.867727981647477e-05	0.00016510295972693712	0.0003396176325622946
CSPG4	3.741077534868964e-06	1.0478007425263058e-05	9.740997484186664e-07	2.056277844530996e-05	2.9068973162793554e-05	2.4766018213995267e-07	1.3406184962150292e-06	3.1544280432171945e-07	0.001692240941338241	0.00018370647740084678	0.00015823825378902256	7.779816542097251e-07	1.2547603489565518e-07
CSRNP3	1.6954442116912105e-06	6.371001290972345e-07	1.0490872455193312e-06	3.0185403829818824e-06	9.0032335720025e-05	7.599816854053643e-06	9.899140707148035e-08	4.4293420842222986e-07	0.0011450082529336214	2.119651617249474e-05	0.0007955491892062128	3.489830362468638e-07	7.321899175849467e-08
CSRP1	4.463666846277192e-05	0.00033388895099051297	0.00024018908152356744	0.0004282919398974627	0.00026904852711595595	0.0002946089662145823	0.00017111875058617443	0.000158442446263507	0.0017660974990576506	0.0004693254013545811	0.00044253779924474657	0.00013362831668928266	0.0002760970965027809
CSRP2	8.615945262135938e-06	0.00030468471231870353	1.4657510291726794e-05	7.862033817218617e-05	0.00013649750326294452	0.00028141881921328604	3.3627168249950046e-06	3.1080114695214434e-06	0.0017599023412913084	0.00018977769650518894	7.816479774191976e-05	1.3569245993494405e-06	5.348626473278273e-06
CST3	0.00017930305330082774	2.9395067031146027e-05	3.363909854670055e-05	0.00026152137434110045	0.0011734709842130542	0.0002354078460484743	0.002178957685828209	6.838534318376333e-05	0.0005309251719154418	0.00043295876821503043	0.00023049727315083146	1.9924140360672027e-05	1.5510976254518027e-06
CSTA	1.0619903605402214e-06	2.4538659999961965e-05	6.812054834881565e-06	9.541673352941871e-05	0.00032056329655461013	1.5420100680785254e-06	0.0009049639338627458	1.7750319329934428e-06	1.0415629958515638e-06	4.8729689297033474e-05	3.257401840528473e-05	8.290906521324359e-07	1.6722285636205925e-06
CSTB	1.810376488720067e-05	0.00040626502595841885	0.0002091076603392139	0.0006299834931269288	0.0003001359000336379	0.0002563703747000545	0.001183121930807829	0.00023824007075745612	0.00011925888975383714	0.00027105933986604214	9.5231800514739e-05	0.00012106564827263355	0.00040760033880360425
CTA-392E5.1	0.00393602205440402	7.240285526677326e-08	2.8466004664551292e-08	1.3912967006035615e-05	1.0129694061333794e-07	4.298247446854475e-08	3.5225042438469245e-08	6.183712741858471e-08	8.9770246347598e-08	4.870400260870156e-08	1.052320044436783e-07	9.568967840323239e-08	1.9618390467712743e-08
CTB-133G6.1	1.770589847183146e-06	4.508661731961183e-06	0.001025768113322556	6.932808815918179e-08	4.979098662261094e-07	3.412005753489211e-07	1.9417342628003098e-05	0.00020694405247922987	1.1825952697108733e-06	3.2899470170377754e-07	9.107798177865334e-07	0.00028788630152121186	0.00020165838941466063
CTD-3073N11.9	3.7907369687673054e-08	9.69519433624555e-08	4.3437758279196714e-08	6.131955831989444e-09	1.0922325088813523e-07	6.272380659311239e-08	6.12996416293754e-07	0.001089734141714871	1.345613043213234e-07	6.57069989529191e-08	1.2232132462486334e-07	1.3088504147162894e-07	2.1680861550521513e-08
CTD-3193K9.4	8.958548278314993e-05	1.8236801224702504e-06	2.5176317649311386e-05	1.7904264950630022e-06	0.00019491041894070804	9.945035799319157e-07	2.343991400266532e-05	3.0189062272256706e-06	0.0007419338217005134	2.382283673796337e-05	0.0007052925648167729	0.00015919249563012272	2.1746348011220107e-06
CTD-3252C9.4	0.0009715459891594946	4.8799738578964025e-05	0.00036489838385023177	0.00012428979971446097	2.9491733585018665e-05	0.000127080173115246	0.00025651216856203973	0.0011589715722948313	9.409010090166703e-05	0.00018481443112250417	0.0003270368033554405	0.00021845768787898123	0.00043079894385300577
CTGF	2.708000010898104e-06	1.0246812962577678e-06	7.214517154352507e-06	1.528041138953995e-05	0.0007214077631942928	0.0001415716833434999	8.173166747837968e-07	1.5177491832218948e-06	0.00029239559080451727	0.0010499409399926662	0.0009506141650490463	5.727871212002356e-06	1.5974676443875069e-06
CTHRC1	1.1578358680708334e-06	0.00010770332301035523	1.277780938835349e-05	6.094728632888291e-06	0.00036175225977785885	3.887371713062748e-05	8.617153639534081e-07	3.437263785599498e-06	9.282836799684446e-06	0.0026104296557605267	0.0001624210417503491	5.986394171486609e-06	3.4270760806975886e-06
CTNNAL1	0.00010779541480587795	0.0005099557456560433	3.420099164941348e-05	0.00010417014709673822	0.0002938241232186556	0.0007604141719639301	9.291036803915631e-06	3.4059110475936905e-05	0.00026365695521235466	0.0002260283799842	0.00019480638729874045	3.719924279721454e-05	6.792801286792383e-05
CTNNBL1	0.00012100057938368991	0.0002756340545602143	0.00028471360565163195	0.00013120500079821795	0.0001696169056231156	0.00013029717956669629	0.0003014089888893068	0.0008625518530607224	0.00023732954286970198	8.282147609861568e-05	0.00011448939039837569	0.0001484868989791721	0.00033682736102491617
CTNND1	0.0015330944443121552	2.7937005143030547e-05	2.9613553124363534e-05	0.0006812538485974073	0.00023810412676539272	0.0009521666797809303	0.0005218207952566445	6.196024332894012e-05	0.00028488729731179774	0.0003557070158421993	0.0009225095855072141	2.0621133444365114e-05	1.620732837182004e-05
CTSB	0.00018134262063540518	8.05719246272929e-05	7.916671165730804e-05	0.00021675394964404404	0.00020371937716845423	0.0001238557742908597	0.0018556405557319522	6.184863741509616e-05	7.256990647874773e-05	0.0005940839182585478	0.00027377193327993155	3.610636849771254e-05	0.00015056786651257426
CTSC	4.051325231557712e-05	0.00011708842066582292	6.232324085431173e-05	3.2450250273541315e-06	7.519440987380221e-05	0.0002819880028255284	0.0010469231056049466	0.0004541870439425111	0.0003108028322458267	2.2150947188492864e-05	5.344255259842612e-05	7.623511919518933e-05	0.0010160349775105715
CTSD	7.132031896617264e-05	0.00010649731120793149	5.4948130127741024e-05	0.00016113283345475793	0.00014020869275555015	9.587700333213434e-05	0.0018021168652921915	0.0009636023896746337	0.00014067880692891777	9.187257819576189e-05	0.00012333074118942022	4.9552418204257265e-05	0.00034586412948556244
CTSF	0.0003254626353736967	2.4985203708638437e-05	0.00016099582717288285	0.0005909342435188591	0.0014279031893238425	0.0002531391801312566	8.456418436253443e-05	0.00012116377911297604	0.00042214387212879956	0.00033674787846393883	0.0006819465779699385	3.531510446919128e-05	4.429235923453234e-05
CTSG	4.50440609256475e-08	9.562923253270128e-08	3.186880448424745e-08	6.375406425007668e-09	1.2424945339262194e-07	9.007815293671229e-08	1.3298611634127155e-07	0.0004383387276902795	1.1085668205623733e-07	7.60537659516558e-08	1.7360453341552784e-07	1.1254107334934815e-07	6.133270602504126e-08
CTSH	0.00018078350694850087	0.0001542996906209737	0.00017501493857707828	0.0002960259735118598	0.0005744562949985266	0.0006288507138378918	0.0016345909098163247	5.0798313168343157e-05	3.696953717735596e-05	0.00012982534826733172	0.00016739983402658254	0.0010392629774287343	0.00010128500434802845
CTSK	2.9419221391435713e-05	3.079638872804935e-06	1.0839344213309232e-05	9.982812798625673e-07	0.0017840797081589699	2.7018725177185843e-06	1.0667273272702005e-05	4.923241249343846e-06	3.181826104992069e-05	0.0013310055946931243	0.0007921134238131344	2.5871008801914286e-06	4.888575858785771e-06
CTSL	6.627054244745523e-05	1.719688043522183e-05	5.987941040075384e-05	3.934971755370498e-05	0.00031089919502846897	9.64164937613532e-05	0.0011841095983982086	1.778024852683302e-05	0.00014311965787783265	0.0002819972578436136	0.0001720486907288432	1.6176204553630669e-06	5.1878530939575285e-05
CTSS	1.3595195014204364e-05	2.6041905584861524e-05	0.00014430210285354406	1.0525322068133391e-05	0.00011145995085826144	6.699888035655022e-05	0.0017215146217495203	0.0001941456866916269	2.6159215849475004e-05	3.082732655457221e-05	5.415747727965936e-05	0.0005322416545823216	0.00034620569203980267
CTSZ	4.781041934620589e-05	8.426031854469329e-05	4.4323784095468e-05	8.810426515992731e-05	0.0001968155411304906	0.00016419042367488146	0.0013954667374491692	6.920272426214069e-05	0.0001839365577325225	0.0005752144497819245	0.0003446716000325978	0.00027195338043384254	0.00010782504250528291
CTTN	5.783203596365638e-05	8.215382695198059e-05	1.563325167808216e-05	0.0005201033200137317	0.00033874966902658343	0.00048408223665319383	6.687918812531279e-06	6.114513780630659e-06	0.00032684148754924536	0.0009625969687476754	0.0010403756750747561	8.907902156352066e-06	5.566559138969751e-06
CTTNBP2	5.212094038142823e-05	2.9571430104624596e-07	2.2123292637843406e-06	3.1959016268956475e-06	0.00011291242844890803	0.00022398497094400227	0.00011311438720440492	0.001383786671794951	0.00011178354907315224	4.289530625101179e-05	0.0004608436138369143	6.315035534498747e-07	7.289663983556238e-08
CX3CR1	6.355163350235671e-06	1.0148060937353875e-05	1.8141836335416883e-06	7.202647367421378e-08	3.3156035783576954e-07	1.227656980518077e-07	0.001300239353440702	0.0006141478661447763	2.169070057789213e-06	4.099321131434408e-07	2.063093660353843e-07	2.444643882881792e-07	3.285359707660973e-05
CXCL10	7.16350072593741e-08	3.11889270960819e-05	4.410802318943752e-07	3.804620519076707e-06	2.0639308786485344e-05	7.198344974312931e-06	0.0005677968147210777	1.9211174731026404e-06	5.433536443888443e-06	4.985684063285589e-05	7.696150714764372e-05	1.640556320126052e-06	5.743037036154419e-06
CXCL11	6.453623058177982e-08	8.575011634093244e-06	2.2870258931106946e-07	6.628434903177549e-07	2.8951530111953616e-05	3.331771586090326e-05	0.0002458882227074355	6.563079750776524e-07	2.964107807201799e-06	0.0001732298405840993	6.110599497333169e-05	3.7073408520882367e-07	6.253556534829841e-07
CXCL12	6.045512691343902e-06	1.2437054692782112e-06	7.533341431553708e-06	6.03831949774758e-07	0.0029232241213321686	0.000430790038080886	2.0737346858368255e-05	1.1977094800386112e-06	0.00010778455180115998	0.0003108786477241665	0.0005363058880902827	1.5733985492261127e-06	7.646674475836335e-07
CXCL13	4.285290344796522e-07	0.00013924826635047793	2.2529140153437766e-07	5.037047756673019e-08	9.655082067183685e-06	1.7254566841984342e-07	1.3144650665708468e-06	5.30944780621212e-05	3.763481686291925e-07	9.183348197439045e-07	6.560732117577572e-07	9.767494475454441e-07	0.0005429865559563041
CXCL14	0.0026289657689630985	7.6230999184190296e-06	5.096036329632625e-05	0.0010590906022116542	0.004088438581675291	1.525652919553977e-06	5.828343319080886e-07	1.2670953992710565e-06	7.260086931637488e-06	6.652050069533288e-05	0.0001754776603775099	1.1765412182285218e-06	2.1442697573093028e-07
CXCL16	1.9092398360953666e-05	2.0600251446012408e-05	5.3592764743370935e-05	0.00025259467656724155	0.00015571663971059024	3.821214340860024e-05	0.0018606296507641673	0.00020748458337038755	7.363169424934313e-05	6.544261850649491e-05	8.722938946448267e-05	1.0932410987152252e-05	5.032352873968193e-06
CXCL2	1.440686332898622e-06	2.6478411996322393e-07	6.949736416572705e-06	1.0447874046803918e-05	5.729387703468092e-05	4.3879830627702177e-05	0.0007791611133143306	6.962588940950809e-07	1.449922001484083e-05	1.757788510303726e-07	1.6463975043734536e-05	2.3314926522743917e-07	1.471996284863053e-07
CXCL3	8.893665892628633e-08	1.285858530764017e-07	3.692966174639878e-06	9.517569310446561e-07	1.2808334759029094e-05	4.548506694845855e-06	0.0009137672604992986	2.2661424736725166e-07	9.887251053442014e-07	1.8954179381580616e-07	6.7536775532062165e-06	1.4686905558392027e-07	2.7569440064212358e-08
CXCL8	3.6577596063125384e-08	1.0646324710705812e-07	2.853892965504201e-06	9.981291526628411e-08	5.978756121294282e-07	1.5114499092305778e-06	0.0006802743300795555	8.112187970255036e-07	1.8396542600385146e-07	5.835107330653955e-08	1.2148056782734784e-07	1.1704203473072994e-07	4.431085756095854e-07
CXCL9	4.243857176788879e-07	8.848441211739555e-06	1.3077014955342747e-06	3.0831606068204565e-07	0.00011330287088640034	1.178893398900982e-05	0.0003308893064968288	1.7362721109748236e-06	0.00018123745394404978	0.00012874427193310112	0.00011005486885551363	2.7540195333131123e-06	2.784636762953596e-06
CXCR5	8.859187801135704e-07	5.041356871515745e-06	0.0004244869342073798	4.565754352370277e-08	9.964096534531564e-07	1.8250597122460022e-07	3.776783341891132e-05	6.855039100628346e-05	1.3577357549365843e-06	1.5708659475421882e-06	3.5588057016866514e-06	0.0010248206090182066	0.00022581283701583743
CXCR6	6.912472940712178e-07	2.690190012799576e-05	4.2254478671566176e-07	8.784906668779513e-08	2.510113858988916e-07	2.80812656683338e-07	1.1650956821540603e-06	0.0001908511621877551	8.259299875135184e-07	8.488086109537107e-07	4.507909636686236e-07	1.0928617939498508e-06	0.0009329839376732707
CXXC5	0.00047821219777688384	0.00016571927699260414	0.00015726685523986816	0.0005847197608090937	0.00039889191975817084	0.0002477805537637323	0.0002418405347270891	0.0005439671222120523	0.00011992475629085675	0.0002614517870824784	0.00031463985214941204	0.0012952894903719425	4.459113552002236e-05
CXorf21	5.883090352654108e-07	1.6395573766203597e-05	4.975225601810962e-05	2.982968894116311e-08	3.491937548005808e-07	3.470240983460826e-07	0.0007990633603185415	5.821718514198437e-05	4.4922268216396333e-07	7.414761284962879e-07	5.188025511415617e-07	0.0007160975364968181	0.00010990317969117314
CXorf36	4.904140041617211e-06	2.989467873248941e-07	5.016459567741549e-07	7.88409295182646e-07	6.583088634215528e-07	0.002189063932746649	6.319557996903313e-07	3.4343756283305993e-07	5.736295634051203e-07	3.373243089299649e-07	1.3757219221588457e-06	1.8501195881981403e-06	1.5003784881173488e-07
CYB561A3	0.00042714065057225525	0.00028649388696067035	0.000599399209022522	0.00016863543714862317	0.00015245696704369038	0.00010990983719239011	0.000358619901817292	0.0002280151966260746	0.00011266965157119557	0.0001461958745494485	0.0001406234659953043	0.0011565665481612086	0.000216057596844621
CYB5A	0.00037946575321257114	0.00015180656919255853	0.0002509952464606613	0.0022579380311071873	0.0007303097518160939	0.00045947221224196255	0.00013364739425014704	0.00011537702812347561	0.00012607837561517954	0.00025239307433366776	0.00017489460879005492	7.919414201751351e-05	0.00012929308286402375
CYB5R1	0.0010465070372447371	6.448946805903688e-05	0.0005197114078328013	0.0010888787219300866	0.0003121957997791469	0.00019308053015265614	0.0003120386099908501	0.0002467856975272298	0.00020330438564997166	0.00011133756925119087	0.00018541666213423014	0.0002645048953127116	0.0002804575487971306
CYB5R3	7.41288167773746e-05	0.0003673869068734348	0.00046835336252115667	0.00019692233763635159	0.0010361179010942578	0.0008279142784886062	0.0003024837060365826	0.0005298285977914929	0.0012291424209252	0.0010498688789084554	0.00038036276237107813	0.00023995294759515673	0.0004253912775311619
CYBA	0.0003160788328386843	0.0002545633469708264	0.0007551833987236023	9.886003681458533e-05	0.00020157043763902038	7.317701238207519e-05	0.0017332208808511496	0.0010888363467529416	0.0001866958918981254	0.0001428745745215565	0.00013671116903424263	0.0026158862747251987	0.0017238189466297626
CYBB	1.2073209063601098e-06	1.7314278011326678e-06	7.52300547901541e-06	1.999158882881602e-07	7.42185022772901e-07	2.6359989533375483e-06	0.0020018613431602716	3.564109874787391e-06	4.416945955654228e-07	5.387217356656038e-07	1.4197194104781374e-06	0.0003994100261479616	3.3979711133724777e-06
CYBRD1	0.0004331962554715574	1.6476778910146095e-05	2.8365531761664897e-05	0.0004936275072395802	0.0023147184401750565	8.625548798590899e-05	7.345130870817229e-05	9.34024774323916e-06	0.0003727458242792636	0.001046814606525004	0.0011423358228057623	1.5679565876780543e-06	2.345666871406138e-06
CYC1	6.89170410623774e-05	0.0009523415355943143	0.0003442908055149019	0.0007138942601159215	0.00025429882225580513	0.00023612806398887187	0.00033964397152885795	0.000270062213530764	0.00037945364601910114	0.00023144717852119356	0.00011882196849910542	0.0003619949275162071	0.0004893548903055489
CYCS	0.00016918058099690825	0.0011635645059868693	0.0007351862150244415	0.0006589725962840021	0.00018911095685325563	0.00024420462432317436	0.00044098697253502905	0.0003892152162734419	0.0004950020811520517	0.0002838773943949491	8.617201092420146e-05	0.0006100077880546451	0.0008488881285302341
CYFIP1	0.0003596500610001385	0.00010650555486790836	6.115332507761195e-05	0.0003585886734072119	0.00035880052018910646	0.0006583412759937346	0.0008310188422910869	4.78050387755502e-05	0.0004784089105669409	0.0002875659556593746	0.0006296208593994379	3.5014159948332235e-05	4.654977237805724e-05
CYGB	1.746887392073404e-05	4.175419690000126e-06	3.32978306687437e-05	1.2280170267331414e-06	0.0008359704515896738	0.00015895986871328205	3.8006296563253272e-06	2.330694769625552e-06	0.0017154677771031857	0.000170659608556889	0.0003466536581981927	7.748447387712076e-06	3.909582630967634e-07
CYHR1	0.0006812536739744246	0.00010484398808330297	0.00039852544432505965	0.0009683219832368195	0.00036115956027060747	0.00021461393043864518	0.00011426740093156695	0.00023011054145172238	0.0002715296286623925	0.00025071544223465025	0.0007159865344874561	0.0003029287909157574	0.00019265357695985585
CYP1B1	2.2729835109203123e-05	1.4329908481158782e-05	1.3250672964204568e-05	1.2619923836609814e-05	0.0013654580106958747	0.00018015723617281765	0.00012938486179336905	3.124190925518633e-06	5.5882942433527205e-06	0.0008112223003990948	0.0005889790481887758	2.155427637262619e-06	1.046554530148569e-06
CYP4X1	3.063163603655994e-05	3.0979603593550564e-07	6.537821946039912e-07	0.00022196171630639583	1.1605272447923198e-05	1.5197575464753754e-07	6.520784978647498e-08	1.1925091314424208e-07	0.0005463612033054233	1.985283546446226e-07	5.510331448022043e-06	2.135615631004839e-07	7.050764594396242e-08
CYP7B1	1.8477854609955102e-05	1.9129436623188667e-05	1.4461465980275534e-05	2.163444150937721e-05	0.0008574334788136184	6.188963197928388e-06	7.253392482198251e-07	0.0001375318825012073	0.0007271943031810224	0.00019535180763341486	0.0007421137997880578	2.1762245978607098e-06	3.465712143224664e-05
CYR61	1.1191425983270165e-05	4.943180101690814e-06	8.831596460368019e-06	5.527805114979856e-05	0.0008766039973124862	0.00014481868129223585	5.294759262142179e-07	1.5387882967843325e-06	0.000528365490026772	0.00042075119563378394	0.0010715541429817677	2.144909331036615e-06	9.317359968008532e-07
