Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19
HAGLROS	3.343211858464201e-07	1.3760229649051325e-06	2.2015019567334093e-06	2.099543962685857e-05	4.6863529860274866e-05	5.316462920745835e-05	6.004436363582499e-05	3.662375149815489e-07	4.826870281249285e-07	2.3015485567157157e-05	6.564238219652907e-07	1.067270289922817e-07	0.00010077656042994931	1.556756797072012e-05	7.968226896082342e-07	0.0010624467395246029	2.8273390739741444e-07	1.7483254850958474e-05	7.931917934911326e-06
HAMP	1.6174890049569512e-07	6.167863375594607e-08	2.9843772608728614e-07	0.00015780804096721113	3.837888471025508e-06	3.4452307318133535e-07	1.102975915046045e-07	1.7074205516109942e-07	0.0010588363511487842	9.4922990001578e-07	8.713615784472495e-08	3.4909660939774767e-07	1.1008600608874985e-07	4.550238827505382e-06	1.6487936704834283e-07	5.819714132826448e-08	1.3294834388943855e-06	2.935529721526109e-07	9.081790430798264e-09
HAVCR2	0.0005953540094196796	0.0003693748149089515	0.0014164738822728395	6.051405762264039e-06	1.1181079571542796e-05	3.316721404189593e-06	5.791830972157186e-06	2.105545945596532e-06	0.0007110906299203634	2.569871426771897e-08	2.99685382287862e-07	1.824551509344019e-05	3.7095674088050146e-07	3.074112464673817e-05	0.00020214813412167132	1.9941833215852967e-06	8.05273975856835e-06	6.833296311015147e-07	2.2284190492882772e-07
HBB	1.1063133570132777e-05	9.198630550599773e-07	1.4340234884002712e-05	1.8400415413566407e-08	7.333519897656515e-05	3.4337449505983386e-07	9.000692102745234e-07	3.5416005061961187e-07	3.0470637284452096e-06	5.892160288567538e-07	9.307457844442979e-07	5.774316377937794e-05	1.4898254221407115e-06	6.495774584891478e-08	1.1057876747599948e-07	1.7111937040681369e-06	3.928874502889812e-05	3.507867222651839e-05	0.0003187659021932632
HBEGF	5.69486246604356e-07	1.1086995073128492e-05	2.025849880737951e-06	8.954565601015929e-06	3.3102081943070516e-05	6.85463601257652e-05	1.1625958904915024e-05	2.1727380953961983e-05	0.000926458218600601	2.2960692149354145e-05	7.211556294350885e-06	2.1638741600327194e-05	1.8361112097409205e-06	2.364519241382368e-05	5.481621201397502e-07	0.0003839297569356859	2.991436304000672e-06	9.392465472046752e-06	3.500813545542769e-05
HCFC1R1	0.00032752248807810247	0.0003672524180728942	0.00047352907131426036	0.00038187499740161	0.000281764252576977	0.000290645140921697	0.003271897090598941	0.00014494614151772112	0.00031881986069492996	0.0006789457984268665	0.000967895204667002	0.0002674222341738641	0.0005483690183609724	0.0010353666730225086	0.00041398860048502684	0.00017767022654879838	0.00016678844986017793	0.0007113871397450566	0.0004798049631062895
HCK	1.2654419379032333e-06	6.873272013763199e-07	3.1215672606776934e-06	3.7799450183229055e-06	1.4165821085043717e-05	1.1835838904517004e-06	3.963983999710763e-06	1.773365329427179e-05	0.00211088708601892	9.521356787445256e-07	2.728611718794127e-07	3.687666207952134e-07	6.385686788235034e-07	6.5047470343415625e-06	3.4375102586636785e-07	1.1613523156484007e-06	0.00032140500843524933	2.65454696091183e-06	1.983905129065988e-08
HDAC7	0.0005417793290689588	0.0009171882411465049	0.00045041460543870926	0.00012562335177790374	0.00024021485296543688	0.00021931712399236858	8.130937931127846e-05	0.00019676297961268574	9.252037853002548e-05	2.9929786251159385e-05	0.00023636699188500643	0.00046651280717924237	0.00042416105861775577	0.0004909331910312176	0.00011553867807378992	0.0010711295763030648	0.00024230487179011106	0.0004069049027748406	0.0003523098712321371
HDAC9	9.619280172046274e-05	0.00020466999558266252	2.714262700465042e-05	2.7758647775044665e-05	0.00010492909495951608	9.740173845784739e-05	7.5524985732045025e-06	0.00040174942114390433	0.00016760631115175784	7.1808167376730125e-06	0.00016994625912047923	2.2396592612494715e-05	2.2465523215942085e-05	5.216957288212143e-05	1.4839641835351358e-06	0.00021834993094671518	0.001380630536004901	2.4575056158937514e-05	1.2309084013395477e-05
HDC	9.667072475849636e-08	3.2858986287465086e-07	3.442643787820998e-07	5.6132630561478436e-05	4.354774773673853e-06	3.3605442695261445e-07	9.354549490581121e-08	1.5713922607574204e-07	4.846430329052964e-06	7.413232250286228e-09	7.991388883965556e-08	1.7506119220911387e-08	1.0332782807154217e-07	3.4053019959401354e-08	0.017887014895677567	3.1113874143784415e-08	3.470170781838533e-07	3.2304384944836784e-07	9.190221028632095e-09
HDLBP	0.0002413338952464983	0.00025667023146525025	0.0004230658523738384	0.0006521032191812992	0.00046757282689213753	0.0007855620351620018	0.00256375502794981	0.0014292873675003648	0.0003042049065697938	0.001102255075238645	0.0002582179440651089	0.00022701917623635381	0.0004906249232590199	0.0010192908812314272	0.00038275239057838917	0.00022882634948473424	0.00010940577340079471	0.00037185251130722463	0.0003239931247662753
HEBP1	0.0001487511908635497	0.0001437122409697622	9.789971227291971e-05	0.0005379700451157987	0.00019848519877996296	0.0006789249018765986	0.000738953473046422	4.525000258581713e-05	0.00038908308488316834	0.0014196471311151981	0.00021329461014829576	0.00016832267283461988	0.00041417876491323113	0.00022577820345759392	0.00017750149709172547	0.00034487011726014316	0.00011506420560181141	0.0003815791860688478	0.00014863809337839484
HECW2	9.278067409468349e-06	3.124018621747382e-05	2.8166843549115583e-05	1.1015803465852514e-05	8.253924897871912e-05	0.00035127875162288547	6.226972618605942e-05	1.0675755220290739e-05	2.0054440028616227e-06	1.8454949213264626e-06	7.571562491648365e-06	9.596211384632625e-06	7.706056203460321e-05	0.00011212406388949603	1.7164558130389196e-06	0.0019514451269060373	4.0351817006012425e-05	5.447378498502076e-06	2.557525112933945e-05
HEG1	0.00044301198795437813	9.570049587637186e-05	0.00013796001439914107	4.774290118803037e-06	0.00013180734822526574	0.0001431834534741938	0.00025871777324937284	6.205672889336711e-06	3.065419878112152e-05	6.449415650422452e-07	0.00018566969083622098	7.416911830659956e-05	0.00020450622832868248	0.001127616036683321	8.597726991865784e-05	0.0017260272288694978	8.030207027331926e-06	1.5576357327518053e-05	2.48608876063372e-06
HELB	0.0004941313527524471	0.0004436252056621015	0.0004949048743583262	1.7996801034314558e-05	0.00011222053581150249	2.6982941562891938e-05	4.649902166420361e-06	0.00014428500435315073	4.026943497592583e-05	1.3921307981945574e-05	3.862091398332268e-05	0.0005984221934340894	5.347602564143017e-05	4.2068139009643346e-05	2.5167302737827413e-05	5.3558189392788336e-05	9.18939767871052e-05	3.975111394538544e-05	0.00020064909767825156
HELLS	0.00024170282995328307	0.0006312938639894128	0.0004448805411811918	0.0005264337523840368	4.0266768337460235e-05	3.0031180358491838e-05	9.774948921403848e-06	6.370970368152484e-05	1.0282560651830863e-05	5.271449026622577e-06	4.9779529945226386e-05	0.0001853395951911807	0.00011721294868038967	7.384931086562574e-05	4.381890448712511e-06	4.203876233077608e-05	0.0002423283294774592	0.00019955930474679917	2.3699567464063875e-05
HERC5	0.0005016013747081161	0.0011910810135304928	0.00034412488457746804	6.001753354212269e-05	6.677237252006307e-05	2.6763153073261492e-05	2.3390963178826496e-05	0.00021811154147144407	0.00024539476726204157	2.263328951812582e-06	5.624568075290881e-05	9.016456897370517e-05	0.00011641935998341069	9.787757153389975e-05	1.4211265124686179e-06	7.169429591158405e-05	0.00011513064964674413	7.100430957507342e-05	2.3436730316461762e-06
HERPUD1	0.00045968597987666726	0.00047477218322455883	0.0003954908170271665	0.00015044344763737172	0.000710969150532037	0.0002831968595273793	0.0003697992069646716	0.006271222606301308	0.0005332316504791379	0.00019840506138280034	0.00015343628183472902	0.00039675994776189327	0.00020621964358724654	0.0003146695380564779	0.0001435018057236448	0.00020579002739395946	0.0010723118903115392	0.00014667144569102675	0.00018802841077558696
HERPUD2	0.0011422147508710623	0.0006559831672348082	0.0007520393701270223	4.6712233597645536e-05	0.00016274183872155845	0.00013622806000057608	0.0001250558707397431	0.00017570370982866734	0.00013515072350855917	8.163607708411291e-05	0.00014761430793441832	0.0007585874409414828	0.00014434241165872663	9.406886965734884e-05	0.00016345013864338398	0.00013659535034094006	0.0002701531338971108	0.00015230607823468745	0.00024033630324993283
HES4	9.516706995782442e-06	4.186612568446435e-05	3.5210912301408825e-06	0.0003687659336719662	1.9761762814596295e-05	0.0007473643054254353	0.0002889812458306551	1.8742641259450465e-05	0.00013136319466866553	8.193904795916751e-05	0.0012386663584038615	4.810819518752396e-06	2.3602226065122522e-05	0.0007028579129837453	2.18835957639385e-05	0.00015993931447155774	4.719972821476404e-06	5.451807373901829e-05	6.467894127126783e-05
HEXA	0.00041388877434656024	0.00017803376249503344	0.00014436607307288796	8.806666301097721e-05	0.0001149933596025221	0.00017614715034142137	0.00020097896049264818	0.00014238216681405902	0.0006896322593092918	5.7622666645329446e-05	0.0001265481987502426	0.00019558193162083626	0.00023128479369916022	0.0006841288995929062	7.714839011896402e-05	0.00029205705504864454	0.00010215396468993276	0.00019593902106862515	0.00029832986183464527
HEXB	0.00034121371572837234	0.0003221802180632949	0.00047072136658243835	0.0002049071918008849	0.0003270589222665876	0.00023140011762734503	0.00037672562757506967	0.0006369570619426668	0.0011135237291455269	0.00030811186297796667	0.0002504883159417659	0.0003091733087785542	0.0006252330495044589	0.0004661365528590977	0.0002981338184326887	0.00027510683867149055	0.00017451807798352093	0.00022383018222171813	0.00034583767410367727
HEY1	2.0963518920780189e-07	1.6449899931103573e-07	2.1754767942638864e-07	5.19445620739134e-06	6.648558337474242e-05	0.001126386458054185	0.000218597415369004	6.156898052722681e-06	7.889772177804844e-07	2.9734266718151048e-05	0.00021998831653036177	4.960805810583224e-08	9.285661690228153e-06	3.9132275560405105e-05	5.386174234445207e-05	0.00084440887439996	2.2354340956098895e-07	0.0005450349417515099	1.2154730200109043e-07
HEY2	1.2830612377001671e-06	5.232853936831816e-07	9.387086379319953e-07	1.482552306697471e-05	2.442333243379835e-05	0.000667712592985481	0.00014002644456923008	3.32059535139706e-05	1.9577240095713933e-07	7.610479951836169e-05	0.0017919113161042333	5.161051603863598e-07	2.186231540690642e-05	0.00010812836262630299	1.7228381921086111e-06	3.487105277599767e-05	2.6134040354008903e-07	5.303559373714961e-05	1.4677349327030242e-06
HEYL	4.0553015878685983e-07	2.921675843481353e-07	2.493407862402819e-07	2.045959632823724e-07	3.7163394154049456e-05	0.0023510337341576815	0.00016667068121023476	4.800439455721062e-06	3.7724524304394436e-07	3.1424346502717526e-07	0.0025839165318757296	1.1600307203707416e-07	0.0002836834464687854	9.058616706170142e-05	1.0689120699680643e-06	4.025694977372041e-07	2.4128306108650577e-07	4.154611360718263e-06	7.016874548071428e-08
HGF	5.934936098128674e-07	2.3333822696258721e-07	5.895413437428942e-07	4.725483293555044e-08	1.060632257576799e-05	2.3230270016938448e-05	3.528281013132073e-05	2.552075602579862e-05	0.00025411706883460283	6.675891484064778e-08	0.0006151338457129896	8.215646403186838e-07	0.0006770059699192643	0.00013782769383396953	0.00017829348507802933	7.355426077992888e-06	2.1356956949603045e-06	2.9083946628816193e-06	1.0520900559640722e-06
HHEX	8.448492735624313e-05	2.4782696073089028e-06	1.0921362445515115e-05	3.5690707136382116e-06	6.217428017407656e-05	4.503051513893297e-06	5.868419634680322e-07	1.1461928579592495e-06	0.00032348939566873014	1.5346962754847482e-05	9.571110695105745e-07	1.1421824410717818e-06	1.7600810906515107e-06	1.5498217464937625e-07	0.0003880754520650953	0.0006831199862062931	0.002283924724906683	4.145605271332897e-05	1.0091758667840622e-05
HHIP-AS1	1.9483465507619258e-07	9.236867981599062e-08	7.86283891329731e-08	6.412480502149265e-08	6.3310526456916705e-06	1.0535859473748133e-06	1.6163070540642366e-05	8.578466577091604e-07	3.5277690813018125e-07	2.611861305013008e-07	5.568273877543106e-07	2.628509498947551e-08	4.76965396956075e-05	1.1277993507974315e-06	0.00291897333227098	3.095914507866837e-06	8.40796492411755e-05	1.2571847946674097e-05	1.1531552601695694e-08
HIC1	0.0001520825462648645	3.7938887089694617e-06	0.00011197685671504587	6.1364329440039e-07	2.6200137654086575e-05	0.0005256579606793821	0.00035975949140265584	3.426816647333908e-06	3.177339749527164e-05	4.3192375187572907e-07	0.0004070505383424461	1.9722365323104896e-05	0.0012927476782351732	0.0007717814878560603	1.088455792341847e-05	0.00012228768900968134	1.3996585039421916e-05	1.7493792256573215e-05	1.495332890044665e-05
HIF1A	0.0005589846987277269	0.0007228846661746502	0.0007255948730744421	0.00011086411541327834	0.00016281340504065156	0.0003936936263926327	0.000201189803192392	0.00015387228631880134	0.0010820335010066628	3.0316648917505518e-05	0.0004262145084794611	0.0005508224130608141	0.00017568140174262226	0.0003999550244770944	0.00034081691410392523	0.0004811882972717285	0.0006103615742176771	0.0002024326822720468	2.6352781787863933e-05
HIGD1B	4.514448619374889e-07	1.4655324775958434e-07	2.020868663521469e-07	1.630454420364913e-07	1.1532517419254873e-05	6.295186176430434e-05	1.0475816907273838e-06	5.972436838419526e-07	1.3093490736082458e-07	1.322942182468978e-07	0.0039035596419125795	6.368612304186172e-08	4.999452812626259e-06	1.0904251439569634e-06	4.6513207507814514e-07	2.148350404240773e-06	5.954811967967544e-07	5.91789012105437e-06	5.632341526506934e-07
HILPDA	8.581907422922086e-06	1.371339567413088e-05	1.5044342035253067e-05	0.0005276322481222451	4.541271482594311e-05	0.0034121416974812746	0.0004077446646988392	1.421101660525892e-05	4.7158355300780386e-05	0.0003584840742405504	7.102949894033372e-05	2.341723484278191e-05	5.4100193665362895e-05	6.43611783743836e-05	6.257555651245639e-05	3.484143962850794e-05	1.592460466781631e-05	0.00012220053758937865	0.0002605780027806759
HINT2	0.0005672788829542696	0.0006073968834243715	0.000725763151422143	0.0012610529083758593	0.00038464198587462306	0.00019046883971896023	0.00030744573450647295	0.0008612647070549428	0.00029091176111251116	0.001376879634335637	0.0003025632759090513	0.000499689660500735	0.0002699053438846022	0.0001418344909325242	0.00021552015095949173	0.00012584148498717695	0.00033061200520023704	0.0007396877626888454	0.0007831606199033558
HIP1	0.0004948839778080583	0.00012005050666630268	0.00035428523551672697	0.0001612540945643559	0.00028893238049931824	0.00018935080152004957	0.00012095301644876599	8.374314347747713e-05	0.0001304299512412399	3.92610854760278e-05	0.0008577659609727561	0.00010901533823926002	7.9797362559475e-05	0.00035460892831906676	4.244852243573405e-05	0.0006717464420944452	0.00011639389413176104	0.0001929083518916741	0.000532419013325125
HIP1R	0.00029969276511110365	7.610327156726271e-05	0.0001055175089277327	7.685667515033856e-05	0.0002464862773194909	6.8755798565689474e-06	5.854408300365321e-06	8.649076335132122e-05	6.838321269242442e-07	2.8399825168889947e-05	1.1111344520031707e-06	0.00034291460178792477	1.5481342416023836e-05	2.368168679822702e-05	1.2586671800818294e-05	0.00046514527639374137	0.0008382083615288138	0.00013212347403168678	0.0003955750435125083
HIRIP3	0.0004449723055586219	0.00035413968726061285	0.00025511786225251853	0.0007132530445232987	0.0003517558507155627	0.00014451380411628634	0.0001155643694801256	0.00020555983064696193	0.00010411738185212016	0.0003599974443204701	0.0001364745694445446	0.00034100786433555186	0.00020015084010083228	6.47758788545616e-05	7.692342478549108e-05	0.00011387882841518149	0.0001225799642270431	0.0005015457281842828	0.00021106582426000386
HIST1H1B	0.00012252273154444993	2.132845293090213e-05	5.051862171967514e-05	0.000621449202299118	1.307044476561714e-05	1.6499295725225238e-06	1.646211416073129e-07	2.888140079448931e-05	1.1249790077272337e-05	7.758079512143468e-09	1.5811403955012793e-06	2.866276554414071e-05	1.1274057953869487e-07	6.0067659433116205e-06	1.8755223152311373e-07	3.214574633148004e-07	4.896392420050688e-05	4.266595396984485e-07	1.2882430233673858e-08
HIST1H1C	0.00010812185792019591	0.00025919696781784296	0.00026639827410690486	0.0014175539836287498	9.185538510791957e-05	0.00011490275937831029	4.9002996092895046e-05	0.0006935342098586261	8.647514187032357e-05	0.00014320678019430488	9.480625885771587e-05	0.00012987246736884117	7.195718353614211e-05	3.501969695207663e-05	3.01344261970371e-05	4.7724090109113604e-05	0.00014953363279346377	0.0002432459150440991	3.983943315688521e-05
HIST1H1D	0.000337747362209484	0.0003865703765768558	0.0003186196554452181	0.000579986663069576	6.941742321942002e-05	2.7963310458289925e-06	8.95727851002448e-07	0.0001313707762164995	2.798522291413974e-05	6.735079750797013e-06	4.525625627138652e-06	0.0006410632631741464	4.958321255799092e-07	2.726234242800274e-06	6.893646059324965e-05	9.464423783356324e-06	0.0003020626027137041	4.7096760681597516e-05	3.2782965718070045e-05
HIST1H1E	0.0006280224770307541	0.00046396031393669546	0.0005515787634067237	0.0008826804696582258	0.0001426225935574621	0.00015086785424500704	9.254252654500306e-05	0.0003737928927876055	0.00015907874330878258	3.8671863876516e-05	0.00010442270286148414	0.0004875179147347808	0.00017998159455601126	7.671709317946807e-05	5.688436431228183e-05	0.0001515211770310998	0.0002856124483514577	0.00028128953999839723	4.18561467085965e-05
HIST1H2AC	0.00015530608652625233	0.00022931456624064595	0.00019548372074496	0.0007451833807863295	0.00017209876386914402	0.00019264321599621326	3.102081609540619e-05	0.0002841294335667044	8.772693399805576e-05	0.0008911917684599757	6.896705599501729e-05	0.00012076299026375636	7.45741999708116e-05	3.8780734030297026e-05	2.0047540601808578e-05	0.00016589353617746383	0.00023310509277507663	0.0002899488899856806	0.001189052709378302
HIST1H2AG	0.00016600385424681008	9.568587847752497e-05	9.92478453554213e-05	0.0008268301608040929	0.00016477136523462832	6.847449640190462e-06	1.1314205949020106e-05	0.00016241485718637705	1.2473954484448768e-05	7.755022579658544e-07	3.922233190678526e-06	0.0001707452320260927	2.383684659434948e-05	1.6101149640235235e-06	1.5702722521382384e-05	8.734276661925833e-07	0.00013752456288784742	3.649122663773596e-05	2.475766814313829e-05
HIST1H2AH	0.00011256236030021682	3.3666088711470366e-05	4.0140957935363986e-06	0.0006004295428283513	2.999008574988693e-05	1.994250624193228e-06	8.457271860606852e-07	2.1504944015759975e-05	1.2550427527457941e-05	1.9305826270965554e-08	1.7699346699373564e-07	9.044911166711245e-07	3.978960739914328e-05	1.5231586075969972e-05	1.7483490921677003e-07	2.470131676091114e-06	8.673866432218347e-06	1.074766373676539e-06	1.589309839289399e-08
HIST1H2AI	5.818313184136059e-06	3.5240060242358595e-05	3.7294389585440513e-06	0.00046716994256712496	5.909208084631246e-06	9.977782156056492e-07	9.256010713443175e-08	1.7883319287648192e-06	1.0668745176189987e-07	7.622680264773862e-09	1.7707758104279492e-07	1.1775076558251385e-07	1.4054829478027386e-07	6.919434980545702e-08	1.065435242253443e-07	5.9213949299419255e-08	5.553646929001843e-07	4.2456414917069196e-07	1.1429400537110723e-08
HIST1H2AJ	2.4836929242155747e-06	1.5998666640371084e-05	1.536505988042336e-05	0.0002073097275570035	4.11608925787732e-05	5.469405550684314e-07	8.966612341509972e-08	2.053579464700306e-06	1.215732510218004e-07	6.757258752543294e-09	8.464621004122819e-08	1.4350732158163737e-07	9.94542190824177e-08	5.110640444172532e-08	1.0659062610329784e-07	4.910019413273403e-08	7.985770480445353e-07	3.344422054851748e-07	9.02084984488738e-09
HIST1H2AL	6.98747953720158e-06	6.420446879928932e-06	7.062859367579222e-05	0.0005662767216563225	1.934583815454971e-05	4.4978264668316115e-07	8.457570288555871e-08	4.2064537410624325e-05	2.9739640012849122e-05	7.690460712694858e-09	1.1662987020599758e-07	3.811967690126039e-05	1.2530571780189348e-07	3.68689796914623e-07	9.1667843094001e-08	8.657269745526719e-08	3.933441621484235e-05	7.449192480635247e-07	9.293265712528864e-09
HIST1H2AM	2.2265243387664668e-05	5.0454105803510174e-05	0.0002079989790217951	0.0008307480020448565	5.583555321209133e-06	3.902779042164184e-07	1.6346075426554307e-06	2.20003003050806e-05	8.157942829711828e-06	1.944114046636969e-06	8.44288834400686e-08	7.177653606049716e-05	2.1301316621702426e-07	6.068962221661423e-08	1.5154735137912212e-06	2.7198882435186533e-07	3.876860864693299e-05	3.7081822483742144e-06	0.0001862879580585286
HIST1H2BH	0.00012733308540191501	7.509619172196835e-05	6.822403520345688e-05	0.0023034086916595697	4.128035652684048e-05	6.452210641327838e-07	1.7504625304809451e-07	8.479815005557612e-05	1.9212182451155968e-05	1.4085363773119752e-06	1.4604493969727628e-07	5.693986895494163e-05	1.5713744971890264e-07	3.4489931977077504e-07	2.9467227591339906e-07	1.4222999880075804e-06	4.237679604557343e-05	1.692325213298318e-06	9.110919199883938e-05
HIST1H3B	6.2446661104331724e-06	1.8642453142092563e-05	8.760235687077511e-06	0.000625152257271111	1.026886729960097e-05	7.286502636816294e-07	3.24568674159309e-07	4.098593763046665e-06	1.358694362352253e-06	8.939390561124583e-09	9.030671890286612e-07	5.954485118309094e-07	2.765656006431527e-07	2.4513451535312925e-07	1.4845930706997024e-07	2.5192997554768226e-07	1.623488856239419e-06	7.01245596701483e-07	1.3516976871130737e-08
HIST1H3C	3.16541081701871e-06	3.844895036309026e-05	4.3662286770995706e-05	0.0004086567787453532	9.181478162645362e-06	1.5898261835900485e-06	3.5177041013412236e-07	1.0088689123222139e-05	1.0297519565938273e-06	6.648312123047617e-09	1.5337634806655842e-07	1.8695109815780597e-07	2.155035190298804e-07	1.1074802159782848e-06	9.294453207076003e-08	4.8077904324372867e-08	9.057698946435266e-08	3.08106422153287e-07	9.01821106680245e-09
HIST1H3G	2.731293307078886e-06	3.7729914765805006e-06	5.031209639128065e-06	0.00041116660577245057	0.028877802193164825	9.040767281476292e-07	1.0736626165908092e-07	2.5439590899623e-05	2.835356553987367e-07	7.743775398694197e-09	1.4355808275468007e-07	1.4534531089793745e-07	1.3865951586922165e-07	1.205816374749702e-06	9.975989456734169e-08	2.385492621215235e-07	1.1844708751596045e-06	3.642503259015939e-07	1.4974846251902818e-08
HIST1H4C	0.000417249568272382	0.00043917837319895625	0.0004266055766493082	0.0016099305357784033	0.00013528918498195708	0.000144371937494725	0.0002802110102493316	0.00030038986005820334	0.0001154567435150966	5.6084019888658077e-05	0.0002172342356061563	0.0009236860205419362	0.00040886367787607014	9.498151484876871e-05	0.00012447040353436023	0.00013818999286741018	0.0006759901298210025	0.00047077552881091833	1.7531372577650473e-05
HIST3H2A	0.0003845836326945573	0.0003090358222834766	0.0003256121417507529	0.0010544911492615938	3.4539654734544456e-05	8.448895096080378e-05	2.269554533995688e-05	8.067446469794959e-05	3.7237146898405626e-05	0.001766249188221991	3.306360304122791e-05	0.00022025167709216475	2.0240664525772445e-05	2.134903843398206e-05	6.265729462029412e-05	9.395690625524367e-08	4.529779471340589e-05	0.0001832696289056912	0.00032965379068627954
HJURP	1.148454316535208e-06	1.9555965025119804e-07	2.0101203972444637e-06	0.00084330840036273	8.362051630683709e-06	1.146809722740727e-06	1.0793471716397107e-07	3.824234227067791e-07	6.061716817384877e-07	1.0375773129567278e-08	1.3378608798575442e-07	2.8795049900054437e-08	1.2126204751439218e-07	3.1161889069153403e-07	1.1051758974645054e-07	6.454108358866506e-08	6.200010034262959e-07	4.3737213673011865e-07	1.1357946583245848e-08
HK3	1.0609253564553e-07	5.541588521396079e-08	4.344626916008565e-07	2.6231793981423834e-06	5.701846021111123e-06	3.379934412350849e-07	2.0470820061291306e-07	1.57076456730465e-07	0.0013083068188279867	2.0870780303994252e-07	7.738569962612019e-08	1.8017448866203267e-08	9.243624532473405e-08	1.3088302353025938e-07	9.153352209523291e-08	2.0805698568437947e-06	1.0819520213090073e-07	2.892834629619756e-07	8.779799109959185e-09
HLA-DMA	0.0003703178954310715	0.0003330908075440675	0.0008454268099740148	3.8122521800687537e-05	0.00016021879855543375	8.24415201350348e-06	5.791136572952382e-06	0.000271281081950292	0.0018210631096735597	1.5793486454640515e-05	7.917000402812846e-06	7.393446867354214e-05	6.430956545955269e-06	5.754257472290192e-06	0.00019555531616788357	0.00026346821687184274	0.0021479506976902485	5.012523251934908e-05	1.4237284631235525e-05
HLA-DMB	0.0002629217633511871	8.483784040436149e-05	0.00032767359516583383	1.0090841897181235e-05	2.2725444068782963e-05	3.727333933056798e-06	1.1047767429772648e-06	2.4217681584559614e-06	0.0014551138738170266	2.4633332031953614e-06	1.6849237454152899e-06	4.9602327635511756e-05	6.452735306083923e-07	9.689628086562152e-07	1.8551736502558924e-05	0.00014309602556750178	0.0017650192603468895	1.672191319812555e-05	5.08582024849602e-06
HLA-DOA	8.717305172467604e-05	3.628811100497842e-05	0.00012265588156878948	2.989001586684026e-06	2.0177993064862676e-05	1.3713835187445511e-06	5.335265882422391e-07	1.5614821222698083e-06	0.0008246534853242338	2.476502913850709e-06	3.963339167967206e-07	4.264363451511599e-05	4.2022379602713045e-06	9.78515345195774e-07	4.599996464094147e-05	8.250794053310528e-05	0.0018722345121204853	4.2163723264820874e-05	9.130513234367754e-08
HLA-DOB	2.303159590155701e-06	1.062456135514367e-06	6.034389912201732e-07	3.5592454423749587e-06	0.00011314965377096087	2.201192955908482e-06	2.5489532617939403e-07	0.0003754653444048017	2.345571920159273e-05	3.6278968309488846e-06	3.424696114961989e-05	2.2571110491753643e-07	4.3771743207798863e-07	1.9588975419537746e-07	9.426095175513183e-07	1.0176148634855053e-06	0.001809891895391047	7.695613749092445e-05	2.1204029110322153e-07
HLA-DPA1	0.00024030543863773346	0.00026288643130101264	0.000523516209796071	1.1162128430441953e-05	0.00012561159383039922	5.591770332102897e-06	2.6168077056354377e-06	7.316272240132093e-05	0.00225009024143219	2.8514102723420365e-06	3.845166702376446e-06	5.809146023239009e-05	7.112115326890489e-06	3.6589265164366225e-06	0.00018096415442414582	0.00012403925938997418	0.0020406367257237434	1.5244438145600725e-05	1.2847619927924825e-06
HLA-DPB1	0.0003170538111589849	0.00027880005654878914	0.0005535135278478265	1.2488150787248742e-05	8.848032302921638e-05	9.367593520437367e-06	2.3298546238947893e-06	1.1719335816451348e-05	0.0020723494235426188	1.1160850590385962e-05	8.523064934706781e-06	9.734550985740498e-05	1.2662018889386673e-05	4.980330686521484e-06	0.0001820383913582191	0.00010741710138972849	0.002234712475910783	2.5946601454052143e-05	3.5279626899864525e-06
HLA-DQA1	0.00023203993623610586	0.00012324843555688858	0.0005361083894968033	9.253387361241039e-06	9.477460116613656e-05	4.420201548782643e-06	8.670576221447845e-07	5.573386079049669e-05	0.001549644861370325	3.5023335840378422e-06	7.060687607918226e-07	1.7968350221053697e-05	6.659148766630096e-06	2.1247617496555904e-06	4.8314086598111317e-05	4.462007564143278e-05	0.0018769677262753248	9.10754442884354e-06	3.455493526871578e-07
HLA-DQA2	0.00036676396848633885	0.00010128110443474725	0.0009886608459055424	6.445814051403431e-06	0.0002647623769007623	1.2474069990275893e-06	4.97951702982391e-07	0.00019033292483072728	0.0005166179616935551	8.623143230579444e-07	1.2016870414299774e-06	9.891358786262572e-05	1.4368434904099558e-06	6.069421374377271e-07	0.00043314089998602867	5.096206587040797e-05	0.002897292608395219	1.2328216143941972e-05	3.805658934652456e-06
HLA-DQB1	0.0002335564058739692	0.00015278237697202712	0.00043020068551413715	1.1287507732049562e-05	7.48796301195398e-05	6.92278672431712e-06	2.687327651074156e-06	3.4581473300931975e-05	0.0018820291152223945	5.172061264602235e-06	1.8175959439759026e-06	7.143199036363512e-05	1.2624602732103085e-06	2.2660392460238654e-06	4.541084308584686e-06	0.00011731775884982198	0.0022335753310471773	3.0185728974174708e-05	1.1946395943596144e-06
HLA-DQB2	9.944348857970908e-05	3.639595161075704e-05	0.0001624612632440403	2.6195202735834755e-06	8.577272819820791e-05	3.529304422045243e-06	4.3283628770041105e-07	2.3281350877368823e-05	0.00042352377204224467	4.5771395207339083e-07	1.1435979558882536e-06	0.00010941619984805584	1.1319008308419143e-06	1.3648387948705931e-06	1.4307918718259316e-05	2.9433180316118523e-05	0.00063687952933833	3.530573167154216e-06	1.6973993979263469e-06
