Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19
EMCN	3.652296243217279e-07	1.8660499279121723e-07	3.556149863470637e-07	1.1028837576532169e-07	0.00016858986055012792	3.012131401192164e-06	1.174031240225304e-06	9.74071781456587e-07	1.0816249584877369e-07	4.1833678210423386e-07	1.2579856047523208e-05	4.3138743421877734e-07	1.940423135238234e-05	3.216862012322963e-07	4.861340698880667e-07	0.002524755196645856	2.694270961001166e-06	2.2324466044665314e-05	2.2361940921200585e-07
EMILIN1	3.247237373216194e-06	9.071344493349898e-07	1.3661589264302165e-06	7.646809194739035e-07	2.3062715627020225e-05	0.0007248494075611234	0.000681276258546859	3.3689445899653947e-06	2.0857996787526645e-05	8.11431391412043e-07	0.0002698609896469861	1.181248080683872e-06	0.0010657926322892308	0.0013964666286483407	6.0685797507176176e-05	9.77502168097999e-07	3.054133458135766e-06	4.889197589363903e-05	1.306738454331935e-06
EMILIN2	0.0001395797444274649	0.00014905916759744287	7.023735088296235e-05	1.1322707678118604e-06	7.093368367350195e-06	9.773907368071377e-05	3.1264899007510394e-05	4.416611773194745e-06	0.0011601551668718457	1.6898455896807718e-06	6.76503186696209e-05	0.00011549781629582867	0.0005632168031297624	8.293946302728727e-05	0.00033157586585730314	4.273970262147486e-05	0.0001083124298020266	5.156805491424166e-05	1.7068289253074909e-06
EMP1	5.259442332317121e-06	6.3375291574629955e-06	1.0261289389745798e-05	6.65538536850363e-05	9.911291999742389e-05	0.0009408118785358965	0.0006465110345743597	3.104334609815851e-06	0.0001230456546181813	6.0181246226420626e-05	5.6275595852639526e-05	8.957976206147578e-06	0.0009430953650735319	0.0008688418893143535	1.1756918866012711e-05	0.0015601757913827896	7.778576218697708e-06	6.646764086326584e-05	4.257174805388786e-05
EMP2	3.3883591186167905e-06	4.153787813265808e-06	2.798247805912979e-06	0.0004885848611593246	0.00010972862219205126	0.0004221106646582484	0.0005610684165731072	3.968489181715995e-06	6.901319284224883e-05	0.0004144673002883792	0.0006272594328038394	7.963109055708628e-06	0.0009308522567152977	0.0005238245939835906	2.6358758987043984e-05	0.0007928305421955884	4.328499926486984e-06	0.00040887430077418685	0.0008558620465919375
ENAH	4.35553783972864e-06	7.5620910138241015e-06	1.0147351531486493e-05	0.0005659697344526649	0.00012278472422622144	0.00010067299444926903	0.0009098605951294303	1.2868981684732717e-05	8.339375199284405e-06	0.00042793297325260937	0.00035965474671684206	7.229354196169879e-06	0.00014905439456924796	0.0012096012942492962	2.6335095753893256e-05	0.00021554801787715405	4.8481597332283854e-06	0.00013997417408972979	0.0006454961840063334
ENG	8.328264084411785e-05	4.435537266544998e-05	5.261182741378434e-05	1.7832247976912186e-05	0.0003089458041358739	0.00014536341768689454	0.00012967592920176685	5.201346084504621e-06	0.0004022424400318414	3.170510899508372e-05	0.000172986532561481	5.469555253512226e-05	0.0003001260047312826	0.00011453096522018313	3.6521560105029494e-05	0.0027954536490142345	1.8196089513367042e-05	0.00010937279876088724	8.948290633270517e-05
ENPEP	8.029930427255749e-07	3.087590982886468e-07	7.63802290748572e-07	6.129639587015845e-07	1.2058816537319217e-05	0.0025754140224307775	1.010597225103993e-05	6.164776777950465e-07	2.5334546194244467e-07	3.8629775644949405e-07	0.00246579572558403	6.836802413090481e-08	0.0003497806319501251	5.3506253607338294e-05	2.2205658751772717e-06	3.098950003277423e-07	3.0176758514244284e-07	9.442154805583414e-06	8.748702953198517e-07
ENPP2	9.53852349994122e-07	2.390859208389884e-07	1.1625276101767668e-06	7.951980478537735e-07	5.586789848166518e-05	6.571911944774911e-05	0.00020905031124129891	4.540557256405009e-06	7.833480049157515e-05	1.2847823427364347e-06	3.842374553642003e-06	5.5370860536640976e-06	0.0005258351447992027	1.5006818102847319e-05	2.387037511653034e-06	0.0005507944151759148	2.6463130780030042e-05	8.102019637590274e-05	1.3931443163528456e-06
ENPP3	3.3399336984984984e-07	7.20076457128016e-07	1.5473752057459933e-07	7.846886092011118e-07	6.327446499199141e-06	6.313999847407104e-07	1.667372657720989e-07	2.336655882118066e-07	3.101875336142257e-06	9.428083558304934e-08	1.0858902754762312e-07	8.904232373652121e-08	5.337660127224808e-07	4.660800101419227e-08	0.0030428532045334578	1.1894326235051267e-06	3.4927115848404355e-06	3.0140738545014756e-06	1.8462984030520602e-08
ENSA	0.0005711177946068347	0.000668515800498426	0.0009748213924467564	0.00134354701731354	0.00045133469393476844	0.00023818417685106397	0.00031155042233876884	0.0002418408839730546	0.00027455860981717706	0.002368528861552477	0.00023547152522951365	0.0005038608214817941	0.0002252976264571771	0.00011044689745176584	0.0004808817757293582	0.0002020469692070037	0.00043243772233836353	0.000220637783058919	0.0010599393863230944
ENTPD1	0.0001268818014068529	0.0011632038513198495	0.0010530055733397603	1.3834607671014965e-05	0.00035250437213107944	2.9584933145088144e-05	6.296301580732688e-05	0.0001912433363031596	0.00038527837023139	2.912115917297342e-07	0.0002639880694914609	1.2689148206845857e-05	0.0005062700947746634	0.00038408179534599185	4.875908871326828e-06	0.0009400253184139729	0.0002151833032257855	4.4426800741348416e-05	4.367928795545595e-06
ENY2	0.0003929883532691747	0.0004197796224616468	0.0005267241504043341	0.0009098161826841533	0.0003036527195945382	0.0005645692581310868	0.0008861714159138501	0.0003754931385628879	0.0004991833120584488	0.0012632673606276512	0.00023263524053618312	0.00042368212598375976	0.0001945471449289471	0.00020479157683439553	0.00030447819153778255	0.00031575182219967246	0.0003199897473677993	0.0008509524050168693	4.8759171477286145e-05
EPAS1	1.548192449263297e-05	3.5968674637842923e-05	1.9385197447263636e-05	3.062202813453041e-05	0.00015120585158001631	0.00048469973262399435	0.00027709000278264284	1.0923092304437887e-05	5.9971222071908414e-05	8.11584777693497e-06	0.0016345609910786152	1.239248740603216e-05	0.00010506117541808635	0.0002212359249824658	4.29640022048261e-05	0.0017740419134497643	1.7480118685853085e-06	0.0003123260976281017	2.461001895426307e-05
EPB41	0.0007457410683855414	0.0006081726169213653	0.00021137241856195033	0.00020344791118986905	0.00012884370516985655	2.3268123186426237e-05	4.588773208524799e-06	0.00013699171540793031	6.483412289526314e-05	0.00012013207742711529	1.2420940038282424e-05	0.001183222164399922	1.5117622751859017e-05	1.7887265130411834e-05	4.648768299375661e-05	3.598044713726267e-05	0.0003876633709296584	5.633370892610401e-05	0.0008226240170188248
EPB41L1	8.40656957734609e-06	1.6237411273323232e-06	1.0720266345742857e-06	0.0004421894554980099	2.7397452868171968e-05	0.001346282078884542	0.00021340936655178666	5.480613617692143e-05	4.549516597762704e-05	0.0007694094092585146	0.0010480222990736365	3.210459453839576e-07	0.00030550494557246566	0.00022751325741410255	0.001131428056396544	4.764173354487866e-05	2.9448033274093177e-06	7.64371216064319e-05	0.0007832305273041129
EPB41L2	4.84200099890586e-05	1.4903077499184292e-05	2.955601485155057e-05	3.5473978641675785e-05	7.428339449688792e-05	0.00019552225421648473	0.0005145196919329464	2.1412457499536686e-05	0.0004388962406665087	2.1559997549047694e-05	0.0008026397554203868	3.0081093427725136e-05	0.0010899356566369534	0.0009063880424946547	0.00014818455383647233	0.00027381133986636996	9.967821824830025e-05	0.00015709821309428662	1.1723429452104028e-05
EPB41L3	2.3668276298849378e-06	1.0893387525356957e-06	2.510697868274292e-06	2.062375824607443e-05	3.6453482607612386e-05	3.5585395380621776e-05	8.255308057414368e-05	5.901820827602933e-07	0.0009557637968100607	5.0257713155588135e-05	1.1416673260100652e-06	5.243406349109136e-07	0.0003253434260841459	0.0001612051564734429	4.1811899791355245e-06	0.0003694499027915299	1.7388089190717437e-06	2.445695281494409e-05	8.85846238816157e-05
EPB41L4A	4.797862493433058e-05	2.7467233394418145e-06	5.576060630119173e-06	2.69363426923519e-05	0.00022473496210295707	2.9029682991676964e-05	1.3375271009863354e-05	0.00011731913400581107	1.0877998875002959e-06	2.024586865445599e-05	8.808768325252458e-05	1.0026064956036862e-05	9.52093250816688e-05	8.505700679961592e-05	0.00017681474855635315	0.0008754311711527407	6.258648500079289e-05	3.060866947635077e-05	0.0005776358302682638
EPC1	0.001065672724507749	0.0010187907610088587	0.0007911589345894754	0.00014261882461141795	0.00026641631848178804	0.00033397498191334307	0.00016292337386403233	0.0003260755620431155	0.00018057016131933779	0.00012961772154085338	0.00034828524803742766	0.0011323898797854781	0.00044253846863284707	0.0003481369640212506	0.00024315548944287002	0.0003485746856313199	0.0007081624353304505	0.00022577356139663607	0.001082556787878275
EPCAM	6.859968834760366e-06	8.219627488870174e-06	1.399511438648915e-05	0.0015394702786579728	6.35495744063519e-05	1.3312043847690802e-05	6.2658982642460614e-06	3.480305167613551e-06	2.895769739552634e-06	0.0013193306513130665	2.241541778857936e-06	9.239435712515842e-06	9.073988621821627e-06	1.1643991456367075e-05	4.862056812271476e-06	7.497163551306585e-06	4.3731811274483334e-06	3.914229819201864e-05	0.0004921116051264107
EPHA2	1.9333060663484503e-07	2.0123988520026614e-07	1.653556154224134e-07	7.801045285305008e-06	1.8759399608825333e-05	1.0554383152339142e-05	7.687707693548873e-05	6.576019586645998e-07	2.8039186872774735e-05	1.5987021470209584e-05	0.0005966208991594613	1.5432064515152888e-07	9.820513514569029e-05	0.000246391020482406	1.6755158867454156e-05	0.0006616711034439504	9.465670882491395e-05	1.276003968087025e-05	3.6142784665571526e-05
EPHA4	0.0003430492361076176	4.758184513775632e-05	3.463207031018101e-05	4.753805569635006e-06	0.0001805331266950816	1.991257886402309e-05	4.28502207796555e-05	4.474071374716004e-06	2.1973117725337943e-07	8.732186870474834e-06	5.13168670295272e-05	0.0004812839033547789	4.009503390989266e-05	0.00015305478882510215	7.075182111293543e-06	0.0004916928010061383	0.00010057918552774936	0.0001436127640772611	6.376794044626877e-05
EPHB4	7.722800887677295e-07	5.958549422757642e-07	3.949656274926383e-06	0.00023219671857077628	0.0004989210283383727	9.915702685248107e-05	9.074399713426828e-05	2.058932068393915e-06	4.2685578591772355e-06	0.00021920060680713505	3.54283292836044e-05	2.2226163309824187e-06	3.5366763768251985e-05	0.0002567580377217382	8.728960892767645e-06	0.001264607417397201	3.086081505898619e-06	0.00020922724797856063	0.0008055687067098916
EPHX1	1.1113749678770546e-05	7.970426850079093e-06	7.146120424295077e-06	0.0007407431839965284	0.00020899534865748137	0.00015000176790636033	0.00033646455267444253	0.00010193405614700168	0.0001484123058617115	0.0003942892944905907	0.0010144541738554835	6.066194600862218e-06	0.0010679165134206414	0.00020369469712022692	3.082028706558049e-05	0.0003384782175999135	8.876434549165424e-06	0.00016602306277491152	0.00027091329684481025
EPS8	8.634147889097221e-06	5.352035714167869e-06	4.6271939027064946e-06	0.00012171757407486439	6.818476686021313e-05	0.0002808562421705574	0.0001732771925162524	8.396264092880301e-06	0.00013126259727869183	0.00013465280062519014	0.0025183616671711206	8.052799785218667e-06	0.0004439451149664819	0.0002015668578678742	1.3451923223328777e-05	0.00021709279099013656	8.377882295462769e-06	0.0005846568383276463	0.00016074015002232045
EPS8L2	0.00043345207814127207	0.0002985030587296933	0.0006309562013484538	0.00040633950266055763	0.00012756400974467397	1.0157082215300761e-05	4.751085725729354e-05	0.00013439390750136226	4.1346243051521014e-06	0.0006185994716361165	2.7445353225630242e-06	0.00026937402435578406	4.5794909965479746e-05	0.00023622818116564304	2.7688702175510116e-05	3.2032721719588153e-06	8.770102431299165e-05	0.00028799360734410584	0.000904976564925164
EPSTI1	0.0005202043103054166	0.0015794300707057118	0.0008609018987044692	1.131237604568014e-05	0.00016153774049598724	0.00015347539738286287	0.0001735943806124851	0.00022665747383143753	0.0005860129022039473	3.364652343407215e-07	0.00011019314842997119	0.00010705027671065181	0.00014864836703054607	0.0002922080457210541	3.9807149732951075e-05	7.6192372944206e-05	0.00037318115937523544	5.314035206538392e-06	5.942914640399977e-07
ERAP2	0.0005425924900919199	0.00026112169143743813	0.00023951368348207325	9.445472642255481e-06	2.9721557439188473e-05	6.7740966187557206e-06	3.726655268110335e-05	9.191204298986122e-05	9.228572162101045e-05	2.6502186756260926e-06	4.48166647402104e-05	0.0005795139004476368	0.000220459362026304	0.0002450857136864215	0.00010600181121844798	9.803247667150572e-05	0.000343818188412115	3.335449946462177e-05	1.7547004972584546e-05
ERBB2	1.646694181545172e-05	3.630315177360899e-06	7.472216566384304e-06	0.0004235596570651978	3.602165816118941e-05	4.8805304686538875e-05	3.4707951272139326e-05	3.2996783829730703e-06	2.2644485397904646e-06	0.00010869628022192046	3.3203443308593705e-05	3.1513473004451953e-06	3.593608198571019e-05	9.173616854241118e-05	1.4722244486620184e-05	6.947419933567289e-06	6.153555204946315e-06	3.467112037469633e-05	0.00045421309187076986
ERBB3	1.970863922906574e-05	8.129879347507085e-07	1.086561314878054e-05	0.0009358034003525972	7.58210217099986e-06	3.3009564504027367e-06	5.522413175640395e-07	1.899043354569585e-06	2.4385028041251644e-07	0.0003364637086633593	1.1573461051739287e-06	1.209627680509584e-05	5.914900611969642e-06	2.6331217668484896e-06	2.0999459593440406e-06	4.462486913325847e-08	5.596507435257081e-06	1.7135799907919136e-06	0.0036654078867286444
ERBB4	8.62444480276281e-08	6.430053645090084e-08	7.051092865140163e-08	0.0002617620339151472	3.2105961054185173e-06	9.33931914914865e-07	1.319709639346911e-07	2.7414503733780293e-07	3.4309099561369294e-08	4.662316314352211e-06	6.484583082055906e-06	5.868615815529665e-08	3.800755621341523e-07	7.915909350231232e-08	1.747612259350717e-07	3.447902230391264e-08	7.800247203704203e-07	1.812289724512084e-06	0.003783749183639884
ERG	2.809571810757916e-07	6.111026209509873e-07	3.758952402677096e-07	8.739669965507346e-08	0.00010434933938086033	2.9654604077222757e-05	8.203622564906254e-05	3.652054942904215e-07	1.997337449211045e-06	1.0226300872773209e-07	2.861198481696192e-06	1.851506112870993e-06	5.0590633691172116e-06	3.214484968339093e-05	0.00033665596856735647	0.0019282061839476228	3.0198660283531353e-07	0.00013083477097097784	8.41161877929153e-08
ERGIC1	0.0007714069215580821	0.00015530204109381884	0.00014142293366603553	0.0004440599004738033	0.0005338359624147415	0.000387441657949239	0.00048023424460552633	0.0007385083008557558	0.0002775974862743169	0.00046240261872299016	0.00011870757589349523	0.00015573902055621147	0.0005541542777791619	0.00044002043432556093	0.0003162343637086451	0.00022109724523033947	0.00035562494304031134	0.00016613166371826082	0.0025084891822189093
ERGIC3	0.0004956950433552265	0.0005663968622684479	0.0006185332895256579	0.0005811539595015347	0.0006976326112635434	0.0009408231708221138	0.0010292322840541601	0.0020223541650921106	0.00040529551915824413	0.001497938297688961	0.00041851558489724994	0.0005889918538741767	0.0006429539644159377	0.00024439222761429846	0.0003865179023705423	0.00029796830494888127	0.00035173093783669174	0.0005051626358181238	0.00030868127942085266
ERLEC1	0.0006642069201916456	0.0005768413539044559	0.0005431452300399542	0.0004713937232736498	0.0005861514946445823	0.0006049012299627066	0.000812444428447634	0.0034814311657100916	0.00029143141000531614	0.0006975354626774788	0.00042778553324751556	0.0005012524779886007	0.0005980750429444015	0.000640320242382586	0.00031882504117675126	0.000308635295368731	0.00025264639407396317	0.00024769429001025856	0.0005841076490469277
ERP29	0.0008558800327591598	0.0008579174755141139	0.0008858097717165947	0.0004895563470199704	0.0007202041451819241	0.0004784334741998464	0.00041045999387279153	0.0009384835720993578	0.0005271931295283139	0.000840419961605221	0.00031920915353111923	0.0016628153389319777	0.0004969590227119625	0.00016541642253287137	0.0004888484254479408	0.00026072515174746513	0.0016593389445915818	0.0006173105794005096	0.0008800045470707119
ERRFI1	4.0991008063429035e-06	2.289018993906211e-05	9.400865565112326e-06	0.000539086468052119	6.567157834069803e-05	0.001090340781956911	0.00018588476814329624	3.4728043374343542e-06	4.376545257400721e-05	0.0007115114713087678	0.00039540062425658107	1.0177223884966224e-05	0.00018335813365411013	0.00013742259761784226	1.511721438873792e-05	1.324692857451737e-05	9.86030136118643e-06	3.079369344050065e-05	0.00010486665996722877
ESAM	7.752848318887118e-07	7.329626896535046e-07	3.632749780990707e-07	4.5773137458127167e-07	0.0001715090766083449	2.0170911739114672e-05	7.602047276122903e-07	2.0732868506456725e-06	1.275511976928101e-06	6.643185770371929e-07	0.0008622523164376616	1.7963600384973688e-06	3.0500209504680242e-06	1.001037958303641e-06	4.940858389090863e-07	0.002470926847308874	6.3432730712520424e-06	2.7660047635436058e-05	2.640159209477133e-06
ESCO2	4.142135367146693e-05	1.151204742200207e-05	3.0324399631354026e-05	0.0007080039358697832	1.318682734563481e-05	9.661346211942146e-07	1.1331999161257045e-07	4.812316660718352e-07	3.0567596240871353e-06	8.008683494153956e-09	2.92573218985126e-07	4.53556140200817e-07	3.5948374943473027e-07	4.71858783157586e-07	1.0313608811429731e-07	3.002266453222546e-07	2.433582437788573e-07	4.2366917796243797e-07	1.094121060418729e-08
ESR1	1.6750680060795275e-06	6.443855454563163e-06	4.5186902752902824e-06	8.675095159560442e-05	3.4821168810594827e-06	1.2147465895395726e-05	3.619164999690838e-06	3.580892371246591e-05	7.18515002517961e-06	6.950258102733642e-05	1.3663819117937237e-05	1.1147231816721614e-05	2.7955598852713592e-05	1.5608271496603265e-05	1.3230921467766166e-05	7.731656381793073e-08	3.67432016901148e-06	8.089783136711048e-07	0.005201737862080336
ESRP1	1.0311706546417554e-06	1.9835197235806845e-06	3.357734840392368e-06	0.00206267018802464	4.0077895391732454e-05	9.60794113780139e-06	3.396152123968932e-06	1.3411913641903084e-06	3.4644704101083335e-06	0.0005666001234203577	3.938109216505836e-07	8.626950034340553e-07	7.728772857262811e-07	3.649192876764573e-06	5.315969701769063e-06	6.71020075060369e-08	1.3026524356973823e-06	2.546775976952631e-05	6.0179907450219616e-05
ETS2	0.00013161066453903913	6.692365423077717e-05	0.00012248964048922062	3.30082984874025e-05	0.0002241140027763322	0.0002580335130915046	3.337555244797841e-05	7.656715752091259e-06	0.0003695819468703121	6.039114305167459e-05	0.00014827157428953797	8.749583503231406e-05	3.6221917980583385e-05	1.865351077867672e-05	8.162112499121577e-05	0.0015705644618719816	1.3781180314254016e-05	0.000564249639865011	3.243982791900635e-05
ETV5	6.295302341641218e-07	5.815700205857866e-07	1.1191751809747075e-06	2.9895893021603115e-05	1.9407671061344445e-05	0.0003025821060873568	0.0003109654353465885	6.0229845985304564e-05	0.0010198761010542512	3.366752207512036e-05	0.00020891285385005176	1.7788245543215453e-07	0.00024592652334831655	0.00018158354214392602	0.00015232618898153305	0.00017057950026355684	2.1631525669363327e-05	0.0003302481782156974	2.8737903789988195e-07
ETV6	0.00020373406005091965	0.0007739071734249592	0.00020670297089964151	0.0001812146365409717	0.000145574493217282	0.0002635552955325693	7.925555109977722e-05	0.0004525760014075786	0.000700149976182729	0.00013312039664015174	0.0002749062259681523	0.0003933704283554107	7.347531209234148e-05	0.0004563148831948638	0.00018508917128201574	0.0002502418356016278	0.0004462542128749192	6.499580922536552e-05	0.0002647322544362396
ETV7	0.00012146276276325807	0.0016069855773821473	0.00026528601301833987	2.9698441721848212e-05	1.7845299225882627e-05	4.5425022108247504e-05	2.7578655135584995e-05	5.3521012887358665e-05	0.0001257589174201712	4.278656888345722e-06	3.252447277191095e-05	5.779508683190215e-06	2.9189024644438177e-05	4.902050568489358e-05	8.037060069909785e-06	7.4606446105462965e-06	2.508769102860242e-05	9.26937791518867e-05	7.998348792170873e-07
EVA1C	0.00026548010646365583	8.923437417251989e-05	0.00019732958753593266	0.00011560841085156426	7.406462827930227e-05	1.5693574823671952e-05	3.070027378271334e-05	5.899579264223576e-06	5.985104507999495e-06	0.00013513315934687853	0.00010713103256421164	0.00019363114552106708	0.00028381746960803866	0.00016380258603021502	0.00010900709457928315	0.0004520011134445667	3.5597511214291444e-06	0.0003602289652917534	0.00011610733054112643
EVI2A	0.000552257290109992	0.000497229746542871	0.0006480214651674032	1.9510489437379874e-06	0.0002012575714616105	2.7169708118890412e-05	5.93657823628746e-05	0.0001227791071869433	0.0002527017204556614	1.3169466228646343e-07	1.0035820423581754e-06	0.0004923379747197032	2.6234129109070636e-06	6.82012687320821e-05	4.475178866414353e-05	5.419681770035822e-07	0.00021900008141528815	2.7688995487551438e-06	6.462465194090328e-07
EVI2B	0.0006443028105422854	0.00047202245332300663	0.0003961176844313741	2.702003257581964e-06	5.416269414126873e-05	6.870315246487735e-06	2.8870595087937545e-06	0.00017592948279343545	0.0003904997429344803	7.79569759856713e-08	4.5506007495532685e-07	0.00042446274892427027	1.282039534089563e-06	6.782793661841424e-06	2.3750531909172423e-05	5.942832785876817e-07	0.00043323790305294096	2.3675236207054695e-06	8.365486223738117e-07
EVPL	1.7675705521469354e-07	4.611072483839962e-07	1.5577020917589834e-07	0.0007491732249036431	1.0359188308939338e-05	1.5319859585360973e-06	6.601026711905433e-07	1.8943164548090863e-07	2.9698437629122054e-06	8.36883409647271e-05	2.4761033046161174e-07	7.043360028546886e-08	5.930639872531174e-07	5.36221136826498e-07	0.0014592405641451478	4.7461700347639635e-08	3.786178410791763e-07	4.5138978748582304e-05	0.0010511920554563403
EXOC3L1	2.8624950232369883e-07	4.782298788086337e-07	7.533785719715524e-07	9.486242561251856e-06	3.050303530471865e-05	9.113972191698849e-05	1.2664103451243136e-05	4.28023327003757e-07	5.7330857089255005e-05	4.290527795092203e-05	4.073688160133315e-06	5.360938075682498e-07	5.0864211516454816e-05	1.664972660364583e-05	1.1434196949267061e-06	0.0011588218621909618	6.444882387768303e-07	3.7671885365853086e-05	2.307786598976236e-05
EXOC3L2	2.4066139303613454e-07	2.2802889532158588e-07	4.089311289590114e-07	8.098284354218777e-08	4.2818905058084056e-05	6.870675406389637e-07	3.8428132143053517e-07	3.6054717611477827e-07	7.585322236991487e-08	5.773563316324726e-08	2.044534994638525e-07	5.119152035604202e-08	2.6591413870846736e-07	3.597825468659721e-07	3.380092152838188e-07	0.0015944051556289196	2.4995230774038646e-07	2.936278178822249e-06	1.7018582099126434e-08
EXOSC4	0.0002655554562807083	0.00020154647063463926	0.00026818568585440516	0.0005623892066068947	7.118248322512954e-05	0.0004492357256822288	0.0003405456955078989	0.00028131407452747226	0.00023169597261585295	0.0009584896615706384	0.00013100751675665379	0.00015250159776769578	0.00010462258069310337	5.6697324907872826e-05	0.00024312194727826864	0.00011767293472075835	0.00011194589751539752	0.0002967938780784607	3.481121893855743e-05
EXTL3	0.0004194397770334035	0.00012774109200108796	7.193288183771074e-05	4.977955177309923e-05	4.636354060494341e-05	0.001127690076828003	0.00010183062113355845	6.054462937754579e-05	0.00010697006655391306	3.748713425011374e-05	0.00017121653945650905	7.48833772377111e-05	0.0001232616777997464	0.0003904860350303352	0.0008910338510759175	0.00033790853922255337	9.783009591046721e-05	5.0962782552232966e-05	0.0001999663218157366
EZH2	0.00011972857464570552	0.000513866834808141	0.0005459586391225457	0.000929832982365042	0.00015838204126339406	5.8049001381732523e-05	1.88117592188064e-05	8.430907473666593e-05	5.480333129526116e-05	7.385934168269159e-06	1.6826827049953863e-05	0.00010958708298858255	1.3331446098163724e-05	3.8383735954994336e-05	5.48070966033265e-05	4.1097453504335135e-05	0.00010047326213680208	5.734781734645367e-05	4.9992595450021327e-05
F13A1	7.079555643940694e-07	7.588291737192776e-07	2.7241414954914944e-06	2.3663592685352342e-07	8.192429959308356e-06	1.3622142432723194e-05	0.0002273170102853328	8.091490144579438e-07	0.0006709140143357217	2.763311712783434e-08	1.3002520518057281e-06	6.698608103761217e-07	2.2120246285339817e-05	0.00147237628698349	3.066436420340324e-06	1.474499072173785e-06	1.5265286492649466e-06	1.2180468047517934e-06	3.842075102511444e-07
F2R	0.0006296346546150744	0.0003054459812119603	0.0007521353545598686	4.806696779269259e-06	8.960798004409298e-05	0.001175816636532545	0.0003447475319262594	1.204134605359286e-05	9.80191316557466e-07	1.3357022226045956e-06	0.00013128847058396786	0.0002453784691169858	0.0021188994869589806	0.00045842278632335365	8.597718988312408e-06	0.0004911275464110076	1.7821068922785344e-06	8.988953595689964e-06	5.632690317725064e-06
FABP4	2.4297467007272644e-06	1.110694483941188e-06	2.955155196104897e-06	4.5831606598767394e-07	0.0001645852898946032	6.947921519895317e-06	2.07440120902902e-06	2.1145465325389523e-06	8.111435454338789e-05	4.458858882117056e-07	8.617185085313395e-05	4.922320044897788e-07	2.8761642170138657e-06	7.95059804659104e-07	5.514200438483385e-07	0.0007178702508099377	2.0369849096368853e-07	5.855081690242514e-05	9.886009166848453e-08
FABP5	5.273704300634563e-05	0.00011499027459649369	0.00021606148220598698	0.00019095219613518566	4.16542861785274e-05	5.013455665903166e-05	0.00022660412651021034	7.567919965367764e-06	0.0002797468041535467	0.0001176819350803271	8.863294351613149e-05	2.26007559831487e-05	6.378384568961337e-06	9.793321623874363e-06	4.695791631093016e-06	0.0002234607090940699	2.0593146473402157e-05	0.0003575446899048984	4.7843123240909335e-08
FABP7	8.035897280933568e-08	1.9310222398871701e-07	5.588584528481988e-08	1.7558429377118046e-08	3.0195726594683947e-06	3.1514770171270357e-07	2.624026080866315e-07	1.5049346302475897e-07	6.115216137914103e-07	0.00011407551937736571	6.825244014407872e-08	1.8737040363703272e-08	9.316037363760188e-08	3.308249318934031e-08	0.0003264583647251129	2.9675781831883796e-08	8.831811015852509e-08	2.7433199534243613e-07	8.218071556598261e-09
FADS1	2.3599082851433195e-05	1.2747552318614908e-05	6.653324089711532e-05	0.00021139084128662944	4.0369079215452075e-05	0.00036941198050044477	0.0004267777840141207	0.00010661678243195638	0.0004581116372719407	4.522683229879476e-05	0.00036078470293432474	2.4184169888030738e-05	0.00013884720101486892	0.0002813797618728131	0.0006870690267533064	0.00022952583094593138	2.663661325641442e-05	0.0001188342648674734	2.7574662908591563e-06
FADS3	9.9028336990159e-05	3.750986070372164e-05	5.470415999297984e-05	3.212850060663186e-05	0.00021464402379933745	8.022340625757352e-05	6.786841549910605e-05	6.282799586188048e-05	6.954411219339818e-05	2.776731525955256e-05	0.0004637118836399168	8.331969729624689e-05	0.00019887815869878978	0.00014164226013235748	0.0002478107635397464	0.0002976063988171518	0.0009371701744385064	5.6221309932880104e-05	0.00015822368732187897
FAIM	0.0003514676063787192	9.053263056557626e-05	0.0003992294950876385	0.0003097880107816309	0.0001288995990762487	7.99233530415222e-05	0.0002579109859652817	0.00032120264950208366	7.11211032466963e-05	0.0003112838603556156	0.0004560289962682873	0.00016744904860388488	0.0003588211548049003	0.00010024543735198677	0.0006786973099224269	0.00013295341341290623	0.00015408762556035072	0.0005920241819694638	0.0001002843928290531
FAM102A	0.00045543478336185217	0.0005383046227507293	0.0005567269399762154	0.0001252716756425798	0.00010989297152264044	9.584966028342023e-05	0.00016420155589003116	5.970889105810784e-05	5.190763204154791e-06	8.535331289749593e-05	1.0857537745323498e-05	0.001208334811963141	8.138594421325251e-05	0.00018060574075207114	0.00018708209972828627	1.2284827789699193e-05	0.00026010672445409	6.44715255475603e-05	0.0008683764026500285
FAM105A	0.0007585904677398503	0.0002817733329720795	0.0006114084389992058	9.51024194364436e-05	6.693517934763804e-05	1.1718735549948178e-05	0.00010824046330526471	7.644621291547082e-06	0.0008381854277104139	7.156631181715056e-05	2.576011866040062e-06	0.00041138860979117453	9.307624713983387e-05	0.00012575318396557122	0.00033892260398715734	3.5306482459418476e-05	2.1814148567500524e-05	3.639082206063904e-05	0.00020051670435350388
FAM107A	1.8202199214556458e-07	3.1578903758600063e-07	1.2066652743669692e-07	4.293827078072354e-05	5.724890797864646e-05	3.4249826512677828e-06	1.0237146852887236e-05	2.673657945706509e-06	4.925025791635562e-07	1.5477380657102913e-05	8.900014108803589e-06	1.40111680480004e-07	4.361835453892127e-05	1.8046866898657754e-05	5.758527663601853e-07	0.000755108951125294	1.45692922615126e-07	0.0013662358978763223	1.657182195913265e-07
