Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32
M6PR	0.0012674445752054453	0.0008526761084794998	0.0010494928574189544	0.00022037990856915712	0.0002941568673122674	0.0008044377318583429	0.0003241186495870352	0.00047078554052859545	0.000199097630684264	0.0001610634062672034	0.0009098293958231807	0.0007599132950417697	0.0002738451003096998	0.00020042936375830323	0.0008304579532705247	0.00021475918765645474	0.0003341301635373384	0.0005496515077538788	0.00040073340642265975	0.0003007389896083623	0.0003183797816745937	0.0003638292837422341	0.00014473515329882503	0.0002410660235909745	0.00020005315309390426	0.00020223981118761003	0.00035702052991837263	0.00013630095054395497	0.00011331479618092999	0.00032154234941117465	0.0004230693157296628	0.0010562356328591704
MAD2L1	0.00025383898173458874	4.845868534175679e-05	0.00012891963706351817	2.4393915737164207e-05	1.1162094779137988e-05	1.01669511423097e-05	5.311292989063077e-05	7.294216629816219e-05	3.5485695661918726e-06	8.908553354558535e-06	0.00015519426960963756	6.871603545732796e-05	1.2014961612294428e-05	1.378959586872952e-05	2.5739846023498103e-05	1.3614712770504411e-05	0.00010849512909771875	2.0160181520623155e-05	5.978049011901021e-05	2.237891203549225e-05	6.564123759744689e-05	2.0565783415804617e-05	2.908190936068422e-06	7.875845767557621e-05	5.616851467493689e-06	0.0026705549098551273	3.263232429162599e-05	2.5613231628085487e-05	9.289669833378866e-06	1.2598527064255904e-05	1.639893525862135e-05	0.00019366246124263853
MAD2L2	0.0001651978527661413	0.00017958524404093623	0.00011480477405712008	0.0003485650522634387	0.0002098173717968166	0.00020573257643263787	0.00019179060473106802	0.00020439618674572557	0.00018383409769739956	9.335392678622156e-05	0.0010769577929750085	0.0002134773530997336	0.00016644368588458747	0.00022106614778749645	6.090780516387895e-05	0.00011758736945921555	0.0002150689106201753	0.0002287969400640577	0.00036177856964059174	0.00025086369714699686	0.00042147625936195254	0.00014151757932268083	0.00011654481204459444	0.0005779297789558768	7.369095692411065e-05	0.0008891153265722096	0.00011657353024929762	0.0007640923140570521	6.554360152222216e-05	0.0006157792522571981	9.673275053501129e-05	0.00039788000867702067
MAFB	1.6803835023893043e-05	5.4164061111805495e-06	1.834538488765247e-05	2.6172174329985864e-06	5.0120426749344915e-05	0.0010371461976319551	0.00014897026994731277	8.010883902898058e-05	0.00014488043962046504	0.0003169020055793226	1.3386728596742614e-06	3.2821080822031945e-05	0.001397748594172299	1.7130123524111696e-05	6.62314619148674e-07	2.9648186682607047e-05	4.3438038119347766e-05	1.8839066342479782e-06	0.00034455262357369065	0.00010426431254018098	0.0005438797525130212	6.044741166988388e-05	1.3229659089120105e-05	4.788556179846637e-05	2.2349249775288627e-05	8.409060683334246e-06	5.959584450465627e-05	4.6903085603844374e-05	1.252826587005984e-05	0.00018183232168667018	0.00019309834169689566	2.2739573068975005e-06
MAGED1	0.0005001552635803819	0.00013464223593473434	0.00025874495622701943	0.000621242041233927	0.00031135423341766	3.731482502189465e-05	0.00013834875426255167	0.00031134291202761233	0.00015365616127382964	0.0007858381140977144	0.00013908426626585424	8.49834323162213e-05	0.000345575506798923	0.00024231660063378513	1.8879090930568054e-05	0.0003355411463417113	0.00011901069228770211	0.0001107799107558094	0.00034373076050542295	0.00018538469157647341	0.00032215999090112746	0.00024048324848990887	0.00010522116645006463	0.0009922187309712172	0.00014085891598369926	0.00010455225128680468	0.00022244112915359437	0.0005196877173148096	0.00015157315647229552	0.0005876597133465111	0.00038897228660061955	0.00013349729124456644
MAGED2	0.00023332228010986	6.727898289682344e-05	0.00013189137098379433	0.00011713354615494609	0.0001181527113658376	4.557746433420107e-05	0.00014540184929501265	0.0002861323591787368	0.00021108319924678653	0.00020725546346511692	0.00017364640370942652	5.58929423277732e-05	0.0002866098948288709	0.00015680018987040967	6.245736585697159e-05	6.739543459843844e-05	9.047079947777092e-05	7.72566709201783e-05	0.00017784733790904284	0.0002207311918027699	0.00019912069546990097	0.0003624373930506408	8.119176345644519e-05	0.0008535014931112528	0.00015851658827159554	2.532010512368288e-05	0.0001114101687562652	0.00034660330857150257	0.00010664547880878672	0.00013700744602829218	0.0025130128487944603	0.00017115255468524992
MAGI1	3.6799622193939285e-06	5.2807663450948894e-05	0.00019611847528722137	6.00064197442407e-07	8.725604857318103e-06	1.7651924508754746e-06	9.121304174186662e-06	3.646547838798142e-06	0.0008652167161926627	9.806446905713528e-05	1.9359445104782935e-06	3.558224125299603e-05	3.862048470182344e-05	2.8311724236118607e-05	5.661468094331212e-07	0.00020801973005291075	4.6866043703630567e-05	4.076210871062358e-07	3.259916775277816e-05	1.9737093680305406e-05	0.00029673127573914826	0.0003757266385946423	8.453771442873403e-06	5.589818465523422e-05	0.002112421439960599	4.228021680319216e-06	1.597249683982227e-05	1.028815040626796e-05	5.584617974818684e-05	1.7935430150828324e-05	0.0004667012835852802	2.203197254857514e-06
MAL	4.041983629576862e-05	0.0012636184692382812	0.00012450286885723472	2.5018234737217426e-06	1.8191489289165474e-05	1.6017912685128977e-07	2.955206400656607e-05	8.363727101823315e-05	2.726852983414574e-07	1.565411054116339e-07	1.6760761354817078e-05	6.12495841778582e-06	2.349911483179312e-06	1.1851702765852679e-05	7.064882652230153e-07	0.00010911805293289945	1.3639254348163377e-06	3.7619602153426968e-06	5.481278640218079e-05	0.00010216691589448601	4.931140938424505e-05	6.082099844206823e-06	6.610043783439323e-06	1.995382262975909e-06	6.234931788640097e-07	9.16011595109012e-06	9.211849828716367e-05	1.3565925655711908e-05	1.418201736669289e-05	1.9751435047510313e-06	1.0907127716563991e-06	0.0013965190155431628
MAL2	7.426549927913584e-06	1.5659787095501088e-05	1.5063861610542517e-05	3.06245425463203e-07	1.2790059145117993e-06	1.3449084690364543e-06	3.403321670703008e-06	3.935561835533008e-06	2.134690021193819e-06	8.814020475256257e-06	5.489000614034012e-06	5.087290901428787e-06	1.2767524992796098e-07	2.258374024677323e-06	6.379821115842788e-08	4.986009571439354e-06	7.252006980706938e-06	1.977509327844018e-06	1.047122168529313e-05	3.3106534829130396e-06	1.807966555134044e-06	9.442428563488647e-07	3.3277704005740816e-06	0.0006681514205411077	2.6659618015401065e-05	5.7438686781097203e-05	8.495110705553088e-06	1.9529446149135765e-07	4.0316872400580905e-06	1.2573991625686176e-06	0.000583269284106791	5.15801320943865e-06
MALAT1	0.002874881960451603	0.001399599714204669	0.009573005139827728	0.0006215464673005044	0.002411983907222748	0.0002710968838073313	0.002218052512034774	0.0007151509053073823	0.00034629908623173833	0.0005574902170337737	0.000776889210101217	0.0018092114478349686	0.0003860446158796549	0.0004221655835863203	0.0011820534709841013	0.00048587683704681695	8.441311365459114e-05	0.0009001644793897867	0.0005349811399355531	0.00029693596297875047	0.00041016816976480186	0.0006416241521947086	0.0005762195796705782	7.627154991496354e-05	0.0007036759634502232	8.698283636476845e-05	0.0004950526636093855	2.3686880012974143e-05	0.0009069491061381996	0.00048224980127997696	0.0012541502946987748	0.0011536396341398358
MALL	7.511562216677703e-06	9.330364036941319e-07	2.7489415515447035e-05	3.627200840128353e-06	4.7573166739312e-06	8.57770430684468e-07	5.000516466679983e-06	3.7278289255482377e-06	0.0014643275644630194	2.4612178094685078e-05	1.1302274742774898e-06	1.5554407582385466e-05	5.702491398551501e-05	7.557286153314635e-06	5.161249987395422e-07	8.003139373613521e-05	1.2399949810060207e-05	3.889704203174915e-07	4.205301956972107e-05	6.535759894177318e-05	0.00012342272384557873	4.051318683195859e-06	4.68046573587344e-06	0.00046481992467306554	0.0003750112955458462	3.4295604564249516e-05	5.941596464253962e-05	0.00024776937789283693	1.0870610822166782e-05	0.0003929608501493931	6.189681698742788e-06	5.682381924998481e-07
MAML1	0.0005531518836505711	0.00031029991805553436	0.0003986842348240316	8.07368996902369e-05	0.00015172692656051368	0.0001628240424906835	8.979425183497369e-05	0.0002836672938428819	0.00019184197299182415	0.0002881979162339121	0.0002263920905534178	5.5987966334214434e-05	9.532396506983787e-05	0.00011407247802708298	0.0006025464390404522	0.00039178397855721414	0.0001862495846580714	0.0001703184680081904	0.00018447980983182788	0.00013319760910235345	0.00012425967724993825	0.00010835699504241347	7.210521289380267e-05	9.776706428965554e-05	0.00015435101522598416	9.563894855091348e-05	2.9221171644167043e-05	4.809788879356347e-05	0.00011908883607247844	0.00024173810379579663	0.0003187240508850664	0.00022837534197606146
MAN2B1	0.0004874498990830034	0.0007997081847861409	0.0004029754491057247	0.001245426945388317	0.00045308031258173287	0.0010730900103226304	0.0003392825892660767	0.0001288573839701712	9.609037806512788e-05	0.00016198020603042096	0.0002004450943786651	0.0005385242402553558	0.00019153249741066247	0.0005535888485610485	0.00030397254158742726	0.0003299638337921351	0.0004995797644369304	0.0007337128627113998	0.0002387890563113615	0.00013649473839905113	8.47264236654155e-05	0.00015215603343676776	0.0010264255106449127	0.00022825731139164418	8.045715367188677e-05	9.55299474298954e-05	0.0002759645867627114	0.00010793031833600253	0.0002574648824520409	0.000310586707200855	0.00021589623065665364	0.0006188345141708851
MANBA	0.0006914477562531829	0.0002671002293936908	0.0006769978208467364	8.225835335906595e-05	0.00018517766147851944	0.0005061818519607186	0.0011585168540477753	0.00043809274211525917	5.5468743084929883e-05	0.0002938625984825194	0.00024685802054591477	0.00034683378180488944	0.00012139138561906293	9.419494745088741e-05	0.0006050093215890229	3.5341585316928104e-05	5.777379919891246e-05	0.0006391897913999856	0.00027656639576889575	5.387036071624607e-05	0.0001053133382811211	8.067939052125439e-05	3.5952696634922177e-05	4.395530777401291e-05	7.406932854792103e-05	3.7573980080196634e-05	5.22686677868478e-05	3.500831007841043e-05	6.89987646182999e-05	7.90648118709214e-05	0.00020708174270112067	0.0003330313484184444
MANEA	0.0002535138337407261	0.0003608090919442475	0.000335128657752648	0.0013801875757053494	0.000875991303473711	8.392945892410353e-05	0.00045260979095473886	0.00022753367375116795	6.802211282774806e-05	0.00015397043898701668	0.0003247976419515908	1.2400648301991168e-05	0.00017840118380263448	0.0004060524806845933	3.9623606426175684e-05	5.511302515515126e-05	0.00011979931150563061	0.00021799180831294507	9.541521285427734e-05	2.9624487069668248e-05	0.0001064720781869255	0.0002053914504358545	0.00018384338181931525	5.7352011936018243e-05	0.00013088152627460659	0.00011035329953301698	3.338317765155807e-05	3.081181421293877e-05	1.8620150513015687e-05	5.292277637636289e-05	0.0002293638390256092	0.0001980035740416497
MANF	0.00044640793930739164	0.00016407828661613166	8.336989412782714e-05	0.0031459724996238947	0.0007494897581636906	0.0004120982193853706	0.0003977306478191167	0.0004063996602781117	0.0004629819595720619	0.0004152804322075099	0.0005773748271167278	0.00012450802023522556	0.0003010281070601195	0.0012973286211490631	0.0002595823898445815	0.00047257583355531096	0.0003025331534445286	0.00018312163592781872	0.0003782709827646613	0.00010954686149489135	0.00023154880909714848	0.00030259444611147046	0.0005196726997382939	0.0007830659160390496	0.00027296767802909017	0.00037891685497015715	0.0002287221868755296	0.00034791778307408094	0.0002997361298184842	0.0014960105763748288	0.00019035015429835767	0.0005555934039875865
MANSC1	9.317102467321092e-07	1.0010979167418554e-05	9.708781362860464e-06	4.179188181296922e-06	4.728243766294327e-06	3.5625403143058065e-06	4.082568011654075e-06	2.149716419808101e-05	0.0007346866768784821	1.9731383872567676e-05	4.7175095119200705e-07	3.7368088214861928e-06	9.940518066287041e-05	7.568191904283594e-06	0.00010744903556769714	6.925432535354048e-05	0.00017499290697742254	6.982845661696047e-06	2.807557575579267e-05	1.951253398146946e-05	3.47140412486624e-05	4.240206544636749e-05	1.303414046560647e-05	0.00030279517523013055	0.0009900060249492526	1.5984714991645887e-05	2.6804482331499457e-05	1.1004396583302878e-05	1.8264785467181355e-05	2.667293756530853e-06	0.00032761477632448077	6.614862741116667e-06
MAOB	1.251003567404041e-07	8.77903829632487e-08	1.1168114042447996e-06	8.688932098266378e-07	3.229364665457979e-06	1.0684175322239753e-06	3.046783376703388e-06	1.445791099285998e-06	2.6594684641167987e-06	2.9677969450858654e-06	1.7105595588873257e-06	1.2706033203357947e-06	0.00011740598711185157	1.911749495775439e-05	0.004125281702727079	7.89159366831882e-06	8.359299681615084e-05	3.8172191807461786e-07	2.2550408175447956e-05	2.371947812207509e-05	0.00167563883587718	3.889750132657355e-06	3.3017843179550255e-06	5.65683985769283e-05	5.113333827466704e-06	1.8854171912607853e-06	1.3374354239203967e-05	2.1815520085510798e-05	3.948572611989221e-06	1.917579766086419e-06	2.1837086023879237e-05	3.772233014842641e-07
MAP1A	1.728334609651938e-05	2.941475713669206e-06	0.00010006482625612989	8.200307092920411e-06	1.545733721286524e-05	2.410529305052478e-06	5.992030128254555e-05	5.108245022711344e-05	1.08104848095536e-06	0.0008190830121748149	1.1065968692491879e-06	1.1496017577883322e-05	0.00099422677885741	2.1101339370943606e-05	0.00027059493004344404	4.7926245315466076e-05	1.5424480807268992e-05	0.0003294770431239158	0.00010237396054435521	0.0236948411911726	6.506568752229214e-05	0.000658180913887918	9.49677632888779e-05	5.168140887690242e-06	2.359810059715528e-05	5.718417014577426e-06	3.5939901863457635e-05	0.0002826513082254678	2.7390546165406704e-05	9.335946378996596e-05	6.584728453162825e-06	4.990846264263382e-06
MAP1B	1.4366394680109806e-05	1.5848087286940427e-06	5.983881692372961e-06	8.402560638387513e-07	2.762809526757337e-05	1.0867672699532704e-06	1.321993568126345e-05	2.5014822313096374e-05	0.0007530400180257857	0.0003310050815343857	1.0518645012780325e-06	1.5284262190107256e-05	0.0008474498172290623	2.9740178433712572e-05	1.0935422096736147e-06	5.331538704922423e-05	2.3089231035555713e-05	5.6384369599982165e-06	0.0002670963294804096	0.00014896236825734377	0.0011873578187078238	0.002215518383309245	2.0237446733517572e-05	2.1398507669800892e-05	0.00013778610446024686	1.1880426427524071e-05	4.666467066272162e-05	0.0007412535487674177	2.9254028049763292e-05	0.0001720816653687507	1.7683732949080877e-05	3.5995591929349757e-07
MAP2	2.180099016868553e-07	1.0203302736044861e-06	1.4835612091701478e-05	3.363274458934029e-07	2.226067408628296e-06	3.121948793705087e-06	2.8298047709540697e-06	3.0534442885254975e-06	1.2076293387508485e-05	2.533214501454495e-05	1.8526105804994586e-07	0.00019247751333750784	1.8703001842368394e-05	3.9582696444995236e-06	1.3519475317025353e-07	9.96622384263901e-06	1.1122868272650521e-05	4.903441367787309e-05	3.517487857607193e-05	6.71669258736074e-05	0.0002685304207261652	0.0012850674102082849	4.9852578740683384e-06	3.282678881078027e-05	0.0002005162968998775	3.49090305462596e-06	1.7247404684894718e-05	9.361291631648783e-06	2.6488216462894343e-05	8.458693628199399e-06	6.144936196506023e-05	2.1670010141860985e-07
MAP3K1	9.479997970629483e-05	0.0006236215122044086	0.0014096623053774238	0.00012228544801473618	0.00011597936099860817	0.00033231754787266254	0.00025116989854723215	0.00014135093078948557	0.00020379736088216305	1.1078901479777414e-05	0.00016511375724803656	0.0006157985772006214	4.475929381442256e-05	5.0338621804257855e-05	0.0003230113652534783	0.00011308016837574542	3.3739230275386944e-05	0.0008079645340330899	7.767823990434408e-05	0.00017238834698218852	9.400989802088588e-05	0.00011771954450523481	2.314627454325091e-05	3.2970576285151765e-05	0.00013145952834747732	4.772256943397224e-05	0.00012782473640982062	3.20676808769349e-05	0.0005790211725980043	4.436088784132153e-05	0.00039623264456167817	0.000416084862081334
MAP3K11	0.0007358274888247252	0.0008368928683921695	0.0007540122605860233	0.00014347127580549568	0.00011506056762300432	0.00044488979619927704	0.000282802851870656	0.00023911180323921144	0.0010517728514969349	8.91934905666858e-05	0.0004581487155519426	0.001017223228700459	8.485599391860887e-05	7.820798055035993e-05	0.00019801748567260802	0.0003971727273892611	0.00020132030476815999	0.000351960799889639	0.00023320189211517572	0.00047004313091747463	0.00024530579685233533	9.194534504786134e-05	0.00044150775647722185	0.00017066362488549203	0.0010516161564737558	0.000220429094042629	0.0001808248198358342	8.007005817489699e-05	0.00017075381765607744	4.350793096818961e-05	0.00040140122291631997	0.0004681354621425271
MAP3K7CL	0.00011953400098718703	0.0001906387333292514	5.274673821986653e-05	1.9529157725628465e-05	8.964586595539004e-05	5.099783084006049e-05	0.00044510234147310257	5.164506728760898e-05	4.971409362042323e-05	5.606701597571373e-05	9.568273526383564e-05	2.8617871521419147e-06	1.1204344446014147e-05	0.00017020975064951926	2.4418379325652495e-05	0.00010517993359826505	2.5857372747850604e-05	0.00012023648741887882	0.0001388365199090913	0.00012184766819700599	3.955898137064651e-06	0.002499906811863184	0.00015416101086884737	1.30978696688544e-06	8.487766172038391e-05	5.958492693025619e-06	6.51538503007032e-05	0.00010363000183133408	1.693357808107976e-05	6.442056474043056e-05	4.636801895685494e-05	8.880169480107725e-05
MAP3K8	0.001033226726576686	0.00023160444106906652	0.00031149035203270614	0.0001537324278615415	9.128163219429553e-05	0.0004545929259620607	0.000432098371675238	0.0004972172901034355	0.0001030723869916983	6.839305569883436e-05	0.0007584777195006609	0.0005738350446335971	0.00010561408271314576	0.00012330037134233862	0.00041642755968496203	0.00010343456960981712	0.00010301986912963912	0.0008400359656661749	0.0001117530555347912	0.00010386992653366178	0.0002250228135380894	0.00019365563639439642	6.980711623327807e-05	8.846895798342302e-05	0.00013639964163303375	8.923356654122472e-05	0.00018043997988570482	3.647167977760546e-05	7.988038851181045e-05	0.0001461540232412517	0.0005803369567729533	0.00019301810243632644
MAP4	0.0003563221252989024	0.0005743250367231667	0.0009682796662673354	0.00010072975419461727	0.00011533228098414838	0.00018673470185603946	0.001085660420358181	0.000307361624436453	0.0004931831499561667	0.0009075525449588895	0.0006631241412833333	0.0005735700251534581	0.0003626842226367444	0.00014275738794822246	0.000171633466379717	0.00014338409528136253	0.00011714423453668132	0.00018760263628792018	0.0005305919912643731	0.000832189922221005	0.000396810588426888	0.0006351060583256185	0.00028774410020560026	0.00016825986676849425	0.0008479844545945525	0.00023255775158759207	0.00022325619647745043	0.0009977321606129408	0.0004185008001513779	0.000318171369144693	0.0003404043090995401	0.0002877608058042824
MAP4K2	0.0007907208055257797	0.000512243015691638	0.0025411825627088547	0.00013663571735378355	7.157323125284165e-05	7.209636532934383e-05	0.00012748135486617684	0.00029874875326640904	0.00010505055979592726	6.18338308413513e-05	0.00022040039766579866	3.207609915989451e-05	9.18135901883943e-06	0.00011515458027133718	4.566604911815375e-05	0.00031848999788053334	2.8726952223223634e-05	0.0008594088722020388	0.00014196826668921858	0.00017372018191963434	5.408230208558962e-05	3.061284587602131e-05	7.042961078695953e-05	0.00013056978059466928	0.0003177338803652674	0.00011519750114530325	6.823215517215431e-05	0.00017162914446089417	8.596023690188304e-05	3.085188291152008e-05	0.0001624064170755446	0.000781874405220151
MAP4K4	0.00032447653939016163	0.00036685430677607656	0.0005338574992492795	3.5069198929704726e-05	0.00023717679141554981	0.00016603668336756527	0.0003500097373034805	0.00017800816567614675	0.0009879496647045016	0.0008748898399062455	0.00016953701560851187	0.0003570044063962996	0.000332099647494033	0.00025402376195415854	7.02080360497348e-05	0.00027293668244965374	4.549328514258377e-05	0.000385593855753541	0.0003467817441560328	0.00017106249288190156	0.00014130315685179085	0.0004279591958038509	0.00012005656026303768	3.6997837014496326e-05	0.0004252454382367432	0.0001329427323071286	0.0005093022482469678	0.0005479133687913418	0.00022455719590652734	0.00017878889048006386	6.037978164386004e-05	0.0002491090272087604
MAP7	4.047975016874261e-05	6.837723049102351e-05	0.00011649436055449769	2.3527962184743956e-05	2.5212277705577435e-06	7.523008389398456e-05	0.0001855976734077558	4.127692591282539e-05	5.565004903473891e-05	1.5579564205836505e-05	5.13381019118242e-06	9.076988499145955e-05	4.817286026082002e-06	2.4175684302463196e-05	2.6099436581716873e-05	1.1650121450657025e-05	0.0002428019797662273	4.777228969032876e-05	1.2692264135694131e-05	5.66416019864846e-06	0.00035798660246655345	0.00012235154281370342	0.0003519792517181486	0.0007176478393375874	0.00011701249604811892	4.689146953751333e-05	2.0239134755684063e-05	1.115754548663972e-05	5.639755727315787e-06	1.1928144886041991e-05	0.002033344702795148	2.5280756744905375e-05
MAP7D3	0.00018863723380491138	0.0005510288756340742	0.0003048760409001261	5.719268665416166e-05	2.8704831493087113e-05	8.247506048064679e-05	4.844526119995862e-05	0.00015548538067378104	0.00018807455489877611	0.0002243691706098616	0.00026165752205997705	0.00021423537691589445	0.00035059810033999383	0.00016713405784685165	0.0002954092633444816	0.0005752243450842798	5.4104097216622904e-05	0.0002029679890256375	0.00030449870973825455	0.00014456947974395007	0.0003590516862459481	0.0008660422172397375	2.3263546609086916e-05	1.339383379672654e-05	0.00014657982683274895	8.018592779990286e-05	5.951387720415369e-05	0.0001744453184073791	8.461552351946011e-05	0.00015465916658286005	2.0435129499674076e-06	0.00028146346448920667
MAPK11	1.8378064851276577e-05	9.377527749165893e-05	0.005530085880309343	6.5479525801492855e-06	3.2099417239805916e-06	1.3852958318238962e-06	2.599719118734356e-05	9.339696589449886e-06	0.0009951762622222304	6.947229121578857e-05	0.0001486418186686933	8.532377250958234e-05	3.90599416277837e-05	1.0124793334398419e-05	1.10682628928771e-06	4.5748001866741106e-05	2.1555663352046395e-06	1.1112445463368203e-05	3.306940561742522e-05	9.725237759994343e-06	2.0885503545287065e-05	1.7229543800567626e-06	3.442763045313768e-06	6.215334451553645e-06	0.0005943404394201934	2.4894696252886206e-05	3.239206853322685e-05	9.361401316709816e-05	1.5129883649933618e-05	2.079681507893838e-05	2.3997101834538626e-06	3.138907050015405e-05
MAPK12	1.6547715858905576e-05	9.480701010033954e-06	2.4193621356971562e-05	8.224763405451085e-06	0.00018095991981681436	7.646878657396883e-06	6.526378001581179e-06	0.004014362581074238	0.0005954341613687575	0.00019869024981744587	0.00010197272058576345	3.1822448363527656e-05	3.5756806028075516e-05	2.3281296307686716e-05	0.00010085527901537716	1.8572052795207128e-05	3.6876877857139334e-05	9.074738045455888e-06	6.419824057957157e-05	0.0003273923648521304	9.155834959528875e-06	1.162042735813884e-05	2.6468298983672867e-06	7.719778659520671e-05	0.0002833042817655951	3.3123360481113195e-05	0.0001808198430808261	0.00016023562056943774	1.6068168406491168e-05	7.492741860914975e-05	9.884790415526368e-06	2.8478243621066213e-05
MAPK3	0.0003073296684306115	0.00025932060088962317	0.0005452425684779882	1.0846763871086296e-05	3.359524635015987e-05	0.00017525853763800114	5.9272657381370664e-05	0.000564836838748306	0.0008534835651516914	0.0001933618332259357	0.0001436516467947513	0.00012977370352018625	0.0004391710681375116	2.8736467356793582e-05	4.544780313153751e-05	0.00012352241901680827	0.00016009782848414034	7.812551484676078e-05	0.0001507495908299461	0.0003613283624872565	0.00020457729988265783	0.00023270009842235595	2.946673885162454e-05	0.00023021794913802296	0.0007209822069853544	0.00017672301328275353	4.6751050831517205e-05	0.00013753992971032858	5.191881427890621e-05	0.0002065478911390528	0.00033964283647947013	0.00022080584312789142
MAPRE1	0.0003045176563318819	0.0003290515742264688	0.00013674216461367905	0.00020663411123678088	0.00013377312279772013	0.0004508059937506914	0.00016119718202389777	0.0005664884811267257	0.00025618565268814564	0.0001546114799566567	0.0007613171474076807	0.00048158972640521824	0.00014102684508543462	0.00011743522190954536	0.0006930866511538625	0.0003320604155305773	0.0002169541985495016	0.00034561031498014927	0.00027897031395696104	0.0004921454237774014	0.00018039946735370904	0.00023095213691703975	0.0006568473763763905	0.0004670199123211205	0.00018568219093140215	0.0005232443800196052	0.0001742021704558283	0.0006456631817854941	0.00010838199523277581	0.00026590758352540433	0.0002522106224205345	0.0006249782163649797
MAPRE2	0.0012960070744156837	0.0004002177738584578	0.0005036807851865888	1.0177567673963495e-05	5.351201252778992e-05	0.00014679558807983994	0.00022554730821866542	0.0002908967435359955	0.00036867905873805285	0.00010253368964185938	0.0009044063044711947	0.00013875185686629266	0.00014725032087881118	0.00015450341743417084	0.00028128447593189776	0.0003459365980233997	3.128739626845345e-05	0.0006164753576740623	0.00031280936673283577	0.00024146275245584548	0.0001612986234249547	0.0006349018076434731	9.495025733485818e-05	3.341655610711314e-05	0.00018177802849095315	0.00010301003931090236	9.784196299733594e-05	0.0002283485810039565	0.00017909493180923164	0.00022339628776535392	8.488639650749974e-06	0.0004906654939986765
MAPRE3	0.00013931946887169033	5.367837366065942e-05	5.942465577390976e-05	0.00012008111661998555	2.4803932319628075e-05	8.157085540005937e-05	1.0000726433645468e-05	4.464953963179141e-05	4.8521425924263895e-05	0.0002541797875892371	1.3996978850627784e-05	2.3190090360003524e-05	0.00030003621941432357	0.00026883947430178523	0.0010249775368720293	4.8537025577388704e-05	0.00021856382954865694	8.132554648909718e-05	8.727173553779721e-05	2.4027352992561646e-05	0.0008116718381643295	0.00018131910474039614	5.971661266812589e-06	0.00023392628645524383	0.00016038204194046557	1.197000437969109e-05	2.6895504561252892e-05	4.398394230520353e-05	1.584630626894068e-05	0.00014447206922341138	0.0001985710405278951	2.111661888193339e-05
MAPT	4.478222763282247e-06	0.00010202340490650386	3.490080780466087e-05	2.383522001991878e-07	1.7256942328458535e-06	3.634056611190317e-07	3.4065394629578805e-06	8.183054160326719e-05	1.2070572097400145e-07	7.463794190698536e-06	1.4173118643157068e-06	0.0015519812004640698	3.971272599301301e-05	2.4342994038306642e-06	3.553598162397975e-07	8.033012818486895e-06	2.457790651533287e-05	7.602256459904311e-07	1.8601691408548504e-05	3.7365512071119156e-06	4.729660759039689e-06	3.953570194425993e-05	1.1108264743597829e-06	0.00031413164106197655	5.7228557125199586e-05	5.03721412314917e-06	1.3302214938448742e-05	3.3781157071643975e-06	5.972428880340885e-06	4.239856480126036e-06	0.0018255386967211962	3.61311249434948e-05
MARCH1	1.5884833146628807e-06	7.442839091709175e-07	2.9893369628553046e-06	6.621281158913916e-07	1.1711705155903473e-05	0.0011559731792658567	4.230466947774403e-05	2.649133875820553e-06	7.258223888584325e-08	1.6425432249889127e-06	1.7929664863913786e-07	1.701837027212605e-05	1.0994341437253752e-06	4.291314780857647e-06	1.91318420661446e-07	1.715529833745677e-05	1.5561566613087052e-07	0.0017745757941156626	3.703816037159413e-05	5.49079004485975e-06	4.7493285819655284e-06	3.2996166510201874e-07	2.939833166237804e-06	4.3047808162555157e-07	1.1332741678415914e-06	4.08718932476404e-07	2.3502307158196345e-05	4.987953730051231e-07	1.1087341590609867e-05	4.064466338604689e-06	2.787543280646787e-07	6.217956070031505e-07
MARCH3	0.00016963246162049472	0.0016136973863467574	0.0006818808033131063	0.00018686187104322016	0.0001678911066846922	0.0001261814613826573	0.0002789050340652466	0.0003211254661437124	0.0003009752254001796	1.4052500773686916e-05	0.00011427562276367098	0.00014207715867087245	0.00016901586786843836	0.0002723019279073924	0.0007566594867967069	0.00013961399963591248	0.00018775674107018858	0.0008202886674553156	0.0002271629637107253	2.8393256798153743e-05	0.0004986756248399615	5.3860458137933165e-05	2.455616049701348e-05	0.00023982327547855675	5.01748982060235e-05	0.0003353202191647142	5.165960465092212e-05	4.862418427364901e-05	0.00010315624967915937	0.0003452500968705863	0.00020056967332493514	0.00014515443763229996
MARCKS	7.0380874603870325e-06	7.062328677420737e-06	1.1448504665168002e-05	0.0001897738256957382	0.00011108871694887057	0.0011210963129997253	0.00010781525634229183	5.676672299159691e-05	0.0005759689374826849	0.001197949517518282	2.2563103811990004e-06	0.0011393169406801462	0.0004742405435536057	6.463786849053577e-05	1.3428118563751923e-06	0.00017516565276309848	5.8083347539650276e-05	0.0001526928972452879	0.00015093258116394281	0.0001426811795681715	0.0004789460508618504	0.0002684033242985606	0.00014733998978044838	9.889976354315877e-05	9.18266232474707e-05	9.82231940724887e-05	0.00011088628525612876	0.00013372772082220763	0.00011453393381088972	2.2087991965236142e-05	0.000497588305734098	3.2312836992787197e-06
