Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22
ABLIM3	2.646346365509089e-05	2.0283180219848873e-06	3.298066246770759e-07	2.1207169993431307e-06	5.96971119648515e-07	1.767248977557756e-05	3.975610525230877e-05	3.6698932603940193e-07	2.2138050553621724e-05	7.813934644218534e-06	1.2969352383152e-06	2.5088969778153114e-05	8.051181794144213e-06	0.00020595823298208416	1.724773937894497e-05	0.0006748826126568019	8.750905544729903e-05	2.0321153897384647e-06	0.0004641976556740701	4.610137693816796e-07	3.965385076298844e-06	8.204700861824676e-06
AC004791.2	3.018489451278583e-06	6.824371467928358e-08	4.9719563577355075e-08	3.148234029026753e-08	1.973319818660002e-08	7.910412769263075e-09	9.55051504547555e-09	0.0032578441314399242	1.5541731102075573e-07	4.3355055368010653e-07	1.041598807205446e-06	5.098404898262743e-08	4.579520918923663e-06	9.238226539309835e-08	2.8163780640966252e-08	3.528065306568351e-08	9.95917375234967e-08	0.00012849405175074935	1.2493430290305696e-07	2.015409421574077e-07	1.381692698032566e-07	6.450210321418126e-08
AC013461.1	0.0016478152247145772	5.3962230595061556e-05	0.00013346476771403104	4.781582174473442e-05	2.4382356059504673e-05	1.2540497664303984e-05	0.00011822262604255229	7.791056850692257e-05	0.001819559489376843	0.00012304585834499449	4.460325726540759e-05	0.00023913090990390629	0.00023808347759768367	0.0004711751826107502	0.00025936143356375396	0.00015213905135169625	0.00018471023940946907	0.00013635271170642227	0.00010892516729654744	2.3918466467875987e-05	0.00045610740198753774	0.00019755687389988452
AC017002.1	2.078067154798191e-05	1.0070156122310436e-06	9.264428808819503e-05	0.00041339430026710033	1.234266619576374e-06	9.044112125877746e-09	1.7909464133936126e-08	1.202747989736963e-05	8.36876438370382e-07	5.229995281297306e-07	0.0009020354482345283	9.71391955317813e-07	1.7716152797220275e-05	1.3064603990642354e-05	2.031808799074497e-05	2.3450367734767497e-05	2.048076203209348e-05	4.729191402930155e-07	2.871187234632089e-06	1.1963642236878513e-06	3.47764726029709e-05	1.6359905430363142e-07
AC020571.3	1.254160815733485e-05	0.00065416976576671	2.827140997396782e-05	0.00019985901599284261	0.000896495534107089	0.00031662287074141204	8.13933220342733e-05	0.0030192958656698465	9.565540040057385e-07	3.089431265834719e-05	0.0003093813138548285	3.314711420898675e-07	0.00024368049344047904	4.018805157102179e-06	2.2211756004253402e-05	4.529363195615588e-07	1.043042061610322e-06	4.857486601395067e-06	7.513123136959621e-07	2.0290692646085517e-06	1.459748364140978e-05	1.5220044815578149e-06
AC079767.4	3.599172657686722e-07	1.5428267374772986e-07	1.0071603639971727e-07	3.598581344022023e-08	5.0269193252461264e-08	9.668270450902128e-08	1.2947906746774152e-08	2.5227191144949757e-06	2.375919336827792e-07	6.596083039767109e-07	3.0054468425078085e-06	7.581248792121187e-05	6.8326062319101766e-06	2.2312434566629236e-07	4.856846302914164e-08	1.6889640619410784e-07	0.00013266356836538762	0.0026087455917149782	2.519429074254731e-07	3.8554327375095454e-07	3.2351641721106716e-07	3.278760800640157e-07
AC092580.4	3.1471788020098757e-07	1.882710785139352e-05	0.00014077004743739963	0.0015663764206692576	0.0001058858833857812	9.312444149145449e-08	5.554193904799831e-08	6.284521418820077e-07	1.0311673577234615e-06	2.240123876617872e-06	1.7442724129068665e-05	2.4781508045634837e-07	2.8667544029303826e-05	3.623372606398334e-07	8.60243076772349e-08	9.885003038334617e-08	1.5926792684695101e-06	5.339128961168171e-07	5.511749350262107e-07	2.942172841358115e-06	2.5724264673954167e-07	4.810341351912939e-07
AC093642.3	8.163492282164952e-08	2.917415440606419e-05	1.9562845409382135e-05	2.4159813705182387e-08	1.2653851300115093e-08	5.963782800932904e-09	0.0025278173852711916	6.599402979645674e-08	1.205068400622622e-07	4.0849459992386983e-07	7.037762406980619e-05	6.954587092877773e-07	3.2804546208353713e-06	9.073348650190383e-08	4.998814802092966e-06	3.1970429859029537e-08	1.5847504641897103e-07	1.505326963524567e-05	1.1373839470252278e-07	1.682951022985435e-07	1.0721316812123405e-06	1.7117622519435827e-07
AC093818.1	1.5328860172303393e-06	0.00027863349532708526	2.016247708525043e-05	0.0002882993721868843	0.00013140989176463336	2.0059774215042125e-06	2.5071025788747647e-07	6.168982508825138e-05	1.357632527287933e-06	8.647156209917739e-05	0.00045036288793198764	1.4426425877900328e-05	0.00036220092442817986	2.651350087035098e-06	3.69579129255726e-06	0.00016278628027066588	0.00014655423001386225	9.978507296182215e-05	6.400635174941272e-05	0.0030206444207578897	0.0001561121898703277	2.0261544705135748e-05
AC104699.1	1.9859544408973306e-07	1.25510922543981e-07	5.599173391601653e-07	3.4025795514480706e-08	6.056355061900831e-08	1.822258077766037e-08	1.5693101929059594e-08	1.9752116031668265e-07	1.6652444401188404e-07	9.693682159195305e-07	8.891075594874565e-06	1.4439892481732386e-07	0.00021768154692836106	2.7593387130764313e-07	5.333238206617352e-08	5.710525385893561e-08	2.7650946776702767e-07	0.0011775484308600426	2.3373368662760186e-07	0.004193021450191736	1.3126287967679673e-07	2.0678361067894002e-07
AC133644.2	7.116066990420222e-05	1.2948215953656472e-05	0.0001723446766845882	0.0008136246469803154	1.169713414128637e-05	1.2286018602480908e-07	9.570189263286011e-08	1.7584423403604887e-05	1.34013034767122e-05	3.2235091111942893e-06	0.0015762121183797717	6.596279035875341e-06	6.803796713938937e-05	1.1003937743225833e-06	2.5358960556332022e-05	3.67084467143286e-05	9.367363236378878e-05	6.765648095097276e-07	1.1557858670130372e-05	1.898244045150932e-05	6.731729081366211e-05	8.95125083388848e-07
AC233755.1	1.3968343637316138e-07	1.928852526589253e-07	1.5037215916891e-06	2.4316329927387415e-07	2.566548005233926e-07	9.70565583457983e-09	9.771370379496602e-09	7.12417360659856e-08	1.3822355526826868e-07	5.394776394496148e-07	6.172209623400704e-07	4.34189573184085e-08	0.04515598341822624	1.4480325205568079e-07	6.545480601971576e-08	5.6430632611181863e-08	6.393465667997589e-08	9.327995940111578e-06	1.7383219130806538e-07	0.00040745336445979774	1.0340256295648942e-07	4.735031780001009e-07
AC245100.1	2.488661448296625e-05	0.0010339929722249508	7.264300074893981e-05	0.0005481104017235339	0.000507550488691777	8.73249246069463e-06	9.079911251319572e-06	0.00012051483645336702	7.363068289123476e-05	0.00011494994396343827	0.00045818305807188153	3.5453813325148076e-05	0.0002254396677017212	2.9248883947730064e-05	3.881171505781822e-05	3.687234482185886e-07	3.9616625144844875e-05	0.0003326722653582692	4.067196641699411e-06	1.0590555575618055e-05	6.909127841936424e-05	8.40340435388498e-05
ACACB	0.00018950775847770274	0.00033829230233095586	1.620692819415126e-05	4.1359831811860204e-05	3.159999687341042e-05	1.5953398815327091e-06	0.00015194281877484173	1.7237121937796474e-05	2.008517913054675e-05	0.0002577509148977697	3.203837695764378e-05	1.5780491594341584e-05	3.281822500866838e-05	0.00022652583720628172	0.00023543644056189805	0.0005800010403618217	2.153525383619126e-05	1.926022559928242e-05	0.00020533893257379532	3.9386846765410155e-05	4.773592081619427e-06	3.97642270399956e-06
ACAT2	0.00018984540656674653	0.0004663306172005832	0.0006175722810439765	0.00036167018697597086	0.00044083636021241546	0.0003129076212644577	0.00011216221173526719	0.00032333252602256835	0.000218133456655778	6.031375232851133e-05	0.00042028239113278687	0.00012963177869096398	0.00016863028577063233	0.00015679962234571576	5.693947969120927e-05	5.0309448852203786e-05	0.00010717698751250282	0.00010732354712672532	0.0001409823598805815	5.893788329558447e-05	8.734806760912761e-05	0.0004805975186172873
ACE	3.1463441700907424e-05	0.00013305959873832762	3.0605101528635714e-06	2.611731815704843e-06	2.0426028640940785e-05	5.230685019341763e-06	3.531529728206806e-05	1.2446959772205446e-05	1.4085374004935147e-06	0.00032998938695527613	2.897180593208759e-06	5.514996882993728e-05	2.2998923668637872e-05	1.4147787624096964e-05	0.0001394514983985573	0.0015646666288375854	0.0003128288662992418	5.5389605222444516e-06	3.8448106352007017e-05	1.066553159034811e-05	1.712252924335189e-05	5.410047378973104e-05
ACER3	0.00034279804094694555	0.0002808153803925961	0.00016484993102494627	0.00020792055875062943	9.838509140536189e-05	8.950084884418175e-05	0.00011893970804521814	0.0009242541273124516	9.431666694581509e-05	0.0004504104144871235	0.00013702575233764946	0.000583715969696641	0.00020152429351583123	0.00019182196410838515	0.0001542972750030458	0.0002497252426110208	0.00037913615233264863	0.0002610101655591279	0.00017226618365384638	7.134750194381922e-05	0.0001009708721539937	8.315182640217245e-05
ACKR1	1.0611815923766699e-06	4.957193596055731e-06	2.3784575375884742e-07	1.916887981678883e-07	7.073556957948313e-07	3.5625664196459184e-08	1.2960353501512145e-07	6.331310942186974e-07	9.69206666923128e-07	1.860107090578822e-06	2.4759995085332775e-06	5.485209726430185e-07	9.842719009611756e-06	3.281308636360336e-06	1.0004610828673322e-07	0.0001731766969896853	2.73436882025635e-07	2.0715908704005415e-06	0.0034704389981925488	9.510957283964672e-07	4.446664263468847e-07	3.4135476312258106e-07
ACOT7	4.6784549340372905e-05	5.8144494687439874e-05	0.0007755298865959048	0.0004659249971155077	7.968751015141606e-05	7.279481360455975e-05	1.2442833394743502e-05	0.0015996029833331704	8.169812645064667e-05	0.00011480418470455334	0.00015974546840880066	5.334864908945747e-05	2.7553467589314096e-05	2.1405028746812604e-05	5.162499292055145e-05	0.0001900089264381677	0.00015286228153854609	3.328908860567026e-05	7.054646266624331e-05	1.7893451513373293e-05	0.0002676934818737209	0.00012227008119225502
ACP5	9.679445793153718e-05	0.00012122338375775144	0.00011219834414077923	0.0007034813170321286	0.00010390963143436238	0.00021193904103711247	0.00012750476889777929	0.00024767572176642716	7.930100764497183e-06	1.5430967323482037e-05	0.0007450897828675807	0.0003958840388804674	8.398669888265431e-05	0.000348540983395651	1.3438154383038636e-05	1.9485223674564622e-06	0.0017231190577149391	0.0007099233916960657	4.312421879149042e-06	8.772324508754537e-05	6.494741228380008e-06	5.6928688536572736e-06
ACSL1	0.00012020471331197768	9.534503624308854e-05	0.00012924190377816558	0.00019441165204625577	4.651913695852272e-05	0.000343508057994768	0.00024866496096365154	1.0726862456067465e-05	5.750308991991915e-05	0.00059615628561005	0.000234779276070185	0.0003735756909009069	3.631006620707922e-05	0.00010132497845916077	0.00021987584477756172	7.05448110238649e-05	0.0008243585471063852	0.00019611952302511781	4.822812570637325e-06	1.896947833301965e-05	0.00010448740795254707	0.00012323789997026324
ACSL3	0.00021298589126672596	0.0003459798463154584	0.00014966783055569977	0.00017505184223409742	0.00023303912894334644	0.000807053002063185	0.002199584851041436	0.00013064562517683953	7.490101415896788e-05	0.0004369448288343847	0.0002768825215753168	0.00019156270718667656	0.00011613032984314486	0.0002738522307481617	0.0002500352275092155	0.0002400670200586319	0.0003121520858258009	0.0002137838746421039	0.00010379282321082428	0.00011512189666973427	0.00013453298015519977	0.00023526464065071195
ACSL4	0.0001625994045753032	0.00018624775111675262	0.0001791423128452152	0.00044132539187557995	8.014359627850354e-05	1.4934688579160138e-06	2.9388991151790833e-06	0.0019374428084120154	0.00017762617790140212	0.0013033794239163399	0.00038167741149663925	0.0003614752204157412	0.00027870357735082507	0.00018237397307530046	0.0002215345302829519	0.0002358266938244924	0.00042418012162670493	0.00024748657597228885	0.00013155321357771754	0.00014897578512318432	0.0001683906593825668	9.992578998208046e-05
ACTA2	0.0005794944590888917	2.7856864107889123e-05	2.301158383488655e-05	3.900246156263165e-05	7.366375939454883e-06	9.72489715422853e-07	4.387730314192595e-06	3.188526534358971e-06	0.005711021367460489	2.817775748553686e-05	2.7982501705992036e-05	3.826894953817828e-06	3.270242814323865e-05	1.1080646800110117e-05	0.00047708768397569656	9.51348170019628e-07	6.813480467826594e-06	1.7919388710652129e-06	3.00925398732943e-06	5.670894552167738e-06	9.843845327850431e-05	8.173265996447299e-06
ACTB	0.00043308903696015477	0.0007926783291622996	0.001379690133035183	0.0024571616668254137	0.0017661023885011673	0.0003065044293180108	7.675949746044353e-05	0.0016659990651533008	0.001410085242241621	0.00015161858755163848	0.0019178508082404733	0.0014328850666061044	0.0006370344199240208	0.0002998918935190886	0.0005907128797844052	0.0003242824168410152	0.0013290781062096357	0.0008617904968559742	0.00048388889990746975	0.00015143078053370118	0.0006762184202671051	0.0005289605469442904
ACTG2	7.5307980296202e-06	1.1516392078192439e-05	0.00029115716461092234	1.8480370272300206e-05	2.532631242502248e-06	1.1680444913508836e-05	1.4155721146380529e-05	2.6781037831824506e-07	0.006786225829273462	1.778546788955282e-06	2.6640416763257235e-05	5.14355775749209e-08	1.4505777471640613e-05	1.6656326806696597e-07	1.1548138900252525e-05	4.0464080086621834e-08	4.559007265925175e-06	9.333036388170513e-08	2.0054824290127726e-07	1.3457729437504895e-06	1.1960290066781454e-05	0.000953691138420254
ACTN1	0.00066945212893188	0.00033731613075360656	6.562162889167666e-05	9.86838585959049e-06	8.252941915998235e-05	0.0001553014590172097	0.0006107510416768491	4.475849709706381e-05	0.0018519627628847957	0.00021416120580397546	4.997630821890198e-05	0.000295900710625574	6.458353163907304e-05	0.00016528251580893993	0.0014909985475242138	0.0002704669605009258	0.00041643992881290615	1.1255878234806005e-05	0.0012307356810197234	7.454299066012027e-06	0.0005988911725580692	0.0006144384387880564
ACTR3	0.00026608299231156707	0.0008876367355696857	0.0006471967208199203	0.0013416005531325936	0.0011594051029533148	0.0002561307337600738	0.00018565433856565505	0.0011725800577551126	0.00044163380516692996	0.00023141586279962212	0.0013363843318074942	0.0006544195930473506	0.0004576315695885569	0.0001255122188013047	0.0002795812033582479	0.0002756885369308293	0.0007116678752936423	0.0007980003720149398	0.0003277860232628882	0.000205474192625843	0.0003971294208895415	0.0003718414227478206
ACVRL1	0.000402316014515236	9.446109174859885e-07	6.434956389966828e-07	3.159000812047452e-07	2.7559147497413505e-07	1.8265249934756866e-07	6.773749419153319e-07	1.3258786566439085e-05	4.55519329989329e-05	5.5174656154122204e-05	4.4607037352761836e-07	8.849548612488434e-05	1.8667791664483957e-05	0.0009110970422625542	0.00022556621115654707	0.0018361397087574005	0.00015068225911818445	1.7321392533631297e-06	0.0005105452728457749	2.0195982415316394e-06	0.00012647418770939112	1.2078115787517163e-06
ACYP1	0.00026430917205289006	0.0006649591960012913	0.0006575343431904912	0.00037499566678889096	0.00021000562992412597	0.0002125260652974248	0.00023113306087907404	7.750397344352677e-05	0.00028708274476230145	0.00023340801999438554	0.0004751166852656752	2.7704772946890444e-05	9.80906406766735e-05	0.00027215314912609756	6.785892765037715e-05	5.754248923039995e-05	8.107379107968882e-05	0.00011193755199201405	0.00021006035967729986	4.974485273123719e-05	3.774702418013476e-05	0.00026906392304226756
ADAM12	0.00015785045980010182	4.335924313636497e-05	8.728108696232084e-06	8.510977750120219e-06	6.240529273782158e-06	1.8009743598668138e-06	4.119885943509871e-06	0.0003127407981082797	2.057026358670555e-05	0.00021304139227140695	6.10932765994221e-05	9.158190550806466e-06	0.0001937750930665061	0.0006574194994755089	0.0018572735134512186	4.016681884877471e-07	1.683075970504433e-05	5.337468337529572e-06	1.7141346688731574e-06	2.173553639295278e-06	0.00022833672119304538	1.6054793832154246e-06
ADAM15	7.002740312600508e-05	0.00013792999379802495	0.0001981698878807947	8.879588858690113e-05	5.4207874200074e-05	0.0005277215968817472	0.0004686895990744233	7.578113581985235e-05	9.018825221573934e-05	0.0005799795617349446	9.103944466914982e-05	0.00020143167057540268	4.8756646719994023e-05	0.00010225646838080138	8.612336387159303e-05	0.0017610732465982437	9.72715497482568e-05	2.8762930014636368e-05	0.0014225266641005874	5.976967077003792e-05	7.728701893938705e-05	0.0005909670726396143
ADAM19	0.00019364661420695484	0.0002648672671057284	9.615252929506823e-05	0.0004792652907781303	9.426633187104017e-05	1.3525176711937092e-07	2.6187504431618436e-07	5.865166167495772e-05	2.2111216821940616e-05	4.52776366728358e-05	0.0008312428835779428	8.722054917598143e-05	8.416284254053608e-05	3.0965646146796644e-05	0.00024705161922611296	8.540527051081881e-05	2.2545089450431988e-05	0.0009321859106421471	6.764360932720592e-06	0.0003757740487344563	2.1852654754184186e-05	3.420287839617231e-06
ADAM28	6.53697327379632e-07	9.77112563305127e-07	8.726979103812482e-06	3.97384719690308e-05	1.0675537851057015e-05	1.7292541087954305e-06	1.3600601960206404e-05	1.867270839284174e-05	4.626720055966871e-07	5.376935860113008e-06	8.756999159231782e-05	0.0006067995564080775	5.035211506765336e-05	2.0133923044340918e-06	1.3578686548498808e-06	8.13831036339252e-07	0.00010261786519549787	0.0030805279966443777	1.9846856957883574e-06	0.0002763199445325881	9.066442316907342e-07	2.696389628908946e-06
ADAM33	0.00014089357864577323	1.1288211680948734e-06	2.80890048998117e-07	2.0498799813140067e-07	1.7968204701901414e-07	9.403842682331742e-08	3.6580280493581085e-07	8.78862920217216e-06	6.235927139641717e-05	3.741355976671912e-05	3.0925338023735094e-07	1.5308376077882713e-06	2.893307464546524e-05	0.001596657675690949	0.0005146552575752139	2.1692697771413805e-07	4.2542762912489707e-07	4.6984936830085644e-07	1.467429569856904e-06	1.230177076649852e-06	1.0297088010702282e-05	3.2226992630057794e-07
