Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22
CD99	0.000490478880237788	0.0009098248556256294	0.0004990329616703093	0.0020919160451740026	0.0012330294121056795	0.0004552766331471503	0.00012457856792025268	0.00053747883066535	0.0005576286348514259	0.00033792611793614924	0.000588567228987813	0.0002724162768572569	0.0007765703485347331	0.0011111785424873233	0.001665114308707416	0.00048678554594516754	0.000538781750947237	0.00017395682516507804	0.0007380778552033007	0.0002950863563455641	0.0014935132348909974	4.699768396676518e-05
CDA	3.8940333979553543e-07	3.802844901201752e-07	1.4794689377595205e-05	2.0537820546451258e-06	4.906967205897672e-06	1.372109090880258e-05	4.937135500426848e-08	2.5760775770322653e-06	1.6539555645067594e-06	6.469776417361572e-05	3.1177989967545727e-07	0.0005495690857060254	1.420601529389387e-05	1.6280987438221928e-06	2.603464963613078e-07	0.0012028675992041826	0.00013647906598635018	5.917808721278561e-06	0.0014198652934283018	1.624115270715265e-06	0.0001427641254849732	0.00010385373752797022
CDC14A	2.631822462717537e-05	0.0015990273095667362	5.199548468226567e-05	0.00028178695356473327	0.00040317626553587615	4.989513854525285e-06	7.307372288778424e-05	0.0002235303254565224	1.1684333912853617e-05	0.00016729795606806874	0.00030529775540344417	2.3499373128288426e-05	0.0001539308432256803	3.6556644772645086e-05	2.8682115953415632e-05	0.00018066454504150897	4.0814200474414974e-05	5.2381881687324494e-05	4.857378371525556e-05	1.2007838449790142e-05	2.14635074371472e-05	1.0636668775987346e-05
CDC20	2.2132186927592556e-07	2.2339465033383021e-07	0.0029559750109910965	1.1573348501769942e-06	3.9971712340047816e-07	1.5777814041939564e-05	7.809271664882544e-07	6.505005103463191e-07	1.9562628494895762e-07	6.187451617734041e-07	3.30697048411821e-07	3.0949072993280424e-07	4.958075805916451e-06	2.655299624620966e-07	1.211089397656906e-06	2.1274655637171236e-07	3.2357183954445645e-05	6.843040978310455e-07	6.810137165302876e-07	6.822675459261518e-06	3.4889319522335427e-06	7.791251118760556e-05
CDC25B	6.040575681254268e-05	0.002249459968879819	0.0007725885952822864	0.0004502253723330796	0.0007945816614665091	5.3224586736178026e-05	0.00010949694842565805	2.2956304746912792e-05	6.274259794736281e-05	0.0010763449827209115	0.00034863088512793183	3.1158619094640017e-05	0.00034654210321605206	7.967122655827552e-05	7.269795605679974e-05	0.00012873593368567526	5.6695938837947324e-05	5.696402513422072e-05	0.00048595244879834354	0.00023055246856529266	0.00028558738995343447	0.0002805909316521138
CDC37	0.00047961779637262225	0.0013899027835577726	0.0006170044071041048	0.0011854534968733788	0.0011319007026031613	0.0003940061724279076	0.0005493307835422456	0.0005642724572680891	0.0005302652716636658	0.0008831310551613569	0.001289205509237945	0.0004895603051409125	0.000566567643545568	0.00043301095138303936	0.0004022804496344179	0.0013740299036726356	0.0004483480879571289	0.0004550920566543937	0.001269674627110362	0.000503216462675482	0.00043072394328191876	0.0006707904394716024
CDC40	0.00021282696980051696	0.0005494563956744969	0.0001550855376990512	0.0005880155949853361	0.0005743366782553494	0.00016178004443645477	0.00029869002173654735	0.0001871801941888407	0.0002224721829406917	0.00025103642838075757	0.0004910596762783825	0.0002283619251102209	0.00020611599029507488	0.0002961732097901404	0.00015110585081856698	0.00011550349154276773	0.00020067402510903776	0.0007154289050959051	0.00017763276991900057	0.0001064786920323968	6.363884313032031e-05	0.0001296202390221879
CDC42BPA	0.0008713970892131329	3.017854851350421e-06	2.8151320293545723e-05	3.4229556149512064e-06	2.637850229803007e-06	3.017496783286333e-05	5.1991723012179136e-05	2.594881152617745e-05	0.0002697502786759287	0.0010349896037951112	4.280655502952868e-06	1.0470706911291927e-05	2.975233473989647e-05	0.0003098829765804112	0.000984598184004426	0.0007121546659618616	2.350345857848879e-05	1.4532703289660276e-06	0.00031934047001414	1.6243584468611516e-06	0.0004142470716033131	0.000241234534769319
CDC42EP1	0.0007409434183500707	2.852074430848006e-06	2.6524612621869892e-05	9.026690349855926e-06	2.9293007628439227e-06	0.00010050614218926057	4.840975452680141e-05	3.2424894016003236e-05	0.0006998705794103444	4.475763489608653e-05	3.579121994334855e-06	6.851349462522194e-05	3.3922537113539875e-05	0.000405406259233132	0.0007084728567861021	0.0007990096346475184	0.00011927633750019595	1.4072867088543717e-05	0.0003196382021997124	1.2896133739559446e-05	0.0009781201370060444	0.0018645023228600621
CDC42EP2	0.00023566605523228645	2.5236940928152762e-06	1.0560370355960913e-05	8.882335009730014e-07	1.1908350643352605e-06	0.00011512618220876902	0.00010869287507375702	2.583945615697303e-06	0.00022465139045380056	1.868612162070349e-05	9.272309284824587e-07	0.00020597055845428258	1.2605809388333e-05	0.0006115188589319587	0.00027040144777856767	0.0007719618733972311	3.4100103221135214e-05	3.1103134006116306e-06	0.0012207543477416039	1.0985539802277344e-06	0.00027440162375569344	0.0001268482446903363
CDC42EP3	6.1101486608095e-06	0.0006370434421114624	0.00016407962539233267	0.0008055028738453984	0.0007194872014224529	1.869276638899464e-05	4.9254627811023965e-05	0.0003934374253731221	8.39799249661155e-05	0.0009037030977196991	0.00043204898247495294	6.912000390002504e-05	0.0004000031913165003	1.8110256860381924e-05	0.0002144115132978186	0.00028013295377604663	9.740039968164638e-05	0.00012196477473480627	0.0005226256907917559	0.0001129070806200616	0.00038158384268172085	0.00035346514778211713
CDC45	2.2500752550058678e-07	1.9943263396271504e-07	0.0016521277138963342	5.224052870289597e-07	1.1432748436845941e-07	5.206252353673335e-07	1.4847052476341105e-08	1.197248138851137e-06	1.5103880457445484e-07	9.65452841228398e-07	1.2910469422422466e-06	1.706836201265105e-07	6.0287634369160514e-06	1.5461814939499163e-07	1.108221795220743e-06	1.397506935063575e-06	2.609445982670877e-05	5.957543294243806e-07	1.6756031982367858e-05	1.082417384168366e-06	3.074033827488165e-07	1.1834178621938918e-05
CDC6	2.4907976694521494e-06	2.585322249615274e-07	0.001685468596406281	1.6373841162931058e-06	1.5440853076142957e-06	5.435410639620386e-05	3.3362969134032028e-06	6.065266688892734e-07	1.5764146610308671e-06	1.728272036416456e-05	2.911853300702205e-07	3.4473106325094705e-07	1.0665151421562769e-05	8.087096830422524e-06	2.8306526473897975e-06	2.9528837330872193e-07	1.2853941370849498e-05	2.1331650259526214e-06	2.2047452148399316e-06	0.00020157868857495487	0.00011885049025295302	7.271533831954002e-05
CDCA2	1.263159219888621e-06	3.0038333420634444e-07	0.0028541150968521833	1.660481103726852e-07	2.2312521608114366e-08	1.5593712305417284e-05	6.104148269514553e-06	2.2707833977619885e-06	3.180973408234422e-06	1.3449832749756752e-06	2.5638839815655956e-06	2.862441988327191e-06	7.80291884439066e-06	5.908838147661299e-07	3.434562358961557e-06	9.460755734380655e-08	2.7222897188039497e-05	1.343520921182062e-06	3.7130317309674865e-07	2.2913918655831367e-06	2.908958776970394e-06	3.403319715289399e-05
CDCA3	3.2674643080099486e-06	2.754519528025412e-07	0.0033815703354775906	7.357176627920126e-07	1.2205821064981137e-07	2.2514623196911998e-05	9.580818414178793e-07	2.2696666235333396e-07	8.357025649274874e-07	7.554017997790652e-07	5.959974487268482e-07	3.6027915939484956e-07	5.740098458772991e-06	4.030989941838925e-07	8.049799362197518e-06	5.237743039288034e-07	2.8426777134882286e-05	3.4214911011076765e-06	1.101574980566511e-05	3.7938192690489814e-05	7.192338671302423e-07	6.081048923078924e-06
CDCA4	5.820312799187377e-05	0.00024247152032330632	0.0011688191443681717	0.0004591791657730937	0.000386609259294346	0.00013075828610453755	0.00012761997641064227	0.00015094254922587425	0.00013510501594282687	0.00012192088615847751	0.0003540600009728223	1.2202064681332558e-05	0.00010301268775947392	9.892544767353684e-05	5.397682616603561e-05	6.708456203341484e-05	0.0001243764127139002	4.8902362323133275e-05	0.0001153611738118343	4.6484597987728193e-05	0.00022635427012573928	0.00025536713656038046
CDCA5	6.16038846601441e-07	1.2317970288222568e-07	0.0028621749952435493	6.450982823480444e-07	2.664119449491409e-07	2.5824340355029562e-06	2.3550607863853656e-07	7.05941999967763e-07	2.0862559324541508e-07	1.4991530861152569e-06	2.2471654119726736e-06	2.603195525807678e-07	4.0154659473046195e-06	1.7781177064080111e-07	1.8733506124135602e-07	3.1330664569395594e-06	1.6678430256433785e-05	3.5508394375938224e-06	8.94040749699343e-06	2.261274403281277e-07	2.6645622597243346e-07	5.907400009164121e-06
CDCA7	0.0004848961834795773	0.00018914073007181287	0.0012773429043591022	0.00043294785427860916	3.496806675684638e-05	9.731751333674765e-07	1.2065789860571385e-06	4.435745722730644e-06	0.00015365534636657685	8.503755816491321e-05	0.00029823038494214416	2.283074991282774e-06	6.231279257917777e-05	3.5937953271059087e-06	1.2733357834804337e-06	2.2005353628173907e-07	1.1504521353344899e-05	1.3427666999632493e-05	1.5066026435306412e-06	1.0378745400885236e-06	3.9915939851198345e-06	0.00021732460299972445
CDCA7L	0.00012023496674373746	7.678419206058607e-05	0.0005018613883294165	1.4675267266284209e-05	2.9549675673479214e-05	4.514280226430856e-05	4.968344728695229e-05	8.131487993523479e-05	0.00011296459706500173	0.00012411172792781144	0.00032100355019792914	2.9242268283269368e-05	0.00010688372276490554	9.561113256495446e-05	0.00011535361409187317	4.1652353388599295e-07	0.000121511664474383	0.001371339545585215	1.189873160001298e-06	0.00011707139492500573	3.189462222508155e-05	0.00042523088632151484
CDCA8	1.0282924449711572e-05	1.6327852790709585e-05	0.0024803041014820337	1.041854284267174e-05	2.012853883570642e-06	3.556434967322275e-05	2.641347691678675e-06	4.50532070317422e-06	2.3774960027367342e-06	8.105920983325632e-07	5.741249879065435e-06	9.31145314098103e-06	5.6954568208311684e-06	2.1155403828743147e-07	5.021121523895999e-06	3.239420948375482e-06	8.94161275937222e-05	2.1511956219910644e-05	1.2702182175416965e-05	1.300025814998662e-06	2.1845780793228187e-06	8.055382750171702e-06
CDH1	1.4979475508880569e-06	2.1194848159211688e-05	1.1740299669327214e-05	3.451463271630928e-06	6.688495886919554e-06	0.0005283518694341183	0.0013000768376514316	1.4839719369774684e-05	6.344998269014468e-07	9.893210517475381e-05	2.8064465368515812e-05	7.256278422573814e-07	4.89099147671368e-06	8.65066567712347e-07	5.754492121923249e-06	7.497322229710335e-08	4.312739292799961e-06	5.603784302365966e-06	6.81851588524296e-07	3.989221113442909e-06	3.244674871893949e-06	0.0002746436803136021
CDH11	0.00011871924652950838	3.3521018849569373e-06	4.5037304516881704e-06	2.503848008927889e-06	3.5363887036510278e-06	5.914802386541851e-05	0.0001802366750780493	1.4499888720820309e-06	5.7138367992592975e-05	4.321111555327661e-05	2.7962094009126304e-06	1.8868203142119455e-06	2.839591797965113e-05	0.0005972942453809083	0.002380677033215761	2.6088884624186903e-05	1.8677104662856436e-06	5.083979885966983e-07	1.422545756213367e-05	1.4712747997691622e-06	0.00026079718372784555	1.16573289687949e-06
CDH13	0.00037447820068337023	1.4119748925622844e-07	6.173385145302746e-07	1.0590336074756124e-07	7.221516540312223e-08	7.456105777237099e-08	2.5488891424174653e-06	1.0632124940457288e-06	0.00018898260896094143	2.3958023120940197e-06	1.208062627711115e-07	1.4081114386499394e-05	7.781030944897793e-06	5.496208927979751e-07	0.00014672742690891027	0.0022075711749494076	3.30329100961535e-07	5.311417794473527e-07	6.292766920523718e-05	2.158481947844848e-06	0.00010391819523647428	9.807844207898597e-07
CDH5	9.588196689946926e-07	2.4341175048903096e-06	1.5930541508168972e-07	1.2554558281863137e-07	2.3635587353965093e-07	1.1772385732911061e-07	9.235065334678438e-08	2.8925845185767685e-07	6.010277502355166e-07	2.1575317532551708e-06	3.6653446500167775e-07	1.4900093958658545e-07	1.098738721339032e-05	5.937687546975212e-06	2.781308467092458e-06	0.002668459201231599	1.594005709648627e-07	6.672419203823665e-07	0.0004586885042954236	9.796335689316038e-07	1.2702849971901742e-06	1.890620922040398e-07
CDH6	0.0028856031130999327	5.36921504590282e-07	2.8250937589291425e-07	1.485852010318922e-07	9.444701731808891e-08	2.641091434441023e-08	3.363881262430368e-07	2.8695680498458387e-07	0.0005259119789116085	2.511880893507623e-06	1.9049791433189966e-07	1.972814231976372e-07	1.5394662113976665e-05	4.4378961661095673e-07	1.256493646906165e-06	1.3341050930648635e-07	2.9230545806058217e-07	2.523381681385217e-07	7.344604568970681e-07	5.157494911145477e-07	7.583187198179075e-07	2.2385341935660108e-07
CDHR3	3.6799450754188e-05	0.0004472354194149375	1.449885075999191e-05	5.854217306477949e-05	0.0003806543245445937	0.00029577460372820497	0.002629393246024847	2.4751955152169103e-07	7.067678234307095e-05	0.00018621237541083246	0.0001104669863707386	1.3787047237201477e-07	1.607472040632274e-05	3.022126475116238e-05	3.2578539048699895e-06	0.00010289666533935815	4.857324142903963e-07	3.106706856215169e-07	4.2177620343863964e-05	5.923346634517657e-06	9.547537047183141e-06	9.659017814556137e-05
CDK1	4.546127911453368e-06	3.8866228351253085e-06	0.0023214342072606087	2.35704351325694e-06	2.6132981929549715e-06	3.967803786508739e-05	4.0469137729814975e-07	1.258486918231938e-06	1.8280420590599533e-06	1.2901213040095172e-06	1.8953167000290705e-06	1.1932260122193838e-06	5.026230610383209e-06	5.315005751072022e-07	6.676129942206899e-07	2.6812987925950438e-05	5.4711570555809885e-05	3.306399548819172e-06	9.44858547882177e-05	1.585635118317441e-06	8.655724741402082e-06	1.5623685612808913e-05
CDK15	2.5829198420979083e-05	5.493577646120684e-07	1.3380947905261564e-07	5.7455451951682335e-08	3.213726884609969e-08	4.146771104274194e-08	1.573819872646709e-06	0.00286697456613183	3.696519343066029e-05	7.390727841993794e-05	6.634530109295156e-06	1.1168621227852782e-07	8.143054401443806e-06	4.659362275560852e-06	7.40178584237583e-05	4.976204692752617e-08	1.297916583098413e-07	0.00021340018429327756	2.9204471729826764e-07	2.5370096068400017e-07	1.981194145628251e-05	1.3951486721452966e-07
CDK16	0.0002510648046154529	0.0004702779115177691	0.0005882231052964926	0.0002842955873347819	0.0001960690424311906	0.0007639561663381755	0.00025072693824768066	9.066558413906023e-05	0.0002526060270611197	0.0012971668038517237	0.00032980035757645965	0.00013063871301710606	0.00015034830721560866	0.000181412193342112	0.00028056715382263064	0.0002020078245550394	0.0002240966132376343	0.00017772115825209767	0.00022240854741539806	0.0002805300464387983	0.0004910423303954303	0.0011229716474190354
CDK18	0.0003665510448627174	1.076491844287375e-05	2.0804962332476862e-05	2.8805818601540523e-06	1.0623067282722332e-05	1.3960917385702487e-05	0.0002987398474942893	1.7445770936319605e-05	0.001061990624293685	0.0007207581656984985	6.371046765707433e-06	0.00013503609807230532	2.0447847418836318e-05	1.9809784134849906e-05	1.723745845083613e-05	1.0180214303545654e-05	0.00031085271621122956	4.3587497202679515e-05	9.215928912453819e-06	4.5405329728964716e-05	0.0001349371304968372	0.0007043993100523949
CDK2	0.00027367452275939286	0.0001437446044292301	0.0008644368499517441	0.00015761425311211497	0.00010888009273912758	0.0002056653902400285	0.00014239316806197166	6.834009400336072e-05	0.00017319760809186846	3.660146830952726e-05	8.944721048464999e-05	1.5389989130198956e-05	7.530215953011066e-05	0.00011454552441136912	0.00013068929547443986	0.000250529614277184	6.798066169722006e-05	0.00011603235907386988	0.00026221488951705396	4.537739005172625e-05	5.583875463344157e-05	0.00014103281137067825
CDK2AP2	0.0001277678384212777	0.0003470802621450275	0.0009594353032298386	0.001239053555764258	0.0009042948950082064	0.0006267050048336387	0.00023483962286263704	0.0004628544265870005	0.00022895311121828854	0.0003440224681980908	0.000547880248632282	0.00032640836434438825	0.000526739633642137	5.465654976433143e-05	0.00010240497067570686	0.00018586429359856993	0.0002498576941434294	0.0002766365360002965	0.00024645982193760574	0.0010202692355960608	0.0005420009838417172	0.0008347360417246819
CDKN1A	0.00014590899809263647	0.00010673342330846936	0.00024519351427443326	0.00012114940909668803	0.0001777905854396522	0.00020723302441183478	0.0003486044006422162	0.0003731090691871941	0.0007960985531099141	4.5252771087689325e-05	0.00034444587072357535	0.0007737708510830998	0.0001056250766851008	0.0003255945921409875	0.00021251286671031266	7.579880184493959e-05	0.0005361542571336031	0.0004915121826343238	0.00024609462707303464	0.0006063714390620589	0.0010662799468263984	0.0001535796036478132
CDKN2A	2.9412312869681045e-05	7.596945943078026e-05	0.0008567910408601165	0.0003909294318873435	3.8910242437850684e-05	0.00015569494280498475	1.738034734444227e-05	0.00011167414777446538	6.123677303548902e-05	0.0001280484430026263	0.00011451428144937381	1.7020916857291013e-05	0.00011116910172859207	0.00025237942463718355	0.0004916477482765913	9.053564099303912e-06	9.581858466845006e-05	4.4360891479300335e-05	1.6781925751274684e-06	0.0001544357364764437	0.0005288194515742362	0.002330342074856162
CDKN2C	8.101420098682866e-05	7.455619925167412e-05	0.0013331328518688679	0.00017347409448120743	0.00016848558152560145	5.398707799031399e-05	3.252990427426994e-05	0.00023039848019834608	0.0005792200099676847	0.00012455563410185277	0.00022303330479189754	2.0568471882143058e-05	7.560162339359522e-05	0.0012750072637572885	0.0001730691728880629	3.8068410503910854e-05	8.007869473658502e-05	1.4853641914669424e-05	9.411747305421159e-05	0.0004909263225272298	0.0003707967116497457	8.336235623573884e-05
CDKN3	1.4925545883670566e-06	1.418088413629448e-05	0.0032538878731429577	6.749048770871013e-05	9.643052180763334e-06	9.947326361725572e-06	1.7465723090026586e-07	8.704548963578418e-05	2.3482763936044648e-05	4.7793564590392634e-06	1.0032680620497558e-05	3.8997751516944845e-07	1.5165919649007265e-05	4.838221684622113e-06	7.679583177377935e-06	6.996276624704478e-06	6.0124155425000936e-05	6.868645868962631e-06	0.000373798975488171	1.167604568763636e-05	5.778738341177814e-05	4.1929240978788584e-05
CDT1	9.459364491704036e-07	1.9919111764465924e-06	0.001965453615412116	1.1963743418164086e-05	1.4297472716862103e-07	5.039979805587791e-05	8.318257869177614e-07	6.447623309213668e-05	1.3795400946037262e-06	1.5599073321936885e-06	6.174768259370467e-06	1.6645727782815811e-06	8.688316302141175e-05	1.8702825173022575e-06	4.616825208358932e-06	1.785770820106336e-07	2.912858508352656e-05	2.0866405066044535e-06	1.4353896631291718e-06	7.710024760854139e-07	1.9280685592093505e-05	0.00020339179900474846
CEACAM6	2.717623146963888e-06	2.1328679622456548e-07	1.4884774373058463e-06	1.0411301332169387e-07	1.9106103366084426e-07	0.001952796708792448	0.00028167752316221595	1.3186675573706452e-07	2.0153852631210611e-07	0.001886253710836172	1.4072873000259278e-07	1.2926138026614353e-07	9.923812285705935e-06	2.8190444822939753e-07	3.2237846880889265e-07	5.769549460410417e-08	6.219341344149143e-07	1.9083766744643071e-07	1.9702666520515777e-07	1.813863548250083e-07	8.099140700323915e-07	6.625818969041575e-06
CEBPA	6.794332875870168e-06	1.6508861335751135e-06	1.944677933352068e-05	2.2225372049433645e-06	3.829821650924714e-07	3.74927549273707e-05	4.262071888661012e-05	2.9213579182396643e-06	5.169467385712778e-06	0.00010464102524565533	2.9223874662420712e-06	0.0007304774480871856	6.573769951501163e-06	0.0002831033489201218	9.599599479770404e-07	2.9325536161195487e-05	0.0018155493307858706	2.3992250135052018e-05	3.4496604257583385e-06	1.0303593626304064e-05	1.1780770364566706e-05	0.0001142526016337797
CEBPB	0.0001611486222827807	0.000549994467291981	0.00014035638014320284	0.0006645466201007366	0.0003888252249453217	4.216552770230919e-05	0.00010300234862370417	0.00019898843311239034	0.00021357819787226617	0.00046520750038325787	0.00012907039490528405	0.0006704237894155085	0.00037838128628209233	0.00042074883822351694	0.00033578506554476917	7.5794664553541224e-06	0.0013704363955184817	0.0002540555433370173	2.1409952751128003e-05	0.00025173701578751206	0.00032357629970647395	0.0007698623230680823
CEBPD	0.00016747308836784214	8.771335160417948e-06	7.1706754170008935e-06	7.642750279046595e-05	5.874664202565327e-05	4.8195201088674366e-05	0.000430930289439857	2.47021671384573e-06	0.00017355951422359794	7.465109956683591e-05	3.70072120858822e-06	0.0006724476115778089	1.3565540029958356e-05	0.0007879257900640368	0.00012094839621568099	6.822829891461879e-05	0.00017210094665642828	1.6265565136563964e-05	0.00011165379692101851	5.329190571501385e-06	0.0004037710605189204	0.0009508049115538597
CECR1	4.43072676716838e-05	0.0007901669596321881	3.8335838326020166e-05	0.00043366229510866106	0.0002623828186187893	2.3380887341772905e-06	1.971869551198324e-06	2.147939994756598e-05	1.7571883290656842e-05	1.3942706573288888e-05	0.00013017446326557547	0.0012151433620601892	0.000250795652391389	2.0136845705565065e-05	1.4441568964684848e-05	7.65106815379113e-05	0.0008617349667474627	0.0003461057785898447	7.294805982382968e-05	0.001181643339805305	1.807698208722286e-05	5.717615749745164e-06
CEMIP	3.612896080085193e-07	8.742011203821676e-08	7.162658732795535e-08	4.1568156916582666e-08	3.429297379398122e-08	7.84325582259271e-09	1.3481571414786231e-08	9.043959181553873e-08	8.888534921425162e-07	9.640566531743389e-07	9.617136953465888e-08	1.4515678685711464e-06	9.283970030082855e-06	2.3752076231176034e-05	0.0011413375614210963	6.542857988733886e-08	1.5956566130626015e-05	2.4279088961520756e-07	3.3755457025108626e-06	1.283334086110699e-06	1.726764821796678e-05	8.63197087141998e-08
CENPA	4.03855921149443e-07	8.913399085486162e-08	0.002610841765999794	8.561558928477098e-08	5.491909860211308e-08	4.5949860805194476e-07	1.2375433122713275e-08	2.186272240578546e-06	2.5954830107366433e-07	5.211356892687036e-07	1.4160823980091664e-07	6.764910267520463e-07	4.29268084189971e-06	1.657206496474828e-07	7.701499384893395e-07	6.352306058943213e-08	1.7782611394068226e-05	2.744461085057992e-07	4.3337894339856575e-07	1.0656711992851342e-06	9.93140702121309e-07	1.8363077742833411e-06
CENPE	3.3233591238968074e-05	4.356847966846544e-06	0.0021711254958063364	1.6838821466080844e-05	1.0253976142848842e-05	1.0978104910464026e-05	2.640223829075694e-05	3.499786544125527e-05	1.264800062017457e-06	9.467087693337817e-06	3.105099676758982e-05	3.99248938265373e-06	1.628421523491852e-05	2.413325773886754e-06	2.9868971978430636e-05	4.248736513545737e-05	8.298394095618278e-05	4.534548679657746e-06	2.307649629074149e-05	2.4951981686172076e-05	1.747405440255534e-05	4.86792259835056e-06
CENPF	4.232680566929048e-06	5.268806853564456e-05	0.004868937190622091	5.704914656234905e-05	1.465036257286556e-05	2.1729934815084562e-05	6.5994286160275806e-06	2.7551873245101888e-06	6.676532393612433e-06	0.0001028037877404131	1.94185740838293e-05	9.87029238785908e-07	1.4882596587995067e-05	3.078057852690108e-05	2.0775800294359215e-05	1.9910861738026142e-05	5.846585190738551e-05	6.526172910525929e-06	2.9119046303094365e-06	4.089990397915244e-06	1.2185255400254391e-05	1.707165574771352e-05
CENPH	3.7984886148478836e-05	4.823808922083117e-05	0.001261544763110578	8.654317207401618e-05	0.00024870404740795493	0.00015946909843478352	5.507876630872488e-05	8.606914343545213e-05	6.851946091046557e-05	8.874815648596268e-06	0.00025368985370732844	7.959881259012036e-06	9.386245801579207e-05	5.915667497902177e-05	1.4246502360037994e-05	3.720143922691932e-06	6.509698869194835e-05	0.00012637443433050066	0.00012670487922150642	2.9042625101283193e-05	5.1328970585018396e-05	0.0001334824919467792
CENPK	2.9963637643959373e-05	0.0008747206884436309	0.001622576848603785	0.0002680597535800189	0.0001771487295627594	6.920885425643064e-06	9.109052371059079e-06	1.280725064134458e-05	1.6806912981337518e-06	7.656668458366767e-06	0.0001668040204094723	6.385663255059626e-06	3.3877204259624705e-05	2.693290525712655e-06	8.861501555657014e-06	2.021159525611438e-05	5.358496855478734e-05	1.831387089623604e-05	2.1043038941570558e-05	5.700896963389823e-06	1.712443736323621e-05	5.748294643126428e-05
CENPL	3.128040043520741e-05	0.00022858945885673165	0.0009327695006504655	0.00015042570885270834	0.0001553268521092832	6.581926572835073e-05	0.0001618354144738987	3.88341759389732e-05	3.519243546179496e-05	3.904245386365801e-05	0.00018559921591077	9.090681851375848e-05	9.712922474136576e-05	4.823254494112916e-05	4.823370909434743e-05	3.7974132283125073e-06	7.169879245338961e-05	0.00014888473378960043	1.8259141143062152e-05	2.3126214728108607e-05	4.000248736701906e-05	9.488982323091477e-05
CENPM	1.0864437172131147e-06	0.0001982073881663382	0.002322378335520625	0.00014805405226070434	5.420039451564662e-05	4.6187531552277505e-05	1.0564662034084904e-06	1.7491566950411652e-06	4.021542849841353e-07	7.949699465825688e-06	0.0006722246180288494	4.56311710195223e-07	3.460797233856283e-05	1.2168911780463532e-06	1.1420198688938399e-06	2.7697487325895054e-07	2.4514312826795503e-05	0.0001233231887454167	3.594323970901314e-06	8.530997001798823e-05	1.0703881343943067e-05	7.934135646792129e-05
CENPN	1.2379178770061117e-05	6.428377673728392e-05	0.001745861954987049	0.00012566290388349444	5.810636139358394e-05	3.411904617678374e-05	3.4077695545420283e-06	0.00014429389557335526	3.699575609061867e-05	8.821404662739951e-06	8.504163997713476e-05	3.396233296371065e-05	2.6526902729528956e-05	2.885221692849882e-05	1.6924270312301815e-05	1.7099451724789105e-05	0.00013695060624741018	6.875138933537528e-05	8.221223106374964e-05	3.8586822483921424e-05	0.0001222918217536062	0.00024578190641477704
CENPO	6.73178510623984e-05	0.0001068464553100057	0.0006453533424064517	9.54665956669487e-05	6.968891102587804e-05	5.157545274414588e-06	8.825503755360842e-06	0.00010836349247256294	2.9909186196164228e-05	0.00010762574675027281	2.6474801416043192e-05	1.7609898350201547e-05	6.320454849628732e-05	2.304750887560658e-05	7.676106179133058e-05	5.7440760429017246e-05	4.798388181370683e-05	7.475241727661341e-05	0.00012176768359495327	2.5080029445234686e-05	0.000119313808681909	8.641456952318549e-05
CENPU	6.8681297307193745e-06	8.000152593012899e-05	0.0035037940833717585	5.6923276133602485e-05	3.074122287216596e-05	0.00021958674187771976	2.1168947569094598e-05	0.00019160298688802868	8.513165994372685e-06	5.226609209785238e-05	1.592674379935488e-05	2.4118166038533673e-05	1.5636280295439065e-05	9.866555956250522e-06	4.626157533493824e-06	8.079705366981216e-06	5.9829031670233235e-05	6.401605060091242e-05	3.499583181110211e-05	5.791530929855071e-05	1.6759673599153757e-05	5.906822480028495e-05
CENPW	1.2953500117873773e-05	5.685249561793171e-06	0.0034537562169134617	4.76864843221847e-05	2.239433342765551e-05	8.718731260159984e-05	2.6660085495677777e-05	9.485703776590526e-05	0.00012616542517207563	0.00010577024659141898	2.780358272502781e-06	9.690921433502808e-05	1.6201605831156485e-05	0.00023513050109613687	4.897290273220278e-05	6.543705967487767e-05	0.00017933390336111188	2.0828734704991803e-05	0.0001040687711792998	1.5064220860949717e-05	0.00013911032874602824	0.0002916048397310078
CEP112	0.00020405724353622645	9.387270984007046e-05	2.5736375391716138e-05	5.596731716650538e-05	2.074004260066431e-05	9.287406896874018e-07	9.784131179912947e-06	1.2861763025284745e-05	0.00015752381295897067	5.904777208343148e-05	3.4402495657559484e-05	1.0745159670477733e-05	2.178024260501843e-05	0.0003297973598819226	0.0004060986975673586	0.0005950633785687387	1.4208822904038243e-05	3.4277209124411456e-06	0.00043301042751409113	1.7098683429139783e-06	7.141116657294333e-05	8.556319698982406e-06
CEP128	1.0745729923655745e-05	0.0009509425144642591	0.0002419057273073122	0.00019331785733811557	2.62446774286218e-05	2.3133519789553247e-05	9.829935879679397e-05	4.767638529301621e-05	2.7001089620171115e-05	8.076494123088196e-05	0.00014459923841059208	2.579200008767657e-05	0.00019005635112989694	0.00010511908476473764	2.9997787351021543e-05	3.491635652608238e-05	2.2298832845990546e-05	8.91900563146919e-05	1.8224180166726e-05	0.001058560679666698	3.9188253140309826e-06	5.454972324514529e-06
