Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14
AC233755.1	1.2269090348127065e-06	1.8357162616666756e-06	4.726523528120197e-08	1.8837774007351982e-08	0.0019671146292239428	2.001116627070587e-05	3.4394358294775884e-07	5.166485550489597e-08	4.0458693547407165e-05	1.403745386596711e-07	2.001507482418674e-06	1.1150510914603728e-07	2.0654832155742042e-07	8.251770111655787e-08
AC245100.1	1.5267029084498063e-05	0.000669653934892267	8.302779406221816e-07	1.2724099178740289e-05	2.247978773084469e-05	0.00048427892033942044	6.623042281717062e-05	4.145697312196717e-05	4.1883744415827096e-05	4.0012771933106706e-05	0.0006067466456443071	0.00012424976739566773	3.882863893522881e-05	0.0005273381830193102
ACACB	3.467072019702755e-05	0.000491581333335489	0.000516166677698493	4.6245699195424095e-05	4.0562732465332374e-05	3.941968680010177e-05	4.4561747927218676e-06	0.00021703123638872057	0.00019197800429537892	0.00012936146231368184	6.340417894534767e-05	3.422954978304915e-05	1.818255077523645e-05	4.53997308795806e-05
ACAT2	0.0005378251080401242	0.00020127059542573988	5.909202809561975e-05	0.00024615629808977246	7.568593719042838e-05	0.00022654257190879434	0.0004881775821559131	6.36818804196082e-05	0.0001985897106351331	0.00018897441623266786	0.00045026675797998905	0.00018653397273737937	0.0001282358862226829	0.0004324926412664354
ACE	4.323135726735927e-05	8.147596236085519e-05	0.0012348615564405918	1.7425691112293862e-05	1.0636390470608603e-05	3.660179288544896e-07	5.413568487711018e-06	0.00011222755711060017	9.243529348168522e-06	3.618982736952603e-05	4.457139584701508e-05	8.250675455201417e-05	0.00014639028813689947	5.526493168872548e-06
ACER3	0.0001313547691097483	0.00040478387381881475	0.00023584200243931264	9.963439515559003e-05	7.893438305472955e-05	0.00015868357149884105	4.6275494241854176e-05	0.00015580010949634016	0.00017904174455907196	0.000248927652137354	9.763577691046521e-05	0.0009703236282803118	0.0004999431548640132	0.00019543204689398408
ACKR1	6.918298367963871e-06	4.390324647829402e-06	0.0008975527598522604	4.719473167824617e-08	1.2470411547838012e-06	2.591291604403523e-06	1.1768961485358886e-06	2.6985068757312547e-07	3.100733465544181e-06	2.7653973120322917e-06	1.93872301679221e-06	1.2340790362941334e-06	8.828790782899887e-07	5.326418204276706e-07
ACOT7	0.0007594173075631261	4.8532721848459914e-05	0.00017450556333642453	4.895910024060868e-05	4.1791077819652855e-05	2.1544381525018252e-05	0.0003008642524946481	6.861044676043093e-05	1.1943259778490756e-05	6.919998122612014e-05	6.827835750300437e-05	0.0013110935688018799	0.0001249427441507578	0.0004179059760645032
ACP5	1.442791926820064e-05	3.8791280530858785e-05	2.1252728856779868e-06	0.0001698421110631898	9.424974268767983e-05	0.0006273777107708156	4.530587830231525e-06	4.015669765067287e-05	0.0005332099972292781	5.4728170653106645e-05	0.00010239301627734676	0.0002652401744853705	0.0009247396374121308	0.0006736950599588454
ACSL1	0.00011765887029469013	4.361012906883843e-05	6.032003875588998e-05	0.0002971166104543954	6.522685725940391e-05	0.00014899719099048525	5.280501864035614e-05	0.00020687971846200526	8.358011837117374e-05	0.00010972538439091295	4.81439201394096e-05	2.3297674488276243e-05	0.0005591994849964976	0.0002164450561394915
ACSL3	0.0001426561502739787	0.0005767694092355669	0.000223435927182436	0.001315596397034824	0.00013654748909175396	0.00021153388661332428	8.459816308459267e-05	0.0002545817114878446	0.00026684667682275176	0.00016166632121894509	0.0002405661070952192	0.00021923717577010393	0.0002400978555670008	0.00020180849242024124
ACSL4	8.406633423874155e-05	7.557669596280903e-05	0.00021788864978589118	5.830238023918355e-06	0.00016616149514447898	0.00014524560538120568	0.00017062327242456377	0.00021640249178744853	0.00015182651986833662	0.00016638734086882323	8.827712008496746e-05	0.0019775733817368746	0.00040953949792310596	0.0004557044303510338
ACTA2	5.720768967876211e-05	2.5171557354042307e-05	1.5040557173051639e-06	5.640374638460344e-06	9.042758392752148e-06	4.284713213564828e-06	0.0001801334146875888	0.00043506245128810406	1.2150991096859798e-05	0.0024643056094646454	1.1564836313482374e-05	6.0774518715334125e-06	4.528749286691891e-06	3.476333222351968e-05
ACTB	0.0007898250478319824	0.0008575659594498575	0.00036340070073492825	0.00024696651962585747	0.0002534140076022595	0.0013211830519139767	0.0010505936807021499	0.0005760971107520163	0.00030999857699498534	0.0007771808886900544	0.0015623843064531684	0.0005883224657736719	0.0015466997865587473	0.002493244828656316
ACTG2	6.110453978180885e-05	8.74741544976132e-06	1.0592862054181751e-07	0.00012355041690170765	1.78165573743172e-05	4.545592219074024e-06	0.0016087080584838986	1.2036016414640471e-05	7.488928872589895e-07	0.0009899367578327656	3.244263552915072e-06	1.1385703828636906e-06	8.255607895080175e-07	2.221431532234419e-05
ACTN1	0.00023915072961244732	5.8062047173734754e-05	0.00047710121725685894	0.0003571415727492422	1.2928570868098177e-05	8.280351721623447e-06	0.00013906187086831778	0.0013161018723621964	6.05210880166851e-05	0.0010499028721824288	0.0001874876325018704	1.3335010407899972e-05	0.0003340610128361732	1.8195423763245344e-05
ACTR3	0.0003797815879806876	0.0007380280294455588	0.00028762297006323934	0.00025461066979914904	0.0002596329723019153	0.0010148560395464301	0.0005231264512985945	0.00026928161969408393	0.0001509700232418254	0.00034057500306516886	0.0010591960744932294	0.0008411702001467347	0.0007341384771279991	0.0014232450630515814
ACVRL1	2.5259694666601717e-05	1.261404804608901e-06	0.0015527241630479693	1.647730414333637e-07	3.875129550579004e-06	9.206038953379903e-07	2.0093882994842716e-05	0.00028869096422567964	0.0006864573224447668	0.0002526469761505723	5.117996693115856e-07	1.7905380445881747e-05	0.00010686940368032083	5.692423314940243e-07
ACYP1	0.0006080361781641841	0.000451277126558125	8.88427093741484e-05	0.0002249280660180375	6.529845268232748e-05	0.0001928406854858622	9.744767157826573e-05	7.973019819473848e-05	0.0002999050775542855	0.00026986500597558916	0.0002724505902733654	0.00010418910096632317	5.085770317236893e-05	0.00042556124390102923
ADAM12	2.6321040422772057e-05	3.892853419529274e-05	8.894919574231608e-07	1.7426993963454152e-06	4.590930984704755e-06	5.9023632275057025e-06	1.4187618035066407e-05	0.001627147663384676	0.00017406030383426696	6.696042692055926e-05	1.6177053112187423e-05	0.0003343647695146501	1.1018123586836737e-05	1.78687296283897e-05
ADAM15	0.0004933210439048707	0.00011143533629365265	0.0016964063979685307	0.0004985032137483358	7.497635670006275e-05	3.2993080822052434e-05	0.0001364178315270692	8.167156192939728e-05	0.00011729768448276445	9.946688078343868e-05	8.073702338151634e-05	3.5026267141802236e-05	0.00015861030260566622	8.743425860302523e-05
ADAM19	1.5141790754569229e-05	0.00013550794392358512	7.321387965930626e-05	1.780309588639284e-07	0.0003900842275470495	0.00090737798018381	1.2695601981249638e-05	0.00020889911684207618	2.3187967599369586e-05	0.00011330109555274248	0.00011066634760936722	3.4376903386146296e-06	8.379936480196193e-05	0.0005607556668110192
ADAM28	3.0385269838006934e-06	8.364540553884581e-05	9.301641057390952e-07	6.019546617608285e-06	0.00025703496066853404	0.002439652569591999	1.0948132285193424e-06	9.500474220658361e-07	7.064144483592827e-06	4.501422949942935e-07	6.761606528016273e-07	5.008539301343262e-05	0.0003976697043981403	2.6931338652502745e-05
ADAM33	4.920279934594873e-06	2.587893732197699e-06	7.042980314508895e-07	3.911323176453152e-08	2.0238360320945503e-06	2.282061814184999e-06	2.7879707431566203e-06	0.0005712391575798392	0.0010113929165527225	0.00011866074783029035	4.771443400386488e-07	2.704000735320733e-06	7.340625529650424e-07	1.5195774949461338e-07
ADAM8	1.0974707947752904e-05	0.0018065508920699358	2.7358191800885834e-06	2.356737786612939e-05	7.489949348382652e-05	0.0003637121117208153	1.3603238585346844e-05	4.899289251625305e-06	1.0585745258140378e-05	3.2972006920317654e-06	0.0005029017338529229	1.893906301120296e-05	0.0005954088410362601	0.0007288095075637102
ADAMDEC1	2.0407612737471936e-06	6.117041380093724e-07	3.884679529164714e-07	4.254708940720775e-08	1.4034570767762489e-06	1.1442021786933765e-05	9.498519943917927e-07	4.924734184896806e-06	4.328486284066457e-06	4.342571173765464e-06	7.221002107371532e-08	2.2329669491227833e-07	0.0005617470596916974	3.956373006985814e-07
ADAMTS1	1.1755278137570713e-05	7.109932630555704e-05	0.0007761032320559025	4.892217020824319e-06	9.297185670220642e-07	7.233546170937188e-07	8.29453256301349e-06	4.20921751356218e-05	0.0003465301124379039	0.0005733973812311888	9.184012128571339e-07	1.0836461115104612e-06	3.3197159154951805e-07	5.479498099703051e-07
ADAMTS10	2.2382169845514e-05	0.0005982223665341735	0.0002967864566016942	1.787495602911804e-05	7.0011465140851215e-06	9.523369953967631e-06	5.109958510729484e-05	0.0003548627137206495	7.143402035580948e-05	0.0004451580753084272	4.7230107156792656e-05	9.541506005916744e-05	2.2740518033970147e-05	2.6012039597844705e-05
ADAMTS12	1.7320271581411362e-05	2.5961849132727366e-06	5.276612000670866e-07	2.852119905583095e-06	1.3510438066077768e-06	6.676340262856684e-07	7.5908574217464775e-06	0.0013541121734306216	0.0002667937078513205	0.00043468145304359496	8.406616416323232e-07	1.1251388514210703e-06	2.2483851580545888e-07	5.782660537079209e-07
ADAMTS2	1.8877495676861145e-05	1.7621815686652553e-06	3.4002985671577335e-07	3.172371805248986e-07	2.1227256183919962e-06	1.487387180532096e-06	0.0001499398931628093	0.0015763320261612535	3.9272101275855675e-05	0.00023847489501349628	1.1804002042481443e-06	1.549130729472381e-06	3.4792092264979146e-06	1.4281538369687041e-06
ADAMTS4	0.0002451225882396102	4.419249307829887e-05	0.0005533707444556057	6.602582288905978e-06	7.258600817294791e-06	1.586034704814665e-05	7.835429642000236e-06	0.00035774108255282044	1.3514625607058406e-05	0.0008558064582757652	3.93998470826773e-06	1.7752672647475265e-06	5.756107384513598e-06	4.783361873705871e-06
ADAMTS9	3.214050957467407e-05	5.686860617970524e-07	0.0009007079061120749	2.995773797920265e-07	7.772074468448409e-07	2.3975175622581446e-07	6.3785955717321485e-06	3.11429139401298e-05	1.8721362721407786e-05	0.00034815279650501907	1.7252141049084457e-07	2.960996425827034e-06	1.9337926460138988e-07	1.1407016842213125e-07
ADAMTS9-AS2	3.3584753964532865e-06	8.992412858788157e-07	0.00018790831381920725	1.4277021875841456e-07	8.489876108797034e-07	3.446420180353016e-07	2.9446950975398067e-06	0.0001870304549811408	0.0007637651870027184	0.0009319742093794048	1.2769216084507207e-07	6.711856599395105e-07	1.2291860684854328e-07	1.1641033381692978e-07
ADAMTSL1	6.914616733411094e-06	6.8241922690504e-07	0.0008999734418466687	1.0214307621936314e-07	7.447981147379323e-07	2.6764368499243574e-07	4.442133558768546e-06	0.00035446451511234045	3.036400994460564e-05	2.873488710974925e-06	2.050382192919642e-07	2.268129492222215e-06	1.5060476243888843e-07	1.4631021372224495e-07
ADAP2	5.297942607285222e-06	1.474117198085878e-05	2.6392046947876224e-06	9.753837730386294e-06	3.0283476007753052e-05	6.201182986842468e-05	3.6255237318982836e-06	3.3006413104885723e-06	2.5423448732908582e-06	0.0007060608477331698	9.758754458744079e-06	4.287443573502969e-07	0.001928286743350327	2.433126155665377e-06
ADCY3	0.00010710026253946126	0.0001954291365109384	2.5476236260146834e-05	6.263291197683429e-06	2.4851533453329466e-05	0.00017694933922030032	0.00011392947635613382	0.0002102614671457559	0.0005358288763090968	0.0009934029076248407	1.8490838556317613e-05	0.000233912724070251	0.00013653311179950833	0.0002755243331193924
ADCY4	3.362956704222597e-05	5.278100798022933e-05	0.0018880197312682867	9.186527313431725e-05	5.966113349131774e-06	6.3554889493389055e-06	2.7850426249642624e-06	2.3534491901955334e-06	0.00011874805204570293	0.0002657475124578923	2.29359939112328e-05	2.4644823497510515e-05	1.616400186321698e-05	8.503265235049184e-06
ADCY7	2.6868825443671085e-05	0.0013324437895789742	7.068594641168602e-06	9.400480962540314e-07	0.0001272254012292251	0.00030343252001330256	2.4180602849810384e-05	0.00020297040464356542	9.388638318341691e-06	1.1149411420774413e-06	0.00024768177536316216	0.00039740008651278913	0.0005052002379670739	0.0005884727579541504
ADCYAP1	7.825865822042033e-08	1.1187768222953309e-07	3.919046775990864e-08	4.399040687275146e-09	1.8919948274742637e-07	7.459429696154984e-08	1.0875255185283095e-07	2.878496907499084e-08	1.6530343316389917e-07	7.794951528694583e-08	2.0950498225147385e-08	0.0011199420550838113	3.529087422293742e-08	2.3795877268639742e-08
ADGRA2	5.5671744121355005e-06	4.4326638999336865e-06	0.0002874852216336876	2.3641740654056775e-07	3.772154514081194e-06	1.7912153680299525e-06	1.080986658053007e-05	0.0007281440193764865	0.0013282232685014606	0.0011300848564133048	9.05593935840443e-07	6.789532562834211e-06	1.2597004115377786e-06	2.760457391559612e-07
ADGRE2	5.702219823433552e-06	0.00022267847089096904	4.798596933142107e-07	3.0035389499971643e-06	8.25670940685086e-06	2.0163808585493825e-05	8.622030804872338e-07	1.3767446944257244e-05	3.487751200736966e-06	0.00014039083907846361	2.3217977286549285e-05	0.0014906737487763166	0.0011442435206845403	3.793686119024642e-05
ADGRF5	1.702336157904938e-05	3.389294988664915e-06	0.0015386475715786219	8.315434456562798e-07	8.185057254195272e-07	1.1893964710907312e-06	2.000614813368884e-06	3.849140284728492e-06	1.2751430631396943e-06	0.0010054584126919508	6.326060315586801e-07	1.3145937373337802e-05	2.54848572467381e-07	1.1909178283531219e-06
ADGRG1	0.00012015519314445555	0.0007269351626746356	0.0006198023329488933	0.00012653187150135636	1.2797700946975965e-05	6.070161816751352e-06	0.00015246450493577868	4.2490037799325364e-07	4.846263436775189e-06	1.9686953237396665e-05	3.6897263271384872e-06	3.8127789139252855e-06	1.3657507224706933e-05	0.0005175253609195352
ADGRL2	4.102262755623087e-05	1.0979711078107357e-05	0.0010117150377482176	1.1038529009965714e-05	2.5266942884627497e-06	3.202533889634651e-06	4.238623205310432e-06	0.00025712017668411136	0.0002934796502813697	0.0006836103857494891	3.32881285203257e-07	4.2160594603046775e-05	6.727395316374896e-07	4.669660427225608e-07
ADGRL4	2.1419586119009182e-05	1.286341785089462e-06	0.002539419336244464	2.902033031659812e-07	3.7613094718835782e-06	2.076545570162125e-06	3.0005589906068053e-06	1.544320866742055e-06	2.352904630242847e-06	5.597473318630364e-06	1.408055823048926e-06	2.569973275967641e-06	6.237665957087302e-07	5.56950567442982e-07
ADH1B	2.4999319521157304e-06	2.467189233357203e-06	2.6008197551163903e-07	1.7421744047396714e-08	4.640256179300195e-07	3.3093160709540825e-06	5.386199063650565e-06	5.397527274908498e-05	0.001690166536718607	5.559307101066224e-05	1.9135811726300744e-06	5.652688628288161e-07	2.6721161816567474e-07	1.1774015717946895e-07
ADI1	0.0005822756211273372	7.19824674888514e-05	0.00013548288552556187	0.0007890464039519429	0.0006862545851618052	0.000266093818936497	0.0012763546546921134	0.00020458119979593903	0.0006055005942471325	0.0003838584525510669	0.0005315829184837639	0.0003443149325903505	0.00030773389153182507	0.00033819006057456136
ADIPOR1	0.0004086523549631238	0.00040736529626883566	0.00021520188602153212	0.0012063999893143773	0.0009821420535445213	0.0003905112680513412	0.0012828233884647489	0.0001815707073546946	0.0003774799988605082	0.00018521562742535025	0.0006634892197325826	0.00048027359298430383	0.0005160549771972001	0.0006188831175677478
ADIRF	1.2374777725199237e-05	2.6839026759262197e-05	0.000597040809225291	0.0006228595157153904	7.485811693186406e-06	3.549126859070384e-06	3.377318353159353e-05	0.00012071989476680756	0.0005997410044074059	0.001869518426246941	1.0612072401272599e-05	7.966662451508455e-06	2.28842077376612e-06	1.5781263300596038e-06
ADK	0.00016692749341018498	0.0013435063883662224	4.7406883822986856e-05	0.0003848361084237695	0.00012293657346162945	0.0009264562977477908	7.138388900784776e-05	0.00015456861001439393	0.0001053748928825371	0.00017415295587852597	0.0004959687357768416	0.0001367810182273388	0.0001092400707420893	0.00040293828351423144
ADM5	2.5040713808266446e-05	4.94608175358735e-05	0.0005776102188974619	3.609164195950143e-05	4.74907301395433e-06	1.9634993805084378e-05	1.9788663848885335e-05	2.67091252226237e-07	1.1145245480292942e-05	2.7132618924952112e-06	1.0066581126011442e-05	9.906018021865748e-06	1.8161255184168112e-06	4.007922143500764e-06
ADORA3	4.4803607579524396e-07	4.3063397470177733e-07	1.233949569723336e-05	1.2227472367953851e-08	5.801812221761793e-07	2.1170183117646957e-07	2.319246164006472e-07	1.421617099595096e-07	2.9576466431535664e-07	4.764232244269806e-07	1.343864965974717e-07	0.000127869046991691	0.0009838016703724861	1.8216056218989252e-07
ADRA2A	4.641699888452422e-06	3.4390711789455963e-06	5.725023584091105e-07	0.00011729036486940458	1.46494085129234e-06	3.7742370295745786e-07	1.476153738622088e-05	0.0006385293090716004	5.073894499219023e-05	0.0005715679726563394	6.082821073505329e-07	9.692319144960493e-05	6.809778483329865e-07	2.2887169848218036e-07
ADRB2	2.478696615071385e-06	0.0014592808438465	0.00012534316920209676	2.087153688989929e-06	0.00012155972945038229	0.00015661418728996068	5.372448868001811e-06	1.9067255152549478e-07	2.604211886136909e-06	2.3107475044525927e-06	0.0001513202878413722	0.0024593323469161987	8.89983493834734e-05	0.0001576893700985238
AEBP1	8.263199561042711e-06	7.850366273487452e-06	1.057540430338122e-05	5.54028190435929e-07	6.968959951336728e-06	1.1382709089957643e-05	1.3834539458912332e-05	0.002147980034351349	2.1415551600512117e-05	0.00016309529019054025	2.6784459805639926e-06	1.0450423360452987e-05	1.8702315855989582e-06	1.6663097994751297e-06
AES	0.00044418536708690226	0.0013412920525297523	0.00043075872235931456	0.0002994349633809179	0.0001414208090864122	0.00048344425158575177	0.00019128854910377413	0.0004076258046552539	0.0004957224009558558	0.00027242014766670763	0.0016591281164437532	0.00014600585564039648	0.00020541661069728434	0.000932540453504771
