Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14
ARPC2	0.0007045604870654643	0.000981112476438284	0.0003471515083219856	0.00030521408189088106	0.0007747007766738534	0.0012074693804606795	0.0009274465264752507	0.00031806476181373	0.00017784508236218244	0.00046826666221022606	0.0011871106689795852	0.0006062512402422726	0.001230220659635961	0.0024640820920467377
ARPC3	0.00042038201354444027	0.0006119096069596708	0.00039624536293558776	0.0005327549879439175	0.0005241898470558226	0.0017959533724933863	0.0010578306391835213	0.00025207854923792183	0.00035620684502646327	0.00039487099274992943	0.0013113265158608556	0.0013857018202543259	0.0017208801582455635	0.0018905664328485727
ARPC5	0.0007530400762334466	0.0007123848190531135	0.0003264274273533374	0.0004528975114226341	0.0002651299873832613	0.0006822199793532491	0.0010043024085462093	0.0003360973787494004	0.0002673154813237488	0.0009403263102285564	0.0008667341317050159	0.0005389968282543123	0.001110144890844822	0.0010531789157539606
ARPC5L	0.0006550758262164891	0.0008588174823671579	0.00029685997287742794	0.0003585359954740852	0.0006426714826375246	0.0007917953771539032	0.0007329246727749705	0.0001152457989519462	0.00017891672905534506	0.00012753671035170555	0.0006935487617738545	9.362409036839381e-05	0.00015575626457575709	0.0015520976157858968
ARSA	9.76504961727187e-05	0.0008330924320034683	0.00013306611799634993	0.0002589718496892601	0.002246656222268939	0.00022639489907305688	3.553780697984621e-05	0.00032560410909354687	0.00019669764151331037	0.00010695083619793877	0.00042336550541222095	0.00028020216268487275	0.0003688976285047829	0.0006165701197460294
ASAH1	1.767085268511437e-05	0.0002521442365832627	6.000993380439468e-05	0.0021608448587358	6.836566171841696e-05	6.177776958793402e-05	1.3389214473136235e-05	4.990853994968347e-05	0.00043938198359683156	0.00014926587755326182	0.00016066718671936542	0.00033052064827643335	0.00023705611238256097	4.138213989790529e-05
ASAP1	0.00018390310287941247	0.0002833411854226142	0.0009471732191741467	0.0001585105201229453	8.259755122708157e-05	0.0001088545614038594	0.00034210438025183976	0.0006664756219834089	0.00013369835505727679	0.0005478974198922515	0.0001519568613730371	3.5669196222443134e-05	0.00038006476825103164	0.00013450959522742778
ASCL1	8.109745408546587e-08	1.1321766635319364e-07	3.941488557757111e-08	1.7778202021645484e-08	7.103571988409385e-07	7.747586039386078e-08	1.1139754718669792e-07	2.8900206672233253e-08	1.6847353379034757e-07	7.846188054827508e-08	2.1373413261471796e-08	1.0519210746906538e-07	3.58947360723505e-08	2.926551360360463e-06
ASF1B	0.003374806372448802	1.0323491551389452e-05	4.634026709027239e-07	1.2554008208098821e-05	2.9134796932339668e-05	4.725507824332453e-05	1.1711249499057885e-05	1.4400318093521491e-07	4.282649115339154e-06	3.594314250676689e-07	4.340759915066883e-05	2.6809750579559477e-06	2.9632999940076843e-05	8.311537385452539e-05
ASGR1	4.231749699101783e-06	7.380709121207474e-06	0.00023600421263836324	8.302048627228942e-06	1.0354970072512515e-06	5.312200528351241e-07	5.4381831432692707e-05	1.169569804915227e-05	1.116071643991745e-06	2.6988043373421533e-06	2.0703768655039312e-07	7.960973107401514e-07	0.0010491098510101438	8.740749422031513e-07
ASIC4	7.805875412714158e-08	1.1187510295940228e-07	3.919127422591373e-08	4.400318776021095e-09	1.891823160349304e-07	7.452607775348952e-08	1.0887836054962463e-07	2.8804745255683883e-08	1.6532837321392435e-07	7.79459341515576e-08	2.0950027490584944e-08	0.0021208657417446375	3.527777536760368e-08	2.37900188437834e-08
ASPH	0.00023451402375940233	6.857137486804277e-05	0.0002679630706552416	0.0002764851087704301	0.00010399545135442168	4.2368676076876e-05	0.0005889851017855108	0.0003907630452886224	0.00031368917552754283	0.0003466470807325095	2.9576704037026502e-05	1.3922094694862608e-05	0.0002210545353591442	2.0784900698345155e-05
ASPM	0.0034847240895032883	1.4311120821730583e-06	7.098946497308134e-08	2.3692164177191444e-06	1.0675889825506601e-05	1.764168473528116e-06	1.7436528878533863e-06	3.1559949320580927e-07	3.108866337697691e-07	1.6497291426276206e-06	1.740807419992052e-06	2.508459431282972e-07	2.5663662199804094e-06	2.0383531591505744e-05
ASPN	5.329897703632014e-06	2.722569888646831e-06	1.1294231399006094e-06	5.582915605373273e-07	2.388368102401728e-06	2.328289383513038e-06	3.6793210256291786e-06	0.0015220163622871041	5.2144578148727305e-06	0.00028880476020276546	1.005259832709271e-06	4.000561148131965e-06	1.6869216779014096e-06	1.7215935486092349e-06
ASRGL1	0.00026187158073298633	9.434502317162696e-06	0.00039450821350328624	5.432013495010324e-05	0.00010543067764956504	1.4858680970064597e-06	8.455735041934531e-06	4.700914360000752e-06	2.364949068578426e-06	6.731951998517616e-06	2.373668394284323e-05	0.0010846542427316308	0.00021100969752296805	6.162074896565173e-06
ASS1	0.00019315203826408833	2.736104306677589e-06	0.0005666884244419634	0.00017722332268022	0.0001303349999943748	1.3847716218151618e-05	0.0004853948194067925	7.434491271851584e-05	0.00030560416053049266	3.761322295758873e-05	3.1621598282072227e-06	2.761654286587145e-06	2.096645175697631e-06	6.56166730550467e-06
ATAD2	0.003290330059826374	0.00012557355512399226	7.619878033437999e-06	0.0003706295392476022	2.4765729904174805e-05	0.00016988461720757186	8.804584649624303e-05	3.9079248381312937e-05	8.2084683526773e-05	3.590964479371905e-05	0.00022066161909606308	0.00015839275147300214	3.971162732341327e-05	0.0004198560491204262
ATAD5	0.0011076751397922635	0.000292537035420537	2.546097312006168e-05	7.683365402044728e-05	7.375435961876065e-05	0.00018731852469500154	6.20265109319007e-06	3.587029277696274e-05	1.9765046090469696e-05	2.4783525077509694e-05	0.00010193119669565931	7.015180017333478e-05	4.8728776164352894e-05	0.00021353064221329987
ATF3	2.787010816973634e-05	3.2846823160070926e-05	2.200929338869173e-05	0.0007736580446362495	0.0003676565829664469	9.09715163288638e-06	4.93701700179372e-05	1.4380860193341505e-05	7.107562851160765e-05	0.0002986404288094491	1.9376038835616782e-05	7.333560643019155e-05	0.0006471883389167488	2.1684789317077957e-05
ATF5	9.570109250489622e-05	0.00013105245307087898	4.492984589887783e-05	0.0005622890312224627	0.0005661217146553099	0.00016539783973712474	0.00027041806606575847	9.339376265415922e-05	0.00013153078907635063	5.8145782531937584e-05	0.00017030583694577217	6.145949009805918e-05	0.0010826459620147943	0.0001329485821770504
ATG3	0.00041150234756059945	0.00027851859340444207	0.00031131342984735966	0.00041187656461261213	0.0004322113236412406	0.000339868274750188	0.0005010375170968473	0.0001844327343860641	0.000325490691466257	0.00028365623438730836	0.0005740652559325099	0.0002481085539329797	0.0009124334319494665	0.0006000951398164034
ATM	5.193566175876185e-05	0.00292946957051754	8.506668382324278e-05	6.291282625170425e-05	0.0002761619398370385	0.0005122527363710105	5.747122850152664e-05	0.00019392534159123898	0.0002663051709532738	0.00012925287592224777	0.0008564993622712791	0.00013420163304544985	0.0001737337006488815	0.000475237873615697
ATOH8	1.2506836355896667e-05	3.899009698216105e-06	0.000677320349495858	1.1699652304741903e-06	7.43943928682711e-07	2.0808882084111247e-07	5.331512056727661e-06	5.893819252378307e-05	0.0001610150939086452	0.0001380176399834454	2.983927345212578e-07	7.604503480251878e-07	3.171703065163456e-05	6.856347454231582e-07
ATOX1	0.0004153360496275127	0.00017366623796988279	0.0006052777753211558	0.001054665306583047	0.000687634339556098	0.0001609840983292088	0.0009265560074709356	0.0005798995262011886	0.00036711490247398615	0.00040896551217883825	0.00023910129675641656	0.0003049741208087653	0.00101707992143929	0.0004641762061510235
ATP1B1	2.1741052478319034e-05	0.00011250313400523737	1.1864228326885495e-05	0.000573935394641012	5.323860023054294e-05	4.20502619817853e-05	1.3731963917962275e-05	0.00015425960009451956	3.8462367228930816e-05	2.842082358256448e-05	4.3337891838746145e-05	0.0004225141310598701	0.0002704781072679907	0.00013364093319978565
ATP1B2	5.398333087214269e-06	9.039396900334395e-06	4.7493048782598635e-07	3.6836004255746957e-06	1.5143707969400566e-05	4.3856269371644885e-07	0.0005866326973773539	5.922418949921848e-06	0.00030198993044905365	0.0013852166011929512	1.5486751863136305e-06	4.475084267596685e-07	1.412990684457327e-07	1.8017723846242006e-07
ATP2A3	0.00013037766620982438	0.0023917437065392733	5.148927812115289e-05	0.00019543284724932164	0.0006544179050251842	0.0011872050818055868	7.4855493039649446e-06	1.746817588355043e-06	4.7184548748191446e-05	4.156266004429199e-05	0.0008170435903593898	0.0008103512809611857	3.241830563638359e-05	0.0008218585280701518
ATP2B1	9.755085193319246e-05	0.00105656951200217	0.0002730867126956582	0.00013462317292578518	0.00024626110098324716	0.0008040452958084643	0.00021130555251147598	0.00012010351201752201	0.0002932681527454406	0.00029852817533537745	0.0006440017023123801	6.108584784669802e-05	0.0004398978780955076	0.0003842935839202255
ATP5D	0.00045702673378400505	0.0008008040604181588	0.00032316514989361167	0.00027025036979466677	0.0013616463402286172	0.0009606541716493666	0.0008161664009094238	0.0004682815633714199	0.0007295777322724462	0.0004593919438775629	0.0013489753473550081	0.000910398957785219	0.000563525187317282	0.0015215385938063264
ATP5E	0.0008891492616385221	0.0008373536984436214	0.0007464583613909781	0.001373671810142696	0.001166975125670433	0.0012816122034564614	0.0023125691805034876	0.0010108124697580934	0.00048383857938461006	0.0005258612218312919	0.00196483894251287	0.0008941397536545992	0.0015381586272269487	0.00263564963825047
ATP5G2	0.0006011435762047768	0.0009574886644259095	0.0005257693119347095	0.0021184133365750313	0.000955296796746552	0.0013845749199390411	0.0014380142092704773	0.00044434776646085083	0.0011877409415319562	0.0008975964738056064	0.002477694069966674	0.001487415051087737	0.0009685242548584938	0.0018804692663252354
ATP5L	0.0008226271020248532	0.0008122039726004004	0.0004197152447886765	0.0012495272094383836	0.0012465944746509194	0.0013115564361214638	0.0016604234697297215	0.0005293694557622075	0.0011503321584314108	0.0006006988696753979	0.002601230749860406	0.0008187157800421119	0.0009298832155764103	0.0020745154470205307
ATP6V0A1	6.523661431856453e-05	9.501396561972797e-05	0.00021764221310149878	0.00020085202413611114	0.00019474468717817217	0.0001898774498840794	7.352655757131288e-06	0.0002780868671834469	0.0001924622047226876	0.00025706656742841005	2.8416012355592102e-05	0.0002553942031227052	0.0005704613868147135	4.827979137189686e-05
ATP6V0A2	7.397714944090694e-05	0.0006086676730774343	0.00014981003187131137	0.00010085479152621701	0.0001463427033741027	0.00022416813590098172	4.2576208215905353e-05	0.000211555598070845	0.00012276732013560832	7.446176459779963e-05	0.0002431224420433864	0.002261362038552761	0.00011417875793995336	0.00039800070226192474
ATP6V0B	0.00040432007517665625	0.0005775258177891374	0.00030078121926635504	0.0011767987161874771	0.0011242968030273914	0.0006290784222073853	0.0007679523550905287	0.0002969382330775261	0.0003739582607522607	0.0003255749470554292	0.0005581193254329264	0.0007806094363331795	0.00171760399825871	0.0007232808275148273
ATP6V0C	0.00019958413031417876	0.0007870200788602233	0.0001857853349065408	0.0009085259516723454	0.0007973820902407169	0.0006243882235139608	0.000871466938406229	0.00029507328872568905	0.000781023409217596	0.0003491960233077407	0.0009096174617297947	0.0008254776475951076	0.0016850527608767152	0.0009849707130342722
ATP6V0D1	0.00021587306400761008	0.0004339503648225218	0.0002419081429252401	0.00021591412951238453	0.000323681888403371	0.0005123359733261168	0.0002527376636862755	0.0001670364144956693	0.0005274239229038358	0.00029075006023049355	0.0003634606546256691	0.0004522092640399933	0.0011172087397426367	0.0006181294447742403
ATP6V1B2	9.799867984838784e-05	0.0002193469408666715	0.00011506775626912713	0.0003163714427500963	9.454107203055173e-05	0.00013740082795266062	0.00013620876416098326	0.0002874703495763242	0.0003078161389566958	0.00018269277643412352	0.0002414755435893312	0.00010451220441609621	0.0012258924543857574	0.00033042009454220533
ATP6V1F	0.0004052727308589965	0.0003285399288870394	0.0002828134747687727	0.0008541910792700946	0.00047629326581954956	0.00047692732186987996	0.0011304898653179407	0.0002970787463709712	0.000564086192753166	0.00024106883211061358	0.000670070294290781	0.001477738842368126	0.0016181203536689281	0.0008601354784332216
ATP6V1G1	0.00025075150188058615	0.000658355769701302	0.0002987869083881378	0.0022553703747689724	0.0006091675022616982	0.001003278186544776	0.000718833354767412	0.0004065360117238015	0.0008172279922291636	0.00048440962564200163	0.0013929279521107674	0.0006198055343702435	0.0006101437611505389	0.0009183560614474118
ATP8A1	2.136511648132e-05	0.0013242565328255296	0.00021616549929603934	7.724885108473245e-06	0.00011189319047844037	0.00036475539673119783	4.743370482174214e-06	5.393013452703599e-06	1.0652841410774272e-05	3.658396963146515e-06	0.00026941875694319606	3.771860428969376e-05	3.32087765855249e-05	0.0006480955053120852
ATP8B4	6.575402494490845e-06	0.0006404277519322932	4.206612800317089e-07	1.8504351828596555e-05	5.900863015995128e-06	4.441659984877333e-05	1.713369056233205e-05	1.0443070095789153e-05	3.8831272831885144e-05	5.429733209894039e-05	9.306508559348003e-07	0.0005769995623268187	0.00041607616003602743	0.00021838214888703078
ATPIF1	0.0010278228437528014	0.0007764641777612269	0.0004251387726981193	0.0013337519485503435	0.0008641696767881513	0.0006244800169952214	0.0010905195958912373	0.0003479556762613356	0.0006951163522899151	0.0003443168243393302	0.0010065115056931973	0.0004888098337687552	0.0004002641362603754	0.0012854809174314141
AURKA	0.002522755414247513	3.292310793767683e-05	9.31071463128319e-06	1.2002215953543782e-05	3.379057307029143e-05	3.065355485887267e-05	1.3477201719069853e-05	5.4329921113094315e-06	8.534382686775643e-06	4.677619472204242e-06	4.00938733946532e-05	0.00013289658818393946	4.642798739951104e-05	4.8792018787935376e-05
AURKB	0.0026406405959278345	2.0208698003898462e-07	6.99659139513642e-08	1.2357018874809e-07	5.0627445489226375e-06	1.0573071449471172e-06	3.0169027809279214e-07	1.9888710767190787e-07	3.185694765761582e-07	2.4199519543799397e-07	9.695042990642833e-07	4.957254873261263e-07	9.1798046923941e-06	7.131211532396264e-06
AUTS2	0.00011752474529203027	0.0013571856543421745	7.635783549631014e-05	0.0015587962698191404	8.657636499265209e-06	0.00019974767928943038	2.574802601884585e-05	0.00023405799583997577	8.758896728977561e-05	0.00013496384781319648	0.00011833767348434776	1.2001539289485663e-05	7.012547939666547e-06	0.00010547722195042297
AVPR1A	8.270679359156929e-07	1.0742545555331162e-06	3.8365553223229654e-07	2.3556514960887398e-08	9.410666734765982e-07	5.329343366611283e-07	5.832357601320837e-07	1.7888772845253698e-06	1.6475235042889835e-06	0.0018900082213804126	1.0850573772813732e-07	2.1936693883617409e-07	1.0898291691319173e-07	2.977215558530588e-07
AVPR2	4.40612893726211e-06	2.781658565709222e-07	0.000889444665517658	1.8376995924995754e-08	5.073899842500396e-07	4.0606929019304516e-07	4.1710450204845984e-07	6.223051229881094e-08	5.560049203268136e-07	7.647695383639075e-07	4.424028077210096e-08	3.6764490118912363e-07	7.708884481871792e-07	7.542997337850466e-08
AXL	6.068777565815253e-06	1.18974721772247e-05	1.083067104445945e-06	1.028238671096915e-06	3.2086734336189693e-06	2.209171498179785e-06	1.1977233953075483e-05	0.0010985323460772634	0.00012719593360088766	0.0006532318075187504	6.931878715477069e-07	5.8667878874985036e-06	0.0006513253320008516	6.499205369436822e-07
AZGP1	2.3267599317478016e-05	3.4473534469725564e-05	6.918162853253307e-06	0.0011530519695952535	2.967323780467268e-05	1.7156035028165206e-05	1.1430823860791861e-06	6.778584520361619e-06	3.243075479986146e-05	1.2010178579657804e-05	1.9405168131925166e-05	9.230514478986152e-06	2.3801580937288236e-06	4.600817646860378e-06
BACE2	0.00010650700278347358	3.95201959690894e-06	0.0005810889415442944	9.157055319519714e-05	2.67180657829158e-05	0.00023867051640991122	0.0001505239197285846	0.0004314627149142325	7.258290861500427e-05	0.00016589357983320951	3.17185913445428e-06	0.0017674003029242158	9.760761713550892e-06	2.2757101305614924e-06
BACH2	4.628388069249922e-06	0.00037068763049319386	1.2346028597676195e-05	1.6432877600891516e-06	1.0979299986502156e-05	0.001323347445577383	9.003584273159504e-05	0.00011170651850989088	7.966625707922503e-05	1.0692921932786703e-05	0.00042061624117195606	1.3433383173833136e-05	1.1082798891948187e-06	7.36030560801737e-05
BAD	0.00036321263178251684	0.0002754726156126708	0.00027336113271303475	0.0011525180889293551	0.00036014526267535985	0.00019517721375450492	0.0005092086503282189	0.00036602956242859364	0.0007951916195452213	0.00036806706339120865	0.0004479723866097629	0.00023392059665638953	0.0001882639480754733	0.000492468592710793
BAIAP2	7.099288632161915e-05	4.170506144873798e-05	0.00036522207665257156	0.0010912737343460321	5.812223389511928e-05	3.775524965021759e-05	0.00014058747910894454	0.00011420150985941291	0.0003232373564969748	6.746116469003027e-06	9.830619092099369e-05	6.687994027743116e-05	0.0003414313541725278	3.859848584397696e-05
BAMBI	1.9585238987929188e-05	2.801611481118016e-05	4.287615865905536e-06	0.0003530454123392701	2.453963679727167e-05	3.175415622536093e-05	1.0075425961986184e-05	1.7059104720829055e-05	1.3685210433322936e-05	1.97105691768229e-05	3.9748581912135705e-05	6.5427616391389165e-06	4.924405402562115e-06	7.175258360803127e-06
BANK1	2.949201132196322e-07	1.3327199894774822e-06	2.4558353288739454e-06	2.0359964025828958e-07	3.0758532375330105e-05	0.0027477589901536703	1.6722974578442518e-06	2.787718813124229e-06	8.082305612333585e-06	3.993796156009921e-07	2.49876336511079e-07	9.321526590611029e-07	5.379490630730288e-06	2.1492867290362483e-06
BARD1	0.0012046060292050242	0.00017696557915769517	6.901059532538056e-05	0.0002804462274070829	0.00017986750754062086	0.0002724374644458294	6.750922329956666e-05	7.895509770605713e-05	7.708558405283839e-05	7.548294524895027e-05	0.00011545985034899786	0.00014942314010113478	0.00013823804329149425	0.0004747151688206941
BASP1	0.00015828270989004523	6.266978016356006e-05	4.07480911235325e-06	0.0004532602324616164	0.00032550626201555133	0.0010836494620889425	0.00011841355444630608	0.0006740077515132725	0.0005854173796251416	7.747109521005768e-06	2.060726001218427e-05	0.00025171315064653754	0.00041177516686730087	1.2544728633656632e-05
BCAM	3.079773887293413e-05	4.003541107522324e-05	0.001535868621431291	0.00144576549064368	1.4901326721883379e-05	2.253654884043499e-06	7.852588169043884e-06	4.001406068709912e-06	2.3209006030810997e-05	0.0007435533334501088	1.1312476090097334e-05	1.4164906133373734e-05	8.3244449342601e-06	2.1460759853653144e-06
BCAS4	0.00014286742953117937	0.00021098209253977984	8.52910716275801e-07	0.00027499455609358847	5.6510292779421434e-05	0.0010374204721301794	0.0006638000486418605	2.6514071578276344e-05	8.749330845603254e-06	1.607743433851283e-05	0.00021849146287422627	2.8666958314715885e-05	2.897641707022558e-06	0.0004335133999120444
BCAT1	9.75320945144631e-05	5.877604507986689e-06	6.266638956731185e-05	1.7341053535346873e-06	1.896280809887685e-05	5.322065408108756e-05	9.012444206746295e-05	0.0006030313088558614	2.324111619600444e-06	1.879546107375063e-05	6.131593636382604e-06	2.1211992134340107e-05	0.0009542538318783045	5.2877563575748354e-05
BCL11A	1.0258703696308658e-05	5.652113372889289e-07	8.614468924861285e-07	2.141048389603384e-05	1.0246499186905567e-05	0.0018796345684677362	0.00010619948443491012	4.1251637412642594e-06	7.368637307081372e-05	1.3399379668044276e-06	1.3020647315897804e-07	2.604044675535988e-05	5.216077624936588e-05	7.135580517569906e-07
BCL2A1	3.6265394101064885e-06	0.00014308713434729725	1.1931527978958911e-06	6.049437502042565e-07	1.311473170062527e-05	0.00046041328459978104	2.849935663107317e-05	2.0420264945641975e-07	9.75740022113314e-07	5.390520527726039e-07	0.00021923912572674453	9.459406282985583e-05	0.0011710305698215961	0.0001180237959488295
BCL2L12	0.001301524112932384	0.0002146016777260229	9.792994387680665e-05	0.0002462055126670748	0.0003517245640978217	0.0002997506526298821	0.0004253867664374411	0.00010597551590763032	0.0002532601065468043	6.449866486946121e-05	0.0002914470969699323	0.00015457261179108173	0.00016441900515928864	0.0003076951834373176
BCL6B	1.1543163054739125e-05	1.800232212190167e-06	0.0015999146271497011	8.746473412202249e-08	5.928040991420858e-06	7.607143857057963e-07	5.2128798415651545e-06	1.8094195183948614e-05	2.607690475997515e-06	3.2536222533963155e-06	5.296146809996571e-07	1.994566673602094e-06	1.4177016964822542e-06	1.3656791963967407e-07
BDKRB2	1.5308916772482917e-05	4.1882847767737985e-07	0.001033168751746416	1.265717492060503e-05	7.336910243793682e-07	3.293957036021311e-07	2.0560513803502545e-05	4.569933298625983e-05	0.00041375838918611407	1.0994854164891876e-05	7.480285262317921e-07	3.173199502271018e-06	9.474147191212978e-07	3.6891091781399155e-07
BEX4	4.035709207528271e-05	0.0004709700297098607	0.00017167841724585742	0.0009720920352265239	0.00016493306611664593	0.00024513594689778984	0.0002333765005460009	0.00014274194836616516	0.000969015178270638	0.00020749545365106314	0.0006182760116644204	0.001638363697566092	0.0004751250671688467	0.00022122103837318718
BGN	6.350652984110638e-05	4.8383462853962556e-06	5.15193423780147e-05	4.3614049900497776e-06	5.6208732530649286e-06	2.556118033680832e-06	0.0017756569432094693	0.0014466169523075223	0.00012920034350827336	0.0012413113145157695	3.7949341731291497e-06	3.851141627819743e-06	2.5565841497154906e-06	9.227883879248111e-07
BHLHE40	7.375107816187665e-05	0.0011460804380476475	0.00025996260228566825	0.0004090585862286389	9.098749433178455e-05	0.00020197549019940197	0.0002261640620417893	0.0005063744029030204	0.00015238138439599425	0.0002820001682266593	0.00022327856277115643	0.0007112261955626309	0.0002556193503551185	0.0007784138433635235
BICC1	2.138134186679963e-05	3.824733994406415e-06	7.239633532662992e-07	3.217211883566051e-07	1.9059575606661383e-06	2.308139528395259e-06	5.295205119182356e-05	0.001148106763139367	0.0005514906952157617	1.8151189578929916e-05	8.201461128010124e-07	1.705681711428042e-06	1.3701121588383103e-06	6.744724032614613e-07
BID	0.00024920076248236	0.0003838327538687736	0.0003440480795688927	0.0001419365726178512	0.00046698094229213893	0.00029746745713055134	0.0004559168010018766	7.595559145556763e-05	0.0001254337257705629	3.0513589081238024e-05	0.00033801127574406564	0.00017301323532592505	0.0008102660649456084	0.0004056242760270834
BIRC5	0.004655938129872084	4.521389485034888e-07	1.7332934021396795e-06	1.9076567696174607e-05	1.9069795598625205e-05	5.094346420264628e-07	2.5981989892898127e-06	1.0194888773185085e-06	6.261935254769924e-07	5.487545422511175e-07	3.6696249594569963e-07	4.0795757172418234e-07	5.1459628593875095e-06	6.838760327809723e-06
BLK	2.342842293501235e-07	1.8303458091395441e-06	1.2914517810713733e-07	1.0178845855079999e-07	5.00341338920407e-05	0.002872215351089835	5.385057875173516e-07	8.94484841751364e-08	8.418576271651546e-07	2.3711550056759734e-07	3.0039541343285237e-06	4.6981637069620774e-07	2.1429082153190393e-06	3.627181285992265e-05
BLNK	8.255655302491505e-06	7.55386190576246e-06	5.585088729276322e-07	0.0003846570907626301	0.001231406582519412	0.002048239577561617	2.2976312266109744e-06	1.9699409676832147e-06	2.624788430694025e-05	2.0439129002625123e-06	6.357324195960246e-07	1.5927798813208938e-06	0.00037263642298057675	2.192149395341403e-06
BLOC1S1	0.0006120065227150917	0.00033129920484498143	0.00016950965800788254	0.00026009880821220577	0.0002036405203398317	0.00033083301968872547	0.0005906019359827042	0.0002458282688166946	0.00026310619432479143	0.00033219781471416354	0.00030471390346065164	0.0002139510470442474	0.0005855936906300485	0.0008547402103431523
BLVRA	0.0002460080140735954	7.167187141021714e-05	9.643738303566352e-05	0.0007049539708532393	0.00019848815281875432	6.00686325924471e-05	0.0003685732663143426	0.00018042958981823176	0.00039276029565371573	0.00016136420890688896	0.0002628801157698035	0.0012666600523516536	0.0008558384724892676	0.0003762514388654381
BLVRB	0.0001141630855272524	0.00015026028268039227	0.0001060090507962741	0.0010198992677032948	0.00029036207706667483	0.00010910245327977464	0.00024104720796458423	0.00017486578144598752	0.0005959495319984853	0.0002285211521666497	0.00016711198259145021	0.00010103975364472717	0.001083948416635394	0.00012488005449995399
BMP1	5.822768071084283e-05	4.7624129365431145e-05	0.0002687151718419045	5.114184205012862e-06	1.3375154594541527e-05	5.715904535463778e-06	2.089394911308773e-05	0.0011895796051248908	3.438947896938771e-05	0.0008636724087409675	1.0873178325709887e-05	4.577476283884607e-05	2.913094067480415e-05	3.404462768230587e-05
BMP2K	6.70375011395663e-05	6.589706754311919e-05	0.0002797493652906269	0.000258600281085819	7.982626266311854e-05	0.0003847902698908001	1.678700209595263e-05	0.0001487094268668443	8.656307181809098e-05	0.0001025188248604536	1.5563942724838853e-05	0.0016643635462969542	0.0010120841907337308	5.12464830535464e-05
BMPR1A	6.861159636173397e-05	0.00066392682492733	1.0279015896230703e-06	0.0001627154415473342	0.00011602740414673463	3.727346484083682e-05	2.1739395378972404e-05	0.0005143058951944113	0.0003555599832907319	0.0003927442303393036	8.985410386230797e-05	0.0005958218825981021	3.181684951414354e-05	0.0001624011347303167
BMPR2	0.00012267014244571328	0.00029581395210698247	0.0015037806006148458	0.0003745956055354327	7.711561920586973e-05	9.143603529082611e-05	3.867629129672423e-05	0.0006509210797958076	0.0003826599568128586	0.0002651774848345667	8.764891390455887e-05	6.324730929918587e-05	0.0001582877739565447	0.00016284786397591233
BNC2	6.012137419020291e-06	6.686070992145687e-05	6.287758151302114e-05	8.786856398046439e-08	1.3463140930980444e-06	8.61020339470997e-07	8.596075531386305e-06	0.0011877239448949695	0.0002770307764876634	1.0991163435392082e-05	6.047345664228487e-07	0.0003432141675148159	8.948928734753281e-05	9.742620932229329e-07
BNIP3	0.0003256369673181325	7.915820606285706e-05	6.776329973945394e-05	0.0007833463023416698	0.00011374554742360488	3.802323044510558e-05	0.002165634883567691	0.00010383108019595966	0.00020870286971330643	6.426589243346825e-05	0.00030067391344346106	8.179041287803557e-06	0.0002244364732177928	0.000121551267511677
BNIP3L	0.00015823371359147131	0.00021724974794778973	0.00022040418116375804	0.0012955617858096957	0.0001856350718298927	0.00027284244424663484	0.0007057366892695427	0.00046973719145171344	0.0008489028550684452	0.0003967324155382812	0.0005696945008821785	0.0007104602991603315	0.0008599203429184854	0.00044581867405213416
BOC	7.431124686263502e-05	2.782101546472404e-06	0.00013788131764158607	1.188888472825056e-05	4.327946953708306e-06	2.0687477444880642e-05	0.00021790839673485607	0.0006747806328348815	0.00192398636136204	8.512974454788491e-05	5.302120484884654e-07	4.520119546214119e-06	6.731052053510211e-07	4.09414610658132e-07
BRCA1	0.0018354596104472876	4.7889869165373966e-05	0.00010480245691724122	0.00018011004431173205	3.692873360705562e-05	9.52583213802427e-05	4.525684289546916e-06	7.895386079326272e-05	0.00012612942373380065	2.6390302082290873e-05	3.343378193676472e-05	6.885113180032931e-06	7.214867218863219e-05	0.00010336622653994709
BRCA2	0.001208659028634429	7.338812793022953e-06	1.9107696061837487e-05	4.3871437810594216e-05	0.0002492530329618603	0.00019803567556664348	8.113735930237453e-06	8.47072369651869e-05	3.0515107937389985e-05	1.5353674825746566e-05	2.9493412512238137e-05	5.498467726283707e-05	9.647593833506107e-05	0.00019128287385683507
BRE	8.677613368490711e-05	0.000200112524908036	0.00020620322902686894	0.0001948001008713618	5.0986625865334645e-05	0.00017571041826158762	0.00025422568432986736	0.00015851043281145394	0.00026514846831560135	9.949646482709795e-05	0.00022460079344455153	0.00047700421418994665	0.0001835646980907768	0.00038006118847988546
BRI3	0.0001432044809916988	0.0001596453075762838	0.0003661456285044551	0.00018936845299322158	0.00012960801541339606	7.851466943975538e-05	0.00048582060844637454	0.0007340305019170046	0.00014078720414545387	0.00012966296344529837	0.00016390606469940394	0.00011168435594299808	0.0011021628743037581	0.00017133905203081667
BST2	0.00055455113761127	0.0003414169477764517	0.0008925518486648798	0.00055580900516361	0.0007107129204086959	0.00041845926898531616	0.00015829468611627817	0.00031130784191191196	0.00014018677757121623	0.0007498233462683856	0.00023804689408279955	0.0007085858378559351	0.000679878459777683	0.0011586963664740324
