Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25
KIF26B	1.0083786037284881e-05	3.653954263427295e-05	7.411874685203657e-05	5.66926428291481e-06	1.8514601833885536e-06	2.2549545519723324e-06	0.00014606540207751095	0.00021244336676318198	4.175663343630731e-05	2.530016536184121e-05	1.1299349353066646e-05	0.001472543110139668	0.001160008367151022	2.014129495364614e-05	8.841367161949165e-06	7.583439128211467e-06	2.2524270661961054e-06	0.00014451441529672593	0.00022788230853620917	1.6679124428264913e-06	0.0001499959034845233	8.470571629004553e-05	9.176987077808008e-06	1.2927800980833126e-06	6.638932973146439e-06
KIF2A	6.346832378767431e-05	0.00022373606043402106	9.049742220668122e-05	0.0002335423487238586	0.000682335696183145	0.0006674421601928771	0.00038479891372844577	0.0013044754741713405	0.00022412589169107378	0.00011577158147701994	0.0005084064905531704	0.00014495461073238403	8.460165554424748e-05	0.00016118753410410136	0.00011564636952243745	8.54748286656104e-05	0.0003242332604713738	0.00016124884132295847	0.0005886995932087302	0.00011777626787079498	0.00013251160271465778	5.12361220899038e-05	8.220966265071183e-05	0.0011326103704050183	0.000441353622591123
KIF2C	4.94699997943826e-06	3.4591830626595765e-06	1.905559543047275e-06	1.5628803566869465e-06	3.0773333037359407e-07	9.365341924194581e-08	1.7267424254896468e-06	2.1233205416137935e-07	1.2249311112100258e-05	9.386871369088112e-08	6.430838084270363e-08	3.7108309243194526e-06	4.345306024333695e-06	2.0556008450967056e-07	1.2176291193100042e-06	6.222098392072439e-08	6.500915219476155e-07	1.9673771021189168e-05	3.4339086596446577e-06	2.323576069329647e-07	1.2396014881232986e-07	3.314379455332528e-06	2.1245722336971085e-07	8.509060478445463e-08	0.0024110402446240187
KIF4A	5.187198894418543e-06	4.521119535638718e-06	9.104400078285835e-07	1.1054894599737963e-07	3.3862019677144417e-07	1.1069395355889355e-07	2.384614617767511e-06	2.1708440556267306e-07	9.725603740662336e-05	1.924746726444937e-07	3.158420014415242e-08	2.412356025160989e-06	7.59021858698361e-08	3.443136336045427e-07	1.917843974297284e-06	7.26603320799768e-06	4.028921125609486e-07	1.3978507013234776e-05	3.1790088996785926e-06	1.1563050748009118e-06	9.780709575579749e-09	2.7162360538568464e-07	5.806982130707183e-07	7.268046431363473e-08	0.0026152580976486206
KIFC1	7.693787483731285e-05	1.3516601939045358e-05	8.734347829886246e-06	3.377697339601582e-07	1.948956196429208e-06	3.8047824091336224e-06	2.034076715062838e-06	6.536878913721011e-07	2.090774432872422e-05	8.644170179650246e-08	1.3929859505878994e-06	3.679200062833843e-06	2.9986179015395464e-06	3.1121094252739567e-06	4.053266366099706e-06	8.789712069301459e-07	1.0862251656362787e-05	1.1607344276853837e-05	5.556558335229056e-06	5.02855129980162e-07	1.0046775969385635e-05	4.126393832848407e-06	3.5941363876190735e-06	2.534274472054676e-06	0.0029190422501415014
KIFC3	1.3434174434223678e-05	0.0002028086455538869	1.454545599699486e-05	2.8308193577686325e-05	0.0001882396318251267	3.263675534981303e-05	0.00026219739811494946	0.00047797735896892846	4.9780519475461915e-05	0.00013875929289497435	2.361150473007001e-05	0.0001402783818775788	0.0004493702435865998	0.0001640594855416566	1.0506746548344381e-06	0.00017762310744728893	3.783109434607468e-07	0.0006232293089851737	5.5000702559482306e-05	0.0006551374099217355	8.607793461123947e-06	0.0011176130501553416	0.0005289777764119208	3.806252834692714e-06	3.1138883059611544e-05
KIRREL	1.0821577234310098e-05	6.330777250695974e-05	8.499586101606837e-07	7.995601481525227e-05	2.956448099666886e-07	4.097948931303108e-07	6.0583286540349945e-05	2.8114185624872334e-05	4.857347084907815e-05	9.458993304178875e-07	7.460793085556361e-07	1.9965300452895463e-05	0.0010013342835009098	3.514929289849533e-07	7.455083732565981e-07	0.001170305535197258	4.45553098415985e-07	7.069396815495566e-05	2.1568570446106605e-05	3.106264921370894e-05	8.830301339912694e-06	0.000388032611226663	5.473261239785643e-07	7.836694635443564e-07	3.4455606510164216e-06
KIT	6.521572686324362e-06	2.9026929041719995e-05	1.1247238035139162e-05	7.189785833361384e-07	5.562735623243498e-07	5.702058842871338e-07	8.43382986204233e-06	2.7138642053614603e-06	6.595102604478598e-06	0.005246451124548912	2.704270627873484e-06	6.2477979554387275e-06	1.080245874618413e-05	1.2151202781751635e-06	2.801461391754856e-07	2.182125626859488e-07	5.223418156674597e-06	1.4172610462992452e-06	4.393465587781975e-06	3.383457806194201e-05	9.099821909330785e-06	1.864421028585639e-05	3.053840202937863e-07	1.208632170346391e-06	1.60893804945772e-07
KLF12	6.702042446704581e-05	0.000943272840231657	1.9513474853738444e-06	0.00011708695092238486	0.00039177844882942736	0.00023133735521696508	0.0004303825553506613	0.0013231609482318163	5.890125612495467e-05	1.362530019832775e-05	0.00011312374408589676	0.00023490688181482255	0.00019208085723221302	1.1011566130036954e-05	4.014289879705757e-05	0.00015204209194052964	0.0002452466287650168	9.604668775864411e-06	0.00019814478582702577	6.040893367753597e-06	1.5670457287342288e-05	0.00011922767589567229	7.309664852073183e-06	0.0011191373923793435	2.1682437363779172e-05
KLF4	1.4336086678667925e-05	2.0245199266355485e-05	8.316891762660816e-05	0.0008764241356402636	1.3162747336536995e-06	9.99275016511092e-06	1.2883680028608069e-05	8.023054397199303e-05	2.0834528186242096e-05	3.7238325603539124e-05	5.607578714261763e-06	1.690516364760697e-05	3.79807643184904e-05	0.0011800924548879266	2.414472191958339e-06	7.462451321771368e-06	2.8437214496079832e-05	0.00023384587257169187	3.948340963688679e-05	0.0004226048768032342	0.0005572785157710314	4.963899846188724e-05	0.0003334982611704618	7.732653102721088e-06	1.7751618770489586e-06
KLF6	0.00017478100198786706	0.0003754468634724617	0.00012393297220114619	0.00014135841047391295	0.0009617573232389987	0.0006633996963500977	0.0003064281481783837	0.0018889050697907805	0.00020411174045875669	0.0005287594394758344	0.0005334595334716141	0.0002379260113229975	0.00017236435087397695	0.0006372695788741112	0.00030674910522066057	0.00020660525478888303	0.00042604925693012774	5.144039823790081e-05	0.0003715295169968158	0.0002638650476001203	0.0005392285529524088	0.00011041237303288653	0.0005554929375648499	0.001351616345345974	9.681835217634216e-05
KLHDC8B	1.6512405636603944e-05	0.0001886442769318819	0.0002453986380714923	0.0003492308023851365	3.081614295297186e-06	2.749858595052501e-06	0.0004048283735755831	1.7487800505477935e-05	7.27799124433659e-05	7.615672802785411e-05	3.6629392070608446e-06	7.808837835909799e-05	0.0003159564221277833	3.7755316952825524e-06	2.582465640443843e-05	0.0008489796309731901	2.130703023794922e-06	0.000431506079621613	0.010906733572483063	0.00038533960469067097	0.00011681502655846998	0.00042986933840438724	0.0003993464633822441	7.388026688204263e-07	1.6523636077181436e-05
KLHL23	9.690385923022404e-06	1.8592167180031538e-05	0.0006977191660553217	2.8685266443062574e-05	2.6250658265780658e-05	4.124022780160885e-06	1.4778624063183088e-05	2.0561585188261233e-05	4.6899032895453274e-05	7.704437848587986e-06	2.5354664103360847e-05	5.991718353470787e-06	2.812692582665477e-05	1.2301647984713782e-06	5.229395583228325e-07	0.0012428580084815621	6.712089657412434e-07	0.00011553944204933941	7.912038563517854e-05	1.1696233741531614e-06	0.0005770638817921281	5.1334875024622306e-05	8.250493692685268e-07	1.3044994375377428e-05	0.0003572831628844142
KLHL3	1.4775339877814986e-05	3.3774755138438195e-05	2.486402763679507e-06	2.7200872864341363e-05	4.1516981582390144e-05	1.5506941053899936e-05	5.031998807680793e-05	0.0009937369031831622	4.9752285121940076e-05	4.908049049845431e-06	4.427936437423341e-05	5.470872565638274e-05	0.000282062916085124	6.007572210364742e-06	9.522180334897712e-06	3.9107359043555334e-05	6.345666770357639e-05	4.19858815803309e-06	2.7179394237464294e-05	0.0005174969555810094	2.1146632207091898e-05	0.0004059281782247126	8.16768533695722e-06	0.00010995212505804375	3.941556769859744e-06
KLHL6	0.00016504430095665157	4.2079074773937464e-05	8.16216711996276e-08	1.6075516668934142e-06	0.0003770988842006773	0.00037350881029851735	1.0509223102417309e-05	0.000645571737550199	7.187793380580842e-05	0.0004571793251670897	6.245209078770131e-05	2.2883779820404015e-05	1.1222945062172585e-07	0.0001959127839654684	0.0007584171835333109	4.7432894234589185e-07	0.0005833149771206081	6.448689191529411e-07	7.764155452605337e-05	4.050215648021549e-05	5.165051675248833e-08	0.00033786281710490584	0.00025108372210524976	0.0006189086707308888	1.3710504390473943e-05
KLRC1	8.336039172718301e-06	3.384783849469386e-05	7.097889920260059e-08	7.229052130242053e-07	0.001492573763243854	5.388864337874111e-06	1.680517198110465e-05	3.5251330700702965e-05	2.2334268578561023e-05	7.816225888745976e-07	1.4919662135071121e-05	7.78085995989386e-06	6.766573079630689e-08	1.0329342785553308e-06	7.343606966969674e-07	2.1591394272491016e-07	1.5105716784091783e-06	9.967466212401632e-07	7.348912913585082e-05	2.3054505504660483e-07	2.762787509880127e-08	1.485272207446542e-07	1.6802763980194868e-07	2.758529626589734e-05	6.4229748204525094e-06
KLRD1	2.2937570975045674e-05	0.0001933176681632176	1.1590866932920108e-07	2.3752629658702062e-06	0.0023895602207630873	9.861018043011427e-06	2.9076036298647523e-05	8.385969704249874e-05	4.600868851412088e-05	1.4408632296181167e-06	3.737227962119505e-05	1.672292455623392e-05	3.271996320108883e-06	2.8815672976634232e-06	1.7600139017304173e-06	5.180941684557183e-07	2.186958454331034e-06	4.349054051999701e-06	0.00010767451021820307	2.295535523444414e-06	1.307243024939453e-07	1.6198326875382918e-06	5.912976916988555e-07	2.7001520720659755e-05	1.6291467545670457e-05
KMO	0.0001891986175905913	3.692065001814626e-05	3.628667036537081e-05	4.722618996311212e-06	2.1319820007192902e-06	1.7261515949940076e-06	2.3239829261001432e-06	5.383957159210695e-06	5.336997492122464e-05	8.137450890899345e-07	5.940112259850139e-07	3.492591713438742e-05	9.250128641724586e-06	0.00029062695102766156	7.306761835934594e-05	1.6268201079583378e-06	0.001247578184120357	6.444229256885592e-06	1.535730370960664e-05	8.953517863119487e-06	6.9368370532174595e-06	1.5750303646200337e-05	0.00035188530455343425	4.0840524206942064e-07	1.2310671991144773e-05
KMT2E	0.0004944577231071889	0.0005014704656787217	0.00021529373771045357	0.0005470980540849268	0.0012240418000146747	0.00146605318877846	0.00040615006582811475	0.0023354587610810995	0.0002848557196557522	0.0004671142087318003	0.0008386083063669503	0.00030824969871900976	0.00034386286279186606	0.00030148812220431864	0.0003086974611505866	0.0003467756905592978	0.0008712840499356389	0.00016245977894868702	0.0008005777490325272	0.00043784952140413225	0.0009509288938716054	0.0002874808560591191	0.00023928287555463612	0.001351795275695622	0.0001633785868762061
KNSTRN	1.2405798770487309e-05	1.464884917368181e-05	0.00013912859139963984	4.416276715346612e-05	0.00015723066462669522	9.074330591829494e-05	3.610389103414491e-05	2.72945635515498e-05	8.463724952889606e-05	0.00012209557462483644	4.402185732033104e-05	1.3450459846353624e-05	4.897848339169286e-05	9.966867219191045e-05	0.00014960468979552388	0.00010408526577521116	6.713148468406871e-05	0.00013066372775938362	4.06771941925399e-05	3.486442074063234e-05	6.13002202953794e-06	9.031579247675836e-05	8.61992230056785e-05	0.00017259991727769375	0.0018772080074995756
KNTC1	5.3139225201448426e-05	2.075282645819243e-05	4.895813253824599e-05	2.7443091312306933e-05	9.687645797384903e-05	4.976072523277253e-05	0.0003097528824582696	0.003848243737593293	1.8509239453123882e-05	5.335172659215459e-07	4.580087625072338e-05	1.2579242138599511e-05	3.824927989626303e-05	5.3762949391966686e-05	0.0008973446674644947	4.1503695683786646e-05	0.00016904939548112452	9.692597814137116e-06	1.7777911125449464e-05	4.047593756695278e-05	0.00011656819697236642	6.206802208907902e-05	2.5826368073467165e-05	9.426485485164449e-05	0.0005855393828824162
KPNA2	7.680802809773013e-05	0.00015662751684430987	0.00019352632807567716	7.015837036306038e-05	0.0002460378163959831	0.00022226700093597174	4.688182161771692e-05	0.0004102884267922491	0.00013071393186692148	3.739213207154535e-05	0.00019093045557383448	3.067041325266473e-05	2.806620796036441e-05	0.00021059400751255453	7.278702105395496e-05	5.4054446081863716e-05	0.0001103905015042983	0.0001071631268132478	0.00011475796782178804	0.00014015096530783921	4.432109199115075e-05	0.00019221470574848354	0.00017178096459247172	0.00014186504995450377	0.0024728551506996155
KREMEN1	5.691914338967763e-06	2.187695099564735e-05	2.9639748390763998e-05	0.0002446177531965077	3.676263418128656e-07	4.117010234949703e-07	4.0502149204257876e-05	5.319399406289449e-06	2.1922922314843163e-05	0.0010268603218719363	2.6429253807691566e-07	2.0181967556709424e-05	0.000661474943626672	1.1392850865377113e-05	3.966452197801118e-07	2.2686915599479107e-06	3.8982804539955396e-07	0.00032405563979409635	0.015129636973142624	3.143896492474596e-06	4.084840475115925e-05	2.6257388526573777e-05	9.881008736556396e-05	4.471063448363566e-07	1.1375371968824766e-06
KRT14	2.954624051199062e-06	3.9087321965780575e-06	6.383469008142129e-05	9.973766736948164e-07	3.287238214966237e-08	4.9077645059014685e-08	1.4205008938006358e-06	2.6202141611975094e-07	5.60062608201406e-06	1.5232585326430126e-07	1.868585604825057e-05	2.1974012724967906e-06	6.00815113216413e-08	2.397066964476835e-06	1.4044445606486988e-07	6.127951337475679e-07	6.264170224312693e-06	0.002606826601549983	3.2283282962453086e-06	9.712466635392047e-07	0.00032213752274401486	9.295830750488676e-06	3.393317456357181e-06	8.30929639050737e-06	1.9397446067159763e-06
KRT15	2.8312904305494158e-06	2.906943791458616e-06	0.00027460302226245403	1.0959497842577548e-07	2.022801709244959e-06	2.360714915994322e-06	1.0036889079856337e-06	1.6642351852169668e-07	4.7962466851458885e-06	2.5810780357460317e-07	6.173781457619043e-06	2.040034132733126e-06	2.097927165323199e-07	1.1228817129449453e-06	4.763686774822418e-06	5.21008551856994e-08	1.0176690921070985e-06	6.5842245930980425e-06	2.575414100647322e-06	1.6569623539908207e-06	4.7539004299324006e-05	1.6924855117395055e-06	1.4139351378616993e-06	1.2016438404316432e-06	4.5120809772924986e-06
KRT17	3.7040792904008413e-06	4.7522044042125344e-06	7.448066025972366e-05	6.525698381665279e-07	6.335613306873711e-06	2.5665269276942126e-05	6.0375868997653015e-06	1.364829768135678e-05	7.411329534079414e-06	8.239331350523571e-08	6.016877705405932e-06	2.688828999453108e-06	5.490011858455546e-07	4.363430434750626e-06	1.057701047102455e-05	1.800213453861943e-06	2.237323315057438e-06	0.004237498622387648	5.378316018322948e-06	2.578291571353475e-07	0.00013537237828131765	6.914623099874007e-06	3.4552201668702764e-06	1.867659648269182e-06	3.36664902533812e-06
KRT18	0.00020835991017520428	3.2781041227281094e-05	0.0028149918653070927	3.203402229701169e-06	1.9187458747182973e-05	1.7963782738661394e-05	1.8436201571603306e-05	3.278687290730886e-05	2.1583995476248674e-05	2.9709840418945532e-06	5.509464244823903e-05	6.8680133153975476e-06	6.0696293076034635e-06	8.202923709177412e-06	4.590480966726318e-05	9.330954344477504e-05	1.9701805285876617e-05	4.4164964492665604e-05	7.701373760937713e-06	5.36208572157193e-05	0.000815928855445236	3.7473742850124836e-05	3.3782737318688305e-06	3.169237243128009e-05	4.6729372115805745e-05
KRT19	1.5291785530280322e-05	1.5105211787158623e-05	0.002735683461651206	6.630142706853803e-06	2.704198232095223e-05	2.4690731152077205e-05	2.3139475160860457e-05	9.223137749359012e-05	1.1703702512022574e-05	7.73896390455775e-05	2.2869846361572854e-05	1.01358646134031e-05	6.889225005579647e-06	7.059739800752141e-06	1.6655078070471063e-05	3.8502626011904795e-06	1.3231876437203027e-05	2.0538582248263992e-05	4.685761723521864e-06	3.5140478757966775e-06	0.0003073771367780864	2.4846392989275046e-05	1.0912798643403221e-05	1.5463110685232095e-05	7.181015098467469e-05
KRT23	4.230092599755153e-06	4.951746632286813e-06	0.00037084080395288765	3.7811599895576364e-07	9.492106300967862e-07	1.19304577310686e-05	2.2047831862437306e-06	4.2433417547727004e-05	2.687847154447809e-05	1.2284414196983562e-07	9.426919405086664e-07	3.4742818115773844e-06	1.8417781575408299e-06	2.485642426108825e-06	1.1370196261850651e-05	9.334993933407532e-07	1.4442406381931505e-06	2.367648994550109e-05	3.7151398828427773e-06	2.826866420946317e-07	9.455276085645892e-06	4.763150172948372e-06	6.732483143423451e-06	2.8473758106883906e-07	7.362052656390006e-06
KRT5	3.418515461817151e-06	4.5832957766833715e-06	0.00010109816503245384	3.1848765047470806e-07	1.6572847698625992e-06	8.514323894814879e-07	4.922076641378226e-06	9.256623343389947e-07	7.038044259388698e-06	8.545058705067277e-08	1.67267876349797e-06	2.4702392238395987e-06	2.390426345755259e-07	6.856090476503596e-05	1.0255907909595408e-05	3.362318068411696e-07	4.195940164208878e-06	0.0022468811366707087	4.615909801941598e-06	6.390331463990151e-08	0.00017592795484233648	4.605627054843353e-06	2.26699256700158e-07	1.4259924228099408e-06	1.2193420843686908e-05
KRT7	1.7764907170203514e-05	1.7753114661900327e-05	0.0008800254436209798	3.956524324166821e-06	1.546055864309892e-05	2.247921293019317e-05	3.481518797343597e-05	5.179554136702791e-05	2.1445510355988517e-05	1.4997989410403534e-06	1.3662642231793143e-05	5.0771894166246057e-05	2.498162939446047e-05	5.045905254519312e-06	1.2039277862641029e-05	3.0267374313552864e-06	9.84555299510248e-06	0.0001284178433706984	8.825655640976038e-06	1.0001980626839213e-05	6.86926141497679e-05	3.092808765359223e-05	1.0507020306249615e-05	9.21359514904907e-06	4.39198556705378e-05
KRT8	1.8030061255558394e-05	1.2922071618959308e-05	0.0022095420863479376	5.498544851434417e-06	2.25986004807055e-05	1.3057326214038767e-05	9.598361066309735e-05	2.702011988731101e-05	4.527349301497452e-05	1.3890818308937014e-06	1.9324583263369277e-05	1.2203300684632268e-05	6.232087343960302e-06	7.65339700592449e-06	1.6031273844419047e-05	4.6396067773457617e-05	9.512033102510031e-06	0.00015650968998670578	1.028347196552204e-05	4.120772427995689e-05	0.000380437501007691	2.751953616098035e-05	1.398994936607778e-05	1.1652752618829254e-05	8.37266052258201e-05
KRT86	4.680645815824391e-06	8.858940418576822e-06	6.901540473336354e-06	2.231409439445997e-07	0.0005817727069370449	5.682305709342472e-05	3.697748752529151e-06	6.5106869442388415e-06	8.498858733219095e-06	2.006039068191967e-07	3.473350489002769e-06	4.217345122015104e-06	9.373597720241378e-08	8.28943996111775e-07	1.1565141448954819e-06	8.32156032970488e-08	7.654814453417202e-07	5.068326572654769e-05	3.809853524217033e-06	2.1331572952476563e-07	1.6485142850797274e-07	8.046133359584928e-08	4.5460680553333077e-07	3.9148972064140253e-07	3.97485782741569e-05
KRTCAP3	4.414606792124687e-06	5.23417702424922e-06	0.0020433131139725447	5.1059701036137994e-06	2.1697467673220672e-05	1.6931320715229958e-05	1.7016609490383416e-06	5.756953669333598e-07	6.298348125710618e-06	1.3342246063530183e-07	1.5921990780043416e-05	2.3257707653101534e-06	1.3220650544099044e-05	1.8874432043958222e-06	3.306628786958754e-05	1.8297482711204793e-06	6.079270679038018e-05	0.00014802644727751613	4.544012426777044e-06	1.4363656930527213e-07	0.00045678106835111976	1.4226299754227512e-05	6.811852927057771e-06	0.00012830193736590445	5.035157664678991e-05
KYNU	1.759382757882122e-05	1.0584041774563957e-05	1.5404804798890837e-05	6.633488851548464e-07	1.4867738400425878e-06	4.039064606331522e-06	3.816138359979959e-06	0.0001055109387380071	1.3163416042516474e-05	3.6723606626765104e-06	3.135659483177733e-07	8.272843842860311e-06	1.1469231822047732e-06	0.0009632231667637825	4.5134429456084035e-06	2.5523072508804034e-06	0.0007872828282415867	3.228036575819715e-06	9.493032848695293e-06	0.0001574735506437719	6.58054773339245e-07	3.1336250685853884e-05	0.0004859544860664755	1.1067268133047037e-06	4.787677880813135e-06
LACTB	8.129017078317702e-05	0.0001658709952607751	8.692123083164915e-05	6.371908239088953e-05	0.00015766949218232185	0.00020940347167197615	0.00010893466969719157	0.001083891373127699	0.00025359803112223744	0.00043182718218304217	0.00019654666539281607	0.00013006893277633935	0.00023617586703039706	0.0007526610279455781	0.00021434246446006	0.00014455891505349427	0.0001312025560764596	0.00015485934272874147	4.786020872415975e-05	7.480952626792714e-05	7.244020525831729e-05	7.95686210040003e-05	0.000658783596009016	6.990387919358909e-05	6.280228262767196e-05
LAG3	6.511330138891935e-05	6.336167280096561e-05	1.695691480563255e-06	1.5949635780998506e-05	0.002210957231000066	0.0008175450493581593	3.193817610736005e-05	0.00011906225699931383	1.3831338037562091e-05	6.831035079812864e-07	5.3109117288840935e-05	1.4872028259560466e-05	3.5535133520170348e-06	9.231469448423013e-06	5.435281855170615e-05	3.0477980317300535e-07	5.459732165036257e-06	1.4920775583959767e-06	4.473685476114042e-05	3.6686892599391285e-06	3.712894977070391e-05	1.2505887525549042e-06	4.9615802709013224e-05	3.4762091672746465e-05	0.00015248071576934308
LAGE3	0.000228895791224204	0.0005160741275176406	0.0021579947788268328	0.0003796297824010253	0.0004701674042735249	0.0004318423452787101	0.0002551015350036323	6.465242040576413e-05	0.0005299150943756104	0.00043047143844887614	0.000997823546640575	0.0004946725093759596	0.00020893136388622224	0.00025976376491598785	0.0004899965133517981	7.77042587287724e-05	0.0002727199753280729	0.0010061395587399602	0.0002380054211243987	0.00023634661920368671	0.00013962559751234949	0.0001209359907079488	0.00036800591624341905	0.0003308519080746919	0.0008539389236830175
LAIR1	4.213031570543535e-05	0.00011250401439610869	5.143594989931444e-07	2.549217697378481e-06	0.00021830479090567678	5.457255247165449e-05	4.86419812659733e-05	0.00012335706560406834	7.864632061682642e-05	0.0008187118801288307	0.00012600811896845698	4.891882781521417e-05	2.1563644168054452e-06	0.0006985034560784698	3.303382982267067e-05	2.349335318285739e-06	0.00044848662219010293	3.649135396699421e-05	6.501202733488753e-05	1.6683803778505535e-06	4.183017381365062e-07	8.393088819502736e-07	0.0017437075730413198	0.0004883395158685744	1.751119452819694e-05
LAIR2	4.595489372150041e-06	2.709227555897087e-05	8.262808215420137e-09	2.3386103009670478e-07	0.00024132165708579123	0.0030253836885094643	4.806314336747164e-06	6.92884486852563e-06	6.140305686130887e-06	1.2592988696269458e-07	2.8094711524317972e-05	3.640656586867408e-06	3.444272778097002e-08	1.096299115488364e-06	1.882791877960699e-07	7.236100429963699e-08	1.1834616771011497e-06	1.5665550279209128e-07	4.308689312892966e-06	4.596791214339646e-08	7.248895705913583e-09	8.972718035238358e-08	1.2438545127224643e-07	4.314547550166026e-05	3.5590812331065536e-05
LAMA2	8.157191587088164e-06	2.4776974896667525e-05	5.565224228121224e-07	0.0017514867940917611	3.986184310633689e-06	1.5654633898520842e-05	1.0168026165047195e-05	1.9917146346415393e-05	3.0117464120849036e-05	2.1486739569809288e-06	4.422885467647575e-06	3.0369632440852e-05	0.0007186740986071527	4.691475794516009e-07	6.495369575532095e-07	5.288902229949599e-06	1.883136064861901e-06	6.915183621458709e-05	3.444699541432783e-05	7.089056452969089e-07	1.4702778571518138e-05	3.825334715656936e-05	5.507556011252746e-07	3.4488284654798917e-06	4.102712864550995e-06
LAMA3	2.39378132391721e-05	1.4462299077422358e-05	1.0460970770509448e-05	4.337993573244603e-07	2.1126888327671622e-07	2.476903375736583e-07	1.0206234037468676e-05	1.187275415759359e-06	7.624009595019743e-05	3.302566540241969e-07	1.7372224192513386e-06	1.4109257790551055e-05	2.618505732243648e-06	4.765160781516897e-07	1.5981249816832133e-06	0.0005766387330368161	4.436536755747511e-07	0.00011531266500242054	1.0512148946872912e-05	0.0005100300186313689	0.0007877245079725981	4.707087282440625e-05	1.6544081518077292e-06	2.8826289621974865e-07	1.8025675672106445e-06
LAMA4	1.814453753468115e-05	0.00031824520556256175	2.5996337171818595e-06	0.0004257511463947594	2.7419653179094894e-06	3.6875196656183107e-06	0.0005772498552687466	5.4303640354191884e-05	0.0002610106021165848	1.3817655144521268e-06	2.800485390253016e-06	8.707082452019677e-05	0.0012012013467028737	9.142803492068197e-07	1.7220854715560563e-06	0.0015273649478331208	4.418923708726652e-06	6.729434244334698e-05	9.278648940380663e-05	0.00046252954052761197	1.4691228898300324e-05	0.002617225283756852	8.757240266277222e-07	1.3924220638728002e-06	3.989673587057041e-06
LAMA5	0.00017339680925942957	1.3999720977153629e-05	6.447071791626513e-05	3.011263970620348e-06	3.272986759839114e-06	2.685892241061083e-06	2.617397331050597e-05	5.369362952478696e-06	0.00023693063121754676	8.2341075540171e-06	2.9290513339219615e-06	3.277643190813251e-05	8.852117389324121e-06	3.1947304250934394e-06	0.00016113623860292137	0.0009702079114504158	3.294216003268957e-05	3.0556613637600094e-05	3.287324943812564e-05	0.0010838916059583426	0.0004225775774102658	0.0010806076461449265	4.4658685283138766e-07	1.7423280951334164e-06	2.1401510821306147e-06
LAMB1	2.1788437152281404e-05	0.0004909532726742327	9.353445875603938e-07	0.0007415911532007158	1.1044353414035868e-06	3.607819053286221e-06	0.00033801235258579254	5.3876818128628656e-05	5.539815538213588e-05	5.987124040984781e-07	5.8463892855797894e-06	0.00023529208556283265	0.0011649994412437081	1.948840235854732e-06	1.9739861727430252e-06	0.0003271552559453994	3.8545308598259e-06	5.5931188398972154e-05	0.00016843859339132905	0.0005198088474571705	6.843349638074869e-06	0.001710312906652689	1.1278516467427835e-06	2.002083647312247e-06	1.5293243222913588e-06
LAMB2	5.076421075500548e-05	0.00010789000953081995	8.921772678149864e-05	8.823490497888997e-05	1.4009046935825609e-06	9.572617045705556e-07	0.0001270275970455259	3.0929892091080546e-05	0.00010375062265666202	8.007057772374537e-07	4.821710717806127e-06	5.931960549787618e-05	0.001526285195723176	1.2098316801711917e-05	1.7329855381831294e-06	0.001374884624965489	5.382482299864932e-07	0.00010228934843325987	8.821643859846517e-05	0.0003881856391672045	0.0006605006055906415	0.000885379733517766	5.651050014421344e-05	1.7122039253081311e-06	7.917908078525215e-06
LAMC1	3.318183735245839e-05	0.0006991343107074499	5.5372958740917966e-05	0.0004309919604565948	1.025852043312625e-06	5.519028036360396e-06	0.000290520372800529	3.4493172279326245e-05	0.0003219291102141142	6.452112870647397e-07	5.07387267134618e-06	0.00011871092283399776	0.0011525506852194667	6.017862688167952e-06	3.426574403420091e-05	0.0012807479361072183	4.0825081669026986e-05	0.00036542638554237783	6.406392640201375e-05	0.0007015140727162361	3.464575274847448e-05	0.0015331949107348919	1.6157726349774748e-05	9.738023436511867e-07	1.2294651241973042e-05
LAMTOR2	0.00019207179138902575	0.000589932082220912	0.002215651562437415	0.00034428745857439935	0.000529095996171236	0.0006145220249891281	0.00029377659666351974	8.756513852858916e-05	0.0009486096678301692	0.0003731174801941961	0.000952865113504231	0.0004573309561237693	0.0002351435978198424	0.0007360747549682856	0.00038310003583319485	0.00022994885512162	0.000322802021401003	0.0010536046465858817	0.000295973353786394	0.0004356454883236438	9.458142449147999e-05	0.00021858410036657006	0.0008022618130780756	0.00024757388746365905	0.0006299361702986062
LAP3	0.00042382138781249523	0.0004206383600831032	0.0002660897152964026	0.0002872053883038461	0.0006151233101263642	0.0006730676395818591	0.00024749524891376495	0.0002785962133202702	0.0004691838985309005	8.31273355288431e-05	0.00017130681953858584	0.00019795927801169455	0.00018523990001995116	0.0012337509542703629	0.0005626435740850866	0.00036708771949633956	0.00019329415226820856	0.0002755953755695373	0.00023259715817403048	0.0005618115537799895	5.133218292030506e-05	0.00020878475334029645	0.0010070661082863808	0.00011106181773357093	0.00042402540566399693
