	B	CD4Tconv	CD8Tex	Endothelial	Fibroblasts	Malignant	Mast	Mono/Macro	Myofibroblasts	Plasma	Tprolif
0	0.0011648167256780471	0.003256373724810829	0.0008245010550182127	0.008276087453282276	0.2219413727760101	0.0123317131752702	0.0010019682061213713	0.0013636861310639022	0.41455332888290286	0.0015678808787178591	0.0061337742378956145
1	0.0010867843243877327	0.005262795828326795	0.001350551663583904	0.005348109022619571	0.6445166009344034	0.02842678388019604	0.0031148312899928828	0.0032191838284856395	0.019321772320668527	0.0025389186633664033	0.005433257048328717
2	0.021787683713692982	0.14916450979394513	0.3582287519758084	0.008932008028951204	0.006831683709364677	0.00911497163215547	0.015657630124344277	0.017621237507603908	0.008218751690180609	0.017577033968987563	0.3461752274206208
3	0.00145900379833375	0.0027385360031857466	0.0016994109666364147	0.015315383698169278	0.02424021847559261	0.03298142238288862	0.0014347414901623359	0.001229859173722696	0.5083018872609647	0.0010763563084664383	0.0025314651220367194
4	0.007183759798182541	0.20168896783308138	0.301363845201754	0.0071619628882671985	0.0030096829357788182	0.003491161604394981	0.025318546123229542	0.004470914738561715	0.001841612202183693	0.009251824711201152	0.05560128864996163
5	0.016115191069331545	0.019973629420544817	0.02207387327802117	0.05892250727279974	0.06034161262034324	0.25217622212334834	0.017211113847219028	0.03218830653698001	0.017462757769464446	0.015904098642090976	0.0118965063896379
6	0.06880708238046172	0.001804534072298203	0.0014720540979743326	0.0010380197971598846	0.00113336360139059	0.0007432508677791884	0.5129014348439299	0.0023368745630063365	0.00035411141035722986	0.02778957141480225	0.0028904849255269164
7	0.005933013242705689	0.003760408284692137	0.0026774068719721956	0.005229996561016876	0.0052740733894627865	0.006028630309606409	0.025275769563248524	0.7438793875168611	0.0020940251867101376	0.0029520099157443486	0.0038551737079989823
8	0.04140454775696662	0.5785772598299818	0.28656831465825805	0.028030743758264427	0.012811043434190724	0.017303852889035777	0.03185975440706198	0.015239343567390404	0.005648245159302305	0.023039718519442146	0.027830554824671273
9	0.004306502193278482	0.007719665726220542	0.009221400258728713	0.00971652999015628	0.002883039503935172	0.07633628137160495	0.16663486862698426	0.015471144649163007	0.005352233174360461	0.005654584755797984	0.4618782006162271
10	0.8141608782615095	0.007415435770063017	0.003998232326236633	0.0026581159300894095	0.0009441813522027704	0.0020826216158873513	0.0022659233097846693	0.008162201372564933	0.0009835406716139812	0.04633799434258308	0.0227760274315511
11	0.004575734731544429	0.0035349848233889682	0.00221433743189582	0.004033117759828934	0.0022268397990198303	0.004027859520425748	0.19016298310114788	0.1443698250687127	0.0005928021943512953	0.0015205823261626767	0.006260777406799101
12	0.0016119946432085498	0.005285674622597765	0.001503299450081781	0.006138244221585709	0.004060578830601596	0.537250721696258	0.000993206609900181	0.0025496862214533953	0.0032025701883766386	0.0019539218235343726	0.0011659934488909968
13	0.001963888054742195	0.003606662062092805	0.0015066283881081774	0.8331823004249194	0.00445731178591106	0.012095715437588592	0.0016427447704168467	0.002502326102351006	0.004048924564151581	0.0020864072908362147	0.00178424274541912
14	0.003298325660949685	0.0020535816939040185	0.0008455961551707351	0.0006109263711408072	0.0005575913400268617	0.0013339118020830147	0.0002827321795316843	0.0006506928599972807	0.003526876396470287	0.8361903870491194	0.04048186063954837
