Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11
IGHV4-34	6.524782634187432e-07	0.000840448250528425	9.095021596294828e-06	3.314266336928995e-07	1.5504456314374693e-06	8.446487065327801e-09	5.960170597063552e-07	1.2720779807295912e-07	1.5048625755298417e-05	5.993978646756659e-08	9.199681727523057e-08
IGHV4-39	3.677290862924565e-07	0.002700030105188489	8.885835086402949e-06	2.708985107346962e-07	1.0592900423489482e-07	1.2121817860588635e-07	1.6019853319448885e-06	2.920711210663285e-07	1.865831291070208e-05	2.409844341855205e-07	1.327032123299432e-06
IGHV4-4	8.306680854275328e-08	0.003505088621750474	3.1407628284796374e-06	4.9392966161576624e-08	7.702929138986292e-08	5.327497110130253e-09	1.8304923514733673e-06	4.2823771195799054e-08	4.615103989635827e-06	3.4626214784339027e-08	8.37743314718864e-08
IGHV4-59	1.1510732633723819e-07	0.002417688025161624	7.49999799154466e-06	8.271746310128947e-08	2.7856955853167165e-07	3.412565874327811e-08	1.0154823257835233e-06	1.2381318015286524e-07	5.957166649750434e-06	1.9029216957733297e-07	4.616361479747866e-07
IGHV4-61	3.1058391414262587e-07	0.001565049751661718	3.470341880529304e-06	7.898517395688032e-08	1.9328949463215395e-07	1.4492681543742947e-07	1.3931213516116259e-06	8.186768241102982e-08	5.411196980276145e-06	6.144529862694981e-08	1.5532110353433382e-07
IGHV5-51	2.5256395019823685e-07	0.0009367874008603394	8.426213753409684e-06	2.146118873724845e-07	1.414250903053471e-07	2.206751226196957e-08	9.721367177917273e-07	7.061778006800523e-08	5.101995611767052e-06	9.631495601070128e-08	8.361155323655112e-08
IGHV5-78	1.613735634009572e-07	0.0002019370294874534	4.438586620381102e-05	1.0335229916336175e-07	1.6446443851236836e-07	1.0833440811097717e-08	2.7941669600295427e-07	1.852456676942893e-07	0.001493512187153101	6.023716281333691e-08	4.6557974542338343e-07
IGHV6-1	8.271288010064382e-08	0.0019193452317267656	3.129948709101882e-06	4.81798743123818e-08	7.568154103410052e-08	6.886012648976703e-09	1.796258786157523e-08	4.281146814832937e-08	6.439437072458531e-08	3.482834998180806e-08	8.347561930577285e-08
IGKC	4.3292584450682625e-06	0.005804344080388546	0.000831324839964509	3.2549801289860625e-06	7.519242899434175e-06	7.535538202319003e-07	1.1858543984999415e-05	3.9222659324877895e-06	2.162291457352694e-05	1.3380713426158763e-06	4.010108114016475e-06
IGKV1-12	5.239979827820207e-07	0.001518055098131299	0.00014977478713262826	2.702945494093001e-07	4.044071602038457e-07	6.065801017030026e-08	1.151802621279785e-06	3.377180632924137e-07	3.343775460962206e-06	5.933972246907615e-08	1.4233702927413105e-07
IGKV1-16	8.392751738028892e-08	0.0008090659976005554	3.1106483220355585e-06	4.920096685623321e-08	8.672157036926365e-08	9.812603174452761e-09	1.464046135879471e-06	5.390637269897525e-08	1.0948060662485659e-05	4.7449262297050154e-08	8.341383761489851e-08
IGKV1-17	2.2124108056686964e-07	1.5070264453242999e-05	0.007549287751317024	1.5988406687483803e-07	1.802554265850631e-07	1.15067742001429e-08	5.207188564781973e-07	2.6800509544955275e-07	1.1640132697721128e-06	6.240903616117066e-08	8.574532728289341e-08
IGKV1-27	5.631189878840814e-07	2.220163332822267e-05	0.007908699102699757	5.194450025669539e-08	3.026300703368179e-07	2.0484485219185444e-08	1.9644303961285914e-07	6.86532715121757e-08	2.7496428174345056e-06	5.0370569937285836e-08	8.480225233142846e-08
IGKV1-39	3.8507693034262047e-07	0.0013452268904075027	6.396264507202432e-05	5.004632441796275e-08	8.394058426119955e-08	1.0177340747929975e-08	6.701640131723252e-07	1.010481810226338e-06	1.0955741345242132e-06	5.353485477144204e-08	8.619729641168306e-08
IGKV1-5	8.562250286558992e-07	0.001498993020504713	5.703736405848758e-06	1.2837975305046712e-07	4.25400088488459e-07	5.303194683392576e-08	2.253232651128201e-06	2.0657529375966988e-07	3.4185926779173315e-05	2.0202396910917741e-07	6.493669957308157e-07
IGKV1-6	3.402007450858946e-06	0.00035842321813106537	0.027821455150842667	8.567986355956236e-07	8.24489404749329e-07	1.448098174705592e-07	4.7039161472639535e-06	1.9747778878809186e-06	7.41449275665218e-06	5.656611534732292e-08	9.588013227812553e-08
IGKV1-8	6.235554792510811e-07	0.002411783440038562	0.00010661902342690155	1.38616186973195e-07	8.487568265991285e-07	7.672975499417589e-08	1.711339450594096e-06	7.584220185208324e-08	1.3601834325527307e-05	1.0770862246545221e-07	3.14842054649489e-07
IGKV1-9	3.743475929240958e-07	0.0013532309094443917	2.7006368327420205e-05	1.079553086924534e-07	8.97447236525295e-08	3.554254135451629e-08	2.2086514945840463e-06	5.7474284886893656e-08	9.568033419782296e-06	1.0643036318924715e-07	8.499148407281609e-08
IGKV1D-12	9.088994090689084e-08	0.001782833831384778	0.002103363396599889	5.4543409788720965e-08	1.087802274923888e-07	1.7939949970013913e-08	8.098896842057002e-08	1.077644640190556e-07	2.9921557143097743e-06	4.4265828336165214e-08	9.625174612892806e-08
IGKV1D-16	8.239674542664943e-08	0.003060707123950124	3.320299356346368e-06	4.819831644908845e-08	7.577385474633047e-08	5.3422946066916666e-09	1.5070313565956894e-06	4.2691880253187264e-08	3.5436523830867372e-06	3.4461308473510144e-08	8.358428971178e-08
IGKV1D-17	8.418347618999178e-08	4.961341983289458e-05	0.007327026687562466	5.0668003126475014e-08	7.60736753591118e-08	5.433897776185859e-09	2.1918243220397926e-08	8.118311711768911e-08	7.739529195305295e-08	3.541512327842611e-08	8.595460343485684e-08
IGKV1D-39	2.85636446051285e-07	0.003798944875597954	0.00011205349437659606	1.8130302237295837e-07	1.1611360832830542e-06	1.692480395831808e-07	1.721690296108136e-06	9.64912601375545e-07	2.718628593356698e-06	1.816291046452534e-07	8.5096473867452e-08
IGKV1D-43	8.22527113086835e-08	0.00025833185645751655	0.00902321096509695	4.818138066298161e-08	7.566242743450857e-08	5.333973707166706e-09	1.5766485006452058e-08	4.30174580401399e-08	2.1280754936015e-06	3.4453545794121965e-08	8.344417068428811e-08
IGKV1OR2-108	1.0637842962069044e-07	0.00027309294091537595	0.0003037915739696473	5.26282448731763e-08	8.283586083734917e-08	6.0490066289276e-09	3.1505749120697146e-08	4.8386830542312964e-08	2.7092023628938477e-06	4.253589480640585e-08	9.385151855667573e-08
IGKV1OR22-5	8.357309155826442e-08	2.501180631497846e-07	0.008162547834217548	4.9153289438663705e-08	7.562161385976651e-08	5.310529793689511e-09	1.5648369711129817e-08	4.259684160956567e-08	6.566813226527302e-08	3.446820073804702e-08	8.330619749585821e-08
IGKV2-30	9.781473409020691e-07	0.0013681903947144747	2.6467278075870126e-05	1.0281883078278042e-07	8.207571511320566e-08	5.6497864164839484e-09	1.4809126014370122e-06	7.69324302041241e-08	6.060046871425584e-06	7.654086431330143e-08	9.011277768422588e-08
IGKV3-11	5.987310487398645e-07	0.0030169840902090073	4.438947598828236e-06	5.454770644064411e-07	1.3530997193811345e-06	4.906170048002423e-08	1.6828537354740547e-06	2.0132648614890059e-07	1.5606445231242105e-05	1.7961841081159946e-07	8.797655368653068e-07
IGKV3-15	2.1454675902532472e-07	0.00153136916924268	0.0001096101914299652	2.400479388597887e-07	3.021106351752678e-07	1.8814393598631796e-08	6.951401587684813e-07	2.453548972880526e-07	1.2388907634885982e-05	7.811192404005851e-08	6.116551230661571e-05
IGKV3-20	1.188547116726113e-06	0.0029606770258396864	2.5729890694492497e-05	5.093198751637829e-07	2.8042993562849006e-06	6.859082901655711e-08	2.046617737505585e-06	7.448608130289358e-07	1.1468236152722966e-05	1.578715114192164e-07	2.416001620986208e-07
IGKV3-7	8.36607583210025e-08	0.0005738274194300175	3.1931238027027575e-06	4.818341636791956e-08	7.586968564510244e-08	5.320549334442148e-09	1.7563639431728006e-08	4.270193798561195e-08	5.797756784886587e-06	3.44298598520254e-08	8.368901660560368e-08
IGKV3D-11	1.2301991603180795e-07	0.0006421677535399795	6.079721970309038e-06	9.224649488714931e-08	1.081010907455493e-07	2.415687205825634e-08	7.436588020937052e-07	5.417838622179261e-08	4.695561983680818e-06	8.976153509365759e-08	1.3727270697927452e-06
IGKV3D-15	1.1431129109951144e-07	0.0007451153360307217	4.41697829955956e-06	4.8568242760893554e-08	7.90147893781068e-08	5.512907463867123e-09	6.847590583447527e-08	5.077470888181779e-08	2.2885117232362973e-06	3.5130060638266514e-08	2.241683796455618e-05
IGKV3D-20	5.733861030421394e-07	0.0006016786792315543	5.244891326583456e-06	6.086499837465453e-08	3.0996596933619003e-07	1.2728877507584002e-08	1.5431987776537426e-07	4.331280578639962e-08	2.7879168555955403e-06	3.5414359444985166e-08	9.516018195654397e-08
IGKV4-1	1.675033900028211e-06	0.0029259980656206608	8.405186235904694e-06	2.970164985072188e-07	3.863861479658226e-07	8.988922672870103e-08	2.356264303671196e-06	1.6585175899308524e-07	1.7937521988642402e-05	1.9065130629769556e-07	9.18212847977884e-08
IGLC2	3.523599389154697e-06	0.0031847278587520123	0.001087722834199667	1.8194451740782824e-06	6.784780907764798e-06	4.752920972350694e-07	9.240700819646008e-06	2.8282852326810826e-06	2.6172991056228057e-05	1.5042089671624126e-06	1.0385485182951015e-07
IGLC3	2.3802476789569482e-06	0.0026706610806286335	0.00794491358101368	1.7995882899413118e-06	3.134076905553229e-06	2.3269268467629445e-07	9.953861990652513e-06	1.7801328340283362e-06	2.9673727112822235e-05	5.503256375050114e-07	1.170014343188086e-06
IGLL5	1.0022054084402043e-06	0.002583297435194254	1.9280983906355686e-05	1.489024384682125e-06	4.2578317334118765e-06	2.6866597835351058e-08	2.5315066523035057e-06	5.717723183806811e-07	1.8650784113560803e-05	1.8097601639510685e-07	3.465369502464455e-07
IGLV1-40	2.0225277808094688e-07	0.001302319229580462	3.943657247873489e-06	6.358217774504737e-07	5.660299393639434e-07	3.0988591248615194e-08	1.5154917036852567e-06	2.794328111122013e-07	9.332271474704612e-06	2.2321022186133632e-07	8.472440526929859e-08
IGLV1-44	4.657160843635211e-07	0.0021105606574565172	1.7847505660029128e-05	2.050850582691055e-07	8.147220853516046e-08	2.0352237228848935e-08	9.468658959121967e-07	4.9957371572872944e-08	1.6823483747430146e-05	4.2595821980739856e-08	8.502171766622268e-08
IGLV1-47	2.1331506161459401e-07	0.00021665546228177845	0.031176328659057617	4.8796774620996075e-08	1.0014502294097838e-07	5.826804816422282e-09	2.877720362448599e-06	4.759152361089036e-08	7.656724847038276e-06	3.8524582635091065e-08	8.695673159309081e-08
IGLV1-51	2.169454774048063e-06	0.0016629459569230676	3.736952066901722e-06	1.0937660022136697e-07	1.629717019113741e-07	2.3917715452626e-07	1.943925326486351e-06	4.168373095581046e-07	6.267136996029876e-06	5.65963844678663e-08	8.367563708588932e-08
IGLV2-11	8.738714996070485e-08	0.001277150004170835	3.345300456203404e-06	4.8481251013754445e-08	1.1669580146644876e-07	1.0308965237015855e-08	1.3267975873532123e-06	4.533180231192091e-08	6.694502019399806e-08	4.109471873903203e-08	8.362417247553822e-08
IGLV2-14	5.777034175480367e-07	0.001913508865982294	3.7171016629145015e-06	2.2974332125613728e-07	7.291422434718697e-07	6.170769495383865e-08	2.086538643197855e-06	9.079766982722504e-08	1.4886797544022556e-05	1.3119478126100148e-07	1.039810513248085e-07
IGLV2-18	8.222421143955216e-08	0.0008899228414520621	3.1010538350528805e-06	4.8173934175110844e-08	7.563110671071627e-08	5.3108872855034406e-09	1.5664495478517892e-08	4.2597807947686306e-08	6.39866399865241e-08	3.441632046019549e-08	8.333351786404819e-08
IGLV2-23	4.6416016630246304e-07	6.286631105467677e-05	0.02308354526758194	5.172207551140673e-08	1.8364480638410896e-06	6.575756117399578e-08	1.160468059424602e-06	3.816105049736507e-07	6.774427674827166e-06	3.635182821426497e-08	8.63570974729555e-08
IGLV2-8	8.62028230130818e-07	0.0009290755842812359	3.9014103094814345e-06	1.0145362949742776e-07	6.739682589795848e-07	5.311501638516347e-08	7.870807507970312e-07	5.153413695779818e-08	7.25752306607319e-06	1.0693681673501487e-07	8.9409034842447e-08
IGLV3-1	6.166962407405663e-07	0.0035123976413160563	5.533799594559241e-06	8.901555048623777e-08	4.3002825123039656e-07	2.422898859322231e-08	1.4097745406616013e-06	1.8671670432013343e-07	3.835623829218093e-06	3.894247768698733e-08	9.150404878255358e-08
IGLV3-10	8.245990557043115e-08	0.0013761674053967	3.110588977506268e-06	4.822418020467012e-08	7.608320373719835e-08	5.337473574229534e-09	2.4605595172033645e-05	4.277304554989314e-08	6.522714102175087e-08	3.454203678643353e-08	8.339300450188603e-08
IGLV3-19	1.3184281897338224e-06	0.002667737193405628	3.182389718858758e-06	1.1495301777131317e-07	8.89198545905856e-08	7.03947389268933e-09	2.048245505648083e-06	5.754118248546547e-08	9.900832083076239e-06	5.4246193315066193e-08	8.43074019485357e-08
IGLV3-21	1.5241225810314063e-06	1.7948521417565644e-05	0.025715302675962448	1.2885897149317316e-07	1.7992323364524054e-07	5.768071886791404e-08	1.3539390693040332e-06	8.117754077829886e-07	1.3482303074852098e-05	1.251691656989351e-07	1.4934295222701621e-06
IGLV3-25	1.7426827980671078e-06	0.0023517960216850042	1.5053924471430946e-05	7.445061669386632e-07	1.8491781474949676e-06	1.4646202473045378e-08	3.1534295885649044e-06	2.936342298198724e-07	5.668223820975982e-06	5.461322416522307e-07	9.242878462600856e-08
IGLV6-57	6.770492291252594e-07	8.02471477072686e-05	0.013885412365198135	2.0250588761427935e-07	7.75875861336317e-08	2.0225318309030627e-08	8.035879659473721e-07	4.818475218826279e-08	8.509961844538338e-06	3.9640301707777326e-08	7.491005931115069e-07
IGSF6	4.68548648768774e-07	3.266898784204386e-05	1.0998227480740752e-05	5.306924890646769e-07	5.552627499127993e-06	4.934401545142464e-07	7.276793780874868e-07	0.0017275220016017556	1.5908590285107493e-06	1.4643044323747745e-06	6.345228484860854e-06
IL13RA1	0.00032936251955106854	7.80027694418095e-05	8.898054511519149e-05	0.0003303145058453083	6.546758959302679e-05	0.00018435186939314008	4.869138592766831e-06	0.0006469627260230482	6.0789498093072325e-05	0.0004145648854319006	6.294208287727088e-05
IL17RA	0.00016691850032657385	0.00010141591337742284	8.609133510617539e-05	0.0001655939413467422	0.00011500284017529339	5.5659966164967045e-05	0.0006420945283025503	0.0006747236475348473	0.00013149080041330308	0.00011618186545092613	0.0002892545599024743
IL18	4.67597192255198e-06	3.388703044038266e-05	9.885086001304444e-06	9.86424083748716e-07	3.4909223813883727e-06	2.870370053642546e-06	7.508029739256017e-06	0.001610176987014711	0.0002197699504904449	1.3845864259565133e-06	6.138878961792216e-05
IL18BP	0.00023530636099167168	3.72270260413643e-05	4.818590241484344e-05	0.00039081720751710236	1.405837701895507e-05	1.2730210073641501e-05	0.00020373544248286635	0.00049863156164065	0.0003404559101909399	0.000142907359986566	5.684073767042719e-05
IL18R1	7.217633083200781e-06	1.682752372289542e-05	5.053798304288648e-05	2.4918446797528304e-05	7.416655716951936e-05	2.0564786495924636e-07	0.0003401002613827586	1.009371680993354e-05	0.00043742902926169336	3.433665187912993e-05	0.00040703205741010606
IL1B	1.2615035416274623e-07	1.8895281755249016e-05	4.177833943685982e-06	6.076765544094087e-07	5.327484586814535e-07	1.0773121061902202e-07	8.459223863610532e-07	0.0010958227794617414	2.1478500400462508e-07	1.4659725877663732e-07	1.3837941423844313e-06
IL1R1	0.00011471376637928188	6.269994173635496e-06	0.00011545929737621918	0.0003228100831620395	4.68487742182333e-05	4.0073780837701634e-05	3.2634397939546034e-05	2.855013735825196e-05	7.700708010816015e-06	0.00083034613635391	7.189015013864264e-05
IL1RL1	8.710373435860674e-07	3.587045114272769e-07	8.215062734961975e-06	3.6971439953958907e-07	9.7839529189514e-06	1.6229250832111575e-07	6.341435891954461e-07	4.4639671159529826e-07	0.0026177780237048864	4.846142928727204e-06	1.2021787370031234e-06
IL1RN	8.615683100288152e-08	9.030824003275484e-06	3.333263293825439e-06	7.969783410999298e-08	5.702785074390704e-06	3.4607379348017275e-05	5.076092747913208e-06	0.0009064305922947824	6.995822587896328e-08	3.587229713275519e-08	1.5806438113941113e-07
IL21R	7.273925348272314e-06	0.0002983972954098135	0.00039791339077055454	1.3427148815026158e-06	0.00013521197251975536	6.184635736872224e-08	0.0005844148108735681	0.00010424758511362597	0.00011393689783290029	4.272063233656809e-05	1.9021732441615313e-05
IL2RA	3.241221975258668e-07	3.6539192933560116e-06	4.2218023736495525e-05	1.7467691293404641e-07	0.00018417538376525044	3.1683729417864015e-08	0.0003709621960297227	0.00010550692968536168	2.5658266167738475e-05	9.17268323519238e-08	6.084442247811239e-07
IL33	6.171577115310356e-05	2.6395305212645326e-06	1.385258565278491e-05	0.0008802108350209892	5.508936737896875e-07	1.1548872862476856e-06	4.972072815689899e-07	4.381397218367056e-07	1.0972548807330895e-06	0.0001288540370296687	9.422922448720783e-05
IL3RA	2.7474575290398207e-06	0.00011311499838484451	1.5776424334035255e-05	0.00117117736954242	4.55802251053683e-07	4.670887321367445e-08	2.4772936058070627e-07	4.381247708806768e-05	1.806823638617061e-05	3.5631762784760213e-06	0.000337377394316718
IL4I1	4.061962954438059e-06	4.4446140236686915e-05	2.716891685849987e-05	1.2723978215944953e-05	1.1032578186132014e-05	2.426383389320108e-06	0.00012835358211304992	0.0010154125047847629	1.747757960401941e-05	1.9114449969492853e-05	3.0432434868998826e-05
IL4R	0.00017902933177538216	3.692415339173749e-05	7.157426443882287e-05	0.0002319743507541716	0.00011601782171055675	3.1942436180543154e-05	0.00046169402776286006	0.0002287758979946375	0.0007298302371054888	0.00022821650782134384	0.00015486631309613585
IL5RA	1.488051566411741e-07	0.00013745053729508072	0.00012421103019732982	1.2084866796158167e-07	2.811208617004013e-07	1.357706569393713e-08	2.9993947464390658e-05	1.3101958984407247e-07	0.0008005950949154794	9.900339392743263e-08	1.755624543875456e-05
IL6R	9.580713958712295e-05	0.00032779070897959173	0.00022188329603523016	3.7015262932982296e-05	4.599430030793883e-05	1.2198969670862425e-05	0.0005785239627584815	0.00046939856838434935	5.7901466789189726e-05	6.779781870136503e-06	0.00012039595458190888
IL7R	1.490377712798363e-06	6.608187504753005e-06	0.0001276313851121813	1.2253718750798726e-06	5.7841461966745555e-06	2.0494096020229335e-07	0.0011833576718345284	2.867013608920388e-05	2.0956420030415757e-06	4.629878276318777e-06	0.00010265528544550762
ILK	0.001165420631878078	0.00012334913481026888	0.00024572855909354985	0.0003871771623380482	0.00034286489244550467	0.0002512215869501233	0.0005679804016835988	0.0005558269331231713	0.00034046819200739264	0.0006923943874426186	0.00024825340369716287
IMPDH2	0.0005828173016197979	0.00021044519962742925	0.0002629110240377486	0.0001959809014806524	0.00042466341983526945	0.0013011764967814088	0.0003220746002625674	0.00015306878776755184	0.00039753937744535506	0.00037545981467701495	0.0019251294434070587
INAFM1	0.0008136015967465937	8.494982466800138e-05	0.00012123163469368592	3.4984252124559134e-05	0.0002695788280107081	0.0001773889089236036	6.241334631340578e-05	7.993737381184474e-05	9.895183029584587e-05	0.0007694467203691602	0.00039489727350883186
INCENP	6.602246867259964e-05	5.067907477496192e-05	0.00014870105951558799	5.831388261867687e-05	0.00113011768553406	4.686916508944705e-05	0.00012546226207632571	5.194539335207082e-05	7.68329409766011e-05	5.2826624596491456e-05	5.056924055679701e-05
ING2	0.00011736062151612714	0.00012993684504181147	0.00022451979748439044	4.7707901103422046e-05	0.0002726699167396873	0.00017777428729459643	0.0002556202234700322	0.00015713239554315805	0.00026195350801572204	0.0001448385010007769	0.0003104651113972068
INHBA	7.652552449144423e-05	1.964963075806736e-06	1.707786759652663e-05	3.5471697401590063e-07	6.365172339428682e-06	6.653519903920824e-06	2.201176130256499e-06	6.54130126349628e-05	1.4802733403485036e-06	0.0015846401220187545	2.6903878733719466e-06
INPP1	0.00018552249821368605	0.00010591602040221915	0.00019630220776889473	0.00044953302131034434	0.00016434674034826458	2.660436075530015e-05	0.00021419033873826265	0.00014722152263857424	8.864058327162638e-05	0.0002989920903928578	9.112104453379288e-05
INPP4B	0.0006875949911773205	6.690564077871386e-06	0.00010788509098347276	2.211328683188185e-05	9.169480472337455e-05	0.000290726195089519	0.0008857678039930761	2.947801476693712e-06	4.6745849431317765e-06	5.127084659761749e-05	0.00019894502474926412
INPP5D	1.2405359939293703e-06	0.00011120268027298152	0.0001386391813866794	0.00017786980606615543	7.92488208389841e-05	1.0827034202520736e-07	0.0006508691003546119	0.00037016571150161326	0.0007428055978380144	1.3275264336698456e-06	3.169212504872121e-05
INSR	5.0067803385900334e-05	6.963814666960388e-05	4.635137156583369e-05	0.001794760930351913	1.8789694422594039e-06	0.00017880326777230948	7.299876756405865e-07	2.8202162866364233e-05	1.1910067314602202e-06	0.00013238232349976897	2.8690739782177843e-05
IPO11	7.906996324891225e-05	8.161919686244801e-05	8.682531188242137e-05	0.0009890656219795346	0.00020453818433452398	0.00015237981278914958	0.0001499050558777526	6.898959691170603e-05	9.191310527967289e-05	9.487861098023131e-05	0.00013436228618957102
IQGAP2	8.648946277389769e-06	0.00014949956675991416	0.0001704827882349491	6.149904220364988e-05	7.428031676681712e-05	0.000239991451962851	0.0007469530100934207	0.0003401333815418184	4.28170824307017e-05	4.087342676939443e-05	0.0006376845412887633
IRAK3	0.0001621068804524839	1.5325060303439386e-05	3.922838732250966e-05	0.0004045130335725844	1.4233782167138997e-05	1.9419253476371523e-06	9.125596079684328e-06	0.0005892147892154753	6.425737956305966e-05	0.00020341266645118594	2.7289677746011876e-05
IRF4	1.3186083833716111e-06	0.00255159055814147	0.0004435867303982377	3.5561535582928627e-07	5.278772005112842e-05	1.6469067531943438e-07	0.00019922619685530663	2.5426501451875083e-05	0.0001428148098057136	9.049115874404379e-07	6.46104381303303e-05
IRF5	8.678265999151336e-07	0.0003140823100693524	0.00015545393398497254	1.2089733445463935e-06	0.00019918777979910374	2.3964403226273134e-05	0.00028365329490043223	0.0006241088849492371	0.0006119896424934268	4.2284344203835644e-07	2.5380919396411628e-05
IRF6	2.1226411263342015e-05	1.9214417079638224e-06	1.828910353651736e-05	6.547524662892101e-06	2.6989757316187024e-05	0.0014446560526266694	4.414305294631049e-06	2.3570146368001588e-07	6.2058861658442765e-06	7.983379646248068e-07	4.39289550513422e-07
IRF7	0.0001225737651111558	0.0012774659553542733	0.00029588345205411315	0.00012530197273008525	0.0002518156252335757	0.00011654690024442971	0.0005813435418531299	0.00039902341086417437	0.0003767384623643011	0.00019172875909134746	0.0011540002888068557
IRF8	1.4377142179000657e-05	0.00019347430497873574	2.3264426999958232e-05	1.5713782204329618e-06	2.371962727920618e-05	3.551253371369967e-07	6.285489689616952e-06	0.0004187526647001505	0.001036549569107592	1.103528234125406e-06	0.0005818352801725268
IRS2	4.1381957998964936e-05	6.15416320215445e-06	3.8119382224977016e-05	5.286378382152179e-06	8.143728337017819e-05	0.0002580119180493057	0.00014225715131033212	0.00026238177088089287	0.00037265062564983964	0.0004901775973848999	0.00048427394358441234
IRX3	3.8610061892541125e-05	8.577227163186762e-06	1.886941390694119e-05	4.2149790715484414e-06	3.732390905497596e-05	0.0009350557229481637	1.466604999222909e-06	1.5757876781208324e-06	3.3477198257969576e-07	0.00018266345432493836	3.615514970078948e-06
ISG15	0.00030783252441324294	0.00048665612121112645	0.0002995313552673906	0.0001493425079388544	0.0009733791230246425	2.9728740628343076e-05	0.0004541953094303608	0.0007070753490552306	4.23819110437762e-05	0.00032013439340516925	3.846359959425172e-06
ISLR	0.00027122462051920593	5.854097253177315e-06	7.363469194388017e-05	1.1597046068345662e-05	1.1039776836696547e-05	1.9567469280445948e-05	2.386605501669692e-06	7.55082510295324e-07	5.204768058320042e-06	0.0017429558793082833	2.0114883227506652e-05
ISYNA1	0.0016764221945777535	3.132804704364389e-05	5.117852924740873e-05	0.00016186782158911228	0.00018633487343322486	0.0003950444224756211	0.00018414737132843584	1.8336684661335312e-05	8.828771387925372e-05	7.871329580666497e-05	0.00012288930884096771
ITGA1	0.0016883943462744355	3.6296235066402005e-06	3.714367630891502e-05	0.0006651651347056031	4.661111961468123e-05	8.428892215306405e-07	0.0001667457545408979	1.647757358114177e-06	1.4706743058923166e-06	0.000343807740136981	1.0550655133556575e-05
ITGA11	1.9120423530694097e-05	5.739332777920936e-07	1.3077809853712097e-05	2.302585926372558e-07	6.399985750249471e-07	8.648736979921523e-07	3.033994460110989e-07	1.590336410117743e-06	5.135029255143309e-07	0.0014238132862374187	1.5223989748847089e-06
ITGA2B	2.313470577064436e-05	1.4442529163716245e-06	5.2104564929322805e-06	2.2672506020171568e-05	0.00017350002599414438	5.311479981173761e-05	2.1135133465577383e-07	8.140810678014532e-06	0.0007868894608691335	6.430892244679853e-05	0.000185191587661393
ITGA3	0.0005551554495468736	7.113658648449928e-05	0.00010823059710673988	0.0003678303037304431	7.916242611827329e-05	0.0002665463543962687	7.878691394580528e-05	4.867036113864742e-05	0.00012468386557884514	2.5697729142848402e-05	9.093277185456827e-06
ITGA5	0.00013633955677505583	8.394851647608448e-06	6.10810166108422e-05	0.001419748761691153	3.162390930810943e-05	1.1218103281862568e-05	0.0002291511045768857	0.0003430184442549944	1.1119721420982387e-05	0.0005001830286346376	0.0001259609271073714
ITGA6	7.457301308022579e-06	0.00044723908649757504	0.0005053756176494062	0.0015997635200619698	4.796799476025626e-05	0.0002594119287095964	0.00023832816805224866	6.549470708705485e-05	1.6832498204166768e-06	1.526435517007485e-05	0.00012451659131329507
ITGA7	0.001317876041866839	1.378215415570594e-06	1.0755883522506338e-05	9.063917332241544e-07	1.4929665667295922e-05	1.3893890127292252e-06	1.5248550653268467e-06	6.540305093949428e-06	7.488125106647203e-07	4.67586414742982e-06	7.389327834061987e-07
ITGA9	1.2295038686715998e-05	6.226333880476886e-06	1.080985111912014e-05	0.0011158731067553163	4.473896842682734e-05	1.3270456292957533e-05	1.0522709317228873e-06	0.00024116983695421368	2.020619467657525e-05	6.603956717299297e-05	1.983827314688824e-05
ITGAE	0.00010750253568403423	0.00020953608327545226	0.00021359701349865645	0.00010430975817143917	0.0006889811484143138	0.0001863484940258786	0.0006544507923536003	0.00013122062955517322	0.00018164269567932934	0.00013104167010169476	0.00032000537612475455
ITGAM	4.285731733943976e-07	4.505482502281666e-05	2.0229321307851933e-05	8.788585432739637e-07	5.245686224952806e-06	6.746095095877536e-06	8.106291352305561e-05	0.001263099955394864	0.0003234674222767353	2.510024899038399e-07	0.00018060211732517928
ITGAV	0.0006117310258559883	4.142654506722465e-05	0.00011162929877173156	0.00032350249239243567	7.704939343966544e-05	0.00022893492132425308	7.880209886934608e-05	0.00033306132536381483	5.565723404288292e-05	0.0010630202013999224	7.227923924801871e-05
ITGAX	4.4809709720539104e-07	3.282091347500682e-05	1.4209774235496297e-05	9.00859163266432e-07	2.207746365456842e-05	1.2988874686925556e-07	7.650739280506968e-05	0.0012339816894382238	0.00014868058497086167	5.708172921004007e-07	6.382917490554973e-05
ITGB1	0.0014108656905591488	0.00015070046356413513	0.00026774423895403743	0.0007588003063574433	0.00031011091778054833	0.00019394760602153838	0.0005483684944920242	0.0002203274634666741	0.00014393782475963235	0.0013959641801193357	7.023955549811944e-05
ITGB2-AS1	2.719563326536445e-06	3.245553671149537e-05	9.983015479519963e-05	8.405185099036316e-07	2.7762824174715206e-05	6.132912062639662e-07	0.0008378474740311503	0.00013474011211656034	0.00017881268286146224	2.6591615096549504e-05	6.916304846527055e-05
ITGB3BP	0.00013942278746981174	0.0001450061536161229	7.553923933301121e-05	0.00012820327538065612	0.0005551638314500451	0.0003306514408905059	0.00025723810540512204	6.620596104767174e-05	0.00021168972307350487	0.00010320694127585739	0.0002450939209666103
