Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27
FHL2	9.184153896057978e-05	1.0149523404834326e-05	4.911097676085774e-06	2.9391319912974723e-05	0.0013126189587637782	2.8947922601219034e-06	5.484329903993057e-06	4.737795461551286e-05	2.5791074222070165e-05	0.0006458623101934791	0.0004267559270374477	1.455243727832567e-05	0.0006277573993429542	0.0007748289499431849	1.4952445781091228e-05	0.00024368823505938053	2.4910270894906716e-06	1.6326186596415937e-05	1.3464310541166924e-05	2.4660412236698903e-05	0.0003034308319911361	9.492098615737632e-05	3.080445139858057e-06	0.001296391012147069	6.8789918259426486e-06	1.3671149190486176e-06	7.580597412015777e-06
FHL3	0.00012382370186969638	8.087517926469445e-05	5.983591836411506e-05	4.033710865769535e-05	0.000142038959893398	1.666738353378605e-05	3.294837142675533e-06	7.02500983607024e-05	0.0001336817949777469	0.0007139990921132267	0.0005202254978939891	0.0004975947085767984	0.0005728081450797617	0.0001591033797012642	0.00024389835016336292	5.427979886007961e-06	6.124981882749125e-05	0.0003057619323953986	4.0631566662341356e-05	6.285180279519409e-05	0.00032252667006105185	0.0008461331599391997	0.0015351611655205488	2.0626344849006273e-05	8.146838081302121e-05	0.0003633152518887073	0.0007873620488680899
FHL5	6.1256037042767275e-06	2.816487381096522e-07	3.5764039694186067e-06	5.741836503148079e-06	5.6154910055283835e-08	4.463569496238051e-07	2.581443823146401e-07	2.661462167452555e-05	4.581106622936204e-06	1.031685769703472e-05	6.709263544735222e-08	7.483527753038288e-08	0.001612907974049449	2.3464241394322016e-07	7.643975408200276e-08	7.60601182037135e-09	9.335444701719098e-07	5.7467921976694925e-08	2.283357162013999e-06	2.8841457151429495e-06	5.478895559463126e-07	2.8186727831780445e-06	2.0433701308775198e-07	2.7122920798205996e-08	5.838859351570136e-08	4.1330853406407186e-08	4.033582285956072e-07
FIBIN	1.6807123756734654e-05	1.9486251403577626e-06	6.258209737097786e-07	1.398680433339905e-05	3.047259997401852e-05	1.872562279459089e-06	1.0412489928057767e-06	3.4031829272862524e-05	8.203174729715101e-06	0.0001944839459611103	0.001537461532279849	2.7760262355513987e-07	4.555438408715418e-06	0.0006708450964652002	1.7885413683416118e-07	8.623761118542461e-07	7.678214615225443e-07	2.0322640921222046e-06	2.986275603689137e-06	1.9030803741770796e-06	0.0001745993213262409	7.094085390235705e-07	9.117754416365642e-06	2.1569253476627637e-06	2.6639628458724474e-07	3.072408105708746e-07	6.392572231561644e-07
FILIP1	1.3061988283880055e-05	1.361396584798058e-06	1.0840932418432203e-06	1.314914243266685e-05	7.081776516315585e-07	7.940807904560643e-07	2.4960289124464907e-07	3.862788071273826e-05	1.2652064469875768e-05	0.0004181820841040462	3.448957431828603e-05	8.974122778226956e-08	0.0009168366086669266	2.2514072043122724e-05	1.500651620744975e-07	9.98229054971489e-08	8.610452937318769e-07	0.0008238444570451975	0.00019988960411865264	8.556384273106232e-06	0.00011140105198137462	0.003161357482895255	8.924174608182511e-07	1.83404745257576e-06	3.3062568149944127e-07	7.168278415292662e-08	8.274303127109306e-07
FILIP1L	2.214127562183421e-05	6.671090523013845e-05	6.413848495867569e-06	1.1475875908217859e-05	7.580428018627572e-07	6.647708505624905e-05	1.3980415133119095e-05	4.9501395551487803e-05	4.921917206957005e-05	0.0011613256065174937	0.0010967010166496038	2.877819861168973e-05	0.00197240780107677	0.00016219637473113835	2.27586792789225e-06	2.4891587599995546e-06	1.9623917978606187e-05	0.0001783799525583163	4.687279579229653e-05	9.854952622845303e-06	0.0001248029584530741	0.00011959853873122483	2.7597518510447117e-06	1.8442167402099585e-06	4.176254606136354e-06	6.52395174256526e-05	0.0005284291110001504
FKBP10	8.322986832354218e-05	1.2657532352022827e-05	1.9377604985493235e-05	2.6523664928390644e-05	0.00040921042091213167	5.4073261708253995e-06	1.2392775943226297e-06	0.00013228454918134958	6.889897485962138e-05	0.001179866143502295	0.0016482165083289146	1.225783762492938e-06	0.000491911603603512	0.0007563608814962208	1.3938080201114644e-06	2.383610808465164e-05	2.1072976323921466e-06	0.0002228788798674941	2.456003858242184e-05	1.9863764464389533e-05	0.00019450778199825436	0.0005099358386360109	1.1605291547311936e-05	8.811038424028084e-05	1.6800463527033571e-06	1.0038821756097605e-06	8.468232408631593e-06
FKBP11	0.00131005491130054	0.0007054884335957468	0.008983811363577843	0.002270171884447336	0.0001830539695220068	8.325685485033318e-05	8.154196984833106e-05	0.0009403476724401116	0.0012723231920972466	0.0003250351583119482	0.00032508582808077335	0.0001192911367979832	3.4390472137602046e-05	0.00014548259787261486	0.0007637871894985437	6.466472405008972e-05	6.184317317092791e-05	0.00011353244917700067	7.727361662546173e-05	0.007732847239822149	0.00018547716899774969	0.0002239779132651165	1.9900962797692046e-05	0.00010702906729420647	0.0005176045815460384	1.7707074221107177e-05	5.0163369451183826e-05
FKBP15	8.624514885013923e-05	0.0007928008562885225	4.291330697014928e-05	0.00022558809723705053	4.3802403524750844e-05	0.00012248771963641047	0.00014202803140506148	8.891044126357883e-05	0.0003450298390816897	0.00015641424397472292	0.00018472220108378679	0.0002508309262339026	0.00010667852620827034	0.00025793767417781055	0.00023997071548365057	0.00022307937615551054	0.00029514619382098317	0.00014963689318392426	0.00042439810931682587	0.00010082517837872729	4.614483623299748e-05	0.001292989938519895	0.00010793920228024945	5.882094046683051e-05	0.000245731818722561	0.0006186107639223337	0.00020394675084389746
FKBP1A	0.0001954880717676133	0.00010641756671248004	0.00018397114763502032	0.0002359348873142153	0.0014808785635977983	0.0005874651833437383	0.00029153324430808425	0.00030672343564219773	0.00040524950600229204	0.00041034817695617676	0.0002714035799726844	0.001258657779544592	0.0002655023126862943	0.00013225975271780044	0.0007030516280792654	0.0003185602545272559	0.0005358199123293161	0.0018881721189245582	0.0007299395510926843	0.00026411074213683605	0.0007330650114454329	0.00046562455827370286	0.00033322267699986696	0.0007212568889372051	0.00046575465239584446	0.0005328896804712713	0.0007060786010697484
FKBP1C	0.0001833608403103426	2.6418503694003448e-05	7.522366649936885e-05	7.895486487541348e-05	0.0004866955569013953	0.00023575243540108204	8.302694914164022e-05	0.00012505332415457815	0.0008057825616560876	0.00012704460823442787	5.123195660416968e-05	0.00048441460239700973	8.70220537763089e-05	3.265189297962934e-05	0.00026392159634269774	7.611100591020659e-05	0.00027778680669143796	0.0005812015733681619	0.0004189772007521242	6.435445538954809e-05	0.0001588687300682068	0.00010388440568931401	9.888331987895072e-05	0.00021828064927831292	0.0001711371587589383	0.0001401313056703657	0.00010942081280518323
FKBP2	0.0013466563541442156	0.00054006720893085	0.005234122276306152	0.002515847096219659	0.000667057407554239	0.00044573063496500254	0.0001801915786927566	0.0016472757561132312	0.0012863632291555405	0.0007526305853389204	0.0005673434352502227	0.00028982487856410444	0.0004740560834761709	0.00039706629468128085	0.0007019351469352841	0.0010589963058009744	0.0011274395510554314	0.00044524582335725427	0.0007583189872093499	0.004631972871720791	0.0007049457053653896	0.0005717512685805559	0.0004012357094325125	0.000814893573988229	0.0004974409239366651	0.0006431317888200283	0.00046705937711521983
FKBP4	0.0002515939122531563	0.00011986979370703921	0.00012275142944417894	6.626854883506894e-05	0.001152506680227816	0.00017665917403064668	0.00012584046635311097	5.565430910792202e-05	9.994435094995424e-05	0.00012914724356960505	6.845218740636483e-05	0.0001551910099806264	0.00032917544012889266	0.00015241488290484995	0.000201446091523394	0.0007186114089563489	0.00011747206735890359	9.705762204248458e-05	0.00011942548007937148	0.0001319392176810652	0.00017593400843907148	0.00017016474157571793	0.00011951592023251578	0.0028826796915382147	0.00016517413314431906	0.0002231867692898959	3.630799983511679e-05
FKBP5	4.535710468189791e-05	0.00025253393687307835	6.156952440505847e-05	0.00011054941569454968	3.854867827612907e-05	2.728326217038557e-05	4.899454506812617e-05	8.36173421703279e-05	6.467766070272774e-05	2.9420609280350618e-05	2.026272522925865e-05	0.0007769755902700126	0.00010980157821904868	0.00011369332059985027	0.00029033474856987596	0.00010659830149961635	0.00024104987096507102	3.785975422943011e-05	0.00025698906392790377	2.3552194761577994e-05	6.187511462485418e-05	2.1756124624516815e-05	8.009338489500806e-05	4.07922561862506e-05	0.0008437253418378532	0.00015873413940425962	0.00015001860447227955
FKBP9	4.7301022277679294e-05	1.4604978787247092e-05	8.180364602594636e-06	5.4822288802824914e-05	0.00013290767674334347	5.251237325865077e-06	1.467475271965668e-06	0.00012766342842951417	2.4899640266085044e-05	0.0008826401899568737	0.0016246213344857097	3.0391640848392854e-06	0.00018155948782805353	0.000776197761297226	2.842173671524506e-06	0.00012715013872366399	2.486244738975074e-06	0.0008347862167283893	0.00026109209284186363	3.4306962334085256e-05	0.0004292950325179845	0.0004409656976349652	3.9500351704191417e-05	0.00012782056001015007	2.9706932309636613e-06	4.418182288645767e-05	5.981996309856186e-06
FLI1	0.00019906769739463925	0.0006080090533941984	0.000217352993786335	0.0002468283346388489	3.7739382605650462e-06	0.0008888261509127915	0.0007594815688207746	0.00045529851922765374	0.0008425004780292511	5.487658563652076e-05	2.6296360374544747e-05	0.00029724478372372687	1.7292617485509254e-05	9.440984285902232e-06	0.0007888990803621709	4.875581112173677e-07	0.0002520845446269959	0.0005049216561019421	0.0003361061681061983	0.00018493426614440978	2.4132434191415086e-05	0.00035923783434554935	0.0005846699350513518	2.7489036256156396e-06	0.000939786434173584	0.0002466720761731267	0.00034917762968689203
FLJ21408	4.0954979340313e-05	1.2706780580629129e-05	1.1991706742264796e-05	3.744405830730102e-06	1.0020188710768707e-05	1.7909895859702374e-06	5.590113505604677e-05	3.0507580959238112e-05	7.609222393512027e-06	1.9747972146433312e-06	1.1766071111196652e-05	6.332656539598247e-06	5.8190289564663544e-06	2.563684120104881e-06	4.897165126749314e-06	0.0001264809543499723	0.0001630250917514786	1.578504998178687e-05	4.023834208055632e-06	1.8874319721362554e-05	2.588533334346721e-06	1.3111939551890828e-06	0.0024512384552508593	6.082700110709993e-06	0.0001026533791446127	1.3305967513588257e-05	7.490548159694299e-05
FLNA	0.00013716267130803317	0.0017285312060266733	2.1253072191029787e-05	8.043662091949955e-05	6.127881351858377e-05	0.00028057690360583365	0.00019527808763086796	0.00017905383720062673	0.0007774934056214988	0.0006574331200681627	0.0018329746089875698	0.00048601056914776564	0.0014965267619118094	0.0006453270907513797	0.00086039281450212	2.7427549866843037e-05	7.260599522851408e-05	0.00043589170672930777	0.00025155150797218084	3.976197331212461e-05	0.00018020960851572454	0.0008921219850890338	4.030854324810207e-05	0.00010703300358727574	0.0005723454523831606	0.00040504703065380454	0.0005394150502979755
FLNB	2.655446769495029e-05	0.0005502761923708022	1.1215130371056148e-06	1.094489562092349e-05	0.00015177867317106575	2.6498148145037703e-05	6.861683505121619e-05	3.729603486135602e-05	7.28186423657462e-05	4.523888128460385e-05	0.0005512573407031596	3.0575713026337326e-05	8.118056030070875e-06	0.0007068099803291261	2.756428330030758e-05	0.0016266508027911186	0.0005718910251744092	0.0008464042330160737	0.00011726649972843006	2.3720060198684223e-05	7.448561518685892e-06	0.0002330233110114932	0.00011050057946704328	0.0006499123992398381	8.184645412256941e-05	9.66447259997949e-05	1.3288071386341471e-05
FLOT1	0.0005530202179215848	0.0005404319381341338	0.00040348886977881193	0.00013831874821335077	0.0005647022626362741	0.00048337221960537136	0.00026143877767026424	0.00030833765049465	0.0004217702953610569	0.00046350949560292065	0.0004526358679868281	0.00019413985137362033	0.0005715160514228046	0.0005487970192916691	0.0006459590513259172	0.001129733631387353	0.0006270575686357915	0.0008827814017422497	0.0006439143908210099	0.0003317806695122272	0.00047254073433578014	0.00026994184008799493	0.0011756176827475429	0.0005715407896786928	0.0004381286562420428	0.0008907404844649136	0.00045384420081973076
FLT1	1.0727439985203091e-05	7.226836714835372e-06	9.147955211119552e-07	9.597965799912345e-06	6.403050974768121e-06	1.407315835422196e-06	5.190016054257285e-06	2.3540187612525187e-05	9.595231858838815e-06	4.006661583844107e-06	8.327819500664191e-07	3.322906559333205e-05	2.349800524825696e-06	3.584309297366417e-06	2.4278374439745676e-06	1.8262899175169878e-06	3.2872394513105974e-06	0.0022591482847929	0.00014515496150124818	3.463371831458062e-05	7.217556685645832e-07	0.002266642637550831	4.528891167865368e-06	7.503749202442123e-06	8.131251888698898e-06	5.8501023886492476e-05	2.8503751309472136e-05
FLT4	6.374988060997566e-06	3.90982095268555e-05	3.520311793181463e-07	1.1970562809437979e-05	3.16995851790125e-07	8.11721349691652e-07	1.7355810655317327e-07	3.022818964382168e-05	3.6622281186282635e-05	2.6220408244626014e-07	3.907919321477493e-08	1.1202713494640193e-06	1.4400978898265748e-07	1.358527697448153e-06	6.180483524076408e-06	8.30684541597293e-07	6.471271944974433e-07	0.0018835501978173852	9.615596354706213e-05	9.378849426866509e-06	1.1984386674157577e-06	0.00041199743282049894	5.079511424810335e-07	5.491961587722471e-07	9.858068369794637e-05	5.969143046513636e-08	6.410443234017293e-07
FMNL2	3.883075623889454e-05	2.17311344385962e-06	2.1393332644947805e-05	1.8441060092300177e-05	3.0308156055980362e-05	1.333727141172858e-05	8.072322998486925e-06	6.439814023906365e-05	1.806472755561117e-05	0.0001888857950689271	0.00022207136498764157	4.038115093862871e-06	3.223939347662963e-05	0.0007422104827128351	1.6225476429099217e-06	1.8677942534850445e-06	5.07463191752322e-05	0.00017760694026947021	5.9487487305887043e-05	3.508425288600847e-05	0.00011022758553735912	0.00013700024283025414	0.00016614477499388158	4.8510642955079675e-05	7.494700753341021e-07	0.0008580120629630983	3.904139248334104e-06
FMO1	9.8987602541456e-06	1.0155255267818575e-06	1.6154042441485217e-06	1.585686368343886e-05	1.284547010982351e-06	1.3204459037297056e-06	1.668024879108998e-06	3.82401813112665e-05	5.023641278967261e-06	0.0008675133576616645	0.00044565825373865664	4.654455949548719e-07	6.19321440353815e-07	0.0007994651678018272	1.7438118504742306e-07	6.257591422809128e-08	4.93038044169225e-07	5.193291144678369e-06	7.406655186059652e-06	5.276646788843209e-06	0.002283299108967185	7.91318598203361e-07	3.9997635781219287e-07	6.75498768032412e-08	1.4164565698138176e-07	3.6781335666091763e-07	1.1041491916330415e-06
FMO2	1.471554787713103e-05	1.7683644273347454e-06	3.0873763989802683e-06	1.9621535102487542e-05	0.00012641788634937257	1.219144678543671e-06	7.862098527766648e-07	2.3990343834157102e-05	1.082059861801099e-05	0.0013201840920373797	3.3422940759919584e-05	1.2699762237389223e-06	0.00036536160041578114	0.0013476943131536245	6.098371159168892e-07	2.9811153581249528e-06	6.219379997673968e-07	7.625648868270218e-05	0.002884814515709877	2.1233068764558993e-05	0.000837300845887512	9.376801244798116e-06	2.811751755871228e-07	4.5810858864570037e-05	8.604659456068475e-07	3.0197304567991523e-07	1.0757247764558997e-05
FMOD	4.139294833294116e-05	5.1364986575208604e-06	1.1500059144964325e-06	1.888535189209506e-05	0.0005859600496478379	5.167908511793939e-06	4.421634116624773e-07	4.3552132410695776e-05	0.0001956851629074663	0.0009270127047784626	0.0012639323249459267	1.935856062118546e-06	0.00019546398834791034	0.0006325520225800574	1.0069417157865246e-06	5.429096199804917e-05	9.236612754648377e-07	6.531709914270323e-06	5.38293388672173e-05	4.219180937070632e-06	0.00026897265342995524	3.3630010420893086e-06	9.765544746187516e-07	4.985541818314232e-05	5.635948809867841e-07	3.8802781432423217e-07	3.931080300390022e-06
FN1	3.0477609470835887e-05	5.789640908915317e-06	1.5014319387773867e-06	1.2148002497269772e-05	1.0282370794811868e-06	3.927838861272903e-06	1.05166952835134e-06	6.461174780270085e-05	7.869028195273131e-05	0.0002857953659258783	0.0022548085544258356	2.4594351089035627e-06	5.3351242968346924e-05	4.262146831024438e-05	1.994884769374039e-06	2.304747113157646e-06	3.1265556117432425e-06	5.395839616539888e-05	1.8719878426054493e-05	5.992870228510583e-06	4.114400326216128e-06	0.00020960054825991392	2.4288053737109294e-06	4.784712473338004e-06	1.5059762290547951e-06	0.00012148885434726253	1.833681494645134e-06
FN3K	0.0002733569126576185	0.00017507991287857294	0.0005129730561748147	6.0176695114932954e-05	0.0007403759518638253	5.167208655620925e-06	2.5508525141049176e-06	0.00039207455120049417	0.00038043875247240067	5.6887321989052e-05	0.00011900526442332193	8.267736120615155e-06	0.0001722501910990104	0.0006829084595665336	8.801289368420839e-05	0.0013361561577767134	2.46176277869381e-05	0.0001678328262642026	0.00017438724171370268	0.0007150638266466558	0.0005460152169689536	4.851744233747013e-05	0.0004239603294990957	0.0006111631519161165	0.00011125912715215236	7.66849989304319e-05	4.95795720780734e-05
FNBP1L	0.00018932169768959284	2.680508441699203e-05	9.915516784531064e-06	1.2875391803390812e-05	0.00041387529927305877	4.353072654339485e-05	7.478916813852265e-05	3.73214679711964e-05	0.00013996298366691917	0.0002180749870603904	0.0003384944284334779	4.699318651546491e-06	0.0002014135679928586	0.0005877550574950874	1.4235825801733881e-05	0.0010733240051195025	9.623160440241918e-05	0.0006505505880340934	0.0003259619988966733	3.446874688961543e-05	0.00021394790383055806	0.000360904261469841	5.787215195596218e-05	0.0005841561942361295	2.3787803002051078e-05	1.2342768968665041e-05	0.0001102282913052477
FNDC1	1.6477708413731307e-05	9.647963452152908e-06	3.8028597373340745e-06	9.936936294252519e-06	5.667876848747255e-06	1.3033984487265116e-06	5.691173328159493e-07	4.161151446169242e-05	2.35523511946667e-05	5.959623376838863e-05	0.0020634981337934732	4.823476501769619e-06	8.900460670702159e-07	2.816590313159395e-05	1.575795636199473e-06	8.15681403310009e-07	8.084322189461091e-07	1.8392070160189178e-06	1.8685633449422312e-06	1.3839945722793345e-06	1.166221750281693e-06	3.0409714781853836e-06	5.141028509569878e-07	3.535918494890211e-06	8.959286788012832e-07	2.557449363393971e-07	6.219779038474371e-07
FNDC3A	0.0003949798410758376	0.0010905697708949447	0.0014760061167180538	0.0008360816282220185	9.2588976258412e-05	0.00018822694255504757	0.0002118394331773743	0.0005290748085826635	0.0007710609352216125	0.0004118076176382601	0.00032607399043627083	0.00026522285770624876	0.00022462193737737834	0.0009228644776158035	0.0003069706435780972	0.0004051009309478104	0.00022967367840465158	0.0002642095205374062	0.0004350468225311488	0.0008898305241018534	0.000344476051395759	0.0004218374378979206	0.0003499508311506361	6.217986083356664e-05	0.00038187846075743437	0.0002667039807420224	7.29818784748204e-05
FNDC3B	0.000625835731625557	0.0007906712125986814	0.0015549476956948638	0.0005808305577374995	0.00016572991444263607	2.688808990569669e-06	2.21040772885317e-06	0.00014692182594444603	0.00012504910409916192	0.0005632484680972993	0.0009602923528291285	0.0002795507025439292	0.0002781817165669054	0.0008318221080116928	0.00012668319686781615	4.426681698532775e-05	2.6106501536560245e-05	0.00042941569699905813	9.905212937155738e-05	0.000903471140190959	8.49040734465234e-05	0.0012899326393380761	2.9040193112450652e-05	0.00013892071729060262	4.178074232186191e-05	0.0005591957014985383	1.354557662125444e-05
FNIP2	8.982392319012433e-05	5.83379551244434e-05	5.35325716555235e-06	1.3422983101918362e-05	6.576864507223945e-06	2.9345690109039424e-06	1.3468572888086783e-06	4.787129728356376e-05	3.8761470932513475e-05	0.00012503449397627264	0.0006503994227387011	2.9811997592332773e-05	9.472888632444665e-05	0.0001665606687311083	5.68661380384583e-05	3.4169614082202315e-05	0.00018010087660513818	0.0004589876625686884	8.820912626106292e-05	5.019063337385887e-06	3.208542329957709e-05	0.00010766538616735488	0.00023367082758340985	2.8423308322089724e-05	6.539263267768547e-05	0.0005654047708958387	9.691520972410217e-05
FOLR2	2.982249134220183e-05	6.885843504278455e-07	1.0192131412622984e-05	1.0266629033139907e-05	3.753501687242533e-07	0.00027696703909896314	8.76875055837445e-05	2.9625449315062724e-05	2.7402436444390332e-06	5.198092480895866e-07	1.6690509028194356e-06	1.4353501001096447e-06	6.286663278842752e-07	3.9879549262877845e-07	2.7352364213584224e-06	4.545465515093383e-08	3.7919392070762115e-06	4.275520950614009e-07	1.2624444934772328e-05	1.6828595335027785e-06	7.223025022540241e-07	4.165326390648261e-05	2.105616800918142e-07	9.085454735213716e-07	2.3433119622495724e-07	0.001563016907311976	5.8142479247180745e-05
FOS	0.0006851680809631944	0.001232709502801299	0.001241578022018075	0.0006416466785594821	0.00041515330667607486	0.00016306641919072717	0.0005959426634944975	0.0005471297772601247	0.0005612738896161318	0.00010158523946302012	7.63663774705492e-06	4.459458796191029e-05	0.00038560034590773284	0.0009171225829049945	0.000394206348573789	0.0010560153750702739	0.00032417650800198317	0.00015894314856268466	0.00037366346805356443	0.0008893602644093335	0.001511006848886609	2.8355625545373186e-05	0.0006071701645851135	4.9952119297813624e-05	0.0010799025185406208	0.0006424686871469021	0.0014492564368993044
FOSB	0.0006113692070357502	0.0016434791032224894	0.0005731872515752912	0.00035714366822503507	0.00010446191299706697	0.0001879439369076863	0.0005497132078744471	0.0004955127951689065	0.0003938157169613987	2.33632636081893e-05	3.0109060844552005e-06	3.3469335903646424e-05	0.00017804601520765573	0.00106519996188581	0.0002362867526244372	0.0008831238956190646	0.00041813519783318043	0.00011641457240330055	0.00021668805857189	0.00043131542042829096	0.0003145902301184833	2.3198868802865036e-05	0.0005659006419591606	2.2259368051891215e-05	0.0005808103596791625	0.0005007727304473519	0.000594162498600781
FOSL2	0.0001139667074312456	0.0011906462023034692	1.273534417123301e-05	3.7300458643585443e-05	0.00011285712389508262	1.6079338820418343e-05	3.301905735497712e-06	0.00013103407400194556	0.0002913291100412607	0.0003268775762990117	0.001041587209329009	0.00019201257964596152	0.00022727959731128067	0.0005463744746521115	0.00036608718801289797	0.00030176714062690735	0.00019995472393929958	0.0003438508720137179	7.34089917386882e-05	6.366550223901868e-05	0.00019095692550763488	0.00019274097576271743	0.0003079267917200923	0.00014950479089748114	0.00017178576672449708	0.00032539485255256295	0.00010321080480935052
FOXA1	3.2029290650825715e-06	2.7792108880930755e-07	1.9397319306335703e-07	3.326106480017188e-06	1.4571078281733207e-06	5.805775913358957e-07	1.3562846561399056e-06	1.58824823301984e-05	1.7442633861719514e-06	4.741128122986993e-06	9.352508811844018e-08	4.095874430731783e-07	1.3946197441327968e-07	9.078963921638206e-05	2.1281290685237764e-07	0.002617546357214451	2.574921609266312e-07	5.885279108497343e-08	1.394121500197798e-05	7.35290313969017e-07	3.544052731285774e-07	6.827491461081081e-07	6.691593057439604e-08	0.0002962644211947918	1.9517794953571865e-06	2.7057966534016487e-08	2.1636452629536507e-07
FOXM1	3.1327826945926063e-06	2.2133361198939383e-05	4.4230301909919945e-07	3.6413580346561503e-06	6.534970111715666e-07	5.885112841497175e-07	7.91003245126376e-08	1.3211873920226935e-05	1.5243449524859898e-06	1.3798765507999633e-07	2.3247770286616287e-07	0.0006574068102054298	1.5877112957696227e-07	1.6134585223426257e-07	7.481172588086338e-07	1.3052105174438111e-08	3.430541539728438e-07	1.2370699096209137e-06	7.849606618037797e-07	5.864451395609649e-06	1.2683528893830953e-07	1.1719965186784975e-05	7.015011505018265e-08	0.0008819436770863831	1.758210999014409e-07	2.3813065581634874e-06	2.1598262378574873e-07
FOXP1	9.677852358436212e-05	0.0014453751500695944	7.672062565688975e-06	4.772473403136246e-05	0.00010840544564416632	0.00027101271552965045	0.0009098179289139807	0.00012497775605879724	0.00042313686572015285	0.00028144530369900167	0.0006647199625149369	0.0002069193433271721	0.00032037176424637437	0.0007916830363683403	0.00023237682762555778	0.0011397844646126032	0.0003623416996560991	0.00046076238504610956	0.0003547605301719159	3.146472226944752e-05	0.00021539800218306482	0.00017760507762432098	0.0013641902478411794	5.948740363237448e-05	0.0008891283650882542	0.00011723745410563424	0.0002731600543484092
FOXP3	4.612998964148574e-06	0.00013680951087735593	7.861108883844281e-07	9.610756933398079e-06	5.174099726446002e-08	8.919447509470046e-07	7.923169960122323e-07	2.4423057766398415e-05	4.456070382730104e-05	2.1956543605483603e-07	1.3443667512547108e-07	0.0016171904280781746	9.375238363418248e-08	3.625753492997319e-07	3.083642877754755e-05	1.0925311926257564e-06	2.3077914192981552e-06	5.6353439248368886e-08	2.7428175144450506e-06	1.163171077678271e-06	8.444990839961974e-07	4.6402155362557096e-07	1.2733129040043423e-07	2.0258280386542538e-08	0.00016607520228717476	2.147010746966771e-07	8.940342581809091e-07
FOXS1	6.409179150068667e-06	4.86560736590036e-07	2.49551499109657e-06	2.9032735255896114e-05	1.6112687717395602e-07	7.179876320151379e-07	1.8765561549116683e-07	3.6569304938893765e-05	1.730111580400262e-05	0.0015125541249290109	1.0239317816740368e-05	1.203115687076206e-07	0.0033643387723714113	1.9700753455254016e-06	1.057505301105266e-07	1.7446028621748155e-08	1.9744986730074743e-06	2.6255329430568963e-06	3.1264983135770308e-06	3.1069323540577898e-06	1.0682602805900387e-05	0.00013028517423663288	3.4451127817192173e-07	4.5496140188561185e-08	9.828297464764546e-08	6.29720133815681e-08	6.22015534190723e-07
FPR1	3.845244464173447e-06	2.2851185121908202e-07	3.974263336203876e-07	3.141607066936558e-06	4.4763382334167545e-08	5.970885013084626e-07	3.9389928474520275e-07	1.9581917513278313e-05	1.446367264179571e-06	1.0271147488083443e-07	2.618163463807832e-08	2.2094529583682743e-07	2.0917890708460618e-07	2.0043061965679954e-07	1.6957609716428124e-07	5.226918453615781e-09	2.878142367990222e-06	9.67463336110086e-08	1.3567344012699323e-06	7.65003335345682e-07	1.949268408907301e-07	2.9127638754289364e-06	7.605036245195151e-08	4.4589612002710055e-07	2.129725729105303e-08	0.0015305508859455585	0.0001277640403714031
FPR3	4.960841579304542e-06	4.2107845388272835e-07	3.935194854420843e-06	3.281167437307886e-06	7.072605967550771e-08	4.144228000768635e-07	2.315063767355241e-07	2.3504850105382502e-05	1.8182204257755075e-06	2.1311016951131023e-07	2.8213023597345455e-06	1.3885488669984625e-06	3.062631037664687e-07	3.4185234198957914e-07	1.6584240825068264e-07	6.0000284740624465e-09	1.6246596032942762e-06	8.627663561355803e-08	1.009829588838329e-06	1.7933392655322677e-06	4.770434429701709e-07	1.1147996701765805e-05	9.983642001998305e-08	4.158168565027154e-07	3.0762002722894977e-08	0.001362391049042344	5.34696800968959e-06
FRMD3	0.0002528064069338143	1.4718386864842614e-06	7.412529157591052e-06	6.107120498199947e-06	0.00018531175737734884	5.267107781037339e-07	1.598904304955795e-06	2.149091051251162e-05	3.504394044284709e-06	0.0001108662982005626	2.40679781882136e-07	5.742876965086907e-06	0.0010472589638084173	2.741482967394404e-05	1.935409727593651e-06	1.8119231981472694e-06	1.0886395784837077e-06	9.749927266966552e-05	8.882030670065433e-05	4.1068207792704925e-05	1.3556552403315436e-05	0.00010607475269353017	1.3105654034006875e-05	7.03308978700079e-05	3.4120014902327966e-07	6.0660317103611305e-05	2.7383016458770726e-06
FRMD4A	1.7201675291289575e-05	0.00012660711945500225	1.3038602446613368e-05	3.6124110920354724e-05	1.4448462025029585e-05	1.2514393347373698e-05	1.4239589290809818e-05	8.07943069958128e-05	2.399195909674745e-05	0.0003302256518509239	7.300899596884847e-05	9.376944944960997e-06	0.0005773379234597087	0.00045915416558273137	4.815185457118787e-05	8.067742601269856e-05	5.08012599311769e-05	0.0005314964801073074	0.00020244867482688278	2.3367867470369674e-05	2.491311533958651e-05	0.0018368731252849102	4.183427518000826e-05	6.619719351874664e-05	5.75002959521953e-05	0.0006020786240696907	2.329265589651186e-05
