Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27
SFI1	0.00010587128781480715	0.0025171078741550446	3.59464502253104e-05	8.522487041773275e-05	1.2935416634718422e-05	6.43618477624841e-05	0.0002095923264278099	0.00018461949366610497	0.0003202330553904176	8.525399607606232e-05	4.9003447202267125e-05	0.0002121695870300755	3.771178307943046e-05	0.0002156268310500309	0.0004633210483007133	0.00016225731815211475	7.575173367513344e-05	5.6223321735160425e-05	0.00032266671769320965	8.485279977321625e-05	3.276055940659717e-05	0.0002731169806793332	2.5120190912275575e-05	1.9220184185542166e-05	0.0006805937155149877	2.6314683054806665e-05	8.340694330399856e-05
SFN	4.214534783386625e-06	4.6746779958084517e-07	5.835213414684404e-07	5.113814950163942e-06	0.00038293786928988993	3.183781984716916e-07	1.4643380552570306e-07	1.7525086150271818e-05	1.9161086584063014e-06	2.8954950721526984e-06	1.974139422600274e-06	3.9143033063737676e-06	1.8979516198669444e-06	0.0002980536373797804	1.6818822814457235e-06	5.309849075274542e-05	2.561512701504398e-06	1.224185780301923e-06	1.2086850347259315e-06	3.936050688935211e-06	7.202211236290168e-07	6.417641316147638e-07	7.157428427717605e-08	0.001139364205300808	1.9997917206637794e-06	2.3536797755241423e-07	2.2852255199268257e-07
SFRP1	4.779644950758666e-05	5.238548965280643e-06	8.133350092975888e-06	3.7658977817045525e-05	0.0004934124881401658	3.886966624122579e-06	9.421073627891019e-06	5.0993156037293375e-05	1.7878215658129193e-05	4.3092892155982554e-05	2.249910721729975e-06	3.1929812394082546e-06	9.59636281550047e-07	0.0013622164260596037	2.835826308000833e-06	1.5933661416056566e-05	4.147788786212914e-06	1.3819419109495357e-05	1.0234123692498542e-05	5.867841991857858e-06	0.00032302559702657163	2.4335125999641605e-05	8.500579724568524e-07	5.7183326134691015e-05	1.2524255907919724e-06	1.4038179187991773e-06	2.3592276647832477e-06
SFRP2	3.257055868743919e-05	1.078481727745384e-05	1.5379036995000206e-06	3.977963933721185e-05	2.1658754576492356e-06	5.531932401936501e-06	3.1167589895630954e-06	7.785003981553018e-05	3.576173912733793e-05	0.0006973213166929781	0.0013610138557851315	1.3747427374255494e-06	1.1975419056398096e-06	0.0008850782178342342	8.208982649193786e-07	3.898684894920734e-07	3.1591216611559503e-06	4.464087851374643e-06	1.2081106433470268e-05	5.892629815207329e-06	0.0007796960417181253	3.355353555889451e-06	1.6246588074864121e-06	2.9804184009663004e-07	1.313265556746046e-06	1.013869336929929e-06	4.984081442671595e-06
SFRP4	2.018686973315198e-05	4.0481331780028995e-06	1.10872042569099e-06	4.048607297590934e-05	9.838084906732547e-07	3.02940679830499e-06	1.0716460110415937e-06	3.5167569876648486e-05	2.6519746825215407e-05	7.029701373539865e-05	0.0005770640564151108	9.34616366521368e-07	6.935829901522084e-07	0.00046008938807062805	6.025395009601198e-07	1.1861826720860336e-07	1.632324142519792e-06	2.0044544726260938e-06	4.578122570819687e-06	6.020506134518655e-06	0.00020828454580623657	1.7487715240349644e-06	1.454294420000224e-06	2.82292631936798e-07	6.583869662790676e-07	2.244395602701843e-07	1.1638361456789426e-06
SGCA	5.586914539890131e-06	2.7986567374682636e-07	1.285369421566429e-06	5.376647095545195e-06	1.4657504721071746e-07	2.7914007660001516e-05	2.8014871986670187e-06	3.318510061944835e-05	3.464778501438559e-06	1.4665728485852014e-05	7.511957278438786e-07	1.3721546565648168e-07	0.0019371142843738198	6.662810392299434e-07	1.092494485988027e-07	6.327915524906302e-09	7.952270379973925e-07	7.50162669760357e-08	1.4829482779532555e-06	2.189192173318588e-06	1.1292450835753698e-05	7.291530437214533e-06	1.4492343325400725e-07	3.640721857323115e-08	2.7426590776258308e-08	4.561700350791398e-08	3.6484976817519055e-07
SGCB	3.281005774624646e-05	0.00021766962890978903	2.879617750295438e-05	4.5384666009340435e-05	0.0003035523113794625	0.00018543557962402701	0.0001151679243776016	6.166676757857203e-05	0.0003569918917492032	0.0011889246525242925	0.0006934745470061898	0.00020070374011993408	0.0008060788968577981	0.0004448413383215666	0.0002141000732081011	8.944251021603122e-05	1.4683238077850547e-05	0.0002877803344745189	0.00021093148097861558	5.234612035565078e-05	0.0005002542748115957	0.00022369548969436437	1.7014847344398731e-06	0.00010643846326274797	0.00013872420822735876	3.8236794352997094e-06	5.379715730668977e-06
SGCD	2.904834946093615e-05	4.529423677013256e-06	9.770005817699712e-07	2.3086273358785547e-05	1.1862882729474222e-06	1.3842262660546112e-06	7.062396321089182e-07	9.101480827666819e-05	9.943362783815246e-06	0.0004374532727524638	0.0013639695243909955	2.6357926685705024e-07	6.241315986699192e-06	0.0004978475626558065	3.815851243871293e-07	6.134013119662995e-07	1.4775291674595792e-06	2.7328346732247155e-06	3.1463616778637515e-06	3.605708116083406e-06	9.637724724598229e-05	4.354205884737894e-06	4.840528163185809e-06	2.9358659503486706e-07	2.2127527188331442e-07	2.28305324867506e-07	5.693199454981368e-06
SGCE	7.066697435220703e-05	3.657514980659471e-06	9.960472198144998e-06	7.713681407039985e-05	5.747473915107548e-05	1.6713929653633386e-05	8.122396684484556e-05	4.34064568253234e-05	3.678121356642805e-05	0.0011828315909951925	0.0004236746462993324	8.396129373977601e-07	0.0005505355075001717	0.001913969754241407	4.088168680027593e-06	4.485484168981202e-06	3.282694706285838e-06	2.7388559828978032e-05	0.0003686679119709879	2.9950961106806062e-05	0.0013058452168479562	1.2526959835668094e-05	1.5678356248827185e-06	2.0182978914817795e-05	2.105079147440847e-06	5.553510504796577e-07	5.345574209059123e-06
SGIP1	8.906422408472281e-06	6.705681130370067e-07	1.2012422985208104e-06	1.5304049156839028e-05	5.8313065665061e-07	5.232748208072735e-07	1.5265884201198787e-07	3.408816337469034e-05	3.4085087463608943e-06	0.0005727563984692097	0.0011740050977095962	2.112261512365876e-07	0.00041288911597803235	0.00017541398119647056	1.6344156961167755e-07	9.877628315280162e-08	1.1758359050872969e-06	2.8956768801435828e-05	4.459810952539556e-06	6.448537988035241e-06	1.2821398058804334e-06	0.0001870931446319446	1.8991999240824953e-05	1.5713688128471404e-07	4.766886974039153e-08	2.657656750670867e-06	6.36395043329685e-07
SGK1	6.279856461333111e-05	0.00036056165117770433	0.00012572457490023226	6.122046033851802e-05	0.00012039548164466396	4.990627712686546e-05	7.100535003701225e-05	7.996940985321999e-05	3.474476034170948e-05	6.403675342880888e-06	2.149514875782188e-05	0.00011344493395881727	5.724101356463507e-05	0.00010755304538179189	4.4482228986453265e-05	8.141889338730834e-06	5.215049168327823e-05	0.0005964731681160629	0.00036342450766824186	7.308783096959814e-05	7.441724301315844e-05	0.0007292968221008778	0.00045749128912575543	4.670751513913274e-05	0.00019999186042696238	0.0013315270189195871	0.00032321998151019216
SGK223	1.296565642405767e-05	0.0008541611605323851	2.1453415683936328e-06	1.6442187188658863e-05	9.121356015384663e-06	0.0006340887048281729	0.0007223652792163193	5.3008479881100357e-05	3.761684274650179e-05	9.123424388235435e-05	2.0580062482622452e-05	5.988880366203375e-05	1.2452238479454536e-05	6.058128201402724e-05	0.0002995925897266716	9.481456072535366e-05	0.00021538256260100752	0.00013706230674870312	0.0027814446948468685	9.05941578821512e-06	2.072994720947463e-05	0.00041189652984030545	0.0005046770093031228	1.4409763025469147e-05	0.00023145938757807016	0.00012066581984981894	8.351096039405093e-05
SGOL1	3.258817514506518e-06	3.431096047279425e-07	1.6208406350415316e-06	6.5288513724226505e-06	4.903405965706042e-07	0.0008696413715369999	0.0003174579469487071	1.2568008969537914e-05	1.5864922033870243e-06	1.8498352005735796e-07	1.7823150244566932e-07	0.000792162783909589	2.0967850389297382e-07	2.184771972224553e-07	2.3390573460346786e-06	5.430725025235006e-08	0.00012582972703967243	1.987773003975235e-07	1.2077813380528823e-06	8.615978003945202e-06	1.4285863869645254e-07	1.9314347809995525e-06	3.93201798942755e-06	0.0005450607277452946	7.984534022398293e-06	4.4758730837202165e-06	1.4897748769726604e-05
SGOL2	1.490983231633436e-05	0.00011885414278367534	5.8268018619855866e-05	1.5554858691757545e-05	1.0957456652249675e-05	0.0004517918569035828	2.9233930035843514e-05	4.746807462652214e-05	1.5449475540663116e-05	5.501492341863923e-05	3.353111969772726e-05	0.0006370413466356695	1.4751841263205279e-05	0.00013280686107464135	9.531319665256888e-05	8.384684042539448e-05	6.171764835016802e-05	9.22131075640209e-05	0.0001109816730604507	4.4245945900911465e-05	7.028439722489566e-05	7.72474377299659e-05	5.382798190112226e-05	0.0006510949460789561	9.639248310122639e-05	5.6995129853021353e-05	2.995849536091555e-05
SH2B3	0.00015305847045965493	0.0012182316277176142	1.2691541087406222e-05	1.1357546100043692e-05	5.487243015522836e-06	0.0003059323935303837	0.00012511940440163016	0.00011605217878241092	0.00014614738756790757	0.0003318192029837519	7.25008430890739e-05	4.96177926834207e-05	0.0003214447933714837	3.708229633048177e-05	0.00013891463459003717	5.189078001421876e-05	0.0010702036088332534	0.000658725737594068	0.00023122575657907873	3.905389894498512e-05	4.097050623386167e-05	0.0021705240942537785	0.0003629923448897898	1.557828909426462e-05	0.0001986704155569896	0.0008214563131332397	0.0006869000499136746
SH2D3C	4.511864244705066e-05	0.0009229658753611147	2.6181884095421992e-05	7.479188934667036e-05	5.012058181819157e-07	0.0001699662971077487	0.0003758076927624643	0.00011978566908510402	0.0002663512423168868	5.04378585901577e-05	1.4235479284252506e-06	0.00022950797574594617	0.0005537340766750276	6.17367732047569e-06	0.0007184370188042521	1.3774238141195383e-06	0.0006716649513691664	0.0007559623336419463	0.0005839398945681751	4.153000918449834e-05	6.281206151470542e-05	0.000825629336759448	5.938301546848379e-05	1.5911859918560367e-06	0.0003715328639373183	5.522715218830854e-05	0.00011539127444848418
SH3BGRL	0.00024510404909960926	0.00020426284754648805	0.00023472671455238014	0.00030481285648420453	0.0003461094165686518	0.001147903618402779	0.0009149496327154338	0.00044995706412009895	0.0005741452914662659	0.0006777613307349384	0.0005460715619847178	0.000891654402948916	0.0008586723124608397	0.0002820175723172724	0.0009988101664930582	0.0006559706525877118	0.0007259814883582294	0.0003484172048047185	0.0008176067494787276	0.00023628235794603825	0.0005992050282657146	0.0002559154818300158	0.0008190101943910122	0.00014332994760479778	0.0008612884557805955	0.0007366157369688153	0.00143524375744164
SH3BGRL2	1.0023251888924278e-05	8.622305358585436e-07	4.90294553401327e-07	2.652874172781594e-05	1.6661182598909363e-05	1.746678321978834e-06	4.5738471499134903e-07	2.360696998948697e-05	1.9869885363732465e-05	3.976988227805123e-05	0.00013150244194548577	5.361882358556613e-05	1.3205599316279404e-06	0.0001036676621879451	2.2989434000919573e-05	1.3852725714968983e-05	7.05525451394351e-07	0.0006988203385844827	0.0034390531945973635	2.7030109777115285e-05	9.47143416851759e-05	3.191368523403071e-05	2.955750630917464e-07	3.601287244237028e-05	1.3410822248260956e-05	4.7383002765855053e-07	2.99284852189885e-06
SH3BP2	0.0001696458930382505	0.0005206382484175265	5.369060090743005e-05	3.887097773258574e-05	0.0001305018231505528	7.126235141186044e-05	0.00029578901012428105	6.188573752297089e-05	0.00022272055502980947	9.525782661512494e-05	7.969830767251551e-05	0.0003536840376909822	0.00013015225704293698	0.00020697701256722212	0.0008098803809843957	0.0001195609729620628	0.00024686779943294823	0.00046371700591407716	0.00019088842964265496	5.821165177621879e-05	6.73036920488812e-05	0.0009032284724526107	8.758251351537183e-05	0.00014481622201856226	0.00020600424613803625	0.0007844780921004713	0.00024486504844389856
SH3BP5	0.00013768525968771428	0.0003018213901668787	0.00018459094280842692	0.0003194019664078951	0.00017548883624840528	0.0007641842239536345	0.001088660559616983	0.000183706491952762	0.00025509149418212473	0.00015569447714369744	0.00029015803011134267	9.613334259483963e-05	6.856324489490362e-06	0.0006088381633162498	0.00035239485441707075	2.044617031060625e-05	0.00020142887660767883	0.0006302784895524383	0.00029927759896963835	0.00028262913110665977	0.001042471849359572	8.833071478875354e-05	4.50958850706229e-06	5.45671209692955e-05	0.0006251076702028513	0.00016478578618261963	0.00023227563360705972
SH3D19	5.5044009059201926e-05	1.2229897947690915e-05	5.513245923793875e-06	4.775172783411108e-05	9.155794396065176e-05	6.698152901662979e-06	5.33302500116406e-06	9.41152247833088e-05	0.00013068765110801905	0.0005990072386339307	0.0008229514351114631	2.1605575966532342e-05	0.00023440491349902004	0.0017303632339462638	1.5284267647075467e-05	0.00012841855641454458	7.071773143252358e-05	0.0002578939020168036	0.00015946105122566223	4.663566141971387e-05	0.000696604314725846	6.049622970749624e-05	2.483933712937869e-05	4.6156234020600095e-05	2.358142228331417e-05	4.2601777749951e-06	1.5990377505659126e-05
SH3PXD2A	0.0003952014958485961	0.0002588283095974475	8.61514126881957e-05	7.732694211881608e-05	6.393568037310615e-05	4.9260932428296655e-05	2.7182535632164218e-05	0.00014479411765933037	0.00014972922508604825	0.0004962027305737138	0.001438939943909645	0.00012007362238364294	0.0002718563482630998	0.0006642781081609428	2.9303562769200653e-05	0.000152293432620354	7.822606130503118e-05	0.000188715843250975	0.00024386169388890266	9.653218876337633e-05	0.0002564287278801203	0.0017574467929080129	0.00018756430654320866	0.0001549858570797369	7.779997395118698e-05	7.17173534212634e-05	3.318978997413069e-05
SH3PXD2B	3.025870864803437e-05	2.9435395845212042e-06	2.1046530491730664e-06	2.5568569981260225e-05	9.394975495524704e-05	7.908724001026712e-06	9.93853745967499e-07	6.82113750372082e-05	6.94656337145716e-05	0.001036876579746604	0.0011791122378781438	2.8328390726528596e-06	3.635515895439312e-05	0.0016079962952062488	1.2285250932109193e-06	6.309137825155631e-05	1.9539716049621347e-06	0.00013056723400950432	0.0001190338734886609	1.2183189028291963e-05	0.0003160838386975229	0.00011646936036413535	1.632932253414765e-06	4.700940189650282e-05	1.151188826042926e-06	0.00013578783546108752	2.2589978470932692e-05
SH3YL1	0.00012274434266146272	8.222408359870315e-05	2.0086879885639064e-05	1.7920021491590887e-05	0.0008262725314125419	0.00015089829685166478	0.0001473760203225538	4.042130967718549e-05	0.0002770700375549495	0.00014795178140047938	0.00012515689013525844	4.727722625830211e-05	0.00013081823999527842	0.00034410011721774936	9.323524864157662e-05	0.0018299816874787211	4.009526310255751e-05	7.419542816933244e-05	6.039860090822913e-05	3.7873818655498326e-05	0.00012216718459967524	0.00022431804973166436	3.7960820918669924e-05	0.0006285264389589429	0.0005047516315244138	4.568031363305636e-05	6.44108367851004e-05
SHANK3	6.113563358667307e-06	2.7126532131660497e-07	2.925236799455888e-07	4.722738140117144e-06	8.310025805258192e-06	4.251087375450879e-06	5.693301545761642e-07	1.879628143797163e-05	2.555339278842439e-06	6.005288923915941e-07	1.5703775716247037e-05	9.547995460934544e-08	7.588081416542991e-07	1.2591867744049523e-05	7.032792126437926e-08	1.2761021253027138e-06	8.325455951307958e-07	0.0016126041300594807	7.986454147612676e-05	8.972082468972076e-06	3.264513225076371e-06	0.00046123191714286804	1.5918183748908632e-07	2.969952765852213e-05	1.8161384218728926e-07	3.463207676190905e-08	3.2478726552653825e-07
SHC1	0.00045446219155564904	0.00020139943808317184	0.00045930323540233076	0.00036530790384858847	0.0006506763165816665	0.00017814851889852434	0.00015852968499530107	0.00017812040459830314	0.0004918676568195224	0.0004215933149680495	0.0006456583505496383	0.00025503584765829146	0.0002421586395939812	0.0005451149772852659	0.00033736578188836575	0.0003324248536955565	0.00011909745080629364	0.0009080402087420225	0.00024272158043459058	0.000337449018843472	0.0002812808088492602	0.0004039152117911726	0.00016171399329323322	0.0003486642090138048	0.0003215587930753827	0.0001134926569648087	0.00013890856644138694
SHCBP1	5.018452156946296e-06	6.283142283791676e-05	4.455846647033468e-05	2.7758969736169092e-05	1.4550526827861177e-07	5.429525481304154e-05	3.2947964427876286e-06	2.260192559333518e-05	2.285084292452666e-06	3.17588342113595e-06	2.385447260166984e-05	0.0008909838506951928	1.515569323373711e-07	6.980021225899691e-06	7.24099834314984e-07	7.131819579342391e-09	0.00010514749737922102	2.401072379143443e-06	1.356979964839411e-06	5.2043986215721816e-05	2.4622758587611315e-07	6.858444066892844e-06	1.009907535376442e-07	0.00020811602007597685	4.648258880024514e-07	8.53508900036104e-05	7.650905899936333e-05
SHE	3.102986374869943e-05	9.047391245076142e-07	1.0705119848353206e-06	3.7486090150196105e-05	6.6097468334191944e-06	1.2300737353143631e-06	4.430782212239137e-07	2.8292404749663547e-05	2.89347212856228e-06	3.74813680537045e-05	2.911576120823156e-05	1.1434563162993072e-07	7.549027714048862e-07	8.052163320826367e-05	5.289247724249435e-07	3.9608377022659624e-08	1.4001776662553311e-06	0.001334881759248674	7.508220005547628e-05	7.158961579989409e-06	0.00010812042455654591	2.897804915846791e-05	3.047076279472094e-05	2.9177722353779245e-06	1.3376458696257032e-07	1.1326915227982681e-06	5.674477506545372e-06
SHISA5	0.0003170817799400538	0.0003222007362637669	0.00035516879870556295	0.00034355142270214856	0.00027784775011241436	0.0005890292814001441	0.0007405699579976499	0.00042221599142067134	0.0007329776417464018	0.000534802267793566	0.00046194554306566715	0.001247585634700954	0.00036201122566126287	0.0002903271815739572	0.001753767253831029	0.0003544064238667488	0.00026641233125701547	0.00048068666364997625	0.0003623779339250177	0.00027442126884125173	0.0004503657983150333	0.0002290845150128007	0.00029878129134885967	0.0001949574361788109	0.0010325468610972166	0.0003819679841399193	9.872112423181534e-05
SHROOM3	3.586024831747636e-06	2.4600583969913714e-07	8.056484830376576e-07	2.865304304577876e-05	1.0810822459461633e-05	2.4366082129745337e-07	1.0545314665932892e-07	1.3870583643438295e-05	1.493822674092371e-05	1.2636816791200545e-05	2.014503479585983e-05	1.1769690217988682e-06	1.2030665175188915e-06	0.0002627443755045533	1.7106393670474063e-06	0.0021278762724250555	2.3638727952857153e-07	2.6669468411455455e-07	1.8925796894109226e-06	1.083098140952643e-06	2.442136803892936e-07	8.175182301783934e-06	7.360172560311184e-08	0.00032972460030578077	4.1785591520238086e-07	6.814247512920701e-07	2.0909995157580852e-07
SHROOM4	1.0663324246706907e-05	3.888098945026286e-07	7.754208581900457e-07	9.104513992497232e-06	2.794843203446362e-05	4.530581463768613e-06	2.106071178786806e-06	4.7840410843491554e-05	2.1414351067505777e-05	3.132911660941318e-05	0.00010958574421238154	1.280453716390184e-07	7.560647645732388e-05	7.278100383700803e-05	1.7202665958393482e-07	2.6845905267691705e-06	5.9159533520869445e-06	0.001593918539583683	7.461958011845127e-05	1.041986615746282e-05	2.826332456606906e-05	0.0007077795453369617	1.0946425845759222e-06	2.590286749182269e-05	2.3936763682286255e-07	1.4777762089579483e-06	2.657352524693124e-06
SHTN1	1.1086392078141216e-05	4.762723165185889e-06	1.761273892952886e-06	6.984225365158636e-06	4.4803073251387104e-05	7.385767162304546e-07	8.458974321001733e-07	0.0001419302570866421	3.6210201415087795e-06	3.82575744879432e-05	0.0001348951627733186	1.0851056686078664e-05	1.6194317140616477e-05	0.000556181010324508	3.050957502637175e-06	0.0008958659018389881	0.0008230083039961755	1.1650313354039099e-05	9.869320820143912e-06	1.968885953829158e-06	1.9336252989887726e-06	0.00022574163449462503	6.606717306567589e-07	0.0005547059117816389	1.4103470675763674e-05	0.0006555218133144081	0.00039483452565036714
SIDT1	2.484577453287784e-05	0.0009864781750366092	7.78284520492889e-05	7.402610935969278e-05	1.2309890280448599e-06	0.00021629076218232512	0.0007736252155154943	9.543197666062042e-05	0.00016897534078452736	8.583243698012666e-07	2.4052181402112183e-07	0.0001845095684984699	1.4926895346434321e-06	2.9358890969888307e-05	0.0005221829051151872	0.000530606834217906	0.000584653636906296	3.8400048651965335e-06	4.9297708756057546e-05	5.891757973586209e-05	5.643640179187059e-06	1.739744448059355e-06	4.179480129096191e-06	6.735944680258399e-06	0.0003716951177921146	6.1208534134493675e-06	4.792807885678485e-05
SIGIRR	0.00015882916341070086	0.0018805739236995578	0.00014634194667451084	0.00018496574193704873	0.0001202743369503878	0.000591617776080966	0.00028998899506404996	0.0002751002903096378	0.002041230909526348	0.00024094860418699682	0.00016612972831353545	0.00037767793401144445	0.00019141794473398477	0.00014933166676200926	0.0012907489435747266	0.0008183933678083122	8.77424463396892e-05	0.0004373028641566634	0.0008525924058631063	0.00015041801088955253	0.0004450056003406644	0.00026431604055687785	0.0002031246986007318	4.081088263774291e-05	0.001424465561285615	0.00014579652633983642	0.00048632698599249125
SIGLEC1	5.055761448602425e-06	2.692574980756035e-07	2.447001463679044e-07	3.7196261928329477e-06	2.8517170846953377e-08	4.007481777534849e-07	1.5355807647665642e-07	1.9700906705111265e-05	2.0606883026630385e-06	1.2025036255636223e-07	9.716070792364917e-08	7.230943879221741e-07	1.6258732671303733e-07	2.1922170390098472e-07	1.8143418856197968e-07	1.7143918285000836e-08	9.623970527172787e-07	6.699919907759977e-08	1.4784458244321286e-06	7.690077268307505e-07	1.7841590249645378e-07	7.465243925253162e-06	2.835759289609996e-07	1.1752243835871923e-06	3.9018559050418844e-08	0.0014360140776261687	1.1478747410365031e-06
SIGLEC10	7.976771485118661e-06	2.08691062653088e-06	4.3350289047339174e-07	5.675764896295732e-06	1.913687981414114e-07	0.0021186850499361753	0.0008646404603496194	2.297260107297916e-05	3.805623464359087e-06	1.2279852512619982e-07	3.9905685866870044e-08	1.4865526054563816e-06	1.9091538661086815e-07	3.18475628091619e-07	4.544039882148354e-07	2.3056331954762754e-08	3.64813458872959e-05	6.620479808816526e-08	1.4837446542514954e-06	9.288182241107279e-07	2.5908670409080514e-07	3.688546939883963e-06	0.0006361902924254537	1.7495344195594953e-07	8.082258773356443e-07	0.000808366050478071	0.00018411788914818317
SIGLEC6	4.664989774028072e-06	6.589496024389518e-07	3.2335748301193235e-07	3.2162981824512826e-06	1.8539688895202744e-08	0.00010457024472998455	0.00018024639575742185	2.084947300318163e-05	1.349113745163777e-06	8.861258038450615e-08	2.8948885955060177e-08	1.0683248063969586e-07	9.309856352501811e-08	1.2046619701777672e-07	5.5648644803341085e-08	5.488222321048397e-09	0.000706713180989027	2.8541323970898702e-08	1.0896527555814828e-06	1.9353934476384893e-05	7.329738878070202e-07	2.9337468276935397e-07	0.0047273715026676655	1.329264076588288e-08	1.391444328646685e-07	1.391749151480326e-07	6.12186170201312e-07
SIGLEC8	4.283473117538961e-06	3.5965422284789383e-07	1.844749277779556e-07	3.41462396136194e-06	2.2014889466959175e-08	4.205947448099323e-07	6.02702456831139e-08	1.3608037079393398e-05	1.1847563428091235e-06	1.0079462953171969e-07	2.6112026318969583e-08	1.2005330063402653e-07	6.878202185589544e-08	1.1518421416667479e-07	3.952873157686554e-07	3.563050077204366e-09	2.705975532535376e-07	2.4358350003694795e-08	6.535977945532068e-07	6.011239293002291e-07	1.2154926309904113e-07	3.139716682198923e-07	0.00211334484629333	6.07398860097419e-08	1.501035740147927e-08	0.0002288801479153335	9.344307159153686e-07
SIGLEC9	3.6778728826902807e-06	2.030281166298664e-06	6.140724622127891e-07	3.165373755109613e-06	5.953327786301088e-08	4.937945163874247e-07	1.9346698820754682e-07	3.953901250497438e-05	1.9770657218032284e-06	1.9727882261122431e-07	6.804886965028345e-08	3.99443888454698e-06	7.484954949177336e-07	4.19306843468803e-07	8.858238288667053e-06	9.993612160030807e-09	9.444633906241506e-05	2.7320240292283415e-07	1.1478134638309712e-06	1.3645133094541961e-06	3.049381120945327e-06	3.89882234230754e-06	1.0644485826105665e-07	2.010036297406259e-07	7.927944807306631e-07	0.0016985584516078234	0.00024396987282671034
SIL1	0.0005266968510113657	0.00026341460761614144	0.0018303305841982365	0.0008185097831301391	0.0002759491326287389	7.453231228282675e-05	2.932250572484918e-05	0.0002852973702829331	0.00032429012935608625	0.0005059766117483377	0.00032354716677218676	0.0001615900982869789	0.00013812440738547593	0.0005594216054305434	0.00021612938144244254	0.0006048118812032044	0.000181984476512298	0.00020837440388277173	0.00013911438873037696	0.0012989816023036838	0.00022092924336902797	0.00031203505932353437	0.0003705729905050248	0.00040685065323486924	0.0001447880349587649	0.00040346538298763335	0.00021082469902466983
SIRPA	1.9028904716833495e-05	3.506735993141774e-06	4.5201522880233824e-06	2.7048921765526757e-05	0.0001333963155047968	0.00012112084368709475	2.8587735869223252e-05	4.1134117054753006e-05	1.7100494005717337e-05	8.165295730577782e-05	0.0002094062219839543	2.223882574980962e-06	2.110107061525923e-06	0.00021099942387081683	1.1033695272999466e-06	3.0344676815730054e-07	3.7123103538760915e-05	0.00028599094366654754	0.00022369074576999992	7.193571946118027e-05	0.00011624222679529339	0.00010392200783826411	0.00019020521722268313	3.8198730180738494e-05	8.401767104260216e-07	0.0015343615086749196	6.824018055340275e-05
SIVA1	0.00038531742757186294	0.0003917953581549227	0.0004769628285430372	0.0003989231772720814	0.001145157846622169	0.0007684813463129103	0.00044598570093512535	0.00043777318205684423	0.0011000820668414235	0.0004340356099419296	0.0004247529141139239	0.0014231086242944002	0.0005843293620273471	0.0003152760036755353	0.0009331777109764516	0.0005518526886589825	0.0011020994279533625	0.00031846819911152124	0.000692506437189877	0.00046504606143571436	0.0014883254189044237	0.00016838204464875162	0.00038939304067753255	0.0012196996249258518	0.0009137026499956846	0.00045480855624191463	0.0003726949216797948
SKA1	3.0439086913247593e-06	1.8366930021329608e-07	5.121522121953603e-07	3.817148353846278e-06	7.392891632207466e-08	1.5123728189792018e-06	1.1722466553010236e-07	1.158848317572847e-05	1.6962021618383005e-06	2.1992855181451887e-07	2.894603134961926e-08	0.0008168189087882638	1.0298377617345977e-07	1.7756707393346005e-07	5.182782274459896e-07	4.643652573577128e-09	2.735439181833499e-07	8.34578031572164e-07	7.995006967576046e-07	7.427320815622807e-05	1.1863303939207981e-07	7.137840043469623e-07	6.54555876167251e-08	0.0003577795287128538	3.187471975252265e-08	1.7205187532454147e-06	2.405683403594594e-07
SKA2	0.00013693598157260567	4.711560904979706e-05	0.0002588227507658303	0.00013752313680015504	0.0001172968914033845	0.0004201466217637062	0.00014697360165882856	6.519007729366422e-05	0.00047104471013881266	0.0003008449566550553	0.00026169547345489264	0.0013148427242413163	0.0003646474506240338	5.568211417994462e-05	0.0005571084911935031	6.493928958661854e-05	0.00010833836131496355	0.00013100897194817662	8.816995250526816e-05	0.0002198906586272642	0.00022420359891839325	0.0002851981553249061	0.00015897255798336118	0.0006937061552889645	0.00036074622767046094	0.0001037010588333942	0.00024911962100304663
SKA3	4.760355295729823e-06	3.755362740776036e-07	2.2618528419116046e-06	1.697274637990631e-05	1.9332682654749078e-07	2.03075092031213e-06	8.457899980385264e-08	1.4455437849392183e-05	3.07144637190504e-06	1.1210315165044449e-07	1.332202401727045e-07	0.0007806508801877499	1.505577245097811e-07	1.9998032030343893e-07	2.39886503550224e-07	5.984253537150153e-09	3.1772370334692823e-07	4.624718741297329e-08	8.532468882549438e-07	2.718534233281389e-06	1.7648193306740723e-07	1.3074511571176117e-06	8.26439716661298e-08	0.00048550349310971797	2.1825218965432214e-08	5.560239557667046e-08	3.000044159762183e-07
SKAP2	7.015661685727537e-05	0.0009622981888242066	9.981795301428065e-05	5.693184721167199e-05	3.573164940462448e-05	0.0004196945228613913	0.0007916570757515728	0.000165112956892699	0.00023902156681288034	0.00025757719413377345	0.00029012493905611336	0.00015646674728486687	0.0003280324744991958	0.00031201652018353343	0.00025475575239397585	1.2940321539645083e-05	0.0008665153873153031	0.00036051281495019794	0.00019290662021376193	0.00014072321937419474	0.0004023124638479203	0.0002602713357191533	0.0002510630583856255	2.9871303922845982e-05	0.00011114605877082795	0.0007084732642397285	0.00028297436074353755
