Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33
PHACTR1	3.1109986593946815e-05	0.0015746597200632095	1.2247908671270125e-05	8.851094753481448e-05	0.00013462023343890905	4.690188234235393e-06	6.166560342535377e-05	9.408552432432771e-05	0.0006368025788106024	4.306258779251948e-05	9.651547588873655e-05	1.1041744983231183e-05	2.019110797846224e-05	1.4719340470037423e-05	3.166167880408466e-05	3.6651763366535306e-06	0.00016091938596218824	2.0161520808414934e-07	1.348218665953027e-05	1.0881824891839642e-05	0.0001120504384743981	7.575342169729993e-05	2.2186072783370037e-06	0.0012091370299458504	1.1576195902307518e-05	3.996339728473686e-05	3.6835238006460713e-06	1.9787936253123917e-05	0.00012319687812123448	0.00024302639940287918	9.235620268555067e-08	0.00015476929547730833	3.035281042684801e-05
PHACTR2	0.00013755276449956	9.737061918713152e-05	0.0007603876874782145	0.0005681997281499207	0.00014562274736817926	5.855102062923834e-05	0.00035178993130102754	2.019217390625272e-05	0.00029807729879394174	1.4310498045233544e-05	0.0006840020068921149	0.00011632750829448923	0.00027733674505725503	1.256188716070028e-05	1.979268745344598e-05	1.7435691916034557e-05	0.0008816046756692231	0.0010169026209041476	3.500982711557299e-05	0.0001492346345912665	0.0006395415402948856	0.0006447838968597353	0.00017999323608819395	3.70753878087271e-05	1.6752013834775425e-05	9.704299736768007e-05	0.00011731305858120322	0.000365987594705075	0.00016469493857584894	1.2585353942995425e-05	0.00031261422554962337	0.0007377323927357793	0.00031998433405533433
PHF1	0.0005859388038516045	8.938217797549441e-05	0.0004465945530682802	0.00015996555157471448	0.00013051836867816746	3.16644182021264e-05	0.0004120200464967638	0.00048063264694064856	9.063662582775578e-05	0.0004124071856494993	0.0002392905589658767	0.00047165874275378883	0.0001839842152548954	5.6705368479015306e-05	0.00018773908959701657	0.00044688195339404047	0.0001805117353796959	0.00032721078605391085	0.0004121288366150111	0.00021726294653490186	0.00028015198768116534	0.00016599855734966695	0.0005225212080404162	0.0007945232791826129	5.501453415490687e-05	0.000128046958707273	0.0009424826130270958	0.00025230651954188943	0.00016231968766078353	0.0006994843133725226	0.0012675139587372541	0.00010622970876283944	0.0007243268773891032
PHF19	0.0003839686105493456	4.751197775476612e-05	9.129063255386427e-05	6.462786404881626e-05	6.993310671532527e-05	0.0016391935059800744	6.898938590893522e-05	2.984312413900625e-05	8.046061702771112e-05	4.2118401324842125e-05	9.723964467411861e-05	0.0003052282554563135	6.441018194891512e-05	2.7510268409969285e-05	2.9038234060863033e-05	1.402111320203403e-05	1.5293735486920923e-05	0.0012338164960965514	0.00012281058297958225	3.91166795452591e-05	0.00017825321992859244	5.011287430534139e-05	0.0003161642234772444	3.990969344158657e-05	1.8728354916675016e-05	0.0001504162501078099	0.00020867316925432533	0.00017368236149195582	2.613045580801554e-05	3.841810394078493e-05	0.00031501860939897597	9.89775526250014e-06	7.63839780120179e-05
PHGDH	7.484816160285845e-05	8.924532266973983e-06	0.000388964603189379	4.690835339715704e-05	1.1030969290004577e-05	0.000569135881960392	7.187960022747575e-07	0.0001351595128653571	2.2094282030593604e-06	0.00037470116512849927	8.054859790718183e-05	0.0001742893800837919	0.00011293855641270056	9.461115405429155e-05	0.0008227363578043878	2.0239972400304396e-06	6.533898613270139e-07	3.121943154837936e-05	2.6090612664120272e-05	4.50535626441706e-05	0.0002555906248744577	4.2479334183553874e-07	0.00010224949073744938	2.4697803382878192e-05	0.00035369134275242686	0.0002719038166105747	4.613271084963344e-05	0.0007756632403470576	0.0001565777783980593	0.0005850604502484202	1.0278203262714669e-05	1.187365228361159e-06	8.35968749015592e-05
PHGR1	3.573517517452274e-07	8.56217354794353e-08	8.891434788438346e-08	3.573455487071442e-08	2.587638618933852e-07	3.1249761889284855e-08	4.626216565384311e-08	5.854284950146393e-07	1.7049790912437857e-08	1.1225294826999743e-07	1.9820209473664363e-08	5.249756327430077e-07	3.876589360629623e-08	1.2396434101447085e-08	7.707434690473747e-08	3.422103045380709e-09	6.080903602878607e-08	3.348773702782637e-08	3.505690528982086e-06	1.816963617784495e-06	1.0294063912397178e-07	1.084463150391457e-07	4.773405137825648e-08	3.4781450608534215e-08	5.434039884733011e-09	1.5474622614419786e-06	2.0100452857718665e-08	1.8988048111623357e-07	1.8643760313352686e-06	4.476615345083701e-07	9.718041482642548e-09	2.8292191700529656e-08	1.0480576975169242e-06
PHLDA1	0.004310571122914553	6.044033852958819e-06	0.00025650268071331084	3.696277053677477e-05	2.347429108340293e-05	4.876203820458613e-05	4.954675750923343e-05	4.830377656617202e-05	0.00015690308646298945	1.2624116607184988e-05	9.820444392971694e-05	7.339724834309891e-05	0.0009723717230372131	0.0001278803829336539	3.513909177854657e-05	5.792631441181584e-07	4.369288944872096e-05	0.0022698354441672564	4.038942279294133e-05	0.00014248189108911902	9.13572876015678e-05	6.799759285058826e-05	0.0006184356170706451	1.619938666408416e-05	2.7425967346061952e-05	4.12987319577951e-05	0.00020102963026147336	1.748071917972993e-05	1.260349017684348e-05	6.0873890106449835e-06	0.00010682206630008295	2.111394132953137e-05	8.491388871334493e-05
PHLDA2	0.0011140049900859594	0.00013388413935899734	2.6726593205239624e-05	0.0004223855503369123	0.00011883251863764599	5.3758220019517466e-05	0.0007005701190792024	1.547951796965208e-05	0.00024996380670927465	1.2253147360752337e-05	0.0002158585557481274	2.726961611188017e-05	0.0013492291327565908	6.607502291444689e-05	0.00039718541665934026	6.506606496259337e-06	1.1982639989582822e-05	0.00020051863975822926	5.500437691807747e-05	7.86004020483233e-05	1.0198575182585046e-05	3.3999327570199966e-05	6.338740604405757e-06	2.1429673324746545e-06	0.00021449905761983246	0.000214305633562617	3.1154508178588e-05	2.2626454665441997e-05	8.055079524638131e-05	3.502043182379566e-05	9.785513248061761e-05	4.2505431338213384e-05	7.536898192483932e-05
PHLDA3	0.0001275957765756175	7.575430117867654e-06	0.0008041575201787055	0.0008439133525826037	6.716090410918696e-06	3.300518437754363e-05	2.1524832845898345e-05	0.00017983892757911235	6.47395572741516e-05	7.314460617635632e-06	0.0007842479972168803	0.00016241706907749176	0.0002827181888278574	3.9082202420104295e-05	0.0001482922671129927	8.433751645497978e-05	0.0002808604622259736	9.250444418285042e-05	2.85759106191108e-05	0.0003037854621652514	0.0005462170811370015	0.00023196832626126707	4.3120962800458074e-05	1.0451324214955093e-06	0.00018253807502333075	5.757726830779575e-05	1.5993058696039952e-05	0.0016071491409093142	7.644751167390496e-05	2.4785145797068253e-05	1.3361316632654052e-05	0.00015696094487793744	0.0001849498803494498
PHLDB1	5.061584306531586e-05	8.960882951214444e-06	0.0003453280951362103	0.00023642228916287422	1.8581838958198205e-05	1.6048292309278622e-05	2.6271034130331827e-06	0.00011444879783084616	2.193643740611151e-05	4.53261145594297e-06	0.001358340959995985	7.251952774822712e-05	0.0008902593981474638	1.4415788427868392e-05	3.6892161006107926e-05	0.0002026892761932686	4.600723696057685e-05	3.3453356991230976e-06	7.213207572931424e-05	0.0004874985315836966	0.0011749276891350746	1.9924620573874563e-05	2.516461790946778e-06	9.3945936896489e-07	6.283314723987132e-05	0.00017471483442932367	3.2661334898875793e-06	0.0012475588591769338	2.6544241336523555e-05	1.0497795301489532e-05	9.369567123940215e-06	0.0007271944195963442	0.00020757898164447397
PHLDB2	2.1017927792854607e-05	4.915073986921925e-06	4.4598538806894794e-05	0.0002212743420386687	0.0001188164678751491	1.3278204278321937e-05	1.1794286365329754e-05	1.5288564100046642e-05	2.1240127807686804e-06	9.576823458701256e-07	0.0005776601610705256	7.627608283655718e-05	0.0013654007343575358	8.274221727333497e-06	6.222783213161165e-06	0.00043922822806052864	0.00035990728065371513	1.3404693163465708e-05	3.681566522573121e-05	3.2619860576232895e-05	1.9846396753564477e-05	0.00014562402793671936	7.090609142323956e-05	1.5900111975497566e-05	1.6428659364464693e-05	5.3820866014575586e-05	8.326103125000373e-05	3.78227632609196e-05	1.4709476999996696e-05	4.48434957434074e-06	5.232590046944097e-05	0.0002869596646632999	0.00010358980944147334
PHPT1	0.0015536469873040915	0.0005693904240615666	0.0011093071661889553	0.0016468537505716085	0.0004273304366506636	0.0006279429653659463	0.0001897841866593808	0.00021224691590759903	0.0004026442184112966	0.001393597456626594	0.00045222401968203485	0.0005043536075390875	0.0003855885297525674	0.0012213713489472866	0.0016639622626826167	0.0009563632193021476	0.00019630514725577086	0.001108068274334073	0.0005357707268558443	0.0002996072871610522	0.000332971743773669	0.000577711034566164	0.0005759165505878627	0.0001891163265099749	0.0013898975448682904	0.00035818375181406736	0.0004739952564705163	0.0005264042993076146	0.0006046646158210933	0.0008067927556112409	0.00032979686511680484	0.00019635075295809656	0.0001868058170657605
PI15	3.9821676978135656e-07	1.1084154749596564e-07	4.083383657871309e-07	5.4928030124301586e-08	3.048550070161582e-07	4.0934658329661033e-08	4.806647098121175e-07	1.6145562540259562e-06	1.185712861229149e-07	1.5696099353590398e-07	1.4526549421134405e-06	5.972214012217592e-07	0.0001939050416694954	1.329703263763804e-05	2.2037916096451227e-06	0.000593480363022536	7.143138702758733e-08	4.058966496245375e-08	4.531992544798413e-06	2.053542175417533e-06	1.2020534256862447e-07	1.2397562443311472e-07	5.299412109138757e-08	4.184422408570754e-08	2.889754978241399e-05	2.0351753846625797e-06	2.4651775731854286e-08	2.3607535126757284e-07	2.0773654796357732e-06	5.230257897892443e-07	1.227131107839341e-08	5.81118371201228e-08	1.3082678833598038e-06
PIK3AP1	5.4699448810424656e-05	0.0006835790700279176	2.6040842726615665e-07	3.719283631653525e-05	0.000294413446681574	9.738493645272683e-06	5.9726182371377945e-05	3.022390046680812e-06	0.0009327062289230525	8.360196079593152e-05	2.288241739734076e-05	8.043659181566909e-05	5.382436256695655e-07	1.6837698240124155e-06	3.3078333672165172e-06	1.8735670437308727e-07	4.0436776771457517e-07	3.345139339216985e-05	6.187795224832371e-05	0.00011731312406482175	2.6783880002767546e-07	1.2939502767039812e-06	0.0008311629644595087	0.0010717030381783843	3.0262179961937363e-07	2.5890405595418997e-05	0.00032697166898287833	1.620247076061787e-06	1.5007416550361086e-05	3.1861414754530415e-05	2.238482693428523e-06	7.381159150554595e-08	2.8153825041954406e-05
PIK3C2A	0.0001317044225288555	0.00019665448053274304	7.319326687138528e-05	7.117770292097703e-05	0.0002642890904098749	5.761729698861018e-05	0.00032228275085799396	0.00011723110947059467	0.00015901056758593768	0.00016300617426168174	0.0002899053506553173	0.0003040677111130208	0.00019793190585915	7.233671931317076e-05	1.963006980076898e-05	0.0007927546976134181	0.000671613437589258	0.0002509885816834867	0.00011957527749473229	8.992420771392062e-05	0.00035643394221551716	0.0003984797513112426	0.00022606119455303997	0.0001870372361736372	0.00011346284736646339	0.0001389617391396314	0.00023465383856091648	0.0002105007879436016	0.00014327961253002286	0.00024537762510590255	0.00024614876019768417	0.0013125629629939795	0.0003319316019769758
PIK3C2B	5.298324322211556e-05	4.765584890265018e-05	7.276646101672668e-06	9.593127288098913e-06	0.00010804950579768047	2.6328689273213968e-05	0.0005124732269905508	0.00021012437355238944	3.547941378201358e-05	4.222409552312456e-05	5.020832031732425e-05	0.0003565506776794791	1.1280015314696357e-05	3.8993598536762875e-06	4.4420470658224076e-05	0.00017550894699525088	0.00043337824172340333	0.0001580001408001408	2.6476720449863933e-05	1.4235268281481694e-05	1.086607517208904e-05	0.00015642598737031221	0.00014692322292830795	0.0005155196413397789	5.62779932806734e-05	1.9429257008596323e-05	9.401692659594119e-05	0.00011752584396163002	9.03192485566251e-05	1.95961201825412e-05	0.0001737846905598417	0.0011519870022311807	0.0002925405860878527
PIK3R3	9.212800796376541e-05	3.956362888857257e-06	3.1489907996729016e-05	1.0034778824774548e-05	2.9708708098041825e-05	0.00015552206605207175	0.0001589010062161833	0.00023505440913140774	3.147388997604139e-05	6.332965131150559e-05	2.1303078028722666e-05	0.00023908803996164352	5.358811904443428e-05	0.00011207169154658914	3.371058846823871e-05	0.0011532393982633948	0.0009027718333527446	0.00014590119826607406	7.76605011196807e-05	3.4099575714208186e-05	4.207148958812468e-05	0.00014134010416455567	0.00010523502714931965	7.73486044636229e-06	0.0004493957676459104	9.121358016273007e-05	7.887422543717548e-05	1.429892290616408e-05	0.00021011523494962603	0.00010862557246582583	3.33564130414743e-05	0.0008269172394648194	9.444945135328453e-06
PIK3R6	5.957109351584222e-06	5.927841266384348e-05	2.462984696194326e-07	5.646628054023495e-08	9.691878949524835e-05	6.848896418887307e-07	0.0028252468910068274	1.1208286423425307e-06	0.00021882649161852896	1.5897461480562924e-06	3.8569687887957116e-08	2.9854023523512296e-05	6.289318577046288e-08	2.9780006016721927e-08	1.9928762640120112e-07	9.63519397600976e-09	3.5839477163790434e-07	1.1336427263586302e-07	1.1985740457021166e-05	7.152346370276064e-06	2.2558667467365012e-07	1.8501200429454912e-06	0.0001691422367002815	0.00021930094226263463	1.759333834172594e-08	7.918009032437112e-06	8.564270683564246e-05	3.0076810730861325e-07	5.904451427340973e-06	1.1891154372278834e-06	1.1083877780038165e-06	0.0002462060656398535	7.242512219818309e-05
PIKFYVE	0.00016346958000212908	0.00018194141739513725	5.267785309115425e-05	7.065598765620962e-05	0.00010635330545483157	5.3208001190796494e-05	0.000327267509419471	0.00018811615882441401	0.0001730205985950306	9.395882079843432e-05	0.00023663920001126826	0.00015545461792498827	0.00012827869795728475	5.224983760854229e-05	6.6008185967803e-05	0.00023587985197082162	0.0001618652604520321	0.00028594580362550914	0.00012923900794703513	0.0003703241527546197	0.00023820775095373392	0.00014714284043293446	0.00045275234151631594	0.0007761114975437522	3.7011886888649315e-05	0.00026682112365961075	0.0003714396443683654	9.917922579916194e-05	4.895155143458396e-05	0.0001941200316650793	0.00041488069109618664	0.00013991245941724628	0.0003912986139766872
PILRA	3.7036638786958065e-06	4.841141162614804e-06	9.655544090492185e-06	8.860819775691198e-07	7.459253538399935e-05	4.553161488729529e-06	2.537046555062261e-07	1.7033802350852056e-06	0.002307113027200103	1.27145631267922e-05	4.2772376218636055e-06	3.2661068871675525e-06	1.910777882585535e-06	9.954575261872378e-07	2.3137895368563477e-06	1.5569057723041624e-05	1.8788917088841117e-07	4.344707576819928e-06	8.148629603965674e-06	3.5738025871978607e-06	2.8137492336099967e-06	2.3298966880247463e-06	4.784891984854767e-07	1.1644827281998005e-05	2.1644550542987417e-06	9.94439051282825e-06	5.71182727071573e-06	1.6406007716796012e-06	4.951019491272746e-06	9.857858458417468e-06	3.438162110569465e-08	2.277044131915318e-06	2.475383553246502e-06
PIM3	0.0018875024979934096	0.000615367665886879	0.00023668070207349956	5.916244845138863e-05	0.00014733812713529915	0.00021848872711416334	2.552934347477276e-05	0.000192563165910542	0.0002324997476534918	0.0001764169428497553	4.141930185141973e-05	8.459250966552645e-05	0.0001061865477822721	0.00019991018052678555	0.000337798148393631	5.462123590405099e-05	0.0010666067246347666	0.0016144387191161513	0.0001443104411009699	7.494441524613649e-05	0.00011677088332362473	0.0013600124511867762	0.00031689886236563325	0.0003232181188650429	0.00032792528509162366	0.00022755326062906533	0.00037091871490702033	0.00011950695625273511	0.000420871569076553	0.00019040795450564474	0.0006564967334270477	0.00022990700381342322	0.00017008699069265276
PITPNC1	0.00012211629655212164	1.422994591848692e-05	7.337860006373376e-05	6.565215153386816e-05	0.0001869926054496318	5.453438643598929e-05	9.650507854530588e-05	0.00011444202391430736	5.3977779316483065e-05	2.914067590609193e-05	5.369490827433765e-05	0.0002473141939844936	2.754872912191786e-05	1.0541407391428947e-05	3.4716209484031424e-05	2.072388815577142e-05	0.0003721368848346174	8.947074820753187e-05	6.44600804662332e-05	0.00018189477850683033	2.57543106272351e-05	0.0001380940229864791	0.0007092778687365353	4.615770012605935e-05	9.871124348137528e-06	6.965588545426726e-05	0.0013720080023631454	5.537763627216918e-06	4.907831680611707e-05	2.216350367234554e-05	0.0006846095202490687	0.00039371984894387424	0.00013742894225288182
PKD1	0.00013589538866654038	4.481896394281648e-05	0.0001431093696737662	0.00016939679335337132	8.523875294486061e-05	0.00011550159979378805	0.00017413492605555803	0.00012742872058879584	9.97785828076303e-05	6.813056825194508e-05	0.0012236321344971657	0.00017481537361163646	0.00019453260756563395	3.1518444302491844e-05	0.00012835959205403924	0.00035795519943349063	0.00016724475426599383	5.11575817654375e-05	0.00012257628259249032	8.019038796192035e-05	0.0006373124197125435	0.00018995985738001764	0.0004634700308088213	8.923342829803005e-05	0.00013616972137242556	0.00026371516287326813	0.0001406226510880515	0.0001648070028750226	5.255504584056325e-05	0.00019115887698717415	0.00020194414537400007	0.00030051590874791145	0.0010471285786479712
PKIB	1.138764218922006e-06	0.0002944325387943536	4.679653102357406e-06	5.626062034025381e-07	0.0004880212072748691	9.20359707379248e-06	1.0477423728616486e-07	4.7752864702488296e-06	0.0001816351868910715	1.641514359107532e-06	2.3609079562447732e-06	1.822536432882771e-06	6.533552436849277e-07	0.00011651836393866688	2.3293356207432225e-05	0.003088470548391342	8.347665243491065e-06	3.6575354442902608e-06	5.560332283494063e-06	2.6397126475785626e-06	7.573236189273302e-07	1.7572365607065876e-07	9.1779963895533e-07	9.359162049804581e-07	0.001913775922730565	1.0478306649019942e-05	6.715896688547218e-06	2.4857703806446807e-07	3.476847496131086e-06	2.675519453987363e-06	8.58106545820192e-07	9.201161788041645e-08	1.5839390243854723e-06
PKIG	1.9030407202080823e-05	0.0001331010862486437	0.001263462589122355	0.0007993075996637344	2.5607696443330497e-05	1.1100492883997504e-05	0.0006155645241960883	0.00022720065317116678	1.2216238246764988e-05	5.5904329201439396e-05	0.0003441682201810181	1.2630475794139784e-05	0.0009426658507436514	0.000555498874746263	0.0006547634257003665	0.0005412219907157123	0.0002886734146159142	7.199855076578388e-07	8.181267185136676e-05	0.0001570423337398097	0.00013370360829867423	0.00023552897619083524	4.76175910080201e-06	0.0014940276741981506	0.00021471513900905848	3.526879663695581e-05	7.638915121788159e-06	0.0001203481515403837	7.702744187554345e-05	7.969308353494853e-05	3.0101678021310363e-06	0.0007688957848586142	0.0001313768298132345
PKMYT1	1.9582112145144492e-06	1.8829437919976044e-07	1.2360753487428155e-07	7.277823499407532e-08	9.174045771942474e-07	0.003228942397981882	6.340226832435292e-08	1.0682770152925514e-06	1.788569647942495e-06	2.2917177489034657e-07	1.6268512581518735e-07	0.0004418657917995006	6.734308755085294e-08	5.91656430515286e-07	1.2306335293033044e-06	6.05498442496355e-08	2.831297251759679e-06	1.5636707075827871e-06	7.891634595580399e-06	2.81670054391725e-06	3.6028063732373994e-07	2.149426308051261e-07	1.4309420066638268e-06	5.93384402236552e-06	1.4540126358042471e-05	0.00022232970513869077	5.460640295495978e-07	2.6188791935055633e-07	3.1834924811846577e-06	1.1718735777321854e-06	3.441309459617514e-08	9.691303404224527e-08	2.9011473543505417e-06
PKN3	6.059837687644176e-06	6.6728503043123055e-06	7.1359932007908355e-06	6.055536232452141e-06	3.6564235870173434e-06	0.00014278489106800407	2.708538318074716e-07	0.0003898708673659712	1.0428146879348787e-06	3.7112581594556104e-06	1.546408202557359e-05	9.661755939305294e-06	1.4444204055052978e-07	0.00011558784171938896	2.2454149075201713e-05	0.00034725337172858417	0.0008847704157233238	5.086262717668433e-06	9.133692401519511e-06	2.3020638764137402e-05	5.307232640916482e-06	0.00014900632959324867	7.225029548862949e-05	9.630652129999362e-06	8.101584535324946e-05	2.9118133170413785e-05	1.9661030819406733e-05	1.3014711839787196e-05	3.124811337329447e-05	4.439326403371524e-06	1.3393203516898211e-05	0.0010497055482119322	0.028861721977591515
PKP4	1.2174521543784067e-05	2.455205139995087e-05	3.180207932018675e-05	6.192737782839686e-05	6.893662794027478e-05	0.00014764058869332075	6.976455915719271e-05	0.00037870879168622196	3.6571480450220406e-05	1.8363627532380633e-05	0.0001731505326461047	0.0004680535930674523	4.576049104798585e-05	0.00010276727698510513	2.1731433662353083e-05	0.0007832063129171729	0.0017074227798730135	2.6896608687820844e-05	2.894783938245382e-05	5.262830381980166e-05	0.00014793103036936373	0.0018141523469239473	3.8364585634553805e-05	3.445747643127106e-05	0.00016663716814946383	7.549360452685505e-05	2.898971433751285e-05	0.0007959199720062315	0.00019162088574375957	2.1564543203567155e-05	8.859476656652987e-05	0.0010737155098468065	0.0001654235238675028
PLA2G15	4.3162977817701176e-05	6.446709448937327e-05	3.0320361474878155e-05	0.00029012648155912757	5.5047614296199754e-05	6.568303797394037e-05	4.028212060802616e-05	3.590117194107734e-05	0.000760131748393178	6.022526213200763e-05	0.00030372082255780697	1.0125415428774431e-05	9.044594480656087e-05	5.117998625792097e-06	2.2761994841857813e-05	7.034576265141368e-05	0.0001259933487745002	0.00017281933105550706	0.00010632467456161976	1.4108980394667014e-05	0.00010125828703166917	0.0001274551177630201	0.00013156297791283578	0.00011846733832499012	5.594576941803098e-05	6.883825699333102e-05	0.00011074655049014837	0.0001103678296203725	5.645023520628456e-06	0.00018730707233771682	0.00013117166236042976	0.00022520509082823992	4.437411917024292e-06
PLA2G16	0.0002010034368140623	0.0006028637290000916	0.0004624851862899959	0.0003726477734744549	0.0001804512576200068	0.00024254257732536644	0.00011963255383307114	0.000417268427554518	0.00012631215213332325	0.00011826495756395161	0.00010842243500519544	0.00022221292601898313	0.0001264956663362682	0.000893294985871762	3.6896217352477834e-05	0.0007381910108961165	0.0007106887060217559	0.0003012630913872272	0.0002527514297980815	0.00043556091259233654	0.00026788219111040235	0.0007558860816061497	0.0009345432627014816	1.7434147594030946e-05	0.0016950489953160286	0.0001715096877887845	0.0008616833365522325	0.0004328824579715729	0.00012630861601792276	0.00012667210830841213	0.00010228173778159544	0.00014190911315381527	0.00012866107863374054
PLA2G7	1.82415317340201e-06	6.724118861711759e-07	2.5775575522857253e-06	2.9960287406538555e-07	3.933146217605099e-06	2.92541784574496e-07	5.7610211712244563e-08	1.091875901693129e-06	0.0015210264828056097	2.3946070086822147e-06	1.7572127717357944e-06	6.792029694224766e-07	9.471858675169642e-07	3.2366628147428855e-05	0.00013022669008933008	2.8263457352295518e-08	7.262251244810614e-08	9.129552722697554e-07	5.142409918335034e-06	2.185219955208595e-06	1.1944868674618192e-05	1.7921466621828586e-07	5.987919138306097e-08	4.914093310048884e-08	2.070524033115362e-06	3.933917923859553e-06	1.679441794522063e-07	0.00014582076983060688	2.451241243761615e-06	7.193084456957877e-07	1.556741224817415e-08	3.659716085735454e-08	1.457036660212907e-06
PLAC8	2.087399479933083e-05	0.002336575649678707	8.572311003263167e-07	2.3668070525673102e-07	0.0033164238557219505	9.257488272851333e-06	2.225912339781644e-06	1.2569875252665952e-05	0.0001089942961698398	2.172142376366537e-05	1.2293557460907323e-07	1.4763103536097333e-05	1.1217270667884804e-07	2.5453732632740866e-07	4.088130026502768e-06	1.2779806013440975e-07	5.384273435993236e-07	4.4886110117658973e-07	7.731293590040877e-05	6.0335347370710224e-05	1.2324194358370733e-06	8.060536629272974e-07	2.4943588869064115e-05	0.0006990438560023904	2.2857041415136337e-07	3.46541237377096e-05	0.0002660750178620219	1.2461907772376435e-06	1.479521506553283e-05	2.6518144295550883e-05	0.0004057203186675906	5.326954806150752e-07	1.4731791452504694e-05
PLAC9	2.8934227884747088e-05	7.1434387791669e-06	0.0021788289304822683	0.0011879407102242112	6.515490440506255e-06	9.080072231881786e-06	4.191413154330803e-06	0.00014909777382854372	5.54901703253563e-07	1.6152652051459881e-06	0.0002943689178209752	1.9099870769423433e-05	0.0022878453601151705	1.486089331592666e-06	0.0001516604534117505	2.411972843674448e-07	5.951283674221486e-05	2.508078978280537e-06	4.2219024180667475e-05	0.00014307785022538155	0.0024644318036735058	0.0002081252750940621	8.862668323672551e-07	2.2024901227268856e-06	1.263236413251434e-06	3.986747469753027e-05	3.1377799132314976e-06	8.67160088091623e-06	3.4660944947972894e-05	6.832560302427737e-06	3.00540136777272e-06	1.2084302397852298e-05	4.849664765060879e-05
PLAGL1	0.00023100154066924006	0.00029351390548981726	0.00026290901587344706	0.0001730381918605417	0.00018451048526912928	2.883121487684548e-05	0.0002717091701924801	3.129476317553781e-05	0.00015034990792628378	8.79733943293104e-06	0.0008119948906823993	3.2090829336084425e-05	0.0002743240911513567	2.5422337785130367e-05	7.981832459336147e-05	7.982363968039863e-06	7.317258132388815e-05	0.00027150168898515403	6.620258500333875e-05	0.0001603945711394772	0.002520553767681122	0.00012548176164273173	0.00012826976308133453	0.0001062225055648014	8.342304681718815e-06	4.9386471800971776e-05	1.90395785466535e-05	0.00026133557548746467	1.9494977095746435e-05	2.5347824703203514e-05	2.44186903728405e-05	4.568182703224011e-05	0.0002771707368083298
PLAT	1.3934189155406784e-05	5.450042408483569e-07	0.00018550084496382624	0.00018727594579104334	1.4365541574079543e-06	1.0497002733700356e-07	0.0005266437074169517	8.276841253973544e-05	4.957723831466865e-07	6.539223250001669e-06	0.0004604774876497686	4.673438979807543e-06	8.002489630598575e-05	1.021013486024458e-05	7.92889386502793e-06	0.0030531652737408876	0.00042978438432328403	4.401912519824691e-05	8.445790626865346e-06	3.8418634176196065e-06	1.3449001926346682e-05	0.0009162253118120134	6.082259460526984e-06	3.979671134857199e-07	5.13603663421236e-05	3.5395485156186623e-06	2.6905895538220648e-06	0.0002659100282471627	2.2449887183029205e-05	1.7941072201210773e-06	1.2728807632811368e-05	0.00010163231490878388	3.781815166803426e-06
PLAU	3.4235425118822604e-05	3.398383705643937e-05	6.22081061010249e-05	0.0007750904769636691	2.8799007850466296e-05	3.4255335776833817e-06	1.2006336874037515e-05	6.587298412341624e-05	0.0005807932466268539	7.879551162659482e-07	0.00153727934230119	2.1242743969196454e-05	0.00010051110439235345	3.711312217546947e-07	4.492963398661232e-06	7.458749564648315e-07	4.805875869351439e-05	1.2154907381045632e-05	1.685893403191585e-05	1.1596706826821901e-05	3.293486952316016e-05	4.7533253564324696e-06	2.267203490191605e-05	2.3971149403223535e-06	4.789927174897457e-07	3.117536834906787e-05	1.5553798220935278e-05	0.00017838261555880308	5.6843337006284855e-06	2.4226608275057515e-06	5.264030846774403e-07	0.00019214196072425693	2.447471342748031e-05
PLAUR	0.00023303378839045763	0.00014434235345106572	9.304084960604087e-05	0.0004990310408174992	0.00031613654573448	1.2896851330879144e-05	0.00016680170665495098	8.162830636138096e-05	0.0019414924317970872	3.4603675885591656e-05	0.000408591004088521	8.96760102477856e-05	1.6911841157707386e-05	3.9828064473113045e-05	1.0346897397539578e-05	4.1390489059267566e-05	2.1774874767288566e-05	8.747807441977784e-06	4.914559031021781e-05	2.282802597619593e-05	1.1955562513321638e-05	3.0499104468617588e-05	3.083833462369512e-06	3.839916189463111e-06	9.091749234357849e-05	6.75810151733458e-05	2.0342273273854516e-05	1.0255614142806735e-05	2.9795388400088996e-05	4.1768311348278075e-05	3.3391977922292426e-05	7.474610902136192e-05	6.360399856930599e-05
PLBD1	5.206184596318053e-06	6.980527541600168e-05	0.000654134782962501	0.0001751458621583879	0.0009165194351226091	4.822991832043044e-05	7.572973004243977e-07	3.640669092419557e-05	0.001173182507045567	2.313353616045788e-05	0.00011761987843783572	6.340883555822074e-05	0.0001517747004982084	0.0001153542471001856	2.8168289645691402e-05	0.0005110664060339332	3.218777783331461e-05	1.1612013395279064e-06	2.2880290998728015e-05	0.00010953347373288125	0.002052151598036289	5.5008622439345345e-05	2.1619937342620688e-06	1.7349573681713082e-05	0.0002954683732241392	0.0006294822669588029	4.2405049498484004e-06	0.00020200552535243332	2.0302299162722193e-05	5.7426339481025934e-05	1.1466780733826454e-06	1.0428372661408503e-05	1.1431101484049577e-05
