Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23
HSPB6	1.1302871826046612e-05	2.277300609421218e-06	6.042534437256109e-07	2.416844381514238e-06	0.0024384483695030212	0.0001452098658774048	1.0763499602717275e-07	5.033079446548072e-07	5.143500402482459e-06	2.7842176564263355e-07	2.5766647013369948e-05	3.7344099837355316e-05	1.3255963722258457e-06	1.805419515221729e-06	0.0001972692843992263	2.613276421925548e-07	1.0845885753951734e-06	0.0018440455896779895	4.213499778416008e-06	8.569011697545648e-06	0.00012996047735214233	1.316045927524101e-05	8.017028108042723e-07
HSPD1	0.0002036685182247311	0.00033319040085189044	0.0003399898996576667	0.0003935799759346992	0.00036425981670618057	0.0002296224411111325	0.00041819477337412536	0.0004508861165959388	0.0014014913467690349	0.00023273268016055226	0.00020792563736904413	0.000209086065297015	0.0005556215764954686	0.00019474283908493817	0.001294872723519802	0.00032650274806655943	0.00038248286000452936	0.0003313773777335882	0.00029585938318632543	0.0008158484124578536	0.0001719799474813044	0.0005518750986084342	0.0005387587007135153
HSPE1	0.0003398184198886156	0.0004239521804265678	0.0006525911157950759	0.0005086510209366679	0.0002543471928220242	0.00020601655705831945	0.0007967713754624128	0.000551160890609026	0.0026488075964152813	0.0003545000508893281	0.00046199289499782026	0.000294829485937953	0.0006771509069949389	0.00018737172649707645	0.0015776189975440502	0.00033831552718766034	0.0006927819340489805	0.0002960995479952544	0.0005596887203864753	0.0009578682365827262	0.0002571340883150697	0.0004876991151832044	0.0007776102283969522
HSPG2	0.00011434935731813312	1.921606599353254e-05	2.8571887469297508e-06	3.0384044293896295e-06	7.86064556450583e-05	0.0001183918648166582	4.31211810791865e-06	1.131528506448376e-06	3.134121470793616e-06	5.4674907005392015e-05	3.5882621887139976e-05	9.450089419260621e-05	2.8733472845487995e-06	0.0030791095923632383	1.6439960745628923e-05	1.1746440122806234e-06	1.2667691180467955e-06	0.0002859913220163435	1.245602106791921e-05	7.568246928713052e-06	0.0007778503932058811	0.00010110319271916524	8.024762792047113e-06
HTRA1	1.2503481229941826e-05	2.347066811125842e-06	2.8245080102351494e-05	1.6063530665633152e-06	3.6837162042502314e-05	0.00011903326230822131	4.135444839903357e-07	6.553607363457559e-06	5.867315735486045e-07	1.1336690022289986e-06	0.00013421247422229499	6.947882502572611e-05	8.642713510198519e-06	0.0003831418289337307	5.0856469897553325e-06	0.00011815955076599494	6.278869932430098e-06	0.0011813587043434381	1.4301496776170097e-05	6.430150278902147e-06	0.0012748686131089926	0.00011751238344004378	2.0964664145139977e-05
HTRA3	7.700422429479659e-06	2.1025959995313315e-06	8.525698831363115e-07	7.249150257848669e-07	1.2301741207920713e-06	8.424422412645072e-05	7.117620981489381e-08	5.320808327269333e-07	5.70810641420394e-07	1.9873847634244157e-07	1.847370913310442e-05	1.6726273315725848e-05	1.1286822143574682e-07	1.2318048902670853e-05	5.813795269205002e-06	1.489856231273734e-06	3.585635681702115e-07	0.0003925421624444425	3.4712645629042527e-06	7.602437221976288e-07	0.0013740778667852283	5.3247003961587325e-06	1.0249035540255136e-06
HVCN1	0.00012433555093593895	2.823843487931299e-06	0.00019698358664754778	0.002533222548663616	0.00013188988668844104	0.00012886057083960623	3.593231667764485e-07	7.856557931518182e-05	1.9277736100775655e-06	7.62149938964285e-05	3.437406485318206e-05	0.00010093825403600931	5.313646761351265e-05	7.913356239441782e-05	4.99802717968123e-06	0.0002485899312887341	8.460409299004823e-05	8.183918544091284e-05	0.0003682824899442494	2.0727073206217028e-05	2.4655908418935724e-05	4.335968696977943e-05	1.094590697903186e-05
HYAL2	7.861165795475245e-05	2.8369669962557964e-05	3.769864997593686e-05	1.6649548342684284e-05	5.529378177016042e-05	0.00014719704631716013	9.063368634087965e-05	7.33042406864115e-06	5.470163523568772e-05	2.431710163364187e-05	4.143429396208376e-05	3.204130189260468e-05	1.7139271221822128e-05	0.002064984757453203	6.901448068674654e-05	6.0385282267816365e-05	3.505603672238067e-05	0.00012421747669577599	2.0893978216918185e-05	5.7002220273716375e-05	0.0001630296465009451	0.00039825684507377446	2.8816433768952265e-05
HYI	0.0005614216788671911	0.0009055737173184752	4.659265323425643e-05	0.0001073578096111305	0.0006521145114675164	0.0002467356389388442	0.0009947809157893062	0.0001227862958330661	0.0012026027543470263	0.0007343908655457199	0.0016026090597733855	0.0002731166605371982	0.00028727855533361435	0.00011114858352812007	0.000553369231056422	8.95252960617654e-05	3.31120754708536e-05	0.0008911471231840551	0.0003941355971619487	0.00033427830203436315	0.00032863704836927354	0.0003711956087499857	0.0002526860043872148
ICA1	0.00027993033290840685	7.953549356898293e-06	3.1029539968585595e-05	3.3347148473694688e-06	1.1883837942150421e-05	2.8312088033999316e-05	0.0014692438999190927	0.00013426666555460542	0.00024015680537559092	0.0001253041555173695	8.735067240195349e-05	4.220167102175765e-05	9.257255442207679e-05	0.0006400808924809098	7.721231668256223e-05	0.00010682231368264183	6.851779289718252e-06	1.7314246179012116e-06	6.737308467563707e-06	4.1218379919882864e-05	5.9463018260430545e-06	0.0004134408081881702	0.0019248388707637787
ICAM1	0.00010362776811234653	0.00021039837156422436	8.878784137777984e-05	0.00015892782539594918	4.141895624343306e-05	0.0003953542618546635	6.135052535682917e-05	0.00012170722766313702	0.00010820631723618135	0.00023893093748483807	0.0001569709274917841	8.393674215767533e-05	7.824207568774e-05	0.00030197229352779686	5.226228677202016e-05	0.0006342451670207083	0.00012001349386991933	0.00017634699179325253	0.0005242764600552619	2.5738794647622854e-05	0.00013775342085864395	0.0005396794294938445	0.0002981957804877311
ICAM2	0.0002704547659959644	0.0010450679110363126	9.889512148220092e-05	0.00026276864809915423	0.00013251251948531717	5.1089999033138156e-05	7.381999580502452e-07	0.0003190673887729645	2.1293285499268677e-06	4.6871988161001354e-05	0.00010146431304747239	0.00025917156017385423	0.0009433020604774356	0.0011468376033008099	1.1321931197016966e-05	7.620386895723641e-05	0.00032483672839589417	4.823110884899506e-06	0.0007504326640628278	4.433863432495855e-05	2.8330648547125747e-06	0.0007276930846273899	0.0003206766559742391
ID1	6.354095239657909e-05	1.815459836507216e-05	8.09728771855589e-06	3.928591013391269e-06	8.099387923721224e-05	1.97942372324178e-05	3.982196176366415e-06	3.1449123980564764e-06	1.4290143553807866e-05	2.762311396509176e-06	0.00018179907056037337	8.746623643673956e-05	1.5805182556505315e-05	0.002242225455120206	3.126055162283592e-05	2.6784377951116767e-06	8.123598490783479e-06	4.05893697461579e-05	2.4628339815535583e-05	1.9596429410739802e-05	0.0001453956647310406	0.002453210996463895	4.775628895004047e-06
ID2	0.0002409965090919286	1.9628207155619748e-05	0.0024332753382623196	2.014654455706477e-05	0.0001346640638075769	1.5399537005578168e-05	0.0005182569730095565	0.0005538274417631328	0.00032213484519161284	0.0002664602070581168	0.0008241076720878482	0.0002854374179150909	0.00033216303563676775	0.00014032170292921364	9.156074520433322e-05	0.0004252820508554578	0.0014313287101686	0.000204724827199243	0.0015856908867135644	0.00028480569017119706	7.271485810633749e-05	0.0004071096482221037	0.0003845268511213362
ID3	0.00022522284416481853	3.944135460187681e-05	0.00024489243514835835	0.0004215656081214547	0.0012018732959404588	0.000636046810541302	8.551886821805965e-06	7.076137990225106e-05	1.0264674529025797e-05	2.8251201911189128e-06	0.00023919271188788116	8.921035623643547e-05	0.00012934982078149915	0.0018795538926497102	8.138089469866827e-05	5.336787580745295e-05	5.79131992708426e-05	0.0004640489351004362	6.130843394203112e-05	6.95587441441603e-05	0.0004914393648505211	0.003852958558127284	0.0006697523640468717
ID4	1.4860183000564575e-05	7.586556876049144e-06	2.967696275391063e-07	1.4484903942957317e-07	0.0012849647318944335	0.0006977953598834574	7.00048913131468e-05	1.28470173876849e-06	2.6431830519868527e-06	4.6846801637911994e-07	6.190965905261692e-06	1.253068694495596e-05	2.734284123562247e-07	5.867379968549358e-06	0.00013360056618694216	7.582816863305197e-08	3.9624001146876253e-07	0.00012520891323219985	5.287356088956585e-06	6.795165745643317e-07	0.00014266979997046292	3.0519329357048264e-06	3.380774558081612e-07
IDH2	0.0004558708460535854	0.0012772976187989116	0.0012688490096479654	0.00028490551630966365	0.00010055220627691597	9.024460450746119e-05	0.0006195036112330854	0.0010308169294148684	0.001697094296105206	0.00017379243217874318	0.000376278068870306	0.0003689336299430579	0.00034339551348239183	0.00013576546916738153	0.000697151874192059	0.00040937020094133914	0.0010946891270577908	7.448263204423711e-05	0.00048696305020712316	0.0012704095570370555	0.00016303089796565473	0.00012871049693785608	0.000354419753421098
IDH3A	8.961727871792391e-05	0.0005025598802603781	0.0002913302159868181	0.0005378461792133749	0.00024361122632399201	0.00012499099830165505	0.00010004967043641955	0.0004763469332829118	0.0005611342494376004	0.00036950840149074793	0.00021814198407810181	6.453391688410193e-05	0.000291255593765527	0.0001701755536487326	0.0003903485485352576	0.00016524257080163807	0.00026833993615582585	0.00018243133672513068	5.801328006782569e-05	0.0002577387203928083	0.00013725008466280997	0.00040231141611002386	0.000170524392160587
IDS	0.000447270052973181	0.00026548694586381316	0.0007353932596743107	0.0006612748838961124	0.0003227833949495107	0.00024655525339767337	0.00024415281950496137	0.0013081342913210392	8.718723256606609e-05	0.0007664615986868739	0.0011381675722077489	0.0006368692265823483	0.0009126737713813782	0.00011342304787831381	0.0001150435782619752	0.0002758135669864714	0.0012717393692582846	0.00033627584343776107	0.0004398678138386458	0.00012295981287024915	0.00046107129310257733	0.00023866495757829398	0.0008308566175401211
IER3	8.046359289437532e-05	0.0001148059091065079	4.26147562393453e-05	9.44608746067388e-06	0.0006403126753866673	0.00014411461597774178	0.0012282076058909297	2.019301609834656e-05	0.0004728596832137555	0.00034253389458172023	0.000360967154847458	0.00015289551811292768	5.426958159659989e-05	0.00010196692164754495	8.977509423857555e-05	0.0015712404856458306	7.683778676437214e-05	0.00024163069610949606	0.0009953806875273585	1.4344574992719572e-05	8.177637937478721e-05	0.0006357448291964829	8.608911593910307e-05
IFI16	0.00016018842870835215	0.0001441595086362213	0.00167869683355093	0.0006377955432981253	0.0003329867613501847	0.0006047362112440169	4.912879376206547e-06	0.0012783210258930922	3.597125896703801e-06	0.00017429360013920814	0.00027021090500056744	0.0003821678110398352	0.0003415122628211975	0.0004229733895044774	3.659454159787856e-05	0.00045245213550515473	0.0007209815667010844	0.00044951075688004494	0.0004901575739495456	0.0003060677263420075	0.0004011372511740774	0.0005462567205540836	0.0003639436617959291
IFI27	0.0001067130287992768	0.0002809486468322575	0.0009280336671508849	1.6722357031540014e-05	0.0001279894495382905	0.0005264865467324853	3.952304177801125e-05	9.348386083729565e-05	0.00011049666500184685	6.515668792417273e-05	0.0001731158554321155	0.00016114668687805533	6.293749265751103e-06	0.001018765615299344	0.00020121356646995991	0.0004703623417299241	2.6710045858635567e-05	0.0003331305051688105	1.6016350855352357e-05	0.00035430447314865887	0.001186088309623301	0.002199970418587327	0.00010261746501782909
IFI27L1	0.0006283178809098899	0.0009669115534052253	0.00028313256916590035	4.589212403516285e-05	3.422727240831591e-05	0.000129942869534716	0.0002614269615150988	0.00012181539932498708	0.0004140679957345128	0.00016186435823328793	4.4723103201249614e-05	0.00019442745542619377	8.89353032107465e-05	0.00020465240231715143	0.00027336625498719513	9.088133811019361e-05	0.00013116226182319224	0.0002573342062532902	0.00018982750771101564	0.0007560023223049939	0.00018246637773700058	0.0003229666908737272	0.00035507261054590344
IFI30	6.923342880327255e-05	0.00015444058226421475	1.8672042642720044e-05	0.00021679837664123625	5.294970833347179e-06	6.591365490749013e-06	1.4802762962062843e-05	4.12780082115205e-06	0.00020035916531924158	3.8309510273393244e-05	2.2203912521945313e-05	1.3328749446372967e-05	3.6076171454624273e-06	2.2909700874151895e-06	5.3738607675768435e-05	0.0020432022865861654	2.8680069590336643e-06	6.792922249587718e-06	4.3951299630862195e-06	3.793092218984384e-06	1.0091515832755249e-05	4.760135652759345e-06	4.0723252823227085e-06
IFI35	0.0002863858826458454	0.001078951288945973	0.002940436592325568	0.00031844168552197516	0.0001436746824765578	0.00028558887424878776	0.00016915345622692257	0.0007430093246512115	0.0001448588154744357	0.00017574899538885802	0.00022313609952107072	0.00022553131566382945	0.00020435515034478158	0.00015331563190557063	2.008460978686344e-05	0.0004645667504519224	0.0006405450985766947	0.00029521051328629255	0.000626611930783838	0.00030373682966455817	0.00024174059217330068	0.00040132406866177917	0.0005025215796194971
IFI44L	5.0243990699527785e-05	1.7516262232675217e-05	0.0019132226007059216	0.0003221574588678777	2.1732563254772685e-05	0.00016421555483248085	8.582045666116755e-06	0.0008163843885995448	3.769665909203468e-06	0.00018865391029976308	4.2059782572323456e-05	5.7099292462226003e-05	3.4988082916243e-05	0.0002464459394104779	8.955911653174553e-06	0.0002670320391189307	0.00017417586059309542	2.2952735889703035e-05	7.900885248091072e-05	0.00021307556016836315	0.00025180703960359097	6.581599882338196e-05	0.00012266072735656053
IFI6	0.00016325020988006145	0.0006037881248630583	0.002774040447548032	4.989269291399978e-05	0.0001236835669260472	0.0003149611584376544	5.468709787237458e-05	0.00047322706086561084	0.00012766345753334463	7.045915845083073e-05	0.00013677497918251902	0.0003195287717971951	4.154668204137124e-05	0.00020900130039080977	0.00010961046791635454	0.0006148095126263797	0.00016362540191039443	0.00014440063387155533	9.28849185584113e-05	0.0005562289734371006	0.0005861824611201882	0.00015834822261240333	0.0003522319020703435
IFIT2	1.932815030158963e-05	1.3862854757462628e-06	0.0012343127746134996	0.00010135292541235685	2.8829528673668392e-05	0.0001225712476298213	1.551977766212076e-05	0.00016966811381280422	1.4124799236014951e-05	8.125877502607182e-05	1.5045226973597892e-05	1.2678779967245646e-05	1.5524721675319597e-05	4.826494841836393e-05	1.1368644663889427e-05	0.0005145977484062314	8.73794051585719e-05	8.633313700556755e-05	2.0023611796204932e-05	3.1829502404434606e-05	7.603043195558712e-05	3.649766949820332e-05	9.105380740948021e-06
IFIT3	3.4146924008382484e-05	1.0735099749581423e-05	0.0020659309811890125	9.912819223245606e-05	3.772181298700161e-05	0.0003570601693354547	9.286356544180308e-06	0.00021528535580728203	1.0305876458005514e-05	0.00024132622638717294	6.299121014308184e-05	2.5767487386474386e-05	1.1762464964704122e-05	0.00015843352593947202	5.515343673323514e-06	0.0005109200137667358	9.912914538290352e-05	0.00011105401063105091	2.4832484996295534e-05	9.452999074710533e-05	0.0001997229119297117	0.00010067846596939489	6.097033838159405e-05
IFITM10	2.1203835785854608e-05	2.039150103883003e-06	0.0015204544179141521	6.756658876838628e-07	0.0001013335058814846	9.382702046423219e-06	2.931079507106915e-05	1.3731317267229315e-05	4.821831225854112e-06	0.0009626696701161563	0.00022379796428140253	1.5591225746902637e-05	4.939225277666992e-07	4.696503879131342e-07	9.36479409574531e-06	0.0002407147694611922	1.6815993149066344e-05	1.5292616808437742e-06	0.0015504604671150446	7.925547834020108e-05	3.107690281467512e-05	2.3391762624669354e-06	1.6634488929412328e-05
IFITM2	0.0008033745107240975	4.6179600758478045e-05	0.003486721310764551	0.0004681134596467018	0.0013364929473027587	0.000939826772082597	8.111316128633916e-05	0.0011483848793432117	8.995054668048397e-05	0.0006745827849954367	0.0010754226241260767	0.0005367863923311234	0.0007535992772318423	0.0008208652725443244	7.253479998325929e-05	0.0004005200753454119	0.001686992822214961	0.0007797898724675179	0.0030872842762619257	0.00017102330457419157	0.0003169029951095581	0.0022825812920928	0.0008890306926332414
IFITM3	0.0001633485808270052	1.6703437722753733e-05	0.0007023965008556843	8.593947131885216e-05	0.0015892338706180453	0.001837806892581284	0.00011941823322558776	0.0002094925002893433	6.755391950719059e-05	0.000517162261530757	0.00035705315531231463	0.00029668904608115554	0.00016453351418022066	0.0011186610208824277	0.00019738191622309387	0.0006019496358931065	0.00031720695551484823	0.0013116636546328664	0.00048425793647766113	8.987085311673582e-05	0.0011818858329206705	0.0031023966148495674	0.00010450076661072671
IFNAR2	0.0006001993897370994	0.0017439104849472642	0.0006225468823686242	0.0002359261125093326	0.00011684931087074801	0.00010726301115937531	4.707852713181637e-05	0.000874229590408504	3.2203035516431555e-05	0.00027453689835965633	0.00027466737083159387	0.0002426371065666899	0.0006514510023407638	0.000260131957475096	8.09238335932605e-05	0.00030397556838579476	0.0005475467769429088	0.00011652648390736431	0.0006861934089101851	0.0001827983360271901	0.00010186318831983954	0.00023545870499219745	0.001464527565985918
IFNG	6.62938191453577e-06	2.4136040792654967e-06	0.0011906384024769068	1.0468426125953556e-06	2.2668378107937315e-07	1.4388680824595212e-07	8.580136601210597e-09	9.591396519681439e-05	3.0299098341401987e-08	3.019704081452801e-06	1.3540353393182158e-05	1.6922685972531326e-05	5.061860974819865e-06	4.9144254887778516e-08	8.272546381249413e-08	5.3645528907964035e-08	0.00027286531985737383	1.830057954066433e-07	0.00011256770812906325	2.6258578145643696e-05	4.224946437147992e-08	2.894178976475814e-07	0.000530304794665426
IFNG-AS1	5.864687045686878e-05	0.0009770672768354416	1.698543201200664e-06	0.00022909104882273823	1.4071057421460864e-06	8.117889933600964e-07	2.7711685390841012e-08	0.0003342087147757411	7.220128850349283e-08	1.858047198766144e-06	1.769143455021549e-05	0.0002756310859695077	0.0003440146683715284	1.7378590655425796e-07	2.4069646542557166e-07	1.372503390939528e-07	0.00045522706932388246	5.013986310586915e-07	0.00011701585754053667	3.3009559956553858e-06	8.815884200430446e-08	1.0031724286818644e-06	3.174663561367197e-06
IFNGR1	0.00015652271395083517	8.097853424260393e-05	9.212127770297229e-05	0.0003585872473195195	0.00031150755239650607	0.0003592189459595829	0.00012067830539308488	0.00035724553163163364	8.484499994665384e-05	0.0001475739263696596	0.0002272455458296463	0.0001548948639538139	0.0001959556102519855	0.0004189281025901437	7.633741915924475e-05	0.0008815649198368192	0.0007208947790786624	0.0005367019912227988	0.0002470733888912946	2.4848439352354035e-05	0.00018766868743114173	0.0003816122771240771	8.394801989197731e-05
IFNGR2	0.00012947637878824025	0.0005126714240759611	6.908604518685024e-06	0.001127851428464055	0.0002145359176211059	0.00026407884433865547	0.00015544377674814314	8.604601134720724e-06	0.00022378544963430613	0.0004254459054209292	0.00022458628518506885	0.0003576375893317163	0.0001949083962244913	0.00016255234368145466	0.000258529995335266	0.0012731001479551196	4.258904027665267e-06	0.0005608389619737864	1.771064125932753e-05	1.61620628205128e-05	0.0005908122402615845	0.0006251698941923678	7.351449312409386e-05
IFT57	0.00015663659723941237	0.00023085394059307873	0.00019236761727370322	0.0010107039706781507	0.0005598344141617417	0.0003047380014322698	0.00016523247177246958	0.00025567758711986244	0.00016556117043364793	8.637133578304201e-05	0.00011494315549498424	0.00017952958296518773	0.0003420062712393701	0.0002001748507609591	0.0005186906782910228	4.044194065500051e-05	0.00021805145661346614	0.0004243658622726798	0.00021784099226351827	0.0001265520986635238	0.00017418753122910857	0.0003426658222451806	0.0003017575363628566
IGF1	1.3140843293513171e-05	0.00015811588673386723	2.341561867069686e-06	5.454686288430821e-06	2.1222754185146187e-06	4.0015115700953174e-06	1.2706594532119198e-07	1.6185927051992621e-06	4.4478176164375327e-07	9.730102874527802e-07	0.00037442633765749633	0.00013109567225910723	2.802548806357663e-06	2.2279807865288603e-07	1.257933604392747e-06	0.00011743501818273216	2.317641246918356e-06	0.003462971420958638	1.5096259630809072e-05	9.204866842082993e-07	0.00025845831260085106	1.4584986274712719e-05	4.460142463358352e-06
IGF1R	1.1943384379264899e-05	1.7607736708669108e-06	3.2982231914502336e-06	3.235448457417078e-05	7.543440005974844e-05	0.00023646304907742888	0.002295486396178603	7.109218586265342e-06	0.0002079323458019644	2.2092144718044437e-06	0.00038218023837544024	4.7461086069233716e-05	7.585818821098655e-05	0.00025156751507893205	0.00018910225480794907	1.959860856004525e-05	1.2260332368896343e-05	0.0001513334718765691	8.949340553954244e-05	9.612926078261808e-06	0.00047640278353355825	8.61567459651269e-05	2.9159048153815093e-06
IGFBP2	1.9058708858210593e-05	5.4260226534097455e-06	4.671791975852102e-05	4.876147158938693e-06	0.00010556852066656575	0.0004922263324260712	0.0003949354577343911	1.2261637493793387e-05	0.0003262610989622772	5.392000730353175e-06	7.5064172051497735e-06	7.5079110501974355e-06	3.641937155407504e-06	0.00043533986900001764	8.312769932672381e-05	2.1763928543805378e-06	3.5982844565296546e-05	0.0001431862183380872	0.0004680258280131966	6.946890061954036e-05	1.3608677363663446e-05	0.0002408291766187176	9.721671631268691e-06
IGFBP3	2.1685542378691025e-05	4.885175258095842e-06	5.243556188361254e-06	2.9453140086843632e-06	1.4220761840988416e-05	2.834849692590069e-05	1.770982453308534e-05	1.3967545783089008e-05	2.9830462153768167e-05	1.8425602320348844e-05	6.0703536291839555e-05	1.7346070308121853e-05	5.107701872475445e-05	0.0006901477463543415	1.2214188245707192e-05	2.7274518288322724e-07	6.262779788812622e-05	0.0006550043472088873	7.032392659311881e-06	4.400151738082059e-06	0.00042729798587970436	6.459745054598898e-05	3.265990699219401e-06
IGFBP4	2.4569706511101685e-05	3.4407132716296474e-06	2.307555405423045e-05	1.1063181773351971e-05	0.0003113574057351798	0.0005971956416033208	3.885150727001019e-05	5.295558730722405e-05	4.327493661548942e-05	2.2193416953086853e-06	0.00010607537114992738	2.2254695068113506e-05	4.387392255011946e-05	0.0006487612845376134	2.3851433070376515e-05	2.5386098059243523e-05	2.9194903618190438e-05	0.002988544525578618	5.553389564738609e-05	1.6136122212628834e-05	0.0011161603033542633	0.0009237451595254242	0.00011914542119484395
IGFBP5	1.7241487512364984e-05	5.539648100238992e-06	4.98422241435037e-06	6.605707767448621e-06	0.0014607134507969022	0.00026074782363139093	0.00014499574899673462	8.633445759187452e-06	0.00010837295849341899	3.3385599635948893e-06	0.00012659608910325915	4.586594513966702e-05	5.704435352527071e-06	0.00022268304019235075	2.9200113203842193e-05	6.185510414979944e-07	7.26995767763583e-06	0.00022960180649533868	5.40445898877806e-06	2.0308932562329574e-06	0.0004209622857160866	2.759635026450269e-05	2.0020546799059957e-05
IGFBP6	5.336721733328886e-05	9.709664482215885e-06	1.4657420251751319e-05	1.7478216705058003e-06	0.00017704241327010095	0.00012479498400352895	1.777623424459307e-06	7.12516612111358e-06	2.7578757908486295e-06	1.2038494787702803e-06	0.00018684040696825832	5.571651126956567e-05	1.528726534161251e-05	2.599427170935087e-05	6.012851827108534e-06	1.1713931371559738e-06	2.9846873076166958e-05	0.0015408904291689396	3.203512460459024e-05	4.118766355531989e-06	0.00035865826066583395	7.24982819519937e-05	1.4338812661662814e-06
IGFBP7	3.685167757794261e-05	5.150250217411667e-06	2.69346492132172e-06	3.513026740620262e-06	0.0014283928321674466	0.0030426986049860716	6.993818146838748e-07	2.3234740638145013e-06	1.4280182085713022e-06	2.4430269149888773e-06	8.709199755685404e-05	5.352782318368554e-05	2.378448925810517e-06	0.0015511041274294257	6.948700047360035e-06	5.7414536058786325e-06	3.4765985219564755e-06	0.0009349321480840445	6.872278754599392e-05	4.033284312754404e-06	0.00043703566188924015	0.0015413662185892463	2.0954373667336768e-06
IGFLR1	0.0002453019842505455	0.0005185070913285017	0.001755528268404305	0.0003732713812496513	1.3764629329671152e-06	9.064337405106926e-07	1.8118545312972856e-06	0.0007747179479338229	5.872717792954063e-06	0.0006152108544483781	0.00017540909175295383	0.0005366120021790266	0.0003245048865210265	1.6853605302458163e-06	4.590466232912149e-06	0.0004127731081098318	0.0002843785041477531	3.1661656976211816e-06	0.0006076821009628475	7.217571692308411e-05	4.311405518819811e-06	1.0756306437542662e-05	0.0016858476446941495
IGHA1	6.048584964446491e-06	0.0027036007959395647	7.518977326981258e-06	5.224990673013963e-05	5.529115583158273e-07	1.1306850865366869e-05	4.208880852729635e-07	5.805916316603543e-06	7.378081363640376e-07	4.703870217781514e-06	9.927440260071307e-06	7.154039849410765e-06	6.143312475614948e-06	1.2475719586291234e-06	2.341373601666419e-06	1.2076027360308217e-06	7.935802386782598e-06	3.0659257390652783e-06	2.996683724632021e-05	1.8306672018297832e-06	6.374253302965371e-07	4.620720574166626e-06	3.412107162148459e-06
IGHA2	3.2979328352666926e-06	0.0020611323416233063	3.269749868195504e-06	1.6660147593938746e-05	1.4319041952148837e-07	5.543377938010963e-06	2.573225970081694e-07	1.454022026337043e-06	2.7688791703894822e-08	6.890210215715342e-07	1.5467789125978015e-05	4.1063078242586926e-05	2.701245421121712e-06	3.9513901128884754e-07	3.42127736985276e-06	4.2265764221838253e-08	1.7250098380827694e-06	7.842049285500252e-07	1.943266579473857e-05	6.879174918594799e-08	1.6697158855549787e-07	1.130066948462627e-06	1.3865280834579607e-06
IGHD	5.606932973023504e-06	9.233886885340326e-06	1.2232153778768406e-07	0.0023328610695898533	7.644754873581405e-07	7.724059258862326e-08	1.304967778281707e-08	5.191967602513614e-07	2.0794473698515503e-08	4.1996761979135044e-07	1.538918354526686e-06	8.858487490215339e-06	1.707634424974458e-07	7.458712758534602e-08	1.0136830042029032e-07	3.270659121312747e-08	3.550718190581392e-07	1.2627772605355858e-07	2.0085294636373874e-06	1.4562145622676326e-07	4.681763243752357e-08	2.9055743766548403e-07	1.3270398824261065e-07
IGHG1	7.495635509258136e-05	0.007611241657286882	1.8837812604033388e-05	3.417418338358402e-05	1.951827925950056e-07	1.0748981367214583e-05	4.6196106495699496e-07	1.2664252608374227e-05	9.840437087405007e-07	8.28897645988036e-06	2.472538653819356e-06	0.00010247879981761798	8.536506356904283e-06	2.3101461010810453e-06	1.990143800867372e-06	2.878098939618212e-06	1.2098823390260804e-05	2.73363730229903e-06	0.00012423950829543173	7.73364445194602e-06	2.2436034896600177e-07	4.2220763134537265e-06	1.6669426258886233e-05
IGHG2	6.600667984457687e-05	0.00452891830354929	1.2343733942543622e-05	3.153009674861096e-05	1.5891163229753147e-07	8.815354703983758e-06	3.1184708859655075e-07	6.721593763359124e-06	9.520958315079042e-07	7.090247891028412e-06	2.1396949705376755e-06	6.239212962100282e-05	5.182163477002177e-06	1.170571408692922e-06	1.5349587556556799e-06	1.2289856385905296e-06	4.960314981872216e-06	2.500325763321598e-06	9.965604840544984e-05	2.240609092041268e-06	1.93206261656087e-07	7.734402061032597e-07	6.531305189128034e-06
IGHG3	2.1353595002437942e-05	0.006360087543725967	1.5447503756149672e-05	4.561522291623987e-05	1.7038919963852095e-07	5.1910710681113414e-06	4.299010640806955e-07	2.131688415829558e-05	1.971397978195455e-07	9.956898793461733e-06	5.2114096433797386e-06	7.696299871895462e-05	1.0728182132879738e-05	7.087895710355951e-07	2.6816337594937067e-06	1.798630137272994e-06	1.9991837689303793e-05	4.635346158465836e-06	6.383298023138195e-05	6.0581623984035105e-06	4.894420868595262e-08	3.2880509479582543e-06	1.964312650670763e-05
IGHG4	5.4996264225337654e-05	0.005445854738354683	1.6606303688604385e-05	2.8013342671329156e-05	2.0293953184591373e-07	5.546493412111886e-06	6.047192186997563e-07	1.649177102081012e-05	3.6910391827404965e-06	1.537316529720556e-05	1.5108022353160777e-06	5.689215686288662e-05	1.644024086999707e-05	2.4938822207332123e-06	2.1943947103864048e-06	1.758237999638368e-06	1.601275107532274e-05	1.660745510889683e-06	0.00015273028111550957	6.486377969849855e-06	6.794476234972535e-07	4.82426685266546e-07	2.6961071853293106e-05
IGHGP	5.3395211580209434e-05	0.003591582179069519	3.2867745858311537e-07	5.329424766387092e-06	1.4459381247888814e-07	1.742855033626256e-06	9.611772711082267e-09	6.070339964026061e-07	1.8609116025913863e-08	1.8897454765465227e-06	1.1334786904626526e-06	1.2844572665926535e-05	7.18615495998165e-08	3.1817837253811376e-08	5.717326345688889e-08	5.230129431765818e-07	1.6989412188195274e-07	1.9243937288138113e-07	4.784411794389598e-05	8.020422370691449e-08	3.421409289217081e-08	1.8143572333428892e-07	1.1113951359220664e-07
