Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15
FERMT2	0.001024105353280902	0.0008571004145778716	6.974864390940638e-06	0.0007341673481278121	1.0208953426626977e-05	2.35121842706576e-05	0.00012400817649904639	1.1046428880945314e-05	2.9285613436513813e-06	0.00022514323063660413	2.6897434963757405e-06	7.548450957983732e-05	2.8523203582153656e-05	0.0005768981063738465	5.596186383627355e-06
FEZ1	0.00040942069608718157	0.00045169133227318525	3.2358814223698573e-06	0.0012133893324062228	0.0001827679661801085	1.0094567187479697e-05	4.756935595651157e-06	7.178534815466264e-06	3.461611868260661e-06	1.3079628843115643e-05	6.974594271014212e-07	4.995685230824165e-06	1.4164658068693825e-06	9.110444807447493e-06	1.8261830518895295e-06
FGD2	2.6709852818385116e-07	8.973967737802013e-07	4.295055623515509e-05	7.997175544005586e-07	3.442825982347131e-05	4.119379184430727e-07	0.0003477951104287058	0.000489802798256278	5.8199339036946185e-06	5.824110758112511e-07	0.001689918339252472	0.0008972268551588058	1.4543324766691512e-07	7.171206561906729e-07	0.00015795155195519328
FGD5	8.496127702528611e-05	0.00012961197353433818	7.272822131199064e-07	2.2476922367786756e-06	3.68795980421055e-07	3.364259100635536e-06	1.246476017513487e-06	0.000131063541630283	3.002355128955969e-07	7.3863657235051505e-06	3.697607837693795e-07	1.9174882254446857e-05	2.8575070700753713e-06	0.0015234084567055106	1.5869740082052886e-06
FGF7	0.0011857011122629046	0.000580960710067302	2.2912893200555118e-06	0.0003410855424590409	6.932560154382372e-06	6.4975574787240475e-06	2.295959802722791e-06	1.4331109241538798e-06	3.4740162391244667e-06	2.74160902336007e-06	5.43122132512508e-06	1.46652212151821e-06	5.8818682191486005e-06	1.6021224382711807e-06	6.5438948695373256e-06
FGFR1	0.000779212627094239	0.0012579368194565177	5.508615868166089e-05	7.79880429035984e-05	2.5867047952488065e-05	8.498826900904533e-06	2.138043328159256e-06	1.5102098586794455e-05	7.636659574927762e-05	3.746337097254582e-05	2.012081267821486e-06	1.4321927665150724e-05	2.0670400772360153e-05	0.00036639164318330586	8.782705663179513e-06
FGL2	0.00017027462308760732	3.4816242987290025e-05	0.0001370747049804777	4.4388798414729536e-05	3.0052646252443083e-05	1.0918876114374143e-06	1.3857815247320104e-05	0.0011618254939094186	2.4855835363268852e-05	3.6029691727890167e-06	6.340807885862887e-05	0.0018394325161352754	3.953792315769533e-07	3.888575520250015e-05	5.496475569088943e-05
FGR	2.7507397248882626e-07	2.4148130250978284e-06	8.086069101409521e-06	3.85005751013523e-06	0.0008387711714021862	5.077761670690961e-06	1.0287399163644295e-05	0.0008158183773048222	8.642246029921807e-06	4.34182538811001e-06	0.0003402290749363601	0.002633228898048401	2.2257557930061012e-07	0.00011630362860159948	1.386603571518208e-06
FHL1	0.0005900586256757379	0.0003704609698615968	2.195861998188775e-05	0.0015582505147904158	3.0953928217059e-05	2.9940152671770193e-05	0.00023378960031550378	1.1083349818363786e-05	0.00023620818683411926	7.808891677996144e-05	5.530221824301407e-05	2.091118585667573e-05	1.1602663789744838e-06	0.00018542399629950523	3.160488267894834e-05
FHL2	0.0006057090940885246	0.0004131151654291898	1.3424432836472988e-05	0.0008078658138401806	5.661976501869503e-06	0.00040842301677912474	2.850284545274917e-06	2.193592536059441e-06	6.0142237998661585e-06	0.00044985333806835115	4.947337856719969e-06	4.940026428812416e-06	0.0006418027332983911	1.15999891932006e-05	1.3457353816193063e-05
FHL3	0.0005050788749940693	0.0005269435350783169	0.0005021598772145808	0.0006433890666812658	0.00027927689370699227	9.596016752766445e-05	0.000516937579959631	0.0004106203850824386	6.516541907330975e-05	0.00022830809757579118	7.308289241336752e-06	0.0012670375872403383	1.1792292752943467e-05	0.0003452191303949803	4.8290534323314205e-05
FHL5	0.00019108115520793945	6.985018785599095e-08	1.614192655097213e-07	0.001483806874603033	1.5667303898680984e-07	6.464501467462469e-08	1.398814561071049e-06	8.186304967239266e-08	7.083907860305771e-08	1.74976321432041e-07	4.058333047396445e-07	3.242759021304664e-07	3.1644429299149124e-08	6.679353248273401e-08	1.7547171182741295e-06
FIBIN	0.00031168744317255914	0.001486886409111321	4.0463331174578343e-07	1.6352625607396476e-05	2.0374181985971518e-07	5.014937414671294e-06	9.032708021550206e-07	4.58917583046059e-07	4.0742335727372847e-07	5.551059530262137e-06	1.3966496226203162e-06	8.489678862133587e-07	5.515482371265534e-06	4.5025538497611706e-07	1.1326181947879377e-06
FILIP1	0.000564286601729691	2.006428076128941e-05	2.7409524250288086e-07	0.0006728218868374825	7.320917916331382e-07	1.2161307267888333e-06	1.2399061688483926e-06	1.7182728129228053e-07	8.865684435477306e-07	1.1308562534395605e-05	3.4268779813828587e-07	3.9500027924077585e-06	1.7304309949395247e-06	0.0009468338685110211	8.997570262181398e-07
FILIP1L	0.0014477581717073917	0.0009141715127043426	3.241492959205061e-05	0.0011248314986005425	2.9315538085938897e-06	2.4051805667113513e-06	3.1393392418976873e-06	7.512004958698526e-05	4.140051714784931e-06	2.3566112758999225e-06	2.252346348541323e-05	0.00022340193390846252	3.891582309734076e-06	0.00016223645070567727	6.134077921160497e-06
FKBP10	0.0010447823442518711	0.0015251742443069816	1.1932429515582044e-06	0.0001740259467624128	3.056980631299666e-06	0.00020971523190382868	2.3857271571614547e-06	1.8427911072649295e-06	1.96831501853012e-06	0.00010363946057623252	1.2871020089733065e-06	5.715478437195998e-06	6.894295802339911e-05	0.00022573271417059004	2.1965450287098065e-05
FKBP11	0.0001922709634527564	0.0003260614175815135	0.00027897607651539147	4.480596544453874e-05	0.0007596796494908631	0.00022560247452929616	0.0001411084085702896	2.369819048908539e-05	0.0005672116531059146	6.749122985638678e-05	0.00016166128625627607	3.0623399652540684e-05	5.530210182769224e-05	0.00012034313112962991	0.008916809223592281
FKBP15	0.0002550813660491258	0.00016829119704198092	0.0002845946582965553	5.379264257499017e-05	0.0002844961127266288	5.481584230437875e-05	0.00019334725220687687	0.0006064303452149034	0.00025357300182804465	4.57714413641952e-05	0.00014131114585325122	0.0003683583054225892	0.0002024288842221722	0.00021079405269119889	6.384313746821135e-05
FKBP1A	0.00018545005877967924	0.00032218004344031215	0.0012651875149458647	0.0005185716436244547	0.00038534041959792376	0.0015425003366544843	0.00038643181324005127	0.000538781750947237	0.00043591242865659297	0.000625000218860805	0.0003062842588406056	0.00044219131814315915	0.000332038413034752	0.0017783911898732185	0.00019792486273217946
FKBP1C	5.8315177739132196e-05	6.0131613281555474e-05	0.0005501469713635743	0.00013153326290193945	0.0001520047226222232	0.0005737750325351954	0.0001785804342944175	0.00014045472198631614	0.00013372143439482898	0.00017727607337292284	9.555288124829531e-05	0.00010221814591204748	6.87088759150356e-05	0.000541555869858712	6.492064130725339e-05
FKBP2	0.00052648811833933	0.0005952811916358769	0.00036034229560755193	0.0005487330490723252	0.0008071508491411805	0.0007434862200170755	0.0010641488479450345	0.0006662224186584353	0.0005073901265859604	0.00038751415559090674	0.00029388716211542487	0.00030787684954702854	0.0010319737484678626	0.0004536428314168006	0.005204957909882069
FKBP4	0.00010786873463075608	7.779550651321188e-05	0.00014182087033987045	0.0004282772133592516	0.00016781817248556763	0.0014317459426820278	6.345178553601727e-05	0.00021017003746237606	0.00015497316780965775	0.0009905989281833172	0.00011418150825193152	5.4049745813244954e-05	0.0011299847392365336	8.859203080646694e-05	0.00012000252900179476
FKBP5	6.025724360370077e-05	2.163416320399847e-05	0.0009051411179825664	0.00012211714056320488	0.00022054427245166153	4.6272682084236294e-05	0.00019042621715925634	0.00016579299699515104	0.000758353911805898	6.53467868687585e-05	4.9930979002965614e-05	0.00014678009029012173	8.510377665515989e-05	4.30459767812863e-05	5.0978884246433154e-05
FKBP9	0.0007284926250576973	0.0015678831841796637	2.773590495053213e-06	8.089553011814132e-05	4.126855401409557e-06	4.968358189216815e-05	4.400199486553902e-06	4.3680978706106544e-05	4.082491614099126e-06	8.721484482521191e-05	2.328081109226332e-06	1.3668657629750669e-05	0.00015628045366611332	0.0007980708032846451	1.5605110093019903e-05
FLI1	3.613601438701153e-05	3.0313261959236115e-05	0.0005190462106838822	3.950429891119711e-05	0.0010108851129189134	1.0294444109604228e-05	0.0005237350123934448	0.0002772334555629641	0.0008450385648757219	3.964406641898677e-05	0.0007684784359298646	0.0003490665403660387	1.8821910430233402e-07	0.000501820701174438	0.00021767460566479713
FLJ21408	4.350597009761259e-05	2.5614899641368538e-05	3.747074515558779e-05	6.3954257711884566e-06	8.528109174221754e-05	9.648211744206492e-06	0.0011687488295137882	2.4299299184349366e-05	0.0001728625502437353	0.00035048925201408565	0.00010903903603320941	0.0007363512995652854	9.832180512603372e-05	2.8970798666705377e-05	2.3678345314692706e-05
FLNA	0.0010409821989014745	0.0016078855842351913	0.000624952488578856	0.001210314454510808	0.0010747413616627455	3.602737342589535e-05	3.0467590477201156e-05	0.00034518507891334593	0.000537090003490448	0.00016751540533732623	0.00020110260811634362	0.0006624228553846478	5.686652002623305e-05	0.0004518505884334445	2.720719567150809e-05
FLNB	0.00011464232375146821	0.000525125244166702	3.538562305038795e-05	7.1113208832684904e-06	6.761973781976849e-05	9.272593888454139e-05	0.00041880577919073403	7.515667675761506e-05	9.18848963920027e-05	0.0001953331084223464	6.118061719462276e-05	0.00021551529061980546	0.0015528644435107708	0.0008055801154114306	3.5927414501202293e-06
FLOT1	0.00044135883217677474	0.00046656938502565026	0.00023815830354578793	0.0006114688003435731	0.0008349635754711926	0.0006316814105957747	0.0008727904059924185	0.0008426553686149418	0.0004574992635753006	0.0004605202120728791	0.0002900902763940394	0.0011338406475260854	0.0010350757511332631	0.0008427893626503646	0.0003686963173095137
FLT1	1.429506824024429e-06	2.8897281936224317e-06	2.3961531042004935e-05	1.3851021094524185e-06	7.594787234666001e-07	1.4379100321093574e-05	1.7669951830612263e-06	4.666518361773342e-05	7.008442480582744e-06	9.397771464136895e-06	5.247266471997136e-06	7.391798862954602e-05	1.4207518006514874e-06	0.002267954871058464	7.892316716606729e-06
FLT4	1.4766463607429614e-07	2.2584336534237082e-07	2.622714418976102e-06	7.03882506059017e-07	3.9694281440461054e-05	3.9577713550897897e-07	1.1125127912237076e-06	4.2617546114342986e-07	8.825709664961323e-05	1.2530055073511903e-06	2.1605423228265863e-07	8.724109648028389e-07	4.463256431108675e-08	0.0017584653105586767	1.1616326673902222e-06
FMNL2	0.00022757897386327386	0.0002737146569415927	1.5106152204680257e-06	1.486769087932771e-05	1.9834392332995776e-06	1.3029301044298336e-05	5.337922993930988e-05	0.0008629527292214334	1.161217028311512e-06	6.259596557356417e-05	1.2485093066061381e-05	0.00017042321269400418	1.508057084720349e-05	0.00017405069957021624	2.3474569388781674e-05
FMO1	0.0008897907100617886	0.0006359744002111256	3.68273049389245e-07	0.000170185201568529	6.144368285276869e-07	2.447477982059354e-06	1.1497751302158576e-06	4.911959194942028e-07	3.3541221000632504e-07	3.9612095861230046e-06	1.7408623307346716e-06	5.726962513108447e-07	6.940283583389828e-07	4.397771249387006e-07	1.9656329186545918e-06
FMO2	0.001018931739963591	4.5453401980921626e-05	1.1229519714106573e-06	0.0010656890226528049	1.5185230495262658e-06	7.964212272781879e-06	9.141682539848262e-07	8.605863399679947e-07	1.2211926332383882e-06	1.6519550626981072e-05	1.9447263639449375e-06	7.747790732537396e-06	3.530683898134157e-05	0.00013543962268158793	5.078127742308425e-06
FMOD	0.0005337251932360232	0.0012214926537126303	1.7908241716213524e-06	0.00022268093016464263	1.9705923932633596e-06	0.00020374334417283535	1.1025367712136358e-06	4.40005237578589e-07	9.816088777370169e-07	3.57919889211189e-05	5.377780780690955e-07	3.2693289995222585e-06	0.00013149072765372694	2.236682121292688e-06	3.5658008528116625e-06
FN1	0.00030433331266976893	0.002073124749585986	2.107529098793748e-06	6.190819476614706e-06	2.265419425384607e-06	1.1503227597131627e-06	2.3255456653714646e-06	0.0001198730242322199	1.423989601789799e-06	5.3682101679441985e-06	1.4169289670462604e-06	6.061023213987937e-06	5.875854185433127e-06	4.985540363122709e-05	2.9641116725542815e-06
FN3K	0.00012999321916140616	0.00016004123608581722	9.70862038229825e-06	0.0004365782078821212	0.0001319696311838925	0.00047256992547772825	0.0002451764594297856	8.548664482077584e-05	0.00013129404396750033	0.00021470290084835142	1.0420556463941466e-05	8.197389979613945e-05	0.0013103591045364738	0.0001718473358778283	0.0005617854185402393
FNBP1L	0.00023895474441815168	0.00037441140739247203	3.853615453408565e-06	0.0002110716886818409	2.489589314791374e-05	0.00022585623082704842	7.635661313543096e-05	1.3432624655251857e-05	2.6293244445696473e-05	0.0002144821482943371	6.603863585041836e-05	6.464230682468042e-05	0.0010694048833101988	0.0006357390666380525	1.8773866031551734e-05
FNDC1	0.00012263216194696724	0.0018982270266860723	2.4490288978995522e-06	1.1536805004652706e-06	3.1548531751468545e-06	9.200410886478494e-07	1.057637973644887e-06	7.051693842186069e-07	6.308519004960544e-07	8.834189429762773e-06	6.102944780650432e-07	6.165588501971797e-07	4.583693225868046e-06	4.815001943825337e-07	4.066543169756187e-06
FNDC3A	0.0005489627947099507	0.0003196808393113315	0.00038111989852041006	0.00016367707576137036	0.00041829838301055133	0.00011183042806806043	0.0003367653116583824	0.0002654033014550805	0.00037257259828038514	7.97397515270859e-05	0.0002534662198740989	0.0003028499777428806	0.0003540338948369026	0.00028175534680485725	0.0013908627443015575
FNDC3B	0.0006497064605355263	0.0009059803560376167	0.0002860534004867077	0.00011095548688899726	0.00015841324056964368	7.601422839798033e-05	4.303216701373458e-05	0.0005522452411241829	4.2840296373469755e-05	0.00012855578097514808	3.162531720590778e-05	0.0001549208100186661	8.735789742786437e-05	0.00047089727013371885	0.0014338629553094506
FNIP2	0.0001761089515639469	0.0005999670247547328	1.5090624401636887e-05	3.262503014411777e-05	7.946975529193878e-05	6.211729214555817e-06	0.00017070055764634162	0.0005520260310731828	6.379965634550899e-05	5.139447603141889e-05	1.5486455140489852e-06	0.0004083484527654946	3.417647167225368e-05	0.00043062958866357803	5.692361810361035e-06
FOLR2	8.781344718045148e-07	3.210338036296889e-06	5.609797995020926e-07	7.282599767677311e-07	1.7100929881053162e-06	1.3265777170090587e-06	9.273413184018864e-07	0.001587862498126924	8.892450296116294e-07	1.526024902887002e-06	0.00011741927301045507	5.380946277000476e-06	1.0653839410679211e-07	9.090109642784228e-07	1.340280141448602e-05
FOS	0.00026545775472186506	3.692320387926884e-05	9.80868426267989e-05	0.0010677617974579334	0.0006815204978920519	0.0003185507084708661	0.0003174279408995062	0.000527235388290137	0.0011597198899835348	2.3159702323027886e-05	0.0005330366548150778	0.001962539041414857	0.0008943727589212358	0.00016650093311909586	0.001203742460347712
FOSB	0.00020398703054524958	1.2550518476928119e-05	6.114309508120641e-05	0.00033478232217021286	0.0005152230733074248	8.612459350842983e-05	0.0004077741759829223	0.00031905501964502037	0.0006301376852206886	1.5400299162138253e-05	0.0004953598254360259	0.0019777764100581408	0.0007540442747995257	0.00012256402987986803	0.0005655193817801774
FOSL2	0.0003774114593397826	0.0009991300757974386	0.0002868394658435136	0.00012798310490325093	0.000569009396713227	0.00010302840382792056	0.0002154818212147802	0.00026681102463044226	0.00014800377539359033	0.00011555281525943428	1.833771057135891e-05	0.0006067594513297081	0.00029334056307561696	0.0003284271515440196	1.829673783504404e-05
FOXA1	2.3170939300598548e-07	9.237728022526426e-07	7.378487794085231e-07	1.4131779835224734e-06	1.4965931427468604e-07	6.625671176152537e-06	3.098726324424206e-07	7.484793940193413e-08	4.24881000071764e-06	5.355182565836003e-06	1.1492553539937944e-06	2.010147682085517e-06	0.0023082701954990625	5.309796620167617e-07	3.691230006097612e-07
FOXM1	1.0527680416316798e-07	9.160110181483105e-08	9.932249668054283e-06	3.21340024811434e-07	1.6776126585682505e-06	4.1967223296524025e-07	3.7311107803361665e-07	1.0302789632987697e-05	2.3188630393633503e-07	0.0026616097893565893	6.134478667263465e-07	2.875819120617962e-07	1.7954780773266066e-08	1.1852770285258885e-06	1.1814611298177624e-06
FOXP1	0.00043772553908638656	0.000625498010776937	0.0002879671810660511	0.0002170839870814234	0.00046085016219876707	0.00010318794375052676	0.001234214985743165	0.000131752181914635	0.0009751538163982332	0.00015389746113214642	0.0008136865217238665	0.0007317141280509531	0.0009603432263247669	0.00045640600728802383	9.192457582685165e-06
FOXP3	1.0832440011654398e-07	2.1475331379861018e-07	0.0014995448291301727	5.600538202088501e-07	7.65283311920939e-06	6.732383553753607e-06	1.7987997580348747e-06	3.432576022532885e-06	8.540294948033988e-05	8.330499099429289e-07	1.4790456361879478e-06	1.0650933290889952e-06	1.5933235175680238e-08	8.485197611207695e-08	8.341536386069492e-07
FOXS1	0.001481748535297811	2.6204786536254687e-06	2.0654337617997953e-07	0.002420213306322694	3.2216252066064044e-07	1.4497409495106695e-07	4.559645276458468e-06	1.3001319132399658e-07	1.0132238514870551e-07	4.4076648464397294e-07	3.452899477451865e-07	8.415291858909768e-07	5.552307413836388e-08	2.1851167275599437e-06	2.753001126620802e-06
FPR1	8.358490077853276e-08	1.9234133219470095e-07	1.7606025437544304e-07	2.2027089130460809e-07	1.0813669604203824e-07	6.276834341178983e-08	7.094971010701556e-07	0.0010555889457464218	8.447911881148684e-08	5.721330467167718e-07	1.304373881794163e-06	0.0020440618973225355	6.63141577206261e-08	3.028727633136441e-07	3.359154732152092e-07
FPR3	1.203044490694083e-07	4.721859113487881e-06	3.125696252936905e-07	2.7681898018272477e-07	1.1506165265018353e-07	6.8940295250286e-08	7.518666507166927e-07	0.0013635903596878052	8.218354707878461e-08	6.027760832694185e-07	1.214257622450532e-06	3.616125104599632e-05	5.2833691199793975e-08	3.724043438069202e-07	2.382172397119575e-06
FRMD3	0.00025261600967496634	3.7671136965400365e-07	2.6657878606783925e-06	0.0009461893350817263	1.6466192391817458e-06	7.892324356362224e-05	9.464563390793046e-07	5.769003837485798e-05	5.542108283407288e-07	0.00018173894204664975	1.040906226990046e-06	3.0227341994759627e-05	1.0640880645951256e-05	0.00010787313658511266	7.963277312228456e-06
FRMD4A	0.0004450546111911535	6.333030614769086e-05	2.286961898789741e-05	0.00043220422230660915	7.122341048670933e-05	8.647277354612015e-06	2.6171914214501157e-05	0.0005953072686679661	5.4413281759480014e-05	5.323135701473802e-05	1.3177815162634943e-05	0.00018848043691832572	8.480432734359056e-05	0.0006044199108146131	1.0953020137094427e-05
FRMD4B	4.7211269702529535e-05	1.89178972505033e-05	0.00044342753244563937	9.83664212981239e-05	0.000174554021214135	1.9927181710954756e-05	0.00019850580429192632	0.0008645129855722189	0.00019470734696369618	3.166460737702437e-05	4.092117706022691e-06	0.0007435164297930896	0.0001181427578558214	0.0006953629199415445	8.725934094400145e-06
FRMD6	0.0008009730372577906	0.001270083710551262	2.785190190479625e-05	5.836412310600281e-05	1.0839715287147556e-05	2.1006169845350087e-05	3.538240207490162e-06	6.41636279397062e-06	9.70586097537307e-06	8.688050002092496e-06	1.0372341421316378e-05	2.4844473955454305e-05	0.00013776453852187842	7.692520011914894e-05	2.2219099264475517e-05
FRY	0.0006233919411897659	0.0002833007602021098	4.055814315506723e-06	0.0004025676753371954	2.4724020477151498e-05	4.8356628212786745e-06	3.794547956204042e-05	1.599735151103232e-05	5.6835400755517185e-05	7.225584795378381e-06	2.0241237507434562e-05	0.0003071597602684051	3.690275116241537e-05	0.0007329400395974517	4.597327006194973e-06
FRZB	0.0013821129687130451	0.000486302946228534	5.297370648804645e-07	0.0017406617989763618	5.718452484870795e-07	1.7502143236924894e-05	2.490729229975841e-06	3.9519042616120714e-07	1.1022016224160325e-06	7.1678036874800455e-06	1.4319480214908253e-06	2.6421830625622533e-06	3.7805923511768924e-06	5.610522748611402e-07	2.6697096473071724e-05
FSCN1	5.635705383610912e-05	0.0005354274762794375	4.506776349444408e-06	1.9550965589587577e-05	3.4642969239939703e-06	0.0002442794793751091	1.419415457348805e-05	0.000190728300367482	6.873767688375665e-06	0.0001805982319638133	1.1942770470341202e-05	0.001478279009461403	5.15034389536595e-06	0.0010261762654408813	4.209740382066229e-06
FSIP1	1.07320611277828e-05	1.8761170395009685e-06	6.085115728637902e-06	5.5286391216213815e-06	3.630367427831516e-05	2.708651481952984e-05	2.5554996341270453e-07	1.1439648517352907e-07	1.8030088540399447e-05	9.619865159038454e-05	3.8807552300568204e-06	5.661269824486226e-05	0.0020993000362068415	5.097576831758488e-06	2.5706304995765095e-07
FST	0.0002735797897912562	0.000981516088359058	2.887981906951609e-07	1.4812453628110234e-05	1.5922597640383174e-07	1.6793291024441714e-07	1.74832814536785e-06	9.093157586903544e-07	6.396624030458042e-08	7.039937486297276e-07	6.401452310456079e-07	1.9312215044919867e-06	3.892263976013055e-06	2.113668244874134e-07	6.922337547621282e-07
FSTL1	0.0012819457333534956	0.002005338901653886	2.991470182678313e-06	5.206551941228099e-05	4.319760137150297e-06	1.1201953384443186e-05	3.864106474793516e-06	1.686523773969384e-06	2.0284282982174773e-06	1.7639444195083342e-05	5.277787295199232e-06	6.349143404804636e-06	6.3427037275687326e-06	0.0003939428133890033	9.305375897383783e-06
FTH1	0.0001793576084310189	0.0006013568490743637	0.00030222174245864153	0.00043127525714226067	0.00019100154167972505	0.0019205121789127588	0.0007208743481896818	0.002021578373387456	0.0004118344804737717	0.0006929501541890204	0.0003558533499017358	0.0007995613850653172	0.000998426228761673	6.638334161834791e-05	0.00015028395864646882
FTL	7.079687202349305e-05	0.00033858546521514654	0.00012001529103145003	0.00016636135114822537	0.0001472444855608046	0.00044832841376774013	0.0002339379716431722	0.002454434521496296	0.00019293387595098466	0.00010516034672036767	0.00018377089872956276	5.8399127738084644e-05	0.00010345139162382111	4.2333133023930714e-05	0.00030036483076401055
FUCA2	0.0005737599567510188	0.0004103758546989411	0.00022732536308467388	0.00028531713178381324	0.00022157042985782027	0.00013654107169713825	0.00044401249033398926	0.0008594989776611328	0.00014182610902935266	0.00028420871240086854	0.00012318552762735635	0.00035721660242415965	0.00015326536959037185	0.00033538631396368146	0.0009513864642940462
FUOM	0.00011083699064329267	0.0001425696100341156	0.0005859466036781669	0.00013906847743783146	0.00043603501399047673	0.00012831148342229426	0.0006073643453419209	0.0007008198881521821	0.0002529288176447153	0.0001712031225906685	0.0004878938489127904	0.0006257296772673726	7.966247721924447e-06	2.7920674256165512e-05	0.0005565322353504598
FUS	0.0008136429823935032	0.0004145950952079147	0.0008910521282814443	0.0002987926418427378	0.0014373933663591743	0.00027337975916452706	0.00038867787225171924	0.0003029610961675644	0.0014347564429044724	0.0004253634833730757	0.0010223950957879424	0.0006974529824219644	0.0007364773191511631	0.0004498579364735633	0.00012165834777988493
FXYD1	0.0011156011605635285	5.5713891924824566e-05	7.266664761118591e-05	0.0020496947690844536	0.000134002257254906	2.5845773052424192e-05	0.0002231286052847281	7.112666025932413e-06	0.00031333943479694426	3.2237585401162505e-05	8.075472578639165e-05	3.728148294612765e-05	1.738568789733108e-05	1.0488302905287128e-05	8.701224942342378e-06
FXYD3	1.6271343383778003e-06	2.828976903401781e-06	1.062854516931111e-05	3.6301887575973524e-06	2.8761846806446556e-06	0.0002999638963956386	1.4105173704592744e-06	3.312900616947445e-06	8.391591109102592e-06	0.00035138611565344036	3.0656390208605444e-06	4.291577624826459e-06	0.0016841532196849585	1.3288006357470294e-06	1.854504489529063e-06
FXYD6	0.0007683780859224498	0.0005314198788255453	2.3076565867086174e-06	0.0010488880798220634	2.5084641492867377e-06	0.00015700561925768852	3.236478369217366e-05	0.00018597522284835577	8.246940979006467e-07	0.00017550434859003872	1.224798324983567e-06	1.4063427443034016e-05	1.9802151655312628e-05	0.0006688336725346744	5.543640327232424e-06
FZD1	0.00026423641247674823	0.0013421038165688515	4.9949303502216935e-06	3.3031308703357354e-05	5.565078936342616e-06	1.489318583480781e-05	5.140546272741631e-05	0.0001411691919201985	6.516082180496596e-07	5.796614641440101e-05	5.373835392674664e-06	0.0004067729169037193	0.0001140045715146698	2.4525365006411448e-05	7.994907718966715e-06
FZD4	0.0005864131962880492	7.606216968270019e-05	8.044397077355825e-07	0.0002738573239184916	8.306123504553398e-07	3.5159100661985576e-06	1.2330662002568715e-06	1.2143311778345378e-06	8.619423397249193e-07	2.6267887278663693e-06	8.58975965911668e-07	1.0972317795676645e-05	3.6712172004627064e-05	0.0017862601671367884	4.124164661334362e-06
FZD6	2.9159587938920595e-05	0.0002863881818484515	0.00016691691416781396	3.4995246096514165e-05	6.074668635847047e-05	7.389554230030626e-05	1.8396506220597075e-06	5.477717877511168e-06	7.071191794238985e-05	0.00025464760255999863	4.8674111894797534e-05	5.800823146273615e-06	6.103627674747258e-05	0.0005858483491465449	0.0001753795804688707
G0S2	0.00011184126196894795	6.384489552146988e-06	1.140456060966244e-05	0.0001164871864602901	3.0374414450307086e-07	1.1987269317614846e-05	1.4780624724153313e-06	0.00047630551853217185	7.01415001458372e-06	1.5137262380449101e-05	5.401957423600834e-06	0.0019375537522137165	3.7731172142230207e-07	1.778078694769647e-05	0.00016997286002151668
GAA	0.00036113031092099845	0.0005628014332614839	0.00017491471953690052	9.729147859616205e-05	0.0001904252712847665	5.8835714298766106e-05	3.2944706617854536e-05	0.0009989467216655612	0.00013768173812422901	0.00015707626880612224	8.407609857385978e-05	0.0003888845385517925	0.0002106187166646123	0.00019821430032607168	0.00023502511612605304
GABARAP	0.0003862385347019881	0.0008982560248114169	0.0013692060019820929	0.0012127808295190334	0.0009701987728476524	0.0028893148992210627	0.0018294074106961489	0.0017488673329353333	0.0011578816920518875	0.0005765491514466703	0.0010924636153504252	0.0016216585645452142	0.001360205584205687	0.0003937604487873614	0.0011398642091080546
GABRD	0.0002898933307733387	6.980350235608057e-07	2.6127861474378733e-07	0.0007447733078151941	2.2977513935984462e-07	7.826289220247418e-05	1.9499034351611044e-06	1.0958241603020724e-07	3.2838016750247334e-07	2.3840275389375165e-05	1.84461185881446e-07	9.424637141819403e-07	1.6240512195508927e-05	0.0015754279447719455	2.359668542339932e-06
GABRP	5.32103399564221e-07	3.721584462823557e-08	7.550394911959302e-06	2.9990899292897666e-06	4.881892436969792e-07	6.282998219830915e-05	5.705079274775926e-06	2.7775811304309173e-06	5.0304693104408216e-06	0.0004798862210009247	1.4856121879347484e-06	4.277232619642746e-06	0.00010692216164898127	6.521363957290305e-06	2.721737837418914e-05
GAL3ST4	0.0001826917432481423	0.00029297469882294536	2.592568989712163e-06	9.650427818996832e-05	9.938086122929235e-07	2.0276447685319e-06	1.5780589819769375e-05	0.001775716315023601	3.7880901800235733e-05	1.5377841009467375e-06	5.392402613324521e-07	1.1294599971733987e-05	3.1271922580344835e-06	6.478861905634403e-06	2.009964191529434e-06
GALC	0.0002393038012087345	0.00014308784739114344	0.00014076543448027223	0.00017785902309697121	0.00037310196785256267	5.491844785865396e-05	0.0009136980515904725	0.00029347784584388137	0.00024630854022689164	0.00011473898484837264	7.626112346770242e-05	0.0008297018357552588	0.00015162791532929987	0.00012574273569043726	9.241913357982412e-05
GALM	5.174667603569105e-05	7.319734140764922e-05	0.0013346673222258687	9.374107321491465e-05	0.0003373386862222105	6.953939009690657e-05	7.472977358702337e-06	0.000353632727637887	0.0005360254435800016	2.218106237705797e-05	2.589953328424599e-05	1.697017069091089e-05	3.984114664490335e-05	4.972600072505884e-05	5.387117198552005e-05
GALNT1	0.00019167525169905275	0.001528967055492103	0.000256712781265378	3.611336796893738e-05	0.00031111310818232596	2.9622618967550807e-05	4.446919774636626e-05	0.00018524449842516333	7.129683945095167e-05	8.09679040685296e-05	7.86694508860819e-05	0.00010529852443141863	0.00014301153714768589	0.0002250149118481204	9.86022932920605e-05
