Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15
MX1	0.00011921349505428225	0.00018845453450921923	0.001965451752766967	9.620048513170332e-05	0.0002111690555466339	1.1468816410342697e-05	0.0003989360120613128	0.0005802536616101861	0.000123565987451002	0.0001662353315623477	0.00030340495868586004	3.728774390765466e-05	1.8541457393439487e-05	0.00016788857465144247	0.0003234316245652735
MXD3	7.5697542342823e-05	8.716563752386719e-05	5.580068682320416e-05	3.1358777050627396e-06	0.00012670160504058003	2.829696768458234e-06	8.360570063814521e-05	6.306209979811683e-05	2.9104041459504515e-05	0.0014082381967455149	8.748956315685064e-05	0.00016406388022005558	4.315417027100921e-05	4.9439560825703666e-05	0.0001763862674124539
MXRA5	0.0007154277409426868	0.002075190655887127	3.1584722819388844e-06	4.200581315672025e-06	3.7134441299713217e-06	8.130875244205527e-07	2.375568101342651e-06	2.3704353679931955e-06	1.3884643976780353e-06	2.8664794626820367e-06	2.7170756311534205e-06	2.3462298486265354e-06	1.286585938942153e-05	3.539412500686012e-05	2.055004188150633e-06
MXRA7	0.0006140309851616621	0.0015191588317975402	6.0974980442551896e-05	0.00021556203137151897	0.000254805781878531	5.1901646656915545e-05	6.315510836429894e-05	1.6618190784356557e-05	3.466000271146186e-05	3.7081837945152074e-05	8.525127668690402e-06	7.748535608698148e-06	0.0001771849492797628	0.0003847456246148795	1.1287256711511873e-05
MXRA8	0.0010807231301441789	0.002099095843732357	2.279611635458423e-06	0.00013014901196584105	2.389221208431991e-06	2.315510755579453e-05	2.4509363356628455e-06	1.4955746792111313e-06	1.8953247717945487e-06	1.0300019312126096e-05	1.5153450476645958e-06	2.8040324195899302e-06	4.547118078335188e-05	9.940498557625688e-07	5.316682290867902e-06
MYADM	0.0008107671746984124	0.0007081933435983956	0.0001109359145630151	0.0006110857939347625	0.0005584672326222062	8.394609903916717e-05	0.0004030703566968441	0.0002545696625020355	0.0004440946504473686	9.249139111489058e-05	0.00020456219499465078	0.0007353803957812488	0.00023931998293846846	0.0001819057360989973	0.0002134668902726844
MYBL2	7.75091564264585e-08	8.069892487583274e-08	8.657370358378103e-07	2.8848882038801094e-07	3.4192487419204554e-07	5.39846425340329e-08	0.0020048588048666716	4.261546109773917e-06	2.875726750062313e-07	0.0009330130415037274	7.06158098182641e-05	4.3528621063160244e-06	8.106849413991313e-09	4.889996603196778e-07	0.00012771373440045863
MYCBP2	0.00039932489744387567	0.00023325257643591613	0.0008348717819899321	0.0002370642905589193	0.000819038599729538	6.480801675934345e-05	0.0002956361568067223	0.00021589006064459682	0.0008105779998004436	6.621627107961103e-05	0.0007884345832280815	0.00039296830072999	0.00016259023686870933	0.0002615154080558568	0.00035665344330482185
MYCT1	1.457803193716245e-07	4.168497298451257e-07	2.3013559768969571e-07	9.235173479282821e-07	5.589763532043435e-07	4.4591837422558456e-07	7.022450176918937e-07	2.674997006124613e-07	1.86016407610623e-07	3.385566458291578e-07	7.006264581832511e-07	2.6034908842120785e-06	2.263730713991663e-08	0.0018816626397892833	1.1833344615297392e-06
MYDGF	0.0004875701852142811	0.0010330931982025504	0.0005155106191523373	0.0002637319266796112	0.000627723231445998	0.000895316363312304	0.0007060675416141748	0.0006872184458188713	0.00044874512241221964	0.000412823777878657	0.0002902953128796071	0.00046413400559686124	0.0004866160452365875	0.0005102067952975631	0.003782834392040968
MYH10	0.00027282361406832933	0.001197159755975008	7.70078713685507e-06	7.554429612355307e-05	3.552671614670544e-06	5.4861928219906986e-05	1.2086102287867106e-06	3.1931438115861965e-06	8.74073157319799e-06	0.00014357328473124653	6.7010196289629675e-06	6.4193500293185934e-06	0.00035819641198031604	0.000410700828069821	3.3777248518163105e-06
MYH11	0.00011219523003092036	1.5540680351477931e-06	1.827562755352119e-06	0.002485469914972782	1.2222637906234013e-06	3.738344673820393e-07	3.004528934980044e-06	1.8145409796943568e-07	2.4572641450504307e-06	1.386683948112477e-06	8.06014759291429e-06	5.28702503288514e-06	4.870031261816621e-06	1.7354109331790823e-06	2.2291753793979296e-06
MYH9	0.0009121164912357926	0.0014795666793361306	0.0009418629924766719	0.000866370857693255	0.0010770544176921248	0.00013084533566143364	0.00017326007946394384	0.0002691146801225841	0.0007741298177279532	0.0002754218294285238	0.000308991817291826	0.0002617049030959606	0.0002327632246306166	0.0009396497043780982	4.3568408727878705e-05
MYL6	0.0006391149363480508	0.0015422216383740306	0.002437158487737179	0.0026715148705989122	0.0012893467210233212	0.001665865071117878	0.0009840583661571145	0.0013316650874912739	0.001151196425780654	0.0009211840224452317	0.0006135063013061881	0.001051565632224083	0.0011504372814670205	0.0010165481362491846	0.0007853868883103132
MYL9	0.0006650154828093946	0.0007819387828931212	5.043440523877507e-06	0.004288381431251764	4.301339686207939e-06	6.624829984502867e-05	3.6656622341979528e-06	3.6243873182684183e-06	3.3252363209612668e-06	4.074910611961968e-05	1.0615989594953135e-05	5.255762062006397e-06	2.0448271243367344e-05	8.625721238786355e-05	1.3029199180891737e-05
MYLK	0.000497787375934422	0.00037034283741377294	5.751453500124626e-06	0.0030472148209810257	4.46775402451749e-06	0.00010518675844650716	6.638701961492188e-06	6.010531706124311e-06	3.2297316465701442e-06	0.0001742096501402557	5.436519131762907e-06	6.075882538425503e-06	8.584355964558199e-05	0.00013679520634468645	9.029992725118063e-06
MYO1B	0.002227826276794076	0.00018269612337462604	1.7093942005885765e-05	0.000492251303512603	5.083533778815763e-06	4.4933254685020074e-05	1.2679570318141486e-05	4.161289325566031e-06	1.990446435229387e-05	7.035319868009537e-05	2.4080769435386173e-05	1.413029804098187e-05	0.000297161634080112	0.0007076005567796528	6.182977358548669e-06
MYO1C	0.0009576233569532633	0.0007944260723888874	0.0001526303094578907	0.00048667253577150404	7.362146425293759e-05	0.00012479175347834826	8.234884444391355e-05	0.0001880204217741266	0.00011243710468988866	0.00024059521092567593	0.00017703229968901724	9.47152657317929e-05	0.0007034147856757045	0.0008031614706851542	0.00017143790319096297
MYO1D	0.00048444970161654055	0.00137851492036134	3.571358320186846e-05	0.00017884552653413266	9.789359319256619e-05	6.593982834601775e-05	4.9171405407832935e-05	7.801556057529524e-05	7.806759094819427e-05	8.467542647849768e-05	0.00011556754179764539	0.00020019913790747523	9.663610399002209e-05	0.00027468393091112375	0.0003914058906957507
MYO5C	2.456505967529665e-07	2.5057643142645247e-06	8.252452244050801e-05	2.407100055279443e-06	3.826023657893529e-06	3.856996772810817e-05	1.755852167661942e-06	1.4328683164421818e-06	9.02307601791108e-06	5.126233008923009e-05	9.857442819338758e-06	6.198898336151615e-05	0.0009688455611467361	0.0007742722518742085	2.0606923499144614e-05
MYO6	0.0003198081103619188	0.0002430378954159096	4.316811464377679e-05	2.880759166146163e-05	0.00019261192937847227	4.167709994362667e-05	4.0068421185424086e-06	8.408306712226477e-06	5.263155253487639e-05	0.0001442013162886724	2.3201719159260392e-06	3.331322659505531e-05	0.0014712420525029302	0.0004617871600203216	2.4429589757346548e-05
MYO7A	2.3237670632170193e-07	1.0968202701633345e-07	0.0013021731283515692	1.1131151040899567e-06	0.00015551077376585454	4.13268462580163e-05	9.20980937735294e-07	0.00019644611165858805	4.015807007817784e-06	7.608047326357337e-06	1.7924255644174991e-06	9.599626537237782e-06	6.589773420273559e-06	7.703933988523204e-06	2.0186396341159707e-06
MYO9B	0.0002494224172551185	0.00038252564263530076	0.000505127536598593	8.650548988953233e-05	0.0008489559404551983	4.470282146940008e-05	0.0003491319948807359	0.0007700308924540877	0.0003451132506597787	0.00012258603237569332	0.00036258151521906257	0.0006925440393388271	0.00012543649063445628	0.00026573636569082737	6.879671855131164e-05
MYOF	0.0006123679922893643	0.0011965272715315223	2.7251438950770535e-05	0.00013676546222995967	6.000967914587818e-06	3.5806278901873156e-05	6.846869655419141e-05	0.00029781681951135397	8.472917215840425e-06	2.5555453248671256e-05	7.378861027973471e-06	0.00013889314141124487	0.0007067968253977597	0.0003686593845486641	2.1382340491982177e-05
MYOM1	0.0003596704627852887	1.4010053064339445e-06	1.5821105989743955e-05	0.001140759908594191	3.776419544010423e-05	2.093026978400303e-06	4.442957288119942e-05	8.632722710899543e-06	3.414055390749127e-05	5.54772168470663e-06	4.717296178569086e-06	4.666041786549613e-05	3.561593985068612e-05	1.4460655961556768e-07	3.739372459676815e-06
MYRIP	1.0125442884145741e-07	1.6967928218036832e-07	1.5897903438144567e-07	9.833388503466267e-07	1.9188682642834465e-07	3.869453394145239e-06	5.38071753908298e-06	2.0745311246628262e-07	1.4916861346137011e-07	4.257255568518303e-06	2.844702748916461e-06	1.315660369982652e-06	0.0003815978125203401	0.0006999931065365672	6.324984860839322e-05
MZB1	1.1375417443559854e-06	3.062992846025736e-07	0.00013236557424534112	8.379694804716564e-07	4.1527087887516245e-05	1.3115092770021874e-05	0.0005428935983218253	8.406922233916703e-07	1.6238547686953098e-05	2.417592213532771e-06	0.00023901608074083924	3.594773716031341e-06	8.131446520565078e-05	1.5414975678140763e-06	0.011048359796404839
MZT1	8.794653695076704e-05	0.00014233565889298916	0.0006493417895399034	0.0001837191521190107	0.0004548853903543204	0.0008202206809073687	0.00029250598163343966	0.00017201004084199667	0.0005625254707410932	0.0009677931084297597	0.0004372134862933308	8.505089499522e-05	0.0004367294895928353	0.0001370457757730037	0.0002263578790007159
N4BP2L2	0.0007314668036997318	0.0003924326447304338	0.0006976670701988041	0.0001834030554164201	0.001347274868749082	0.00010937218758044764	0.0003843942249659449	0.00022326286125462502	0.000993175315670669	5.894911737414077e-05	0.000551006814930588	0.00047079662908799946	0.0006024426547810435	0.0004546153068076819	0.00031558293267153203
NAA38	0.00016266954480670393	0.0005675173597410321	0.0006726061692461371	0.0005064617143943906	0.0006304724956862628	0.002240200527012348	0.00040026282658800483	0.0003876301634591073	0.0006164240767247975	0.0009939121082425117	0.0004289724456612021	0.00031701812986284494	0.001121630659326911	0.0008098987746052444	0.0006996117299422622
NAB1	0.0005137696280144155	0.00012193174188723788	0.0007344058831222355	0.0004845376533921808	0.00016943071386776865	2.9372600693022832e-05	4.671022907132283e-05	0.00012087153299944475	0.00017376216419506818	6.356681842589751e-05	2.4850687623256817e-05	0.00014469926827587187	5.250650065136142e-05	0.00022460696345660836	4.4903994421474636e-05
NABP1	0.0002545927418395877	8.673595584696159e-05	0.0004038449842482805	5.699803659808822e-05	0.000320824037771672	1.974855513253715e-05	8.157736010616645e-05	0.0005722647765651345	0.00042781230877153575	1.3365084669203497e-05	0.0001929672434926033	0.0013706000754609704	3.5152148484485224e-05	2.843002039298881e-05	9.42690166993998e-05
NACA	0.00047555685159750283	0.0006373608484864235	0.0013172923354431987	0.0019520381465554237	0.001546130166389048	0.003998307045549154	0.0028324322775006294	0.0006728884181939065	0.0035377987660467625	0.0005906787700951099	0.002065641339868307	0.0015004202723503113	0.0013156298082321882	0.0006728515145368874	0.0008536413661204278
NAGA	0.00014517284580506384	0.00024608831154182553	0.000337856647092849	0.0001277142291655764	0.00017801618378143758	8.611677912995219e-05	0.00030287200934253633	0.0009396893437951803	0.0001836120936786756	0.00018801841360982507	8.405039989156649e-05	0.0006386821041814983	8.162733865901828e-05	0.00016539159696549177	0.00020782704814337194
NAGK	0.0003034266410395503	0.00038633038639090955	0.00032025555265136063	0.00019581294327508658	0.00024057603150140494	0.00017046774155460298	0.0006526114884763956	0.0009508474613539875	0.00025159449432976544	0.0002362227824050933	0.0004108591820113361	0.0006204756791703403	0.00024513740208931267	0.00015703862300142646	0.0002475612855050713
NAIP	0.00016433576820418239	9.751496691023931e-05	8.93041433300823e-05	4.318793071433902e-05	0.000247722229687497	7.40230916562723e-06	6.492174725281075e-05	0.0012251852313056588	0.00017731265688780695	2.218335612269584e-05	0.0001226356253027916	0.0014861582312732935	0.0002449526509735733	0.00014212469977792352	3.04911081911996e-05
NAMPT	9.533115371596068e-05	5.7910285249818116e-05	0.00048448843881487846	0.0002205507189501077	0.00013465381925925612	0.0005128679913468659	0.00010725702304625884	0.0006807492463849485	0.00013456871965900064	0.00021846532763447613	0.00010211985500063747	0.001582226948812604	0.00036992819514125586	0.00030424524447880685	7.227338937809691e-05
NAPSA	1.0552932508289814e-05	3.887251295964234e-06	2.0359195787023054e-06	1.2117777714593103e-06	1.2909974884678377e-06	2.484334800101351e-06	0.0015552471159026027	3.994052531197667e-05	9.35070238483604e-06	2.5335830287076533e-06	0.0019969986751675606	0.0009306229767389596	1.0676641977624968e-05	3.160491132803145e-06	1.9007168248208473e-06
NASP	0.0003074268461205065	0.00014493668277282268	0.000572734687011689	0.0002577326958999038	0.000369081535609439	0.00016868238162714988	0.00013651809422299266	0.00020580863929353654	0.0003838254779111594	0.0007618769886903465	0.0004516985500231385	0.0001832654670579359	0.0003059284936171025	0.000416360649978742	0.00010850700346054509
NAT1	2.5099885533563793e-05	1.3665565347764641e-05	5.4538821132155135e-05	9.874572242551949e-06	6.037635830580257e-05	4.1311919630970806e-05	3.8086211134213954e-05	2.0577323084580712e-05	4.3128893594257534e-05	1.1907112821063492e-05	1.715795588097535e-05	3.0862884159432724e-06	0.002432329347357154	2.2237873054109514e-05	1.085793428501347e-05
NAV1	0.0008428501896560192	0.0008657874423079193	6.214703262230614e-06	4.2511459469096735e-05	1.2668961062445305e-05	0.00020444350957404822	8.39104104670696e-05	0.0001546252315165475	3.0126850106171332e-05	0.0002953214570879936	1.1514091966091655e-05	0.0006758534000255167	0.00034371254150755703	0.0005674302228726447	5.164358299225569e-05
NBL1	0.000309058086713776	0.0017583223525434732	0.00017257500439882278	7.082845695549622e-05	7.644129073014483e-05	1.2501042874646373e-05	2.03889476324548e-06	7.073823326209094e-06	1.7664387996774167e-05	2.8131456929259002e-05	2.244041070298408e-06	1.879469209598028e-06	3.761213520192541e-05	4.2649848182918504e-05	2.0572338144120295e-06
NCAPD2	0.00016054142906796187	0.00012497977877501398	0.0002857976360246539	7.9268982517533e-05	0.00026774744037538767	6.10461356700398e-05	9.223734377883375e-05	8.067860471783206e-05	0.0002455942740198225	0.0011609771754592657	0.00018482294399291277	3.4637912904145196e-05	0.00012844566663261503	8.307157986564562e-05	4.252651706337929e-05
NCAPD3	0.0001599512033862993	4.197063753963448e-05	0.00027305682306177914	6.736004434060305e-05	0.00037637806963175535	3.0911669455235824e-05	0.00011471210746094584	9.774468344403431e-05	0.00031475743162445724	0.0005874268827028573	0.00010687315079849213	8.842556417221203e-05	0.00023518450325354934	9.32437033043243e-05	8.799326315056533e-05
NCAPG	1.8997494066752552e-07	8.393092798542057e-07	3.441906665102579e-05	3.9809842178328836e-07	4.129782610107213e-06	2.4554885840188945e-06	1.32534717067756e-06	1.8857659597415477e-05	2.1026689864811487e-06	0.0016876447480171919	3.95350707549369e-06	8.153829185175709e-07	4.7604288511138293e-07	9.37761888053501e-06	8.31708348414395e-06
NCAPG2	7.976455526659265e-05	5.724716902477667e-05	0.0002047294401563704	8.731069829082116e-05	6.053025936125778e-05	2.6805055313161574e-05	7.432758138747886e-06	3.846925392281264e-05	0.00018493681272957474	0.0010011524427682161	4.0209124563261867e-05	4.0505954530090094e-05	0.0001322131574852392	5.290605258778669e-05	6.635223689954728e-05
NCAPH	2.6765960683405865e-06	3.5711346413336287e-07	6.71580492053181e-05	9.278676316171186e-07	0.00016397608851548284	1.8135115169570781e-06	4.791629635292338e-07	3.886965350829996e-05	8.030082244658843e-05	0.0016021386254578829	3.4111214972654125e-06	1.124112259276444e-06	9.697239278239067e-08	3.131910034426255e-06	3.846343133773189e-06
NCAPH2	0.00014133064541965723	0.0001727604103507474	0.00036388295120559633	0.0003021888842340559	0.00034788649645633996	0.0001341978058917448	2.5943725631805137e-05	0.00010693295917008072	0.0003558637690730393	0.0004850169352721423	0.0001971993042388931	5.128577322466299e-05	7.65132499509491e-05	4.545750198303722e-05	0.00023209193022921681
NCF1	6.266070045057859e-07	1.1672901791826007e-06	0.0001346259959973395	6.322718036244623e-06	0.000526392599567771	1.057376266544452e-05	0.00130508653819561	0.0007636468508280814	0.0007554660551249981	1.0198953532380983e-05	0.0031964534427970648	0.0006497660651803017	2.214695314251003e-06	8.47082174004754e-06	0.0008420334779657423
NCF2	6.385467713698745e-06	4.114504918106832e-06	1.2957254512002692e-05	3.521604594425298e-05	1.4050662002773606e-06	1.6782968259576592e-06	6.951279647182673e-05	0.0017375905299559236	1.4621774425904732e-05	5.5912501011334825e-06	0.00019059653277508914	0.000961019191890955	3.30506338741543e-07	4.876155230704171e-07	4.946476110490039e-05
NCF4	2.947894301996712e-07	7.156037895583722e-07	0.0011584192980080843	1.4816920383964316e-06	0.0001910069986479357	4.18500439991476e-06	0.0011940521653741598	0.0008897120133042336	0.0003156502789352089	1.2943522051500622e-05	0.0012713088653981686	0.0007984536932781339	6.87625387740809e-08	1.149451918536215e-06	0.001018329057842493
NCKAP1L	8.153819521794503e-07	1.0218101351711084e-06	0.0006823043222539127	3.186090907547623e-06	0.0008750799461267889	3.151799546685652e-06	0.0006341295666061342	0.0007839844329282641	0.0004922424559481442	5.94875655224314e-06	0.000612559961155057	0.0007086694822646677	1.5265105446360394e-07	6.056287702449481e-07	0.00010905730596277863
NCOA3	0.00018851672939490527	0.00017520143592264503	0.000604446220677346	8.2598693552427e-05	0.00044570252066478133	4.649524998967536e-05	0.00024352646141778678	0.00016549535212107003	0.0004054668825119734	6.327118899207562e-05	0.0009288128348998725	0.0003247667627874762	0.00022868512314744294	0.00025841619935818017	0.0005673624109476805
NCOA4	0.00020352179126348346	0.00022191098832990974	0.0005299365147948265	0.0003646681143436581	0.0005140234134159982	0.0003191846190020442	0.0010256535606458783	0.0007875623414292932	0.0004457139002624899	0.00036128671490587294	0.0003241421945858747	0.000898478552699089	0.0004498066264204681	0.0002854586346074939	0.00011112420907011256
NCOR2	0.000636354903690517	0.0011341598583385348	0.00037848102510906756	9.049272921402007e-05	0.00039727287366986275	5.992646765662357e-05	0.00023177645925898105	0.0005005203420296311	0.00018733798060566187	0.00014043619739823043	0.0001538480573799461	0.00047877203905954957	0.0005762203363701701	0.00017829242278821766	9.8136042652186e-05
NCR3	1.5662388364034996e-07	1.3669739473698428e-07	0.0004321830638218671	1.8132316199626075e-06	0.0011843775864690542	9.411489827471087e-07	3.7402826364996145e-06	1.875948555607465e-06	0.0001571797620272264	1.4879541367918137e-06	0.0007383560296148062	1.7633351490076166e-06	4.046981061378574e-08	3.0015226570867526e-07	3.57936824002536e-06
NDC80	8.435900235781446e-05	1.4931390069250483e-05	0.00033838418312370777	5.1024177082581446e-05	0.0002188694488722831	1.0627961728459923e-06	3.0092799079284305e-06	2.588079405541066e-05	6.62826860207133e-05	0.0009854689706116915	2.295449303346686e-05	1.9035267087019747e-06	1.4227170197500527e-07	1.0258927432005294e-05	5.549802608584287e-06
NDFIP2	0.00014072164776735008	0.00014393936726264656	0.000962080608587712	0.00012159036850789562	0.000339255464496091	0.00016550022701267153	0.00016613068873994052	2.791792940115556e-05	0.0002600608568172902	0.00028445300995372236	1.6419671737821773e-05	3.075547647313215e-05	0.00030389969469979405	0.00011597965203691274	0.00020598275295924395
NDN	0.0007475802558474243	0.0004908191040158272	1.2765218343702145e-05	0.0008410854497924447	8.36170875118114e-06	3.052531383218593e-06	3.1724739528726786e-05	2.125191895174794e-05	9.727053793540108e-07	4.93285142511013e-06	1.723930267871765e-06	7.850776455597952e-05	1.6282066326311906e-06	0.0001416171289747581	2.6711250029620714e-06
NDRG2	0.0005533568910323083	1.5896639524726197e-05	5.358775979402708e-06	0.0010214494541287422	1.1347807230777107e-05	0.0003257569915149361	1.5207476280920673e-05	0.00012504763435572386	4.560238812700845e-05	0.00030228812829591334	9.550007234793156e-06	0.0005774307064712048	0.00013044875231571496	0.00023275225248653442	8.716165211808402e-06
NDST1	0.0003198135818820447	0.00040127075044438243	8.009117777874053e-07	9.220129868481308e-05	5.828511348227039e-06	2.306985879840795e-05	1.1318576980556827e-05	0.00017262634355574846	7.333794087571732e-07	5.0513335736468434e-05	2.3649750801268965e-05	0.00010927272523986176	0.00031169422436505556	0.0012894128449261189	5.490496914717369e-05
NDST2	9.077128925127909e-05	7.937304326333106e-05	7.538657519035041e-05	2.387489439570345e-05	0.0003701437381096184	1.0475527233211324e-05	0.0027349800802767277	0.0001819874596549198	0.0002641536120790988	0.0003800139529630542	0.00011094898218289018	0.0008921347907744348	5.2923056500731036e-05	3.167450267937966e-05	6.91092136548832e-05
NDUFA4	0.00018255402392242104	0.0006985121872276068	0.0013191371690481901	0.001311235479079187	0.0009623942896723747	0.0026419111527502537	0.0008889540913514793	0.000669703702442348	0.0010535803157836199	0.0012728899018839002	0.0006017753039486706	0.00034542669891379774	0.0012138669844716787	0.0003771492338273674	0.0009607415413483977
NDUFA4L2	0.0006044961628504097	3.3216822430404136e-06	9.47919829741295e-07	0.0040244110859930515	5.541072596315644e-07	0.00010070693679153919	1.9257681742601562e-06	6.61133583435003e-07	6.947857968953031e-07	9.311983012594283e-05	2.2120732410257915e-06	1.2550831343105529e-06	7.710852969466941e-07	2.970937202917412e-06	2.308468901901506e-05
NDUFA6	0.0002584301109891385	0.00037858152063563466	0.0010939349886029959	0.0006371124181896448	0.0006650729337707162	0.0012060098815709352	0.00025769523927010596	0.0005151983350515366	0.0005371623556129634	0.0011200718581676483	0.0002929902693722397	0.0002649692178238183	0.00027870250050909817	0.0003066370263695717	0.0007707053446210921
NDUFAB1	0.00024136737920343876	0.0003729444579221308	0.000912520510610193	0.0007886132807470858	0.0005271052359603345	0.0021727988496422768	0.00039104881579987705	0.0005211426177993417	0.0007028558757156134	0.000987317180261016	0.0003889160871040076	0.00025739538250491023	0.0008185878396034241	0.00033733173040673137	0.0008673811098560691
NDUFB2	0.0003074902342632413	0.0005613070097751915	0.001023042481392622	0.0008102661231532693	0.0008509613107889891	0.0030120096635073423	0.0006767968880012631	0.0009680975927039981	0.0007908210391178727	0.00128813530318439	0.0004953286261297762	0.00042226514779031277	0.0014350322308018804	0.00044693038216792047	0.0006447970517911017
NDUFB3	0.00020215976110193878	0.0002594417310319841	0.0010592879261821508	0.000536942039616406	0.0006118083838373423	0.0012671006843447685	0.00041149838943965733	0.0005313811707310379	0.0006153327412903309	0.0008554923115298152	0.00044228677870705724	0.00018436902610119432	0.0005807714769616723	0.00027462083380669355	0.000795053958427161
NDUFB4	0.0003186516696587205	0.0005494686774909496	0.0011040962999686599	0.0010991733288392425	0.0006341884727589786	0.0017788080731406808	0.0006416171090677381	0.0005304228980094194	0.0008788477280177176	0.0011885965941473842	0.0005318097537383437	0.0003534071147441864	0.0012194345472380519	0.0004786896170116961	0.0012296359054744244
NDUFB7	0.0003569855180103332	0.0005222765612415969	0.0008902095723897219	0.0011077189119532704	0.0008219840237870812	0.002267923904582858	0.000379554636310786	0.0005397101631388068	0.0006612195284105837	0.0009041867451742291	0.0004179914831183851	0.00029408434056676924	0.0008935398072935641	0.00037231770693324506	0.0011299531906843185
NDUFB9	0.00018024122982751578	0.0002431936445645988	0.0006630959105677903	0.0007895382004790008	0.0005744623485952616	0.002475753193721175	0.0002018231461988762	0.00035221449797973037	0.0008183079189620912	0.0011235501151531935	0.0004231805505696684	0.00019257374515291303	0.0011818641796708107	0.0002492919156793505	0.00042282789945602417
NDUFC1	0.0002653385163284838	0.0005601446609944105	0.0009854754898697138	0.0007282167789526284	0.0006001233705319464	0.0018332194304093719	0.00039302368531934917	0.00043499961611814797	0.0007169359596446157	0.0006848445045761764	0.0003619630297180265	0.00021627898968290538	0.0016744518652558327	0.0004029081028420478	0.0007325512124225497
NDUFS8	0.00017608655616641045	0.00030938832787796855	0.0006972977425903082	0.0005887672305107117	0.0005789516144432127	0.002222426002845168	0.00033779398654587567	0.0003828416811302304	0.0005366087425500154	0.0011138576082885265	0.00020896518253721297	0.0002042293199338019	0.0007216474623419344	0.0002014278870774433	0.00080402399180457
NDUFV2	0.00021747512801084667	0.00025175086921080947	0.0014377664774656296	0.0006869923090562224	0.0005370261496864259	0.0018852234352380037	0.0007656791713088751	0.0005184195470064878	0.000929102476220578	0.0006984617793932557	0.0005104810115881264	0.00029190874192863703	0.0011462849797680974	0.00021811261831317097	0.0011022296966984868
NDUFV3	0.00019492140563670546	0.00024846396991051733	0.0003863019810523838	0.00035736829158850014	0.0002736695751082152	0.0010882298229262233	0.00018244436068926007	0.00044040754437446594	0.00032576615922152996	0.0004257299588061869	0.0002085680898744613	0.0002399025106569752	0.0010658127721399069	0.00016718888946343213	0.0006508344085887074
NEAT1	0.0005465791909955442	0.0003970084071625024	0.0002210086240665987	2.364748615946155e-05	0.0002833051548805088	1.8486089174984954e-05	6.492945976788178e-05	0.0004145473358221352	0.0001404718350386247	0.00011236640420975164	8.747475658310577e-05	0.00130561797413975	0.0003964060451835394	0.00030902877915650606	0.00024784207926131785
NEDD4L	1.2224933925608639e-05	5.5230895668501034e-05	2.45097703555075e-06	2.058941390714608e-06	4.799874659511261e-06	3.6441713746171445e-05	4.252557846484706e-05	0.00012402510037645698	3.316100992378779e-05	5.281595076667145e-05	5.559163764701225e-05	7.408864621538669e-05	0.0015888053458184004	0.000136727569042705	7.077836198732257e-05
NEGR1	0.000625253189355135	0.0009583649807609618	7.008063107605267e-07	2.741353637247812e-05	9.047693652064481e-07	1.1372356311767362e-05	9.527918155072257e-05	9.598965107215918e-07	6.277009561017621e-07	1.031963802233804e-05	2.4392859359068098e-06	3.37667552230414e-05	5.6632128689670935e-05	3.830557204764773e-07	1.064305251929909e-06
NEIL3	8.662677686288589e-08	5.619080312158076e-08	1.6312760635628365e-05	2.2021325207788323e-07	4.702284059021622e-06	6.128995977405793e-08	1.5007791489551892e-06	9.003885679703671e-06	3.796646410592075e-07	0.0010883825598284602	6.334535100904759e-07	5.144400347489864e-06	8.891252178955256e-09	5.175033948034979e-07	9.562195373291615e-07
NEK2	6.314076728131113e-08	4.1586936561088805e-08	8.707978622624069e-07	2.005120052217535e-07	2.3704579632521927e-07	1.060942125263864e-07	2.3692393824603641e-07	3.7123902529856423e-06	2.6978804612554086e-07	0.002432500943541527	1.3700211809464236e-07	2.0269025924335438e-07	6.617305370326676e-09	9.080886798074062e-08	2.408538080089784e-07
NEK6	0.00010998664220096543	0.00047903251834213734	5.63815665373113e-05	7.4320676503703e-05	0.00012350373435765505	0.00021389007451944053	0.0006420112331397831	0.0008120965212583542	7.322891906369478e-05	0.00018733108299784362	0.0007092465530149639	0.0005095993401482701	7.87206445238553e-05	7.453875878127292e-05	0.00011885411367984489
NES	0.000680204015225172	6.106244109105319e-05	1.0745534382294863e-06	0.0006932110409252346	6.916453685335e-07	4.474993693293072e-05	3.294680709586828e-06	7.881782039476093e-06	1.0939724006675533e-06	0.00011835095210699365	9.417526030119916e-07	7.032394478301285e-06	1.7376640244037844e-05	0.0013833181001245975	2.9778422685922123e-05
NET1	0.00026256658020429313	0.0002724179357755929	8.663447260914836e-06	0.001870715175755322	5.533729108719854e-06	0.00016531079018022865	8.508910104865208e-05	1.281818185816519e-05	2.6036515919258818e-05	0.0002510307531338185	3.434039535932243e-05	0.00023515007342211902	9.62950216489844e-05	0.00020915195636916906	0.00014959313557483256
NEURL1B	0.0011344572994858027	1.7588524769962532e-06	5.984762765365303e-07	0.0009066962520591915	8.172263505912269e-07	4.078674464835785e-06	3.782653948292136e-06	2.919853614002932e-06	4.578105858854542e-07	0.0007308335043489933	2.7801374358205067e-07	9.820218110689893e-06	4.0330101910512894e-05	0.0005019358941353858	1.7854633824754274e-06
