B	CD4Tconv	CD8Tex	Endothelial	Fibroblasts	Malignant	Mast	Mono.Macro	Myofibroblasts	Plasma	Tprolif
spot_1	0.0355153989915385	0.49337069138531	0.237581158521179	8.03891125165869e-05	0.227449824708614	8.03891125179997e-05	8.03891125133661e-05	0.00560059171364028	8.03891125179978e-05	8.03891171351254e-05	8.03891125180001e-05
spot_2	0.051688133046875	0.0804048471501651	5.77056118824555e-05	0.016201330503594	0.00487815949114865	0.610417010173419	5.77056118844108e-05	0.235996928085663	5.7705611897063e-05	5.77056122635806e-05	0.000182769101207603
spot_3	0.0269506794168342	0.250615771741124	0.132872099925689	9.15383096657768e-05	9.15383096867929e-05	0.405388904608326	9.15383096612624e-05	0.0641628744779704	0.119551978281378	9.15383099983441e-05	9.15383096657799e-05
spot_4	0.00846203448761326	0.221855187962574	6.0292397385116e-05	6.02923973851091e-05	0.1104710718902	0.639967986771412	6.02923974333063e-05	6.0292397384174e-05	6.02923973851006e-05	6.02923963774799e-05	0.01888196450485
spot_5	0.0671293606128938	0.122892424634016	0.000184552112294251	7.08097720353417e-05	0.152256324183102	0.565382554851509	7.08097720317131e-05	0.0798507524652538	7.08097720321731e-05	7.08097720860564e-05	0.0120207920527464
spot_6	0.0456276889668047	0.000126099198086587	0.0433888671348875	0.315126206854536	0.222643002049654	0.300782096661398	0.00177587930094772	0.0701518622392575	0.000126099197978997	0.000126099198361989	0.000126099198086589
spot_7	0.00364766798816077	0.0965901301101232	0.226649911320902	6.30969905158314e-05	6.30969906781875e-05	0.605258569519389	6.30969905119612e-05	0.0528674406250838	6.30969905124445e-05	0.00157180738360019	0.0131620850905222
spot_8	0.0173307677135176	0.142784879054203	0.000155234426593041	0.30250776678193	0.000155234426427847	0.533600035739518	0.000155234426454269	0.000155234426624273	0.000155234426596184	0.00284514415153915	0.000155234426596182
spot_9	0.0414654819668076	0.183159455329884	0.000143176767327036	0.0525373722281195	0.315475217470447	0.204663452081273	0.000143176767347748	0.201983137086547	0.000143176767326428	0.000143176767593731	0.000143176767326428
spot_10	0.00164995179288844	0.028910300389139	0.0799602289028991	0.153201096206478	0.648427344261294	3.05637825613823e-05	3.05637825621604e-05	3.0563782561356e-05	0.0729313050207031	6.31463932953515e-05	0.014764935685618
spot_11	0.0505021995731395	0.202478538909225	0.0276265106218617	0.000122396268746401	0.223708908821622	0.376806152723842	0.118265708004171	0.000122396268746403	0.0001223962687464	0.000122396271153483	0.000122396268746406
spot_12	0.198342595769707	0.446880032225502	0.00015559031629271	0.0029852147940968	0.1306680680432	0.000155590316290771	0.000155590316635605	0.0787998929648633	0.141546244620644	0.000155590316474845	0.000155590316292711
spot_13	7.95143462872191e-05	0.468519983266428	0.0212631223296271	0.0852982177115248	0.0489802819541905	0.00158356254060142	7.95143462876563e-05	0.365747516134171	0.00828925867852984	7.95143460649015e-05	7.95143462872209e-05
spot_14	5.52897457411728e-05	6.16431096483413e-05	0.301767489422812	5.52897457427351e-05	5.52897458174565e-05	0.0234826810660138	0.124400349821033	0.545862836429681	0.00414855142273982	5.52897450288359e-05	5.52897457411698e-05
spot_15	9.03887955929545e-05	0.181480861247996	0.159124906168628	0.500213595628079	0.00176610888771811	9.03887955928308e-05	9.03887953867136e-05	0.0715352413178539	0.0854273427722728	9.03887952875328e-05	9.0388795592952e-05
spot_16	0.156197877818897	0.218850194285558	0.151442556166976	0.000101241551446979	0.223851318936083	0.232809463159425	0.000101241551473329	0.00010124155144698	0.00685867067149361	0.000101241552884781	0.00958495275431493
spot_17	0.0758901708075273	0.134630915006866	0.264557070126988	0.00474424265270453	0.122679167729782	0.389929355116736	0.000234034319815734	0.000234034319952372	0.00023403431995199	0.0031957905521418	0.00367118504753345
spot_18	5.44946687519171e-05	5.44946687520989e-05	0.133890303100597	5.44946687516373e-05	0.275280670470253	0.183902362808902	5.44946689500886e-05	0.405530018177939	5.44946687514451e-05	5.44946677357177e-05	0.00106967743061601
spot_19	0.0280032387578631	9.47692143332599e-05	0.302845499816022	9.47692143332644e-05	0.12334730425333	0.539527176988292	9.47692143407399e-05	0.00174280309010854	9.476921433136e-05	9.47692142514646e-05	0.00406013102279435
spot_20	0.0249573430310055	0.0259585303618693	8.1939085936329e-05	8.19390859389455e-05	0.431925669809065	0.463032262079325	0.0503531796411083	8.193908593893e-05	0.00336331964622073	8.19390876533103e-05	8.1939085939032e-05
spot_21	8.59425045747979e-05	8.59425045748196e-05	0.218128830625561	0.176835497229869	0.0881448868650087	0.51628918777008	8.59425044091588e-05	8.59425045747906e-05	8.59425018216032e-05	8.59424847432546e-05	8.59425047828761e-05
spot_22	4.19593994220794e-05	0.134720819892487	0.137607020238782	4.19593994209056e-05	0.371663465998112	0.352986013851909	0.00192164398620124	0.000883971804352384	4.92266312852389e-05	4.19593986072216e-05	4.19593994209053e-05
spot_23	0.000128436294525521	0.3877598919725	0.000128436294525507	0.265838617026948	0.0653242766834035	0.279760335372276	0.000128436294566243	0.000128436294519794	0.000128436294525518	0.000546261177684643	0.000128436294525521
spot_24	0.000780081569457185	0.393429342263951	0.0118519577398212	0.00144938716866948	0.417547875334093	6.14742799506579e-05	6.14742799710072e-05	6.14742799500413e-05	0.0244698586418925	6.14742798757253e-05	0.150225600162369
spot_25	0.0735342632688168	0.000263658297588018	0.269814049237975	0.0137669245034095	0.010663444031218	0.443470536251676	0.000263658297647817	0.178220787927983	0.00897825068987242	0.000760769196225921	0.000263658297588014
spot_26	0.0775011628861153	0.0395306184563776	0.0657180645653218	0.00204588624739317	6.05271410200048e-05	0.566670671055556	6.0527140959265e-05	0.190576101019107	0.0577153872061428	6.05271409903868e-05	6.05271410169653e-05
spot_27	3.02078142941835e-05	0.0792698327045401	0.446109893922146	3.02078142942565e-05	3.02078142822678e-05	0.427392404027785	3.0207814289702e-05	3.02078142940324e-05	0.0470164146457232	3.02078140560041e-05	3.02078142941836e-05
spot_28	7.49965349977052e-05	7.49965349976973e-05	0.212195194706045	7.49965349976989e-05	0.36916835452502	0.320882026641779	7.49965385387036e-05	0.0972007169175077	8.13374521956106e-05	7.49967331909975e-05	9.73868807298228e-05
spot_29	5.80456643066538e-05	0.12464744468965	0.278100536927514	5.80456643066572e-05	0.409123046227315	0.0369043913587406	0.0595008595184256	5.80456643066545e-05	0.0914334929588352	5.8045662292529e-05	5.80456643066559e-05
spot_30	0.187345309095991	9.79939880883701e-05	0.0687641232166604	9.79939881006555e-05	0.0330568952851472	0.0473643674886422	9.79939877261337e-05	0.627578404204877	9.79939880911623e-05	0.0025784664013295	0.0329204583553463
spot_31	0.0369587781803154	0.139137052115942	0.379272926383365	0.00957739265621048	3.15116790037929e-05	0.0292947263568141	3.15116789693619e-05	0.403590498574872	0.00202632757043922	4.77631251053352e-05	3.15116789637358e-05
spot_32	6.47120172347713e-05	0.1244240326983	0.515868163292241	6.47120172347728e-05	0.342379228183273	0.0143660979601838	0.00257420576251695	6.47120172290771e-05	6.47120172347704e-05	6.47120173169807e-05	6.47120172347705e-05
spot_33	0.110498667908074	0.00011365279855838	0.0397145283079618	0.310276408210231	0.420954327365169	0.000113652798558377	0.000113652798537013	0.000113652798555701	0.116344509761519	0.000158366430697821	0.00159858082213786
spot_34	0.00307432295328386	0.000140560435125133	0.223247542719593	0.033220387377594	0.0489146233620022	0.34832120588886	8.58114724643657e-05	0.327219815066804	0.0156041077870164	8.58114647284422e-05	8.58114725286011e-05
spot_35	0.000118408116431143	0.000118408116431117	0.360024971055068	0.00111088006805114	0.270671588114813	0.167584230539283	0.000118408116308642	0.199897881516695	0.000118408116210866	0.00011840812427726	0.000118408116431124
