,mean_nUMI_factorsB,mean_nUMI_factorsCD4Tconv,mean_nUMI_factorsCD8Tex,mean_nUMI_factorsEndothelial,mean_nUMI_factorsFibroblasts,mean_nUMI_factorsMalignant,mean_nUMI_factorsMast,mean_nUMI_factorsMono/Macro,mean_nUMI_factorsMyofibroblasts,mean_nUMI_factorsPlasma,mean_nUMI_factorsTprolif
spot_1,67.75605773925781,172.5914764404297,363.94000244140625,2.647547721862793,277.99578857421875,54.3325309753418,4.856673240661621,2.7128241062164307,3.447953462600708,0.9366531372070312,3.114778757095337
spot_2,54.45411682128906,17.861665725708008,40.95357131958008,3.301225185394287,2.6108744144439697,630.0463256835938,1.418878197669983,183.98370361328125,1.9695569276809692,2.169675588607788,34.264305114746094
spot_3,45.181697845458984,148.37625122070312,107.34493255615234,5.280630588531494,11.014772415161133,531.3741455078125,4.575333118438721,46.49864196777344,87.09127807617188,2.416532039642334,8.927385330200195
spot_4,10.51563835144043,28.639026641845703,21.018077850341797,2.25540828704834,83.72188568115234,633.0062255859375,4.590542793273926,6.229098320007324,2.88335919380188,1.375496745109558,212.19154357910156
spot_5,7.718053340911865,21.525638580322266,37.07063293457031,23.224021911621094,55.384029388427734,430.1347961425781,6.179944038391113,56.27797317504883,29.693002700805664,245.25894165039062,9.087953567504883
spot_6,42.1444091796875,22.044336318969727,25.489036560058594,230.98533630371094,299.3081359863281,297.0006103515625,2.1991913318634033,60.813209533691406,3.240375518798828,1.8063956499099731,2.765134572982788
spot_7,9.881189346313477,36.994483947753906,166.8295135498047,2.7854695320129395,10.283933639526367,554.0686645507812,3.885953664779663,51.021217346191406,2.6100761890411377,119.7283706665039,5.401171684265137
spot_8,8.746376991271973,19.08343505859375,32.130638122558594,248.653076171875,7.34381103515625,451.7445983886719,3.0651357173919678,9.41180419921875,1.406134009361267,68.91210174560547,3.4618070125579834
spot_9,134.59844970703125,29.29806137084961,50.21294403076172,32.89830017089844,283.0523986816406,298.75714111328125,6.856921195983887,142.68019104003906,10.892696380615234,2.9222187995910645,3.6536247730255127
spot_10,4.957676410675049,16.935522079467773,57.806007385253906,95.32858276367188,564.701416015625,9.933713912963867,2.825570583343506,3.49983811378479,24.433835983276367,91.5800552368164,4.841540336608887
spot_11,59.10010528564453,75.39047241210938,192.14488220214844,7.513189792633057,186.0594024658203,377.25299072265625,61.87920379638672,3.5631637573242188,3.351562023162842,1.7767194509506226,3.216911792755127
spot_12,232.90042114257812,43.0085563659668,88.6940689086914,6.545944690704346,95.17053985595703,31.55843162536621,5.248288631439209,63.116050720214844,125.76651763916016,204.08486938476562,3.9169912338256836
spot_13,33.263877868652344,55.74773406982422,331.8079833984375,59.5809326171875,62.39142608642578,42.4705696105957,7.291893482208252,398.6049499511719,3.9298019409179688,1.429519534111023,7.934540748596191
spot_14,21.430667877197266,34.80813980102539,219.02182006835938,5.432757377624512,3.882456064224243,74.48770141601562,112.04871368408203,518.03125,2.783993721008301,1.165411353111267,10.982588768005371
spot_15,70.91632843017578,90.52816009521484,90.9681625366211,526.1525268554688,13.84006118774414,63.05519104003906,3.686542272567749,48.93719482421875,82.68152618408203,4.126245975494385,5.665037631988525
spot_16,155.91485595703125,109.98192596435547,143.2704620361328,5.088807582855225,174.24024963378906,382.1098937988281,4.394957542419434,4.797032833099365,9.465228080749512,1.2587878704071045,10.808881759643555
spot_17,6.8111090660095215,33.03037643432617,163.22137451171875,15.478954315185547,63.42062759399414,372.5850830078125,1.7197778224945068,3.9158995151519775,2.9431610107421875,172.0265350341797,9.69039535522461
spot_18,9.273432731628418,27.109621047973633,88.72694396972656,7.071270942687988,381.34356689453125,123.67090606689453,11.838869094848633,329.7801208496094,6.703298568725586,1.1640337705612183,7.728574752807617
spot_19,45.661251068115234,54.544677734375,185.96292114257812,3.629289388656616,123.43775939941406,523.3099975585938,5.258619785308838,4.747474193572998,3.581190586090088,4.615585803985596,17.505537033081055
spot_20,5.112546443939209,29.022113800048828,44.24613952636719,5.0459418296813965,398.16632080078125,494.5486145019531,21.5966739654541,7.144583225250244,7.495207786560059,1.2132295370101929,9.531848907470703
spot_21,5.819468021392822,19.047876358032227,126.40827178955078,209.13323974609375,92.18711853027344,521.9818725585938,4.030679702758789,10.217222213745117,8.715872764587402,1.531692385673523,8.228809356689453
spot_22,6.238644123077393,43.79166793823242,220.153564453125,2.7783820629119873,356.58038330078125,345.4275817871094,3.9277281761169434,4.373939037322998,3.2799649238586426,1.6203334331512451,3.2517173290252686
spot_23,23.079627990722656,227.80386352539062,56.22563171386719,265.0359802246094,68.1353530883789,308.9925537109375,3.7477102279663086,3.632539987564087,3.3295631408691406,19.192386627197266,7.440915107727051
spot_24,10.373581886291504,77.93795013427734,119.28784942626953,3.926745891571045,339.4615173339844,53.992862701416016,19.921958923339844,2.77388596534729,40.79970932006836,46.483970642089844,252.784912109375
spot_25,13.002450942993164,15.213151931762695,95.84199523925781,5.36974573135376,27.619840621948242,347.8721008300781,7.605556011199951,84.01897430419922,4.445095539093018,184.8975372314453,6.258293628692627
spot_26,62.4459114074707,22.168577194213867,48.3125,77.30663299560547,6.288075923919678,487.5115661621094,3.0013997554779053,249.31881713867188,12.171961784362793,1.6619868278503418,9.611224174499512
