barcode	1	2	3	4	5	6	7	8	9	10	11
spot_1	0.05925101801643311	0.2569838578332839	0.3443519919704501	0.010193840695727183	0.27286042287658163	0.04842325439894163	0.0017140293779810472	0.006221584830601377	0.0	0.0	0.0
spot_2	0.10541447148174742	0.14257400291187367	0.11832328736305943	0.024660163793274927	0.0	0.28848880753153916	0.0	0.22112055036986433	0.0018365378373714726	0.0	0.09758217871126959
spot_3	0.0991124996513522	0.19219035423765024	0.10935951949805761	0.06123547048032443	0.03802821714691142	0.17420893549257466	0.0	0.04996338774524666	0.2759016157478828	0.0	0.0
spot_4	0.0	0.1288173540266293	0.06141572172597259	0.03702648241999865	0.1418448855153641	0.2646199060338047	0.008374527174988506	0.0	0.02707693925602197	0.0	0.33082418384722023
spot_5	0.09331770004973768	0.12474052497679056	0.04361417685134798	0.0	0.05124086364947619	0.4871957980692046	0.0	0.07749198119204592	0.004841672058685604	0.11755728315271141	0.0
spot_6	0.09181951982045297	0.0716499386580018	0.03740143623798936	0.3755797855814829	0.14928719590794715	0.14484348087551138	0.007022686442707283	0.06051785142240322	0.04413481280324972	0.0	0.017743292250254183
spot_7	0.0	0.2035096520602053	0.15436065660010628	0.05146812728102843	0.0	0.4452902620431909	0.025618125283042484	0.048993164858285324	0.0	0.07076001187414128	0.0
spot_8	0.0343063204398764	0.18783157123875494	0.00972116854553342	0.29800206032132964	0.020227005405010844	0.3877132323936377	0.019913185330865526	0.0	0.016654936986901413	0.02563051933809013	0.0
spot_9	0.10087000984532851	0.12783375205573994	0.04731870268318771	0.163906938223744	0.1651388799449743	0.08425542341125415	0.03834933956681608	0.19583837263162465	0.03504210854952012	0.03944842052763547	0.0019980525601749387
spot_10	0.01921125531318543	0.12470567710248995	0.06748921525830252	0.14483616346345507	0.43363248130397614	0.020548981831711888	0.0	0.0027299931660170894	0.16759518926088196	0.00905794152960438	0.010193101770375477
spot_11	0.058624012040068396	0.17799424621309776	0.04401547934535605	0.10891670559759409	0.16135372945936832	0.14468703975324362	0.2486702944881933	0.011436666846438553	0.017007537123021256	0.027294289133618588	0.0
spot_12	0.2181532391675879	0.22734028420570018	0.05756217600115136	0.006454944842739452	0.11848147002584562	0.012294420449060485	0.0	0.038393104690026034	0.16322158409434953	0.1580987765235394	0.0
spot_13	0.07402720050923665	0.17225763303898503	0.1379624058502679	0.1657039755196698	0.051853575129576	0.020962750585127594	0.0007935524245563675	0.3607699271861228	0.0	0.015668979756457955	0.0
spot_14	0.08171744448290395	0.07836415654471905	0.19769298606454516	0.014165823451978215	0.010303377544742932	0.014135897162859658	0.278336941629252	0.30658319444285176	0.0	0.0	0.0187001786761473
spot_15	0.0	0.18701389384982448	0.0986172521197105	0.4657120511712793	0.013345383603867217	0.017722774266710026	0.0	0.030722211484536802	0.1863605015968309	0.0	0.0005059319072408528
spot_16	0.21662657354558135	0.10706847873421858	0.10052489453557424	0.0	0.10203762496636887	0.334306146736072	0.056065141441491266	0.0	0.007886012174664461	0.051609366807302284	0.02387576105872716
spot_17	0.09038753569109421	0.10735497466201822	0.1382187284541509	0.009276832874666073	0.06971241948827848	0.4063460459007733	0.0	0.0	0.06902806311961242	0.10967539980940631	0.0
spot_18	0.18725954206559212	0.09976769272249586	0.08497234326574318	0.0011878691312093524	0.19206474700791262	0.08605998210134766	0.02721308358881332	0.28528965242744425	0.02078883297508019	0.0	0.015396254714361608
spot_19	0.044652420327340424	0.2434987686667505	0.13982416964926875	0.010682366018508978	0.12903773002126506	0.39958691982481015	0.0	5.462962586415974e-05	0.029675185743004113	0.0	0.0029878101231878744
spot_20	0.039039436511086476	0.13032360358413866	0.0380696261405353	0.019715857697800477	0.39934492675443833	0.23131920927215444	0.10353164353907308	0.005780906796336015	0.028556667429501085	0.0	0.004318122274936009
spot_21	0.007179953874893918	0.07731353286141665	0.20887320991037445	0.2916328455461663	0.10339706124310248	0.2708404257181663	0.0	0.0	0.0	0.0	0.040762970845879896
spot_22	0.0	0.14533380262244813	0.15256101695747784	0.02841470633053826	0.27154396581833523	0.3106898143048617	0.004881953501754676	0.0005257643154682482	0.051458887646951654	0.03459008850216413	0.0
spot_23	0.0069163819527521785	0.28858168021349356	0.05802458132621674	0.3718230433714215	0.06460059171826663	0.10848807962417102	0.0	0.005500772550758346	0.05820402237089486	0.011564145655758197	0.02629670121626691
spot_24	0.045773336345235796	0.2011941982339509	0.15566906829256377	0.033006840993903684	0.35692153185927944	0.035115848336449165	0.0	0.0	0.03784417891581846	0.0	0.13447499702279883
spot_25	0.04606075437048353	0.20096660755180715	0.17311452322000942	0.0008103321863484517	0.0	0.32257387485385114	0.0	0.12151851742190782	0.01724194579806364	0.11771344459752889	0.0
spot_26	0.028674317912891704	0.08528295010929476	0.07242887812351471	0.014244829242587565	0.0	0.24587178168201612	0.0	0.05704268615845243	0.043960325096045014	0.4524942316751977	0.0
spot_27	0.0219162650185721	0.26516380315492244	0.22755706951234128	0.014114857254058548	0.0	0.2660921022848884	0.0	0.0	0.19745568667955354	0.0	0.007700216095663729
spot_28	0.03972692164971483	0.10436426323567935	0.20541905469975233	0.021494936247508683	0.2571193239319749	0.1517329075561354	0.020727398372950626	0.0394505025502395	0.053892104932412775	0.07058705711245097	0.03548552971118059
spot_29	0.0	0.20337378454490151	0.1261327491139163	0.06089131802846748	0.2517689382992869	0.06192007976113894	0.1376905926980435	0.0	0.14508604501611366	0.010521112485055342	0.0026153800530763533
spot_30	0.28367080021330565	0.11068659783341939	0.10458405925788004	0.010690449981401602	0.01980390393126482	0.032752024998464635	0.013773375583715957	0.31794526196137335	0.0	0.10448371388607082	0.0016098123531037615
spot_31	0.06158154176480106	0.2517715982361341	0.22268582313438046	0.018884951701845735	0.03536255121406593	0.034172329431029914	0.0	0.3311768240393386	0.00425804433260803	0.04010633614579613	0.0
