B	CD4Tconv	CD8Tex	Endothelial	Fibroblasts	Malignant	Mast	Mono.Macro	Myofibroblasts	Plasma	Tprolif
spot_1	0.0422631294965237	0.272812856879632	0.435941705154055	8.3411555027593e-05	0.248350727463791	8.34115549789903e-05	0.000131111674648048	8.34115549789906e-05	8.34115549789869e-05	8.34115566631193e-05	8.34115547237153e-05
spot_2	0.0622524197390657	0.0233760548562415	0.071467875392539	0.0152840627797486	3.89378876354006e-05	0.609105313284366	3.89378875509489e-05	0.218307850562457	3.8937887636689e-05	3.89378877264155e-05	5.06718350324586e-05
spot_3	0.0323884146620904	0.315479538823948	0.0981791610861112	6.53081907773372e-05	6.53081907763845e-05	0.349032991905347	6.53081907792365e-05	0.0646120747615099	0.139981277807475	6.53081904085445e-05	6.53081907773375e-05
spot_4	8.68040537878431e-05	0.231339162152203	8.68040537878474e-05	8.68040537878439e-05	0.110040318202234	0.618015565026173	8.68040537878446e-05	8.68040537903527e-05	8.68040537878438e-05	8.68040585983202e-05	0.0399973262380631
spot_5	0.0220209438612611	0.182103660015234	6.67371582205225e-05	6.67371582201444e-05	0.114479388253517	0.608865350652221	6.67371582624278e-05	0.0721302342682838	6.67371582201447e-05	6.67371583387097e-05	6.67371582201436e-05
spot_6	0.0468703137950011	8.49335153190145e-05	0.0325010599388137	0.319812037369467	0.226608053448551	0.275733816694158	8.49335153644446e-05	0.0980500511776623	8.4933515319007e-05	8.4933514902067e-05	8.49335154430689e-05
spot_7	9.00004933916283e-05	0.137922976346918	0.203947322646001	9.00004933916302e-05	0.000394233541481663	0.606313637976353	0.00455540488784181	0.0416038411100679	0.00115056887214	0.00384201313902199	9.00004933916312e-05
spot_8	0.0369870732026552	0.165160014738462	0.000144175994444217	0.277977117665919	0.000144175994448158	0.509216463478492	0.000144175994498498	0.000144175994444209	0.000144175994444209	0.00979427494774851	0.000144175994444211
spot_9	0.0566002544619435	0.237861811042629	9.28563029433578e-05	0.0337529105261874	0.270465615397876	0.230143762410771	0.000361582348384272	0.17044263860037	9.28563029433679e-05	9.2856303007944e-05	9.28563029433666e-05
spot_10	4.41665980185016e-05	4.41665980190081e-05	0.0964766349134751	0.131420328674968	0.724294393591746	4.41665980189975e-05	4.4166598009512e-05	4.41665980189936e-05	0.0446236365248601	0.00292000670684635	4.41665980189974e-05
spot_11	0.0686426093744951	0.255023880045026	0.000129999699729455	0.000129999699729473	0.187736553031847	0.371333362564517	0.116483596785776	0.000129999699729473	0.00012999969972946	0.000129999699808142	0.000129999699612639
spot_12	0.226768210992262	0.423735431140754	0.000148498099368108	0.000148498099368105	0.157070731741942	0.000148498099368106	0.000148498099190922	0.106126458952438	0.0854081785770199	0.000148498098920492	0.000148498099368107
spot_13	0.000115816711419814	0.479870979070327	0.000115816711419827	0.086348627638952	0.068223938601701	0.0106157237677332	0.000115816714737966	0.354245830707134	0.000115816711419827	0.000115816653735361	0.00011581671141982
spot_14	7.68661476892094e-05	0.000101786651865571	0.377196218898197	7.68661476892134e-05	7.68661477638237e-05	0.0139300671967305	0.11134525269452	0.496524522254037	7.68661476851517e-05	0.000517821566134387	7.68661476892201e-05
spot_15	8.94738720377545e-05	0.280969478843229	0.0793913312185156	0.489021401253014	8.94738720377647e-05	0.000589580980440566	8.9473872135797e-05	0.0594919439413825	0.0900888944030045	8.94738721642464e-05	8.94738720377318e-05
spot_16	0.153346654659452	0.219585406024584	0.111469289661597	0.000100057717975482	0.232864041187753	0.235380406847506	0.0105425847647383	0.00715686930710804	0.000100057717975489	0.000100057718356179	0.0293545743929545
spot_17	0.0578853676471071	0.0844554887200235	0.288955249277878	0.0046204557124691	0.141031338211095	0.415022138155282	0.000349044942032396	0.000349044942025444	0.000349044942029872	0.00663378250802805	0.000349044942029863
spot_18	5.53595736549321e-05	9.06648447283617e-05	0.131155570347773	5.53595737361873e-05	0.276521155759288	0.163099719585603	5.53595737564696e-05	0.42334328655035	5.53595737363231e-05	5.53595741485909e-05	0.00551280504322553
spot_19	0.038375194758257	0.0252198430329066	0.291244190649147	6.95186555334007e-05	0.160066729988257	0.479113809597005	6.95186555399581e-05	0.00563263869669537	6.95186555334018e-05	6.95186555923651e-05	6.95186555334017e-05
spot_20	0.0228753278263369	0.0512206488606613	8.21576959829364e-05	8.21576959825901e-05	0.374273311126279	0.495066201351195	0.0491075137845186	8.21576959825901e-05	0.00704620857156512	8.21576955131861e-05	8.21576959825906e-05
spot_21	8.48545216534356e-05	8.48545216534405e-05	0.208900284955015	0.099744423557021	0.0948672157814357	0.59589409407776	8.48545213068107e-05	8.48545216534321e-05	8.48545216534359e-05	8.48544991938378e-05	8.48545216534279e-05
spot_22	6.1585120011349e-05	0.0472864344517215	0.195266260702624	0.00443207286384324	0.42110169697979	0.331516596769959	6.15851199245431e-05	6.15851200114996e-05	8.9012630470368e-05	6.15851216330214e-05	6.15851200115339e-05
spot_23	0.000186112848003538	0.359059297376	0.000186112848003543	0.233156686883471	0.0769926188841217	0.320062593151082	0.000186112848093182	0.000186112848003537	0.000186112848003537	0.000661708432761655	0.00913653103245617
spot_24	0.0188689918928896	0.369015626466126	0.000131210444677885	0.000131210444677895	0.415515214501508	0.0374199584876818	0.000131210444505701	0.000131210444677892	0.000131210444677892	0.000131210445133869	0.158392945983443
spot_25	0.0536689994801544	0.000261175453044552	0.150074512934675	0.00576432268713381	0.00386420883348517	0.466332790096779	0.000261175453062028	0.24904935578843	0.0173709225201194	0.00297162910518052	0.0503809076479354
spot_26	0.0994832064962187	0.0982645759674044	7.64898376353652e-05	0.0126623051822037	5.87661424710354e-05	0.553511120073463	5.87661424368143e-05	0.182692331995817	0.0530749058773782	5.87661425003343e-05	5.87661424710366e-05
