,mean_nUMI_factorsB,mean_nUMI_factorsCD4Tconv,mean_nUMI_factorsCD8Tex,mean_nUMI_factorsEndothelial,mean_nUMI_factorsFibroblasts,mean_nUMI_factorsMalignant,mean_nUMI_factorsMast,mean_nUMI_factorsMono/Macro,mean_nUMI_factorsMyofibroblasts,mean_nUMI_factorsPlasma,mean_nUMI_factorsTprolif
spot_1,1191.37451171875,979.353515625,4425.28369140625,11.733063697814941,2347.443603515625,152.49159240722656,8.529911041259766,16.059246063232422,5.660607814788818,5.205612659454346,17.99745750427246
spot_2,385.6243591308594,643.4462890625,130.25912475585938,69.81929016113281,25.368114471435547,6080.37255859375,6.6643171310424805,2494.139404296875,4.802283763885498,11.256623268127441,351.8936767578125
spot_3,637.2177734375,2141.830810546875,686.8369140625,29.14508819580078,24.429475784301758,4826.6767578125,5.570216655731201,429.705078125,1363.0511474609375,2.724377155303955,9.207135200500488
spot_4,52.34645462036133,1120.9986572265625,53.803001403808594,3.947357177734375,1039.124755859375,6078.75244140625,2.5722553730010986,5.734616756439209,7.019780158996582,5.0608015060424805,1630.46728515625
spot_5,30.068401336669922,350.5232849121094,310.9783020019531,8.998685836791992,1084.0736083984375,4891.43603515625,3.6128599643707275,858.5142822265625,14.860424041748047,1792.61279296875,223.12338256835938
spot_6,556.8260498046875,132.0436248779297,309.5086975097656,3214.977783203125,2590.708251953125,2748.10205078125,7.461700916290283,539.2679443359375,7.542393207550049,6.384415149688721,6.7974138259887695
spot_7,20.84889793395996,336.2538757324219,2214.989990234375,9.865339279174805,9.639571189880371,5963.203125,4.816921710968018,727.5421752929688,5.5878071784973145,838.4354248046875,32.80868148803711
spot_8,289.6219177246094,248.38601684570312,314.1263732910156,2595.98095703125,19.75676727294922,4569.732421875,2.680752992630005,17.551549911499023,11.067422866821289,638.2263793945312,17.590442657470703
spot_9,1325.491455078125,1093.46435546875,100.027099609375,857.3500366210938,2660.69775390625,2028.594970703125,2.374528408050537,1452.0706787109375,14.619915008544922,2.6296615600585938,7.507079124450684
spot_10,6.643346309661865,271.3360595703125,534.3135986328125,1227.8216552734375,4772.28662109375,33.56281661987305,3.7272369861602783,6.262214183807373,1034.0235595703125,599.5362548828125,8.01121997833252
