,mean_nUMI_factorsB,mean_nUMI_factorsCD4Tconv,mean_nUMI_factorsCD8Tex,mean_nUMI_factorsEndothelial,mean_nUMI_factorsFibroblasts,mean_nUMI_factorsMalignant,mean_nUMI_factorsMast,mean_nUMI_factorsMono/Macro,mean_nUMI_factorsMyofibroblasts,mean_nUMI_factorsPlasma,mean_nUMI_factorsTprolif
spot_1,211.12643432617188,359.3177795410156,964.9611206054688,4.185598373413086,720.6555786132812,66.069091796875,6.214285373687744,28.471033096313477,4.6421332359313965,11.808979034423828,7.647934913635254
spot_2,86.33132934570312,100.24275970458984,87.48844146728516,3.2700259685516357,8.6228609085083,1373.596435546875,2.732973575592041,699.9632568359375,1.6950428485870361,2.835400342941284,97.27742767333984
spot_3,234.95848083496094,289.02935791015625,331.3701477050781,5.2097907066345215,9.433722496032715,1132.513916015625,6.621682167053223,191.99407958984375,316.0646667480469,2.476834774017334,7.015440940856934
spot_4,14.902955055236816,220.47528076171875,47.22335433959961,3.1650521755218506,314.4368896484375,1481.86474609375,2.234290599822998,2.724169969558716,3.831582546234131,2.0807580947875977,414.7048034667969
spot_5,7.811747074127197,37.54584503173828,44.558101654052734,4.58933687210083,245.3406524658203,1317.2425537109375,4.912863731384277,197.51025390625,3.8051977157592773,408.25128173828125,71.74266815185547
spot_6,72.10834503173828,49.737911224365234,62.394187927246094,676.634521484375,520.2275390625,906.4434814453125,22.96235466003418,200.3528594970703,8.114500999450684,1.805734395980835,44.92332077026367
spot_7,12.618657112121582,333.02288818359375,348.54791259765625,19.445466995239258,8.340553283691406,1294.548583984375,6.623196601867676,194.64553833007812,5.5328288078308105,156.4431915283203,31.875646591186523
spot_8,31.098377227783203,82.84510040283203,66.03839111328125,578.0175170898438,17.43850326538086,1188.0328369140625,2.623981237411499,9.602341651916504,3.1954071521759033,171.0934600830078,4.822622299194336
spot_9,339.60052490234375,212.52774047851562,96.42424774169922,127.73304748535156,644.1398315429688,577.0042114257812,5.6657538414001465,363.46026611328125,17.25278091430664,2.3967154026031494,6.309148788452148
spot_10,5.270472049713135,30.95139503479004,136.93630981445312,191.95445251464844,1277.4822998046875,16.23343849182129,2.510176420211792,4.309066295623779,358.18011474609375,162.26516723632812,3.2574973106384277
spot_11,172.45716857910156,208.2782745361328,173.66915893554688,3.3039987087249756,483.5983581542969,1144.945556640625,240.14805603027344,11.2341947555542,11.592650413513184,2.7579281330108643,6.125675678253174
spot_12,617.2020263671875,261.84759521484375,76.60671997070312,9.98631477355957,162.71315002441406,57.80098342895508,3.9394514560699463,99.15187072753906,430.8959045410156,440.09613037109375,5.612007141113281
spot_13,26.980846405029297,427.7603759765625,600.436767578125,245.81869506835938,146.44866943359375,83.91626739501953,7.282987594604492,904.7252197265625,6.262143611907959,2.5134756565093994,16.873998641967773
spot_14,14.100964546203613,44.468162536621094,585.4519653320312,4.126683235168457,3.85011887550354,78.61726379394531,302.41455078125,1385.5977783203125,11.963997840881348,1.4315909147262573,30.030399322509766
spot_15,142.7327423095703,309.79327392578125,278.36572265625,1303.1993408203125,10.76823902130127,92.99585723876953,12.772191047668457,151.77328491210938,137.50035095214844,1.0102646350860596,6.237478256225586
spot_16,538.6887817382812,294.81524658203125,273.3045349121094,5.3023600578308105,445.29266357421875,853.7604370117188,4.774952411651611,5.950394630432129,7.600006103515625,2.910134792327881,7.060119152069092
spot_17,24.242218017578125,49.25218200683594,476.92901611328125,4.853541374206543,255.71011352539062,803.6635131835938,3.009237766265869,5.535874843597412,8.653778076171875,423.6791076660156,15.754792213439941
spot_18,10.367242813110352,60.60736846923828,233.7061004638672,8.360665321350098,707.01171875,340.66815185546875,2.955404043197632,1133.2530517578125,30.868497848510742,0.9006586074829102,12.825666427612305
spot_19,82.57109069824219,81.25601959228516,576.457275390625,5.133861064910889,229.333251953125,1444.7027587890625,5.849045753479004,5.412855625152588,4.204433441162109,2.238325357437134,39.08003234863281
spot_20,67.23961639404297,87.62637329101562,88.53968811035156,6.075097560882568,976.7125244140625,1108.8587646484375,99.83590698242188,25.319543838500977,9.711636543273926,4.069052219390869,40.43523406982422
