B	CD4Tconv	CD8Tex	Endothelial	Fibroblasts	Malignant	Mast	Mono.Macro	Myofibroblasts	Plasma	Tprolif
spot_1	0.0567879953291619	0.348725058546229	0.37106989404115	4.16376676576848e-05	0.223125588409836	4.16376676587103e-05	4.16376676611404e-05	4.16376676587776e-05	4.16376676587937e-05	4.16376676693723e-05	4.16376676587774e-05
spot_2	0.0388166321287867	0.099636548229693	6.16324177574394e-05	0.00946977262653832	0.00134013353315412	0.617885740481936	5.69390319361035e-05	0.232561784454271	5.69390319034842e-05	5.69390321227635e-05	5.69390319008933e-05
spot_3	0.0302183257286565	0.271340553538979	0.0937836764570403	0.000757689045809682	0.000132533364512216	0.416484012080797	0.000132533365324084	0.0469871000533836	0.139898509636308	0.000132533364684287	0.000132533364506065
spot_4	0.0047474526331059	0.218311021514874	0.00012546252211014	0.000125462522110124	0.120921654179288	0.623603741148947	0.00012546252211215	0.000125462522111218	0.000125462522110139	0.00012546252266783	0.0316633553905641
spot_5	0.0163608189323124	0.124185118477303	0.0416378991178524	0.000146393210148395	0.120254237845211	0.612563330286201	0.000146393210152089	0.0822700396572881	0.000146393210148396	0.00214298284323552	0.000146393210148397
spot_6	0.0378797094783264	8.5514378729644e-05	0.047882378077016	0.314917915484487	0.244126727189976	0.299380833696137	8.55143785202888e-05	0.0553848641801231	8.55143787357502e-05	8.55143790945395e-05	8.55143788545526e-05
spot_7	6.59016209720175e-05	0.184079100258461	0.167684805299511	6.59016209720216e-05	6.59016209847473e-05	0.559701010202134	6.5901620967755e-05	0.0721749878250356	6.59016209845191e-05	0.000961998635712819	0.0150685896742644
spot_8	0.0699695303624541	0.0652637252685582	0.0251849752751573	0.321134211825568	0.0011207248516094	0.510850440658989	0.000217399677530574	0.00021739967783962	0.0010492867743538	0.00477490595010088	0.000217399677839622
spot_9	0.0171482342430945	0.227820534278742	0.000139412754857076	0.0528857915598303	0.299187224918477	0.217358035157435	0.000139412754976119	0.184903116070233	0.000139412754856443	0.000139412752642044	0.000139412754856426
spot_10	4.39657478492178e-05	0.0163172911530236	0.101620763336867	0.145022936071238	0.66256714599464	4.39657478502874e-05	4.39657478481892e-05	4.39657478502864e-05	0.0721756643735186	0.00153379893982133	0.000586537139493626
spot_11	0.0435346227199913	0.231410385891012	0.000126500087405024	0.00383644413656253	0.225423388070839	0.387919602842643	0.107243055890682	0.000126500087404873	0.000126500087404833	0.000126500091279295	0.000126500094775222
spot_12	0.232076735415517	0.44379003121987	0.000146896106600245	0.000919045322369534	0.159622155254659	0.000525924271950881	0.000146896106339841	0.0518888639878306	0.110589660101534	0.000146896106729869	0.000146896106600247
spot_13	0.000111890127180986	0.511734400615318	0.000111890127180985	0.0728882227903891	0.0521062735344752	0.000111890127180986	0.000111890127880164	0.362487872159347	0.000111890127180986	0.000111890136685662	0.000111890127180986
spot_14	5.3550966098068e-05	0.00191401723696382	0.304837232972129	5.35509660980743e-05	5.3550966122615e-05	0.00669560472002685	0.13144092903896	0.548828071547539	0.00585388268048934	0.000216057939475087	5.35509660980748e-05
spot_15	9.07841171843328e-05	0.190654998216646	0.127665030686766	0.508463319956503	9.07841171791494e-05	9.07841171843315e-05	9.07841171912199e-05	0.0762304186666983	0.0964415277739635	9.07841134997636e-05	9.07841171843385e-05
spot_16	0.119779063706922	0.31884963618653	0.0541322473006347	7.27633129622978e-05	0.249957356423669	0.209068299944491	7.27633129643837e-05	0.00955871759804716	7.27633129622971e-05	7.27633129889218e-05	0.0383636255878284
spot_17	0.068992717059504	0.187078739626329	0.155713638224958	0.000243354260547469	0.120601805144618	0.45034389561649	0.000243354260539512	0.000243354260608128	0.000243354260547468	0.00412672787264259	0.012169059413215
spot_18	7.72550929260145e-05	7.72550929260079e-05	0.173076096946287	7.72550929260037e-05	0.255007202859176	0.163317483838876	7.72550930050498e-05	0.40496887899117	0.00316680680620255	7.72550935142996e-05	7.72550929906356e-05
spot_19	0.0311925396476482	6.7551777259486e-05	0.331810548967602	6.75517772594848e-05	0.119637086933253	0.515294861201424	6.75517773658083e-05	6.75517772586589e-05	6.75517772593743e-05	6.75517768814657e-05	0.00165965258678783
spot_20	0.0352968494783055	0.0192379024639274	5.55894783216865e-05	0.00460337706217835	0.375006488226101	0.51718981010745	0.0471373921638433	5.55894783246501e-05	0.00130582258522317	5.55894780005815e-05	5.55894783246499e-05
