barcode	1	2	3	4	5	6	7	8	9	10	11
spot_1	0.0	0.17542305118300253	0.1964607956343574	0.06836569668904115	0.0689188469422409	0.38225132210066115	0.016124385008597305	0.0	0.08824268376765979	0.004213218674439852	0.0
spot_2	0.0	0.15579498287572408	0.2015043203143681	0.058007085795327214	0.012902138931447725	0.48942893739391724	0.03904357015617312	0.0	0.0	0.008475618764200703	0.03484334576884183
spot_3	0.0	0.07008722048747724	0.18449442073941363	0.07289248675840578	0.019939157245057768	0.42131953223531904	0.00619491759490797	0.17445421495458432	0.04793876757920311	0.0003455959745031619	0.002333686431128012
spot_4	0.0	0.08195022933882845	0.2308014312562996	0.05520277943004298	0.019702850823169516	0.5706335328437888	0.027731618792956818	0.0	0.00408810398860614	0.0	0.009889453526307598
spot_5	0.0	0.09410165296541743	0.09717815139023717	0.0706677995648867	0.0025492287449417573	0.30951538163418174	0.30161214625394134	0.036287939267265895	0.07554745495684695	0.0056987988573656825	0.006841446364915203
spot_6	0.000720918319392554	0.15351079109488439	0.2008151914252901	0.03597182287678229	0.0	0.4690194102286672	0.0	0.009313300155930545	0.010130083569459889	0.0	0.12051848232959293
spot_7	0.0	0.15435811102017677	0.11011651215443619	0.015181229673074852	0.03232900236502234	0.46732999465884845	0.021233456328295965	0.0	0.1965507687226463	0.0005654653563130448	0.0023354597211860837
spot_8	0.02067391105615389	0.11799140091834091	0.11143512365552605	0.029441859346777906	0.009772492226189042	0.620368929562961	0.007559086663175965	0.0	0.08275719657087532	0.0	0.0
spot_9	0.0	0.07939532992065795	0.11087122318231897	0.02659241217372793	0.002481252802758273	0.7415465450113333	0.0	0.0	0.0032830378727708416	0.0009531160899297819	0.034877082946503
spot_10	0.0	0.18407343288998795	0.22002920934153114	0.0016992531226143247	0.007880781090915497	0.4270393286737948	0.014019683171286127	0.0	0.031450646870498984	0.0	0.11380766483937117
spot_11	0.0	0.16516967450734094	0.16686414575602196	0.00440437156414737	0.007699688531896377	0.15678829603584565	0.005943016379997052	0.41306005083141273	0.04130487148677929	0.0	0.03876588490655854
spot_12	0.0	0.168828958448714	0.16098334902744235	0.011158649222652393	0.0011556905971901502	0.39677277366496594	0.01979085311825554	0.0	0.13613187456990705	0.0	0.1051778513508725
spot_13	0.0	0.07556849264884764	0.25054922052110706	0.007752101541142883	0.004231745678039992	0.6353594467505221	0.005664224747117317	0.0	0.008014866154345256	0.0073271485459749834	0.0055327534129027125
spot_14	0.0	0.1937589153773128	0.11821989907556417	0.03123865178112691	0.009565731057812481	0.4011563937182829	0.0	0.17921495487940006	0.053491629162174335	0.0	0.0133538249483264
spot_15	0.08909628547707708	0.10793064002847559	0.12379575733934653	0.006598730530848473	0.0	0.0665265425232888	0.017633344636491178	0.5411822036915332	0.04538216659037726	0.0	0.0018543291825617765
spot_16	0.0012803743751672494	0.2723340185402723	0.14371518766581085	0.011449146108546327	0.0011608931570109909	0.33867790123258934	0.0	0.0	0.0468166789501914	0.0	0.18456579997041145
spot_17	0.0	0.21033047364998939	0.109498867281379	0.00874245430112393	0.033170232181568844	0.4899415429645045	0.0	0.0	0.030681672584077724	0.0	0.11763475703735662
spot_18	0.008157602241824212	0.21822141959622504	0.1261884170755782	0.018921902491076774	0.030588862215802055	0.5219110496161666	0.02740267654805245	0.017327440631183823	0.03128062958409079	0.0	0.0
spot_19	0.0	0.0981036475835263	0.07444500790548542	0.02021799184140498	0.00017362807862959456	0.48914195974299923	0.008493849682563965	0.011901263819125861	0.02566320237040335	0.0	0.2718594489758613
spot_20	0.0	0.19847598206321604	0.15780661580660027	0.005334413002440691	0.0	0.2837437945408648	0.07660334095804436	0.16985756131453905	0.0767779406044737	0.0	0.031400351709821236
spot_21	0.0	0.11362395845224096	0.16543574629996843	0.01740635160942122	0.0030583413037354053	0.4980649588922585	0.08629575971839037	0.0	0.07423280680991987	0.0	0.04188207691406507
spot_22	0.0	0.1833895693790075	0.13485540601371876	0.008408727233946168	0.04703948718760027	0.5323801567383742	0.03992223746820841	0.0	0.05249062693904028	0.0	0.0015137890401042773
spot_23	0.0	0.046960082695637	0.09137331394093165	0.011251717883052879	0.010054793193839265	0.07321955320463516	0.45395464403331476	0.2930572171954939	0.0033133690409752198	0.0	0.01681530881212013
spot_24	0.0	0.07235951792032275	0.24234092998089418	0.015989747729210323	0.009002361697404574	0.553380906981919	0.06112522588179828	0.0	0.014243164820015081	0.0	0.0315581449884359
spot_25	0.0	0.31282171334407927	0.14982540876447184	0.025079684303895098	0.008754847480891956	0.48663809467869346	0.0	0.0	0.015832547854270095	0.0	0.0010477035736983424
spot_26	0.0	0.16220923815904242	0.1477272997554352	0.05245360984396077	0.00916797021350893	0.5798186419775779	0.0028282219804872063	0.0	0.01708349638947875	0.0	0.028711521680508844
spot_27	0.0	0.13776901619868134	0.10990740945243777	0.030552414524766508	0.01022915138778017	0.5529043503434473	0.0	0.02312913243956595	0.07978605729454652	0.0	0.05572246835877439
spot_28	0.0	0.08810121320833916	0.37038548205571675	0.0250590745571297	0.0032534885871387882	0.3526572820105592	0.0	0.0	0.04308849101775547	0.0	0.11745496856336099
spot_29	0.0	0.11177641071048601	0.15804585005886385	0.034931763048480426	0.004327052660682297	0.28668727662689114	0.0008513264342137385	0.3118864232805895	0.06665254613633312	0.0	0.02484135104345985
spot_30	0.0	0.14623916519306793	0.18251247344951096	0.011503618592529201	0.011514952834509885	0.49184524084621123	0.019909226508342166	0.0	0.10926702037983275	0.0066138342865506876	0.02059446790944521
spot_31	0.0	0.17024396743765283	0.24191455361642616	0.023632689325623183	0.0	0.5352591220221129	0.0	0.0	0.028949667598184976	0.0	0.0
spot_32	0.0	0.17591117572731416	0.14761830389429867	0.011837058492617129	0.019232132884384964	0.39221378250305894	0.0	0.20338385512598395	0.03402025507888749	0.0	0.015783436293454745
spot_33	0.0	0.16540323058645398	0.304927143601559	0.006872171000625503	0.042861342760663994	0.41920201690114495	0.0	0.0	0.03644606254018476	0.0	0.0242880326093678
spot_34	0.0	0.1829930955462397	0.14137351388661515	0.01897423177507772	0.01598112685452356	0.3323251031223559	0.02143121921185841	0.16373162829869203	0.03284693300707717	0.0	0.09034314829756038
spot_35	0.0	0.26931084316492987	0.12207440022098208	0.025666258982003903	0.0	0.4770708592651938	0.0	0.0	0.09299269905992483	0.0	0.012884939306965578
spot_36	0.0	0.20079327926690899	0.19982894927153091	0.020533577546103004	0.0	0.5145706670611823	0.0	0.0	0.02349864508686209	0.0	0.04077488176741273
spot_37	0.0	0.18453959809805226	0.14642939861629664	0.14492975239306669	0.01293432185918046	0.14661636618165824	0.02252944439226728	0.24641984732669656	0.0722082069263114	0.0	0.02339306420647031
spot_38	0.0	0.1402033152132099	0.28952855435882296	0.019796262080865254	0.0	0.5170335157800324	0.00011114290638090543	0.0	0.006221471355602084	0.0	0.02710573830508632
spot_39	0.0	0.15861456144206898	0.1769347535093561	0.03245274072476758	0.00960105929853507	0.5106737112301035	0.0	0.0	0.07066369435550097	0.0	0.04105947943966775
spot_40	0.0	0.3258730522760878	0.08503082467245363	0.03671858640691672	0.0017017468994528562	0.393344071920343	0.021477473101389474	0.0	0.11257533419819774	0.0	0.023278910525158826
spot_41	0.0	0.21270777987695447	0.1876280379564463	0.0	0.01599746740292287	0.3617288416285403	0.009704267652160621	0.0	0.17037650514471442	0.0	0.04185710033826115
spot_42	0.0	0.155253928942361	0.38152878583139155	0.023420614552700426	0.0	0.36275339735165185	0.03360647059253116	0.0	0.023158215071284367	0.0	0.02027858765807962
spot_43	0.0	0.21478457517945107	0.17022170392949548	0.010135306974360866	0.0	0.19123376947494852	0.0	0.0	0.008945972341451253	0.0	0.4046786721002927
spot_44	0.0	0.12401298332896932	0.2861133428479962	0.025954124414205904	0.0	0.3795589273408897	0.0	0.002269163547271796	0.025743774298305457	0.0	0.1563476842223615
spot_45	0.0003525318031955755	0.1063965527320795	0.15050436674650525	0.004272357051519298	0.0	0.38484203747786133	0.03708119032936975	0.2711339378631672	0.0	0.0	0.0454170259963021
spot_46	0.0	0.20327327040505258	0.15510245328071273	0.022954386119016634	0.0	0.30520798695110585	0.0	0.12940436547123466	0.09589991804406069	0.0	0.08815761972881704
spot_47	0.0	0.2954030186637226	0.12331452974652725	0.01288110842477589	0.030418446327838928	0.47600754857144745	0.0	0.0	0.02785655072296653	0.0	0.034118797542721443
spot_48	0.0	0.15136141595502803	0.22249896634823138	0.020446405512615645	0.012216061451947908	0.2851393016541788	0.04033550156874472	0.19371847328625116	0.04374337100524843	0.0	0.03054050321775387
spot_49	0.0	0.31008537567087674	0.14138669820411312	0.025879309971552838	0.006217940960717119	0.06521363582165539	0.3716401741098007	0.0657678462931539	0.013809018968130188	0.0	0.0
spot_50	0.0	0.07098948116532977	0.05467070700559246	0.008866014228475286	0.002983897936563988	0.30136249012372057	0.008035318048932127	0.0	0.039160438693167675	0.0	0.5139316527982181
spot_51	0.0	0.1189221362325111	0.2291853845776074	0.021417535220688406	0.015157292761312705	0.3904230480318707	0.0	0.0	0.13216403096743812	0.0	0.09273057220857149
spot_52	0.0	0.16737050894999994	0.10937031241843545	0.22303301004732864	0.011661337674406158	0.12240412792102118	0.000619734994242609	0.3632014857911104	0.0023394822034555405	0.0	0.0
spot_53	0.08514452967068259	0.17277656348026607	0.11057265182383569	0.026441311195142356	0.024334782343426856	0.27589382275518654	0.025712550717771603	0.200615915321895	0.015454174981868855	0.01807108207561313	0.044982615634311454
spot_54	0.0	0.23515839133445957	0.1529746963017027	0.009674692345030255	0.008449937041019697	0.36584199391256095	0.04280668110856048	0.0	0.0	0.0023975715527081477	0.1826960364039582
spot_55	0.0	0.13668549956180387	0.1322290622861528	0.008766218509537335	0.017361367985284173	0.6153124784344948	0.0	0.0	0.0869508863954432	0.0	0.002694486827283854
spot_56	0.0	0.07605227979322662	0.13852057130291862	0.01807982274403018	0.0	0.6320011778284128	0.0	0.0	0.025152748495582394	0.0	0.11019339983582939
spot_57	0.003994669102957126	0.25601678431061603	0.12006875298242782	0.004977212005513106	0.0	0.40096949176297275	0.001445834641276469	0.12295811788975879	0.07186237128017678	0.003587181668262745	0.014119584356038163
spot_58	0.05658823763587849	0.21237891344266205	0.10817792111089787	0.0304104399222551	0.033139610018209836	0.29016571658719087	0.009869832284775195	0.22649493332734041	0.024133145909817525	0.0	0.008641249760972733
spot_59	0.0020464917581529407	0.1731371610572257	0.3088428325362475	0.024687606415919085	0.01373393322623352	0.4218623087692981	0.0	0.0	0.0	0.0	0.05568966623692335
spot_60	0.0	0.2587059495022657	0.1652135810302127	0.01056403858643148	0.0	0.48619765842722695	0.0063905968580141624	0.0	0.05042467353487894	0.0	0.022503502060970026
spot_61	0.0	0.2636190683328764	0.1802926927723119	0.03821256033834602	0.0	0.4171407642281493	0.0	0.0	0.009959233699201856	0.0	0.09077568062911458
spot_62	0.0007708069078331513	0.15625307572304362	0.06574311083265916	0.010600912483594727	0.05168690702453221	0.1395234970367963	0.0	0.48092438712191604	0.0	0.0	0.09449730286962485
spot_63	0.0	0.1398382093585673	0.03934975761840045	0.003107405750017404	0.0012525737415143108	0.16975964750642983	0.012399680697556592	0.03650213212212323	0.40253927756333097	0.010907191524354388	0.18434412411770548
spot_64	0.0	0.13545651803625805	0.2829234952954924	0.056527328376038986	0.027807610573942345	0.4120814488311634	0.0050729162080112526	0.005083539700142011	0.07490162134233772	0.0	0.00014552163661397973
spot_65	0.0	0.14825057781367895	0.10999137362142818	0.014611105697034733	0.05825175575733949	0.5665642815692294	0.01149541471878076	0.0059185002632696935	0.01252711702575457	0.001881301329205222	0.07050857220427911
spot_66	0.0	0.19453378863116894	0.04263794180445113	0.039340169892278794	0.028394509696477537	0.5603361476964883	0.01950110854675288	0.0	0.08223739804886612	0.0	0.03301893568351644
spot_67	0.0	0.19584529118724112	0.24561004468574685	0.014135525501383682	0.0	0.47406184399375867	0.012933879643646255	0.0	0.05741341498822354	0.0	0.0
spot_68	0.0	0.14429703786100145	0.3568916959606326	0.0	0.016690605195733885	0.32133456021693685	0.0	0.0	0.13913832677348068	0.0	0.021647773992214677
spot_69	0.055720965532392586	0.10842946248436082	0.2513489137246027	0.0	0.0	0.346992472048999	0.0	0.052681251054652795	0.10775877988541849	0.011890757764556231	0.06517739750501743
spot_70	0.0	0.03236006276770729	0.25933728926667565	0.011201655219434717	0.0028662518804004043	0.3492252430680124	0.00033789911224567815	0.20098687856732944	0.012342979565490533	0.0	0.13134174055270395
spot_71	0.0	0.36424208112744516	0.09741056232847925	0.0	0.0	0.3759912246869809	0.0	0.0	0.1161845159713598	0.0	0.04617161588573509
spot_72	0.0	0.16608091604628714	0.17391942729937854	0.00796209893163631	0.0	0.5906116268163786	0.006397408098398555	0.008531720701165223	0.0	0.0	0.046496802106755795
spot_73	0.000455987642865783	0.14782938714187688	0.16369335220454098	0.024259292645841715	0.004856482221403557	0.2683144008748915	0.03589567024913828	0.3170810539223348	0.03013891877233901	0.007475454324767377	0.0
spot_74	0.0	0.18451148482173768	0.13943371685397352	0.04628681289956987	0.02088819957280511	0.4007900049976735	0.0	0.0	0.03758567160025046	0.0	0.17050410925398987
spot_75	0.0	0.13314184087836867	0.161250950914257	0.03988713860949578	0.01763475370740611	0.605311365082193	0.003585103158824506	0.0	0.039188847649454954	0.0	0.0
spot_76	0.0	0.13511359764181904	0.10338985202472613	0.0	0.0	0.6064331993598966	0.038675831604906605	0.10327537497695784	0.01028481172699692	0.0	0.0028273326646969573
spot_77	0.0	0.32597056249826695	0.13591037265700015	0.005074993366910555	0.01032114952537086	0.44623555264963005	0.0	0.0	0.07148676829057062	0.0	0.005000601012250941
spot_78	0.0	0.1486537301883104	0.17644659854040518	0.007109679527992464	0.002123387610590769	0.28064687267527505	0.00048766943474932094	0.2684941567713869	0.03498865372217305	0.0048172878924551575	0.07623196363666153
spot_79	0.0	0.1973453511194585	0.2271003892551302	0.0	0.0	0.3998350749832229	0.0	0.0	0.06980010673597287	0.0	0.10591907790621569
spot_80	0.06878470259810356	0.2090116201085213	0.06404575851056561	0.01868414681809209	0.0	0.23804197047209263	0.0	0.0901855401754101	0.008909554242355776	0.0	0.30233670707485893
spot_81	0.0	0.23892212377403987	0.16590878209648546	0.0013872199226856625	0.012012243990744314	0.505701951650572	0.0013016885056154307	0.0	0.07476599005985717	0.0	0.0
spot_82	0.0	0.12192967628261582	0.14451296093276153	0.04290323134821894	0.07618788670067025	0.43298519585116857	0.005325274730790969	0.03778940730686967	0.13836636684690423	0.0	0.0
