,mean_nUMI_factorsB,mean_nUMI_factorsCD4Tconv,mean_nUMI_factorsCD8Tex,mean_nUMI_factorsEndothelial,mean_nUMI_factorsFibroblasts,mean_nUMI_factorsMalignant,mean_nUMI_factorsMast,mean_nUMI_factorsMono/Macro,mean_nUMI_factorsMyofibroblasts,mean_nUMI_factorsPlasma,mean_nUMI_factorsTprolif
spot_1,24.486320428508236,1606.91394496433,114.72457655831923,100.01711917272519,13278.515188081514,5551.077160152836,8.598167272126013,17.78666996126095,35.507171222689365,1.6258161679460124,9.904950481096263
spot_2,13.994588184297852,1184.845748354227,136.12226882530612,36.56739327056564,9462.772451696357,7655.107412594719,4.540392779038638,8.015571893546968,1612.3732370117255,4.684803474257861,16.723321012174534
spot_3,1074.261495119683,1281.64626269384,863.6229410078197,23.260712369374513,2539.7904380750756,16010.8531099584,9.33063902196341,264.2228490578677,45.64418127867138,4.892697226948949,20.097219730430336
spot_4,3.1616336932468356,2.3092448591959136,4.2421551240963575,1179.9109136407908,3.370145649965494,13838.56381038461,1.916607993115946,2.5727464594873717,3.102655722656569,3.1826514558319756,3121.6666636480454
spot_5,108.75961581742818,4597.920347519062,139.53750878086163,3.347474716950362,10976.102501467976,9.25159285959057,2.747136384152431,2843.767505663149,7.894673362790986,60.81407974577816,9.89466684482455
spot_6,8.4529459287186,7.504282959935518,12.601071165901093,5.319718758636898,16207.306359204724,3099.263874568146,2.2621830569284977,1.1619097200894934,6.7367270616220685,1.6515614339354459,2.6631354521140183
spot_7,44.56678257380448,3048.710747716905,425.7498984463683,3281.1555535639777,2.5375920299310826,14244.188838088357,3.488526903021011,29.1239454492382,5.523041436280044,13.681227218199238,18.56904590706489
spot_8,20.979930315051647,60.52723202368158,11481.03643141948,4196.843449895557,28.49862362492104,4818.12116235122,4.417738277700001,200.59945801727196,64.78769387838366,18.69413653886871,25.801930393732185
spot_9,17.453993208647304,1570.2597842322364,91.96290438115878,6921.916039277088,28.992557961910215,12646.028144556998,7.941817726290911,31.978383187694995,40.36377822526026,2.7512516186799547,6.5380705245232615
spot_10,27.43104884467137,73.15287219052045,2845.821513914631,12.621362321949517,29.0524221993692,6253.310066121985,4.862177366329431,939.0253573019429,2.2722635450001927,3981.466615272767,8.307826046511451
spot_11,33.994088856048116,3913.234275370093,1055.4950837858323,40.82648499107313,722.4661364228967,9525.898345874397,5.278160236124217,15.791363524968641,38.64438051301955,1232.1057273776673,2267.3337511203063
spot_12,2.746845087154749,11.270833096978581,1934.0456021023779,55.440116524339444,1.6066532635445137,1304.983659023917,1.1007119878983493,346.3990784353497,3.59333772272008,10.16211937609128,1873.6763469155826
spot_13,9.237156536954261,2357.131212199691,450.09701000743496,1.7697536469877015,1.2798070706000655,12713.416813559696,8.012968570446807,4.7953261724169645,1.3207798740834547,1.0765014379968596,5.326011387071935
spot_14,398.8061887185066,784.4541790073177,281.30102759577045,2693.929717923145,6317.067056551551,15.933351747443284,8.862149616919217,8192.928860971086,615.7305368869306,8.515572524216042,9.308624016916173
spot_15,31.796622837985513,5107.344582556907,511.4255441209029,8.13383748831637,7.691654004001868,15318.554678591265,13.124800122188805,4.974093868133047,6.724262730059066,2.8462022680278265,4.244320456692352
spot_16,662.9738438638359,1403.3507205869391,3489.9631081039524,9.241611869907869,988.1860253774305,8733.429775871306,15.156270597404333,63.42454793941245,35.53630723778599,1608.6959743401555,20.864988427952117
spot_17,3846.7899145702804,4505.271534849362,58.54357258114807,6.211790682355929,7532.590202299177,493.68844850432,2.393834019475737,302.8219563175305,10.449839166933979,3.859436997685901,3.0768940474791795
spot_18,128.37894479589883,1016.9208167846554,62.07506457645422,2721.491095274276,3621.936203471438,9207.148989261155,3024.0831612577836,29.5149403807791,33.988842044812415,12.997349875061735,11.149454946246784
spot_19,1037.3281739951008,6236.6466029475205,1449.6924202646455,8021.7201246532295,11.083963816061104,12.834556970084144,12.832014073564192,22.866165423528418,31.107083571012446,15.324931612587875,10.635440730384397
spot_20,42.044419447808345,220.0522235508387,7209.3140219729485,10681.836181172921,24.86481478069895,20.460026615447543,4.193488778370021,119.7706322986848,12.339930359239878,7.354051704311371,1878.5617979327974
spot_21,1729.047450949152,650.3978370172957,126.42575660799649,4357.308675339832,8.792337565749639,3934.3047001997197,3.132351574674171,4829.944898316519,3915.3415666495634,2.363565336467297,4.115778784392005
spot_22,118.93963733331765,1289.0624625680914,5068.564460776445,138.36597829569564,4711.859115487053,9741.475845402503,10.298755825920205,63.84339346730725,401.0845947711092,12.601565471829007,20.712741379640594
spot_23,5564.384451910441,1461.616119500442,103.29032654184356,17.673712297726247,141.8593689587602,12846.049933775805,12.49569342545278,187.90472779709037,32.33034092148019,6.500830069688011,23.465689640136024
spot_24,70.12971300374423,5480.229617938892,1239.8542982260767,33.13254427664167,3.535440976638896,881.4905200287006,2.7520301896886634,3.094199998401377,2748.954989796419,1.5893951884793176,3.4383666789338263
spot_25,48.05337398149456,3721.697639406898,2843.1509903110373,9232.65205501689,2.1483005864644027,3134.2653116328283,5.199987190816226,128.8801724978066,5.968676963252245,3.7150648971816977,20.02136031539359
spot_26,1706.1168316409746,581.585817795968,2151.8024344621126,3.9318391090242533,3.4379509159853496,50.52253109553387,1.1411671029414592,3.2518765420677678,1.201558236245211,2.6091603397248733,5.582652801971227
spot_27,18.764805334132493,66.50384823876958,2794.4039383733193,6555.369327149828,7504.91709331311,98.4011848923149,3.713496603659999,1943.0188078166984,30.1735666897302,6.786268154186035,90.2262022160674
spot_28,309.17080946550533,32.535323530225675,712.9138027166797,191.42718054162614,4458.048591976721,16021.171414801975,5.272894010638214,423.00954913862427,451.47158759762783,10.753127488868026,87.0891671953738
spot_29,92.45401365743645,7150.706739342785,78.00770136592925,249.83781292105263,101.30577511248339,9778.220607076599,11.765276227574516,4713.073235298258,27.566247595830813,26.033290944315937,6.596793896725293
spot_30,959.5122369696038,14.08345492025383,4689.447284356371,5.592704235329602,0.4831137633071048,7.838503297793798,4.902140692237284,30.654665819241195,0.8965761961048403,25.40233763925003,718.6546417602036
spot_31,584.6739722555426,97.45231742693224,8359.22811010846,844.791907112626,154.8967667898441,11630.961625602571,17.22345102220821,222.7167261392493,198.33760181722374,5.990700601151924,9.520451134917572
spot_32,1518.0391931729052,2908.822014951415,44.48668096215807,1571.9584153343565,8795.434337248114,2611.781469461699,1.7580437277099223,7.8958847269673536,1716.9435543357745,5.289090847635463,4.111270780931226
spot_33,1174.1072420625412,1534.2303956692604,480.48080195097066,3222.030248933485,5883.83160956767,2357.093340359407,12.385594524426965,1591.2165149709986,3557.2680156529254,2.9099719301933358,8.973490419952807
spot_34,408.9229169043331,1066.8987948895747,108.19323858782597,4128.712728297308,4.915764060028482,8406.808570214296,2423.563346247787,2911.7453106007774,580.4118060060854,20.47965985366432,10.708607342169849
spot_35,77.04596452673232,6035.846448713354,373.1571578097406,23.456726289466655,9500.027730050737,27.41883526751446,10.475170046116927,1729.632360074718,1197.1963152901214,33.505830759863485,12.421697193488919
spot_36,18.81324623054968,33.07422366105034,1617.1400585328126,438.9679407606278,5171.118723773522,12560.895981107466,6.493232274753835,16.379522721865374,59.34028587103498,3.974938495280087,527.6603728703377
spot_37,17.836296120437833,49.077750418683614,3783.684950212654,8.923057821474261,2952.212312744986,5317.233689185109,3.4581926200050455,8.488089300523043,6267.689790823196,2.7426059857241687,1861.4877623698178
spot_38,8.763909329748488,74.95481908460995,20.849593235951765,8.64196786082256,2912.0027998580485,16724.93255694588,4.113256346115605,2.6997567244488336,587.9101975324643,1.8657993893934752,5.979934631699151
spot_39,108.64241064897858,4036.3879630351735,45.08049529060488,1921.2540260549465,4.160887539237665,10932.375882949771,3.0747245573541884,2.0112762120835823,10.75832789972964,1745.1565292248313,1.942300844490787
spot_40,28.22136255818849,1543.2926392798836,1574.5738931374374,9.53788733444902,2333.229178320497,14226.367916736173,9.92224943188296,2.7476764657006174,7.0702869810663485,3.112740008567061,6.409501515446448
spot_41,9.6203522309904,2.1825473523730126,8.147719707174613,157.21773384429014,11252.792475689048,883.8392728841851,4.177793276733781,16.789205671373303,523.3879266222409,0.8208576443743048,5.53306067989464
spot_42,1488.093662521596,18.75031277093468,50.933658338397485,33.85071912252206,1868.838798920615,6790.071618172044,5.096937054354623,9413.114475555933,191.20161574520407,14.116170768644423,11.087309240811226
spot_43,42.58452040502878,79.30909529230036,8156.304533139741,5.998117956284804,2.1968361691904335,4482.639127449575,6.589391232912833,812.0032457430572,4.102586773704904,1.8144765808968786,6680.504585442733
spot_44,30.075116130024494,2317.593494325855,30.908306622476594,5.6147443473222856,2.2444013088311023,2806.487122424665,1.599368281229115,1.2504632677312786,4135.6624232265485,1.0824646387082322,102.99993719381987
spot_45,15.80064886562057,457.11538891853274,1616.0488724291658,10.707659674749655,2816.2135624566076,2.882409075262176,3.905476395350617,4320.890575370115,24.80788967952018,3645.4296733716933,12.718446580806463
spot_46,86.54311911825168,1813.4433268707703,5775.085644745438,13.343080691501397,5.229587218636178,904.9098771088218,2.1706132448308586,5.978939046161326,7064.072550054553,15.937379512109414,2865.1999344271294
spot_47,50.828593843256115,3796.52242775383,897.0744536957666,203.30564187032496,8108.563344012708,1047.7380468575593,389.5600511282571,2382.219082389252,201.4499563016779,27.89367751204218,17.661867055321668
spot_48,1140.137327062221,2032.7487750767555,63.789128774611434,19.185996827321855,1988.0778122033944,5.590023091475749,2.6508772012099695,2.7602930564033596,6797.896563224108,2.165049812161661,6658.2463271091365
spot_49,29.422691614763853,49.72257171060296,1296.5655675298733,2487.6417280998585,4341.375752731184,9034.006016901769,13.479207889380811,2425.4243467675756,15.47337184212416,1.4007152782761751,10.219768099188938
spot_50,88.01362028820799,1434.785151667284,185.82113466529253,11181.965196235364,17.065868000849612,5477.604639303033,5.325592165560786,11.055004479287877,2711.911972272171,17.742817450787914,46.20211052107642
spot_51,3722.648099720689,5905.2889697588,80.45665741606463,70.71986315898464,3213.0201789308735,5723.920196163864,16.612259001947848,6.730048449404566,28.513031753626386,7.997270569985894,10.486399118822943
spot_52,21.734016989377867,1935.565202846702,45.41503118285871,4095.9229193713677,3682.7567663266186,10625.03066261661,3.2175412370260577,9.18298504691156,27.542512400214477,31.80067141612335,7.66883842185733
spot_53,39.19845605884053,54.98896201585412,4984.612158100721,5.7555501435249985,5227.999156951095,3510.6809908479177,3.76271551466391,6378.73323765137,8.349459907317605,1.9922405657662032,23.058073099116303
spot_54,52.16764407661664,2491.368229401814,710.2960959213591,244.4683636481595,5694.679093509223,10023.319103763615,16.936754868406258,727.4628304256553,1195.6762756166488,44.33135226329764,21.65931517830218
spot_55,7.135426397153227,25.048516579516335,2214.1154648082766,19.255477850463453,11889.60619477402,7513.520398673806,5.475741811072143,34.09029304887105,54.95512474141869,2.66886194806009,151.30643493924904
spot_56,677.739598942271,7233.324634550149,1262.1173366749535,6133.786549497918,2.7210991872407226,11.656094893826422,13.948895585066252,3089.226009372094,3.2627085051647353,4.11098928634535,6.783846594978245
spot_57,3.300548043745667,24.150840479914855,1782.2085386035403,1.758872691648502,1530.1517699191784,1.8414448613825243,1.1544096408374345,15711.936896479534,7.587093763994885,5.229491651285219,6.246857489656907
spot_58,4.764846520349844,10.390717547534331,40.698102634915045,2.0945024717237173,0.9547475709315959,18296.247703251694,2.5148903913535077,4.283175251182997,2.182815450057341,2.5458327257675273,3.729998876115405
spot_59,3908.314917755667,1734.855381461455,371.24162795735236,2632.8749331822537,2909.063080406393,505.7026402778194,5.305202815482007,6926.491727941452,29.40629536736908,31.481841626259598,11.278181477724354
spot_60,50.4824624563888,10125.025888861921,1422.8398056762169,8.299123296715587,6.20916061091014,6624.465190200503,7.314633972062932,7.855220165356181,6.663565039547788,2.177438900383095,175.69136658548365
spot_61,45.379177608467224,840.5632616637307,57.770952906862966,11.166391219785314,2234.625812617969,17238.21309079347,11.771212301165427,102.13402639734848,205.4049449485922,11.837087694280303,525.564159242141
spot_62,15.480483607962672,1145.4089474131215,54.04514365420216,3.6584119232367103,124.1891593182272,8470.89573699442,4.0368971329575025,6055.297693261938,14.525587291524817,2344.6348148656625,7.415422983643686
spot_63,9.441805058130202,49.529354598017285,3581.5472087550347,316.5046568525058,761.0316381923473,37.32685779395885,4.1680738758026035,21.10790355264894,3323.789270609705,4.589203857882818,60.652755400753314
spot_64,5.9916529714428135,2.9229555619851832,6.895273915092398,2.4913584083449707,8783.99188787597,10285.262883459223,3.1587688948335297,3.2507296371584475,10.862821177055025,0.923510161396046,3.1167074314545915
spot_65,21.831090152539527,3216.522405366404,3094.7827522078055,49.75427868893019,1.5549679291070726,3649.722272979007,6.579727743889735,7.2169027680510895,3.3071006495926794,11.392139407501421,8.161272139844188
spot_66,7.743945920099569,1079.2621392435997,79.1533607094464,6.093567382107343,1.266599437115175,11082.66677474649,3.14792043704312,5449.562727808164,2.4536962380792926,2.3837583368430724,4488.989071338733
spot_67,17.921839818061297,5368.98931039723,229.7514075266998,24.34761820094896,10138.817039945283,14.409359692887906,2.574845603577811,3.3326490491920606,5.250673550284063,8.879295820586558,6.919699239648717
spot_68,2758.5355503836695,79.13260392035272,1927.2342646914842,11.504563629465048,57.95588154363778,5407.186291852802,6.014565601984073,5905.983066037156,4255.940507507843,12.7801391199873,794.7059911970529
spot_69,574.1788871857739,1887.8277677473257,44.574903317263455,7.606192597327725,2.6745245484184683,194.8543517591046,1.3038571291765766,3.9823693218017024,2.816391095029418,5497.556896009969,3.217131756917422
spot_70,54.975616776466595,3543.944763023352,219.08954741456233,8.912389742671325,6544.654312756989,6.737851641859859,2.1267230532101187,18.934449434691995,7.655200419455726,1.9147474306721906,5.822520910097638
spot_71,36.421604448936435,1536.5411795634168,1204.7130060775803,1019.5216106803729,3.411616328730204,11983.891686393301,6.841144773030842,866.4413902071518,2952.2019395635475,15.94788636072274,13.513539304001506
spot_72,9.685271153595243,60.67751825748967,2653.1437454983297,2490.822540634387,4.529810124367255,3799.3718199194313,28.97645382838343,11497.651577864532,14.790849572719432,2.4060455719403673,32.09789074011875
spot_73,64.3220914258082,3660.829666550234,233.26246097107847,10.374422643092307,1032.7563717288817,12508.904158610345,5.310212605014025,2936.244899723033,4.228751239751112,5.056400932362333,4.470550937962827
spot_74,32.175896644716126,36.068483869140174,5646.42613489857,17.52541354368098,4.395467329034082,12710.877826328655,1607.7247324424166,44.27992317740832,2.6247947446308517,22.868680068952873,31.57005917524168
spot_75,89.80691033804447,5547.610452894927,1745.4001233623717,8.40057174346026,78.0621163604287,303.59190559235407,138.3685990651521,5.571800582177042,51.62533378942153,28.69016629261304,10.209533822306296
spot_76,90.60631554938445,2037.8285599120068,703.8356605111746,13.773366398701851,5178.972073138311,12198.140557149152,12.541643749488156,6.830899078741452,228.6780714743713,10.053075803477203,24.190019570631158
spot_77,13.507726923008251,35.83500811977789,5795.867963940502,1410.8322766252543,8218.601320100552,3585.4859327558092,7.789701327813579,55.37682937684873,869.864098724482,304.06207634254037,110.912046912421
spot_78,1535.835312866329,1364.4295096142157,5049.530658857136,7.673369359335728,2890.6899191794364,9854.271218778069,19.225563090265634,9.885878728787883,8.589193292486762,7.542941323790005,67.24386837628033
spot_79,3.914014370743113,6.083747020475612,12.559482271214332,3.107936772494993,20829.129013994927,13.715172784110718,2.778061887466151,5.455160691427972,19.512955040278946,33.07411908292486,14.455084686054485
spot_80,9000.103603966529,28.832787659974272,3754.761799801938,46.684038377578354,3.0434611213430216,2.9236525097128205,1.8868879383029085,3090.8272252538304,3.2882040730061637,719.8775337405884,1042.6842597704576
spot_81,22.118954976077216,1730.043465417995,62.474367756234834,21.625303283256134,7118.0782548113575,4091.8858565078162,5.5712743306101435,169.44247393485455,5926.6830749371065,1694.4099840907872,30.189165089154788
