,mean_nUMI_factorsB,mean_nUMI_factorsCD4Tconv,mean_nUMI_factorsCD8Tex,mean_nUMI_factorsEndothelial,mean_nUMI_factorsFibroblasts,mean_nUMI_factorsMalignant,mean_nUMI_factorsMast,mean_nUMI_factorsMono/Macro,mean_nUMI_factorsMyofibroblasts,mean_nUMI_factorsPlasma,mean_nUMI_factorsTprolif
spot_1,527.1900024414062,561.3399658203125,2058.98876953125,6.604182243347168,1329.06787109375,231.47381591796875,4.238399505615234,7.691812038421631,3.9966137409210205,4.065600872039795,6.045939922332764
spot_2,150.28143310546875,163.59230041503906,182.222900390625,61.43705368041992,5.115992546081543,3000.541748046875,3.2050793170928955,1241.2403564453125,4.986658096313477,10.451581954956055,271.7821044921875
spot_3,314.7525329589844,1135.8167724609375,276.3199768066406,22.97359275817871,46.3875732421875,2165.401123046875,7.856606960296631,293.78546142578125,760.058349609375,8.107762336730957,9.356791496276855
spot_4,11.226893424987793,584.0113525390625,45.08211898803711,7.014643669128418,493.00482177734375,2987.833251953125,3.5145325660705566,3.5184051990509033,9.31896686553955,2.1142125129699707,813.7348022460938
spot_5,15.844758033752441,143.45492553710938,92.8767318725586,6.746314525604248,475.2861633300781,2282.66015625,3.84336256980896,367.2626953125,14.061264038085938,971.818603515625,278.3288269042969
spot_6,289.53326416015625,110.98438262939453,120.23279571533203,1553.8477783203125,1231.6412353515625,1417.0460205078125,5.41303825378418,346.4361267089844,9.379080772399902,1.4320181608200073,7.284257888793945
spot_7,14.941407203674316,214.4187774658203,1172.2906494140625,12.27335262298584,11.191582679748535,2773.657470703125,9.416482925415039,299.4471740722656,6.721498012542725,425.3052978515625,12.22732925415039
spot_8,24.985811233520508,255.6665802001953,97.0938720703125,1334.492919921875,16.0039005279541,2141.51953125,18.319551467895508,7.457649230957031,5.135479927062988,455.4594421386719,8.100403785705566
spot_9,671.4668579101562,482.8645324707031,101.8731918334961,452.00384521484375,1257.2840576171875,1208.4781494140625,14.04945182800293,675.0006713867188,8.360102653503418,4.413496494293213,8.161003112792969
spot_10,4.12263822555542,83.80231475830078,273.1916198730469,618.414794921875,2498.56298828125,17.878089904785156,1.421319842338562,3.5401132106781006,465.5608825683594,361.74151611328125,4.641242027282715
spot_11,343.17254638671875,869.667724609375,163.8218231201172,13.829672813415527,848.3807983398438,2010.9854736328125,436.76806640625,12.244853973388672,16.65705680847168,2.6514475345611572,8.140385627746582
spot_12,1201.384033203125,662.813232421875,157.56295776367188,6.601938724517822,630.6566772460938,93.34754180908203,4.378749370574951,409.8359680175781,425.7018737792969,786.6384887695312,8.722289085388184
spot_13,40.95578384399414,759.1012573242188,1228.6026611328125,487.54571533203125,302.7142639160156,173.68365478515625,8.402068138122559,1954.1744384765625,7.472926616668701,2.1949334144592285,14.497841835021973
spot_14,31.00629997253418,75.92051696777344,1375.6319580078125,6.3721137046813965,3.5195045471191406,220.5652618408203,499.4220275878906,2602.4169921875,2.0112483501434326,11.896723747253418,104.6595458984375
spot_15,161.54583740234375,705.6319580078125,479.0065612792969,2372.898681640625,13.670784950256348,493.3841857910156,5.987220287322998,232.65322875976562,437.8251953125,2.3046257495880127,12.68605899810791
spot_16,1237.3953857421875,622.3373413085938,383.2819519042969,8.473963737487793,928.7083740234375,1544.7598876953125,11.063614845275879,8.823217391967773,10.81516170501709,3.2574715614318848,81.13002014160156
spot_17,61.508056640625,210.13275146484375,810.200439453125,17.899188995361328,472.43292236328125,1731.6573486328125,2.7596943378448486,10.527557373046875,16.177927017211914,849.8477172851562,15.62264633178711
spot_18,10.547465324401855,131.2875213623047,581.4972534179688,5.124730587005615,1278.7396240234375,741.9175415039062,3.139819383621216,2229.287353515625,7.689055442810059,2.3368990421295166,52.61321258544922
spot_19,202.92066955566406,176.022705078125,1007.8499145507812,4.218685626983643,689.9598999023438,2768.003173828125,2.96798038482666,24.411754608154297,13.673684120178223,2.9775049686431885,17.161598205566406
spot_20,67.25313568115234,261.1980895996094,75.60505676269531,8.531614303588867,2069.91162109375,2276.930908203125,268.3760986328125,26.88515853881836,18.287046432495117,12.249587059020996,20.108478546142578
