B	CD4Tconv	CD8Tex	Endothelial	Fibroblasts	Malignant	Mast	Mono.Macro	Myofibroblasts	Plasma	Tprolif
spot_1	0.000130901241383516	0.551822028252074	0.156430938342975	0.000130901240814491	0.290699823455555	0.000130901241383521	0.000130901241476545	0.000130901241383506	0.000130901236676896	0.000130901264893202	0.000130901241383531
spot_2	0.0704729925245461	5.94705748385869e-05	5.94705748385931e-05	5.94705748385859e-05	5.9470574726677e-05	0.655061788781007	5.94705747842996e-05	0.216854524600356	5.94705748385901e-05	5.94705748190765e-05	0.0571944000704068
spot_3	0.0289542685427597	0.356012719793116	0.0275748290854989	0.000101513063135154	0.000101513063065683	0.370402814473295	0.000101513062992923	0.0898023629429213	0.104069819979379	0.000101513062982927	0.0227771329308535
spot_4	0.0207766959912975	0.133450431486357	8.6045125614531e-05	8.60451257034094e-05	0.0832314334342979	0.664079454996878	8.60451253677587e-05	8.60451256145506e-05	8.60451256145441e-05	8.60451438445269e-05	0.09794571331941
spot_5	0.000220505089001092	0.159679616548984	0.034182530104866	0.000220505089001092	0.0708783668521678	0.547241232206316	0.000220505088675444	0.097896702164288	0.0467312318523546	0.0301768190154111	0.012551985988935
spot_6	0.0528093443481537	8.35521945655733e-05	0.0167075018145673	0.189938847116961	0.29146870195634	0.369823480447772	8.35521945838716e-05	0.0785291396355449	8.35521945655853e-05	0.000388775902380454	8.35521945655908e-05
spot_7	0.000128308381602705	0.140628813917201	0.187386564932379	0.000128308380554135	0.00539642125275794	0.581141849356147	0.000128308381700846	0.0624709661348684	0.000128308381392633	0.0223338424997945	0.000128308381602692
spot_8	0.0131898467743863	0.0662521659325398	0.00014902769635494	0.246597200744615	0.00227543992216204	0.649541689996018	0.000149027696512258	0.00014902769635494	0.000149027696354938	0.0213985181483469	0.000149027696354933
spot_9	0.037448860164937	0.0470913115079999	0.0735104889609371	0.0188301116943728	0.329294887668389	0.256203957218346	7.15785263556575e-05	0.237334068679538	7.15785263607988e-05	7.1578526402192e-05	7.15785263608308e-05
spot_10	0.00507351823775852	4.26459828607622e-05	0.0778743454146561	0.131181914417604	0.720066367634653	4.26459828607587e-05	0.00341392647830193	4.264598286082e-05	0.055014096171287	0.00718800763173182	5.98860654252953e-05
spot_11	0.0239461724688975	0.0986999590040894	0.23091666410053	0.000128744673406496	0.199287532415934	0.360626969592848	0.0858789790264021	0.000128744673406465	0.000128744673406468	0.000128744697672913	0.000128744673406492
spot_12	0.0723134460045156	0.450918039384478	0.00663311575057663	0.00794780438163216	0.198494282333341	0.0149266490111059	0.000321235677101572	0.13595656181697	0.110041294757872	0.00212633520516163	0.0003212356772454
spot_13	0.00501871279350723	0.592121760656206	0.000110933068604016	0.0281412177968277	0.0628137346126937	0.000110933068583402	0.000110933068586043	0.311222319823752	0.000110933068604018	0.000110933068668218	0.000127588973967749
spot_14	0.000110867220189036	0.00010659783079819	0.305811934243533	8.50859232968703e-05	8.50859230571226e-05	0.0354609484690374	0.154018706318066	0.497659860562115	0.00641287000143661	8.50859285753276e-05	0.000162957579895434
spot_15	5.72990795371901e-05	0.271205632679356	0.0427540453200741	0.538878248271366	0.000368450669619444	5.72990795371746e-05	5.72990794864078e-05	0.05582117262475	0.0906859550372454	5.72990794904501e-05	5.72990795371889e-05
spot_16	0.134348170144791	0.205853831442642	0.127296746220182	0.000201717966482656	0.200190226362595	0.243368193605051	0.000201717966482646	0.00506783564590446	0.0167441450145769	0.000201717966719231	0.0665256976645736
spot_17	0.000329292513287685	0.15613922204626	0.25772893728459	0.0469643629390631	0.0945376190857529	0.42274549324627	0.000329292512927925	0.000329292513287839	0.000329292513287688	0.0202379028319857	0.000329292513287687
spot_18	0.000129857263481747	0.0704759082738287	0.0890070522730889	0.00212678146595473	0.352491700792346	0.130382754195967	0.0217016174832511	0.333294756437221	0.000129857263481749	0.000129857287896712	0.000129857263481771
spot_19	0.0729352192197815	0.000253490823367406	0.341689321597613	0.000137858395480799	0.13853535822604	0.435785980562675	0.00855612920151646	0.000137858395282366	0.000137858395282368	0.000137858395362322	0.00169306678759838
spot_20	5.68175768389577e-05	0.0493445877849107	0.0142606117911372	5.68175768389505e-05	0.359456439090249	0.558976288402367	0.0150765570311546	0.00254151487797504	0.000101107092288921	5.68175645330623e-05	7.24412117068557e-05
spot_21	0.000128708095324653	0.000128708095324668	0.177243282584337	0.226811016983474	0.0806308616245611	0.504522019024428	0.000128708095446211	0.010020571165464	0.000128708095324655	0.000128708140991111	0.000128708095324643
spot_22	8.91480787117516e-05	0.0317189946294555	0.316623144366042	8.91480760822972e-05	0.384290906546933	0.266742917912886	8.91480795169092e-05	8.91480795308688e-05	8.91480794204249e-05	8.9148071890709e-05	8.91480795308727e-05
